type,count,identity,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,title,content,equip_ids,prize_id
user_exp,260,185,2600,2600,2600,2600,850,12,0,0,"1-8,3-8,4-8",评级晋升：260级,指挥官等级达到260级。,,0
user_exp,280,186,2800,2800,2800,2800,900,15,0,0,"1-9,3-9,4-9",评级晋升：280级,指挥官等级达到280级。,,0
user_exp,300,187,3000,3000,3000,3000,1000,15,0,0,"1-10,3-10,4-10",评级晋升：300级,指挥官等级达到300级。,,0
medal1-3-1-1,1,188,60,60,60,60,20,0,0,0,,完成行动：夜战1-1,首次通过夜战1-1。,,0
medal1-3-1-2,1,189,60,60,60,60,20,0,0,0,,完成行动：夜战1-2,首次通过夜战1-2。,,0
medal1-3-1-3,1,190,60,60,60,60,20,0,0,0,,完成行动：夜战1-3,首次通过夜战1-3。,,0
medal1-3-1-4,1,191,60,60,60,60,20,0,0,0,,完成行动：夜战1-4,首次通过夜战1-4。,,0
medal1-3-2-1,1,192,90,90,90,90,30,0,0,0,,完成行动：夜战2-1,首次通过夜战2-1。,,0
medal1-3-2-2,1,193,90,90,90,90,30,0,0,0,,完成行动：夜战2-2,首次通过夜战2-2。,,0
medal1-3-2-3,1,194,90,90,90,90,30,0,0,0,,完成行动：夜战2-3,首次通过夜战2-3。,,0
medal1-3-2-4,1,195,90,90,90,90,30,0,0,0,,完成行动：夜战2-4,首次通过夜战2-4。,,0
medal1-3-3-1,1,196,120,120,120,120,40,0,0,0,,完成行动：夜战3-1,首次通过夜战3-1。,,0
medal1-3-3-2,1,197,120,120,120,120,40,0,0,0,,完成行动：夜战3-2,首次通过夜战3-2。,,0
medal1-3-3-3,1,198,120,120,120,120,40,0,0,0,,完成行动：夜战3-3,首次通过夜战3-3。,,0
medal1-3-3-4,1,199,120,120,120,120,40,0,0,0,,完成行动：夜战3-4,首次通过夜战3-4。,,0
medal1-0-6-1,1,200,180,180,180,180,60,0,0,0,,完成行动：普通6-1,首次通过普通6-1，获得该关卡铜章。,,0
medal1-0-6-2,1,201,180,180,180,180,60,0,0,0,,完成行动：普通6-2,首次通过普通6-2，获得该关卡铜章。,,0
medal1-0-6-3,1,202,180,180,180,180,60,0,0,0,,完成行动：普通6-3,首次通过普通6-3，获得该关卡铜章。,,0
medal1-0-6-4,1,203,180,180,180,180,60,0,0,0,,完成行动：普通6-4,首次通过普通6-4，获得该关卡铜章。,,0
medal1-0-6-5,1,204,180,180,180,180,60,0,0,0,,完成行动：普通6-5,首次通过普通6-5，获得该关卡铜章。,,0
medal1-0-6-6,1,205,180,180,180,180,60,0,0,0,,完成行动：普通6-6,首次通过普通6-6，获得该关卡铜章。,,0
medal1-1-6-1,1,206,210,210,210,210,70,0,0,0,,完成行动：紧急6-1,首次通过紧急6-1，获得该关卡铜章。,,0
medal1-1-6-2,1,207,210,210,210,210,70,0,0,0,,完成行动：紧急6-2,首次通过紧急6-2，获得该关卡铜章。,,0
medal1-1-6-3,1,208,210,210,210,210,70,0,0,0,,完成行动：紧急6-3,首次通过紧急6-3，获得该关卡铜章。,,0
medal1-1-6-4,1,209,210,210,210,210,70,0,0,0,,完成行动：紧急6-4,首次通过紧急6-4，获得该关卡铜章。,,0
medal4-0-6-1,1,210,210,210,210,210,70,0,0,0,"1-1,3-1,4-1",全境封锁：普通6-1,普通6-1首次全占领，获得该关卡银章。,,0
medal4-0-6-2,1,211,210,210,210,210,70,0,0,0,"1-1,3-1,4-1",全境封锁：普通6-2,普通6-2首次全占领，获得该关卡银章。,,0
medal4-0-6-3,1,212,210,210,210,210,70,0,0,0,"1-1,3-1,4-1",全境封锁：普通6-3,普通6-3首次全占领，获得该关卡银章。,,0
medal4-0-6-4,1,213,210,210,210,210,70,0,0,0,"1-1,3-1,4-1",全境封锁：普通6-4,普通6-4首次全占领，获得该关卡银章。,,0
medal4-0-6-5,1,214,210,210,210,210,70,0,0,0,"1-1,3-1,4-1",全境封锁：普通6-5,普通6-5首次全占领，获得该关卡银章。,,0
medal4-0-6-6,1,215,210,210,210,210,70,0,0,0,"1-1,3-1,4-1",全境封锁：普通6-6,普通6-6首次全占领，获得该关卡银章。,,0
medal4-1-6-1,1,216,240,240,240,240,80,0,0,0,"1-1,3-1,4-1",全境封锁：紧急6-1,紧急6-1首次全占领，获得该关卡银章。,,0
medal4-1-6-2,1,217,240,240,240,240,80,0,0,0,"1-1,3-1,4-1",全境封锁：紧急6-2,紧急6-2首次全占领，获得该关卡银章。,,0
medal4-1-6-3,1,218,240,240,240,240,80,0,0,0,"1-1,3-1,4-1",全境封锁：紧急6-3,紧急6-3首次全占领，获得该关卡银章。,,0
medal4-1-6-4,1,219,240,240,240,240,80,0,0,0,"1-1,3-1,4-1",全境封锁：紧急6-4,紧急6-4首次全占领，获得该关卡银章。,,0
bestrank5-0-6-1,1,220,240,240,240,240,80,1,10,0,"3-1,4-1",完美胜利：普通6-1,首次以S评价通过普通6-1，获得该关卡金章。,,0
bestrank5-0-6-2,1,221,240,240,240,240,80,1,10,0,"3-1,4-1",完美胜利：普通6-2,首次以S评价通过普通6-2，获得该关卡金章。,,0
bestrank5-0-6-3,1,222,240,240,240,240,80,1,10,0,"3-1,4-1",完美胜利：普通6-3,首次以S评价通过普通6-3，获得该关卡金章。,,0
bestrank5-0-6-4,1,223,240,240,240,240,80,1,10,0,"3-1,4-1",完美胜利：普通6-4,首次以S评价通过普通6-4，获得该关卡金章。,,0
bestrank5-0-6-5,1,224,240,240,240,240,80,1,10,0,"3-1,4-1",完美胜利：普通6-5,首次以S评价通过普通6-5，获得该关卡金章。,,0
bestrank5-0-6-6,1,225,240,240,240,240,80,1,10,0,"3-1,4-1",完美胜利：普通6-6,首次以S评价通过普通6-6，获得该关卡金章。,,0
bestrank5-1-6-1,1,226,270,270,270,270,90,2,30,0,"3-1,4-1",完美胜利：紧急6-1,首次以S评价通过紧急6-1，获得该关卡金章。,,0
bestrank5-1-6-2,1,227,270,270,270,270,90,2,30,0,"3-1,4-1",完美胜利：紧急6-2,首次以S评价通过紧急6-2，获得该关卡金章。,,0
bestrank5-1-6-3,1,228,270,270,270,270,90,2,30,0,"3-1,4-1",完美胜利：紧急6-3,首次以S评价通过紧急6-3，获得该关卡金章。,,0
bestrank5-1-6-4,1,229,270,270,270,270,90,2,30,0,"3-1,4-1",完美胜利：紧急6-4,首次以S评价通过紧急6-4，获得该关卡金章。,,0
medal1-3-4-1,1,230,150,150,150,150,50,0,0,0,,完成行动：夜战4-1,首次通过夜战4-1。,,0
medal1-3-4-2,1,231,150,150,150,150,50,0,0,0,,完成行动：夜战4-2,首次通过夜战4-2。,,0
medal1-3-4-3,1,232,150,150,150,150,50,0,0,0,,完成行动：夜战4-3,首次通过夜战4-3。,,0
medal1-3-4-4,1,233,150,150,150,150,50,0,0,0,,完成行动：夜战4-4,首次通过夜战4-4。,,0
medal1-0-7-1,1,234,210,210,210,210,70,0,0,0,,完成行动：普通7-1,首次通过普通7-1，获得该关卡铜章。,,0
medal1-0-7-2,1,235,210,210,210,210,70,0,0,0,,完成行动：普通7-2,首次通过普通7-2，获得该关卡铜章。,,0
medal1-0-7-3,1,236,210,210,210,210,70,0,0,0,,完成行动：普通7-3,首次通过普通7-3，获得该关卡铜章。,,0
medal1-0-7-4,1,237,210,210,210,210,70,0,0,0,,完成行动：普通7-4,首次通过普通7-4，获得该关卡铜章。,,0
medal1-0-7-5,1,238,210,210,210,210,70,0,0,0,,完成行动：普通7-5,首次通过普通7-5，获得该关卡铜章。,,0
medal1-0-7-6,1,239,210,210,210,210,70,0,0,143-90-5-1-1,,完成行动：普通7-6,首次通过普通7-6，获得该关卡铜章。,,0
medal1-1-7-1,1,240,240,240,240,240,80,0,0,0,,完成行动：紧急7-1,首次通过紧急7-1，获得该关卡铜章。,,0
medal1-1-7-2,1,241,240,240,240,240,80,0,0,0,,完成行动：紧急7-2,首次通过紧急7-2，获得该关卡铜章。,,0
medal1-1-7-3,1,242,240,240,240,240,80,0,0,0,,完成行动：紧急7-3,首次通过紧急7-3，获得该关卡铜章。,,0
medal1-1-7-4,1,243,240,240,240,240,80,0,0,0,,完成行动：紧急7-4,首次通过紧急7-4，获得该关卡铜章。,,0
medal4-0-7-1,1,244,240,240,240,240,80,0,0,0,"1-1,3-1,4-1",全境封锁：普通7-1,普通7-1首次全占领，获得该关卡银章。,,0
medal4-0-7-2,1,245,240,240,240,240,80,0,0,0,"1-1,3-1,4-1",全境封锁：普通7-2,普通7-2首次全占领，获得该关卡银章。,,0
medal4-0-7-3,1,246,240,240,240,240,80,0,0,0,"1-1,3-1,4-1",全境封锁：普通7-3,普通7-3首次全占领，获得该关卡银章。,,0
medal4-0-7-4,1,247,240,240,240,240,80,0,0,0,"1-1,3-1,4-1",全境封锁：普通7-4,普通7-4首次全占领，获得该关卡银章。,,0
medal4-0-7-5,1,248,240,240,240,240,80,0,0,0,"1-1,3-1,4-1",全境封锁：普通7-5,普通7-5首次全占领，获得该关卡银章。,,0
medal4-0-7-6,1,249,240,240,240,240,80,0,0,0,"1-1,3-1,4-1",全境封锁：普通7-6,普通7-6首次全占领，获得该关卡银章。,,0
medal4-1-7-1,1,250,270,270,270,270,90,0,0,0,"1-1,3-1,4-1",全境封锁：紧急7-1,紧急7-1首次全占领，获得该关卡银章。,,0
medal4-1-7-2,1,251,270,270,270,270,90,0,0,0,"1-1,3-1,4-1",全境封锁：紧急7-2,紧急7-2首次全占领，获得该关卡银章。,,0
medal4-1-7-3,1,252,270,270,270,270,90,0,0,0,"1-1,3-1,4-1",全境封锁：紧急7-3,紧急7-3首次全占领，获得该关卡银章。,,0
medal4-1-7-4,1,253,270,270,270,270,90,0,0,0,"1-1,3-1,4-1",全境封锁：紧急7-4,紧急7-4首次全占领，获得该关卡银章。,,0
bestrank5-0-7-1,1,254,270,270,270,270,90,1,10,0,"3-1,4-1",完美胜利：普通7-1,首次以S评价通过普通7-1，获得该关卡金章。,,0
bestrank5-0-7-2,1,255,270,270,270,270,90,1,10,0,"3-1,4-1",完美胜利：普通7-2,首次以S评价通过普通7-2，获得该关卡金章。,,0
bestrank5-0-7-3,1,256,270,270,270,270,90,1,10,0,"3-1,4-1",完美胜利：普通7-3,首次以S评价通过普通7-3，获得该关卡金章。,,0
bestrank5-0-7-4,1,257,270,270,270,270,90,1,10,0,"3-1,4-1",完美胜利：普通7-4,首次以S评价通过普通7-4，获得该关卡金章。,,0
bestrank5-0-7-5,1,258,270,270,270,270,90,1,10,0,"3-1,4-1",完美胜利：普通7-5,首次以S评价通过普通7-5，获得该关卡金章。,,0
bestrank5-0-7-6,1,259,270,270,270,270,90,1,10,0,"3-1,4-1",完美胜利：普通7-6,首次以S评价通过普通7-6，获得该关卡金章。,,0
bestrank5-1-7-1,1,260,300,300,300,300,100,2,30,0,"3-1,4-1",完美胜利：紧急7-1,首次以S评价通过紧急7-1，获得该关卡金章。,,0
bestrank5-1-7-2,1,261,300,300,300,300,100,2,30,0,"3-1,4-1",完美胜利：紧急7-2,首次以S评价通过紧急7-2，获得该关卡金章。,,0
bestrank5-1-7-3,1,262,300,300,300,300,100,2,30,0,"3-1,4-1",完美胜利：紧急7-3,首次以S评价通过紧急7-3，获得该关卡金章。,,0
bestrank5-1-7-4,1,263,300,300,300,300,100,2,30,0,"3-1,4-1",完美胜利：紧急7-4,首次以S评价通过紧急7-4，获得该关卡金章。,,0
medal1-3-5-1,1,264,180,180,180,180,60,0,0,0,,完成行动：夜战5-1,首次通过夜战5-1。,,0
medal1-3-5-2,1,265,180,180,180,180,60,0,0,0,,完成行动：夜战5-2,首次通过夜战5-2。,,0
medal1-3-5-3,1,266,180,180,180,180,60,0,0,0,,完成行动：夜战5-3,首次通过夜战5-3。,,0
medal1-3-5-4,1,267,180,180,180,180,60,0,0,0,,完成行动：夜战5-4,首次通过夜战5-4。,,0
medal1-0-8-1,1,268,240,240,240,240,80,0,0,0,,完成行动：普通8-1,首次通过普通8-1，获得该关卡铜章。,,0
medal1-0-8-2,1,269,240,240,240,240,80,0,0,0,,完成行动：普通8-2,首次通过普通8-2，获得该关卡铜章。,,0
medal1-0-8-3,1,270,240,240,240,240,80,0,0,0,,完成行动：普通8-3,首次通过普通8-3，获得该关卡铜章。,,0
medal1-0-8-4,1,271,240,240,240,240,80,0,0,0,,完成行动：普通8-4,首次通过普通8-4，获得该关卡铜章。,,0
medal1-0-8-5,1,272,240,240,240,240,80,0,0,0,,完成行动：普通8-5,首次通过普通8-5，获得该关卡铜章。,,0
medal1-0-8-6,1,273,240,240,240,240,80,0,0,0,,完成行动：普通8-6,首次通过普通8-6，获得该关卡铜章。,,0
medal1-1-8-1,1,274,270,270,270,270,90,0,0,0,,完成行动：紧急8-1,首次通过紧急8-1，获得该关卡铜章。,,0
medal1-1-8-2,1,275,270,270,270,270,90,0,0,0,,完成行动：紧急8-2,首次通过紧急8-2，获得该关卡铜章。,,0
medal1-1-8-3,1,276,270,270,270,270,90,0,0,0,,完成行动：紧急8-3,首次通过紧急8-3，获得该关卡铜章。,,0
medal1-1-8-4,1,277,270,270,270,270,90,0,0,0,,完成行动：紧急8-4,首次通过紧急8-4，获得该关卡铜章。,,0
medal4-0-8-1,1,278,270,270,270,270,90,0,0,0,"1-1,3-1,4-1",全境封锁：普通8-1,普通8-1首次全占领，获得该关卡银章。,,0
medal4-0-8-2,1,279,270,270,270,270,90,0,0,0,"1-1,3-1,4-1",全境封锁：普通8-2,普通8-2首次全占领，获得该关卡银章。,,0
medal4-0-8-3,1,280,270,270,270,270,90,0,0,0,"1-1,3-1,4-1",全境封锁：普通8-3,普通8-3首次全占领，获得该关卡银章。,,0
medal4-0-8-4,1,281,270,270,270,270,90,0,0,0,"1-1,3-1,4-1",全境封锁：普通8-4,普通8-4首次全占领，获得该关卡银章。,,0
medal4-0-8-5,1,282,270,270,270,270,90,0,0,0,"1-1,3-1,4-1",全境封锁：普通8-5,普通8-5首次全占领，获得该关卡银章。,,0
medal4-0-8-6,1,283,270,270,270,270,90,0,0,0,"1-1,3-1,4-1",全境封锁：普通8-6,普通8-6首次全占领，获得该关卡银章。,,0
medal4-1-8-1,1,284,300,300,300,300,100,0,0,0,"1-1,3-1,4-1",全境封锁：紧急8-1,紧急8-1首次全占领，获得该关卡银章。,,0
medal4-1-8-2,1,285,300,300,300,300,100,0,0,0,"1-1,3-1,4-1",全境封锁：紧急8-2,紧急8-2首次全占领，获得该关卡银章。,,0
medal4-1-8-3,1,286,300,300,300,300,100,0,0,0,"1-1,3-1,4-1",全境封锁：紧急8-3,紧急8-3首次全占领，获得该关卡银章。,,0
medal4-1-8-4,1,287,300,300,300,300,100,0,0,0,"1-1,3-1,4-1",全境封锁：紧急8-4,紧急8-4首次全占领，获得该关卡银章。,,0
bestrank5-0-8-1,1,288,300,300,300,300,100,1,10,0,"3-1,4-1",完美胜利：普通8-1,首次以S评价通过普通8-1，获得该关卡金章。,,0
bestrank5-0-8-2,1,289,300,300,300,300,100,1,10,0,"3-1,4-1",完美胜利：普通8-2,首次以S评价通过普通8-2，获得该关卡金章。,,0
bestrank5-0-8-3,1,290,300,300,300,300,100,1,10,0,"3-1,4-1",完美胜利：普通8-3,首次以S评价通过普通8-3，获得该关卡金章。,,0
bestrank5-0-8-4,1,291,300,300,300,300,100,1,10,0,"3-1,4-1",完美胜利：普通8-4,首次以S评价通过普通8-4，获得该关卡金章。,,0
bestrank5-0-8-5,1,292,300,300,300,300,100,1,10,0,"3-1,4-1",完美胜利：普通8-5,首次以S评价通过普通8-5，获得该关卡金章。,,0
bestrank5-0-8-6,1,293,300,300,300,300,100,1,10,0,"3-1,4-1",完美胜利：普通8-6,首次以S评价通过普通8-6，获得该关卡金章。,,0
bestrank5-1-8-1,1,294,330,330,330,330,110,2,30,0,"3-1,4-1",完美胜利：紧急8-1,首次以S评价通过紧急8-1，获得该关卡金章。,,0
bestrank5-1-8-2,1,295,330,330,330,330,110,2,30,0,"3-1,4-1",完美胜利：紧急8-2,首次以S评价通过紧急8-2，获得该关卡金章。,,0
bestrank5-1-8-3,1,296,330,330,330,330,110,2,30,0,"3-1,4-1",完美胜利：紧急8-3,首次以S评价通过紧急8-3，获得该关卡金章。,,0
bestrank5-1-8-4,1,297,330,330,330,330,110,2,30,0,"3-1,4-1",完美胜利：紧急8-4,首次以S评价通过紧急8-4，获得该关卡金章。,,0
medal1-3-6-1,1,298,210,210,210,210,70,0,0,0,,完成行动：夜战6-1,首次通过夜战6-1。,,0
medal1-3-6-2,1,299,210,210,210,210,70,0,0,0,,完成行动：夜战6-2,首次通过夜战6-2。,,0
medal1-3-6-3,1,300,210,210,210,210,70,0,0,0,,完成行动：夜战6-3,首次通过夜战6-3。,,0
medal1-3-6-4,1,301,210,210,210,210,70,0,0,0,,完成行动：夜战6-4,首次通过夜战6-4。,,0
medal1-0-9-1,1,302,270,270,270,270,90,0,0,0,,完成行动：普通9-1,首次通过普通9-1，获得该关卡铜章。,,0
medal1-0-9-2,1,303,270,270,270,270,90,0,0,0,,完成行动：普通9-2,首次通过普通9-2，获得该关卡铜章。,,0
medal1-0-9-3,1,304,270,270,270,270,90,0,0,0,,完成行动：普通9-3,首次通过普通9-3，获得该关卡铜章。,,0
medal1-0-9-4,1,305,270,270,270,270,90,0,0,0,,完成行动：普通9-4,首次通过普通9-4，获得该关卡铜章。,,0
medal1-0-9-5,1,306,270,270,270,270,90,0,0,0,,完成行动：普通9-5,首次通过普通9-5，获得该关卡铜章。,,0
medal1-0-9-6,1,307,270,270,270,270,90,0,0,0,,完成行动：普通9-6,首次通过普通9-6，获得该关卡铜章。,,0
medal1-1-9-1,1,308,300,300,300,300,100,0,0,0,,完成行动：紧急9-1,首次通过紧急9-1，获得该关卡铜章。,,0
medal1-1-9-2,1,309,300,300,300,300,100,0,0,0,,完成行动：紧急9-2,首次通过紧急9-2，获得该关卡铜章。,,0
medal1-1-9-3,1,310,300,300,300,300,100,0,0,0,,完成行动：紧急9-3,首次通过紧急9-3，获得该关卡铜章。,,0
medal1-1-9-4,1,311,300,300,300,300,100,0,0,0,,完成行动：紧急9-4,首次通过紧急9-4，获得该关卡铜章。,,0
medal4-0-9-1,1,312,300,300,300,300,100,0,0,0,"1-1,3-1,4-1",全境封锁：普通9-1,普通9-1首次全占领，获得该关卡银章。,,0
medal4-0-9-2,1,313,300,300,300,300,100,0,0,0,"1-1,3-1,4-1",全境封锁：普通9-2,普通9-2首次全占领，获得该关卡银章。,,0
medal4-0-9-3,1,314,300,300,300,300,100,0,0,0,"1-1,3-1,4-1",全境封锁：普通9-3,普通9-3首次全占领，获得该关卡银章。,,0
medal4-0-9-4,1,315,300,300,300,300,100,0,0,0,"1-1,3-1,4-1",全境封锁：普通9-4,普通9-4首次全占领，获得该关卡银章。,,0
medal4-0-9-5,1,316,300,300,300,300,100,0,0,0,"1-1,3-1,4-1",全境封锁：普通9-5,普通9-5首次全占领，获得该关卡银章。,,0
medal4-0-9-6,1,317,300,300,300,300,100,0,0,0,"1-1,3-1,4-1",全境封锁：普通9-6,普通9-6首次全占领，获得该关卡银章。,,0
medal4-1-9-1,1,318,330,330,330,330,110,0,0,0,"1-1,3-1,4-1",全境封锁：紧急9-1,紧急9-1首次全占领，获得该关卡银章。,,0
medal4-1-9-2,1,319,330,330,330,330,110,0,0,0,"1-1,3-1,4-1",全境封锁：紧急9-2,紧急9-2首次全占领，获得该关卡银章。,,0
medal4-1-9-3,1,320,330,330,330,330,110,0,0,0,"1-1,3-1,4-1",飓风营救：紧急9-3,成功救援2个人形。,,0
medal4-1-9-4,1,321,330,330,330,330,110,0,0,0,"1-1,3-1,4-1",飓风营救：紧急9-4,成功救援3个人形。,,0
bestrank5-0-9-1,1,322,330,330,330,330,110,1,10,0,"3-1,4-1",完美胜利：普通9-1,首次以S评价通过普通9-1，获得该关卡金章。,,0
bestrank5-0-9-2,1,323,330,330,330,330,110,1,10,0,"3-1,4-1",完美胜利：普通9-2,首次以S评价通过普通9-2，获得该关卡金章。,,0
bestrank5-0-9-3,1,324,330,330,330,330,110,1,10,0,"3-1,4-1",完美胜利：普通9-3,首次以S评价通过普通9-3，获得该关卡金章。,,0
bestrank5-0-9-4,1,325,330,330,330,330,110,1,10,0,"3-1,4-1",完美胜利：普通9-4,首次以S评价通过普通9-4，获得该关卡金章。,,0
bestrank5-0-9-5,1,326,330,330,330,330,110,1,10,0,"3-1,4-1",完美胜利：普通9-5,首次以S评价通过普通9-5，获得该关卡金章。,,0
bestrank5-0-9-6,1,327,330,330,330,330,110,1,10,0,"3-1,4-1",完美胜利：普通9-6,首次以S评价通过普通9-6，获得该关卡金章。,,0
bestrank5-1-9-1,1,328,360,360,360,360,120,2,30,0,"3-1,4-1",完美胜利：紧急9-1,首次以S评价通过紧急9-1，获得该关卡金章。,,0
bestrank5-1-9-2,1,329,360,360,360,360,120,2,30,0,"3-1,4-1",完美胜利：紧急9-2,首次以S评价通过紧急9-2，获得该关卡金章。,,0
bestrank5-1-9-3,1,330,360,360,360,360,120,2,30,0,"3-1,4-1",完美胜利：紧急9-3,首次以S评价通过紧急9-3，获得该关卡金章。,,0
bestrank5-1-9-4,1,331,360,360,360,360,120,2,30,0,"3-1,4-1",完美胜利：紧急9-4,首次以S评价通过紧急9-4，获得该关卡金章。,,0
medal1-0-10-1,1,332,300,300,300,300,100,0,0,0,,完成行动：普通10-1,首次通过普通10-1，获得该关卡铜章。,,0
medal1-0-10-2,1,333,300,300,300,300,100,0,0,0,,完成行动：普通10-2,首次通过普通10-2，获得该关卡铜章。,,0
medal1-0-10-3,1,334,300,300,300,300,100,0,0,0,,完成行动：普通10-3,首次通过普通10-3，获得该关卡铜章。,,0
medal1-0-10-4,1,335,300,300,300,300,100,0,0,0,,完成行动：普通10-4,首次通过普通10-4，获得该关卡铜章。,,0
medal1-0-10-5,1,336,300,300,300,300,100,0,0,0,,完成行动：普通10-5,首次通过普通10-5，获得该关卡铜章。,,0
medal1-0-10-6,1,337,300,300,300,300,100,0,0,0,,完成行动：普通10-6,首次通过普通10-6，获得该关卡铜章。,,0
medal1-1-10-1,1,338,330,330,330,330,110,0,0,0,,完成行动：紧急10-1,首次通过紧急10-1，获得该关卡铜章。,,0
medal1-1-10-2,1,339,330,330,330,330,110,0,0,0,,完成行动：紧急10-2,首次通过紧急10-2，获得该关卡铜章。,,0
medal1-1-10-3,1,340,330,330,330,330,110,0,0,0,,完成行动：紧急10-3,首次通过紧急10-3，获得该关卡铜章。,,0
medal1-1-10-4,1,341,330,330,330,330,110,0,0,0,,完成行动：紧急10-4,首次通过紧急10-4，获得该关卡铜章。,,0
medal4-0-10-1,1,342,330,330,330,330,110,0,0,0,"1-1,3-1,4-1",全境封锁：普通10-1,普通10-1首次全占领，获得该关卡银章。,,0
medal4-0-10-2,1,343,330,330,330,330,110,0,0,0,"1-1,3-1,4-1",全境封锁：普通10-2,普通10-2首次全占领，获得该关卡银章。,,0
medal4-0-10-3,1,344,330,330,330,330,110,0,0,0,"1-1,3-1,4-1",全境封锁：普通10-3,普通10-3首次全占领，获得该关卡银章。,,0
medal4-0-10-4,1,345,330,330,330,330,110,0,0,0,"1-1,3-1,4-1",全境封锁：普通10-4,普通10-4首次全占领，获得该关卡银章。,,0
medal4-0-10-5,1,346,330,330,330,330,110,0,0,0,"1-1,3-1,4-1",全境封锁：普通10-5,普通10-5首次全占领，获得该关卡银章。,,0
medal4-0-10-6,1,347,330,330,330,330,110,0,0,0,"1-1,3-1,4-1",飓风营救：普通10-6,成功救援2个人形。,,0
medal4-1-10-1,1,348,360,360,360,360,120,0,0,0,"1-1,3-1,4-1",全境封锁：紧急10-1,紧急10-1首次全占领，获得该关卡银章。,,0
medal4-1-10-2,1,349,360,360,360,360,120,0,0,0,"1-1,3-1,4-1",飓风营救：紧急10-2,成功救援6个人形。,,0
medal4-1-10-3,1,350,360,360,360,360,120,0,0,0,"1-1,3-1,4-1",全境封锁：紧急10-3,紧急10-3首次全占领，获得该关卡银章。,,0
medal4-1-10-4,1,351,360,360,360,360,120,0,0,0,"1-1,3-1,4-1",全境封锁：紧急10-4,紧急10-4首次全占领，获得该关卡银章。,,0
bestrank5-0-10-1,1,352,360,360,360,360,120,1,10,0,"3-1,4-1",完美胜利：普通10-1,首次以S评价通过普通10-1，获得该关卡金章。,,0
bestrank5-0-10-2,1,353,360,360,360,360,120,1,10,0,"3-1,4-1",完美胜利：普通10-2,首次以S评价通过普通10-2，获得该关卡金章。,,0
bestrank5-0-10-3,1,354,360,360,360,360,120,1,10,0,"3-1,4-1",完美胜利：普通10-3,首次以S评价通过普通10-3，获得该关卡金章。,,0
bestrank5-0-10-4,1,355,360,360,360,360,120,1,10,0,"3-1,4-1",完美胜利：普通10-4,首次以S评价通过普通10-4，获得该关卡金章。,,0
bestrank5-0-10-5,1,356,360,360,360,360,120,1,10,0,"3-1,4-1",完美胜利：普通10-5,首次以S评价通过普通10-5，获得该关卡金章。,,0
bestrank5-0-10-6,1,357,360,360,360,360,120,1,10,0,"3-1,4-1",完美胜利：普通10-6,首次以S评价通过普通10-6，获得该关卡金章。,,0
bestrank5-1-10-1,1,358,390,390,390,390,130,2,30,0,"3-1,4-1",完美胜利：紧急10-1,首次以S评价通过紧急10-1，获得该关卡金章。,,0
bestrank5-1-10-2,1,359,390,390,390,390,130,2,30,0,"3-1,4-1",完美胜利：紧急10-2,首次以S评价通过紧急10-2，获得该关卡金章。,,0
bestrank5-1-10-3,1,360,390,390,390,390,130,2,30,0,"3-1,4-1",完美胜利：紧急10-3,首次以S评价通过紧急10-3，获得该关卡金章。,,0
bestrank5-1-10-4,1,361,390,390,390,390,130,2,30,0,"3-1,4-1",完美胜利：紧急10-4,首次以S评价通过紧急10-4，获得该关卡金章。,,0
medal1-3-7-1,1,362,270,270,270,270,90,0,0,0,,完成行动：夜战7-1,首次通过夜战7-1。,,0
medal1-3-7-2,1,363,270,270,270,270,90,0,0,0,,完成行动：夜战7-2,首次通过夜战7-2。,,0
medal1-3-7-3,1,364,270,270,270,270,90,0,0,0,,完成行动：夜战7-3,首次通过夜战7-3。,,0
medal1-3-7-4,1,365,270,270,270,270,90,0,0,0,,完成行动：夜战7-4,首次通过夜战7-4。,,0
medal1-3-8-1,1,366,300,300,300,300,100,0,0,0,,完成行动：夜战8-1,首次通过夜战8-1。,,0
medal1-3-8-2,1,367,300,300,300,300,100,0,0,0,,完成行动：夜战8-2,首次通过夜战8-2。,,0
medal1-3-8-3,1,368,300,300,300,300,100,0,0,0,,完成行动：夜战8-3,首次通过夜战8-3。,,0
medal1-3-8-4,1,369,300,300,300,300,100,0,0,0,,完成行动：夜战8-4,首次通过夜战8-4。,,0
medal1-0-11-1,1,370,330,330,330,330,110,0,0,0,,完成行动：普通11-1,首次通过普通11-1，获得该关卡铜章。,,0
medal1-0-11-2,1,371,330,330,330,330,110,0,0,0,,完成行动：普通11-2,首次通过普通11-2，获得该关卡铜章。,,0
medal1-0-11-3,1,372,330,330,330,330,110,0,0,0,,完成行动：普通11-3,首次通过普通11-3，获得该关卡铜章。,,0
medal1-0-11-4,1,373,330,330,330,330,110,0,0,0,,完成行动：普通11-4,首次通过普通11-4，获得该关卡铜章。,,0
medal1-0-11-5,1,374,330,330,330,330,110,0,0,0,,完成行动：普通11-5,首次通过普通11-5，获得该关卡铜章。,,0
medal1-0-11-6,1,375,330,330,330,330,110,0,0,0,,完成行动：普通11-6,首次通过普通11-6，获得该关卡铜章。,,0
medal1-1-11-1,1,376,360,360,360,360,120,0,0,0,,完成行动：紧急11-1,首次通过紧急11-1，获得该关卡铜章。,,0
medal1-1-11-2,1,377,360,360,360,360,120,0,0,0,,完成行动：紧急11-2,首次通过紧急11-2，获得该关卡铜章。,,0
