id,name,code,start_type,start_offset,destination_type,destination_offset,decision_offset,is_form_offset,is_form_offset_start,is_tracing,is_clone,random_number,random_offset,route_type,route_hight,speed,easing_type,spin_velocity,rotate,exist_duration,effect_type,effect_area,effect_param_1,effect_param_2,hurt_id,hurt_cd,buff_id,buff_type,buff_cd,is_single_hurt,is_form_play,creation_type,scale,trigger_creation_id,trigger_creation_delay,sound_order,sound_delay,summoner_order,summoner_delay,is_die_delete,edge_indicator
1324,杰里科影响格3,,3,"1.75,0,4.2",3,"1.75,0,4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,3,0,0,"101:1,1201:1",0,"0,0",0,1,0,"2,0.1,3",,,,,,,0,0
1334,杰里科开场影响格4,,3,"-3.05,0,4.2",3,"-3.05,0,4.2",0,0,0,1,0,0,0,0,0,0,0,0,0,9999,1,2,2,3,0,0,878,0,30,0,1,0,"2,0.1,3",,,,,,,0,0
1335,杰里科影响格4,,3,"-3.05,0,4.2",3,"-3.05,0,4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,3,0,0,"101:1,1201:1",0,"0,0",0,1,0,"2,0.1,3",,,,,,,0,0
1336,p90 9mm弹壳,shell/p90 9mm,1,-0.3,1,-0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,"0.3,0.3",,,,0,,,0,0
1337,穿透射击测试,testcube,1,0,5,0,0,1,1,0,0,0,0,1,0,5000,0,0,0,0,2,2,10,*101,1,0,0,0,0,0,1,0,"10,0.1,0.5",,,BT_pistol,0,,,0,0
1338,完美换弹头顶,Y_touding,hip,"0.1,1.5",hip,"0.1,1.5",0,1,1,1,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,1,2,"0.8,0.8",,,,,,,1,0
1339,x95伤害,bullet/bullet2,1,0,5,0,0,1,1,0,0,0,0,1,0,5000,0,0,0,0,0,1,0,0,424,0,0,0,0,0,1,0,"0.35,0.35,1",,,"BT_uzi,BT_uzi,BT_uzi，BT_uzi","0,2,4,6",,,0,0
1340,p22技能1,,8,-1.5,8,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,2,14,0,0,"131:1,1222:1",0,"0,0",0,1,0,"1.5,0.1,14",,,,0,,,0,0
1341,p22技能2,,8,-3.9,8,-3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,2,14,0,0,"110:1,114:1,1202:1,1203:1",0,"0,0,0,0",0,1,0,"1.5,0.1,14",,,,0,,,0,0
1342,p22技能3,,8,-6.3,8,-6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,2,14,0,0,"101:1,1201:1",0,"0,0",0,1,0,"1.5,0.1,14",,,,0,,,0,0
1343,ksvk狙击子弹尾迹,SniperSkillBullet,1,0,5,0,0,0,0,0,0,0,0,4,0,3800,0,0,"0,90,0",30,0,1,0,0,3,0,0,0,0,0,1,0,1,"93,134401","-1,-1",BT_rifle_skill,0,,,0,0
1344,ksvk穿透效果,,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,2,0,425,0,"1334:1,1335:1",0,"0,0",0,1,0,"1.5,0.1,1.5",,,,,,,0,0
1345,qte投掷物测试,M16_Normal/M16_N_Grenade,7,"0,1",7,-7,6,0,0,0,0,0,0,2,500,800,0,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15","1346,25","-1,-1",,0,,,1,0
1346,qte投掷物结算范围,XDZY/XDZY_TY2,7,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,2,1,10,0,3,0,0,0,0,0,1,0,1,,,BT_grenade_explode,0,,,0,0
1347,qte点击,,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,40,20,0,0,895,0,0,0,1,0,"20,0.1,20",,,,,,,1,0
1348,qte投掷物瞄准,sniperfairy/juji_yaojing 1 2,7,"0,1",7,-7,6,0,0,0,0,0,0,2,500,800,0,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,,,0,,,1,0
1349,qte召唤物教学1-1,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,713,0,1,0
1350,qte随机位置,,8,"5,1,-1.7",8,"5,1,-1.7",0,0,0,0,0,1,"0,0,2.7;0,0,0;0,0,-2.7",0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,0,0
1351,M4改造枪口火花,MKII_M4A1/MKII_M4A1_Fire,1,-0.1,1,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,"2,2",,,BT_explosion,0,,,0,0
1352,qte中心位置,,8,"4,0,-1.7",8,"4,0,-1.7",0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,1,"1345,1348","-1,-1",,,,,0,0
1353,qte随机2个,,8,"4,0,-1.7",8,"4,0,-1.7",0,0,0,0,0,2,"0,0,2.7;0,0,0;0,0,-2.7",0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,1,"1345,1348","-1,-1",,,,,0,0
1354,qte投掷物测试1,M16_Normal/M16_N_Grenade,8,"5,1,-1.7",8,"-0.5,3.5,-1.7",5.5,0,0,0,0,0,0,2,230,450,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1361,-1,,,,,1,0
1355,qte投掷物测试瞄准,sniperfairy/juji_yaojing 1 2,8,"5,1,-1.7",8,"-0.5,3.5,-1.7",5.5,0,0,0,0,0,0,2,230,450,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1356,qte烟花1,爆炸,8,"-0.5,3,-1.7",8,"-0.5,3,-1.7",0,0,0,1,0,1,"0,0,0;-1,-0.5,-2;1,-0.5,2;-0.5,0.5,-2;0.5,0.5,2",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,2,1,,,BT_grenade_explode,0,,,1,0
1357,qte指示1-1,Y_BOSS_UI,8,"-3.75,-0.25,-6.3",8,"-3.75,-0.25,-6.3",0,0,0,1,0,0,0,0,0,0,0,0,"30,0,0",30,0,0,0,0,0,0,0,0,0,0,1,2,"0.8,0.7",,,,0,,,1,0
1358,qte指示1-2,,8,"-3.62,0.1,-6",8,"-3.62,0.1,-6",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,"0.8,0.8",,,,0,,,1,0
1359,qte背景,DJMAX/DJMAX_Black,8,"0,-0.5,-6",8,"0,-0.5,-6",0,0,0,0,0,0,0,0,0,0,0,0,"20,0,0",30,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,1,0
1360,qte烟花buff,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,2,40,20,0,0,1303,0,0,0,1,0,"40,0.1,20",,,,,,,1,0
1361,qte投掷物失败,M16_Normal/M16_N_Grenade,7,0,7,"-2,-3",2,0,0,0,0,0,0,2,50,1000,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1346,-1,,,,,1,0
1362,qte召唤物教学2,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,714,0,1,0
1363,qte指示2-1,Y_BOSS_UI,8,"-1.9,-0.25,-6.3",8,"-1.9,-0.25,-6.3",0,0,0,1,0,0,0,0,0,0,0,0,"25,0,0",30,0,0,0,0,0,0,0,0,0,0,1,2,"0.8,0.7",,,,0,,,1,0
1364,qte指示2-2,,8,"-1.72,0.1,-6",8,"-1.72,0.1,-6",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,"0.8,0.8",,,,0,,,1,0
1365,qte召唤物常速随机,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,715,0,1,0
1366,qte常速投掷物1,M16_Normal/M16_N_Grenade,8,"5,1,-1.7",8,"-0.5,3,-1.7",5,0,0,0,0,0,0,2,230,450,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1417,-1,,,,,1,0
1367,qte常速投掷物测试瞄准,sniperfairy/juji_yaojing 1 2,8,"5,1,-1.7",8,"-0.5,3,-1.7",5,0,0,0,0,0,0,2,230,450,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1368,qte召唤物常二连,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,716,0,1,0
1369,qte常二连投掷物,M16_Normal/M16_N_Grenade,8,"5,1,-1.7",8,"-0.5,3",5,0,0,0,0,0,0,2,230,850,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1361,-1,,,,,1,0
1370,qte常二连投掷物瞄准,sniperfairy/juji_yaojing 1 2,8,"5,1,-1.7",8,"-0.5,3",5,0,0,0,0,0,0,2,230,850,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1371,qte召唤物常三连,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,717,0,1,0
1372,qte常三连投掷物,M16_Normal/M16_N_Grenade,8,"5,1,-1.7",8,"-0.5,3",5,0,0,0,0,0,0,2,230,1000,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1361,-1,,,,,1,0
1373,qte常三连投掷物瞄准,sniperfairy/juji_yaojing 1 2,8,"5,1,-1.7",8,"-0.5,3",5,0,0,0,0,0,0,2,230,1000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1374,qte指示3-1,Y_BOSS_UI,8,"0,-0.25,-6.3",8,"0,-0.25,-6.3",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,2,"0.8,0.75",,,,0,,,1,0
1375,qte指示3-2,,8,"0.3,0.1,-6",8,"0.3,0.1,-6",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,"0.8,0.8",,,,0,,,1,0
1376,qte指示4-1,Y_BOSS_UI,8,"1.9,-0.2,-6.3",8,"1.9,-0.2,-6.3",0,0,0,1,0,0,0,0,0,0,0,0,"50,0,0",30,0,0,0,0,0,0,0,0,0,0,1,2,"0.8,0.8",,,,0,,,1,0
1377,qte指示4-2,,8,"2.33,0,-6",8,"2.33,0,-6",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,"0.8,0.8",,,,0,,,1,0
1378,qte召唤物教学1-2,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,718,0,1,0
1379,qte召唤物教学1-3,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,719,0,1,0
1380,qte召唤物教学2-2,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,720,0,1,0
1381,qte4连点召唤物1-1,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,721,0,1,0
1382,qte4连点召唤物1-2,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,722,0,1,0
1383,qte4连点召唤物1-3,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,723,0,1,0
1384,qte4连点召唤物1-4,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,724,0,1,0
1385,qte4连点投掷物1-1,M16_Normal/M16_N_Grenade,8,"5,1,-1.7",8,"-1.2,3.7",6.5,0,0,0,0,0,0,2,280,900,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1393,-1,,,,,1,0
1386,qte4连点瞄准1-1,sniperfairy/juji_yaojing 1 2,8,"5,1,-1.7",8,"-1.2,3.7",6.5,0,0,0,0,0,0,2,280,900,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1387,qte4连点投掷物1-2,M16_Normal/M16_N_Grenade,8,"5,1,-1.7",8,"0.2,3.7",5,0,0,0,0,0,0,2,230,680,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1393,-1,,,,,1,0
1388,qte4连点瞄准1-2,sniperfairy/juji_yaojing 1 2,8,"5,1,-1.7",8,"0.2,3.7",5,0,0,0,0,0,0,2,230,680,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1389,qte4连点投掷物1-3,M16_Normal/M16_N_Grenade,8,"5,1,-1.7",8,"-3.5,3",7,0,0,0,0,0,0,2,300,1100,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1361,-1,,,,,1,0
1390,qte4连点瞄准1-3,sniperfairy/juji_yaojing 1 2,8,"5,1,-1.7",8,"-3.5,3",7,0,0,0,0,0,0,2,300,1100,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1391,qte4连点投掷物1-4,M16_Normal/M16_N_Grenade,8,"5,1,-1.7",8,"2.5,3",2.5,0,0,0,0,0,0,2,230,350,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1361,-1,,,,,1,0
1392,qte4连点瞄准1-4,sniperfairy/juji_yaojing 1 2,8,"5,1,-1.7",8,"2.5,3",2.5,0,0,0,0,0,0,2,230,350,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1393,qte投掷物失败,M16_Normal/M16_N_Grenade,7,0,7,"-2,-3.7",2,0,0,0,0,0,0,2,50,1000,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1346,-1,,,,,1,0
1394,qtear15枪口火花,MkII_AR15/MkII_AR15_Shot,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"0,0,20",30,0,0,0,0,0,0,0,0,0,0,1,0,"1.2,1.2",,,BT_explosion,0,,,0,0
1395,qte4连点数字1-1,DJMAX/DJMAX 4,8,"5,1,-1.7",8,"-1.2,3.7",6.5,0,0,0,0,0,0,2,280,900,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1396,qte4连点数字1-2,DJMAX/DJMAX 4,8,"5,1,-1.7",8,"0.2,3.7",5,0,0,0,0,0,0,2,230,680,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1397,qte4连点数字1-3,DJMAX/DJMAX 4,8,"5,1,-1.7",8,"-3.5,3",7,0,0,0,0,0,0,2,300,1100,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1398,qte4连点数字1-4,DJMAX/DJMAX 4,8,"5,1,-1.7",8,"2.5,3",2.5,0,0,0,0,0,0,2,230,350,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1399,qte点击ar15,,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,40,20,0,0,1304,0,0,0,1,0,"20,0.1,20",,,,,,,1,0
1400,qte点击an94,,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,40,20,0,0,1305,0,0,0,1,0,"20,0.1,20",,,,,,,1,0
1401,qte点击ak12,,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,40,20,0,0,1306,0,0,0,1,0,"20,0.1,20",,,,,,,1,0
1402,qte多格伤害召唤物,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,725,0,1,0
1403,qte召唤物常速1-2,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,726,0,1,0
1404,qte召唤物常速1-3,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,727,0,1,0
1405,qte减速召唤物,,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,728,0,1,0
1406,qte常速投掷物1-2,编织者技能榴弹,8,"5,1,2",8,"-2.5,2,2",7,0,0,0,0,0,0,2,120,550,2,200,"20,0,-35",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.7,0.7",1361,-1,,,,,1,0
1407,qte常速投掷物测试瞄准1-2,sniperfairy/juji_yaojing 1 2,8,"5,1,2",8,"-2.5,2,2",7,0,0,0,0,0,0,2,120,550,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1408,qte常速投掷物1-3,烟雾弹,8,"5,1,-1.7",8,"-0.5,3,-1.7",5,0,0,0,0,0,0,2,230,450,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",1361,-1,,,,,1,0
1409,qte常速投掷物测试瞄准1-3,sniperfairy/juji_yaojing 1 2,8,"5,1,-1.7",8,"-0.5,3,-1.7",5,0,0,0,0,0,0,2,230,450,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1410,qte常速投掷物1-4,闪光弹,8,"5,1,-1.7",8,"-0.5,3,-1.7",5,0,0,0,0,0,0,2,230,450,2,9000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1361,-1,,,,,1,0
1411,qte常速投掷物测试瞄准1-4,sniperfairy/juji_yaojing 1 2,8,"5,1,-1.7",8,"-0.5,3,-1.7",5,0,0,0,0,0,0,2,230,450,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15",,-1,,,,,1,0
1412,qte多发导弹1-1,编织者技能榴弹 1,8,"4.8,1.5,-3",8,"5,4,-3.7",3,0,0,0,0,0,0,1,0,510,2,8000,"0,0,180",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55","1414,1415","-1,-1",,,,,1,0
1413,qte多发导弹滞空1-1,编织者技能榴弹,7,0,7,0,0,0,0,0,0,0,0,1,0,0,0,8000,0,10,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",,,,,,,1,0
1414,qte多发导弹1-2,编织者技能榴弹,7,0,7,"-8,-4",7,0,0,0,0,0,0,2,0,400,1,100,"20,0,0",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",1346,-1,,,,,1,0
1415,qte多发导弹瞄准1-2,sniperfairy/juji_yaojing 1 2,7,0,7,"-8,-4",7,0,0,0,0,0,0,2,0,400,1,200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",,,,,,,1,0
1416,qte闪光弹结算范围,M16_Elite/M16_Elite_Shock,7,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,2,1,15,0,0,0,733,0,0,0,1,0,1,,,BT_grenade_explode,0,,,0,0
1417,qte投掷物失败,M16_Normal/M16_N_Grenade,7,0,7,"-2,-3",2,0,0,0,0,0,0,2,50,1000,2,8000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.15,0.15","877,1416","-1,-1",,,,,1,0
1418,qte多发导弹2-1,编织者技能榴弹 1,8,"4.8,1.5,-3",8,"4,4,-1.3",3,0,0,0,0,0,0,2,200,420,2,8000,"0,0,180",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55","1419,1420","-1,-1",,,,,1,0
1419,qte多发导弹2-2,编织者技能榴弹,7,0,7,"-7,-3",7,0,0,0,0,0,0,2,0,390,1,100,"20,0,0",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",1346,-1,,,,,1,0
1420,qte多发导弹瞄准2-2,sniperfairy/juji_yaojing 1 2,7,0,7,"-7,-3",7,0,0,0,0,0,0,2,0,390,1,200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",,,,,,,1,0
1421,qte多发导弹3-1,编织者技能榴弹 1,8,"4.8,1.5,-3",8,"3,4,1.1",3,0,0,0,0,0,0,2,200,390,2,8000,"0,0,180",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55","1422,1423","-1,-1",,,,,1,0
1422,qte多发导弹3-2,编织者技能榴弹,7,0,7,"-6,-3.5",7,0,0,0,0,0,0,2,0,380,1,100,"20,0,0",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",1346,-1,,,,,1,0
1423,qte多发导弹瞄准3-2,sniperfairy/juji_yaojing 1 2,7,0,7,"-6,-3.5",7,0,0,0,0,0,0,2,0,380,1,200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",,,,,,,1,0
1424,qte多发导弹4-1,编织者技能榴弹 1,8,"4.8,1.5,-3",8,"2.5,4,-1.3",3,0,0,0,0,0,0,2,200,350,2,8000,"0,0,180",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55","1425,1426","-1,-1",,,,,1,0
1425,qte多发导弹4-2,编织者技能榴弹,7,0,7,"-6,-4",6,0,0,0,0,0,0,2,0,370,1,100,"20,0,0",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",1346,-1,,,,,1,0
1426,qte多发导弹瞄准4-2,sniperfairy/juji_yaojing 1 2,7,0,7,"-6,-4",6,0,0,0,0,0,0,2,0,370,1,200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",,,,,,,1,0
1427,qte多发导弹5-1,编织者技能榴弹 1,8,"4.8,1.5,-3",8,"1.5,4,-3.7",4.5,0,0,0,0,0,0,2,200,490,2,8000,"0,0,180",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55","1428,1429","-1,-1",,,,,1,0
1428,qte多发导弹5-2,编织者技能榴弹,7,0,7,"-5,-2.3",5,0,0,0,0,0,0,2,0,400,1,100,"20,0,0",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",1346,-1,,,,,1,0
1429,qte多发导弹瞄准5-2,sniperfairy/juji_yaojing 1 2,7,0,7,"-5,-2.3",5,0,0,0,0,0,0,2,0,400,1,200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",,,,,,,1,0
1430,qte多发导弹6-1,编织者技能榴弹 1,8,"4.8,1.5,-3",8,"1,4,-1.3",4.5,0,0,0,0,0,0,2,200,450,2,8000,"0,0,180",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55","1431,1432","-1,-1",,,,,1,0
1431,qte多发导弹6-2,编织者技能榴弹,7,0,7,"-5,-3.3",4,0,0,0,0,0,0,2,0,400,1,100,"20,0,0",0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",1346,-1,,,,,1,0
1432,qte多发导弹瞄准6-2,sniperfairy/juji_yaojing 1 2,7,0,7,"-5,-3.3",4,0,0,0,0,0,0,2,0,400,1,200,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0.55,0.55",,,,,,,1,0
1433,qte多发导弹击中1,18winter_BOSS_hui,8,"-1,2.7,-1.7",8,"-1,2.7,-1.7",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,2,1,,,BT_grenade_explode,0,,,1,0
1434,qte多发导弹击中2,18winter_BOSS_hui,8,"-2.5,3.7,-1.7",8,"-2.5,3.7,-1.7",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,2,1,,,BT_grenade_explode,0,,,1,0
1435,qte多发导弹击中3,18winter_BOSS_hui,8,"-3.5,3.3,-1.7",8,"-3.5,3.3,-1.7",0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,2,1,"1433,1434,1436,1437,1438","3,6,9,12,15",BT_grenade_explode,0,,,1,0
1436,qte多发导弹击中4,18winter_BOSS_hui,8,"0.5,3.7,-1.7",8,"0.5,3.7,-1.7",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,2,1,,,BT_grenade_explode,0,,,1,0
1437,qte多发导弹击中5,18winter_BOSS_hui,8,"2,2.7,-1.7",8,"2,2.7,-1.7",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,2,1,,,BT_grenade_explode,0,,,1,0
1438,qte多发导弹击中6,18winter_BOSS_hui,8,"3.5,3.3,-1.7",8,"3.5,3.3,-1.7",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,2,1,,,BT_grenade_explode,0,,,1,0
1439,qte枪榴弹面片,爆破榴弹,1,0,8,"-0.5,3,-1.7",0,1,1,0,0,0,0,2,120,2400,0,-300,"0,0,20",0,0,0,0,0,0,0,0,0,0,0,1,0,"0.45,0.45",,,,,,,0,0
1440,qteAN94成功buff,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,2,40,20,0,0,1311,0,0,0,1,0,"40,0.1,20",,,,,,,1,0
1441,qte狗子爆炸反馈,爆炸,8,"-0.5,3,-1.7",8,"-0.5,3,-1.7",0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,,,BT_grenade_explode,0,,,1,0
1442,qte激光召唤物,,3,"0,1.15",3,"0,1.15",0,1,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,729,0,1,0
1443,qte激光蓄力,BossCast,3,"-0.4,0.93,0.9",3,"-0.4,0.93,0.9",0,1,1,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,0,0
1444,qte激光短,Y_BOSS_razer 1,3,"-2.1,1.15",3,"-2.1,1.15",0,0,1,1,0,0,0,0,0,0,0,0,0,30,2,2,12,2,0,0,0,0,0,0,1,2,"1,0.85,1",,,,,,,1,0
1445,qte激光长,Y_BOSS_razer,3,"-6.5,1.15",3,"-6.5,1.15",0,0,1,1,0,0,0,0,0,0,0,0,0,30,2,2,12,2,5,0,0,0,0,0,1,2,"1,0.85,1",,,,,,,1,0
1446,铁血M16通用子弹,EnemyBulletRed,1,0,5,0,0,1,1,0,0,0,0,1,0,3500,0,0,0,0,0,1,0,0,426,0,0,0,0,0,1,0,1,,,BT_AK,0,,,0,0
1447,qteRO力场盾判定点,,3,0.6,3,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,1,0,1,"1448,1449,1450","0,115,5",,0,,,1,0
1448,qteRO力场盾展开,Y_RO635  1,3,0.6,3,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,"1,3,1.3",,,,0,,,1,0
