id,equip_id,equip_level,pow,hit,dodge,speed,rate,critical_harm_rate,critical_percent,armor_piercing,armor,shield,damage_amplify,damage_reduction,night_view_percent,bullet_number_up
3113,113,10,0,10000,10000,0,0,0,10000,0,0,0,0,0,0,0
3114,114,10,0,10000,10000,0,0,0,10000,0,0,0,0,0,0,0
3125,125,10,0,0,10000,0,0,0,10000,0,0,0,0,0,0,0
3126,126,10,10000,10000,0,0,10000,0,0,0,0,0,0,0,0,0
3128,128,10,0,0,10000,0,0,0,10000,0,0,0,0,0,0,0
3134,134,10,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
3136,136,10,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,154,10,10000,0,10000,0,0,0,10000,0,0,0,0,0,0,0
3156,156,10,10000,10000,0,0,10000,0,0,0,0,0,0,0,0,0
3157,157,10,10000,10000,0,0,10000,0,0,0,0,0,0,0,0,0
3159,159,10,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0
3160,160,10,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0
3163,163,10,0,0,10000,0,10000,0,10000,0,0,0,0,0,0,0
3164,164,10,0,10000,10000,0,0,0,10000,0,0,0,0,0,0,0
3165,165,10,10000,0,10000,0,10000,0,0,0,0,0,0,0,0,0
3169,169,10,0,0,0,0,0,10000,10000,0,0,0,0,0,0,0
3224,224,10,0,10000,0,0,0,0,10000,0,0,0,0,0,0,0
3234,234,10,10000,0,0,0,10000,10000,0,0,0,0,0,0,0,0
