id,actions,up_rate,min_time,time_weight,move_speed,interact_point,interact_point_offset
77,"107701,107701,107701,107702,107703,107704,3,43508,18,43104,41919,43105,42023,459044,42032,107700,472022,420472,472182,42070,47225","10,10,10,20,40,40,50,100,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,60,10,10,11,9,45,10,10,30,30,10,3,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
78,"107801,107801,107801,107802,107803,107804,3,43508,18,43104,41919,43105,42023,459044,42032,107800,420472,472182,42070,47225","25,25,25,100,12,8,50,100,0,101,102,100,30,30,30,30,30,20,10,10","2,2,2,15,30,30,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
79,"107901,107901,107901,107902,107903,107904,3,43508,18,43104,41919,43105,42023,459044,42032,107900,420472,472182,42070,47225","10,10,10,20,40,40,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,60,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
80,"108001,108001,108001,108002,108003,108004,3,18,43104,41919,43105,42023,459044,42032,108000,420472,472182,42070,47225","12,12,12,30,30,20,20,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
81,"108101,108101,108101,108102,108103,108104,3,43508,18,43104,41919,43105,42023,459044,42032,108100,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
82,"108201,108201,108201,108202,108203,108204,3,18,450102,43104,41919,43105,42023,459044,42032,108200,420472,472182,42070,47225","13,13,13,25,45,30,50,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
84,"108401,108401,108401,108402,108403,108404,3,43508,18,450102,43104,41919,43105,42023,459044,42032,108400,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
85,"108501,108501,108501,108502,108503,108504,3,43508,18,450102,43104,41919,43105,42023,459044,42032,108500,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
86,"108601,108601,108601,108602,108603,108604,3,18,43104,41919,43105,42023,459044,42032,108600,420472,472182,42070,47225","13,13,13,25,45,30,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
87,"108701,108701,108701,108702,108703,108704,3,18,43104,41919,43105,42023,459044,42032,108700,420472,472182,42070,47225","25,25,25,100,12,8,50,0,101,102,100,30,30,30,30,30,20,10,10","2,2,2,15,30,30,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
88,"108801,108801,108801,108802,108803,108804,3,43508,18,43104,41919,43105,42023,459044,42032,108800,472022,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,3,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
89,"108901,108901,108901,108902,108903,108904,3,43508,18,43104,41919,43105,42023,459044,42032,108900,420472,472182,42070,47225","25,25,25,100,12,8,50,100,0,101,102,100,30,30,30,30,30,20,10,10","2,2,2,15,30,30,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
90,"109001,109001,109001,109002,109003,109004,3,43508,18,43104,41919,43105,42023,459044,42032,109000,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
91,"109101,109101,109101,109102,109103,109104,3,43508,18,450102,43104,41919,43105,42023,459044,42032,109100,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
92,"109201,109201,109201,109202,109203,109204,3,43508,18,43104,41919,43105,42023,459044,42032,109200,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
93,"109301,109301,109301,109302,109303,109304,3,43508,18,43104,41919,43105,42023,459044,109305,109306,42032,109300,420472,472182,42070,47225","33,33,33,50,30,20,50,100,0,101,102,100,30,30,99,99,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,5,5,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0",0.0,,
94,"109401,109401,109401,109402,109403,109404,3,18,43104,41919,43105,42023,459044,42032,109400,420472,472182,42070,47225","33,33,33,30,30,20,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
95,"109501,109501,109501,109502,109503,109504,3,43508,18,43104,41919,43105,42023,459044,42032,109500,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
96,"109601,109601,109601,109602,109603,109604,3,43508,18,43104,41919,43105,42023,459044,42032,109600,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
97,"109701,109701,109701,109702,109703,109704,3,43508,18,43104,41919,43105,42023,459044,109705,42032,109700,472013,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,90,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,5,30,10,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0",0.0,,
98,"109801,109801,109801,109802,109803,109804,3,43508,18,450102,43104,41919,43105,42023,459044,42032,109800,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0",0.0,,
99,"109901,109901,109901,109902,109903,109904,3,43508,18,43104,41919,43105,42023,459044,42032,109900,472021,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,3,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
100,"110001,110001,110001,110002,110003,110004,3,43508,18,43104,41919,43105,42023,459044,110005,42032,110000,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,90,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,5,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
101,"110101,110101,110101,110102,110103,110104,3,43508,18,43104,41919,110105,43105,42023,459044,110106,42032,110100,472012,472013,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,100,30,90,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,32,10,10,30,5,30,10,10,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0",0.0,,
102,"110201,110201,110201,110202,110203,110204,3,43508,18,43104,41919,43105,42023,459044,42032,110200,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
103,"110301,110301,110301,110302,110303,110304,110305,3,43508,18,43104,41919,43105,42023,110306,459044,110307,42032,110300,472022,420472,472182,42070,47225","12,12,12,35,60,25,99,50,50,0,101,102,100,30,50,30,90,30,30,30,30,20,10,10","5,5,5,10,30,45,5,10,10,11,9,45,10,10,30,30,5,30,10,3,10,10,5,5","0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0",0.0,,
104,"110401,110401,110401,110402,110403,110404,3,43508,18,43104,41919,43105,42023,459044,42032,110400,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
105,"110501,110501,110501,110502,110503,110504,3,43508,18,450102,43104,41919,43105,42023,459044,42032,110500,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
106,"110601,110601,110601,110602,110603,110604,3,43508,18,43104,41919,43105,42023,4509011,459044,42032,110600,420472,472182,42070,47225","12,12,12,35,60,25,50,100,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
107,"110701,110701,110701,110702,110703,110704,3,43508,18,43104,41919,43105,42023,459044,42032,110700,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
108,"110801,110801,110801,110802,110803,110804,3,43508,18,43104,41919,43105,42023,459044,42032,110800,420472,472182,42070,47225","25,25,25,100,12,8,50,100,0,101,102,100,30,30,30,30,30,20,10,10","2,2,2,15,30,30,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
109,"110901,110901,110901,110902,110903,110904,3,43508,18,43104,41919,43105,42023,459044,42032,110900,472013,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
110,"111001,111001,111001,111002,111003,111004,3,43508,18,43104,41919,43105,42023,459044,42032,111000,420472,472182,42070,47225","25,25,25,100,12,8,50,100,0,101,102,100,30,30,30,30,30,20,10,10","2,2,2,15,30,30,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
111,"111101,111101,111101,111102,111103,111104,3,43508,18,43104,41919,43105,42023,459044,42032,111100,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
112,"111201,111201,111201,111202,111203,111204,3,43508,18,43104,41919,43105,42023,459044,42032,111200,420472,472182,42070,47225","25,25,25,100,40,10,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
113,"111301,111301,111301,111302,111303,111304,3,43508,18,450102,43104,41919,43105,42023,459044,42032,111300,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
114,"111401,111401,111401,111402,111403,111404,3,43508,18,43104,41919,111405,43105,42023,459044,42032,111400,420472,472182,42070,47225","12,12,12,35,60,25,50,100,0,101,102,50,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,27,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
115,"111501,111501,111502,111502,111503,111504,111505,3,43508,18,43104,41919,111506,43105,42023,459044,42032,111500,420472,472182,42070,47225","12,12,12,5,35,60,25,50,100,0,101,102,10,100,30,30,30,30,30,20,10,10","5,5,5,5,10,30,45,10,10,11,9,45,16,10,10,30,30,10,10,10,5,5","0,0,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0",0.0,,
116,"111601,111601,111601,111602,111603,111604,3,43508,18,43104,41919,43105,42023,459044,42032,111600,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
117,"111701,111701,111701,111702,111703,111704,3,43508,18,43104,41919,43105,42023,459044,42032,111700,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
118,"111801,111801,111801,111802,111803,111804,3,43508,18,450102,43104,41919,43105,42023,459044,42032,111800,420472,47215,472182,42070,47225","17,17,17,5,30,30,50,100,0,100,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
119,"111901,111901,111901,111902,111903,111904,3,43508,18,450102,43104,41919,43105,42023,459044,42032,111900,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
120,"102001,102001,102001,102002,102003,102004,3,43508,18,43104,41919,43105,42023,459044,42032,112000,420472,472182,42070,47225","10,10,10,20,40,40,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,60,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
121,"112101,112101,112101,112102,112103,112104,3,43508,18,43104,41919,43105,42023,459044,42032,112100,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
122,"112201,112201,112201,112202,112203,112204,112205,3,43508,42002,18,43104,41919,112206,43105,420232,459044,42032,112200,420472,472182,42070,47225","12,12,12,35,60,25,99,50,50,100,0,101,102,20,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,5,10,10,30,11,9,45,32,10,10,30,30,10,10,10,5,5","0,0,0,0,0,2,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0",0.0,,
123,"112301,112301,112301,112302,112303,112304,3,43508,18,43104,41919,43105,42023,459044,42032,112300,420472,472182,42070,47225","25,25,25,100,12,8,50,100,0,101,102,100,30,30,30,30,30,20,10,10","2,2,2,15,30,30,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
124,"112401,112401,112401,112402,112403,112404,3,43508,18,43104,41919,43105,42023,459044,42032,112400,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
125,"112501,112501,112501,112502,112503,112504,3,43508,18,43104,41919,43105,42023,459044,42032,112500,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
126,"112601,112601,112601,112602,112603,112604,3,43508,18,43104,41919,43105,42023,459044,42032,112600,420472,472182,42070,47225","17,17,17,5,30,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
127,"112701,112701,112701,112702,112703,112704,3,43508,18,43104,41919,43105,42023,459044,42032,112700,420472,472182,42070,47225","25,25,25,100,12,8,50,100,0,101,102,100,30,30,30,30,30,20,10,10","2,2,2,15,30,30,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
128,"112801,112801,112801,112802,112803,112804,3,18,43104,41919,43105,42023,459044,42032,46603,112800,420472,472182,42070,47225","25,25,25,100,40,20,50,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
129,"112901,112901,112901,112902,112903,112904,3,43508,18,43104,41919,112905,43105,42023,459044,112906,42032,112900,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,50,100,30,30,90,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,20,10,10,30,5,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0",0.0,,
130,"113001,113001,113001,113002,113003,113004,3,18,43104,41919,43105,42023,459044,113005,42032,113000,420472,472182,42070,47225","12,12,12,30,30,20,20,0,101,102,100,30,30,90,30,30,30,20,10,10","5,5,5,10,30,20,45,11,9,45,10,10,30,5,30,10,10,10,5,5","0,0,0,0,2,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
131,"113101,113101,113101,113102,113103,113104,3,43508,18,43104,41919,43105,42023,459044,42032,113100,420472,472182,42070,47225","13,13,13,10,40,20,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
132,"113201,113201,113201,113202,113203,113204,3,43508,18,43104,41919,43105,42023,459044,42032,113200,420472,472182,42070,47225","33,33,33,50,30,20,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
133,"113301,113301,113301,113302,113303,113304,3,43508,18,43104,41919,43105,42023,459044,42032,113300,472012,472013,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0",0.0,,
134,"113401,113401,113401,113402,113403,113404,3,43508,18,43104,41919,43105,42023,459044,42032,113400,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
135,"113501,113501,113501,113502,113503,113504,3,43508,18,450102,43104,41919,43105,42023,459044,42032,113500,420472,472182,42070,47225","25,25,25,100,40,10,50,100,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
136,"113601,113601,113601,113602,113603,113604,3,43508,18,450102,43104,41919,43105,42023,459044,42032,113600,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
137,"113701,113701,113701,113702,113703,113704,3,18,450102,43104,41919,43105,42023,459044,42032,113700,420472,472182,42070,47225","12,12,12,30,30,20,20,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
138,"113801,113801,113801,113802,113803,113804,3,43508,18,43104,41919,43105,42023,459044,42032,113800,420472,472182,42070,47225","25,25,25,100,12,8,50,100,0,101,102,100,30,30,30,30,30,20,10,10","2,2,2,15,30,30,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
139,"113901,113901,113901,113902,113903,113904,3,18,450102,43104,41919,43105,42023,459044,42032,113900,420472,472182,42070,47225","12,12,12,30,30,20,20,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,20,45,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,20,0,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
140,"114001,114001,114001,114002,114003,114004,3,43508,18,450102,43104,41919,43105,42023,459044,42032,114000,420472,472182,42070,47225","17,17,17,5,30,30,50,0,100,101,102,103,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
141,"114101,114101,114101,114102,114103,114104,3,18,43104,41919,43105,42023,459044,42032,114100,420472,472182,42070,47225","13,13,13,10,40,20,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
142,"114201,114201,114201,114202,114203,114204,3,43508,18,43104,41919,43105,42023,4509012,459044,42032,114200,472021,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,10,30,30,10,3,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0",0.0,,
143,"114301,114301,114301,114302,114303,114304,3,43508,18,43104,41919,43105,42023,459044,114305,42032,114300,420472,472182,42070,47225","12,12,12,35,60,25,50,100,0,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,10,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
144,"114401,114401,114401,114402,114403,114404,3,43508,18,43104,41919,43105,42023,459044,42032,114400,472013,420472,472182,42070,47225","25,25,25,100,12,8,50,100,0,101,102,100,30,30,30,30,30,30,20,10,10","2,2,2,15,30,30,10,10,11,9,45,10,10,30,30,10,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
145,"114501,114501,114501,114502,114503,114504,3,43508,18,450102,43104,41919,43105,42023,459044,42032,114500,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,100,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0",0.0,,
146,"114601,114601,114601,114602,114603,114604,3,43508,18,43104,41919,43105,42023,459044,42032,114600,420472,472182,42070,47225","12,12,12,12,50,50,50,50,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
147,"114701,114701,114701,114702,114703,114704,3,43508,18,43104,41919,43105,42023,459044,42032,114700,420472,472182,42070,47225","25,25,25,100,40,10,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
148,"114801,114801,114801,114802,114803,114804,3,43508,18,43104,41919,43105,42023,459044,42032,114800,420472,472182,42070,47225","13,13,13,25,45,30,50,100,0,101,102,100,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,9,45,10,10,30,30,10,10,10,5,5","0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0",0.0,,
149,"114901,114901,114901,114902,114903,114904,3,43508,18,450102,43104,41919,43105,42023,459044,42032,114900,472013,420472,472182,42070,47225","25,25,25,100,40,10,50,100,0,100,101,102,100,30,30,30,30,30,30,20,10,10","5,5,5,10,30,45,10,10,11,10,9,45,10,10,30,30,10,10,10,10,5,5","0,0,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0",0.0,,
