id,name,user_exp,mp,ammo,mre,part,core,gem,gem_pay,gun_id,sangvis,item_ids,furniture,gift,equip_ids,coins,skin,content,send_limit,icon,bp_pay,fairy_ids,chip,commander_uniform
1248,融合势力养成补给,0,0,0,0,0,0,0,0,,,"515-3000,516-3000",,"400001-500,100003-5",,,0,,0,Bumdle_package,0,,,
1249,每日特惠礼包,0,0,0,0,0,0,0,0,,,506-100,,,,"1-600,2-300,3-150",0,,0,,0,,,
1250,2021年8月签到,0,0,0,0,0,0,90,0,0,,,,,248,,0,,0,,0,,,
1251,融合势力养成补给,0,0,0,0,0,0,0,0,,,"41-500,44-500,506-1000",,100003-5,,,0,,0,Bumdle_djmax,0,,,
1252,每日特惠礼包,0,0,0,0,0,0,0,0,,,"44-500,506-1000,9-100",,100003-5,,"2-2000,3-1000",0,,0,Bumdle_djmax,0,,,
1253,夏日备战补给,0,0,0,0,0,88,0,0,,,"515-3000,516-3000,9-100",,100003-5,,"2-2000,3-1000",0,,0,Bumdle_Division,0,,,
1254,妖精养成补给,0,0,0,0,0,0,0,0,,,"509-100,506-1000",,100003-5,,,0,,0,Bumdle_Division,0,"26-0-100-5,26-0-100-5",,
1255,李·恩菲尔德“毕生守护”手办特典家具,0,0,0,0,0,0,0,0,,,,20015,,,,0,,0,,0,,,
1256,协力委托书特惠,0,0,0,0,0,0,0,0,0,,"605-20,13-1,506-1000",,100003-5,,,0,,0,Bumdle_cash2,0,,,
1257,养成特惠补给,0,0,0,0,0,88,0,0,,,"515-3000,516-3000,9-100",,100003-5,,"2-2000,3-1000",0,,0,Bumdle_cashblue,0,,,
1258,夏日采购币特惠,0,0,0,0,0,0,0,0,0,,"41-150,44-200",,100003-5,,,0,,0,Bumdle_cashgold,0,,,
1259,协力委托书特惠,0,0,0,0,0,0,0,0,,,"605-20,516-1000,506-1000",,100003-5,,,0,,0,Bumdle_cashblack,0,,,
1260,小邪神前线补给,0,0,0,0,0,88,0,0,0,,44-500,,100003-5,,"2-1000,3-500",0,,0,Bumdle_jashinchan,0,,,
1261,夏活代币*6+夏活打捞保底A,0,0,0,0,0,0,0,0,,,"100101-6,100102-1",,,,,0,,0,,0,,,
1262,夏活代币*6+夏活打捞保底B,0,0,0,0,0,0,0,0,,,"100101-6,100103-1",,,,,0,,0,,0,,,
1263,夏活代币*8+夏活打捞保底A,0,0,0,0,0,0,0,0,,,"100101-8,100102-1",,,,,0,,0,,0,,,
1264,夏活代币*8+夏活打捞保底B,0,0,0,0,0,0,0,0,,,"100101-8,100103-1",,,,,0,,0,,0,,,
1265,夏活代币*10+夏活打捞保底A,0,0,0,0,0,0,0,0,,,"100101-10,100102-1",,,,,0,,0,,0,,,
1266,夏活代币*10+夏活打捞保底B,0,0,0,0,0,0,0,0,,,"100101-10,100103-1",,,,,0,,0,,0,,,
1267,夏活代币*10+夏活打捞保底2A,0,0,0,0,0,0,0,0,,,"100101-10,100102-2",,,,,0,,0,,0,,,
1268,夏活代币*10+夏活打捞保底2B,0,0,0,0,0,0,0,0,,,"100101-10,100103-2",,,,,0,,0,,0,,,
1269,夏活代币*12+夏活打捞保底2A,0,0,0,0,0,0,0,0,,,"100101-12,100102-2",,,,,0,,0,,0,,,
1270,夏活代币*12+夏活打捞保底2B,0,0,0,0,0,0,0,0,,,"100101-12,100103-2",,,,,0,,0,,0,,,
1271,夏活代币*15+夏活打捞保底2A,0,0,0,0,0,0,0,0,,,"100101-15,100102-2",,,,,0,,0,,0,,,
1272,夏活代币*15+夏活打捞保底2B,0,0,0,0,0,0,0,0,,,"100101-15,100103-2",,,,,0,,0,,0,,,
1273,夏活代币*6,0,0,0,0,0,0,0,0,,,100101-6,,,,,0,,0,,0,,,
1274,夏活代币*8,0,0,0,0,0,0,0,0,,,100101-8,,,,,0,,0,,0,,,
1275,夏活代币*10,0,0,0,0,0,0,0,0,,,100101-10,,,,,0,,0,,0,,,
1276,夏活代币*12,0,0,0,0,0,0,0,0,,,100101-12,,,,,0,,0,,0,,,
1277,夏活代币*15,0,0,0,0,0,0,0,0,,,100101-15,,,,,0,,0,,0,,,
1278,夏活打捞保底A,0,0,0,0,0,0,0,0,,,100102-1,,,,,0,,0,,0,,,
1279,夏活打捞保底B,0,0,0,0,0,0,0,0,,,100103-1,,,,,0,,0,,0,,,
1280,夏活打捞保底2A,0,0,0,0,0,0,0,0,,,100102-2,,,,,0,,0,,0,,,
1281,夏活打捞保底2B,0,0,0,0,0,0,0,0,,,100103-2,,,,,0,,0,,0,,,
1282,家具：烟花发射器,0,0,0,0,0,0,0,0,,,,20019,,,,0,使用全息投影模拟出烟花绽放的瞬间，让原本稍纵即逝的美丽永远停留了下来。,0,,0,,,
1283,家具：海拜尔型闹钟,0,0,0,0,0,0,0,0,,,,20021,,,,0,一经推出就被MDR火速列入了黑名单的闹钟，理由是“不会真的有人用黑客人形做闹钟吧？”。但对于以自己为原型的闹钟，她给出了截然相反的回答。,0,,0,,,
1284,家具：末日警示钟,0,0,0,0,0,0,0,0,,,,20020,,,,0,这可能是全基地唯一一台即便指针已经停滞许久，也依然没有人愿意让它重新走动起来的时钟了。,0,,0,,,
1285,家具：标靶的使命,0,0,0,0,0,0,0,0,,,,20016,,,,0,突如其来的爆炸改变了一个普通标靶的一生。在危机面前，原本注定要被人形破坏的它，却成为了保护人形的盾牌。,0,,0,,,
1286,战术人形：SP9,0,0,0,0,0,0,0,0,341,,,,,,,0,,0,,0,,,
1287,战术人形：KH2002,0,0,0,0,0,0,0,0,342,,,,,,,0,,0,,0,,,
1288,战术人形：FARA 83,0,0,0,0,0,0,0,0,344,,,,,,,0,,0,,0,,,
1289,战术人形：PM1910,0,0,0,0,0,0,0,0,319,,,,,,,0,,0,,0,,,
1290,战术人形：VHS,0,0,0,0,0,0,0,0,318,,,,,,,0,,0,,0,,,
1291,2021年9月签到,0,0,0,0,0,0,90,0,0,,,,,250,,0,,0,,0,,,
1292,超值采购币礼包,0,0,0,0,0,0,0,0,0,,"41-500,44-500,506-1000",,100003-5,,,0,,0,Bumdle_package,0,,,
1293,战术人形:SSG3000,0,0,0,0,0,0,0,0,273,,100105-1,,,,,0,,0,,0,,,
1294,战术人形:蒙德拉贡M1908,0,0,0,0,0,0,0,0,317,,100105-1,,,,,0,,0,,0,,,
1295,战术人形:M1895 CB,0,0,0,0,0,0,0,0,275,,100105-1,,,,,0,,0,,0,,,
1296,战术人形:PM-06,0,0,0,0,0,0,0,0,224,,100106-1,,,,,0,,0,,0,,,
1297,战术人形:SL8,0,0,0,0,0,0,0,0,296,,100106-1,,,,,0,,0,,0,,,
1298,战术人形:AUG SMG,0,0,0,0,0,0,0,0,315,,100106-1,,,,,0,,0,,0,,,
1299,新星勋章,0,0,0,0,0,0,0,0,0,,100105-1,,,,,0,,0,,0,,,
1300,白金勋章,0,0,0,0,0,0,0,0,0,,100106-1,,,,,0,,0,,0,,,
1301,2021年10月签到,0,0,0,0,0,0,90,0,0,,,,,259,,0,,0,,0,,,
1302,国庆签到奖励,0,0,0,0,0,0,0,0,0,,100107-20,,,,,0,,0,,0,,,4120
1303,家具：时与星,0,0,0,0,0,0,0,0,0,,,20023,,,,0,,0,,0,,,
1304,万圣代币20,0,0,0,0,0,0,0,0,0,,100108-20,,,,,0,,0,,0,,,
1305,万圣代币20+保底A,0,0,0,0,0,0,0,0,0,,"100108-20,100109-1",,,,,0,,0,,0,,,
1306,万圣代币20+保底B,0,0,0,0,0,0,0,0,0,,"100108-20,100110-1",,,,,0,,0,,0,,,
1307,保底a,0,0,0,0,0,0,0,0,0,,100109-1,,,,,0,,0,,0,,,
1308,保底b,0,0,0,0,0,0,0,0,0,,100110-1,,,,,0,,0,,0,,,
1309,万圣节特惠礼包,0,0,0,0,0,0,600,0,0,,41-500,,100003-5,,,0,,0,Bumdle_halloween2017,0,,,
1310,万圣代币*20+保底a,0,0,0,0,0,0,0,0,0,,"100111-20,100112-1",,,,,0,,0,,0,,,
1311,万圣代币*20+保底b,0,0,0,0,0,0,0,0,0,,"100111-20,100113-1",,,,,0,,0,,0,,,
1312,万圣代币*20,0,0,0,0,0,0,0,0,0,,100111-20,,,,,0,,0,,0,,,
1313,万圣代币*30+保底a*2,0,0,0,0,0,0,0,0,0,,"100111-30,100112-2",,,,,0,,0,,0,,,
1314,万圣代币*30+保底b*2,0,0,0,0,0,0,0,0,0,,"100111-30,100113-2",,,,,0,,0,,0,,,
1315,万圣代币*30,0,0,0,0,0,0,0,0,0,,100111-30,,,,,0,,0,,0,,,
1316,保底a,0,0,0,0,0,0,0,0,0,,100112-1,,,,,0,,0,,0,,,
1317,保底b,0,0,0,0,0,0,0,0,0,,100113-1,,,,,0,,0,,0,,,
1318,保底2a,0,0,0,0,0,0,0,0,0,,100112-2,,,,,0,,0,,0,,,
1319,保底2b,0,0,0,0,0,0,0,0,0,,100113-2,,,,,0,,0,,0,,,
1320,2021年11月签到,0,0,0,0,0,0,90,0,0,,,,,264,,0,,0,,0,,,
1321,天猫店铺2021特典家具,0,0,0,0,0,0,0,0,0,,,20027,,,,0,,0,,0,,,
1322,双十一超值采购币礼包,0,0,0,0,0,0,600,0,0,,41-500,,100003-5,,,0,,0,Bumdle_double112017,0,,,
1323,双十一采购币特惠补给,0,0,0,0,0,0,0,0,0,,"41-150,44-200",,100003-5,,,0,,0,Bumdle_double1120212,0,,,
1324,双十一协力委托书特惠,0,0,0,0,0,0,0,0,0,,"605-20,516-1000,506-1000",,100003-5,,,0,,0,Bumdle_double112021,0,,,
1325,战术人形：赛伊,0,0,0,0,0,0,0,0,1018,,,,,,,0,,0,,0,,,
1326,战术人形：史黛拉,0,0,0,0,0,0,0,0,1020,,,,,,,0,,0,,0,,,
1327,战术人形：蟒蛇,0,0,0,0,0,0,0,0,4,,,,,,,0,,0,,0,,,
1328,战术人形：Mk 12,0,0,0,0,0,0,0,0,226,,,,,,,0,,0,,0,,,
1329,瓦尔哈拉代币*8+保底a,0,0,0,0,0,0,0,0,0,,"100114-8,100115-1",,,,,0,,0,,0,,,
1330,瓦尔哈拉代币*8,0,0,0,0,0,0,0,0,0,,100114-8,,,,,0,,0,,0,,,
1331,瓦尔哈拉代币*10+保底a,0,0,0,0,0,0,0,0,0,,"100114-10,100115-1",,,,,0,,0,,0,,,
1332,瓦尔哈拉代币*10+保底b,0,0,0,0,0,0,0,0,0,,"100114-10,100116-1",,,,,0,,0,,0,,,
1333,瓦尔哈拉代币*10,0,0,0,0,0,0,0,0,0,,100114-10,,,,,0,,0,,0,,,
1334,瓦尔哈拉代币*15+保底b,0,0,0,0,0,0,0,0,0,,"100114-15,100116-1",,,,,0,,0,,0,,,
1335,瓦尔哈拉代币*15+保底2a,0,0,0,0,0,0,0,0,0,,"100114-15,100115-2",,,,,0,,0,,0,,,
1336,瓦尔哈拉代币*15,0,0,0,0,0,0,0,0,0,,100114-15,,,,,0,,0,,0,,,
1337,瓦尔哈拉代币*18+保底2a,0,0,0,0,0,0,0,0,0,,"100114-18,100115-2",,,,,0,,0,,0,,,
1338,瓦尔哈拉代币*18+保底2b,0,0,0,0,0,0,0,0,0,,"100114-18,100116-2",,,,,0,,0,,0,,,
1339,瓦尔哈拉代币*18,0,0,0,0,0,0,0,0,0,,100114-18,,,,,0,,0,,0,,,
1340,瓦尔哈拉代币*20+2b,0,0,0,0,0,0,0,0,0,,"100114-20,100116-2",,,,,0,,0,,0,,,
1341,瓦尔哈拉代币*20,0,0,0,0,0,0,0,0,0,,100114-20,,,,,0,,0,,0,,,
1342,保底a,0,0,0,0,0,0,0,0,0,,100115-1,,,,,0,,0,,0,,,
1343,保底b,0,0,0,0,0,0,0,0,0,,100116-1,,,,,0,,0,,0,,,
1344,保底2a,0,0,0,0,0,0,0,0,0,,100115-2,,,,,0,,0,,0,,,
1345,保底2b,0,0,0,0,0,0,0,0,0,,100116-2,,,,,0,,0,,0,,,
1346,小邪神前线补给,0,0,0,0,0,88,0,0,0,,44-500,,100003-5,,"2-1000,3-500",0,,0,Bumdle_newskin0722,0,,,
1347,2021年12月签到,0,0,0,0,0,0,90,0,0,,,,,265,,0,,0,,0,,,
1348,G11大衣特典装扮,0,0,0,0,0,0,0,0,0,,,,572-1,,,0,,0,,0,,,
1349,圣诞代币20,0,0,0,0,0,0,0,0,,,100117-20,,,,,0,,0,,0,,,
1350,圣诞代币30,0,0,0,0,0,0,0,0,,,100117-30,,,,,0,,0,,0,,,
1351,圣诞代币20+保底a,0,0,0,0,0,0,0,0,,,"100117-20,100118-1",,,,,0,,0,,0,,,
1352,圣诞代币20+保底b,0,0,0,0,0,0,0,0,,,"100117-20,100119-1",,,,,0,,0,,0,,,
1353,圣诞代币30+保底b,0,0,0,0,0,0,0,0,,,"100117-30,100119-1",,,,,0,,0,,0,,,
1354,保底a,0,0,0,0,0,0,0,0,,,100118-1,,,,,0,,0,,0,,,
1355,保底b,0,0,0,0,0,0,0,0,,,100119-1,,,,,0,,0,,0,,,
1356,圣诞代币15,0,0,0,0,0,0,0,0,,,100123-15,,,,,0,,0,,0,,,
1357,圣诞代币20,0,0,0,0,0,0,0,0,,,100123-20,,,,,0,,0,,0,,,
1358,圣诞代币15+保底a,0,0,0,0,0,0,0,0,,,"100123-15,100124-1",,,,,0,,0,,0,,,
1359,圣诞代币20+保底b,0,0,0,0,0,0,0,0,,,"100123-20,100125-1",,,,,0,,0,,0,,,
1360,保底a,0,0,0,0,0,0,0,0,,,100124-1,,,,,0,,0,,0,,,
1361,保底b,0,0,0,0,0,0,0,0,,,100125-1,,,,,0,,0,,0,,,
1362,保底2a,0,0,0,0,0,0,0,0,,,100124-2,,,,,0,,0,,0,,,
1363,保底2b,0,0,0,0,0,0,0,0,,,100125-2,,,,,0,,0,,0,,,
1364,战术人形:菲德洛夫,0,0,0,0,0,0,0,0,335,,,,,,,0,,0,,0,,,
1365,妖精养成补给,0,0,0,0,0,0,0,0,,,"509-100,506-1000",,100003-5,,,0,,0,Bumdle_cashblue,0,"26-0-100-5,26-0-100-5",,
1366,装备：ImpulsIIA/C,0,0,0,0,0,0,0,0,,,,,,266,,0,,0,,0,,,
1367,家具：礼物陷阱,0,0,0,0,0,0,0,0,,,,20029,,,,0,,0,,0,,,
1368,圣诞特别补给,0,0,0,0,0,0,0,0,,,"605-30,516-2000,506-2000,13-1",,100003-5,,,0,,0,Bumdle_Christmas2017,0,,,
1369,2021圣诞限定特惠,0,0,0,0,0,0,600,0,,,"41-500,506-1000",,100003-5,,,0,,0,Bumdle_Christmas2017,0,,,
1370,2022新年限定,0,0,0,0,0,0,0,0,,,"41-500,516-1000",,100003-5,,,0,,0,Bumdle_2022_3,0,"26-0-100-5,26-0-100-5",,
1371,2022年1月签到,0,0,0,0,0,0,90,0,0,,,,,270,,0,,0,,0,,,
1372,冬活代币*6+冬活打捞保底A,0,0,0,0,0,0,0,0,,,"100126-6,100127-1",,,,,0,,0,,0,,,
1373,冬活代币*8+冬活打捞保底A,0,0,0,0,0,0,0,0,,,"100126-8,100127-1",,,,,0,,0,,0,,,
1374,冬活代币*8+冬活打捞保底B,0,0,0,0,0,0,0,0,,,"100126-8,100128-1",,,,,0,,0,,0,,,
1375,冬活代币*8+冬活打捞保底2A,0,0,0,0,0,0,0,0,,,"100126-8,100127-2",,,,,0,,0,,0,,,
1376,冬活代币*10+冬活打捞保底A,0,0,0,0,0,0,0,0,,,"100126-10,100127-1",,,,,0,,0,,0,,,
1377,冬活代币*10+冬活打捞保底B,0,0,0,0,0,0,0,0,,,"100126-10,100128-1",,,,,0,,0,,0,,,
1378,冬活代币*10+冬活打捞保底2A,0,0,0,0,0,0,0,0,,,"100126-10,100127-2",,,,,0,,0,,0,,,
1379,冬活代币*10+冬活打捞保底2B,0,0,0,0,0,0,0,0,,,"100126-10,100128-2",,,,,0,,0,,0,,,
1380,冬活代币*12+冬活打捞保底2A,0,0,0,0,0,0,0,0,,,"100126-12,100127-2",,,,,0,,0,,0,,,
1381,冬活代币*12+冬活打捞保底2B,0,0,0,0,0,0,0,0,,,"100126-12,100128-2",,,,,0,,0,,0,,,
1382,冬活代币*15+冬活打捞保底2A,0,0,0,0,0,0,0,0,,,"100126-15,100127-2",,,,,0,,0,,0,,,
1383,冬活代币*15+冬活打捞保底2B,0,0,0,0,0,0,0,0,,,"100126-15,100128-2",,,,,0,,0,,0,,,
1384,冬活代币*6,0,0,0,0,0,0,0,0,,,100126-6,,,,,0,,0,,0,,,
1385,冬活代币*8,0,0,0,0,0,0,0,0,,,100126-8,,,,,0,,0,,0,,,
1386,冬活代币*10,0,0,0,0,0,0,0,0,,,100126-10,,,,,0,,0,,0,,,
1387,冬活代币*12,0,0,0,0,0,0,0,0,,,100126-12,,,,,0,,0,,0,,,
1388,冬活代币*15,0,0,0,0,0,0,0,0,,,100126-15,,,,,0,,0,,0,,,
1389,冬活打捞保底A,0,0,0,0,0,0,0,0,,,100127-1,,,,,0,,0,,0,,,
1390,冬活打捞保底B,0,0,0,0,0,0,0,0,,,100128-1,,,,,0,,0,,0,,,
1391,冬活打捞保底2A,0,0,0,0,0,0,0,0,,,100127-2,,,,,0,,0,,0,,,
1392,冬活打捞保底2B,0,0,0,0,0,0,0,0,,,100128-2,,,,,0,,0,,0,,,
1393,家具：全视之眼,0,0,0,0,0,0,0,0,,,,20041,,,,0,精致华贵的艺术饰品，但所有深夜加班的格里芬员工都以“总觉得在被什么东西盯着。”的理由拒绝在放置它的房间里工作。,0,,0,,,
1394,家具：蝶落枯枝,0,0,0,0,0,0,0,0,,,,20042,,,,0,风平浪静之际，落在枝头的枯叶蝶又将在何处酝酿下一场风暴呢？,0,,0,,,
1395,家具：狼影回归,0,0,0,0,0,0,0,0,,,,20045,,,,0,空置已久的衣架，在今天终于挂回了熟悉的衣服。这是否也意味着，她们回来了呢？,0,,0,,,
1396,家具：埃涅阿斯行动纪念,0,0,0,0,0,0,0,0,,,,20044,,,,0,为了表彰参与“埃涅阿斯”行动的人形们，IOP推出了一系列以她们为原型的精美手办，在格里芬基地内部大受好评。,0,,0,,,
1397,战术人形：芮诺,0,0,0,0,0,0,0,0,357,,,,,,,0,,0,,0,,,
1398,战术人形：斯特林,0,0,0,0,0,0,0,0,359,,,,,,,0,,0,,0,,,
1399,战术人形：PPQ,0,0,0,0,0,0,0,0,358,,,,,,,0,,0,,0,,,
1400,战术人形：LS26,0,0,0,0,0,0,0,0,362,,,,,,,0,,0,,0,,,
1401,战术人形：蜂鸟,0,0,0,0,0,0,0,0,331,,,,,,,0,,0,,0,,,
1402,战术人形：TKB-408,0,0,0,0,0,0,0,0,340,,,,,,,0,,0,,0,,,
1403,战术人形：M26-MASS,0,0,0,0,0,0,0,0,351,,,,,,,0,,0,,0,,,
1404,战术人形：FO-12,0,0,0,0,0,0,0,0,350,,,,,,,0,,0,,0,,,
1405,战术人形：A-545,0,0,0,0,0,0,0,0,356,,,,,,,0,,0,,0,,,
1406,战术人形：HS.50,0,0,0,0,0,0,0,0,348,,,,,,,0,,0,,0,,,
1407,战术人形：SR-2,0,0,0,0,0,0,0,0,347,,,,,,,0,,0,,0,,,
1408,铁血勋章,0,0,0,0,0,0,0,0,,,105-5,,,,,0,,0,,0,,,
1409,动能*30,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,30,,,
1410,金虎闹春,0,0,0,0,0,0,0,0,,,"41-300,45-1000",,100003-5,,,0,,0,Bumdle_2022hu5,0,,,
1411,玉虎献瑞,0,0,0,0,0,0,0,0,,,"605-20,516-1000,506-1000",,100003-5,,,0,,0,Bumdle_2022hu4,0,,,
1412,福虎呈祥,0,0,0,0,0,0,0,0,,,"41-588,506-888",,100003-5,,,0,,0,Bumdle_2022hu2,0,,,
1413,冬日特惠补给,0,0,0,0,0,88,0,0,,,"515-3000,516-3000,9-100",,100003-5,,"2-2000,3-1000",0,,0,Bumdle_Division,0,,,
1414,2022年2月签到,0,0,0,0,0,0,90,0,0,,,,,276,,0,,0,,0,,,
1415,双联乱数限定,0,0,0,0,0,0,0,0,0,,"41-500,45-1000",,100003-5,,3-1000,0,,0,,0,,,
1416,白情代币*20+白情打捞保底A,0,0,0,0,0,0,0,0,0,,"100131-1,100133-20",,,,,0,,0,,0,,,
1417,白情代币*30+白情打捞保底B,0,0,0,0,0,0,0,0,0,,"100132-1,100133-30",,,,,0,,0,,0,,,
1418,白情打捞保底A,0,0,0,0,0,0,0,0,0,,100131-1,,,,,0,,0,,0,,,
1419,白情打捞保底B,0,0,0,0,0,0,0,0,0,,100132-1,,,,,0,,0,,0,,,
1420,白情代币*20,0,0,0,0,0,0,0,0,0,,100133-20,,,,,0,,0,,0,,,
1421,白情代币*30,0,0,0,0,0,0,0,0,0,,100133-30,,,,,0,,0,,0,,,
1422,2022年3月签到,0,0,0,0,0,0,90,0,0,,,,,277,,0,,0,,0,,,
1423,每日超值限购礼包,0,0,0,0,0,0,0,120,0,,,,100003-2,,,0,,0,Bumdle_cash1,0,,,
1424,白情代币*10+白情打捞保底A,0,0,0,0,0,0,0,0,0,,"100134-1,100136-10",,,,,0,,0,,0,,,
1425,白情代币*15+白情打捞保底B,0,0,0,0,0,0,0,0,0,,"100135-1,100136-15",,,,,0,,0,,0,,,
1426,白情代币*15+白情打捞保底A+B,0,0,0,0,0,0,0,0,0,,"100134-1,100135-1,100136-15",,,,,0,,0,,0,,,
1427,白情打捞保底A,0,0,0,0,0,0,0,0,0,,100134-1,,,,,0,,0,,0,,,
1428,白情打捞保底B,0,0,0,0,0,0,0,0,0,,100135-1,,,,,0,,0,,0,,,
1429,白情代币*10,0,0,0,0,0,0,0,0,0,,100136-10,,,,,0,,0,,0,,,
1430,白情代币*15,0,0,0,0,0,0,0,0,0,,100136-15,,,,,0,,0,,0,,,
1431,装备：P22镭射指示器 ,0,0,0,0,0,0,0,0,0,,,,,278,,0,,0,,0,,,
1432,钻石盛典礼包,0,0,0,0,0,0,0,6100,0,,7-1,,,,,0,,0,Bumdle_cashblue,0,,,
1433,白情打捞保底A+B,0,0,0,0,0,0,0,0,0,,"100134-1,100135-1",,,,,0,,0,,0,,,
1434,迎春庆典礼包,0,0,0,0,0,0,0,0,0,,"41-500,45-1000",,100003-5,,3-1000,0,,0,Bumdle_package,0,,,
1435,协力委托书每日补给,0,0,0,0,0,0,0,0,0,,"605-5,506-200",,100003-5,,,0,,0,Bumdle_package,0,,,
1436,2022年4月签到,0,0,0,0,0,0,90,0,0,,,,,282,,0,,0,,0,,,
1437,春日每日补给,0,0,0,0,0,0,0,0,0,,"41-100,516-200",,100003-5,,,0,,0,Bumdle_package,0,,,
1438,酒保限定礼包,0,0,0,0,0,0,0,0,0,,"41-660,44-500,506-1000",,100003-10,,,0,,0,Bumdle_package,0,,,
1439,2022年5月签到,0,0,0,0,0,0,90,0,0,,,,,283,,0,,0,,0,,,
1440,战术人形:DSR-50,0,0,0,0,0,0,0,0,179,,100137-1,,,,,0,,0,,0,,,
1441,战术人形:M82A1,0,0,0,0,0,0,0,0,231,,100137-1,,,,,0,,0,,0,,,
1442,战术人形:TAC-50,0,0,0,0,0,0,0,0,222,,100137-1,,,,,0,,0,,0,,,
1443,战术人形:PM-9,0,0,0,0,0,0,0,0,259,,100137-1,,,,,0,,0,,0,,,
1444,战术人形:刘氏步枪,0,0,0,0,0,0,0,0,316,,100137-1,,,,,0,,0,,0,,,
1445,战术人形:芮诺,0,0,0,0,0,0,0,0,357,,100137-1,,,,,0,,0,,0,,,
1446,白金勋章,0,0,0,0,0,0,0,0,0,,100137-1,,,,,0,,0,,0,,,
1447,周年庆典特惠Ⅰ,0,0,0,0,0,0,0,0,0,,"605-20,13-1,506-1000",,,,,0,,0,Bumdle_usa4yearpackage,0,,,
1448,周年庆典特惠Ⅱ,0,20000,20000,20000,20000,0,0,0,0,,"1-40,3-40",,,,,0,,0,Bumdle_usa4yearpackage,0,,,
1449,周年庆典特惠Ⅲ,0,0,0,0,0,100,0,0,0,,"45-2000,9-100",,,,"2-2000,3-1000",0,,0,Bumdle_usa4yearpackage,0,,,
1450,周年庆典特惠Ⅳ,0,0,0,0,0,0,0,0,0,,"515-3000,516-3000,514-600",,400001-1000,,,0,,0,Bumdle_usa4yearpackage,0,,,
1451,周年庆典特惠Ⅴ,0,0,0,0,0,0,0,0,0,,44-500,,200001-500,,,0,,0,Bumdle_usa4yearpackage,0,"26-0-100-5,26-0-100-5",,
1452,1周年福袋,0,0,0,0,0,0,520,0,0,,"44-1000,7-1,41-100,100041-1",,,,,0,,0,Bumdle_package,0,26-0-100-5,,
1453,2周年福袋,0,0,0,0,0,0,520,0,0,,"44-1000,7-1,41-100,100041-1",,,,,0,,0,Bumdle_package,0,26-0-100-5,,
1454,3周年福袋,0,0,0,0,0,0,520,0,0,,"44-1000,7-1,41-100,100041-1",,,,,0,,0,Bumdle_3yearpackage,0,26-0-100-5,,
1455,4周年福袋,0,0,0,0,0,0,520,0,0,,"44-1000,7-1,41-100,100041-1",,,,,0,,0,Bumdle_4yearpackage,0,26-0-100-5,,
1456,指挥官装扮-酣宴使者,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,0,,,4640
1457,4周年特别补给Ⅰ,0,0,0,0,0,0,0,0,0,,"41-500,605-10",,100003-5,,3-1000,0,,0,Bumdle_4yearpackage,0,,,
1458,4周年特别补给Ⅱ,0,0,0,0,0,0,0,0,0,,"7-5,45-500",,100003-5,,,0,,0,Bumdle_Valentine,0,,,
1459,战术人形:SCR,0,0,0,0,0,0,0,0,365,,,,,,,0,,0,,0,,,
1460,M16A1-墟上烈阳,0,0,0,0,0,0,0,0,0,,,,553-1,,,0,,0,,0,,,
1461,9A91-忠友同游,0,0,0,0,0,0,0,0,0,,,,6204-1,,,0,,0,,0,,,
1462,M14-幼虎祈丰年,0,0,0,0,0,0,0,0,0,,,,6707-1,,,0,,0,,0,,,
1463,FN-49-蜀锦羞,0,0,0,0,0,0,0,0,0,,,,6809-1,,,0,,0,,0,,,
1464,六周年协议同归礼包,0,0,0,0,0,0,0,0,0,,"605-20,13-1,506-1000",,,,,0,,0,Bumdle_6yearcake_4,0,,,
1465,六周年编制扩充礼包,0,20000,20000,20000,20000,0,0,0,0,,"1-40,3-40",,,,,0,,0,Bumdle_6yearcake_5,0,,,
1466,六周年统合强化礼包,0,0,0,0,0,100,0,0,0,,"45-2000,9-100",,,,"2-2000,3-1000",0,,0,Bumdle_6yearcake_3,0,,,
1467,六周年突击动员礼包,0,0,0,0,0,0,0,0,0,,"515-3000,516-3000,514-600",,400001-1000,,,0,,0,Bumdle_6yearcake_1,0,,,
1468,六周年联勤升级礼包,0,0,0,0,0,0,0,0,0,,44-500,,200001-500,,,0,,0,Bumdle_6yearcake_2,0,"26-0-100-5,26-0-100-5",,
1469,6周年福袋,0,0,0,0,0,0,520,0,0,,"7-1,41-100,44-1000,100140-1",,,,,0,,0,Bumdle_6yearpackage,0,26-0-100-5,,
1470,盛宴奏鸣特别补给Ⅱ,0,0,0,0,0,0,0,0,0,,"605-20,44-1000",,100003-5,,3-1000,0,,0,Bumdle_package,0,,,
1471,6周年福袋-韩服用,0,0,0,0,0,0,555,0,0,,"7-1,41-100,44-1000,100140-1",,,,,0,,0,Bumdle_6yearpackage,0,26-0-100-5,,
1472,2022年6月签到,0,0,0,0,0,0,90,0,0,,,,,288,,0,,0,,0,,,
1473,妖精养成特惠,0,0,0,0,0,0,0,0,,,"509-100,506-100",,,,,0,,0,Bumdle_Division,0,"26-0-100-5,26-0-100-5",,
1474,M4 SOPMOD Ⅱ 趴趴玩偶 特典家具,0,0,0,0,0,0,0,0,,,,20058,,,,0,,0,,0,,,
1475,夏日补给Ⅰ,0,0,0,0,0,0,0,0,0,,"41-500,45-1000",,100003-5,,3-1000,0,,0,Bumdle_natsu,0,,,
