id,mission_id,description,scripts,campaign,bgm,title,is_util,start,round,point,first,mid,end,fail,step_start_story,step_end_story
124,83,帕斯卡报告:接下来，看看M4A1的情况吧……尝试一下新的记忆……,"8-3-1E,8-3-2E",8,BGM_Frontline,巡礼者Ⅲ,1,8-3-1E,,,8-3-2E,,8-3-2E,,,
125,84,帕斯卡报告:实验进行到最后一步，那个家伙……差不多该准备好了吧……,"8-4-1E,8-4-2E",8,BGM_Frontline,巡礼者Ⅳ,1,8-4-1E,,,8-4-2E,,8-4-2E,,,
126,90021,FAL报告:FN小队开始调查最近区域内的人形失踪事件。,"6-1-1N,6-1-2N",6,BGM_Frontline,瓶中人Ⅰ,1,6-1-1N,,,6-1-2N,,6-1-2N,,,
127,90022,FAL报告:FN小队派出了两名诱饵人形，FNC和FN49，引诱目标炼金术士现身。,"6-2-1N,6-2-2N",6,BGM_Frontline,瓶中人Ⅱ,1,6-2-1N,,,6-2-2N,,6-2-2N,,,
128,90023,FAL报告:FN小队再次派出了一名精英人形，我想计划即将进行到最后一步了。,"6-3-1N,6-3-2N",6,BGM_Frontline,瓶中人Ⅲ,1,6-3-1N,,,6-3-2N,,6-3-2N,,,
129,90024,FAL报告:阻截炼金术士的最后一步，将从我开始，希望57她们还来得及……,"6-4-1N,6-4-2N",6,BGM_Frontline,瓶中人Ⅳ,1,6-4-1N,,,6-4-2N,,6-4-2N,,,
130,85,M16A1失踪一星期，RO和SOP2正在努力搜索，而指挥官却接到了紧急要务，离开了我们的基地……,"9-1-1,9-1-2",9,BGM_Frontline,夜间宴会,1,9-1-1,,,9-1-2,,9-1-2,,,
131,86,还处在磨合期RO和SOP2相处得有些窘迫，希望指挥官在宴会上也能来得及帮助她们……,"9-2-1,9-2-2",9,BGM_Frontline,试探,1,9-2-1,,,9-2-2,,9-2-2,,,
132,87,RO汇报说SOP2的精神依然不太稳定，哇哦，对比一下之前的记录，我得说她已经在极力克制自己了。,"9-3-1,9-3-2",9,BGM_Frontline,讨论会,1,9-3-1,,,9-3-2,,9-3-2,,,
133,88,RO紧急报告了刚才发生的事件，SOP2似乎有了自己的计划……,"9-4-1,9-4-2",9,BGM_Frontline,二次检索,1,9-4-1,,,9-4-2,,9-4-2,,,
134,89,指挥官抱怨宴会的食物并没有想象中的丰盛，可我还在基地吃盒饭呢！而且RO那边又遇到了新的头目！我加班超累的！,"9-5-1,9-5-2",9,BGM_Frontline,前奏曲,1,9-5-1,,,9-5-2,,9-5-2,,,
135,90,铁血新头目法官正在追捕RO和SOP2，现在她们只能自己想出脱身的办法了……,"9-6-1,9-6-2",9,BGM_Frontline,突围,1,9-6-1,,,9-6-2,,9-6-2,,,
136,91,RO报告:我们在追击法官的路上，SOP2又惹祸了，希望指挥官的支援还来得及……,"9-1-1E,9-1-2E",9,BGM_Frontline,鹰与犬Ⅰ,1,9-1-1E,,,9-1-2E,,9-1-2E,,,
137,92,RO报告:指挥官说自己正在参加的晚宴预示着一个大事件，不过眼下的重点还是发生我们身上的小事件……,"9-2-1E,9-2-2E",9,BGM_Frontline,鹰与犬Ⅱ,1,9-2-1E,,,9-2-2E,,9-2-2E,,,
138,93,RO报告:SOP2开始向我打开心扉，我们会合得来的，事情也会一点点变好，我相信……,"9-3-1E,9-3-2E",9,BGM_Frontline,鹰与犬Ⅲ,1,9-3-1E,,,9-3-2E,,9-3-2E,,,
139,94,RO报告:我们再次捕捉到法官的身影了！这个时候，如果有更多同伴来帮助的话……,"9-4-1E,9-4-2E",9,BGM_Frontline,鹰与犬Ⅳ,1,9-4-1E,,,9-4-2E,,9-4-2E,,,
140,95,与军方的联合行动正式开始，指挥官正在等待第一项任务，而这个时候……,"10-1-1,10-1-2",10,BGM_Frontline,启程日,1,10-1-1,,,10-1-2,,10-1-2,,,
141,96,与我们会合的M4A1遭遇了铁血袭击，指挥官却距离太远无法救援，我们只有向军方求助。,"10-2-1,10-2-2",10,BGM_Frontline,开往前线,1,10-2-1,,,10-2-2,,10-2-2,,,
142,97,AR小组再次集结，与我们一起赶赴前线，向铁血的核心要塞推进！,"10-3-1,10-3-2",10,BGM_Frontline,踏入腹地,1,10-3-1,,,10-3-2,,10-3-2,,,
143,98,接下来的任务是保护军方的反干扰设备，这个任务很困难，但M4A1有一个很大胆的提议。,"10-4-1,10-4-2",10,BGM_Frontline,大扫荡,1,10-4-1,,5302:10-4-4-Point5302,10-4-2,,10-4-2,,,
144,99,军方推进速度太快，我们无法及时保护其侧翼，M4A1又有一个方案，归来的她真是积极多了。,"10-5-1,10-5-2",10,BGM_Frontline,疲于奔命,1,10-5-1,,,10-5-2,,10-5-2,,,
145,100,由于与军方情报对接错误（我也不知道为什么），AR小组此刻陷入险境，指挥官正在积极营救，等着我们吧！,"10-6-1,10-6-2",10,BGM_Frontline,殊死突围,1,10-6-1,,,10-6-2,,10-6-2,,,
146,101,AR小组在拼死抵抗铁血，指挥官也在外围撕破包围圈，希望一切会顺利……,"10-1-1E,10-1-2E",10,BGM_Frontline,背叛Ⅰ,1,10-1-1E,,,10-1-2E,,10-1-2E,,,
147,102,M4A1的情况到底怎么样了？我和指挥官都很担心，RO有办法让她恢复吗……,"10-2-1E,10-2-2E",10,BGM_Frontline,背叛Ⅱ,1,10-2-1E,,5417:10-2-4E-Point5417,10-2-2E,,10-2-2E,,,
148,103,军方的部队终于出现了，虽然还无法取得联络，但他们应该很快能加入战局，我们就快要营救出AR小组了！,"10-3-1E,10-3-2E",10,BGM_Frontline,背叛Ⅲ,1,10-3-1E,,,10-3-2E,,10-3-2E,,,
149,104,喂喂！到底是怎么回事！全部都乱套了！AR小队怎么了！还有我们的基地，到底发生了什么！我该怎么办，指挥官！,"10-4-1E,10-4-2E",10,BGM_Frontline,背叛Ⅳ,1,10-4-1E,,,10-4-2E,,10-4-2E,,,
150,10030,UMP45收到了来自雇主的新委托，为了这项委托，她们需要全新的训练。,"-10-1-1,-10-1-2First",-10,BGM_Frontline,认知迷云Ⅰ  ,1,-10-1-1,,,-10-1-2First,,-10-1-2First,,,
151,10031,电子战训练在顺利继续，UMP45却在其中接收到了来自过去的讯息……,"-10-2-1,-10-2-2First",-10,BGM_Frontline,认知迷云Ⅱ  ,1,-10-2-1,,,-10-2-2First,,-10-2-2First,,,
152,10032,随着训练更加深入，UMP45解锁了心智中被封印的一段记忆。,"-10-3-1,-10-3-2First",-10,BGM_Frontline,认知迷云Ⅲ,1,-10-3-1,,4229:-10-3-4-Point4229,-10-3-2First,,-10-3-2First,,,
153,10033,一名格里芬人形陷入数据陷阱，将电子战应用到实践中的机会来了。,"-10-4-1,-10-4-2End",-10,BGM_Frontline,认知迷云Ⅳ  ,1,-10-4-1,,,-10-4-2First,,-10-4-2End,,,
154,10034,搜索任务正式开始，而敏锐的铁血很快也采取了相应行动。,"-11-1-1,-11-1-2First",-11,BGM_Frontline,双曲函数Ⅰ  ,1,-11-1-1,,4270:-11-1-4-Point4270,-11-1-2First,,-11-1-2First,,,
155,10035,铁血的头目不断在刺激404小队，但UMP45的专注却放在了另一个地方……,"-11-2-1,-11-2-2First",-11,BGM_Frontline,双曲函数Ⅱ,1,-11-2-1,,4292:-11-2-4-Point4292,-11-2-2First,,-11-2-2First,,,
156,10037,UMP45并没有惧怕铁血决定一意孤行，而铁血破坏者的全新形态，也终于在众人面前露出了身姿……,"-11-3-1,-11-3-2First",-11,BGM_Frontline,双曲函数Ⅲ,1,-11-3-1,,4411:-11-3-4-Point4411,-11-3-2First,,-11-3-2First,,,
157,10038,与破坏者，啊不，末日魔犬的决战进入决战阶段！,"-11-4-1,-11-4-2First,-11-4-2End",-11,BGM_Frontline,双曲函数Ⅳ ,1,-11-4-1,,4431:-11-4-4-Point4431,-11-4-2First,,-11-4-2End,,,
158,10039,UMP45遭遇到心智入侵，404必须在铁血得手之前收集足够的记忆碎片唤醒她。,"-12-1-1,-12-1-2First",-12,BGM_Frontline,相对行为Ⅰ  ,1,-12-1-1,,"4528:-12-1-4-Point4528,4540:-12-1-4-Point4540,4538:-12-1-4-Point4538",-12-1-2First,,-12-1-2First,,,
159,10040,45的记忆不断被挖掘，梦想家也为破坏者开始了第二次改造……,"-12-2-1,-12-2-2First",-12,BGM_Frontline,相对行为Ⅱ,1,-12-2-1,,"4560:-12-2-4-Point4560,4601:-12-2-4-Point4601,4562:-12-2-4-Point4562",-12-2-2First,,-12-2-2First,,,
160,10041,404已经在电子战中疲惫不堪，破坏者的又一个全新形态出现了！,"-12-3-1,-12-3-2First",-12,BGM_Frontline,相对行为Ⅲ,1,-12-3-1,,"4605:-12-3-4-Point4605,4615:-12-3-4-Point4615,4641:-12-3-4-Point4641",-12-3-2First,,-12-3-2First,,,
161,10042,最后的逃脱战开始了，404能否唤醒UMP45，摆脱完全体（自称）破坏者并安全撤离呢？,"-12-4-1,-12-4-2First,-12-4-2End",-12,BGM_Frontline,相对行为Ⅳ ,1,-12-4-1,,"4723:-12-4-4-Point4723,4724:-12-4-4-Point4724,4671:-12-4-4-Point4671,4518:-12-4-4-Point4518",-12-4-2First,,-12-4-2End,,,
162,90025,内格夫:在不为人知的战场一角，我和我的人形前辈杰里科正蜷缩着等待遥遥无期的救援……,"7-1-1N,7-1-2N",7,BGM_Frontline,片面回忆Ⅰ  ,1,7-1-1N,,,7-1-2N,,7-1-2N,,,
163,90026,内格夫:在恐惧和绝望包围的黑暗中，我从云图中搜索着旧日的一场辉煌胜利……,"7-2-1N,7-2-2N",7,BGM_Frontline,片面回忆Ⅱ,1,7-2-1N,,,7-2-2N,,7-2-2N,,,
164,90027,内格夫:我用这段记忆点亮着我们的内心，并延伸向本已无可逆转的未来……,"7-3-1N,7-3-2N",7,BGM_Frontline,片面回忆Ⅲ,1,7-3-1N,,,7-3-2N,,7-3-2N,,,
165,90028,内格夫:最后，我醒了，想起了一切……,"7-4-1N,7-4-2N",7,BGM_Frontline,片面回忆Ⅳ ,1,7-4-1N,,,7-4-2N,,7-4-2N,,,
166,90029,IWS2000报告:铁血疑似掌握了大规模毁灭性武器的原料，我们必须忘却过去的挫折并主动出击。,"8-1-1N,8-1-2N",8,BGM_Frontline,巨鹰与寒鸦Ⅰ  ,1,8-1-1N,,,8-1-2N,,8-1-2N,,,
167,90030,IWS2000报告:我们在铁血的据点里发现了核武器，虽然简陋，但铁血并不打算轻易让我们回收它。,"8-2-1N,8-2-2N",8,BGM_Frontline,巨鹰与寒鸦Ⅱ,1,8-2-1N,,7123:8-2-4N-Point7123,8-2-2N,,8-2-2N,,,
168,90031,IWS2000报告:这是一个陷阱！铁血用简陋的诱饵把我们引过来，真正的目的是要让人形沾上毒气去杀害指挥官！,"8-3-1N,8-3-2N",8,BGM_Frontline,巨鹰与寒鸦Ⅲ,1,8-3-1N,,,8-3-2N,,8-3-2N,,,
169,90032,IWS2000报告:如果做为阻止暴行的代价，需要承受死亡的只有我自己，那这不就是一桩划算的交易吗？,"8-4-1N,8-4-2N",8,BGM_Frontline,巨鹰与寒鸦Ⅳ ,1,8-4-1N,,,8-4-2N,,8-4-2N,,,
170,105,我绝对不会想到，几个月后会这样的地方，面临这样的处境……,"11-1-1,11-1-2",11,BGM_Frontline,急流破解,1,11-1-1,,9245:11-1-4-Point9245,11-1-2,,11-1-2,,,
171,106,为了找到作为任务目标的线人，我们来到陌生的城市，开始低调的电子入侵行动。,"11-2-1,11-2-2",11,BGM_Frontline,电子之瞳,1,11-2-1,,,11-2-2,,11-2-2,,,
172,107,我们在搜查记录时，有一个女仆打扮的民用人形引起了我们的注意，不过，不只有我们……,"11-3-1,11-3-2",11,BGM_Frontline,沉默追踪,1,11-3-1,,,11-3-2,,11-3-2,,,
173,108,没有时间了！她的心智马上就要……这是我们最后的希望了，绝对不能——,"11-4-1,11-4-2",11,BGM_Frontline,毁灭之前,1,11-4-1,,,11-4-2,,11-4-2,,,
174,109,我们借助指引，来到了目的地——那个线人藏身的地方，希望一切不会太迟，但是这个希望十分渺茫……,"11-5-1,11-5-2",11,BGM_Frontline,街中小屋,1,11-5-1,,9015:11-5-4-Point9015,11-5-2,,11-5-2,,,
175,110,经过一路排查，我们最终确定，那个线人一定被带到了……这个地面的下面，这就是这次任务的终点。,"11-6-1,11-6-2",11,BGM_Frontline,地下世界,1,11-6-1,,,11-6-2,,11-6-2,,,
176,111,为了调查安洁的下落，我们跟随指挥官前往列车站准备前往贝莱格莱德市，寻找唯一知晓这个线索的线人。,"11-1-1E,11-1-2E",11,BGM_Frontline,陌生旅程,1,11-1-1E,,9102:11-1-4E-Point9102,11-1-2E,,11-1-2E,,,
177,112,我们确认了线人的位置，接下来只要拿下这个据点就能营救目标，但是首先要做好准备。,"11-2-1E,11-2-2E",11,BGM_Frontline,袭击部署,1,11-2-1E,,,11-2-2E,,11-2-2E,,,
178,113,准备工作完成了，制造一场大混乱来占领控制室，最终夺取这个下水道据点吧！,"11-3-1E,11-3-2E",11,BGM_Frontline,趁火打劫,1,11-3-1E,,,11-3-2E,,11-3-2E,,,
179,114,我绝对不会想到，几个月后会这样的地方，面临这样的处境，而我们最后的希望……全都维系在……,"11-4-1E,11-4-2E",11,BGM_Frontline,绝地逃生,1,11-4-1E,,9292:11-4-4E-Point9292,11-4-2E,,11-4-2E,,,
192,10017,AR小队虽然脱离险境，但帕斯卡发出了最后的请求——捕获一架木星炮，在捕获完成前守住铁血的攻势吧！,"-5-1-1,-5-1-3Round10",-5,BGM_Frontline,坠入兔洞,1,-5-1-1,10:-5-1-3Round10,,,,,,,
193,10026,,,-8,BGM_Frontline,人偶歼灭,0,-8-2-1,,,-8-2-2First,,-8-2-2End,,,
194,10027,,,-8,BGM_Frontline,圣艾尔蒙,0,-8-1-1,,,-8-1-2First,,-8-1-2First,,,
195,10028,,,-8,BGM_Frontline,狩猎游戏,0,-8-3-1,,,-8-3-2First,,-8-3-2First,,,
196,10029,,,-8,BGM_Frontline,猎兔行动,0,-8-4-1,,,-8-4-2First,,-8-4-2End,,,
197,10036,根据赫丽安的广播，格里芬在战场上遭遇了危机，UMP45决定帮助大部队撤离，当然，这份援手不是免费的……,-13-1-1,-13,BGM_Frontline,虚数迷宫,1,-13-1-1,,,,,,,,
198,10043,,,-14,BGM_Frontline,崩坏降临,0,-14-1-1,,4968:-14-1-4-Point4968,-14-1-2First,,-14-1-2First,,,
199,10044,,,-14,BGM_Frontline,好奇心害死猫,0,-14-2-1,,,-14-2-2First,,-14-2-2First,,,
200,10045,,,-14,BGM_Frontline,琪亚娜出击,0,-14-3-1,,,-14-3-2First,,-14-3-2First,,,
201,10046,,,-14,BGM_Frontline,禁止入内,0,-14-4-1,,,-14-4-2End,,-14-4-2End,,,
202,10047,,,-15,BGM_Frontline,不祥的雷电,0,-15-1-1,,,-15-1-2First,,-15-1-2First,,,
203,10048,,,-15,BGM_Frontline,膨胀的欲望,0,-15-2-1,,,-15-2-2First,,-15-2-2End,,,
204,10049,,,-15,BGM_Frontline,怨念,0,-15-3-1,,,-15-3-2First,,-15-3-2First,,,
205,10050,,,-15,BGM_Frontline,只希望有一天…,0,-15-4-1,,,-15-4-2First,,-15-4-2End,,,
206,10051,“真是看不下去啊。格里芬的部队已经在撤离了，把她扔在这里必死无疑呢。……你觉得呢？”,-16-2-1,-16,BGM_Frontline,起点,1,-16-2-1,,,,,,,,
207,10052,“我这是……在哪里……”,-16-3-1,-16,BGM_Frontline,分歧点,1,-16-3-1,,,,,,,,
208,10053,“安洁，我们已经回收了M4A1，有下一步指示吗？”,"-16-4-1,-16-4-4-Point5546,-16-4-2First",-16,BGM_Frontline,冲程止点 Ⅰ,1,-16-4-1,,5546:-16-4-4-Point5546,-16-4-2First,,-16-4-2First,,,
209,10054,“格里芬正在向S11区转移？我看到了，现在这里已经乱成一锅粥了。”,-16-5-2First,-16,BGM_Frontline,冲程止点 Ⅱ,1,,,,-16-5-2First,,-16-5-2First,,,
210,10055,“我收到了AK12的明码通讯请求，要接入吗？”,-16-6-2First,-16,BGM_Frontline,冲程止点 Ⅲ,1,,,,-16-6-2First,,-16-6-2First,,,
211,10056,“虽然付出很大代价，但是应该确保了集合路线。”,-16-7-2First,-16,BGM_Frontline,冲程止点 Ⅳ,1,,,,-16-7-2First,,-16-7-2First,,,
212,10057,“AK12，你没忘记自己的专长吧？”,"-16-8-4-Point5627,-16-8-2First",-16,BGM_Frontline,压缩启动 Ⅰ,1,,,5627:-16-8-4-Point5627,-16-8-2First,,-16-8-2First,,,
213,10058,“不过就是简单断个线，心智模块也会变成这样乱糟糟的……就算是旧款人形，这方面也太脆弱了……”,-16-9-2First,-16,BGM_Frontline,压缩启动 Ⅱ,1,,,,-16-9-2First,,-16-9-2First,,,
214,10059,“你真的放心把这些敌人交给她一个人吗？”,-16-10-1,-16,BGM_Frontline,压缩启动 Ⅲ,1,-16-10-1,,,,,,,,
215,10060,“M4，可以了，前面的是友军。她们是忤逆小队的成员，安洁与AN94。”,-16-11-2First,-16,BGM_Frontline,压缩启动 Ⅳ,1,,,,-16-11-2First,,-16-11-2First,,,
216,10061,“大家辛苦啦！请继续坚守岗位，清点伤员，等待指挥官的新指示！”,-16-12-2First,-16,BGM_Frontline,再点火 Ⅰ,1,,,,-16-12-2First,,-16-12-2First,,,
217,10062,“还是没办法和任何指挥官联络上吗？军方那边的回应呢？还没有吗？”,-16-13-2First,-16,BGM_Frontline,再点火 Ⅱ,1,,,,-16-13-2First,,-16-13-2First,,,
218,10063,“……以上，就是我们知晓的对于S09区的所有情况。”,-16-14-2First,-16,BGM_Frontline,再点火 Ⅲ,1,,,,-16-14-2First,,-16-14-2First,,,
219,10064,“指挥官，我们已经成功将另一边的人形带回来了！”,-16-15-2First,-16,BGM_Frontline,再点火 Ⅳ,1,,,,-16-15-2First,,-16-15-2First,,,
220,10065,“……是的。绝对……绝对会阻止军方夺取主脑的行动。”,"-17-1-1,-17-1-2First",-17,BGM_Frontline,分歧点,1,-17-1-1,,,-17-1-2First,,-17-1-2First,,,
221,10066,“安洁，进展顺利吗？”,"-17-2-1,-17-2-2First",-17,BGM_Frontline,后翼弃卒 Ⅰ,1,-17-2-1,,,-17-2-2First,,-17-2-2First,,,
222,10067,“帕斯卡，你要立刻停止现在的行为。”,"-17-3-1,-17-3-2First",-17,BGM_Frontline,后翼弃卒 Ⅱ,1,-17-3-1,,,-17-3-2First,,-17-3-2First,,,
223,10068,“帕斯卡，我已经通知了M4A1，让她们立刻放下手中的工作，命令AK12和AN94准备电子战。”,"-17-4-1,-17-4-2First",-17,BGM_Frontline,后翼弃卒 Ⅲ,1,-17-4-1,,,-17-4-2First,,-17-4-2First,,,
224,10069,“通讯正在恢复……不知道是个好消息？还是坏消息……”,-17-5-2First,-17,BGM_Frontline,后翼弃卒 Ⅳ,1,,,,-17-5-2First,,-17-5-2First,,,
225,10070,“我想这场追问你是不会放弃的，对吧。”,-17-6-2First,-17,BGM_Frontline,王车易位 Ⅰ,1,,,,-17-6-2First,,-17-6-2First,,,
226,10071,“我回来了，事情现在很不乐观呢……再怎么说那都是军方的主力啊……”,-17-7-2First,-17,BGM_Frontline,王车易位 Ⅱ,1,,,,-17-7-2First,,-17-7-2First,,,
227,10072,“我很好奇，听到安洁说要营救的对象是404小队的时候……你有失望过吗？”,-17-8-2First,-17,BGM_Frontline,王车易位 Ⅲ,1,,,,-17-8-2First,,-17-8-2First,,,
228,10073,“代理人，M4A1回来了，她已经和位于大信息库的404接触。”,-17-9-2First,-17,BGM_Frontline,王车易位 Ⅳ,1,,,,-17-9-2First,,-17-9-2First,,,
229,10074,“45姐，格里芬的梯队3分钟后就会到达这里了。”,-17-10-1,-17,BGM_Frontline,底线升变 Ⅰ,1,-17-10-1,,,,,,,,
230,10075,“诸位，休息好了吗？该干活了哦。”,"-17-11-1,-17-11-2First",-17,BGM_Frontline,底线升变 Ⅱ,1,-17-11-1,,,-17-11-2First,,-17-11-2First,,,
231,10076,“45姐！对面的火力实在太猛了！”,-17-12-2First,-17,BGM_Frontline,底线升变 Ⅲ,1,,,,-17-12-2First,,-17-12-2First,,,
232,10077,“援军还没来吗？我们再退的话，就得拿铁血的信息库当掩体了。”,"-17-13-1,-17-13-2First",-17,BGM_Frontline,底线升变 Ⅳ,1,-17-13-1,,,-17-13-2First,,-17-13-2First,,,
233,10078,“指挥官！紧急事件！我们在撤退途中，发现了铁血精英人形计量官的部队！”,"-17-14-1,-17-14-2First",-17,BGM_Frontline,弱子死局 Ⅰ,1,-17-14-1,,,-17-14-2First,,-17-14-2First,,,
234,10079,“我回想起来了……很多事情……”,"-17-15-1,-17-15-2First",-17,BGM_Frontline,弱子死局 Ⅱ,1,-17-15-1,,,-17-15-2First,,-17-15-2First,,,
235,10080,“我们现在……要怎么办？”,"-17-16-1,-17-16-2First",-17,BGM_Frontline,弱子死局 Ⅲ,1,-17-16-1,,,-17-16-2First,,-17-16-2First,,,
236,10081,“格里芬的指挥官大人。我很荣幸，能与您这样的对手在战场上会面……然后，亲手碾碎您。”,"-17-17-1,-17-17-2First",-17,BGM_Frontline,弱子死局 Ⅳ,1,-17-17-1,,,-17-17-2First,,-17-17-2First,,,
237,10082,“M4，醒醒，要开始行动了。”,"-18-1-1,-18-1-2First",-18,BGM_Frontline,最终手段 Ⅰ,1,-18-1-1,,,-18-1-2First,,-18-1-2First,,,
238,10083,“周围残留的铁血已经歼灭完毕。”,"-18-2-1,-18-2-4-Point6188,-18-2-2First",-18,BGM_Frontline,最终手段 Ⅱ,1,-18-2-1,,6188:-18-2-4-Point6188,-18-2-2First,,-18-2-2First,,,
239,10084,“我想你也明白，现在已经是很危急的时刻了。想要阻止军方，光消灭掉铁血是不够的。”,"-18-3-1,-18-3-2First",-18,BGM_Frontline,最终手段 Ⅲ,1,-18-3-1,,,-18-3-2First,,-18-3-2First,,,
240,10085,“你终于来了。”,"-18-4-1,-18-4-2First",-18,BGM_Frontline,最终手段 Ⅳ,1,-18-4-1,,,-18-4-2First,,-18-4-2First,,,
241,10086,“404小队！还能坚持住么！？”,"-18-5-1,-18-5-4-Point6303,-18-5-2First",-18,BGM_Frontline,最终手段 Ⅴ,1,-18-5-1,,6303:-18-5-4-Point6303,-18-5-2First,,-18-5-2First,,,
242,10087,“军方的单位都不动了……离爆炸点太近了吗？”,"-18-6-1,-18-6-2First",-18,BGM_Frontline,终局,1,-18-6-1,,,-18-6-2First,,-18-6-2First,,,
243,10088,“哎呀！您就是指挥官吗？”,-16-16-1,-16,BGM_Frontline,信使,1,-16-16-1,,,,,,,,
244,10089,“唔，指挥官在这里啊……谢谢你让我有机会能和G3姐姐会合。”,-17-18-1,-17,BGM_Frontline,幸存者,1,-17-18-1,,,,,,,,
245,10090,“军方，铁血，格里芬……以及一些所属不明的家伙。这还真是一片混乱的战局啊。”,-18-7-1,-18,BGM_Frontline,再见了龙宫,1,-18-7-1,,,,,,,,
246,10091,“哎呀……接下来是瞄准了那里吗？这些大个子啊，真是要把我们的家推平掉呢。”,-18-8-1,-18,BGM_Frontline,马蜂窝,1,-18-8-1,,,,,,,,
247,10092,“必须得在抵达目的地前…………主脑…在哪里！？”,"BattleAvg/-18-Day3-6B,BattleAvg/-18-Day3-6C",-16,BGM_Frontline,终局,1,,,,,,,,,
248,10093,,,-19,BGM_Frontline,跟踪狂,0,-19-1-1,,,-19-1-2,,-19-1-2First,,,
249,10094,,,-19,BGM_Frontline,心跳,0,-19-2-1,,"6737:-19-2-4-Point6737,6738:-19-2-4-Point6738",-19-2-2,,-19-2-2First,,,
250,10095,,,-19,BGM_Frontline,等着你！,0,-19-3-1,,"6750:-19-3-4-Point6750,7023:-19-3-4-Point7023",-19-3-2,,-19-3-2First,,,
251,10096,,,-20,BGM_Frontline,薄暮骑士,0,-20-1-1,,"6780:-20-1-4-Point6780,7026:-20-1-4-Point7026",-20-1-2First,,-20-1-2First,,,
252,10097,,,-20,BGM_Frontline,命运,0,-20-2-1,,"6819:-20-2-4-Point6819,7029:-20-2-4-Point7029",-20-2-2First,,-20-2-2First,,,
253,10098,,,-20,BGM_Frontline,月光的尽头,0,-20-3-1,,"6845:-20-3-4-Point6845,6846:-20-3-4-Point6846",-20-3-2First,,-20-3-2End,,,
254,10099,,,-22,BGM_Frontline,跟踪狂EX,0,,,,,,,,,
255,10100,,,-22,BGM_Frontline,心跳EX,0,,,,,,,,,
256,10101,,,-22,BGM_Frontline,等着你！EX,0,,,,,,,,,
257,10102,,,-22,BGM_Frontline,薄暮骑士EX,0,,,,,,,,,
258,10103,,,-22,BGM_Frontline,命运EX,0,,,,,,,,,
259,10104,,,-22,BGM_Frontline,月光的尽头EX,0,,,,,,,,,
260,10105,,,-23,BGM_Frontline,坠入兔洞+,0,,,,,,,,,
261,10106,“我到底……该不该相信她呢……”,-24-2-1,-24,BGM_Frontline,废弃物,1,-24-2-1,,,,,,,,
262,10107,“这样的血……还不够……”,-24-3-2First,-24,BGM_Frontline,夜幕,1,,,,-24-3-2First,,-24-3-2First,,,
263,10108,“我现在……还不能出现……她们都全指望你了……”,"-24-4-1,-24-4-2First",-24,BGM_Frontline,安全屋,1,-24-4-1,,,-24-4-2First,,-24-4-2First,,,
264,10109,“RO635啊……看看我为友情都做了些什么。”,"-24-5-1,-24-5-2First",-24,BGM_Frontline,备用电源,1,-24-5-1,,,-24-5-2First,,-24-5-2First,,,
265,10110,“我们必须拯救她们，无论多危险，我们是战场上的战友。”,-24-6-1,-24,BGM_Frontline,储备据点,1,-24-6-1,,,,,,,,
266,10111,“你在乎过她们吗？从头到尾，你只有自己一个人而已……”,"-24-7-1,-24-7-2First",-24,BGM_Frontline,别了，稻草人,1,-24-7-1,,,-24-7-2First,,-24-7-2First,,,
267,10113,“我倒觉得能在最后一刻遇到你这样的猎物，真是幸运。”,"-24-8-1,-24-8-2First",-24,BGM_Frontline,最后一天,1,-24-8-1,,,-24-8-2First,,-24-8-2First,,,
268,10112,“……什么都不会留下，什么都没有改变。”,-24-9-2First,-24,BGM_Frontline,没有血的战场,1,,,,-24-9-2First,,-24-9-2First,,,
269,10114,“铁血……也会为了同伴做些什么吗？”,"-24-10-1,-24-10-2First",-24,BGM_Frontline,和平谈判,1,-24-10-1,,,-24-10-2First,,-24-10-2First,,,
270,10115,“至少遇到你之后，我觉得自己没有那么奇怪了。”,"-24-11-1,-24-11-2First",-24,BGM_Frontline,幸运？,1,-24-11-1,,,-24-11-2First,,-24-11-2First,,,
271,10116,“M4A1每次行动都要承受这么大压力吗……”,"-24-12-1,-24-12-2First",-24,BGM_Frontline,铁血精英据点,1,-24-12-1,,,-24-12-2First,,-24-12-2First,,,
272,10117,“所以你觉得呢？人形拥有感情……就意味着是劣质品吗？”,"-24-13-1,-24-13-2First",-24,BGM_Frontline,心智碎片,1,-24-13-1,,,-24-13-2First,,-24-13-2First,,,
273,10118,“早知道这样，就该忍到现在再哭才对呢……”,"-24-14-1,-24-14-2First",-24,BGM_Frontline,最卑鄙的愿望,1,-24-14-1,,,-24-14-2First,,-24-14-2First,,,
274,10120,“……白色的敌人，确实从没见过。”,"-25-1-1,-25-1-2First",-25,BGM_Frontline,未知敌人,1,-25-1-1,,,-25-1-2First,,-25-1-2First,,,
275,10121,“指挥官，我们不能一直龟缩在这里！”,-25-2-1,-25,BGM_Frontline,“支援”,1,-25-2-1,,,,,,,,
276,10122,“因为你在基地喝得大醉的时候，我一直都在外面拼命。”,"-25-3-1,-25-3-2First",-25,BGM_Frontline,格里芬敢死队,1,-25-3-1,,,-25-3-2First,,-25-3-2First,,,
277,10123,“希望我能想起你们，下一次……”,-25-4-1,-25,BGM_Frontline,2号防御据点,1,-25-4-1,,,,,,,,
278,10124,“我不是来组织野餐的，各位，按我说的去做，我们才能回家。”,-25-5-1,-25,BGM_Frontline,3号防御据点,1,-25-5-1,,,,,,,,
