identity,type,count,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,title,content,type_sort,sort,icon_code,prize_id,mission_id,condition,commander_title,unlock_function
185,get_equip_rank4,1,300,200,200,200,200,0,0,0,2-1,,,,高新产品,首次获得绿色装备。,4,41,首次获得N星装备,0,,,,2
186,get_equip_rank5,1,500,300,300,300,300,0,0,0,2-2,,,,百万级专利,首次获得金色装备。,4,41,首次获得N星装备,0,,,,2
187,develop_equip,1,30,30,30,30,10,0,0,0,,,,,装备制造,累计进行1次装备制造。,10,141,建造,0,,,,2
188,develop_equip,10,60,60,60,60,20,0,0,0,"2-1,3-1",,,,流水线,累计进行10次装备制造。,10,141,建造,0,,,,2
189,develop_equip,100,100,100,100,100,30,0,0,0,"2-3,3-3",,,,曼彻斯特厂长,累计进行100次装备制造。,10,141,建造,0,,,,2
190,develop_equip,200,200,200,200,200,60,0,0,0,"2-3,3-3",,,,炸药桶猎人,累计进行200次装备制造。,10,141,建造,0,,,,2
191,develop_equip,500,500,500,500,500,200,0,0,0,"2-5,3-5",,,,炼金工房,累计进行500次装备制造。,10,141,建造,0,,,,2
192,develop_equip,1000,1000,1000,1000,1000,300,0,0,0,"2-5,3-5",,,,矮人车间,累计进行1000次装备制造。,10,141,建造,0,,,,2
193,develop_equip,2000,2000,2000,2000,2000,600,0,0,0,"2-10,3-10",,,,异星工厂,累计进行2000次装备制造。,10,141,建造,0,,,,2
194,retire_equip,1,30,30,30,30,10,0,0,0,,,,,装备回收,累计进行1次装备回收。,10,143,装备拆解,0,,,,2
195,retire_equip,10,60,60,60,60,20,0,0,0,3-1,,,,垃圾桶,累计进行10次装备回收。,10,143,装备拆解,0,,,,2
196,retire_equip,100,100,100,100,100,30,0,0,0,3-3,,,,回收站,累计进行100次装备回收。,10,143,装备拆解,0,,,,2
197,retire_equip,500,200,200,200,200,60,0,0,0,3-3,,,,废品处理厂,累计进行500次装备回收。,10,143,装备拆解,0,,,,2
198,retire_equip,1000,500,500,500,500,200,0,0,0,3-5,,,,颓废派艺术,累计进行1000次装备回收。,10,143,装备拆解,0,,,,2
199,retire_equip,5000,1000,1000,1000,1000,300,0,0,0,3-5,,,,邋遢大王,累计进行5000次装备回收。,10,143,装备拆解,0,,,,2
200,retire_equip,10000,2000,2000,2000,2000,600,0,0,0,3-10,,,,大发明家,累计进行10000次装备回收。,10,143,装备拆解,0,,,,2
201,different_gun,160,12000,1000,1000,1000,1000,12,250,0,1-4,,,,十三工房,图鉴解锁160位不同的战术少女。,2,22,获得N把不同枪支,0,,,,0
202,different_gun,200,15000,1500,1500,1500,1500,15,300,0,1-5,,,,木偶牧场,图鉴解锁200位不同的战术少女。,2,22,获得N把不同枪支,0,,,,0
203,different_gun,250,20000,2000,2000,2000,2000,18,350,0,1-8,,,,人形小镇,图鉴解锁250位不同的战术少女。,2,22,获得N把不同枪支,0,,,,0
204,different_gun,300,25000,3000,3000,3000,3000,20,400,0,1-10,,,,少女乐园,图鉴解锁300位不同的战术少女。,2,22,获得N把不同枪支,0,,,,0
205,different_type1_gun,40,2000,700,700,700,700,4,70,0,1-4,,,,学者级收藏：手枪,图鉴解锁40位不同的手枪型战术少女。,2,23,获得N把不同手枪,0,,,,0
206,different_type1_gun,50,3000,1000,1000,1000,1000,5,100,0,1-5,,,,精英级收藏：手枪,图鉴解锁50位不同的手枪型战术少女。,2,23,获得N把不同手枪,0,,,,0
207,different_type1_gun,60,4000,1500,1500,1500,1500,6,150,0,1-6,,,,大师级收藏：手枪,图鉴解锁60位不同的手枪型战术少女。,2,23,获得N把不同手枪,0,,,,0
208,different_type2_gun,40,2000,700,700,700,700,4,70,0,1-4,,,,学者级收藏：冲锋枪,图鉴解锁40位不同的冲锋枪型战术少女。,2,24,获得N把不同冲锋枪,0,,,,0
209,different_type2_gun,50,3000,1000,1000,1000,1000,5,100,0,1-5,,,,精英级收藏：冲锋枪,图鉴解锁50位不同的冲锋枪型战术少女。,2,24,获得N把不同冲锋枪,0,,,,0
210,different_type2_gun,60,4000,1500,1500,1500,1500,6,150,0,1-6,,,,大师级收藏：冲锋枪,图鉴解锁60位不同的冲锋枪型战术少女。,2,24,获得N把不同冲锋枪,0,,,,0
211,different_type3_gun,40,2000,700,700,700,700,4,70,0,1-4,,,,学者级收藏：步枪,图鉴解锁40位不同的步枪型战术少女。,2,25,获得N把不同步枪,0,,,,0
212,different_type3_gun,50,3000,1000,1000,1000,1000,5,100,0,1-5,,,,精英级收藏：步枪,图鉴解锁50位不同的步枪型战术少女。,2,25,获得N把不同步枪,0,,,,0
213,different_type3_gun,60,4000,1500,1500,1500,1500,6,150,0,1-6,,,,大师级收藏：步枪,图鉴解锁60位不同的步枪型战术少女。,2,25,获得N把不同步枪,0,,,,0
214,different_type4_gun,40,2000,700,700,700,700,4,70,0,1-4,,,,学者级收藏：突击步枪,图鉴解锁40位不同的突击步枪型战术少女。,2,26,获得N把不同突击步枪,0,,,,0
215,different_type4_gun,50,3000,1000,1000,1000,1000,5,100,0,1-5,,,,精英级收藏：突击步枪,图鉴解锁50位不同的突击步枪型战术少女。,2,26,获得N把不同突击步枪,0,,,,0
216,different_type4_gun,60,4000,1500,1500,1500,1500,6,150,0,1-6,,,,大师级收藏：突击步枪,图鉴解锁60位不同的突击步枪型战术少女。,2,26,获得N把不同突击步枪,0,,,,0
217,different_type5_gun,40,2000,700,700,700,700,4,70,0,1-4,,,,学者级收藏：机枪,图鉴解锁40位不同的机枪型战术少女。,2,27,获得N把不同机枪,0,,,,0
218,different_type5_gun,50,3000,1000,1000,1000,1000,5,100,0,1-5,,,,精英级收藏：机枪,图鉴解锁50位不同的机枪型战术少女。,2,27,获得N把不同机枪,0,,,,0
219,different_type5_gun,60,4000,1500,1500,1500,1500,6,150,0,1-6,,,,大师级收藏：机枪,图鉴解锁60位不同的机枪型战术少女。,2,27,获得N把不同机枪,0,,,,0
220,mission_medal1,60,200,200,200,200,200,0,0,0,,,,,高阶指挥员,累计获得60枚铜星勋章。,5,61,获得N枚铜章,0,,,,0
221,mission_medal1,70,250,250,250,250,250,0,0,0,,,,,老练指挥员,累计获得70枚铜星勋章。,5,61,获得N枚铜章,0,,,,0
222,mission_medal1,80,300,300,300,300,300,0,0,0,,,,,大师指挥员,累计获得80枚铜星勋章。,5,61,获得N枚铜章,0,,,,0
223,mission_medal1,90,350,350,350,350,350,0,0,0,,,,,王牌指挥员,累计获得90枚铜星勋章。,5,61,获得N枚铜章,0,,,,0
224,mission_medal1,100,400,400,400,400,400,0,0,0,,,,,传奇指挥员,累计获得100枚铜星勋章。,5,61,获得N枚铜章,0,,,,0
225,mission_medal4,60,300,300,300,300,300,0,0,0,"3-4,4-4",,,,高阶战术家,累计获得60枚银星勋章。,5,62,获得N枚银章,0,,,,0
226,mission_medal4,70,350,350,350,350,350,0,0,0,"3-4,4-4",,,,老练战术家,累计获得70枚银星勋章。,5,62,获得N枚银章,0,,,,0
227,mission_medal4,80,400,400,400,400,400,0,0,0,"3-5,4-5",,,,大师战术家,累计获得80枚银星勋章。,5,62,获得N枚银章,0,,,,0
228,mission_medal4,90,450,450,450,450,450,0,0,0,"3-5,4-5",,,,王牌战术家,累计获得90枚银星勋章。,5,62,获得N枚银章,0,,,,0
229,mission_medal4,100,500,500,500,500,500,0,0,0,"3-6,4-6",,,,传奇战术家,累计获得100枚银星勋章。,5,62,获得N枚银章,0,,,,0
230,mission_bestrank5,60,350,350,350,350,350,0,70,0,1-6,,,,高阶士官长,累计获得60枚金星勋章。,5,63,获得N枚金章,0,,,,0
231,mission_bestrank5,70,400,400,400,400,400,0,80,0,1-7,,,,老练士官长,累计获得70枚金星勋章。,5,63,获得N枚金章,0,,,,0
232,mission_bestrank5,80,450,450,450,450,450,0,90,0,1-8,,,,大师士官长,累计获得80枚金星勋章。,5,63,获得N枚金章,0,,,,0
233,mission_bestrank5,90,500,500,500,500,500,0,100,0,1-9,,,,王牌士官长,累计获得90枚金星勋章。,5,63,获得N枚金章,0,,,,0
234,mission_bestrank5,100,550,550,550,550,550,0,110,0,1-10,,,,传奇士官长,累计获得100枚金星勋章。,5,63,获得N枚金章,0,,,,0
235,get_equip_category1,2000,1500,600,600,600,200,0,60,0,2-6,,,,配件达人,累计获得2000个配件类装备。,4,42,获得N个配件,0,,,,2
236,get_equip_category1,5000,2000,700,700,700,250,0,70,0,2-8,,,,配件厂长,累计获得5000个配件类装备。,4,42,获得N个配件,0,,,,2
237,get_equip_category1,10000,3000,800,800,800,300,0,80,0,2-10,,,,配件大亨,累计获得10000个配件类装备。,4,42,获得N个配件,0,,,,2
238,get_equip_category1,20000,4000,900,900,900,300,0,90,0,2-12,,,,配件制霸,累计获得20000个配件类装备。,4,42,获得N个配件,0,,,,2
239,get_equip_category1,50000,5000,1000,1000,1000,350,0,100,0,2-15,,,,配件超人,累计获得50000个配件类装备。,4,42,获得N个配件,0,,,,2
240,get_equip_category2,2000,1500,600,600,600,200,0,60,0,2-6,,,,弹匣达人,累计获得2000个弹匣类装备。,4,43,获得N个弹匣,0,,,,2
241,get_equip_category2,5000,2000,700,700,700,250,0,70,0,2-8,,,,弹匣厂长,累计获得5000个弹匣类装备。,4,43,获得N个弹匣,0,,,,2
242,get_equip_category2,10000,3000,800,800,800,300,0,80,0,2-10,,,,弹匣大亨,累计获得10000个弹匣类装备。,4,43,获得N个弹匣,0,,,,2
243,get_equip_category2,20000,4000,900,900,900,300,0,90,0,2-12,,,,弹匣制霸,累计获得20000个弹匣类装备。,4,43,获得N个弹匣,0,,,,2
244,get_equip_category2,50000,5000,1000,1000,1000,350,0,100,0,2-15,,,,弹匣超人,累计获得50000个弹匣类装备。,4,43,获得N个弹匣,0,,,,2
245,get_equip_category3,2000,1500,600,600,600,200,0,60,0,2-6,,,,人形达人,累计获得2000个人形类装备。,4,44,获得N个人形装备,0,,,,2
246,get_equip_category3,5000,2000,700,700,700,250,0,70,0,2-8,,,,人形厂长,累计获得5000个人形类装备。,4,44,获得N个人形装备,0,,,,2
247,get_equip_category3,10000,3000,800,800,800,300,0,80,0,2-10,,,,人形大亨,累计获得10000个人形类装备。,4,44,获得N个人形装备,0,,,,2
248,get_equip_category3,20000,4000,900,900,900,300,0,90,0,2-12,,,,人形制霸,累计获得20000个人形类装备。,4,44,获得N个人形装备,0,,,,2
249,get_equip_category3,50000,5000,1000,1000,1000,350,0,100,0,2-15,,,,人形超人,累计获得50000个人形类装备。,4,44,获得N个人形装备,0,,,,2
250,teammove_random,20000,3000,3000,3000,3000,1000,12,0,0,8-6,,,,下一站？,累计踏上任意随机点20000次。,1,1,踩随机点,0,,,,0
251,teammove_random,50000,4000,4000,4000,4000,1300,16,0,0,8-8,,,,人生巧克力,累计踏上任意随机点50000次。,1,1,踩随机点,0,,,,0
252,teammove_random,100000,5000,5000,5000,5000,1600,20,0,0,8-10,,,,命运之轮,累计踏上任意随机点100000次。,1,1,踩随机点,0,,,,0
253,enemy_die,200000,3000,3000,3000,3000,1000,0,0,0,1-12,,,,驱魔少女,战斗胜利情况下累计消灭200000个敌人。,1,2,消灭N个敌人,0,,,,0
254,enemy_die,500000,4000,4000,4000,4000,1300,0,0,0,1-16,,,,和平缔造者,战斗胜利情况下累计消灭500000个敌人。,1,2,消灭N个敌人,0,,,,0
255,enemy_die,1000000,5000,5000,5000,5000,1600,0,0,0,1-20,,,,格里芬大镖客,战斗胜利情况下累计消灭1000000个敌人。,1,2,消灭N个敌人,0,,,,0
256,team_die,20000,3000,3000,3000,3000,1000,0,0,0,1-12,,,,铁王座,我方梯队累计战斗失败20000次。,1,3,失败,0,,,,0
257,team_die,50000,4000,4000,4000,4000,1300,0,0,0,1-16,,,,晨间剧主角,我方梯队累计战斗失败50000次。,1,3,失败,0,,,,0
258,team_die,100000,5000,5000,5000,5000,1600,0,0,0,1-20,,,,不是还有生命吗,我方梯队累计战斗失败100000次。,1,3,失败,0,,,,0
259,mission_win,20000,3000,3000,3000,3000,1000,0,0,0,"3-6,4-6",,,,战斗乐园,任意关卡累计获胜20000次。,1,4,胜利,0,,,,0
260,mission_win,50000,4000,4000,4000,4000,1300,0,0,0,"3-8,4-8",,,,战锤50K,任意关卡累计获胜50000次。,1,4,胜利,0,,,,0
261,mission_win,100000,5000,5000,5000,5000,1600,0,0,0,"3-10,4-10",,,,格里芬冲锋队,任意关卡累计获胜100000次。,1,4,胜利,0,,,,0
262,mission_lose,5000,3000,3000,3000,3000,1000,0,0,0,"3-6,4-6",,,,伟大前程,任意关卡累计作战失败5000次。,1,5,失败,0,,,,0
263,mission_lose,10000,4000,4000,4000,4000,1300,0,0,0,"3-8,4-8",,,,巨人的肩膀,任意关卡累计作战失败10000次。,1,5,失败,0,,,,0
264,mission_lose,20000,5000,5000,5000,5000,1600,0,0,0,"3-10,4-10",,,,联盟冠军之旅,任意关卡累计作战失败20000次。,1,5,失败,0,,,,0
265,fix_gun,20000,3000,3000,3000,3000,1000,0,0,0,4-12,,,,怪物,累计进行20000次战术少女或融合势力单位修复。,8,123,人形修复,0,,,,0
266,fix_gun,50000,4000,4000,4000,4000,1300,0,0,0,4-16,,,,你弄坏的我来修,累计进行50000次战术少女或融合势力单位修复。,8,123,人形修复,0,,,,0
267,fix_gun,100000,5000,5000,5000,5000,1600,0,0,0,4-20,,,,妄想改造人,累计进行100000次战术少女或融合势力单位修复。,8,123,人形修复,0,,,,0
268,operation,20000,3000,3000,3000,3000,1000,0,0,0,"1-12,3-12,4-12",,,,饥荒,累计完成20000次后勤支援。,11,161,后勤支援,0,,,,0
269,operation,50000,4000,4000,4000,4000,1300,0,0,0,"1-16,3-16,4-16",,,,无人形深空,累计完成50000次后勤支援。,11,161,后勤支援,0,,,,0
270,operation,100000,5000,5000,5000,5000,1600,0,0,0,"1-20,3-20,4-20",,,,银河系搭车客,累计完成100000次后勤支援。,11,161,后勤支援,0,,,,0
271,develop_gun,5000,3000,3000,3000,3000,1000,0,0,0,3-12,,,,弹跳天国,累计进行5000次战术少女制造。,8,121,建造,0,,,,0
272,develop_gun,10000,4000,4000,4000,4000,1300,0,0,0,3-16,,,,T-10000,累计进行10000次战术少女制造。,8,121,建造,0,,,,0
273,develop_gun,20000,5000,5000,5000,5000,1600,0,0,0,3-20,,,,人形的圣诞礼物,累计进行20000次战术少女制造。,8,121,建造,0,,,,0
274,combine_gun,5000,3000,3000,3000,3000,1000,30,0,0,,,,,聚宝盆,累计进行5000次战术少女扩编。,8,125,人形扩编,0,,,,0
275,combine_gun,10000,4000,4000,4000,4000,1300,35,0,0,,,,,最后之作,累计进行10000次战术少女扩编。,8,125,人形扩编,0,,,,0
276,combine_gun,20000,5000,5000,5000,5000,1600,40,0,0,,,,,女仆咖啡厅,累计进行20000次战术少女扩编。,8,125,人形扩编,0,,,,0
277,eat_gun,20000,3000,3000,3000,3000,1000,0,0,0,1-12,,,,浮士德,累计进行20000次战术少女强化。,8,124,强化,0,,,,0
278,eat_gun,50000,4000,4000,4000,4000,1300,0,0,0,1-16,,,,灰姑娘,累计进行50000次战术少女强化。,8,124,强化,0,,,,0
279,eat_gun,100000,5000,5000,5000,5000,1600,0,0,0,1-20,,,,神力无敌,累计进行100000次战术少女强化。,8,124,强化,0,,,,0
280,retire_gun,20000,3000,3000,3000,3000,1000,12,0,0,,,,,永别了武器,累计进行20000次战术少女回收。,8,126,人形拆解,0,,,,0
281,retire_gun,50000,4000,4000,4000,4000,1300,16,0,0,,,,,非暴力不合作,累计进行50000次战术少女回收。,8,126,人形拆解,0,,,,0
282,retire_gun,100000,5000,5000,5000,5000,1600,20,0,0,,,,,谢谢所有的鱼,累计进行100000次战术少女回收。,8,126,人形拆解,0,,,,0
283,upgrade,5000,3000,3000,3000,3000,1000,0,0,0,8-6,,,,第5000条军规,累计进行5000次技能训练。,8,127,技能训练,0,,,,0
284,upgrade,10000,4000,4000,4000,4000,1300,0,0,0,8-8,,,,魔鬼司令,累计进行10000次技能训练。,8,127,技能训练,0,,,,0
285,upgrade,20000,5000,5000,5000,5000,1600,0,0,0,8-10,,,,和平经由暴政,累计进行20000次技能训练。,8,127,技能训练,0,,,,0
286,coin_mission,5000,3000,3000,3000,3000,1000,0,0,0,4-12,,,,和莎莫的5000天,累计完成5000次模拟作战。,1,6,模拟作战,0,,,,0
287,coin_mission,10000,4000,4000,4000,4000,1300,0,0,0,4-16,,,,21世纪少女,累计完成10000次模拟作战。,1,6,模拟作战,0,,,,0
288,coin_mission,20000,5000,5000,5000,5000,1600,0,0,0,4-20,,,,自由归于众生,累计完成20000次模拟作战。,1,6,模拟作战,0,,,,0
289,auto_mission,20000,3000,3000,3000,3000,1000,0,0,0,3-12,,,,银翼使者,累计完成20000次自律作战。,1,7,自律作战,0,,,,0
290,auto_mission,50000,4000,4000,4000,4000,1300,0,0,0,3-16,,,,神经浪游者,累计完成50000次自律作战。,1,7,自律作战,0,,,,0
291,auto_mission,100000,5000,5000,5000,5000,1600,0,0,0,3-20,,,,外天楼,累计完成100000次自律作战。,1,7,自律作战,0,,,,0
292,max_mp,300000,2000,8000,0,0,0,0,0,0,4-5,,,,力王,人力总数首次达到300000。,11,162,人力,0,,,,0
293,max_ammo,300000,2000,0,8000,0,0,0,0,0,3-5,,,,兰博,弹药总数首次达到300000。,11,163,弹药,0,,,,0
294,max_mre,300000,2000,0,0,8000,0,0,0,0,1-5,,,,幻想少女糖果屋,口粮总数首次达到300000。,11,164,口粮,0,,,,0
295,max_part,300000,2000,0,0,0,8000,0,0,0,4-5,,,,合金齿轮,零件总数首次达到300000。,11,165,零件,0,,,,0
296,develop_equip,5000,3000,3000,3000,3000,1000,0,0,0,"2-10,3-10",,,,弹珠音乐箱,累计进行5000次装备制造。,10,141,建造,0,,,,2
297,develop_equip,10000,4000,4000,4000,4000,1300,0,0,0,"2-15,3-15",,,,灯泡发明史,累计进行10000次装备制造。,10,141,建造,0,,,,2
298,develop_equip,20000,5000,5000,5000,5000,1600,0,0,0,"2-15,3-15",,,,至尊太君,累计进行20000次装备制造。,10,141,建造,0,,,,2
299,develop_equip,50000,6000,6000,6000,6000,2000,0,0,0,"2-20,3-20",,,,宇宙工厂,累计进行50000次装备制造。,10,141,建造,0,,,,2
300,retire_equip,20000,3000,3000,3000,3000,1000,0,0,0,3-12,,,,生产危机,累计进行20000次装备回收。,10,143,装备拆解,0,,,,2
301,retire_equip,50000,4000,4000,4000,4000,1300,0,0,0,3-16,,,,拆火车,累计进行50000次装备回收。,10,143,装备拆解,0,,,,2
302,retire_equip,100000,5000,5000,5000,5000,1600,0,0,0,3-20,,,,解体新书,累计进行100000次装备回收。,10,143,装备拆解,0,,,,2
303,favor100_gun,1,30,30,30,30,10,0,0,0,,,,,胜利之吻,首个战术少女好感度达到100。,7,101,100好感度,0,,,,0
304,favor100_gun,10,60,60,60,60,20,0,0,0,,,,,月之链,10个战术少女好感度达到100。,7,101,100好感度,0,,,,0
305,favor100_gun,30,100,100,100,100,30,0,0,0,,,,,水星之链,30个战术少女好感度达到100。,7,101,100好感度,0,,,,0
306,favor100_gun,50,200,200,200,200,60,0,0,0,,,,,金星之链,50个战术少女好感度达到100。,7,101,100好感度,0,,,,0
307,favor100_gun,100,500,500,500,500,200,0,0,0,,,,,火星之链,100个战术少女好感度达到100。,7,101,100好感度,0,,,,0
308,favor100_gun,150,1000,1000,1000,1000,300,0,0,0,,,,,木星之链,150个战术少女好感度达到100。,7,101,100好感度,0,,,,0
309,favor100_gun,200,2000,2000,2000,2000,600,0,0,0,,,,,土星之链,200个战术少女好感度达到100。,7,101,100好感度,0,,,,0
310,favor100_gun,300,3000,3000,3000,3000,1000,0,0,0,,,,,天王星之链,300个战术少女好感度达到100。,7,101,100好感度,0,,,,0
311,soul_bond_gun,1,30,30,30,30,10,0,10,0,,,,,誓约烙印,首次与战术少女缔结誓约。,7,102,誓约,0,,,,0
312,soul_bond_gun,10,60,60,60,60,20,0,30,0,,,,,战地誓言,与10个战术少女缔结誓约。,7,102,誓约,0,,,,0
313,soul_bond_gun,30,100,100,100,100,30,0,50,0,,,,,心灵刻痕,与30个战术少女缔结誓约。,7,102,誓约,0,,,,0
314,soul_bond_gun,50,200,200,200,200,60,0,100,0,,,,,感官链接,与50个战术少女缔结誓约。,7,102,誓约,0,,,,0
315,soul_bond_gun,100,500,500,500,500,200,0,150,0,,,,,灵魂共鸣,与100个战术少女缔结誓约。,7,102,誓约,0,,,,0
316,soul_bond_gun,150,1000,1000,1000,1000,300,0,200,0,,,,,浪漫交响,与150个战术少女缔结誓约。,7,102,誓约,0,,,,0
317,soul_bond_gun,200,2000,2000,2000,2000,600,0,250,0,,,,,灿烂千阳,与200个战术少女缔结誓约。,7,102,誓约,0,,,,0
318,soul_bond_gun,300,3000,3000,3000,3000,1000,0,300,0,,,,,天堂礼赞,与300个战术少女缔结誓约。,7,102,誓约,0,,,,0
319,favor150_gun,1,30,30,30,30,10,0,0,0,,,,,幸福终点站,首个战术少女好感度达到150。,7,103,150好感度,0,,,,0
320,favor150_gun,10,60,60,60,60,20,0,0,0,,,,,薄纸之绊,10个战术少女好感度达到150。,7,103,150好感度,0,,,,0
321,favor150_gun,30,100,100,100,100,30,0,0,0,,,,,棉纱之绊,30个战术少女好感度达到150。,7,103,150好感度,0,,,,0
322,favor150_gun,50,200,200,200,200,60,0,0,0,,,,,青木之绊,50个战术少女好感度达到150。,7,103,150好感度,0,,,,0
323,favor150_gun,100,500,500,500,500,200,0,0,0,,,,,白锡之绊,100个战术少女好感度达到150。,7,103,150好感度,0,,,,0
324,favor150_gun,150,1000,1000,1000,1000,300,0,0,0,,,,,水晶之绊,150个战术少女好感度达到150。,7,103,150好感度,0,,,,0
325,favor150_gun,200,2000,2000,2000,2000,600,0,0,0,,,,,细瓷之绊,200个战术少女好感度达到150。,7,103,150好感度,0,,,,0
326,favor150_gun,300,3000,3000,3000,3000,1000,0,0,0,,,,,珍珠之绊,300个战术少女好感度达到150。,7,103,150好感度,0,,,,0
327,gasha_count,1,30,0,0,0,0,0,0,0,,,,100001-1,跨境采购,首次进行家居采购。,6,81,进行N次家居采购,0,,,,0
328,gasha_count,10,60,0,0,0,0,0,10,0,,,,100002-1,采购入门,进行10次家居采购。,6,81,进行N次家居采购,0,,,,0
329,gasha_count,50,100,0,0,0,0,0,30,0,,,,100003-1,采购学徒,进行50次家居采购。,6,81,进行N次家居采购,0,,,,0
330,gasha_count,100,200,0,0,0,0,0,50,0,,,,100003-1,采购工匠,进行100次家居采购。,6,81,进行N次家居采购,0,,,,0
331,gasha_count,500,500,0,0,0,0,0,100,0,,,,100003-2,采购精英,进行500次家居采购。,6,81,进行N次家居采购,0,,,,0
332,gasha_count,1000,1000,0,0,0,0,0,150,0,,,,100003-2,采购专家,进行1000次家居采购。,6,81,进行N次家居采购,0,,,,0
333,gasha_count,2000,2000,0,0,0,0,0,200,0,,,,100003-3,采购大师,进行2000次家居采购。,6,81,进行N次家居采购,0,,,,0
334,gasha_count,5000,3000,0,0,0,0,0,250,0,,,,100003-3,采购达人,进行5000次家居采购。,6,81,进行N次家居采购,0,,,,0
335,gasha_count,10000,4000,0,0,0,0,0,300,0,,,,100003-5,采购厂长,进行10000次家居采购。,6,81,进行N次家居采购,0,,,,0
336,gasha_count,20000,5000,0,0,0,0,0,350,0,,,,100003-5,采购大亨,进行20000次家居采购。,6,81,进行N次家居采购,0,,,,0
337,rank4_furniture_count,1,30,0,0,0,0,0,0,0,41-5,,,,从家开始,首次获得4星家具。,6,82,获得N件4星家具,0,,,,0
338,rank4_furniture_count,10,60,0,0,0,0,0,0,0,41-10,,,,温馨家具入门,获得10件4星家具。,6,82,获得N件4星家具,0,,,,0
339,rank4_furniture_count,20,100,0,0,0,0,0,0,0,41-20,,,,温馨家具学徒,获得20件4星家具。,6,82,获得N件4星家具,0,,,,0
340,rank4_furniture_count,50,200,0,0,0,0,0,0,0,41-30,,,,温馨家具工匠,获得50件4星家具。,6,82,获得N件4星家具,0,,,,0
341,rank4_furniture_count,100,500,0,0,0,0,0,0,0,41-40,,,,温馨家具精英,获得100件4星家具。,6,82,获得N件4星家具,0,,,,0
342,rank4_furniture_count,200,1000,0,0,0,0,0,0,0,41-50,,,,温馨家具专家,获得200件4星家具。,6,82,获得N件4星家具,0,,,,0
343,rank4_furniture_count,500,2000,0,0,0,0,0,0,0,41-60,,,,温馨家具大师,获得500件4星家具。,6,82,获得N件4星家具,0,,,,0
344,rank4_furniture_count,1000,3000,0,0,0,0,0,0,0,41-70,,,,温馨家具达人,获得1000件4星家具。,6,82,获得N件4星家具,0,,,,0
345,rank4_furniture_count,2000,4000,0,0,0,0,0,0,0,41-80,,,,温馨家具厂长,获得2000件4星家具。,6,82,获得N件4星家具,0,,,,0
346,rank4_furniture_count,5000,5000,0,0,0,0,0,0,0,41-100,,,,温馨家具大亨,获得5000件4星家具。,6,82,获得N件4星家具,0,,,,0
347,rank5_furniture_count,1,30,0,0,0,0,0,0,0,41-5,,,,收获情调,首次获得5星家具。,6,83,获得N件5星家具,0,,,,0
348,rank5_furniture_count,5,60,0,0,0,0,0,0,0,41-10,,,,优雅家具入门,获得5件5星家具。,6,83,获得N件5星家具,0,,,,0
349,rank5_furniture_count,10,100,0,0,0,0,0,0,0,41-20,,,,优雅家具学徒,获得10件5星家具。,6,83,获得N件5星家具,0,,,,0
350,rank5_furniture_count,20,200,0,0,0,0,0,0,0,41-30,,,,优雅家具工匠,获得20件5星家具。,6,83,获得N件5星家具,0,,,,0
351,rank5_furniture_count,50,500,0,0,0,0,0,0,0,41-40,,,,优雅家具精英,获得50件5星家具。,6,83,获得N件5星家具,0,,,,0
352,rank5_furniture_count,100,1000,0,0,0,0,0,0,0,41-50,,,,优雅家具专家,获得100件5星家具。,6,83,获得N件5星家具,0,,,,0
353,rank5_furniture_count,200,2000,0,0,0,0,0,0,0,41-60,,,,优雅家具大师,获得200件5星家具。,6,83,获得N件5星家具,0,,,,0
354,rank5_furniture_count,500,3000,0,0,0,0,0,0,0,41-70,,,,优雅家具达人,获得500件5星家具。,6,83,获得N件5星家具,0,,,,0
355,rank5_furniture_count,1000,4000,0,0,0,0,0,0,0,41-80,,,,优雅家具厂长,获得1000件5星家具。,6,83,获得N件5星家具,0,,,,0
356,rank5_furniture_count,2000,5000,0,0,0,0,0,0,0,41-100,,,,优雅家具大亨,获得2000件5星家具。,6,83,获得N件5星家具,0,,,,0
357,different_rank4_furniture_classes,1,30,0,0,0,0,0,10,0,41-5,,,,点燃生活,获得1套4星家具。,6,85,获得N套4星家具,0,,,,0
358,different_rank4_furniture_classes,3,60,0,0,0,0,0,20,0,41-10,,,,新人装扮者,获得3套不同的4星家具。,6,85,获得N套4星家具,0,,,,0
359,different_rank4_furniture_classes,5,100,0,0,0,0,0,30,0,41-15,,,,实习装扮者,获得5套不同的4星家具。,6,85,获得N套4星家具,0,,,,0
360,different_rank4_furniture_classes,10,200,0,0,0,0,0,50,0,41-20,,,,装扮者,获得10套不同的4星家具。,6,85,获得N套4星家具,0,,,,0
361,different_rank4_furniture_classes,15,500,0,0,0,0,0,80,0,41-25,,,,进阶装扮者,获得15套不同的4星家具。,6,85,获得N套4星家具,0,,,,0
362,different_rank4_furniture_classes,20,1000,0,0,0,0,0,120,0,41-30,,,,精英装扮者,获得20套不同的4星家具。,6,85,获得N套4星家具,0,,,,0
363,different_rank4_furniture_classes,30,2000,0,0,0,0,0,160,0,41-35,,,,资深装扮者,获得30套不同的4星家具。,6,85,获得N套4星家具,0,,,,0
364,different_rank4_furniture_classes,40,3000,0,0,0,0,0,200,0,41-40,,,,高阶装扮者,获得40套不同的4星家具。,6,85,获得N套4星家具,0,,,,0
