id,group_id,lv,unlock_num,if_skill_up,resolution_number,resolution_hp,resolution_pow,resolution_rate,resolution_hit,resolution_dodge,resolution_armor,resolution_armor_piercing,resolution_crit,resolution_crit_dmg,resolution_speed,resolution_effect,effect_grid_effect,ap_add,cost_reduce,skill1,skill2,skill3,skill_advance
80103,801,3,1,0,1,331,72,42,29,73,0,0,0,0,0,200,"4:2,15;4,20",3,0,0,0,0,0
80104,801,4,1,2,1,331,72,42,29,73,0,0,0,0,0,200,"4:2,15;4,20",3,0,0,30007,0,0
80200,802,0,0,0,1,319,42,32,31,42,0,0,0,0,0,0,"0:1,6;5,6|5:3,10;4,10",0,0,0,0,0,0
80201,802,1,1,0,1,319,42,32,31,42,0,0,0,0,0,200,"0:1,10;5,10|5:3,18;4,18",0,0,0,0,0,0
80202,802,2,1,0,1,319,82,32,31,42,0,0,0,0,0,200,"0:1,10;5,10|5:3,18;4,18",0,2,0,0,0,0
80203,802,3,1,0,1,439,82,32,31,57,0,0,0,0,0,200,"0:1,10;5,10|5:3,18;4,18",0,2,0,0,0,0
80204,802,4,1,3,1,439,82,32,31,57,0,0,0,0,0,200,"0:1,10;5,10|5:3,18;4,18",0,2,0,0,600308,0
80300,803,0,0,0,1,348,57,39,17,32,0,0,0,0,0,0,"0:2,3;3,3|5:3,8;4,8|6:1,6;3,8",0,0,0,0,0,0
80301,803,1,1,0,1,348,57,39,17,32,0,0,0,0,0,200,"0:2,6;3,6|5:3,12;4,12|6:1,10;3,12",0,0,0,0,0,0
80302,803,2,1,0,1,348,77,39,17,47,0,0,0,0,0,200,"0:2,6;3,6|5:3,12;4,12|6:1,10;3,12",0,0,0,0,0,0
80303,803,3,1,0,1,348,77,39,33,63,0,0,0,0,0,200,"0:2,6;3,6|5:3,12;4,12|6:1,10;3,12",0,0,0,0,0,0
80304,803,4,1,4,1,348,77,39,33,63,0,0,0,0,0,200,"0:2,6;3,6|5:3,12;4,12|6:1,10;3,12",0,0,0,0,0,900598
80400,804,0,0,0,1,44,8,32,31,46,0,0,0,0,0,0,,0,0,0,0,0,0
80401,804,1,1,0,2,44,8,32,31,46,0,0,0,0,0,0,,0,0,0,0,0,0
80402,804,2,1,0,3,44,8,32,31,46,0,0,0,0,0,0,,0,1,0,0,0,0
80403,804,3,1,3,4,44,8,32,31,46,0,0,0,0,0,0,,0,1,0,0,900526,0
80404,804,4,1,4,5,44,8,32,31,46,0,0,0,0,0,0,,0,1,0,0,900526,900598
80500,805,0,0,0,1,58,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
80501,805,1,1,0,2,58,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
80502,805,2,1,0,3,58,10,41,18,68,0,0,0,0,0,0,,0,1,0,0,0,0
80503,805,3,1,0,4,58,10,41,18,68,0,0,0,0,0,0,,0,1,0,0,0,0
80504,805,4,1,4,5,58,10,41,18,68,0,0,0,0,0,0,,0,1,0,0,0,600308
80600,806,0,0,0,1,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80601,806,1,1,0,2,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80602,806,2,1,0,3,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80603,806,3,1,0,4,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80604,806,4,1,0,5,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80700,807,0,0,0,1,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80701,807,1,1,0,2,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80702,807,2,1,0,3,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80703,807,3,1,0,4,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80704,807,4,1,0,5,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80800,808,0,0,0,1,23,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
80801,808,1,1,0,2,23,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
80802,808,2,1,0,3,23,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
80803,808,3,1,0,4,23,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
80804,808,4,1,0,5,23,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
