id,name,code,description,lvup_description,skill_group_id,level,train_coin_type,train_coin_number,skill_up_time,spot_type,spot_belong,spot_echelon,cd_time,cd_time_type,consumption,start_range,is_night,data_pool,is_airborne,airborne_mission_buff_config_id,effect_cast,effect_self,effect_target,trigger_id,target_id,special_spot_add,special_spot_minus,mission_buff_add,mission_buff_minus,subsidiary_mission_skill,is_manual,allyteam_summoner,ap_cost,consumption_item,drop_item,fun_game_type,fun_game_name,fun_game_result_sub
420653,传送,,,,420653,1,0,0,0,-1,-1,0,0,1,0,100,0,0,2,0,1009,0,1012,42061300&&42061401&&42061500,42060301,,,,,,420106,,0,,,0,,
420654,传送,,,,420654,1,0,0,0,-1,-1,0,0,1,0,100,0,0,2,0,1009,0,1012,42061301&&42061400&&42061500,42060401,,,,,,420106,,0,,,0,,
420655,传送,,,,420655,1,0,0,0,-1,-1,0,0,1,0,100,0,0,2,0,1009,0,1012,42061300&&42061401&&42061501,42060501,,,,,,420106,,0,,,0,,
420656,传送,,,,420656,1,0,0,0,-1,-1,0,0,1,0,100,0,0,2,0,1009,0,1012,42061301&&42061400&&42061501,42060601,,,,,,420106,,0,,,0,,
420657,传送,,,,420657,1,0,0,0,-1,-1,0,0,1,0,100,0,0,2,0,1009,0,1012,42061301&&42061401&&42061500,42060701,,,,,,420106,,0,,,0,,
440000,【标记】丹德莱初始化,,,,440000,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,440000:1,,,0,,0,,,0,,
440001,阴极双影,,支援目标梯队，当进入战斗时可在场中召唤丹德莱的幻像，对全体敌人造成伤害后退场，支援持续1回合，每回合只能支援1个梯队,,440001,1,0,0,0,-1,"0,1,2,3","1,8",0,0,0,3,0,0,0,0,0,0,0,44000300,,,,440001:1,,440003,440001,,0,,,0,,
440002,光核熔断,,削弱目标敌人，使其进入战斗2秒后清空全部力场值，并极大幅度降低命中闪避和移动速度，削弱效果在5秒内逐渐消失，削弱持续1回合，每回合只能削弱1个敌人,,440002,1,0,0,0,-1,"0,1,2,3","4,5,6",0,0,0,3,0,0,0,0,0,0,0,44000400,44000500,,,440002:1,,440004,440002,,0,,,0,,
440003,【标记】丹德莱BUFFCD,,,,440003,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,3,0,0,0,0,0,0,0,,1,,,440003:1,,,0,,0,,,0,,
440004,【标记】丹德莱DEBUFFCD,,,,440004,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,3,0,0,0,0,0,0,0,,1,,,440004:1,,,0,,0,,,0,,
440010,【标记】迷雾1初始化,,,,440010,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440010:1,,,,,0,,0,,,0,,
440011,载波定瞄,,扫描周围，展现被迷雾隐藏的区域,,440011,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,99,0,0,0,0,0,0,1000046,(44000001&&44001001)||(44001001&&44000601),44001001,,440010:1,,,,440003,,0,,,0,,
440020,【标记】迷雾2初始化,,,,440020,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440020:1,,,,,0,,0,,,0,,
440021,载波定瞄,,扫描周围，展现被迷雾隐藏的区域,,440021,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,99,0,0,0,0,0,0,1000046,(44000001&&44002001)||(44002001&&44000601),44002001,,440020:1,,,,440003,,0,,,0,,
440030,【标记】迷雾3初始化,,,,440030,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440030:1,,,,,0,,0,,,0,,
440031,载波定瞄,,扫描周围，展现被迷雾隐藏的区域,,440031,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,99,0,0,0,0,0,0,1000046,(44000001&&44003001)||(44003001&&44000601),44003001,,440030:1,,,,440003,,0,,,0,,
440040,【标记】迷雾4初始化,,,,440040,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440040:1,,,,,0,,0,,,0,,
440041,载波定瞄,,扫描周围，展现被迷雾隐藏的区域,,440041,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,99,0,0,0,0,0,0,1000046,(44000001&&44004001)||(44004001&&44000601),44004001,,440040:1,,,,440003,,0,,,0,,
440050,【标记】迷雾5初始化,,,,440050,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440050:1,,,,,0,,0,,,0,,
440051,载波定瞄,,扫描周围，展现被迷雾隐藏的区域,,440051,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,99,0,0,0,0,0,0,1000046,(44000001&&44005001)||(44005001&&44000601),44005001,,440050:1,,,,440003,,0,,,0,,
440060,【标记】迷雾6初始化,,,,440060,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440060:1,,,,,0,,0,,,0,,
440061,载波定瞄,,扫描周围，展现被迷雾隐藏的区域,,440061,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,99,0,0,0,0,0,0,1000046,(44000001&&44006001)||(44006001&&44000601),44006001,,440060:1,,,,440003,,0,,,0,,
440070,【标记】迷雾7初始化,,,,440070,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440070:1,,,,,0,,0,,,0,,
440071,载波定瞄,,扫描周围，展现被迷雾隐藏的区域,,440071,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,99,0,0,0,0,0,0,1000046,(44000001&&44007001)||(44007001&&44000601),44007001,,440070:1,,,,440003,,0,,,0,,
440080,【标记】迷雾8初始化,,,,440080,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440080:1,,,,,0,,0,,,0,,
440081,载波定瞄,,扫描周围，展现被迷雾隐藏的区域,,440081,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,99,0,0,0,0,0,0,1000046,(44000001&&44008001)||(44008001&&44000601),44008001,,440080:1,,,,440003,,0,,,0,,
440090,【标记】迷雾9初始化,,,,440090,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440090:1,,,,,0,,0,,,0,,
440091,载波定瞄,,扫描周围，展现被迷雾隐藏的区域,,440091,1,0,0,0,-1,"0,1,2,3",-1,0,0,0,99,0,0,0,0,0,0,1000046,(44000001&&44009001)||(44009001&&44000601),44009001,,440090:1,,,,440003,,0,,,0,,
440201,【标记】鲨鱼剧情标记,,,,440201,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"440201:1,440202:1",,,,,0,,0,,,0,,
440301,【标记】玛赫莲绑架点初始化,,,,440301,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440301:1,,,,,0,,0,,,0,,
440311,【标记】视野buff出发点,,,,440311,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440311:1,,,,,0,,0,,,0,,
440500,【标记】GK0初始化,,,,440500,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"440503:1,440511:1,440521:8",,,,1000072,0,,0,,,0,,
440501,【标记】K1初始化,,,,440501,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440501:1,,,,,0,,0,,,0,,
440502,【标记】K2初始化,,,,440502,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440502:1,,,,,0,,0,,,0,,
440503,【标记】K3初始化,,,,440503,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440503:1,,,,,0,,0,,,0,,
440504,【标记】K4初始化,,,,440504,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440504:1,,,,,0,,0,,,0,,
440505,【标记】K5初始化,,,,440505,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440505:1,,,,,0,,0,,,0,,
440506,【标记】G1初始化,,,,440506,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"440501:1,440511:1",,,,,0,,0,,,0,,
440507,【标记】G2初始化,,,,440507,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"440502:1,440511:1",,,,,0,,0,,,0,,
440508,【标记】G3初始化,,,,440508,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"440503:1,440511:1",,,,,0,,0,,,0,,
440509,【标记】G4初始化,,,,440509,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"440504:1,440511:1",,,,,0,,0,,,0,,
440510,【标记】G5初始化,,,,440510,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"440505:1,440511:1",,,,,0,,0,,,0,,
440511,【标记】GK1,,,,440511,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,44050101&&44051101,44050101,440510:1,440511:1,,,440536,0,,0,,,0,,
440512,【标记】GK2,,,,440512,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,44050201&&44051101,44050201,440510:1,440511:1,,,440536,0,,0,,,0,,
440513,【标记】GK3,,,,440513,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,44050301&&44051101,44050301,440510:1,440511:1,,,440536,0,,0,,,0,,
440514,【标记】GK4,,,,440514,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,44050401&&44051101,44050401,440510:1,440511:1,,,440536,0,,0,,,0,,
440515,【标记】GK5,,,,440515,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,44050501&&44051101,44050501,440510:1,440511:1,,,440536,0,,0,,,0,,
440516,【标记】KG1,,,,440516,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,44050101&&44051000,44050101,440511:1,,,,440537,0,,0,,,0,,
440517,【标记】KG2,,,,440517,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,44050201&&44051000,44050201,440511:1,,,,440537,0,,0,,,0,,
440518,【标记】KG3,,,,440518,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,44050301&&44051000,44050301,440511:1,,,,440537,0,,0,,,0,,
440519,【标记】KG4,,,,440519,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,44050401&&44051000,44050401,440511:1,,,,440537,0,,0,,,0,,
440520,【标记】KG5,,,,440520,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,44050501&&44051000,44050501,440511:1,,,,440537,0,,0,,,0,,
440521,【标记】GK1清标记,,,,440521,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,44050101,,440510:1,,,,0,,0,,,0,,
440522,【标记】GK2清标记,,,,440522,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,44050201,,440510:1,,,,0,,0,,,0,,
440523,【标记】GK3清标记,,,,440523,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,44050301,,440510:1,,,,0,,0,,,0,,
440524,【标记】GK4清标记,,,,440524,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,44050401,,440510:1,,,,0,,0,,,0,,
440525,【标记】GK5清标记,,,,440525,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,44050501,,440510:1,,,,0,,0,,,0,,
440526,【标记】翻转1,,,,440526,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,"440511,440516,440521",0,,0,,,0,,
440527,【标记】翻转2,,,,440527,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,"440512,440517,440522",0,,0,,,0,,
440528,【标记】翻转3,,,,440528,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,"440513,440518,440523",0,,0,,,0,,
440529,【标记】翻转4,,,,440529,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,"440514,440519,440524",0,,0,,,0,,
440530,【标记】翻转5,,,,440530,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,"440515,440520,440525",0,,0,,,0,,
440531,翻转印记,,将相邻的印记翻到另外一面,,440531,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440512:1,,,,"440527,440528,440529,440530,440538",440500,,0,,,0,,
440532,翻转印记,,将相邻的印记翻到另外一面,,440532,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440512:1,,,,"440526,440528,440529,440530,440538",440500,,0,,,0,,
440533,翻转印记,,将相邻的印记翻到另外一面,,440533,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440512:1,,,,"440526,440527,440529,440530,440538",440500,,0,,,0,,
440534,翻转印记,,将相邻的印记翻到另外一面,,440534,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440512:1,,,,"440526,440527,440528,440530,440538",440500,,0,,,0,,
440535,翻转印记,,将相邻的印记翻到另外一面,,440535,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440512:1,,,,"440526,440527,440528,440529,440538",440500,,0,,,0,,
440536,【标记】映射K,,,,440536,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,100007201,,440521:1,,,,0,,0,,,0,,
440537,【标记】映射G,,,,440537,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,100007201,440521:1,,,,,0,,0,,,0,,
440538,【标记】隐藏召唤,,,,440538,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,100007201&&44052100,100007201,440500:1,1000072:1,,,,0,440500,0,,,0,,
440601,【标记】酒吧1标记初始化,,,,440601,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440601:1,,,,,0,,0,,,0,,
440602,【标记】酒吧2标记初始化,,,,440602,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440602:1,,,,,0,,0,,,0,,
440603,【标记】酒吧3标记初始化,,,,440603,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"440603:1,440604:1",,,,,0,,0,,,0,,
440800,【标记】记忆碎片初始化,,,,440800,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440800:1,,,,,0,,0,,,0,,
440801,读取记忆碎片,,读取玛赫莲的记忆碎片,,440801,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,44080001,1,440801:1,440800:1,,,,440801,,0,,,0,,
440802,读取记忆碎片,,读取玛赫莲的记忆碎片,,440802,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,44080001,1,440802:1,440800:1,,,,440801,,0,,,0,,
440803,读取记忆碎片,,读取玛赫莲的记忆碎片,,440803,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,44080001,1,440803:1,440800:1,,,,440801,,0,,,0,,
440804,读取记忆碎片,,读取玛赫莲的记忆碎片,,440804,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,44080001,1,440804:1,440800:1,,,,440801,,0,,,0,,
440805,路线变化,,某处的路线被改变了,,440805,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201,1,,1000072:1,,,,442301,,0,,,0,,
440806,路线变化,,某处的路线被改变了,,440806,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201,1,,1000072:1,,,,442301,,0,,,0,,
440807,路线变化,,某处的路线被改变了,,440807,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201,1,,1000072:1,,,,442301,,0,,,0,,
440808,路线变化,,某处的路线被改变了,,440808,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201,1,,1000072:1,,,,442301,,0,,,0,,
440815,路线变化,,某处的路线被改变了,,440815,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007200,1,1000072:1,,,,,442301,,0,,,0,,
440816,路线变化,,某处的路线被改变了,,440816,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007200,1,1000072:1,,,,,442301,,0,,,0,,
440900,读取记忆碎片,,读取玛赫莲的记忆碎片,,440900,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,44080001,1,440900:1,440800:1,,,,440801,,0,,,0,,
440902,【标记】传送点标记,,,,440902,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440902:1,,,,,0,,0,,,0,,
440903,【标记】召唤点标记,,,,440903,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440903:1,,,,,0,,0,,,0,,
440907,【标记】最终传送标记,,,,440907,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440907:1,,,,,0,,0,,,0,,
440908,【标记】传送标记1,,,,440908,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440908:1,,,,,0,,0,,,0,,
440909,【标记】传送标记2,,,,440909,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440909:1,,,,,0,,0,,,0,,
440910,【标记】剧情标记,,,,440910,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,440910:1,,,,,0,,0,,,0,,
440911,深层潜入,,潜入更深层的虚识图景,,440911,1,0,0,0,-1,-1,-1,0,0,0,100,0,0,2,0,0,0,0,100007201&&44000000,44090201,,,,,1000073,440911,,0,,,0,,
440914,传送控制,,,,440914,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,44090701,,440907:1,,,,440914,,0,,,0,,
440915,传送控制,,,,440915,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,44090801,,440908:1,,,,440914,,0,,,0,,
440916,传送控制,,,,440916,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,44090901,,440909:1,,,,440914,,0,,,0,,
442001,潜入网络,,潜入帕拉蒂斯的本地安全控制网络,,442001,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201,1,,1000072:1,,,,442001,,0,,,0,,
442011,解除安全限制,,,,442011,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201&&44201100&&44201200&&44201300&&44201400&&44201500,1,,1000072:1,,,442021,442011,,0,,,0,,
442012,解除安全限制II,,,,442012,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201&&44201101,1,,1000072:1,,,442022,442012,,0,,,0,,
442013,解除安全限制III,,,,442013,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201&&44201201,1,,1000072:1,,,442023,442013,,0,,,0,,
442014,解除安全限制IV,,,,442014,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201&&44201301,1,,1000072:1,,,442024,442014,,0,,,0,,
442015,解除安全限制V,,,,442015,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201&&44201401,1,,1000072:1,,,442025,442015,,0,,,0,,
442016,安全限制完全解除,,,,442016,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201&&44201501,1,,1000072:1,,,442026,442016,,0,,,0,,
442021,【标记】解除安全限制标记,,,,442021,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,100007201,442011:1,,,,,0,,0,,,0,,
442022,【标记】解除安全限制II标记,,,,442022,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,100007201,442012:1,442011:1,,,,0,,0,,,0,,
442023,【标记】解除安全限制III标记,,,,442023,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,100007201,442013:1,442012:1,,,,0,,0,,,0,,
442024,【标记】解除安全限制IV标记,,,,442024,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,100007201,442014:1,442013:1,,,,0,,0,,,0,,
442025,【标记】解除安全限制V标记,,,,442025,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,100007201,442015:1,442014:1,,,,0,,0,,,0,,
442026,【标记】安全限制完全解除标记,,,,442026,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,100007201,,442015:1,,,,0,,0,,,0,,
442100,【标记】GK0初始化,,,,442100,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,"440503:1,440511:1,440521:18",,,,1000072,0,,0,,,0,,
442301,路线变化,,某处的路线被改变了,,442301,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201,1,,1000072:1,,,,442301,,0,,,0,,
442302,路线变化,,某处的路线被改变了,,442302,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007200,1,1000072:1,,,,,442301,,0,,,0,,
460501,衔尾蛇初始化,,,,460501,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,,460501:1,,,0,0,0,,,0,,
460502,衔尾蛇检测,,,,460502,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,46050101,1,460502:1,,,,460503,0,0,0,,,0,,
460503,衔尾蛇清标记,,,,460503,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,46050101,,,,460501:1,,0,0,0,,,0,,
460504,刨冰初始化,,,,460504,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,460504:1,,,,,0,0,0,,,0,,
480000,【标记】丹德莱,1,,,480000,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,"480000:1,482001:1,482002:1",,,0,,0,,,0,,
480001,【标记】关闭机场,1,,,480001,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,480001:1,,,,,0,,0,,,0,,
480011,【标记】变道说明,1,一个控制台，似乎可以改变某处通路的连接方式,,480011,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,0,,0,,,0,,
480012,【标记】武器架说明,1,堆满了各种武器的架子，想必克鲁格会很喜欢，其他人形也可以从中找到有用的东西,,480012,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,0,,0,,,0,,
480013,【标记】增幅装置说明,1,可以增幅特定位置上其他人形的计算能力，不过负担也很大，普通的人形应该无法承受,,480013,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,0,,0,,,0,,
480014,【标记】防火墙说明,1,帕拉蒂斯数据网络的防火墙，相当稳固难以破解,,480014,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,0,,0,,,0,,
480015,【标记】摇摇欲坠防御门说明,1,历经摧残的防御门，虽然还能动，但似乎一旦出现什么意外就会报废的样子,,480015,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,0,,0,,,0,,
480016,【标记】数据点说明,1,一个接口，可以从中提取数据信息,,480016,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,0,,0,,,0,,
480017,【标记】大楼说明,1,被战火摧残的大楼，看起来已经无法提供掩护了,,480017,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,0,,0,,,0,,
480018,【标记】密码台说明,1,格里芬密码台，实时更新各部室的出入口令,,480018,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,0,,0,,,0,,
480019,【标记】损坏防御门说明,1,已经完全无法关闭的防御门，但如果炸掉它应该还是可以阻挡敌人的推进,,480019,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,0,,0,,,0,,
480101,转化：传送节点,1,将空白模块转化为传送节点，转化后无法还原,,480101,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,100007201&&48000001,1,480101:1,,,,"1000073,480171",480101,,0,,,0,,
480102,转化：EMP手雷塔,1,将空白模块转化为EMP手雷塔，每回合提供1个EMP手雷，转化后无法还原,,480102,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,100007201&&48000001,1,"480102:1,480104:1",,,,"1000073,480171",480102,,0,,,0,,
480103,转化：数据站,1,将空白模块转化为数据站，每回合可下载数据获得积分，转化后无法还原,,480103,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,100007201&&48000001,1,"480103:1,480105:1,480131:1",,,,"1000073,480171",480103,,0,,,0,,
480108,【标记】门神,1,,,480108,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,"480108:1,480100:1",,,,,0,,0,,,0,,
480111,传送,1,,,480111,1,0,0,0,-1,-1,0,0,1,0,99,0,0,2,0,0,0,0,48010101&&1,48010101,,,,,,480111,,0,,,0,,
480112,自由传送,1,,,480112,1,0,0,0,-1,-1,0,0,1,0,99,0,0,2,0,0,0,0,,48010101,,,,,,480111,,0,,,0,,
480121,拾取EMP手雷,1,,,480121,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48010401&&48010200,1,480109:1,480104:1,480102:1,,,480121,,0,,,0,,
480122,投掷EMP手雷,1,,,480122,1,0,0,0,-1,-1,"4,5,6",0,1,0,1,0,0,0,0,0,0,1000020,48010201,,,,1000001:1,,480123,480122,,0,,,0,,
480123,【标记】消除标记,1,,,480123,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,480102:1,,0,,0,,,0,,
480131,下载数据,1,下载数据获得积分,,480131,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48010501&&48013101,1,480132:1,"480105:1,480131:1",,,,480131,,0,,,0,,
480132,下载数据,1,下载数据获得积分,,480132,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48010501&&48013201,1,480133:1,"480105:1,480132:1",,,,480131,,0,,,0,,
480133,下载数据,1,下载数据获得积分,,480133,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48010501&&48013301,1,480134:1,"480105:1,480133:1",,,,480131,,0,,,0,,
480134,下载数据,1,下载数据获得积分,,480134,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48010501&&48013401,1,480135:1,"480105:1,480134:1",,,,480131,,0,,,0,,
480135,下载数据,1,下载数据获得积分,,480135,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48010501&&48013501,1,480136:1,"480105:1,480135:1",,,,480131,,0,,,0,,
480136,下载数据,1,下载数据获得积分,,480136,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48010501&&48013601,1,,480105:1,,,,480131,,0,,,0,,
480141,转化：补给修理站,1,将空白模块转化为可以使用3次修理3次补给的补给修理站，转化后无法还原,,480141,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,100007201&&48000001,1,,,,,"1000073,480171",480141,,0,,,0,,
480142,转化：补给修理站,1,将空白模块转化为可以使用3次修理3次补给的补给修理站，转化后无法还原,,480142,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,100007201&&48000001,1,,,,,"1000073,480171",480141,,0,,,0,,
