id,mission_id,type,special_eft,route,coordinator_x,coordinator_y,enemy_team_id,ally_team_id,belong,random_get,map_type,curve_control,active_cycle,durability,map_route,map_code,hostage_info,building_id,forbid_specialspot,map_num,package,auto_teleport,spot_effect
5647,10058,2,0,"5656,5658,5655",1118,1101,0,0,0,0,16,"0,0|0,0|0,0",,0,"5655,5656,5658",pollute,,0,,0,0,,
5648,10058,2,0,"5649,5645,5653,5652",-293,1939,1621,0,2,0,16,"0,0|0,0|0,0|0,0",,0,"5645,5649,5652,5653",pollute,,0,,0,0,,
5649,10058,2,0,"5650,5648,5645",-775,1618,1621,0,2,0,16,"0,0|0,0|0,0",,0,"5645,5648,5650",pollute,,0,,0,0,,
5650,10058,2,0,"5651,5649,5645",-624,1052,1621,0,2,0,16,"0,0|0,0|0,0",,0,"5645,5649,5651",pollute,,0,,0,0,,
5651,10058,2,0,"5650,5645,5655,5652",-57,1129,1621,0,2,0,16,"0,0|0,0|0,0|0,0",,0,"5645,5650,5652,5655",pollute,,0,,0,0,,
5652,10058,2,0,"5645,5658,5651,5648",60,1604,1620,0,0,0,16,"0,0|0,0|0,0|0,0",,0,"5645,5648,5651,5658",pollute,,0,,0,0,,
5653,10058,2,0,"5654,5648",25,2269,1620,0,0,0,16,"0,0|0,0",,0,"5648,5654",pollute,,0,,0,0,,
5654,10058,2,0,"5658,5657,5653",396,1885,0,0,0,0,16,"0,0|0,0|0,0",,0,"5653,5657,5658",pollute,,0,,0,0,,
5655,10058,2,0,"5647,5651",479,966,1620,0,0,0,16,"0,0|0,0",,0,"5647,5651",pollute,,0,,0,0,,
5656,10058,3,0,"5660,5647",1212,1508,0,0,3,0,16,"0,0|0,0",,0,"5647,5660",pollute,,0,,0,0,,
5657,10058,3,0,"5654,5659",633,2269,0,0,3,0,16,"0,0|0,0",,0,"5654,5659",pollute,,0,,0,0,,
5658,10058,2,0,"5646,5647,5654,5652",637,1390,0,0,0,0,16,"0,0|0,0|0,0|0,0",,0,"5646,5647,5652,5654",pollute,,0,,0,0,,
5659,10058,2,0,"5646,5657",1130,2369,0,0,3,0,16,"0,0|0,0",,0,"5646,5657",pollute,,0,,0,0,,
5660,10058,2,0,"5646,5656",1570,1777,0,0,3,0,16,"0,0|0,0",,0,"5646,5656",pollute,,0,,0,0,,
5661,10059,1,0,"5663,5665,5673,5670,5675",-208,1436,0,0,1,0,16,"0,0|0,0|0,0|0,0|0,0",,0,"5663,5665,5670,5673,5675",pollute,,0,,0,0,,
5662,10059,3,0,5674,-772,2446,0,0,2,0,16,"0,0",,0,5674,pollute,,0,,0,0,,
5663,10059,3,0,"5661,5664,5675,5672",-339,957,1623,0,0,0,16,"0,0|0,0|0,0|0,0",,0,"5661,5664,5672,5675",pollute,,0,,0,0,,
5664,10059,6,0,"5663,5672,5671",-735,651,1623,0,0,0,16,"0,0|0,0|0,0",,0,"5663,5671,5672",pollute,,0,,0,0,,
5665,10059,2,0,"5661,5669",-511,1725,0,0,3,0,16,"0,0|0,0|0,0",,0,"5661,5669,5674",pollute,,0,,0,0,,
5666,10059,3,0,"5672,5675",310,329,1625,0,2,0,16,"0,0|0,0",,0,"5672,5675",pollute,,0,,0,0,,
5667,10059,3,0,"5675,5670",558,741,1625,0,2,0,16,"0,0|0,0",,0,"5670,5675",pollute,,0,,0,0,,
5668,10059,3,0,"5671,5672",-149,77,1625,0,2,0,16,"0,0|0,0",,0,"5671,5672",pollute,,0,,0,0,,
5669,10059,2,0,"5665,5673",-900,1490,1625,0,3,0,16,"0,0|0,0",,0,"5665,5673",pollute,,0,,0,0,,
5670,10059,2,0,"5661,5667",329,1192,1624,0,2,0,16,"0,0|0,0",,0,"5661,5667",pollute,,0,,0,0,,
5671,10059,2,0,"5664,5668",-610,215,1624,0,2,0,6,"0,0|0,0",,0,"5664,5668",snowland,,0,,0,0,,
5672,10059,2,0,"5663,5664,5668,5666",-182,474,1624,0,2,0,16,"0,0|0,0|0,0|0,0",,0,"5663,5664,5666,5668",pollute,,0,,0,0,,
5673,10059,2,0,"5669,5661",-823,1090,0,0,3,0,16,"0,0|0,0",,0,"5661,5669",pollute,,0,,0,0,,
5674,10059,3,0,"5662,5665",-330,2125,0,0,2,0,16,"0,0|0,0",,0,"5662,5665",pollute,,0,,0,0,,
5675,10059,2,0,"5661,5663,5666,5667",112,795,1624,0,2,0,16,"0,0|0,0|0,0|0,0",,0,"5661,5663,5666,5667",pollute,,0,,0,0,,
5676,10060,3,0,5677,-2167,3356,0,0,1,0,14,"0,0","99,1",0,5677,valley,,0,,0,0,,
5677,10060,3,0,"5676,5679,5685,5686,5687",-2080,2962,0,10020,3,0,6,"0,0|0,0|0,0|0,0|0,0",,0,"5676,5679,5685,5686,5687",snowland,,0,,0,0,,
5678,10060,3,0,"5686,5685,5691",-1551,2423,1612,0,3,0,6,"0,0|0,0|0,0",,0,"5685,5686,5691",snowland,,0,,0,0,,
5679,10060,2,0,"5677,5680,5685",-1648,3261,1612,0,3,0,6,"0,0|0,0|0,0",,0,"5677,5680,5685",snowland,,0,,0,0,,
5680,10060,2,0,5679,-1195,3235,0,0,3,0,6,"0,0|0,0",,0,"5679,5681",snowland,,0,,0,0,,
5681,10060,3,0,"5680,5693",-797,3020,0,0,2,0,16,"0,0|0,0",,0,"5680,5693",pollute,,0,,0,0,,
5682,10060,2,0,"5690,5697,5694",-987,1885,1613,0,3,0,16,"0,0|0,0|0,0",,0,"5690,5694,5697",pollute,,0,,0,0,,
5683,10060,2,0,"5684,5693,5690",-1229,2215,0,0,1,0,16,"0,0|0,0|0,0",,0,"5684,5690,5693",pollute,,0,,0,0,,
5684,10060,2,0,5683,-1182,2727,0,0,3,0,6,"0,0",,0,5683,snowland,,0,,0,0,,
5685,10060,2,0,"5677,5678,5679",-1686,2816,0,0,3,0,6,"0,0|0,0|0,0",,0,"5677,5678,5679",snowland,,0,,0,0,,
5686,10060,2,0,"5677,5678,5687",-2025,2541,0,0,3,0,6,"0,0|0,0|0,0",,0,"5677,5678,5687",snowland,,0,,0,0,,
5687,10060,2,0,"5677,5689,5686",-2410,2498,1612,0,3,0,14,"0,0|0,0|0,0",,0,"5677,5686,5689",valley,,0,,0,0,,
5688,10060,2,0,"5689,5690,5692",-1915,1665,1613,0,3,0,6,"0,0|0,0|0,0",,0,"5689,5690,5692",snowland,,0,,0,0,,
5689,10060,2,0,"5687,5688",-2294,1962,0,0,3,0,6,"0,0|0,0",,0,"5687,5688",snowland,,0,,0,0,,
5690,10060,2,0,"5683,5691,5688,5682,5695",-1538,1877,1803,0,2,0,6,"0,0|0,0|0,0|0,0|0,0",,0,"5682,5683,5688,5691,5695",snowland,,0,,0,0,,
5691,10060,2,0,"5678,5690",-1923,2139,1613,0,3,0,6,"0,0|0,0",,0,"5678,5690",snowland,,0,,0,0,,
5692,10060,2,0,"5688,5698",-1660,1298,0,0,3,0,6,"0,0|0,0",,0,"5688,5698",snowland,,0,,0,0,,
5693,10060,1,0,"5681,5683,5702",-768,2448,1804,0,2,0,16,"0,0|0,0|0,0",,0,"5681,5683,5702",pollute,,0,,0,0,,
5694,10060,2,0,"5682,5697,5701",-543,1719,1612,0,3,0,16,"0,0|0,0|0,0|0,0",,0,"5682,5697,5701,5702",pollute,,0,,0,0,,
5695,10060,2,0,"5690,5697",-1309,1491,1613,0,3,0,6,"0,0|0,0",,0,"5690,5697",snowland,,0,,0,0,,
5696,10060,2,0,"5697,5701,5698",-822,1106,0,0,3,0,16,"0,0|0,0|0,0",,0,"5697,5698,5701",pollute,,0,,0,0,,
5697,10060,2,0,"5682,5695,5694,5696",-919,1487,1612,0,3,0,16,"0,0|0,0|0,0|0,0",,0,"5682,5694,5695,5696",pollute,,0,,0,0,,
5698,10060,2,0,"5696,5699,5692",-1270,1018,1612,0,3,0,6,"0,0|0,0|0,0",,0,"5692,5696,5699",snowland,,0,,0,0,,
5699,10060,1,0,"5700,5698",-750,687,0,0,1,0,16,"0,0|0,0",,0,"5698,5700",pollute,,0,,0,0,,
5700,10060,3,0,"5701,5699",-325,971,0,0,1,0,16,"0,0|0,0",,0,"5699,5701",pollute,,0,,0,0,,
5701,10060,3,0,"5696,5694,5700",-185,1431,0,0,1,0,16,"0,0|0,0|0,0",,0,"5694,5696,5700",pollute,,0,,0,0,,
5702,10060,3,0,"5693,5694",-348,2117,0,0,2,0,16,"0,0|0,0",,0,"5693,5694",pollute,,0,,0,0,,
5703,10061,1,0,"5704,5705",-2586,2462,0,0,1,0,16,"-2460,2294|-2690,2288",,0,"5704,5705",pollute,,0,,0,0,,
5704,10061,2,0,"5703,5705,5707",-2273,2042,1628,0,3,0,16,"-2398,2210|-2503,2036|-2260,1853",,0,"5703,5705,5707",pollute,,0,,0,0,,
5705,10061,2,0,"5703,5704,5706",-2848,2028,1628,0,3,0,16,"-2743,2201|-2618,2033|-2820,1844",,0,"5703,5704,5706",pollute,,0,,0,0,,
5706,10061,2,0,"5705,5707,5708",-2779,1570,1628,0,3,0,16,"-2806,1753|-2564,1570|-2701,1309",,0,"5705,5707,5708",pollute,,0,,0,0,,
5707,10061,2,0,"5704,5706,5709",-2242,1570,1628,0,3,0,16,"-2254,1758|-2456,1570|-2170,1360",,0,"5704,5706,5709",pollute,,0,,0,0,,
5708,10061,2,0,"5706,5709",-2586,919,1629,0,3,0,16,"-2663,1179|-2376,970",,0,"5706,5709",pollute,,0,,0,0,,
5709,10061,2,0,"5707,5708",-2063,1047,1629,0,3,0,16,"-2134,1256|-2272,995|-1898,863",,0,"5707,5708,5710",pollute,,0,,0,0,,
5710,10061,2,0,"5718,5721,5711,5709",-1651,588,0,0,3,0,16,"-1815,771|-1400,487|-1860,476|-1499,315",,0,"5709,5711,5718,5721",pollute,,0,,0,0,,
5711,10061,2,0,"5712,5713,5710,5722,5723",-1025,337,1627,0,2,0,16,"-1275,437|-955,531|-1090,670|-862,101|-723,263",,0,"5710,5712,5713,5722,5723",pollute,,0,,0,0,,
5712,10061,2,0,"5714,5713,5711",-852,823,1630,0,3,0,16,"-921,628|-986,962|-746,993",,0,"5711,5713,5714",pollute,,0,,0,0,,
5713,10061,2,0,"5712,5716,5711",-1189,1171,1630,0,3,0,16,"-1123,837|-1054,1031|-1260,1425",,0,"5711,5712,5716",pollute,,0,,0,0,,
5714,10061,2,0,"5715,5712",-587,1250,1630,0,3,0,16,"-693,1079|-716,1391",,0,"5712,5715",pollute,,0,,0,0,,
5715,10061,2,0,"5717,5716,5714",-911,1604,1629,0,3,0,16,"-781,1462|-1093,1685|-839,1785",,0,"5714,5716,5717",pollute,,0,,0,0,,
5716,10061,2,0,"5717,5715,5713",-1368,1807,1629,0,3,0,16,"-1296,1552|-1185,1725|-1113,1907",,0,"5713,5715,5717",pollute,,0,,0,0,,
5717,10061,3,0,"5716,5715",-732,2058,0,0,1,0,16,"-803,1876|-986,1957",,0,"5715,5716",pollute,,0,,0,0,,
5718,10061,2,0,"5710,5719",-2174,310,0,10021,3,0,16,"-1964,421|-2243,86",,0,"5710,5719",pollute,,0,,0,0,,
5719,10061,2,0,"5718,5720",-2348,-248,0,10022,3,0,14,"-2278,-24|-2121,-265",,0,"5718,5720",valley,,0,,0,0,,
5720,10061,2,0,"5721,5719,5727",-1781,-292,0,0,3,0,16,"-2007,-274|-1577,-212|-1577,-482",,0,"5719,5721,5727",pollute,,0,,0,0,,
5721,10061,2,0,"5710,5720,5722",-1272,-93,0,0,3,0,16,"-1423,179|-1475,-172|-1010,-156",,0,"5710,5720,5722",pollute,,0,,0,0,,
5722,10061,2,0,"5711,5721,5726,5727",-618,-251,0,0,3,0,16,"-780,-15|-879,-187|-633,-434|-879,-457",,0,"5711,5721,5726,5727",pollute,,0,,0,0,,
5723,10061,2,0,"5711,5724",-272,154,0,0,3,0,16,"-573,227|-154,-102",,0,"5711,5724",pollute,,0,,0,0,,
5724,10061,2,0,"5723,5725",23,-488,0,0,3,0,16,"-95,-231|-13,-712",,0,"5723,5725",pollute,,0,,0,0,,
5725,10061,2,0,"5724,5726,5729",-69,-1050,0,0,3,0,16,"-32,-825|-303,-913|141,-1192",,0,"5724,5726,5729",pollute,,0,,0,0,,
5726,10061,2,0,"5722,5727,5725,5728",-656,-709,0,0,3,0,16,"-640,-525|-421,-845|-902,-732|-705,-973",,0,"5722,5725,5727,5728",pollute,,0,,0,0,,
5727,10061,2,0,"5720,5726,5722",-1272,-767,0,0,3,0,16,"-1475,-577|-1010,-560|-1025,-743",,0,"5720,5722,5726",pollute,,0,,0,0,,
5728,10061,6,0,"5726,5730",-780,-1371,0,0,3,0,12,"-730,-1106|-517,-1512",,0,"5726,5730",village2,,0,,0,0,,
5729,10061,2,0,"5725,5730",457,-1407,0,10024,3,0,16,"246,-1264|224,-1533",,0,"5725,5730",pollute,,0,,0,0,,
5730,10061,2,0,"5728,5729",-124,-1724,0,10023,3,0,16,"-386,-1582|108,-1597",,0,"5728,5729",pollute,,0,,0,0,,
5731,10062,1,0,"5734,5733",-823,-1270,0,0,1,0,12,"0,0|0,0",,0,"5733,5734",village2,,0,,0,0,,
5732,10062,2,1,"5743,5742",-3392,-3134,1634,0,2,0,5,"0,0|0,0",,0,"5742,5743",city,,0,,0,0,,
5733,10062,2,0,"5736,5731,5738",-1592,-1480,1631,0,3,0,16,"0,0|0,0|0,0",,0,"5731,5736,5738",pollute,,0,,0,0,,
5734,10062,2,0,"5735,5731",-951,-1860,0,0,3,0,16,"0,0|0,0",,0,"5731,5735",pollute,,0,,0,0,,
5735,10062,2,0,"5745,5734,5736",-1114,-2578,1631,0,3,0,16,"0,0|0,0|0,0",,0,"5734,5736,5745",pollute,,0,,0,0,,
5736,10062,2,0,"5741,5737,5735,5733",-1682,-2254,1631,0,3,0,16,"0,0|0,0|0,0|0,0",,0,"5733,5735,5737,5741",pollute,,0,,0,0,,
5737,10062,2,0,"5740,5736",-2187,-1903,0,0,3,0,16,"0,0|0,0",,0,"5736,5740",pollute,,0,,0,0,,
5738,10062,2,0,"5739,5733,5740",-2194,-1277,0,0,3,0,16,"0,0|0,0|0,0",,0,"5733,5739,5740",pollute,,0,,0,0,,
5739,10062,3,0,"5740,5738",-2851,-1404,1631,0,3,0,16,"0,0|0,0",,0,"5738,5740",pollute,,0,,0,0,,
5740,10062,2,0,"5743,5739,5744,5737,5738",-2803,-2027,1632,0,2,0,16,"0,0|0,0|0,0|0,0|0,0",,0,"5737,5738,5739,5743,5744",pollute,,0,,0,0,,
5741,10062,2,0,"5744,5745,5736",-1919,-2787,1632,0,2,0,16,"0,0|0,0|0,0",,0,"5736,5744,5745",pollute,,0,,0,0,,
5742,10062,2,0,"5732,5744,5745",-2736,-3200,1633,0,2,0,16,"0,0|0,0|0,0",,0,"5732,5744,5745",pollute,,0,,0,0,,
5743,10062,2,0,"5732,5744,5740",-3163,-2512,1633,0,2,0,5,"0,0|0,0|0,0",,0,"5732,5740,5744",city,,0,,0,0,,
5744,10062,2,0,"5742,5743,5741,5740",-2545,-2625,0,0,2,0,16,"0,0|0,0|0,0|0,0",,0,"5740,5741,5742,5743",pollute,,0,,0,0,,
5745,10062,2,0,"5741,5742,5735",-1699,-3255,1632,0,2,0,16,"0,0|0,0|0,0",,0,"5735,5741,5742",pollute,,0,,0,0,,
5746,10063,1,0,5747,5461,-5020,0,0,1,0,6,"0,0",,0,5747,snowland,,0,,0,0,,
5747,10063,3,0,"5746,5748,5753",5201,-4744,0,0,1,0,6,"0,0|0,0|0,0",,0,"5746,5748,5753",snowland,,0,,0,0,,
5748,10063,2,0,"5747,5752,5751,5749",5286,-4430,0,10025,2,0,6,"0,0|0,0|0,0|0,0",,0,"5747,5749,5751,5752",snowland,,0,,0,0,,
5749,10063,2,0,"5750,5748,5752",5535,-4056,0,0,2,0,14,"0,0|0,0|0,0",,0,"5748,5750,5752",valley,,0,,0,0,,
5750,10063,2,0,"5751,5749,5752,5760",5176,-3802,0,10025,2,0,14,"0,0|0,0|0,0|0,0",,0,"5749,5751,5752,5760",valley,,0,,0,0,,
5751,10063,2,0,"5748,5750,5752,5758",4906,-4132,0,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"5748,5750,5752,5758",snowland,,0,,0,0,,
5752,10063,3,0,"5748,5750,5749,5751",5221,-4122,1640,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"5748,5749,5750,5751",snowland,,0,,0,0,,
5753,10063,2,0,"5747,5754,5756,5757",4852,-4726,0,10026,2,0,14,"0,0|0,0|0,0|0,0",,0,"5747,5754,5756,5757",valley,,0,,0,0,,
5754,10063,2,0,"5758,5753,5755,5757",4579,-4392,0,0,2,0,14,"0,0|0,0|0,0|0,0",,0,"5753,5755,5757,5758",valley,,0,,0,0,,
5755,10063,2,0,"5754,5756,5757,5765",4199,-4625,0,10026,2,0,6,"0,0|0,0|0,0|0,0",,0,"5754,5756,5757,5765",snowland,,0,,0,0,,
5756,10063,2,0,"5755,5753,5757",4453,-5003,0,0,2,0,14,"0,0|0,0|0,0",,0,"5753,5755,5757",valley,,0,,0,0,,
5757,10063,3,0,"5754,5756,5753,5755",4529,-4676,1641,0,2,0,14,"0,0|0,0|0,0|0,0",,0,"5753,5754,5755,5756",valley,,0,,0,0,,
5758,10063,2,0,"5751,5754,5759,5764",4576,-4071,0,0,3,0,6,"0,0|0,0|0,0|0,0",,0,"5751,5754,5759,5764",snowland,,0,,0,0,,
5759,10063,2,0,"5758,5760,5761,5763",4625,-3769,0,10027,2,0,6,"0,0|0,0|0,0|0,0",,0,"5758,5760,5761,5763",snowland,,0,,0,0,,
5760,10063,2,0,"5750,5759,5762,5763",5012,-3490,0,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"5750,5759,5762,5763",snowland,,0,,0,0,,
5761,10063,2,0,"5762,5759,5763,5769",4355,-3446,0,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"5759,5762,5763,5769",snowland,,0,,0,0,,
5762,10063,2,0,"5760,5761,5763",4740,-3177,0,10027,2,0,6,"0,0|0,0|0,0",,0,"5760,5761,5763",snowland,,0,,0,0,,
5763,10063,3,0,"5762,5759,5761,5760",4685,-3473,1642,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"5759,5760,5761,5762",snowland,,0,,0,0,,
5764,10063,2,0,"5758,5765,5767,5768",4241,-4040,0,10028,2,0,6,"0,0|0,0|0,0|0,0",,0,"5758,5765,5767,5768",snowland,,0,,0,0,,
5765,10063,2,0,"5755,5764,5766,5768",3964,-4368,0,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"5755,5764,5766,5768",snowland,,0,,0,0,,
5766,10063,2,0,"5767,5765,5768",3628,-4063,0,10028,2,0,6,"0,0|0,0|0,0",,0,"5765,5767,5768",snowland,,0,,0,0,,
5767,10063,2,0,"5764,5766,5768,5769",3931,-3725,0,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"5764,5766,5768,5769",snowland,,0,,0,0,,
5768,10063,3,0,"5767,5765,5766,5764",3937,-4048,1643,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"5764,5765,5766,5767",snowland,,0,,0,0,,
5769,10063,2,0,"5767,5761,5771,5770,5772",4007,-3407,0,10029,2,0,6,"0,0|0,0|0,0|0,0|0,0",,0,"5761,5767,5770,5771,5772",snowland,,0,,0,0,,
5770,10063,2,0,"5769,5773,5771",4148,-2958,0,0,2,0,6,"0,0|0,0|0,0",,0,"5769,5771,5773",snowland,,0,,0,0,,
5771,10063,1,0,"5769,5773,5770,5772",3853,-3115,1644,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"5769,5770,5772,5773",snowland,,0,,0,0,,
5772,10063,2,0,"5773,5769,5771",3572,-3275,0,0,2,0,7,"0,0|0,0|0,0",,0,"5769,5771,5773",snowvillage,,0,,0,0,,
5773,10063,2,0,"5770,5772,5771",3693,-2849,0,10029,2,0,6,"0,0|0,0|0,0",,0,"5770,5771,5772",snowland,,0,,0,0,,
5774,10064,1,0,"5776,5775,5784,5785",3504,-3317,0,0,1,0,7,"0,0|0,0|0,0|0,0",,0,"5775,5776,5784,5785",snowvillage,,0,,0,0,,
5775,10064,2,0,"5774,5778,5786",3469,-2911,1648,0,2,0,6,"0,0|0,0|0,0",,0,"5774,5778,5786",snowland,,0,,0,0,,
5776,10064,2,0,"5779,5774",3929,-3395,1648,0,2,0,6,"0,0|0,0",,0,"5774,5779",snowland,,0,,0,0,,
5777,10064,6,0,5792,5015,-801,0,0,3,0,6,"0,0",,0,5792,snowland,,0,,0,0,,
5778,10064,2,0,"5779,5775,5780",3840,-2696,1648,0,2,0,6,"0,0|0,0|0,0",,0,"5775,5779,5780",snowland,,0,,0,0,,
5779,10064,2,0,"5778,5776,5781",4181,-2965,1648,0,2,0,6,"0,0|0,0|0,0",,0,"5776,5778,5781",snowland,,0,,0,0,,
5780,10064,3,0,"5782,5778,5787",3775,-2345,1646,0,2,0,6,"0,0|0,0|0,0",,0,"5778,5782,5787",snowland,,0,,0,0,,
5781,10064,3,0,"5782,5779,5783",4552,-2863,1646,0,2,0,6,"0,0|0,0|0,0",,0,"5779,5782,5783",snowland,,0,,0,0,,
5782,10064,2,0,"5780,5781",4222,-2530,1647,0,2,0,6,"0,0|0,0|0,0",,0,"5780,5781,5789",snowland,,0,,0,0,,
5783,10064,2,0,"5781,5784",4372,-3385,1647,0,2,0,6,"0,0|0,0",,0,"5781,5784",snowland,,0,,0,0,,
5784,10064,3,0,"5783,5774,5785",3905,-3791,1646,0,2,0,6,"0,0|0,0|0,0",,0,"5774,5783,5785",snowland,,0,,0,0,,
5785,10064,3,0,"5784,5774,5786",3220,-3689,1647,0,2,0,7,"0,0|0,0|0,0",,0,"5774,5784,5786",snowvillage,,0,,0,0,,
5786,10064,3,0,"5775,5785,5788",3026,-3174,1646,0,2,0,6,"0,0|0,0|0,0",,0,"5775,5785,5788",snowland,,0,,0,0,,
5787,10064,2,0,"5788,5780",3349,-2380,1646,0,2,0,6,"0,0|0,0",,0,"5780,5788",snowland,,0,,0,0,,
5788,10064,2,0,"5786,5787",3084,-2700,1647,0,2,0,6,"0,0|0,0",,0,"5786,5787",snowland,,0,,0,0,,
5789,10064,2,0,"5790,5782,5796,5804",4375,-2189,0,0,3,0,6,"0,0|0,0|0,0|0,0",,0,"5782,5790,5796,5804",snowland,,0,,0,0,,
5790,10064,2,0,"5791,5789,5795,5803",4513,-1826,0,0,3,0,6,"0,0|0,0|0,0|0,0",,0,"5789,5791,5795,5803",snowland,,0,,0,0,,
5791,10064,2,0,"5792,5790,5794,5802",4682,-1471,0,0,3,0,6,"0,0|0,0|0,0|0,0",,0,"5790,5792,5794,5802",snowland,,0,,0,0,,
5792,10064,2,0,"5777,5791,5793,5801",4855,-1125,0,0,3,0,6,"0,0|0,0|0,0|0,0",,0,"5777,5791,5793,5801",snowland,,0,,0,0,,
5793,10064,2,0,"5792,5797",5136,-1320,0,10030,3,0,6,"0,0|0,0",,0,"5792,5797",snowland,,0,,0,0,,
5794,10064,2,0,"5791,5797",5011,-1623,0,10031,3,0,14,"0,0|0,0",,0,"5791,5797",valley,,0,,0,0,,
5795,10064,2,0,"5790,5798",4885,-1973,0,10032,3,0,14,"0,0|0,0",,0,"5790,5798",valley,,0,,0,0,,
5796,10064,2,0,"5789,5798",4738,-2302,0,10033,3,0,6,"0,0|0,0",,0,"5789,5798",snowland,,0,,0,0,,
5797,10064,2,0,"5793,5794,5799",5335,-1688,0,0,3,0,14,"0,0|0,0|0,0",,0,"5793,5794,5799",valley,,0,,0,0,,
5798,10064,2,0,"5795,5796,5799",5105,-2236,0,0,3,0,14,"0,0|0,0|0,0",,0,"5795,5796,5799",valley,,0,,0,0,,
5799,10064,2,0,"5797,5798,5800",5435,-2062,0,0,3,0,14,"0,0|0,0|0,0",,0,"5797,5798,5800",valley,,0,,0,0,,
5800,10064,2,0,5799,5429,-2471,1649,0,2,0,14,"0,0",,0,5799,valley,,0,,0,0,,
5801,10064,2,0,"5792,5805",4526,-995,0,0,3,0,6,"0,0|0,0",,0,"5792,5805",snowland,,0,,0,0,,
5802,10064,2,0,"5791,5806",4366,-1320,0,0,3,0,6,"0,0|0,0",,0,"5791,5806",snowland,,0,,0,0,,
5803,10064,2,0,"5807,5790",4189,-1662,0,0,3,0,6,"0,0|0,0",,0,"5790,5807",snowland,,0,,0,0,,
5804,10064,2,0,"5789,5808",4059,-1986,0,0,3,0,6,"0,0|0,0",,0,"5789,5808",snowland,,0,,0,0,,
5805,10064,2,0,"5801,5806",4236,-866,0,0,2,0,6,"0,0|0,0",,0,"5801,5806",snowland,,0,,0,0,,
5806,10064,2,0,"5802,5805,5807",4037,-1207,0,0,2,0,6,"0,0|0,0|0,0",,0,"5802,5805,5807",snowland,,0,,0,0,,
5807,10064,2,0,"5803,5806,5808",3864,-1523,0,0,2,0,6,"0,0|0,0|0,0",,0,"5803,5806,5808",snowland,,0,,0,0,,
5808,10064,2,0,"5804,5807",3719,-1874,1650,0,2,0,6,"0,0|0,0",,0,"5804,5807",snowland,,0,,0,0,,
5811,10065,3,0,"5813,5816,5818",-1551,2423,0,0,3,0,6,"0,0|0,0|0,0",,0,"5813,5816,5818",snowland,,0,,0,0,,
5812,10065,2,0,"5819,5816,5818",-987,1885,0,0,3,0,16,"0,0|0,0|0,0",,0,"5816,5818,5819",pollute,,0,,0,0,,
5813,10065,2,0,"5824,5815,5811",-2410,2498,0,10034,0,0,14,"0,0|0,0|0,0",,0,"5811,5815,5824",valley,,0,,0,0,,
5814,10065,3,0,"5822,5823,5821",-2551,1164,0,10036,0,0,14,"0,0|0,0|0,0",,0,"5821,5822,5823",valley,,0,,0,0,,
5815,10065,2,0,"5813,5822,5821",-2294,1962,0,0,0,0,6,"0,0|0,0|0,0",,0,"5813,5821,5822",snowland,,0,,0,0,,
5816,10065,2,0,"5817,5811,5812",-1538,1877,0,0,3,0,6,"0,0|0,0|0,0",,0,"5811,5812,5817",snowland,,0,,0,0,,
5817,10065,2,0,"5822,5816",-1660,1298,0,10034,0,0,6,"0,0|0,0",,0,"5816,5822",snowland,,0,,0,0,,
5818,10065,1,0,"5811,5812",-768,2448,0,0,1,0,16,"0,0|0,0",,0,"5811,5812",pollute,,0,,0,0,,
5819,10065,2,0,"5820,5812",-1270,1018,0,10034,0,0,6,"0,0|0,0",,0,"5812,5820",snowland,,0,,0,0,,
5820,10065,2,0,"5823,5819",-1903,831,0,0,0,0,6,"0,0|0,0",,0,"5819,5823",snowland,,0,,0,0,,
5821,10065,2,0,"5814,5824,5815",-2710,1661,0,10035,0,0,14,"0,0|0,0|0,0",,0,"5814,5815,5824",valley,,0,,0,0,,
5822,10065,2,0,"5814,5815,5817",-2104,1465,0,0,0,0,6,"0,0|0,0|0,0",,0,"5814,5815,5817",snowland,,0,,0,0,,
5823,10065,2,0,"5814,5820",-2437,598,0,10035,0,0,14,"0,0|0,0",,0,"5814,5820",valley,,0,,0,0,,
5824,10065,2,0,"5821,5813",-3144,2167,0,0,0,0,6,"0,0|0,0",,0,"5813,5821",snowland,,0,,0,0,,
5825,10066,3,0,"5829,5827",-2695,1445,0,0,1,0,14,"0,0|0,0",,0,"5827,5829",valley,,0,,0,0,,
5826,10066,3,0,"5829,5831",-3293,1846,0,10037,3,0,6,"0,0|0,0",,0,"5829,5831",snowland,,0,,0,0,,
5827,10066,2,0,"5825,5830,5835",-2702,1015,0,0,3,0,14,"0,0|0,0|0,0",,0,"5825,5830,5835",valley,,0,,0,0,,
5828,10066,1,0,"5840,5843,5838,5842",-3890,944,0,10040,0,0,6,"0,0|0,0|0,0|0,0",,0,"5838,5840,5842,5843",snowland,,0,,0,0,,
5829,10066,2,0,"5825,5835,5826",-2971,1763,0,0,3,0,14,"0,0|0,0|0,0",,0,"5825,5826,5835",valley,,0,,0,0,,
