id,name,classes,type,position,space,deco_rate,decompose_gift,description,code,texture_type,sorting,offset,rotate,interact_point,interact_point_offset,furniture_bgm,touch_area,bonus_id,ai
3506,泡温泉啦-地藏石像,35,201,"27,13","5,1,0,0,0,0",950,100003,路边的地藏石像，“迎受神佑，分享苦乐，坦然面对邻者的愉悦，喜乐长存方为人类。”,wq2017_deco_05,1,12,"0,-0.1,0",2,104,"*0.655,3.814,0.000",0,0,0,0
3507,泡温泉啦-温泉木制围栏,35,201,"22,2","5,1,0,0,0,0",1000,100003,木制的温泉篱笆，“星空明亮亮，长鸣的野鸭在夜中漫步，我吃着栗子，回想起父亲往昔的笑容。”,wq2017_deco_06,1,12,"0,0,0",2,104,"*0.626,3.586,0.000",0,0,0,0
3508,泡温泉啦-和风温泉,35,201,"18,4","14,9,0,0,0,0",1150,100003,手工的传统温泉，“今天就住在温泉旅舍吧，被纯白的水染上红晕的肌肤，可爱的舞女穿梭于筵席。”,"wq2017_wq_01,wq2017_wq_02,wq2017_wq_03,wq2017_wq_04,Hotspring_1,rippling","1,1,1,1,2,2","10,0,20,15,5,17","-0.1,-0.15,0|-0.1,-0.15,0|-0.1,-0.15,0|-0.1,-0.15,0.136|0.178,0.157,0|0.12,0.688,0.261","2,2,2,2,2,2","21,104","*0.644,0.711,0.398|*1.936,6.674,0.000",0,0,0,0
3509,泡温泉啦-温泉更衣长凳,35,202,"4,11","4,1,1,1,2,0",1000,100003,用于更衣和休息的室内长凳，“你的头发散发阵阵香气，身着浴衣的你无比耀眼。”,wq2017_bed,1,12,"0,0,0",2,"26,26","0.32,0.125,0|0.75,0.125,0",0,0,0,0
3510,泡温泉啦-温泉更衣室,35,201,"10,2","10,2,1,1,2,0",1100,100003,用于更衣准备的温泉小屋，“翩然的星空，云隐的月夜，无意中闯入了这尘封的屋间。”,wq2017_chair,1,0,"-0.1,0,0",2,"4,104","0.5,0.08,0|*-0.342,9.381,0.000",0,0,0,0
3511,泡温泉啦-萤火竹林,35,301,0,"1,1,1,1,1,0",900,100003,远方萤火点缀的竹林，“夏日的祈祷，夏日的祈祷，那是妙不可言的萤火之曲，随风演奏的风铃乐章。”,wq2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
3512,泡温泉啦-鲤鱼旗,35,302,"22,2","6,8,1,1,1,0",1100,100003,为孩童准备的传统鲤鱼旗，“守着孩子早已厌倦了，盂兰盆节到来前，雪已开始飘，孩子也在哭啼。”,wq2017_walldeco_01,1,0,"0,0,0",3,0,0,0,0,0,0
3513,泡温泉啦-温泉竹子,35,302,"26,17","6,5,1,1,1,0",1050,100003,手工种植的优雅竹林，“月光从林间洒下，我轻抚你的脸庞，枝叶沙沙月皎皎。”乐章。”,wq2017_walldeco_02,1,0,"0,0.4,0",3,0,0,0,0,0,0
3514,泡温泉啦-温泉木制澡盆,35,201,"20,3","5,1,0,0,0,0",1000,100003,传统的木制澡盆，“日日围坐在老旧的暖炉边，一家子其乐融融好欢喜。”,"wq2017_deco_07_A,wq2017_deco_07_B","1,1","20,0","0,-0.15,0|0,-0.15,0","2,2",20,"0.49,0.26,0",0,0,0,0
3601,酒与避难所-“光荣相册”地砖,36,101,0,"1,1,1,1,1,0",300,100001,一块记录人类活动的地壳化石，显示着人类和人形一样穿着鞋子，而且喜欢用口香糖标记地盘。,sh2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
3602,酒与避难所-“赎罪券”地毯,36,102,"10,10","6,4,1,1,1,0",320,100001,古代烧掠城市的强盗会被迫购买此物并跪在上面忏悔，并在名字中间加一个“冯”作为罪人的烙印。,sh2017_carpet,1,0,"-0.02,0,0.31",1,0,0,0,0,0,0
3603,酒与避难所-“恶魔手术台”酒吧台,36,201,"2,2","11,3,1,1,1,0",400,100001,这种小型私人诊疗台可治疗人类的多种精神问题，或者使它更糟……至少这会让问题不再是问题。,"sh2017_deco_01_A,sh2017_deco_01_C,sh2017_deco_01_B","1,1,1","0,20,20","0,0,0|-1.15,-0.2,0|1.15,-0.2,0","2,2,2","17,104","0.5,0.13,0|*-4.383,4.013,0.000",0,0,0,0
3604,酒与避难所-“更危险的座狼”摩托车,36,201,"18,7","6,2,1,1,1,0",180,100001,通常认为动保组织的抗议使人类放弃了骑乘动物而改乘机械，从而导致坠落伤亡事件大幅增加。,sh2017_deco_02,1,0,"0,0,0",2,1,"0.59,0.29,0",0,0,0,0
3605,酒与避难所-“老狗的窝”酒吧沙发,36,202,"14,2","6,2,1,1,1,0",180,100001,我们去哪儿找一条狗呢？它需要老实忠诚、耷拉着耳朵、不咬人形、最好还没在这鬼地方发疯。,sh2017_deco_03,1,0,"0,0,0",2,"1,1","0.35,0.15,0|0.65,0.15,0",0,0,0,0
3606,酒与避难所-“街头打击乐”台球桌,36,201,"26,10","5,2,1,1,1,0",150,100001,人类在短暂的闲暇中难以兼顾体力发泄和精神享受，所以出现了这种运动，同理还有围棋足球部。,sh2017_deco_04,1,0,"0,-0.1,0",2,"13,104","0.5,0.25,0|*1.85,1.565,0.000",0,0,0,0
3607,酒与避难所-“工业标尺”货物架,36,201,"27,2","5,2,1,1,1,0",150,100001,造物主们喜欢为各种事物衡量价值，他们会把宝贵的东西摆放在这里，然后到死都不会动它们。,sh2017_deco_05,1,0,"0,0,0",2,104,"*0.569,4.116,0.000",0,0,0,0
3608,酒与避难所-“潘多拉之匣们”物资箱,36,201,"4,12","5,2,1,1,1,0",150,100001,记载说这种盒子一旦被打开，就会引发自相残杀的惨剧，至于希望……谁活下来谁就是希望呀。,sh2017_deco_06,1,0,"0,0,-0.35",2,104,"*-0.256,3.273,-0.955",0,0,0,0
3609,酒与避难所-“简易回收站”桌子,36,201,"14,11","3,2,1,1,1,0",100,100001,人类喜欢把废品留在这种平台上，然后等待清理……而我们之所以知道这件事，是因为他们永远都没等到。,sh2017_table,1,0,"0,0,0",2,104,"*-0.569,2.441,0.000",0,0,0,0
3610,酒与避难所-“矮子帮手”酒吧凳,36,202,"2,7","2,3,1,1,1,0",100,100001,“这件工具证明人类会拿身高歧视同类，对吧，小矮个？”“也许吧，总之先放我下来，我留你一口气。”,sh2017_chair_01,1,0,"0,0,0",2,1,"0.5,0.7,0",0,0,0,0
3611,酒与避难所-“故事触发器”椅子-左,36,202,"12,11","2,3,1,1,1,0",100,100001,人人都有讲不完的故事，可谁在乎呢？战争之所以无法停息，就是因为人人都认为自己很不幸嘛。,sh2017_chair_03,1,0,"0,0,0",2,3,"0.51,0.29,0",0,0,0,0
3612,酒与避难所-“故事触发器”椅子-右,36,202,"17,10","2,3,1,1,1,0",100,100001,人人都有讲不完的故事，可谁在乎呢？战争之所以无法停息，就是因为人人都认为自己很不幸嘛。,sh2017_chair_02,1,0,"0,0,0",2,2,"0.48,0.29,0",0,0,0,0
3613,酒与避难所-“巧克力风霜”砖墙,36,301,0,"2,2,1,1,1,0",300,100001,人类的成长似乎是件毫无意义的事情，因为他们常将敢于做坏事称为纯真，将怯于做好事称为成熟。,sh2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
3614,酒与避难所-“新手防暴盾”射击靶,36,302,"15,15","1,1,0,0,0,0",100,100001,我们有理由相信这是现代盾牌的雏形，它布满了弹孔，而且经常出现在暴力场所。,sh2017_walldeco_01,1,5,"0,0,0",3,0,0,0,0,0,0
3615,酒与避难所-“橄榄枝”灯管,36,302,"16,10","5,3,1,1,1,0",225,100001,“抛出橄榄枝”是老报纸中难以理解的一个用语，直到我们将它与这件已弯折的电击凶器挂钩。,sh2017_walldeco_02,1,5,"0,0,0",3,104,"*-1.554,0.941,0.000",0,0,0,0
3616,酒与避难所-“忙人免进”安全门,36,302,"24,13","4,9,1,1,1,0",400,100001,真有意思，进来的反而都是工作快到死线的家伙，而那些没到的……可能她们今天不想喝东西。（耸肩）,sh2017_walldeco_03,1,5,"-0.03,0.06,0",3,0,0,0,0,0,0
3617,酒与避难所-“人类遗产”酒吧标牌,36,302,"18,14","5,3,1,1,1,0",225,100001,这些文物表达了绝大部分人类的夙愿，简单美好，但不知道为何难以实现，就算和平年代也一样。,sh2017_walldeco_04,1,5,"0,0,0",3,0,0,0,0,0,0
3701,大藏书馆-古典地板,37,101,"0,0","1,1,1,1,1,0",800,100003,“读书人不一定有知识，真正的常识是懂得知识，会思想，能工作。”//n什么啊……读书不就是因为不想工作吗，累了，坐会儿……——M249,tsg2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
3702,大藏书馆-藏书馆圆毯,37,102,"14,8","6,4,1,1,1,0",800,100003,“我扑在书上，就像饥饿的人扑在面包上。”//n没错，我知道这种感觉，不过我更厉害，不饿的时候也会扑上去，就像这样！砰——！——FNC,tsg2017_carpet,1,0,"-0.02,0,0.31",1,0,0,0,0,0,0
3703,大藏书馆-阶梯藏书架,37,201,"21,3","11,2,1,1,1,0",1000,100003,“书是灵魂最好的麻醉剂。”——AK47摘录//n“有些人生来只会吸收书中的毒素。”——索米摘录,tsg2017_deco_01,1,0,"0,0,0",2,104,"*0.201,8.396,0.000",0,0,0,0
3704,大藏书馆-豪华藏书架,37,201,"3,2","9,2,1,1,1,0",1000,100003,“不读书的人，思想就会停止。”——MP446//n整天只会找漫画看的人，思想早就停止了哦。——莫辛纳甘,tsg2017_deco_02,1,0,"0,0,0",2,104,"*0.201,10.616,0.000",0,0,0,0
3705,大藏书馆-书友朗读台,37,202,"23,10","2,2,1,1,1,0",850,100003,“一切书籍不是刀剑，就是梦幻；你可以用语言进行杀戳，也可以用语言进行迷惑。”//n我从中深深明白了一个道理，能动手就别吵吵。——97霰//nM99，下次请换个还有救的人形来朗读会吧。——Z62,tsg2017_deco_03,1,0,"0,0,0",2,104,"*0.050,2.537,0.000",0,0,0,0
3706,大藏书馆-书友桌台,37,201,"2,8","3,2,1,1,1,0",900,100003,“学问对人们要求最大的紧张和最大的热情。”//n铁血才是。——KSG//n游戏才是！——RFB,tsg2017_deco_04,1,0,"0,-0.1,0",2,104,"*0,1.622,0.000",0,0,0,0
3707,大藏书馆-古典台灯,37,201,"11,6","2,2,1,1,1,0",850,100003,“书籍就像神灯，照亮人们最遥远、最黯淡的生活道路。”//n没错！我把平板调到书本时，白底很适合在黑夜外出时照明呢！——M1873,tsg2017_deco_05,1,0,"0,0,0",2,104,"*0.050,3.159,0.000",0,0,0,0
3708,大藏书馆-古典小圆桌,37,201,"16,7","2,2,1,1,1,0",850,100003,“除了野蛮国家，整个世界都被书统治着。”//n哼，那么书能统治的东西还真少啊，尤其是现在。——内格夫,tsg2017_deco_06,1,0,"0,0,-0.35",2,0,0,0,0,0,0
3709,大藏书馆-书架楼梯,37,201,"7,10","4,2,1,1,1,0",900,100003,“书是人类进步的阶梯。”//n没人知道阶梯会通向哪里……也许我们就快看到了。——维克托,"tsg2017_deco_07_A,tsg2017_deco_07_B","1,1","10,0","0,0,0|0,0,0","2,2","17,104","0.72,0.752,0|*1.765,6.062,0.000",0,"4,4,4",0,0
3710,大藏书馆-书友沙发床,37,202,"25,9","6,3,1,1,1,0",950,100003,“读书之于精神//c恰如运动之于身体。”//n所以都是有害的，唯独沙发有益身心。——F2000,tsg2017_chair_01,1,0,"0,0,0",2,"4,104","0.5,0.2,0|*2.078,2.931,0.000",0,0,0,0
3711,大藏书馆-书友椅子-右,37,202,"19,8","2,3,1,1,1,0",850,100003,“知识就是力量。”——FAMAS//n“力量就是正义！”——布伦·坦//n“胜者即是正义！”——SVD//n“可爱才是正义！”——G28//n“你们三个，请出去。”——P99,tsg2017_chair_03,1,0,"0.08,0,0",2,2,"0.55,0.4,0",0,0,0,0
3712,大藏书馆-书友椅子-左,37,202,"13,8","2,3,1,1,1,0",850,100003,“知识就是力量。”——FAMAS//n“力量就是正义！”——布伦·坦//n“胜者即是正义！”——SVD//n“可爱才是正义！”——G28//n“你们三个，请出去。”——P99,tsg2017_chair_02,1,0,"-0.08,0,0",2,3,"0.45,0.4,0",0,0,0,0
3713,大藏书馆-书架墙壁,37,301,"0,0","2,2,1,1,1,0",800,100003,“书籍是造就灵魂的工具。”//n没有灵魂的我们，还有必要读书吗？——64式//n看呗，吃啥补啥。——56-1式,tsg2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
3714,大藏书馆-藏书馆壁炉,37,302,"16,21","1,1,0,0,0,0",950,100003,“教育！科学！学会读书，便是点燃火炬！每个字的每个音节都发射火星！”//n发射上火星？向火星人求援吗？可以请他们让大家吃饱饭嘛？——OTs44//n从以往的电影来看，火星人只会让情况更糟……——OTs14,tsg2017_walldeco_01,1,5,"0.14,0.74,0",3,104,"*0.507,9.161,0.000",0,0,0,0
3715,大藏书馆-古典吊灯,37,302,"15,3","4,3,1,1,1,0",850,100003,“书籍乃世人积累智慧之长明灯。”//n哈，从这一百多年的战争数据来看，很明显这里指的是自我毁灭的智慧嘛。——MAC-10,tsg2017_walldeco_02,1,5,"-0.1,0,0",3,0,0,0,0,0,0
3716,大藏书馆-古典统治者肖像,37,302,"16,7","1,2,1,1,1,0",800,100003,“书籍是人类知识的总统。”//n据说是莎士比亚说的，可显然那时候没有总统……如果人类总是对的，也许这就是读书能跨越时空的依据呢。——司登,tsg2017_walldeco_03,1,5,"0.12,0,0",3,0,0,0,0,0,0
3801,深夜厨房-烹饪用地板,38,101,0,"1,1,1,1,1,0",500,100002,李恩菲尔德：请不要在厨房滑旱冰，尤其在我做黄油的时候……闭嘴，立正！IDW，请在我忙完后留下来打扫战场。,cf2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
3802,深夜厨房-深夜厨房地毯,38,102,"27,5","4,3,1,1,1,0",550,100002,G36：烤香肠的原料准备差不多了，你觉得还缺点什么呢？//nG36C：再加点香料怎么样？比如说……欧芹？//nG36：的确♪快来帮忙吧。,cf2017_carpet,1,0,"0,0,0",1,0,0,0,0,0,0
3803,深夜厨房-巨型烤火鸡,38,201,"14,9","5,2,1,1,1,0",650,100002,M1873：哈哈哈哈！我看了那集Mr.Bean！原来你们是这样吃火鸡的！//n布伦：是啊，不像你们，每年靠吃这个来纪念从叛国行动里幸存。,"cf2017_deco_01_A,cf2017_deco_01_B","1,1","0,10","0,0,0|0,0,0","2,2","13,104","0.6,0.25,0|*-0.939,3.529,0.000",0,0,0,0
3804,深夜厨房-烹饪用灶台,38,201,"5,2","9,2,1,1,1,0",750,100002,AR70：火候怎么样了？//nSAT8：Al dente！//nAR70：呃……什么？//nSAT8：哎呀，继承传统是我国菜肴的精髓哦，连同术语一起好好记在云图里吧。//n伯莱塔38：那个……只是俗语吧……,cf2017_deco_02,1,0,"-0.05,0,0",2,104,"*0.062,10.986,0.000",0,0,0,0
3805,深夜厨房-烹饪用洗手台,38,201,"8,9","6,2,1,1,1,0",650,100002,八一式马：T91，没想到你洗碗这么快呢。//nT91：在奶茶店打过工啦，不过你也没差嘛，为什么啊？//n八一式马：呃……火车上的工作，就是……“花生啤酒火腿肠，同志腿收一下！”那种……,cf2017_deco_03,1,0,"0.084,0,0",2,104,"*1.063,3.984,0.000",0,0,0,0
3806,深夜厨房-烹饪用置物柜,38,201,"2,9","6,2,1,1,1,0",650,100002,FAMAS：AAT，下次记住，这种面包不需要膨胀塑形，不用在上面切口的。//nAAT52：塑形？原来切口不是为了好玩吗！,cf2017_deco_04,1,0,"-0.07,0,0",2,104,"*-0.901,4.116,0.000",0,0,0,0
3807,深夜厨房-料理室冰箱,38,201,"14,2","6,2,1,1,1,0",750,100002,维尔德：我再也不在半夜打开了！布伦做的沙丁鱼馅饼死不瞑目地盯着我，还有利贝罗勒丢进去的几条七鳃鳗……活的！,cf2017_deco_05,1,0,"0,0,0",2,104,"*0.101,6.29,0.000",0,0,0,0
3808,深夜厨房-深夜厨房洗涤机,38,201,"26,2","6,2,1,1,1,0",700,100002,P7：Ciao，可爱的小姐！来点红葡萄酒和面包吧！可以让你更加丰满动人哦。//nSPAS12：是嘛？我觉得可乐和汉堡就足够了呀。//nARX160：（叹气）是吗，我试试看……//nP7：请一口吃完，毕竟……清理现场很麻烦的。（小声）,"cf2017_deco_06_A,cf2017_deco_06_B,cf2017_deco_06_C","1,1,1","10,0,12","0,0,0|0,0,0|0,0,0","2,2,2","17,104","0.28,0.27,0|*-0.101,3.614,0.000",0,0,0,0
3809,深夜厨房-深夜厨房高脚凳-左,38,202,"3,11","2,3,1,1,1,0",500,100002,M500：喂，小个子，你不来帮忙嘛？//nS-Shorty：不了，我的手够不到桌子……//nM500：我们有凳子呀！//nS-Shorty：太高了，还是够不到……（哭腔）,cf2017_chair_01,1,0,"0,0,0",2,3,"0.53,0.75,0",0,0,0,0
3810,深夜厨房-深夜厨房高脚凳-右,38,202,"6,11","2,3,1,1,1,0",500,100002,M500：喂，小个子，你不来帮忙嘛？//nS-Shorty：不了，我的手够不到桌子……//nM500：我们有凳子呀！//nS-Shorty：太高了，还是够不到……（哭腔）,cf2017_chair_02,1,0,"-0.07,0,0",2,2,"0.47,0.75,0",0,0,0,0
3811,深夜厨房-料理室储物柜,38,301,0,"1,1,1,1,1,0",500,100002,m45：诶？Ak5，看到我刚出炉的面包了吗？//nAk5：刚才……好像被P7端走了，连同鱼罐头一起……嗯？m45姐，你笑什么？m45姐？,cf2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
3812,深夜厨房-烹饪用挂架,38,302,"9,13","1,1,0,0,0,0",650,100002,79式：请看，料理监督者小姐，再加上少许盐，就可以进行下一步了！//nMP40：少许……是多少？//n79式：看你喜欢喽？//nMP40：（记笔记）79式的语言和数学模块需要重新检修。,cf2017_walldeco_01,1,5,"0,0,0",3,0,0,0,0,0,0
3813,深夜厨房-料理室百叶窗,38,302,"23,13","6,4,1,1,1,0",650,100002,PSM：……真是个美好的夜晚啊。//nT33：就算吃的面包里掺了鲱鱼罐头？//nPSM：可是，我觉得味道很棒啊，为什么之前大家都说难吃呢？//nT33：嗯……这一定是……大家想给你个惊喜吧？,cf2017_walldeco_02,1,0,"0,0.76,0",3,104,"*0.104,-0.911,0.000",0,0,0,0
3901,万圣镇-腐烂国度,39,101,0,"1,1,1,1,1,0",850,100003,腐烂的杂草在你的脚下哀嚎，你无可奈何，总有人要来探索秘密，而秘密，就是告诉你怎样死去。,ws2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
3902,万圣镇-没有雾的石板路,39,102,"6,6","6,4,1,1,1,0",850,100003,你认为这样的石板足以令丧尸无法破土而出，但石板下蠕动的声音可能意味着更可怕的东西。,ws2017_carpet,1,0,"-0.02,0,0.31",1,0,0,0,0,0,0
3903,万圣镇-黑暗森林,39,201,"2,2","11,1,1,1,1,0",1000,100003,闪过的黑影和沉闷的低吼声令你确信这是条不归路，但未知与死亡一样令人着迷，或者说两者并无区别。,ws2017_deco_01,1,0,"-0.2,0,0",2,0,0,0,0,0,0
3904,万圣镇-幻想糖果屋,39,201,"2,12","4,2,1,1,1,0",900,100003,上面写着“一次只能拿一颗”，你有种预感，不听话的孩子会被树洞里的什么东西抓住。,ws2017_deco_02,1,0,"0,0,-0.3",2,104,"*0.882,3.188,-0.819",0,0,0,0
3905,万圣镇-不死者篝火,39,201,"15,12","4,2,1,1,1,0",900,100003,坐在篝火周围令你感到生存的实感，也许，你身上黑暗的部分正眷顾着火焰，吸引你跨越毁灭，获取新生。,ws2017_deco_03,1,0,"0,-0.26,0",2,0,0,0,0,0,0
3906,万圣镇-墓地废墟,39,201,"13,5","4,2,1,1,1,0",900,100003,墓碑倒塌的方向似乎在指引着一个地点，你不知道这意味着什么，最好只是个恶意不太深重的玩笑。,ws2017_deco_04,1,0,"0,-0.1,0",2,104,"*-1.108,2.312,0.000",0,0,0,0
3907,万圣镇-灵体独角兽,39,201,"17,6","4,2,1,1,1,0",950,100003,一只外形有点“稀薄”的独角兽在等待你帮助它，然后只要一声口哨，它会把你带到它想去的地方。,ws2017_deco_05,1,0,"-0.06,0,-0.2",2,104,"*-0.939,3.7,-0.546",0,0,0,0
3908,万圣镇-邪恶路标,39,201,"27,3","1,2,1,1,1,0",850,100003,你看不清上面写着什么，但是还是凭感觉触摸了上去，人生就是这么回事：背负得越少，死得越轻松。,ws2017_deco_06,1,0,"0,0,0",2,104,"*1.11,5.322,0.000",0,0,0,0
3909,万圣镇-奴隶围栏,39,201,"28,2","4,1,1,1,1,0",900,100003,你隔着围栏听到锁链拖动的声音，却什么都看不到，你决定在声音靠近前离开，以免目睹到对方的真面目。,ws2017_deco_07,1,0,"0,0,0",2,104,"*2.115,2.776,0.000",0,0,0,0
3910,万圣镇-恐惧之末,39,201,"3,3","21,2,1,1,1,0",1100,100003,这东西在欢迎你进去喝一杯，你可以放松一下，然后祈祷黎明前能离开这里，不然索性永远别清醒过来。,"ws2017_deco_08_A,ws2017_deco_08_B","1,1","10,0","-1.7,-0.15,0|2.9,-0.15,0","2,2",104,"*0.256,7.457,0.000",0,0,0,0
3911,万圣镇-新娘安息之地,39,202,"26,10","6,3,1,1,1,0",1000,100003,你听到某个低语，得知有一位少女躺在这里，等待着某人的戒指唤醒她，可能……冰淇淋也可以。,"ws2017_chair_01_A,ws2017_chair_01_B","1,1","0,10","0,0,0|0,0,0","2,2","83911,104","0.23,0.18,0|*-0.342,5.664,0.000",0,0,0,0
3912,万圣镇-巫师的桶子,39,202,"9,9","4,3,1,1,1,0",900,100003,你敲了敲桶子，里面传来一阵粗犷的声音，“桶子有的是，随便挑！”……也许下一次吧，在酒吧里。,ws2017_chair_02,1,0,"-0.08,-0.1,0",2,"1,104","0.6,0.4,0|*-1.651,3.33,0.000",0,0,0,0
3913,万圣镇-魔法马车,39,203,"22,6","4,3,1,1,1,0",1050,100003,你向马车内部望去，灰姑娘不在里面，没有人在里面，危险时可以藏进去，前提是这辆车不会吃了你。,"ws2017_bed_A,ws2017_bed_B","1,1","10,0","0,0,0|0,0,0","2,2","12,14,104","0.3,0.25,0|0.7,0.25,0|*0.683,6.375,0.000",0,0,0,0
3914,万圣镇-流放之路,39,301,0,"2,2,1,1,1,0",850,100003,你听说只有罪人才会踏入此地，他们要么失去生命，从此消失，要么失去灵魂，成为了这里新的主人。,ws2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
3915,万圣镇-恶灵古堡,39,302,"29,5","3,6,0,0,0,0",1000,100003,最终，城主的大门向你敞开。你的内心中究竟居住着什么，才会让你从今夜存活？也许这就是答案。,ws2017_walldeco,1,5,"-0.15,0.38,0",3,0,0,0,0,0,0
4001,花房茶会-花房地板,40,101,0,"1,1,1,1,1,0",500,100002,制造安静环境的柔软地板，“不久脚印踏过的道路会连成一片，总有一天成为谁的光芒和未来的路标。”,hf2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
4002,花房茶会-小型草坪,40,102,"17,2","6,1,1,1,1,0",550,100002,掺杂细小花朵的草坪，“此刻我唯一的记忆，是我们相逢的足迹，和我们的脚下芬芳的小花。”,hf2017_carpet,1,0,"0,0,0",1,0,0,0,0,0,0
4003,花房茶会-花房玻璃墙,40,201,"2,5","30,2,1,1,1,0",700,100002,能够阻挡糟糕天气的花房墙壁，“晴天雨天多云天，哪个来临都无所谓，这里有28个天气预报员！”,"hf2017_deco_01_A,hf2017_deco_01_B,hf2017_deco_01_C","1,1,1","0,0,0","-2.868,0,0|1.745,0,0|6.35,0,0","2,2,2",0,0,0,0,0,0
4004,花房茶会-花房茶会小桌,40,201,"9,11","5,2,1,1,1,0",600,100002,摆放点心和饮品的桌子，“银色的勺子在惬意飞翔，一口口吃着融化的月亮。”,hf2017_deco_02,1,0,"0,-0.1,0",2,104,"*-1.935,1.736,0.000",0,0,0,0
4005,花房茶会-矮墙草丛,40,201,"11,2","6,1,1,1,1,0",550,100002,精心修整的草丛，“我知道你是谁，你是一堵不得不翻越的高墙，你想要让我摔倒和哭泣。”,hf2017_deco_03,1,0,"-0.01,0,0",2,104,"*0.073,1.627,0.000",0,0,0,0
4006,花房茶会-小型花坛,40,201,"9,3","3,2,1,1,1,0",550,100002,小型装饰花坛，“鸟高高地在空中飞舞，终会知晓风的歌声，花红彤彤地盛开，终会永远地陷入梦中。”,hf2017_deco_04,1,0,"-0.07,0,0",2,0,0,0,0,0,0
4007,花房茶会-初开的花丛,40,201,"3,3","6,1,1,1,1,0",550,100002,刚刚盛开的幼小花丛，“初开的小小花朵指引我踏上旅程，为了能到达远方，为了能到达你的身旁。”,hf2017_deco_05,1,0,"0,0,0",2,0,0,0,0,0,0
4008,花房茶会-成熟的花丛,40,201,"23,7","6,1,1,1,1,0",650,100002,完全盛开的鲜艳花丛，“在这里问候我们的是世界上最温暖的春天，你听，已经能听到花朵们的声音了吧！”,hf2017_deco_06,1,0,"0,0,0",2,104,"*-0.199,3.358,0.000",0,0,0,0
4009,花房茶会-高吊的花丛,40,201,"12,7","2,2,1,1,1,0",550,100002,吊在空中的装饰花丛，“轻飘飘地描绘波纹，轻飘飘地花瓣凋零，摇曳曳中描绘弧线，摇曳曳中蝴蝶起舞。”,hf2017_deco_07,1,0,"0,0.97,0",2,104,"*1.195,8.396,0.000",0,0,0,0
4010,花房茶会-花房茶会沙发,40,202,"4,7","6,3,1,1,1,0",600,100002,举行茶会用的沙发，“熊！哪儿？这儿！我找到啦！雪白雪白软绵绵！白摩卡，热乎乎，一起闲聊暖烘烘！”,hf2017_sofa,1,0,"0,0,0",2,"12,14","0.3,0.225,0|0.7,0.225,0",0,0,0,0
4011,花房茶会-黄昏的原野,40,301,0,"1,1,1,1,1,0",500,100002,黄昏下的平原远景，“奔跑在一年出现一次的道路，像大人一样沐浴黄昏，活在沙漏中的我们究竟是什么，只能用所剩无几的时间来探寻。”,hf2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
4012,花房茶会-林立的树丛,40,302,"2,19","8,1,0,0,0,0",550,100002,巨大的树丛装饰，“树木间洒落下光，闪烁的水滴在歌唱，我的眼睛在沉睡中看到的，是你做过的梦。”,hf2017_walldeco_01,1,5,"0,1.8,0",3,0,0,0,0,0,0
4013,花房茶会-花房喷泉,40,302,"16,10","4,6,1,1,1,0",550,100002,古典式的石制喷泉，“我无法成为天使，只能成为水边的花，唯有这样才能抚平你的内心。”,hf2017_walldeco_02,1,5,"0,0,0",3,0,0,0,0,0,0
4014,花房茶会-火烈鸟,40,302,"22,12","2,8,1,1,1,0",600,100002,失落生物火烈鸟……的装饰，“虽然无法在天空飞翔，但依然拥有梦想的翅膀，所以要流下汗水，快快长大，总有一天能征服它！”,hf2017_walldeco_03,1,5,"0,0,0",3,0,0,0,0,0,0
4101,王之裁缝-“古老格调”地板,41,101,0,"1,1,1,1,1,0",500,100002,时刻记住那些古典的、传统的东西，以便你可以随时而精准地破坏它们。,cfd2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
4102,王之裁缝-“重复使用”地毯,41,102,"2,5","6,6,1,1,1,0",550,100002,你会因为洒上一杯酒而舍弃掉一块地毯吗？那么伤疤和失败也一样。,cfd2017_carpet,1,0,"0,0,0",1,0,0,0,0,0,0
4103,王之裁缝-“起步计划”长柜,41,201,"8,9","5,2,1,1,1,0",700,100002,如何达成目的，重要的是执行很多的计划，更重要的是放弃更多的计划。,"cfd2017_deco_01_A,cfd2017_deco_01_B","1,1","0,0","-0.512,-0.06,0|0.64,-0.06,0","2,2","1,104","0.3,0.55,0|*1.793,2.277,0.000",0,0,0,0
4104,王之裁缝-“三思而行”衣柜,41,201,"25,2","6,2,0,0,0,0",600,100002,当你还没有获得力量时，应当谨言慎行，当你拥有力量时，则更应如此。,cfd2017_deco_02,1,0,"0,-0.1,0",2,104,"*0.101,5.464,0.000",0,0,0,0
