id,name,description,conflict_type,max_tier,type,duration_type,duration,delay,probability,boss_available,armor_reduce_number,pow_number,dodge_number,hit_number,rate_number,critical_number,critical_damage_number,damage_reduce_number,damage_return_number,move_number,shield_number,arp_number,trigger_creation_id,trigger_creation_delay,is_form_play,buff_animation,buff_description,available_gun_type,available_gun_type2,def_number,defbreak_number,maxdef_number,cdr_number,forced_skill,fix_damage,night_view_percent,range_number
631,BD百位数显示1,,631,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,,,,,0,0,0,0,0,0,0,0
632,BD百位数显示2,,632,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0,,,,,0,0,0,0,0,0,0,0
633,BD百位数显示3,,633,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,,,,,0,0,0,0,0,0,0,0
634,BD百位数显示4,,634,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,0,,,,,0,0,0,0,0,0,0,0
635,BD百位数显示5,,635,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,,,,,0,0,0,0,0,0,0,0
636,BD百位数显示6,,636,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,0,,,,,0,0,0,0,0,0,0,0
637,BD百位数显示7,,637,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,,,,,0,0,0,0,0,0,0,0
638,BD百位数显示8,,638,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1033,0,0,,,,,0,0,0,0,0,0,0,0
639,BD百位数显示9,,639,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1034,0,0,,,,,0,0,0,0,0,0,0,0
640,BD百位数显示0,,640,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,0,,,,,0,0,0,0,0,0,0,0
641,BD个位数1,,641,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
642,BD个位数2,,642,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
643,BD个位数3,,643,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
644,BD个位数4,,644,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
645,BD个位数5,,645,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
646,BD个位数6,,646,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
647,BD个位数7,,647,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
648,BD个位数8,,648,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
649,BD个位数9,,649,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
650,BD个位数0,,650,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
651,BD十位数1,,651,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
652,BD十位数2,,652,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
653,BD十位数3,,653,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
654,BD十位数4,,654,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
655,BD十位数5,,655,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
656,BD十位数6,,656,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
657,BD十位数7,,657,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
658,BD十位数8,,658,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
659,BD十位数9,,659,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
660,BD十位数0,,660,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
661,BD百位数1,,661,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
662,BD百位数2,,662,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
663,BD百位数3,,663,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
664,BD百位数4,,664,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
665,BD百位数5,,665,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
666,BD百位数6,,666,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
667,BD百位数7,,667,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
668,BD百位数8,,668,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
669,BD百位数9,,669,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
670,BD百位数0,,670,10,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
671,BD断连保护,,671,2,400,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
672,BD断连判定,,672,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
673,BDBreak触发,,673,1,400,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
674,BD清空2段触发,,674,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
675,BD断连惩罚触发,,675,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
702,M1918增伤判定,,702,3,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
703,英雄本色持续中,,703,7,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
704,英雄本色1,,704,1,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
705,英雄本色2,,705,1,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
706,英雄本色3,,706,1,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
707,英雄本色4,,707,1,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
708,英雄本色5,,708,1,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
709,英雄本色6,,709,1,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
710,英雄本色7,,710,1,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
711,噩梦标记火力,,711,5,101,1,*101,0,0,0,0,*201,0,0,0,0,0,0,0,0,0,0,0,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
712,噩梦标记人数计数,,712,5,400,1,*101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
713,噩梦标记,,713,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021,0,0,,,,,0,0,0,0,0,0,0,0
714,噩梦标记人数判定,,714,1,400,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,902152,0,0,0
715,噩梦标记技能触发,,715,1,400,1,*101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
716,莫辛纳甘击杀标记,,716,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
717,莫辛纳甘判定触发,,717,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
718,纳甘火力提升触发,,718,1,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
719,MP446射速,射速上升,719,1,104,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
720,MP446射速提升触发,,720,1,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
727,IDW射速上升1,射速上升,727,1,104,1,*102,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
728,IDW射速上升2,射速上升,728,1,104,1,*103,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,263,0,0,,,,,0,0,0,0,0,0,0,0
729,IDW射速上升3,射速上升,729,1,104,1,*104,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
730,ID2火力上升1,火力上升,730,1,101,1,*102,0,0,1,0,*203,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
731,ID2火力上升2,火力上升,731,1,101,1,*103,0,0,1,0,*203,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
732,ID2火力上升3,火力上升,732,1,101,1,*104,0,0,1,0,*203,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
733,64式眩晕,眩晕，不能行动,221,1,221,1,*102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,1,,,,,0,0,0,0,0,0,0,0
734,64式闪光弹+,,400,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
735,命中下降,命中下降,735,2,203,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,207,0,1,,,,,0,0,0,0,0,0,0,0
736,火力专注+,,400,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,RateBuffText,,,0,0,0,0,0,0,0,0
737,IDW充电触发,,400,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
738,M4关卡限定触发,,400,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
739,M4技能触发,,739,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
740,MODI屏蔽2,,740,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
741,MODI屏蔽1,,741,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
742,莫辛纳甘击杀奖励,,742,1,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
743,莫辛纳甘击杀奖励2,,743,1,104,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,201,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
744,莫辛纳甘判定触发2,,744,1,400,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
745,百分比伤害减免,护甲上升,745,1,110,1,*101,0,0,1,0,0,0,0,0,0,0,*201,0,0,0,0,0,0,0,BlueFlash,,,,0,0,0,0,0,0,0,0
801,妖精火力,有几率增加我方全体伤害,801,5,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
802,妖精命中,有几率增加我方全体命中,802,5,103,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
803,妖精回避,闪避上升,803,5,102,1,*101,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,202,0,1,YellowFlash,DodgeBuffText,,,0,0,0,0,0,0,0,0
804,妖精护甲,坚固型,804,5,108,1,*101,0,0,1,*201,0,0,0,0,0,0,0,0,0,0,0,201,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
805,妖精暴击,暴击概率上升,805,5,106,1,*101,0,0,1,0,0,0,0,0,*201,0,0,0,0,0,0,201,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
806,妖精射速,射速上升,806,5,104,1,*101,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
807,妖精火力SMG,有几率增加我方全体伤害,807,5,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,2,,0,0,0,0,0,0,0,0
808,妖精回避SMG,闪避上升,808,5,102,1,*101,0,0,1,0,0,*202,0,0,0,0,0,0,0,0,0,202,0,1,YellowFlash,DodgeBuffText,2,,0,0,0,0,0,0,0,0
809,妖精火力AR,有几率增加我方全体伤害,809,5,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,4,,0,0,0,0,0,0,0,0
810,妖精射速AR,射速上升,810,5,104,1,*101,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,4,,0,0,0,0,0,0,0,0
811,妖精火力RF,有几率增加我方全体伤害,811,5,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,3,,0,0,0,0,0,0,0,0
812,妖精射速RF,射速上升,812,5,104,1,*101,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,3,,0,0,0,0,0,0,0,0
813,妖精护甲SG,坚固型,813,5,108,1,*101,0,0,1,*201,0,0,0,0,0,0,0,0,0,0,0,201,0,0,YellowFlash,,6,,0,0,0,0,0,0,0,0
814,妖精暴击SG,暴击概率上升,814,5,106,1,*101,0,0,1,0,0,0,0,0,*202,0,0,0,0,0,0,201,0,0,YellowFlash,,6,,0,0,0,0,0,0,0,0
815,妖精火力MG,有几率增加我方全体伤害,815,5,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,5,,0,0,0,0,0,0,0,0
816,妖精命中MG,有几率增加我方全体命中,816,5,103,1,*101,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,5,,0,0,0,0,0,0,0,0
817,妖精回避HG,闪避上升,817,5,102,1,*101,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,202,0,1,YellowFlash,DodgeBuffText,1,,0,0,0,0,0,0,0,0
818,妖精暴击HG,暴击概率上升,818,5,106,1,*101,0,0,1,0,0,0,0,0,*202,0,0,0,0,0,0,201,0,0,YellowFlash,,1,,0,0,0,0,0,0,0,0
819,妖精火力叠加1,有几率增加我方全体伤害,819,5,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
820,妖精火力叠加2,有几率增加我方全体伤害,819,5,101,1,*101,240,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
821,妖精火力叠加3,有几率增加我方全体伤害,819,5,101,1,*101,480,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
822,战斗妖精火力,,822,5,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
823,战斗妖精射速,,823,5,104,1,*101,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
824,暴击妖精命中,命中上升,824,5,103,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
825,暴击妖精暴击,暴击概率上升,825,5,106,1,*101,0,0,1,0,0,0,0,0,*202,0,0,0,0,0,0,201,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
826,空降妖精伤害减益,火力下降,826,5,201,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0
827,空降妖精命中减益,命中下降,827,5,203,1,*101,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
828,空降妖精暴击减益,暴击概率上升,828,5,206,1,*101,0,0,1,0,0,0,0,0,*203,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
829,空降妖精回避减益,闪避下降,829,5,202,1,*101,0,0,1,0,0,*204,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
830,空降妖精护甲减益,护甲上升,830,5,108,1,*101,0,0,1,*205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
831,工事妖精伤害增益,,831,5,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
832,工事妖精命中增益,,832,5,103,1,*101,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
833,工事妖精暴击增益,,833,5,106,1,*101,0,0,1,0,0,0,0,0,*203,0,0,0,0,0,0,0,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
834,工事妖精回避增益,,834,5,102,1,*101,0,0,1,0,0,*204,0,0,0,0,0,0,0,0,0,0,0,1,YellowFlash,DodgeBuffText,,,0,0,0,0,0,0,0,0
835,工事妖精护甲增益,,835,5,108,1,*101,0,0,1,*205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
836,厨神妖精伤害,,836,5,101,1,4500,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,974,0,0,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
837,厨神妖精射速,,837,5,104,1,4500,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,974,0,0,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
838,厨神妖精命中,,838,5,103,1,4500,0,0,1,0,0,0,*203,0,0,0,0,0,0,0,0,974,0,0,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
839,厨神妖精回避,,839,5,102,1,4500,0,0,1,0,0,*204,0,0,0,0,0,0,0,0,0,974,0,0,YellowFlash,DodgeBuffText,,,0,0,0,0,0,0,0,0
840,厨神妖精降低,,840,5,201,1,4500,0,0,1,0,*205,0,0,0,0,0,0,0,0,0,0,975,0,0,,,,,0,0,0,0,0,0,0,0
841,厨神妖精特效附着,,345,1,400,1,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,0,0,,,,,0,0,0,0,0,0,0,0
842,LadyMadeStar火力上升,有几率增加我方全体伤害,801,5,101,1,600,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,,PowBuffText,,,0,0,0,0,0,0,0,0
843,LadyMadeStar命中下降,命中下降,203,5,203,1,600,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,207,0,1,,,,,0,0,0,0,0,0,0,0
844,OblivioN火力上升,火力上升,844,5,101,1,30,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
845,OblivioN命中上升,命中上升,845,5,103,1,30,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
846,OblivioN闪避下降,闪避下降,846,5,202,1,30,0,0,1,0,0,*202,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
847,OblivioN护甲下降,护甲下降,847,5,208,1,30,0,0,1,*202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
848,OblivioN闪避上升,闪避上升,848,5,102,1,30,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,202,0,1,YellowFlash,DodgeBuffText,,,0,0,0,0,0,0,0,0
849,OblivioN护甲上升,护甲上升,849,5,108,1,30,0,0,1,*201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
850,OblivioN火力下降,火力下降,850,5,201,1,30,0,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
851,OblivioN命中下降,命中下降,851,5,203,1,30,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
852,IwantU伤害增益,,852,5,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0
853,IwantU命中增益,,853,5,103,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,0,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
854,IwantU暴击增益,,854,5,106,1,*101,0,0,1,0,0,0,0,0,*201,0,0,0,0,0,0,0,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
855,IwantU回避增益,,855,5,102,1,*101,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,0,0,1,YellowFlash,DodgeBuffText,,,0,0,0,0,0,0,0,0
856,IwantU护甲增益,,856,5,108,1,*101,0,0,1,*201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
857,88式重机枪换弹,重机枪换弹标记,857,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
858,K11触发索敌,,858,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
859,K11索敌,,859,1,400,1,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
863,护盾,,863,99,109,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,*102,0,0,0,0,,,,,0,0,0,0,0,0,0,0
868,LWMMG触发,,868,99,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
869,LWMMG触发2,,869,99,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
870,G36触发,,870,5,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
871,G36召唤物,,871,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1196,0,0,,,,,0,0,0,0,0,0,0,0
872,G36人数计数,,872,2,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
873,G36射速上升,,873,2,104,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
874,火力专注+,m14,874,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
875,LWMMGcutin,lwmmg,875,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
876,LWMMG特效,lwmmg,876,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1307,0,0,,,,,0,0,0,0,0,0,0,0
877,K31命中下降,K31命中下降,877,5,203,1,*101,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,207,0,1,,,,,0,0,0,0,0,0,0,0
878,杰里科影响格标记,,878,1,400,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
879,杰里科火力,影响格内换弹火力提升,879,3,101,1,*102,0,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
881,p90闪避上升2,闪避上升,881,5,102,1,*102,30,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
882,p90闪避上升3,闪避上升,882,5,102,1,*103,60,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
883,64type人数,统计场上人数,883,20,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
884,64type触发,触发2次统计,884,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
885,64type触发2,触发2次统计,885,1,400,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
886,64type人数,统计场上人数,886,20,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
887,88式轻机枪换弹,触发杰里科技能,887,1,400,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0
