id,title,regTarget,targetPath,tipsManagePath,tipsID,bg_path,tipPos,tipSize
98,Tips_Factory_Fliter_03,Factory://Canvas/FairyList(Clone),Factory://Canvas/FairyList(Clone)/Left/Background/ButtonTypeFliter,Factory://Canvas/Top/TopBackground/TipsManage,选择//n筛选方式,Tips/Tips_BG_Left,"-218,0,0","130,220"
99,Tips_Factory_Lock_03,Factory://Canvas/FairyList(Clone),Factory://Canvas/FairyList(Clone)/Left/Background/ButtonLock,Factory://Canvas/Top/TopBackground/TipsManage,开启//n锁定模式,Tips/Tips_BG_Left,"-218,0,0","130,220"
100,Tips_Factory_Equipment_02,Factory://Canvas/CharacterList,Factory://Canvas/EquipmentList/Right/Background/IntelligentConfirm,Factory://Canvas/Top/TopBackground/TipsManage,智能选取所有低星级装备,Tips/Tips_BG_Left,"-244.5,0,0","180,280"
101,Tips_Dorm_Battery,Dorm://Canvas/InteractionArea/BatteryPanel(Clone),Dorm://Canvas/InteractionArea/BatteryPanel(Clone),Dorm://Canvas/TipsHolder/TipsManage,午间和晚间可领取电容中的<color=#e57006>电池</color>,Tips/Tips_BG_Right,"22,-135,0","160,250"
102,Tips_Dorm_RoomList,Dorm://Canvas,Dorm://Canvas/RoomSelect/CurrentRoom,Dorm://Canvas/TipsHolder/TipsManage,<color=#e57006>宿舍房间</color>编号与梯队编号对应,Tips/Tips_BG_Default,"0,-142,0","260,200"
103,Tips_Dorm_Comfort,Dorm://Canvas,Dorm://Canvas/HomeComfort,Dorm://Canvas/TipsHolder/TipsManage,查看当前宿舍的<color=#e57006>舒适度</color>,Tips/Tips_BG_Default,"0,-139.5,0","250,200"
104,Tips_Gasha_Preview,Dorm://GashaponController(Clone)/MainCotentRoot/PrizePoolPrivewBtn,Dorm://GashaponController(Clone)/MainCotentRoot/PrizePoolPrivewBtn,Dorm://GashaponController(Clone)/TipsManage,预览当前的采购<color=#e57006>奖池内容</color>,Tips/Tips_BG_Top,"-39,94,0","250,200"
105,Tips_Gasha_Exchange,Dorm://GashaponController(Clone)/Bottom/SkinExchangeBtn,Dorm://GashaponController(Clone)/Bottom/SkinExchangeBtn,Dorm://GashaponController(Clone)/TipsManage,使用<color=#e57006>黑卡兑换</color>家具和装扮,Tips/Tips_BG_Top,"0,73,0","250,200"
106,Tips_Dorm_Furniture_01,Dorm://Canvas/BoxPanel/FurnitureList(Clone)/Items/Holder/FurnitureListLabel(Clone),Dorm://Canvas/BoxPanel/FurnitureList(Clone)/Items/Holder/FurnitureListLabel(Clone),Dorm://Canvas/BoxPanel/Top/TipsManage,将家具//n<color=#e57006>放入宿舍</color>,Tips/Tips_BG_Top,"-44,-92,0","230,200"
107,Tips_Dorm_FairyCommand,Dorm://Canvas/HomePlus/HomePlusComfort,Dorm://Canvas/HomePlus/HomePlusComfort/FairyCommand,Dorm://Canvas/TipsHolder/TipsManage,查看<color=#e57006>支援指令</color>数量和回复速度,Tips/Tips_BG_Default,"0,-126.15,0","260,220"
108,tips_UI_AddButton,Dorm://Canvas/DataAnalysisNode(Clone),Dorm://Canvas/DataAnalysisNode(Clone)/Upper/Image_TitleBG,Dorm://Canvas/DataAnalysisNode(Clone)/TipsManage,升级<color=#e57006>解析仪</color>,Tips/Tips_BG_Right,"412.8,-2,0","160,250"
109,tips_UI_Button_Depot,Dorm://Canvas/DataAnalysisNode(Clone),Dorm://Canvas/DataAnalysisNode(Clone)/Lower,Dorm://Canvas/DataAnalysisNode(Clone)/TipsManage,查看持有的<color=#e57006>芯片</color>,Tips/Tips_BG_Left,"590.1,80.7,0","200,250"
110,Tips_Dorm_SquadAnalysis,Dorm://Canvas/DataAnalysisNode(Clone)/Center/ScrollViewRect/Mask/Grid/SquadAnalysisSlot(Clone),Dorm://Canvas/DataAnalysisNode(Clone)/Center/ScrollViewRect/Mask/Grid/SquadAnalysisSlot(Clone),Dorm://Canvas/DataAnalysisNode(Clone)/TipsManage,添加<color=#e57006>数据样本</color>开始情报解析,Tips/Tips_BG_Right,"174,0,0","180,280"
111,Tips_Dorm_SquadReport,Dorm://Canvas/HomePlus/HomePlusComfort,Dorm://Canvas/HomePlus/HomePlusComfort/SpReport,Dorm://Canvas/TipsHolder/TipsManage,<color=#e57006>特种作战报告书</color>数量查看,Tips/Tips_BG_Default,"0,-133,0","250,200"
112,Tips_Research_Character,Research://Canvas/Main/CharacterList,Research://Canvas/Main/CharacterList/Items/CharacterListLabelHolder(Clone),Research://Canvas/Top/TipsManage,选择人形,Tips/Tips_BG_Top,"0,241,0","220,220"
113,Tips_Research_Character_02,Research://Canvas/Main/CharacterList,Research://Canvas/Main/CharacterList/Left/Background/IntelligentConfirm,Research://Canvas/Top/TipsManage,智能选取所有低星级人形,Tips/Tips_BG_Left,"-244.5,0,0","180,280"
114,Tips_Research_Order,Research://Canvas/Main/CharacterList,Research://Canvas/Main/CharacterList/Left/Background/ButtonOrder,Research://Canvas/Top/TipsManage,选择//n排序方式,Tips/Tips_BG_Left,"-218,0,0","130,220"
115,Tips_Research_Fliter,Research://Canvas/Main/CharacterList,Research://Canvas/Main/CharacterList/Left/Background/ButtonTypeFliter,Research://Canvas/Top/TipsManage,选择//n筛选方式,Tips/Tips_BG_Left,"-218,0,0","130,220"
116,Tips_Research_Lock,Research://Canvas/Main/CharacterList,Research://Canvas/Main/CharacterList/Left/Background/ButtonLock,Research://Canvas/Top/TipsManage,开启//n锁定模式,Tips/Tips_BG_Left,"-218,0,0","130,220"
117,Tips_Research_Remove_03,Research://Canvas/FairyList(Clone),Research://Canvas/FairyList(Clone)/Items/Holder/FairyListLabel(Clone)/Normal,Research://Canvas/Top/TipsManage,<color=#e57006>选择</color>妖精,Tips/Tips_BG_Top,"0,222,0","200,200"
118,Tips_Research_Order_03,Research://Canvas/FairyList(Clone),Research://Canvas/FairyList(Clone)/Left/Background/ButtonOrder,Research://Canvas/Top/TipsManage,选择//n排序方式,Tips/Tips_BG_Left,"-218,0,0","130,220"
119,Tips_Research_Fliter_03,Research://Canvas/FairyList(Clone),Research://Canvas/FairyList(Clone)/Left/Background/ButtonTypeFliter,Research://Canvas/Top/TipsManage,选择//n筛选方式,Tips/Tips_BG_Left,"-218,0,0","130,220"
120,Tips_Research_Lock_03,Research://Canvas/FairyList(Clone),Research://Canvas/FairyList(Clone)/Left/Background/ButtonLock,Research://Canvas/Top/TipsManage,开启//n锁定模式,Tips/Tips_BG_Left,"-218,0,0","130,220"
121,Tips_Research_Select_02,Research://Canvas/EquipmentList(Clone),Research://Canvas/EquipmentList(Clone)/Items/EquipmentListLabelHolder(Clone),Research://Canvas/Top/TipsManage,<color=#e57006>选择</color>装备,Tips/Tips_BG_Top,"0,222,0","200,200"
122,Tips_Research_Order_02,Research://Canvas/EquipmentList(Clone),Research://Canvas/EquipmentList(Clone)/Right/Background/VerticalGrid/ButtonOrder,Research://Canvas/Top/TipsManage,选择//n排序方式,Tips/Tips_BG_Left,"-218,0,0","130,220"
123,Tips_Research_Fliter_02,Research://Canvas/EquipmentList(Clone),Research://Canvas/EquipmentList(Clone)/Right/Background/VerticalGrid/ButtonTypeFliter,Research://Canvas/Top/TipsManage,选择//n筛选方式,Tips/Tips_BG_Left,"-218,0,0","130,220"
124,Tips_Research_Lock_02,Research://Canvas/EquipmentList(Clone),Research://Canvas/EquipmentList(Clone)/Right/Background/VerticalGrid/ButtonLock,Research://Canvas/Top/TipsManage,开启//n锁定模式,Tips/Tips_BG_Left,"-218,0,0","130,220"
125,Tips_Research_Equipment_02,Research://Canvas/EquipmentList(Clone),Research://Canvas/EquipmentList(Clone)/Right/Background/IntelligentConfirm,Research://Canvas/Top/TipsManage,智能选取所有低星级装备,Tips/Tips_BG_Left,"-244.5,0,0","180,280"
126,Tips_Dorm_Furniture_02,Dorm://Canvas/BoxPanel/FurnitureList(Clone)/Items/Holder/FurnitureListLabel(Clone),Dorm://Canvas/BoxPanel/FurnitureList(Clone)/Items/Holder/FurnitureListLabel(Clone)/Sell,Dorm://Canvas/BoxPanel/Top/TipsManage,<color=#e57006>退回</color>家具//n获取礼物,Tips/Tips_BG_Right,"128.15,0,0","150,250"
127,Tips_Dorm_Furniture_03,Dorm://Canvas/BoxPanel/FurnitureList(Clone),Dorm://Canvas/BoxPanel/FurnitureList(Clone)/Right/Background/ButtonTypeFliter,Dorm://Canvas/BoxPanel/Top/TipsManage,选择//n筛选方式,Tips/Tips_BG_Left,"-227,10,0","150,250"
128,Tips_Dorm_Furniture_04,Dorm://Canvas/BoxPanel/FurnitureList(Clone),Dorm://Canvas/BoxPanel/FurnitureList(Clone)/Right/Background/ButtonSort,Dorm://Canvas/BoxPanel/Top/TipsManage,选择//n排序方式,Tips/Tips_BG_Left,"-227,-4,0","150,250"
129,Tips_Dorm_Furniture_05,Dorm://Canvas/BoxPanel/FurnitureList(Clone),Dorm://Canvas/BoxPanel/FurnitureList(Clone)/Right/Background/ButtonShowByCollection,Dorm://Canvas/BoxPanel/Top/TipsManage,切换<color=#e57006>套装查看</color>模式,Tips/Tips_BG_Left,"-227,-17,0","150,250"
130,Tips_Dorm_Furniture_06,Dorm://Canvas/BoxPanel/FurnitureList(Clone),Dorm://Canvas/BoxPanel/FurnitureList(Clone)/Right/Background/ButtonSortDirection,Dorm://Canvas/BoxPanel/Top/TipsManage,批量进行<color=#e57006>家具退回</color>,Tips/Tips_BG_Left,"-223,-415,0","150,250"
131,Tips_Dorm_Furniture_07,Dorm://Canvas/BoxPanel/GiftList/Items/Holder/GiftListLabel(Clone),Dorm://Canvas/BoxPanel/GiftList/Items/Holder/GiftListLabel(Clone),Dorm://Canvas/BoxPanel/Top/TipsManage,选择礼物//n<color=#e57006>赠送</color>给人形,Tips/Tips_BG_Right,"236.5,-196,0","180,280"
132,Tip_Battle_Support,MissionSelection://Canvas,MissionSelection://Canvas/Operation/CurrentOperationCount,MissionSelection://Canvas/Top/TopBackground/TipsManage,切换行动回报//n<color=#e57006>显示模式</color>,Tips/Tips_BG_Bottom,"0,-116.5,0","280,200"
133,Tips_Battle_Simulation_01,MissionSelection://Canvas,MissionSelection://Canvas/Sub/SimCampaign/ToggleGroup/Coin 2,MissionSelection://Canvas/Top/TopBackground/TipsManage,选择<color=#e57006>模拟作战</color>类型,Tips/Tips_BG_Right,"200,-82,0","180,280"
134,Tips_Battle_Simulation_02,MissionSelection://Canvas,MissionSelection://Canvas/SimCombat/Introduce/TextRestBP,MissionSelection://Canvas/Top/TopBackground/TipsManage,消耗<color=#e57006>动能</color>进行模拟作战,Tips/Tips_BG_Left,"-335.5,0,0","180,280"
135,Tip_UserDressup_homepage_01,UserDressup://Canvas/UserDressUPMenu/DressUpUserTitle,UserDressup://Canvas/UserDressUPMenu/DressUpUserTitle,UserDressup://Canvas/Top/TipsManage,在这里更换您的<color=#e57706ff>性别显示</color>,Tips/Tips_BG_Right,"658,-61,0","150,300"
136,Tip_UserDressup_homepage_02,UserDressup://Canvas/UserDressUPMenu/DressUpPreview,UserDressup://Canvas/UserDressUPMenu/DressUpPreview/Emoji,UserDressup://Canvas/Top/TipsManage,在这里更换您的<color=#f57006ff>心情表情</color>,Tips/Tips_BG_Right,"56.2,-125,0","150,300"
137,Tip_UserDressup_homepage_03,UserDressup://Canvas/UserDressUPMenu/DressUPSkill/ItemScroll/Gride/DressUPSkillItem(Clone),UserDressup://Canvas/UserDressUPMenu/DressUPSkill/ItemScroll/Gride/DressUPSkillItem(Clone)/Skill,UserDressup://Canvas/Top/TipsManage,查看服装<color=#e57706ff>技能列表</color>,Tips/Tips_BG_Left,"-64,-378,0","150,300"
138,Tip_UserDressup_homepage_04,UserDressup://Canvas/UserDressUPMenu/DressUpPreview,UserDressup://Canvas/UserDressUPMenu/DressUpPreview,UserDressup://Canvas/Top/TipsManage,点击服装，进入<color=#e57706ff>换装界面</color>,Tips/Tips_BG_Right,"397,2.5,0","150,300"
139,Tip_UserDressup_homepage_04,UserDressup://Canvas/UserDressUPMenu/DressUpPreview,UserDressup://Canvas/UserDressUPMenu/DressUpPreview/PresetBtn,UserDressup://Canvas/Top/TipsManage,您可随时存储或者套用服装搭配,Tips/Tips_BG_Top,"13,198,0","250,200"
140,Tip_UserDressup_change_01,UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUPChooseColor/Gride/DressUPChooseColorItem2,UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUPChooseColor/Gride/DressUPChooseColorItem2,UserDressup://Canvas/Top/TipsManage,选择或预览当前服装的不同<color=#e57706ff>配色方案</color>,Tips/Tips_BG_Default,"477,-78,0","300,200"
141,Tip_UserDressup_change_02,UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUPChooseColor,UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUPChooseColor/Btn_ColorantRandom,UserDressup://Canvas/Top/TipsManage,使用<color=#e57706ff>染色剂</color>，解锁当前服装的更多配色方案,Tips/Tips_BG_Right,"198.5,-9.5,0","180,350"
142,Tip_UserDressup_change_03,UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUpChangeClothes,UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUpChangeClothes,UserDressup://Canvas/Top/TipsManage,点击不同部位，切换服装筛选列表,Tips/Tips_BG_Right,"300,-106,0","150,350"
143,Tip_UserDressup_change_04,UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUPGetClothes(Clone)/UniformScroll/Uniform/DressUPClothesItem(Clone),UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUPGetClothes(Clone)/UniformScroll/Uniform/DressUPClothesItem(Clone),UserDressup://Canvas/Top/TipsManage,选择想要穿戴的<color=#e57706ff>服装部件</color>,Tips/Tips_BG_Left,"-211.5,-131.5,0","180,300"
144,Tip_UserDressup_change_05,UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUPGetClothes(Clone),UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUPGetClothes(Clone)/Title/Btn_Set,UserDressup://Canvas/Top/TipsManage,可选择按<color=#e57706ff>单件服装</color>或按<color=#e57706ff>套装</color>查看衣柜内容,Tips/Tips_BG_Bottom,"-35.5,-159,0","200,300"
145,Tip_UserDressup_change_06,UserDressup://Canvas/UserDressUpChangeClothesMain(Clone),UserDressup://Canvas/UserDressUpChangeClothesMain(Clone)/DressUpChangeClothesPreview/Btn_Confirm,UserDressup://Canvas/Top/TipsManage,点击<color=#e57706ff>确定</color>，完成当前服装搭配,Tips/Tips_BG_Top,"44,187,0","300,200"
146,Tips_Mall_ClothesShop_01,Mall://Canvas/ClothingStore(Clone)/UserPreview/ChooseColorGride/DressUPChooseColorItem(Clone),Mall://Canvas/ClothingStore(Clone)/UserPreview/ChooseColorGride/DressUPChooseColorItem(Clone),Mall://Canvas/ClothingStore(Clone)/Diamonds/Icon/TipsManage,按住可预览服装<color=#e57706ff>配色</color>,Tips/Tips_BG_Default,"0,-103,0","200,200"
147,Tips_Mall_ClothesShop_02,Mall://Canvas/ClothingStore(Clone),Mall://Canvas/ClothingStore(Clone)/DressUpChangeClothes,Mall://Canvas/ClothingStore(Clone)/Diamonds/Icon/TipsManage,点击不同部位，切换服装<color=#e57706ff>筛选列表</color>,Tips/Tips_BG_Right,"252,118,0","180,250"
148,Tips_Mall_ClothesShop_03,Mall://Canvas/ClothingStore(Clone),Mall://Canvas/ClothingStore(Clone)/ClothesList/Filter/SingleTitle,Mall://Canvas/ClothingStore(Clone)/Diamonds/Icon/TipsManage,点击切换<color=#e57706ff>单选或多选</color>服装商品,Tips/Tips_BG_Left,"-298.45,0,0","150,320"
149,Tips_Dorm_Clothes_01,Dorm://Canvas,Dorm://Canvas/Home/Clothes,Dorm://Canvas/TipsHolder/TipsManage,点击进入<color=#e57006>指挥官衣柜</color>,Tips/Tips_BG_Top,"98,193,0","200,200"
150,Tips_Mall_ClothesShop_04,Mall://Canvas/ClothingStore(Clone),Mall://Canvas/ClothingStore(Clone)/ClothesList/Filter/Btn_Set,Mall://Canvas/ClothingStore(Clone)/Diamonds/Icon/TipsManage,可选择按<color=#e57706ff>单件服装</color>或按<color=#e57706ff>套装</color>查看衣柜内容,Tips/Tips_BG_Default,"-34.5,-139,0","200,300"
151,Tips_Mall_ClothesShop_05,Mall://Canvas/ClothingStore(Clone),Mall://Canvas/ClothingStore(Clone)/UserPreview/Btn_Clear,Mall://Canvas/ClothingStore(Clone)/Diamonds/Icon/TipsManage,清除服装<color=#e57706ff>预览</color>,Tips/Tips_BG_Top,"18,179,0","200,200"
152,Tips_Mall_ClothesShop_06,Mall://Canvas/ClothingStore(Clone),Mall://Canvas/ClothingStore(Clone)/UserPreview/Btn_Buy,Mall://Canvas/ClothingStore(Clone)/Diamonds/Icon/TipsManage,点击购买选中的<color=#e57706ff>单件</color>或<color=#e57706ff>多件</color>服装,Tips/Tips_BG_Top,"25.5,182,0","300,200"
153,Tips_Mall_ClothesShop_07,Mall://Canvas/ClothingStore(Clone),Mall://Canvas/ClothingStore(Clone)/UserPreview/Wardrobe,Mall://Canvas/ClothingStore(Clone)/Diamonds/Icon/TipsManage,前往<color=#e57706ff>指挥官衣柜</color>,Tips/Tips_BG_Top,"15,167,0","200,200"
154,tips(Clone),Dorm://Canvas,Dorm://Canvas/DormExploration(Clone)/Button_Start,Dorm://Canvas/TipsHolder/TipsManage,<color=#e57006>出发</color>或<color=#e57006>取消</color>探索,Tips/Tips_BG_Top,"-254.3,222,0","220,200"
155,tips(Clone),Dorm://Canvas,Dorm://Canvas/DormExploration(Clone)/Button_Busy,Dorm://Canvas/TipsHolder/TipsManage,<color=#e57006>出发</color>或<color=#e57006>取消</color>探索,Tips/Tips_BG_Top,"-254.3,222,0","220,200"
156,tips(Clone),Dorm://Canvas/InteractionArea/EstablishUIHolder/802,Dorm://Canvas/InteractionArea/EstablishUIHolder/802,Dorm://Canvas/TipsHolder/TipsManage,实时查看梯队<color=#e57006ff>探索动态</color>,Tips/Tips_BG_Top,"14,82,0","200,200"
157,tips(Clone),Dorm://Canvas/InteractionArea/EstablishUIHolder/804,Dorm://Canvas/InteractionArea/EstablishUIHolder/804,Dorm://Canvas/TipsHolder/TipsManage,使用探索奖励<color=#e57006ff>兑换各种道具</color>,Tips/Tips_BG_Top,"88,86,0","240,200"
158,tips(Clone),Dorm://Canvas/InteractionArea/EstablishUIHolder/801,Dorm://Canvas/InteractionArea/EstablishUIHolder/801,Dorm://Canvas/TipsHolder/TipsManage,编辑探索梯队//n选择探索时长,Tips/Tips_BG_Top,"-2,78,0","240,200"
159,tips(Clone),Dorm://Canvas/InteractionArea/EstablishUIHolder/803,Dorm://Canvas/InteractionArea/EstablishUIHolder/803,Dorm://Canvas/TipsHolder/TipsManage,暂存探索奖励//n点击领取全部,Tips/Tips_BG_Top,"-10,74,0","240,200"
