id,item_id,sub_type,mp,ammo,mre,part,gem,item_ids,onsale,in_gasha,code,order,rarity,decompose_gift,skin,is_live2d,filter_type
255,1255,1,0,0,0,0,160,508-4000,1,0,profilePic_G36_wedding2,1,5,100003:1,1904,0,4
256,1256,1,0,0,0,0,160,508-4000,1,0,profilePic_56-1type_wedding2,1,5,100003:1,1905,0,4
257,1257,1,0,0,0,0,80,508-2000,1,0,profilePic_SV98_wedding2,1,5,100003:1,1906,0,4
258,1258,1,0,0,0,0,0,,0,0,profilePic_2018weeding,1,5,,0,0,1
259,1259,3,0,0,0,0,400,508-8000,0,0,cg_2018wedding,1,10,,0,0,
260,1260,2,0,0,0,0,400,508-10000,1,0,card_rank4_Easter,1,10,,0,0,1
261,1261,1,0,0,0,0,200,508-5000,1,0,profilePic_Easter_bunny,1,5,,0,0,1
262,1262,1,0,0,0,0,0,,0,0,profilePic_rank4_M1911Mod,1,5,,0,0,5
263,1263,1,0,0,0,0,0,,0,0,profilePic_rank4_FN49Mod,1,5,,0,0,5
264,1264,1,0,0,0,0,0,,0,0,profilePic_rank5_M4A1Mod,1,5,,0,0,5
265,1265,1,0,0,0,0,0,,0,0,profilePic_rank5_AR15Mod,1,5,,0,0,5
266,1266,1,0,0,0,0,0,,0,0,profilePic_rank4_IDWMod,1,5,,0,0,5
267,1267,1,0,0,0,0,0,,0,0,profilePic_rank4_64typeMod,1,5,,0,0,5
268,1268,1,0,0,0,0,0,,0,0,profilePic_rank4_M1895Mod,1,5,,0,0,5
269,1269,1,0,0,0,0,0,,0,0,profilePic_rank5_M1891Mod,1,5,,0,0,5
270,1270,1,0,0,0,0,0,,0,0,profilePic_rank5_M1918Mod,1,5,,0,0,5
271,1271,1,0,0,0,0,0,,0,0,profilePic_rank4_MP446Mod,1,5,,0,0,5
272,1272,1,0,0,0,0,200,508-5000,1,0,profilePic_k2_mzf,1,5,,2001,0,4
273,1273,1,0,0,0,0,160,508-4000,1,0,profilePic_k5_mzf,1,5,,2002,0,4
274,1274,1,0,0,0,0,160,508-4000,1,0,profilePic_klin_mzf,1,5,,2003,0,4
275,1275,1,0,0,0,0,40,508-1000,1,0,profilePic_63type_mzf,1,5,,2004,0,4
276,1276,1,0,0,0,0,0,,0,0,profilePic_aek999_djmax,1,5,,0,0,1
277,1277,1,0,0,0,0,0,,0,0,profilePic_K2_djmax,1,5,,0,0,1
278,1278,1,0,0,0,0,0,,0,0,profilePic_m950a_djmax,1,5,,0,0,1
279,1279,1,0,0,0,0,0,,0,0,profilePic_thunder50_djmax,1,5,,0,0,1
280,1280,1,0,0,0,0,0,,0,0,profilePic_tmp_djmax,1,5,,0,0,1
281,1281,1,0,0,0,0,0,,0,0,profilePic_clear_origin,1,5,,0,0,1
282,1282,1,0,0,0,0,0,,0,0,profilePic_fail_origin,1,5,,0,0,1
283,1283,1,0,0,0,0,0,,0,0,profilePic_login_djmax,1,5,,0,0,1
284,1284,1,0,0,0,0,200,508-5000,1,0,profilePic_clear_djmax,1,5,,509,0,4
285,1285,1,0,0,0,0,200,508-5000,1,0,profilePic_fail_djmax,1,5,,510,0,4
286,1286,2,0,0,0,0,0,,0,0,card_souvenir_djmax,1,5,,0,0,"1,2"
287,1287,1,0,0,0,0,0,,0,0,profilePic_comic_AC130_5,1,5,,0,0,1
288,1288,1,0,0,0,0,0,,0,0,profilePic_2017oneyear,1,5,,0,0,1
289,1289,2,0,0,0,0,0,,0,0,card_2017oneyear,1,5,,0,0,"1,2"
290,1290,1,0,0,0,0,200,508-5000,1,0,profilePic_DSR50_znq,1,5,,2101,0,4
291,1291,1,0,0,0,0,200,508-5000,1,0,profilePic_Grizzly_znq,1,5,,2102,0,4
292,1292,1,0,0,0,0,200,508-5000,1,0,profilePic_Welrod_znq,1,5,,2103,0,4
293,1293,1,0,0,0,0,200,508-5000,1,0,profilePic_ZastavaM21_znq,1,5,,2104,0,4
294,1294,1,0,0,0,0,160,508-4000,1,0,profilePic_M1873_znq,1,5,,2105,0,4
295,1295,1,0,0,0,0,160,508-4000,1,0,profilePic_UMP9_znq,1,5,,2106,0,4
296,1296,1,0,0,0,0,160,508-4000,1,0,profilePic_UMP45_znq,1,5,,2107,0,4
297,1297,1,0,0,0,0,40,508-1000,1,0,profilePic_IDW_znq,1,5,,2108,0,4
298,1298,1,0,0,0,0,80,508-2000,1,0,profilePic_EVO3_znq,1,5,,2109,0,4
299,1299,1,0,0,0,0,200,508-5000,1,0,profilePic_rank0_anniv2_M4,1,5,,0,0,1
300,1300,1,0,0,0,0,200,508-5000,1,0,profilePic_rank0_anniv2_AR15,1,5,,0,0,1
301,1301,1,0,0,0,0,200,508-5000,1,0,profilePic_rank0_anniv2_AN94,1,5,,0,0,1
302,1302,1,0,0,0,0,200,508-5000,1,0,profilePic_rank0_anniv2_AK12,1,5,,0,0,1
303,1303,1,0,0,0,0,200,508-5000,1,0,profilePic_mask,1,5,,0,0,1
304,1304,2,0,0,0,0,400,508-10000,1,0,card_2018twoyear,1,5,,0,0,"1,2"
305,1305,1,0,0,0,0,0,,0,0,profilePic_comic_AC130_6,1,5,,0,0,1
306,1306,1,0,0,0,0,0,,0,0,profilePic_2018twoyear,1,5,,0,0,1
307,1307,1,0,0,0,0,200,508-5000,1,0,profilePic_Carcano1891_childrensday18,1,5,,2201,0,4
308,1308,1,0,0,0,0,200,508-5000,1,0,profilePic_Carcano1938_childrensday18,1,5,,2202,0,4
309,1309,1,0,0,0,0,200,508-5000,1,0,profilePic_FN57_childrensday18,1,5,,2203,0,4
310,1310,1,0,0,0,0,160,508-4000,1,0,profilePic_PP19_childrensday18,1,5,,2204,0,4
311,1311,1,0,0,0,0,200,508-5000,1,0,profilePic_CBJMS_childrensday18,1,5,,2205,0,4
312,1312,1,0,0,0,0,160,508-4000,1,0,profilePic_Thunder50_childrensday18,1,5,,2206,0,4
313,1313,1,0,0,0,0,200,508-5000,1,0,profilePic_2018dwj_1,1,5,,0,0,1
314,1314,1,0,0,0,0,200,508-5000,1,0,profilePic_2018dwj_2,1,5,,0,0,1
315,1315,2,0,0,0,0,400,508-10000,1,0,card_2018dwj,1,5,,0,0,1
316,1316,1,0,0,0,0,200,508-5000,0,0,profilePic_bonus1_Korea1year,1,5,,0,0,1
317,1317,2,0,0,0,0,400,508-10000,1,0,card_rankA_taiwanKorea1year,1,5,,0,0,"1,2"
318,1318,1,0,0,0,0,0,,0,0,profilePic_rank5_M1873Mod,1,5,,0,0,5
319,1319,1,0,0,0,0,0,,0,0,profilePic_rank4_SV98Mod,1,5,,0,0,5
320,1320,1,0,0,0,0,0,,0,0,profilePic_rank4_G3Mod,1,5,,0,0,5
321,1321,1,0,0,0,0,0,,0,0,profilePic_rank4_BrenMKMod,1,5,,0,0,5
322,1322,1,0,0,0,0,200,508-5000,1,0,profilePic_jxnpr18_NTW20,1,5,,2301,0,4
323,1323,1,0,0,0,0,200,508-5000,1,0,profilePic_jxnpr18_Contender,1,5,,2302,0,4
324,1324,1,0,0,0,0,200,508-5000,1,0,profilePic_jxnpr18_M950A,1,5,,2303,0,4
325,1325,1,0,0,0,0,160,508-4000,1,0,profilePic_jxnpr18_G28,1,5,,2304,0,4
326,1326,1,0,0,0,0,80,508-2000,1,0,profilePic_jxnpr18_GepardM1,1,5,,2305,0,4
327,1327,1,0,0,0,0,0,,0,0,profilePic_ntw20_2018jxnpr,1,5,,0,0,1
328,1328,3,0,0,0,0,0,,0,0,cg_2018jxnpr,1,10,,0,0,
329,1329,2,0,0,0,0,0,,0,0,card_maid_2018jxnpr,1,5,,0,0,"1,2"
330,1330,1,0,0,0,0,200,508-5000,1,0,profilePic_fireworks_2018,1,5,,0,0,1
331,1331,3,0,0,0,0,600,508-15000,1,0,cg6,1,10,,0,1,6
332,1332,1,0,0,0,0,200,508-5000,1,0,profilePic_sop_2018summer,1,5,,0,0,1
333,1333,2,0,0,0,0,400,508-10000,1,0,card_lastflight_2018summer,1,5,,0,0,"1,2"
334,1334,1,0,0,0,0,200,508-5000,1,0,profilePic_swimsuit18_G41,1,5,,2401,0,4
335,1335,1,0,0,0,0,200,508-5000,1,0,profilePic_swimsuit18_AK12,1,5,,2402,0,4
336,1336,1,0,0,0,0,200,508-5000,1,0,profilePic_swimsuit18_AA12,1,5,,2403,0,4
337,1337,1,0,0,0,0,200,508-5000,1,0,profilePic_swimsuit18_AN94,1,5,,2404,0,4
338,1338,1,0,0,0,0,200,508-5000,1,0,profilePic_swimsuit18_MP7,1,5,,2405,0,4
339,1339,1,0,0,0,0,200,508-5000,1,0,profilePic_swimsuit18_FNFAL,1,5,,2406,0,4
340,1340,1,0,0,0,0,160,508-4000,1,0,profilePic_swimsuit18_G36,1,5,,2407,0,4
341,1341,1,0,0,0,0,160,508-4000,1,0,profilePic_swimsuit18_SPAS12,1,5,,2408,0,4
342,1342,1,0,0,0,0,160,508-4000,1,0,profilePic_swimsuit18_Ameli,1,5,,2409,0,4
343,1343,1,0,0,0,0,40,508-1000,1,0,profilePic_swimsuit18_P38,1,5,,2410,0,4
344,1344,1,0,0,0,0,0,,0,0,profilePic_rank5_M4SOPMODIIMod,1,5,,0,0,5
345,1345,1,0,0,0,0,0,,0,0,profilePic_rank5_UMP45Mod1,1,5,,0,0,5
346,1346,2,0,0,0,0,0,,0,0,card_2018beach,1,5,,0,0,"1,2"
347,1347,1,0,0,0,0,0,,0,0,profilePic_G41_2018beach,1,5,,0,0,1
348,1348,3,0,0,0,0,600,508-15000,1,0,cg_2018beach_sea,1,10,,0,0,
349,1349,3,0,0,0,0,600,508-15000,1,0,cg_2018Autumn_moon,1,10,,0,0,
350,1350,1,0,0,0,0,200,508-5000,1,0,profilePic_mg5_rock,1,5,,2501,0,4
351,1351,1,0,0,0,0,200,508-5000,1,0,profilePic_g11_rock,1,5,,2502,0,4
352,1352,1,0,0,0,0,200,508-5000,1,0,profilePic_m1887_rock,1,5,,2503,0,4
353,1353,1,0,0,0,0,160,508-4000,1,0,profilePic_80type_rock,1,5,,2504,0,4
354,1354,1,0,0,0,0,80,508-2000,1,0,profilePic_m1897_rock,1,5,,2505,0,4
355,1355,1,0,0,0,0,0,,0,0,profilePic_concert_wa2000,1,5,,0,0,1
356,1356,2,0,0,0,0,0,,0,0,card_concert2018,1,5,,0,0,"1,2"
357,1357,1,0,0,0,0,200,508-5000,1,0,profilePic_halloween2018,1,5,,0,0,1
358,1358,2,0,0,0,0,400,508-10000,1,0,card_halloween2018,1,5,,0,0,"1,3"
359,1359,3,0,0,0,0,600,508-15000,1,0,cg_halloween2018,1,10,,0,0,
360,1360,1,0,0,0,0,200,508-5000,1,0,profilePic_SAT8_halloween2018,1,5,,2601,0,4
361,1361,1,0,0,0,0,200,508-5000,1,0,profilePic_TAC50_halloween2018,1,5,,2602,0,4
362,1362,1,0,0,0,0,200,508-5000,1,0,profilePic_MDR_halloween2018,1,5,,2603,0,4
363,1363,1,0,0,0,0,160,508-4000,1,0,profilePic_FAMAS_halloween2018,1,5,,2604,0,4
364,1364,1,0,0,0,0,80,508-2000,1,0,profilePic_BrenMK_halloween2018,1,5,,2605,0,4
365,1365,1,0,0,0,0,80,508-2000,1,0,profilePic_F1_halloween2018,1,5,,2606,0,4
366,1366,1,0,0,0,0,0,,0,0,profilePic_rank4_StenMK2Mod,1,5,,0,0,5
367,1367,1,0,0,0,0,0,,0,0,profilePic_rank4_M14Mod,1,5,,0,0,5
368,1368,1,0,0,0,0,0,,0,0,profilePic_rank5_G36Mod,1,5,,0,0,5
369,1369,1,0,0,0,0,0,,0,0,profilePic_rank4_LWMMGMod,1,5,,0,0,5
370,1370,1,0,0,0,0,200,508-5000,1,0,profilePic_HK21_idol2018,1,5,,2701,0,4
371,1371,1,0,0,0,0,200,508-5000,1,0,profilePic_JS-127_idol2018,1,5,,2702,0,4
372,1372,1,0,0,0,0,200,508-5000,1,0,profilePic_PM06_idol2018,1,5,,2703,0,4
373,1373,1,0,0,0,0,160,508-4000,1,0,profilePic_USAS12_idol2018,1,5,,2704,0,4
374,1374,1,0,0,0,0,80,508-2000,1,0,profilePic_HK45_idol2018,1,5,,2705,0,4
375,1375,1,0,0,0,0,40,508-1000,1,0,profilePic_M1895_idol2018,1,5,,2706,0,4
376,1376,1,0,0,0,0,0,,0,0,profilePic_ws2018,1,5,,0,0,1
377,1377,2,0,0,0,0,0,,0,0,card_ws2018,1,5,,0,0,"1,2"
378,1378,1,0,0,0,0,200,508-5000,1,0,profilePic_Xmas18_Px4Storm,1,5,,2801,0,4
379,1379,1,0,0,0,0,200,508-5000,1,0,profilePic_Xmas18_P90,1,5,,2802,0,4
380,1380,1,0,0,0,0,200,508-5000,1,0,profilePic_Xmas18_ART556,1,5,,2803,0,4
381,1381,1,0,0,0,0,200,508-5000,1,0,profilePic_Xmas18_FP6,1,5,,2804,0,4
382,1382,1,0,0,0,0,200,508-5000,1,0,profilePic_Xmas18_FN57,1,5,,2805,0,4
383,1383,1,0,0,0,0,160,508-4000,1,0,profilePic_Xmas18_G36,1,5,,2806,0,4
384,1384,1,0,0,0,0,80,508-2000,1,0,profilePic_Xmas18_TMP,1,5,,2807,0,4
385,1385,1,0,0,0,0,200,508-5000,1,0,profilePic_Xmas18_candy,1,5,,0,0,1
386,1386,1,0,0,0,0,200,508-5000,1,0,profilePic_Xmas18_deer,1,5,,0,0,1
387,1387,2,0,0,0,0,400,508-10000,1,0,card_Xmas18,1,5,,0,0,1
388,1388,3,0,0,0,0,600,508-15000,1,0,cg_Xmas18,1,10,,0,0,
389,1389,1,0,0,0,0,0,,0,0,profilePic_comic_AC130_7,1,5,,0,0,1
390,1390,1,0,0,0,0,0,,0,0,profilePic_Xmas18_coffee,1,5,,0,0,1
391,1391,2,0,0,0,0,0,,0,0,card_Xmas18_coffee,1,5,,0,0,"1,2"
392,1392,1,0,0,0,0,200,508-5000,1,0,profilePic_newyear18_Type64-AR,1,5,,2901,0,4
393,1393,1,0,0,0,0,200,508-5000,1,0,profilePic_newyear18_RFB,1,5,,2902,0,4
394,1394,1,0,0,0,0,200,508-5000,1,0,profilePic_newyear18_Type100,1,5,,2903,0,4
395,1395,1,0,0,0,0,200,508-5000,1,0,profilePic_newyear18_Carcano1938,1,5,,2904,0,4
396,1396,1,0,0,0,0,200,508-5000,1,0,profilePic_newyear18_Carcano1891,1,5,,2905,0,4
397,1397,1,0,0,0,0,160,508-4000,1,0,profilePic_newyear18_M1014,1,5,,2906,0,4
398,1398,1,0,0,0,0,160,508-4000,1,0,profilePic_newyear18_ASVAL,1,5,,2907,0,4
399,1399,1,0,0,0,0,80,508-2000,1,0,profilePic_newyear18_Type62,1,5,,2908,0,4
400,1400,1,0,0,0,0,160,508-4000,1,0,profilePic_Pizex19_UMP45,1,5,,521,0,4
401,1401,1,0,0,0,0,200,508-5000,0,0,profilePic_2zn_tw,1,5,,0,0,1
402,1402,2,0,0,0,0,400,508-10000,1,0,card_2zn_tw,1,5,,0,0,"1,2"
403,1403,1,0,0,0,0,0,,0,0,profilePic_comic_AC130_8,1,5,,0,0,1
404,1404,1,0,0,0,0,200,508-5000,1,0,profilePic_mask_2019isomer,100,5,,0,0,1
405,1405,2,0,0,0,0,400,508-10000,1,0,card_rankA_2019winter,1,5,,0,0,"1,3"
406,1406,1,0,0,0,0,200,508-5000,1,0,profilePic_2019isomer,1,5,,0,0,1
407,1407,1,0,0,0,0,200,508-5000,1,0,profilePic_springfestival19_OTs14,1,5,,3001,0,4
408,1408,1,0,0,0,0,200,508-5000,1,0,profilePic_springfestival19_AK74U,1,5,,3002,0,4
409,1409,1,0,0,0,0,200,508-5000,1,0,profilePic_springfestival19_Type88,1,5,,3003,0,4
410,1410,1,0,0,0,0,200,508-5000,1,0,profilePic_springfestival19_IWS2000,1,5,,3004,0,4
411,1411,1,0,0,0,0,200,508-5000,1,0,profilePic_springfestival19_CZ75,1,5,,3005,0,4
412,1412,1,0,0,0,0,160,508-4000,1,0,profilePic_springfestival19_MP5,1,5,,3006,0,4
413,1413,1,0,0,0,0,80,508-2000,1,0,profilePic_springfestival19_CZ52,1,5,,3007,0,4
414,1414,1,0,0,0,0,0,,0,0,profilePic_xn19_OTs14,1,5,,0,0,1
415,1415,2,0,0,0,0,0,,0,0,card_xn19_OTs14,1,5,,0,0,"1,2"
416,1416,1,0,0,0,0,200,508-5000,1,0,profilePic_whiteV19_chocolatedog,1,5,,0,0,1
417,1417,1,0,0,0,0,200,508-5000,1,0,profilePic_whiteV19_pigeon,1,5,,0,0,1
418,1418,2,0,0,0,0,400,508-10000,1,0,card_whiteV19,1,5,,0,0,"1,2"
419,1419,1,0,0,0,0,0,,0,0,profilePic_comic_AC130_9,1,5,,0,0,1
420,1420,1,0,0,0,0,200,508-5000,1,0,profilePic_wv19_KP31,1,5,,3101,0,4
421,1421,1,0,0,0,0,200,508-5000,1,0,profilePic_wv19_PKP,1,5,,3102,0,4
422,1422,1,0,0,0,0,200,508-5000,1,0,profilePic_wv19_G36C,1,5,,3103,0,4
423,1423,1,0,0,0,0,160,508-4000,1,0,profilePic_wv19_MK23,1,5,,3105,0,4
424,1424,1,0,0,0,0,160,508-4000,1,0,profilePic_wv19_T5000,1,5,,3106,0,4
425,1425,1,0,0,0,0,80,508-2000,1,0,profilePic_wv19_GepardM1,1,5,,3107,0,4
426,1426,1,0,0,0,0,160,508-4000,1,0,profilePic_sdjver2_SPAS12,1,5,,522,0,4
427,1427,1,0,0,0,0,0,,0,0,profilePic_bq19_MK23,1,5,,0,0,1
428,1428,2,0,0,0,0,0,,0,0,card_bq19_KP31,1,5,,0,0,"1,2"
429,1429,1,0,0,0,0,80,508-2000,1,0,profilePic_comics10_GSH18,1,5,,523,0,4
430,1430,1,0,0,0,0,0,,0,0,profilePic_comic_AC130_10,1,5,,0,0,1
431,1431,1,0,0,0,0,0,,0,0,profilePic_sprinfield,1,5,,0,0,1
432,1432,1,0,0,0,0,200,508-5000,1,0,profilePic_hh19_Contender,1,5,,3201,0,4
433,1433,1,0,0,0,0,200,508-5000,1,0,profilePic_hh19_NEGEV,1,5,,3202,0,4
434,1434,1,0,0,0,0,160,508-4000,1,0,profilePic_hh19_SPAS12,1,5,,3203,0,4
435,1435,1,0,0,0,0,80,508-2000,1,0,profilePic_hh19_TT33,1,5,,3204,0,4
436,1436,1,0,0,0,0,40,508-1000,1,0,profilePic_hh19_IDW,1,5,,3205,0,4
437,1437,1,0,0,0,0,200,508-5000,0,0,profilePic_MF1_M200,1,5,,0,0,4
438,1438,3,0,0,0,0,600,508-15000,1,0,cg_2019_redmoon,1,10,,0,0,
439,1439,1,0,0,0,0,200,508-5000,1,0,profilePic_znq19_HK416,1,10,,0,0,1
440,1440,1,0,0,0,0,200,508-5000,1,0,profilePic_znq19_SOPMOD,1,10,,0,0,1
441,1441,1,0,0,0,0,200,508-5000,1,0,profilePic_znq19_RO635,1,10,,0,0,1
442,1442,1,0,0,0,0,200,508-5000,1,0,profilePic_znq19_M16,1,10,,0,0,1
443,1443,1,0,0,0,0,200,508-5000,1,0,profilePic_znq19_Nyto,1,10,,0,0,1
444,1444,1,0,0,0,0,200,508-5000,1,0,profilePic_mask_3year,1,5,,0,0,1
445,1445,1,0,0,0,0,0,,0,0,profilePic_rank4_MicroUZIMod,1,5,,0,0,5
446,1446,1,0,0,0,0,0,,0,0,profilePic_rank5_ASVALMod,1,5,,0,0,5
447,1447,1,0,0,0,0,0,,0,0,profilePic_rank4_STG44Mod,1,5,,0,0,5
448,1448,1,0,0,0,0,200,508-5000,1,0,profilePic_3znq19_K2,1,5,,3301,0,4
449,1449,1,0,0,0,0,200,508-5000,1,0,profilePic_3znq19_AK12,1,5,,3302,0,4
450,1450,1,0,0,0,0,200,508-5000,1,0,profilePic_3znq19_AN94,1,5,,3303,0,4
451,1451,1,0,0,0,0,200,508-5000,1,0,profilePic_3znq19_M99,1,5,,3304,0,4
452,1452,1,0,0,0,0,200,508-5000,1,0,profilePic_3znq19_MDR,1,5,,3305,0,4
453,1453,1,0,0,0,0,200,508-5000,1,0,profilePic_3znq19_79type,1,5,,3306,0,4
454,1454,1,0,0,0,0,160,508-4000,1,0,profilePic_3znq19_G28,1,5,,3307,0,4
455,1455,1,0,0,0,0,160,508-4000,1,0,profilePic_3znq19_K5,1,5,,3308,0,4
456,1456,1,0,0,0,0,160,508-4000,1,0,profilePic_3znq19_Thunder50,1,5,,3309,0,4
457,1457,2,0,0,0,0,400,508-10000,1,0,card_3znq19,1,5,,0,0,"1,2"
458,1458,1,0,0,0,0,0,,0,0,profilePic_3zncoffee_K2,1,5,,0,0,1
459,1459,1,0,0,0,0,0,,0,0,profilePic_sbld19_G28,1,5,,0,0,1
460,1460,1,0,0,0,0,0,,0,0,profilePic_sbld19_Dana,1,5,,0,0,1
461,1461,1,0,0,0,0,0,,0,0,profilePic_sbld19_IDW,1,5,,0,0,1
462,1462,1,0,0,0,0,0,,0,0,profilePic_sbld19_Jill,1,5,,0,0,1
463,1463,1,0,0,0,0,0,,0,0,profilePic_sbld19_Dorothy,1,5,,0,0,1
464,1464,1,0,0,0,0,0,,0,0,profilePic_sbld19_M870P,1,5,,0,0,1
465,1465,2,0,0,0,0,0,,0,0,card_sbld19,1,1,,0,0,1
466,1466,1,0,0,0,0,200,508-5000,1,0,profilePic_sbld19_Stella_524,1,5,,524,0,4
467,1467,1,0,0,0,0,200,508-5000,1,0,profilePic_sbld19_Dorothy_525,1,5,,525,0,4
468,1468,1,0,0,0,0,200,508-5000,1,0,profilePic_sbld19_Dana_526,1,5,,526,0,4
469,1469,1,0,0,0,0,200,508-5000,1,0,profilePic_sbld19_SEI_527,1,5,,527,0,4
470,1470,1,0,0,0,0,200,508-5000,1,0,profilePic_sbld19_Alma_528,1,5,,528,0,4
471,1471,1,0,0,0,0,200,508-5000,1,0,profilePic_sbld19_Jill_529,1,5,,529,0,4
472,1472,1,0,0,0,0,200,508-5000,1,0,profilePic_etj19_HK416,1,5,,3401,0,4
473,1473,1,0,0,0,0,200,508-5000,1,0,profilePic_etj19_K11,1,5,,3402,0,4
474,1474,1,0,0,0,0,160,508-4000,1,0,profilePic_etj19_UMP45,1,5,,3403,0,4
475,1475,1,0,0,0,0,160,508-4000,1,0,profilePic_etj19_UMP9,1,5,,3404,0,4
476,1476,1,0,0,0,0,160,508-4000,1,0,profilePic_etj19_KSVK,1,5,,3405,0,4
477,1477,1,0,0,0,0,80,508-2000,1,0,profilePic_etj19_OC44,1,5,,3406,0,4
478,1478,1,0,0,0,0,200,508-5000,1,0,profilePic_divedog_2019,1,5,,0,0,1
479,1479,2,0,0,0,0,400,508-10000,1,0,card_summer19_melon,1,1,,0,0,1
480,1480,1,0,0,0,0,200,508-5000,1,0,profilePic_summer19_R93,1,5,,3501,0,4
481,1481,1,0,0,0,0,200,508-5000,1,0,profilePic_summer19_Lewis,1,5,,3502,0,4
482,1482,1,0,0,0,0,200,508-5000,1,0,profilePic_summer19_CBJMS,1,5,,3503,0,4
483,1483,1,0,0,0,0,200,508-5000,1,0,profilePic_summer19_Type88,1,5,,3504,0,4
484,1484,1,0,0,0,0,160,508-4000,1,0,profilePic_summer19_4type,1,5,,3505,0,4
485,1485,1,0,0,0,0,80,508-2000,1,0,profilePic_summer19_SPS,1,5,,3506,0,4
486,1486,1,0,0,0,0,80,508-2000,1,0,profilePic_summer19_Z62,1,5,,3507,0,4
487,1487,1,0,0,0,0,80,508-2000,0,0,profilePic_keyboard_G803000,1,5,,0,0,1
488,1488,1,0,0,0,0,80,508-2000,0,0,profilePic_keyboard_MX8.0,1,5,,0,0,1
489,1489,1,0,0,0,0,200,508-5000,0,0,profilePic_1zn_JP,1,5,,0,0,1
490,1490,1,0,0,0,0,200,508-5000,1,0,profilePic_mask_2019summer,1,5,,0,0,1
491,1491,1,0,0,0,0,200,508-5000,1,0,profilePic_2019summer,1,5,,0,0,1
492,1492,2,0,0,0,0,400,508-10000,1,0,card_2019summer,1,5,,0,0,1
493,1493,1,0,0,0,0,0,,0,0,profilePic_rank5_MP5Mod,1,5,,0,0,5
494,1494,1,0,0,0,0,0,,0,0,profilePic_rank6_HK416Mod,1,5,,0,0,5
495,1495,1,0,0,0,0,0,,0,0,profilePic_rank4_88typeMod,1,5,,0,0,5
496,1496,1,0,0,0,0,0,,0,0,profilePic_rank5_UMP9Mod,1,5,,0,0,5
497,1497,1,0,0,0,0,200,508-5000,1,0,profilePic_yukata19_ADS,1,5,,3601,0,4
498,1498,1,0,0,0,0,200,508-5000,1,0,profilePic_yukata19_SAT8,1,5,,3602,0,4
499,1499,1,0,0,0,0,160,508-4000,1,0,profilePic_yukata19_G36,1,5,,3603,0,4
500,1500,1,0,0,0,0,80,508-2000,1,0,profilePic_yukata19_M249SAW,1,5,,3604,0,4
501,1501,1,0,0,0,0,80,508-2000,1,0,profilePic_yukata19_OTs12,1,5,,3605,0,4
502,1502,3,0,0,0,0,600,508-15000,1,0,cg_2019summer,1,10,,0,1,6
503,1503,1,0,0,0,0,200,508-5000,1,0,profilePic_dwxy19_PA15,1,5,,3701,0,4
504,1504,1,0,0,0,0,200,508-5000,1,0,profilePic_dwxy19_95type,1,5,,3702,0,4
505,1505,1,0,0,0,0,200,508-5000,1,0,profilePic_dwxy19_97type,1,5,,3703,0,4
506,1506,1,0,0,0,0,200,508-5000,1,0,profilePic_dwxy19_SR3MP,1,5,,3704,0,4
507,1507,1,0,0,0,0,160,508-4000,1,0,profilePic_dwxy19_Mk23,1,5,,3705,0,4
508,1508,1,0,0,0,0,160,508-4000,1,0,profilePic_dwxy19_M590,1,5,,3706,0,4
509,1509,1,0,0,0,0,80,508-2000,1,0,profilePic_dwxy19_M500,1,5,,3707,0,4
510,1510,1,0,0,0,0,80,508-2000,1,0,profilePic_dwxy19_TMP,1,5,,3708,0,4
511,1511,1,0,0,0,0,0,,0,0,profilePic_yzcoffee19_r93,1,5,,0,0,1
512,1512,2,0,0,0,0,0,,0,0,card_yzcoffee19,1,5,,0,0,1
513,1513,1,0,0,0,0,200,508-5000,0,0,profilePic_Halloween2019_dog,1,5,,0,0,1
514,1514,1,0,0,0,0,200,508-5000,0,0,profilePic_Halloween2019_battle,1,5,,0,0,1
515,1515,2,0,0,0,0,200,508-5000,0,0,card_Halloween2019,1,5,,0,0,1
516,1516,1,0,0,0,0,200,508-5000,0,0,card_Hallo2019_JP,1,5,,0,0,1
517,1517,1,0,0,0,0,200,508-5000,1,0,profilePic_Hallo19_QBU88,1,5,,3801,0,4
518,1518,1,0,0,0,0,200,508-5000,1,0,profilePic_Hallo19_G36C,1,5,,3802,0,4
519,1519,1,0,0,0,0,200,508-5000,1,0,profilePic_Hallo19_M870P,1,5,,3803,0,4
520,1520,1,0,0,0,0,160,508-4000,1,0,profilePic_Hallo19_MG3,1,5,,3806,0,4
521,1521,1,0,0,0,0,160,508-4000,1,0,profilePic_Hallo19_KSVK,1,5,,3805,0,4
522,1522,1,0,0,0,0,160,508-4000,1,0,profilePic_Hallo19_97typeS,1,5,,3807,0,4
523,1523,1,0,0,0,0,160,508-4000,1,0,profilePic_Hallo19_PSG1,1,5,,3808,0,4
524,1524,1,0,0,0,0,80,508-2000,1,0,profilePic_Hallo19_CETME556,1,5,,3809,0,4
525,1525,1,0,0,0,0,200,508-5000,0,0,profilePic_Hallo19_UN_SPAS12,1,5,,0,0,1
526,1526,1,0,0,0,0,200,508-5000,0,0,profilePic_ntr_hk416,1,5,,0,0,1
527,1527,1,0,0,0,0,200,508-5000,0,0,profilePic_jnb_ak12,1,5,,0,0,1
528,1528,1,0,0,0,0,200,508-5000,0,0,profilePic_jnb_an94,1,5,,0,0,1
529,1529,1,0,0,0,0,160,508-5000,0,0,profilePic_jnb_ar15,1,5,,0,0,1
