id,name,type,code,introduce,forces,if_capture,pow_rank,life_rank,hit_rank,dodge_rank,rate_rank,armor_rank,speed_rank,range_rank,counter,character,enemy_skill,launch_time,extra,spine_scale
73,弥诺陶洛斯,5,TeslaTrooper,军方订购的高级军用机甲，装甲厚重，还装备了导弹发射器，能力非常全面。,2,0,4,5,3,1,2,5,2,1,高护甲单位，移速较慢，可大范围发射复数小型导弹进行轰炸。轰炸预警出现时请注意及时指挥我方人形移动规避伤害,"303,309,313","26,33",2016-5-20 00:00:00,,"80,80,1"
74,阿尔戈-船底座,2,GustafL_3,军方订购的高级军用火力列车炮的前段,2,0,7,5,5,0,3,3,0,5,在战役地图上能对友方提供远程支援，在战略上具有极大威胁性，建议避免与受其支援的单位作战。注意观察前中后段各自的支援范围，选取正确的攻克顺序，避免其交叉火力打击。,"908,910,326",,2016-5-20 00:00:00,,"-15,15,1"
75,阿尔戈-船帆座,2,GustafL_2,军方订购的高级军用火力列车炮的中段,2,0,7,5,5,0,3,3,0,5,在战役地图上能对友方提供远程支援，在战略上具有极大威胁性，建议避免与受其支援的单位作战。注意观察前中后段各自的支援范围，选取正确的攻克顺序，避免其交叉火力打击。,"908,910,326",,2016-5-20 00:00:00,,"-15,15,1"
76,阿尔戈-船尾座,2,GustafL_1,军方订购的高级军用火力列车炮的后段,2,0,7,5,5,0,3,3,0,5,在战役地图上能对友方提供远程支援，在战略上具有极大威胁性，建议避免与受其支援的单位作战。注意观察前中后段各自的支援范围，选取正确的攻克顺序，避免其交叉火力打击。,"908,910,326",,2016-5-20 00:00:00,,"-15,15,1"
77,帕拉丁,4,Kratos,军方生产的特殊人形，拥有巨大的身躯和强劲的力量。擅长碾压式的突击作战，不论是作为肉盾还是破阵者都十分优秀。,2,0,6,6,4,3,4,5,4,2,拥有较高护甲，会同时打击我方前后排单位，请注意保持前后排之间的距离。,"1001,303,309,310","48,49,50",2016-5-20 00:00:00,,"50,50,1"
78,捍卫者,4,Acheron,军方生产的特殊配备，外形神似灯柱，而抵达指定地点后可以张开底座固定，进而提供防御性力场，常作为功能性配属使用。,2,0,0,5,0,0,0,4,0,0,该单位会持续给友方提供一定的护盾加成，它的存在不利于攻克部分不适合长时间战斗的敌人，建议使用具有后排索敌能力的人形或重装部队支援。,"1001,309,310",51,2016-5-20 00:00:00,,"60,60,1"
79,奎乌,4,Coeus,军方生产的特殊机甲，搭载浓缩而具有爆发性的火力，同时也具备一定程度的机动性，同样常作为战术压制场合的王牌使用，性能上具有不可替代的优越性。,2,0,6,5,5,4,4,5,5,3,具有一般程度的护甲，请注意梯队的穿甲能力、提升前排人形的防御能力//c以及面对该单位强力的炮击时注意移动被锁定的单位//c不让其后排的单位受到波及。,"1001,1003,309,317,316","52,53",2016-5-20 00:00:00,,"40,40,1"
80,AA-02 负罪者,1,Ares,负罪者：军方生产的精英机甲，原本是某位军人专属的座驾。性能卓越，搭载有高强度的火力，除却巨炮以外亦可使用导弹作为攻击手段，同时也拥有护盾作为防御，可以说是具备全方位碾压性的战术机甲，其名“负罪者”。,2,0,6,6,6,4,4,6,6,7,拥有较高护甲，会向预警位置造成较强伤害，带护盾状态下若受到穿透打击则会有一定的硬直反馈。请注意及时指挥人形躲避预警伤害。,"1001,309,326,316","93,94,95",2016-5-20 00:00:00,,"40,40,1"
81,伊莱莎,1,Eliza_boss,莱柯研发的高级人工智能，发令者只需要一个简单的指令，作为主机的“伊莱莎”便能自主运算出合理的行动方案，这个高级AI主机配套有一支专属的战术人形部队，主机可以通过网络系统远程操纵这些人形去执行自己的方案。//n但事实上，“伊莱莎”并不是一个单纯的AI程序。莱柯的最终目的，是制作一个拥有自我意识，和人类一样思考、感知的，完美的人工智能。在蝴蝶事件后“伊莱莎”获得了实体，并接管所有铁血人形，为了为“父亲”莱柯复仇，开始攻击所有目击到的人类和铁血以外的战术人形。同时，她希望成为“父亲”莱柯心中完美的AI——那就是获得与人类别无二致的心智，开始从父亲大人的资料中寻找完美的AI样本。,1,0,7,6,5,4,4,0,0,5,逆向坍塌的影响虽然会令您的人形失去战斗能力，但是浮空的影响对于人形也是一种保护，合理应用这一点躲避难以抵挡的伤害吧！,"1001,900","85,86,87",2016-5-20 00:00:00,,"60,60,1"
82,蟹防炮,4,Hydra_beach,某军工企业耗费巨资打造的自律兵器//c采用了生物伪装兵器的究极设计//c但直观来讲只是把体型做得更大了而已//c制造方也否认这是导致企业倒闭的主要原因。,0,0,6,5,4,0,4,6,1,2,状态不佳时面对该单位合理规避,"309,301",10018,2016-5-20 00:00:00,,"60,60,1"
83,机蟹,4,landmine_beach,"某军工企业制造的旧式自律兵器//c以伪装成生物为出发点//c但因用力过猛//c做成了""只是很有攻击性的机械海鲜""而被驳回。",0,0,5,2,4,0,0,2,3,5,拥有小量护甲，移速较高。战斗前期即开始快速放置可爆炸的海星，我方人形触发时将会受到巨额伤害，请注意规避地雷或在战斗前期尽早歼灭该单位。,"1001,309,322",10019,2016-5-20 00:00:00,,"100,100,1"
84,西瓜屋,2,RecceCentre_beach,某军工企业制造的旧式自律兵器//c用来生产拟态瓜的设施//c但经常因为不明真相的游客造访而影响开发进度。,0,0,0,6,0,0,0,4,0,0,高护甲单位，会源源不断的生产西瓜形态单位，不太适合突击步枪人形来应对。建议使用步枪人形处理。,"309,321",10021,2016-5-20 00:00:00,,"40,40,1"
85,拟态瓜,2,Pathfinder_beach,某军工企业制造的旧式自律兵器//c本意是伪装成美味的食物来骗过敌人//c但发生过验收人员误把它当做真的食物切开的意外。,0,0,4,2,4,3,4,4,5,2,拥有一定护甲，命中较高、伤害较低，请注意提高梯队的整体作战能力应对。,"303,309",10022,2016-5-20 00:00:00,,"100,100,1"
86,切割者SWAP,3,Ripper_SWAP,性能大幅增强后的切割者，火力和机动性都有了显著提升。为了彻底告别过去的自己，特意换了新的发色和制服。,1,1,3,3,3,6,3,0,3,3,该单位在受到致命伤害时会获得一定的保护//c要做好持久战的准备。,"1001,303","88,90,92",2016-5-20 00:00:00,,"100,100,1"
87,鸡尾酒沉醉者,3,Cocktail,出现在街头的危险份子//c可以投掷燃烧瓶对我方造成持续伤害,0,0,3,2,4,4,2,0,3,4,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"1001,300",10087,2035-12-31 00:00:00,,
88,狂热冲锋者,3,Cottoncaper,冲锋在前的危险份子//c有着令人咋舌的勇气,0,0,2,3,3,5,3,0,3,3,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"1001,300",,2035-12-31 00:00:00,,
89,雇佣步枪手,3,Hiresniper,经验丰富的雇佣兵//c擅长保持距离对我方造成狙击伤害,0,0,3,1,5,3,2,0,3,4,该单位主要担当后排输出，攻速较慢、命中较高，对我方前排单位造成的伤害比较稳定且显著，建议选用索敌逻辑为打击后排的人形进行处理。,"1001,307",10005,2035-12-31 00:00:00,,
90,报恩的杀手,3,Swordsman,挥舞着锋利的匕首//c有着出色的身体能力,0,0,5,3,4,3,3,0,4,2,该单位拥有较高的破甲值，对霰弹枪人形来说是个危险的存在，请注意避免我方霰弹枪人形与她接触。推荐使用冲锋枪、手枪等回避型人形担当前排。,"1001,303",,2035-12-31 00:00:00,,
91,卡尔卡诺M91/38,1,CarcanoEnemy,未曾设想的敌人。,0,0,5,5,5,5,5,4,5,5,该单位将在场上生成独特的标记//c在标记上的我方单位将丧失攻击能力但同时也会获得较高的护盾防护。区分输出手和承担伤害者对该标记的应对即可克敌制胜。,"1001,307,316","10191,10091",2035-12-31 00:00:00,,
92,海莉艾塔,1,HenEnemy,未曾设想的敌人。,0,0,4,4,4,4,4,0,4,3,避免与该单位发生冲突。,"1001,301",,2035-12-31 00:00:00,,
93,莉可,1,RicoEnemy,未曾设想的敌人。,0,0,4,4,4,4,4,0,4,5,避免与该单位发生冲突。,"1001,301",,2035-12-31 00:00:00,,
94,胡蜂SWAP,3,Vespid_SWAP,性能大幅增强后的胡蜂，会对我方造成一定削弱。为了在视觉上拉大双方的实力差距，特意更换了新的头盔和装甲。,1,1,3,2,4,4,2,0,3,4,该单位能力可对我方单位造成针对性的伤害和削弱//c需要思考配队应对。,"1001,300","89,91",2016-5-20 00:00:00,,"100,100,1"
95,残兽SWAP,3,Brute_SWAP,性能大幅增强后的残兽，会对我方护甲单位造成较大的威胁。,1,0,5,3,4,3,3,0,4,2,该单位拥有较高的破甲值，对霰弹枪人形来说是个危险的存在，请注意避免我方霰弹枪人形与她接触。推荐使用冲锋枪、手枪等回避型人形担当前排。,"1003,303,315","54,55",2016-5-20 00:00:00,,"85,85,1"
96,钢狮SWAP,4,Nemeum_SWAP2,性能大幅增强后的钢狮，较高的准度使得攻击很难被回避。,1,0,4,4,5,0,2,3,3,4,护甲单位，主要担当后排输出，攻速较慢、命中和伤害较高，对我方前排单位造成的伤害比较稳定且显著，建议选用索敌逻辑为打击后排且带穿甲能力的人形进行处理。,"1003,309,307",56,2016-5-20 00:00:00,,"100,100,1"
97,游荡难民,3,refugee_hg,遭受坍塌辐射污染的人类游民。保持着适当的理智//c会使用轻型枪械与目标作战。,0,0,2,3,3,5,3,0,4,3,该单位能力均衡，请注意提高梯队的整体作战能力应对。,300,,2016-5-20 00:00:00,,"100,100,1"
98,暴走难民,3,refugee_smg,遭受坍塌辐射污染的人类游民。因为感染程度较深性格也变得暴躁嗜血//c不毁灭敌人决不罢休。,0,0,3,4,3,4,5,0,4,3,该单位能力均衡，请注意提高梯队的整体作战能力应对。,300,,2016-5-20 00:00:00,,"100,100,1"
99,歌利亚工厂,2,Golyat_Factory,生产炸弹型作战单位的移动型铁血兵工厂，能够不断生产出拥有自爆能力的歌利亚。停留在战场的时间越久，对敌方的威胁性越大。,1,1,7,5,7,0,0,3,3,1,危险！请注意评估队伍输出能力是否足够歼灭该单位，输出能力不足时建议规避。,"309,321",21,2016-5-20 00:00:00,,"100,100,1"
101,南瓜切割者,3,Ripper_Halloween,铁血的节日特供傀儡，装配有短程冲锋武器和没什么作用的头部防具，机动性较高，出场时常充当南瓜灯的雕刻者或顶着南瓜灯巡逻的角色。,0,0,2,3,3,5,3,0,3,3,该单位能力均衡，请注意提高梯队的整体作战能力应对。,303,,2016-5-20 00:00:00,,"90,90,1"
102,幽灵猎鸥,3,Jaeger_Halloween,铁血的节日特供傀儡，装配有远程狙击武器，火力和精准度较高。尽管精心在身上涂抹了磷粉来制造发光效果，也无法改变本体脆弱的缺陷。,0,0,3,1,5,3,2,0,3,4,该单位主要担当后排输出，攻速较慢、命中较高，对我方前排单位造成的伤害比较稳定且显著，建议选用索敌逻辑为打击后排的人形进行处理。,307,,2016-5-20 00:00:00,,"80,80,1"
103,魔女骑兵,3,Dragon_Halloween,铁血的高级节日特供傀儡，装配有实验用的悬浮代步装置、反重力大檐帽和突击武器，无论火力、射程和机动性都不容小觑，经常扮演惊吓破坏者并被轰炸的角色。,0,0,3,3,5,3,3,0,5,5,该单位能力均衡，请注意提高梯队的整体作战能力应对。,304,,2016-5-20 00:00:00,,
104,恶灵黑骑,5,Aegis_Halloween,原是战遍沙场的骑士，在身躯遭到恶魔侵袭后，沦为了恶魔骑士。即使失去了所有记忆，但他总隐约记得自己要守护什么。,0,0,2,4,2,0,3,5,2,2,该单位拥有一定护甲，接战前请对我方穿甲能力进行仔细评估,"303,309",,2016-5-20 00:00:00,,
105,恶灵黑骠,4,Nemeum_Halloween,原是勇猛无畏的战马，在身躯遭到恶魔侵袭后，沦为了恶魔的坐骑。即使失去了所有记忆，但它总隐约记得自己要守护什么。,0,0,4,3,5,0,1,3,3,4,护甲单位，主要担当后排输出，攻速较慢、命中和伤害较高，对我方前排单位造成的伤害比较稳定且显著，建议选用索敌逻辑为打击后排且带穿甲能力的人形进行处理。,309,,2016-5-20 00:00:00,,
106,圣诞兵蚁,2,Dinergate_chm1,铁血的低级庆祝机甲，运输能力较弱但有驯鹿协助，通常用于增添圣诞节日气氛。如果预定路线上有障碍物会采用撞坏墙壁冲进门的方式送礼，请不要随意改变房门位置。,0,0,5,1,5,0,2,0,5,2,该单位近战输出能力极高，但相对的自身生存能力极差，推荐使用能快速造成范围伤害的人形或突击步枪人形在接触前完成歼灭。,303,,2016-5-20 00:00:00,,
107,驯顺兵鹿,2,Dinergate_chm2,铁血的低级运输单位，通常用于协助圣诞兵蚁增加节日气氛。如果预定路线上有障碍物会采用撞坏墙壁冲进门的方式送礼，请不要随意改变房门位置。,0,0,5,1,5,0,2,0,5,2,该单位近战输出能力极高，但相对的自身生存能力极差，推荐使用能快速造成范围伤害的人形或突击步枪人形在接触前完成歼灭。,303,,2016-5-20 00:00:00,,
108,姜饼护卫者,3,Guard_chm,铁血的高级节日傀儡，装配有姜饼和糖果杖。如外形所见的高甜度角色，一般用于防御重要的厨房，或者拦截用破坏者做幌子溜进门偷糖的梦想家时出场。,0,1,1,4,3,1,4,0,2,2,该单位为近战单位，防御能力较强，但相对的对我方造成有效伤害的能力较弱，主要威胁来自其他负责输出的单位，请注意选用合适的枪种人形以优先处理被护卫者掩护的单位。,303,,2016-5-20 00:00:00,,
109,娜希斯,1,Narciss,"帕拉蒂斯“涅托""里的一员，某方面的失败反而使她在战斗方面的能力强过同伴许多。擅长狂风暴雨般的攻击，撕碎自己面前的一切敌方单位，并从摧毁中得到快乐。",3,0,5,5,5,5,5,0,5,5,该单位在战斗中具有近战/远程两种输出模式//c若击毁全部七把浮游刀//c该单位将由远程模式切换至近战模式//c近战模式下将对低编制单位造成极大威胁。,"1001,329,330","108,109,110",2016-5-20 00:00:00,,
110,格雷,1,Mrsgray,"帕拉蒂斯“涅托""里的一员，精通医术，头脑精密而冷静。善于利用身边的一切有利因素作战，削弱敌人使自己获得优势。",3,0,5,5,5,5,5,0,5,5,该单位可以通过呼叫增援单位制造持续的威胁//c并可以通过多种限制手段以及技能冷却的增加来削弱我方的输出//c短期的大量爆发或许是较优的处理方案。,"1001,316,328,326","113,114,115",2016-5-20 00:00:00,,
111,默莉朵,1,Morridow_nor,"帕拉蒂斯“涅托""里的一员，狡猾、阴狠且善变。",3,0,0,0,0,0,0,0,5,0,默莉朵似乎没有与我们交手的打算//c做好与其他高威胁涅托单位进行交战的准备吧。,"1001,900",116,2016-5-20 00:00:00,,
112,默莉朵,1,Morridow,"帕拉蒂斯“涅托""里的一员，狡猾、阴狠且善变。有如蜘蛛般设置陷阱来战斗，诡秘的代言人。在攻击之前，谁也捕捉不住她的身影。",3,0,5,3,5,3,1,0,6,2,通过限制我方行动同时快速接近我方单位造成大量伤害//c接近我方的时候也是她暴露于己方部队保护的时候//c在这种情况下对她造成大量伤害吧。,"1001,316,329","111,112",2016-5-20 00:00:00,,
113,特工,3,Plaincloth,因为某项任务来到这里的斯塔西成员，跟踪与生存是他们的专长。只有活着才能创造更多价值，他们显然精通此道。,0,0,4,5,4,3,3,0,0,4,可以无视面前单位移动至我方底线//c若该单位面前有其他单位//c自身的闪避也会极大的提升。快速清理敌方前排单位//c或部署高命中单位会是有效的应对方案。,"1001,327","100,101",2016-5-20 00:00:00,,
114,暴徒,3,Mobster,活跃在旧城区的帮会成员。对他们来说法律只是笑话，阴影中的人有自己的生存法则。使用粗劣的自制投掷武器攻击对手，对离自己最近的目标怀抱着必定命中的决心发动攻势。,0,0,4,2,2,2,2,0,6,3,该单位将对接近他的目标造成大量不可回避的伤害//c注意与他保持距离并及时躲避出燃烧瓶的有效范围即可克敌制胜。,426,"102,103",2016-5-20 00:00:00,,
115,防卫者,3,Punish,近战单位，作为坚固的盾牌与进攻者活跃。倚仗厚重的盾牌和冲锋武器，在战场上横冲直撞。,3,0,4,3,3,4,2,0,6,3,该单位将在移动状态下获得减伤效果。在该单位接近我方停止移动后//c使用技能快速击杀即可克敌制胜。,427,104,2016-5-20 00:00:00,,
116,圣歌风琴,2,Cherub,使用激光持续对我方高血量单位发动攻击的特化作战单位，攻击单一但集中， 极易对我方造成定点贯穿的致命伤害。,3,0,5,5,5,2,4,0,2,3,将额外对低编制敌人造成大量伤害//c优先使用高编制单位与其交战。,"1003,331,332",105,2016-5-20 00:00:00,,
117,拔摩之笔,2,Visjnoe,设置在战场上的战术器械，仅对包括人形在内的机械单位有反应。清除对方的增益状态的同时也会清除己方的负面状态，作为支援单位十分难缠。,3,0,3,4,3,3,4,0,2,4,该单位存活在场上时//c将不断清除我方正面增益及清除敌方负面增益//c选择不依赖增益造成伤害的梯队将有效克制该单位。,"1003,428,429","106,107",2016-5-20 00:00:00,,
118,角斗士,3,Roarer_New,主要攻击方式为近战的重型重甲单位，与神秘势力有所关联。,3,0,4,5,3,2,2,3,2,2,拥有一定的力场值和护甲，起初的减伤能力一般，但是后续会不断恢复和增加力场值，在破防能力不足的情况下不适合长时间与之交战。建议在有重装部队支援的前提下进行战斗。,"309,312,316","34,35,140",2016-5-20 00:00:00,,"80,80,1"
119,侦察士,4,Thunder_New,利用搭载于身体下方的炮台攻击，遭受攻击时会利用跳跃闪避。与神秘势力有所关联。,3,0,5,5,5,5,4,4,2,4,拥有较高的护甲和力场值，且具有极强的回避性能//c请注意有效打击的时机。建议使用带有狙击技能等有必中手段的人形。,"1001,309,310,315","36,37,38",2016-5-20 00:00:00,,"50,50,1"
120,重炮士,3,Soldier_New,与射击士极为类似，搭载更加强大的火力，并且使用特殊的弹药降低我方人形的回避率。与神秘势力有所关联。,3,0,4,3,3,5,3,0,1,4,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"1003,312,316",39,2016-5-20 00:00:00,,"100,100,1"
121,僵尸新娘,3,Vespid_bride,寂静的洋馆之中，华丽的纱衣挥之不去的怨念仍在徘徊；千万不要被美丽的外表迷惑，如果她向你掷来手中的花束，一定要记得躲闪。,0,1,3,2,4,4,2,0,3,4,该单位能力均衡，请注意提高梯队的整体作战能力应对。,300,,2016-5-20 00:00:00,,"100,100,1"
122,幽灵,3,Brute_Ghost,寂静的洋馆之中，不时响起的呜咽声久久不得回响，路过转角处的时候，一定要留心那忽然亮起的白芒——不论出现的是幽灵本身，还是他的刀刃，都不是什么好消息。,0,0,5,3,4,3,3,0,4,2,该单位拥有较高的破甲值，对霰弹枪人形来说是个危险的存在，请注意避免我方霰弹枪人形与她接触。推荐使用冲锋枪、手枪等回避型人形担当前排。,303,,2016-5-20 00:00:00,,"85,85,1"
123,大白鲨乐园,2,RecceCentreSwim,为了便于走私而伪装成鲨鱼乐园的非法军火，量产鲨排是其主要功能，在伪装运输过程中，由于可爱的造型而得到孩子们的青睐。,0,1,0,6,0,0,0,4,0,0,高护甲单位，会源源不断的生产鲨排，不太适合突击步枪人形来应对。建议使用步枪人形处理。,"309,321",21,2016-5-20 00:00:00,,"40,40,1"
124,鲨排,2,PathfinderSwim,为了便于走私而伪装成排球的非法军火，由于伪装效果极好，在运输途中发生过被人打出“爆炸式扣杀”的事故。,0,0,4,2,4,3,4,4,5,2,拥有一定护甲，命中较高、伤害较低，请注意提高梯队的整体作战能力应对。,"303,309",22,2016-5-20 00:00:00,,"100,100,1"
125,海上调酒师,3,CyclopsSwim,游轮专用服务型人形，兼具侍者与安保的能力，能够视情况切换行动模式，必要时也可以改为人工操作。,0,0,4,4,4,3,3,0,4,4,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"1001,319",16,2016-5-20 00:00:00,,"85,85,1"
126,建筑师-NVW型,1,BossArchitect_Summer,建筑师-临海战斗特化型，简称NVW型。IOP将铁血废弃的旧案细化并改进后制作出的海战型素体，如果不在海边，建筑师将会利用存储的素材将周围改造为临海环境并开始作战。建筑合适的阵地也是建筑师的职责。,1,1,6,5,4,3,3,3,3,5,更换了海战型素体的建筑师，拥有更强大的阵地构筑能力，火力和指挥能力也有进一步的提升。,"1001,208,309",,2035-5-20 00:00:00,//c大坪由佳//c,"85,85,1"
127,职业保镖,3,guard_katsura,接受雇佣提供护卫服务的专业人员，接受了严格的训练，身手不凡，且忠心耿耿。,0,0,1,3,2,3,5,0,3,3,该单位能力均衡，请注意提高梯队的整体作战能力应对。,430,,2016-5-20 00:00:00,,"100,100,1"
128,资深保镖,3,guard_bald,接受雇佣提供护卫服务的专业人员，接受了严格的训练，身手不凡，且忠心耿耿。是职业保镖中的佼佼者，透过明显的特征看得出他们更加强大。,0,0,7,5,5,6,5,0,3,3,该单位能力十分优秀，请注意使用合理的战斗策略应对。,"1001,430",,2016-5-20 00:00:00,,"100,100,1"
129,灵蛇权杖,3,Obelisk_partB,使用机枪的重火力人形，携带的机枪在充分蓄能之后能够发射3次等离子光束，光束具有致盲效果，并能在一定程度上无视闪避。在装载【阿克索之皿】后，威力将有巨大提升。,3,0,4,3,3,5,3,0,1,4,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"1001,1003,335,320",130,2016-5-20 00:00:00,,"100,100,1"
130,阿克索之皿,2,Obelisk_partA,使用机枪的特化作战单位，能够发射等离子光束对目标进行攻击，光束在一定程度上能无视闪避。在装载【灵蛇权杖】后，威力将有巨大提升。,3,0,4,5,3,0,5,2,0,5,该单位攻速较高、伤害一般，推荐使用霰弹枪人形搭配足够的护甲进行抵御。,"1001,320",129,2016-5-20 00:00:00,,"50,50,1"
131,警备士,3,Riotguard,具有强大压制力的警备用单位，通常结队行动，会使用盾牌对敌方进行压迫作战，同时配有拥有电击能力的警棍。,3,0,2,3,2,2,3,0,3,2,该单位为近战单位，放任不管的话会持续加强自身的防御能力，请注意选用合适的枪种人形应对。,431,117,2016-5-20 00:00:00,,"100,100,1"
132,重锤士,5,Metalmax,强大的近战重型重甲单位，会利用手中的重锤对轻型目标造成毁灭性打击。,3,0,2,3,4,0,2,7,3,2,该单位拥有高额的护甲，接战前请对我方穿甲能力进行仔细评估。,"334,432",118,2016-5-20 00:00:00,,"100,100,1"
133,汉尼拔,5,Executioner,帕拉蒂斯生产的特重型机甲单位，拥有最先进的高科技近战武器和护甲。具有难以击破的特点和堪称毁灭性的战斗力。,3,0,4,6,3,0,3,2,3,3,该单位拥有高额的生命值，对编制少的单位有很强的斩杀能力，请注意使用合适的梯队与之作战。,"302,310,433","119,120,121",2016-5-20 00:00:00,,"80,80,1"
134,掷弹士,3,Grenadier,主要战斗方式为投掷武器的轻型人形，会利用投弹有效造成巨大的范围杀伤。,3,0,5,5,4,4,3,0,3,4,该单位装备了特种作战的武器，可以应对多种战场需求，尤其会对我方机械单位造成高额伤害。,"1003,434,435","122,123",2016-5-20 00:00:00,,"100,100,1"
135,指挥士,5,Mastersergeant,搭载了强力侦测配件的新型指挥单位，可以对部队下达最清楚有效的指令，但自身的战斗力有待增强。,3,0,6,5,5,3,5,2,3,3,该单位是敌方指挥首脑，会持续提高敌人作战能力，建议优先击杀。击杀后敌方战斗能力会下降一段时间。,"1001,1003,436,437","124,125,139",2016-5-20 00:00:00,,"85,85,1"
136,玛赫莲,1,Rogue_M,久违的伯恩村少女，栩栩如生地站在面前，就如同她从未逝去一般。,3,0,1,1,1,1,1,0,1,1,纤弱的少女等待着她的救赎，你会是那个她期待已久的命定之人吗？,1001,,2016-5-20 00:00:00,,"100,100,1"
137,厄琉息斯秘仪,1,Obelisk,火力猛烈的机枪单位，配备了附加了致盲效果的双机枪系统。能够将放入其中的伊阿索之匣转换为等离子光束进行发射，可同时攻击多个单位，并对攻击范围造成污染。,3,0,5,5,5,5,5,0,5,5,该单位在高血量时拥有炮击阵地的能力，对我方生存压力极大，建议迅速将其压制。,"1001,335,320,309","126,127,128",2016-5-20 00:00:00,,"50,50,1"
138,缇,1,Teal,帕拉蒂斯的精锐单位，冷静而审慎，拥有强大的判断力和对情绪的控制力。经常和格雷协同作战，非常信赖她。擅长使用长剑潜伏暗杀，在抓住敌人露出破绽的一瞬，以无法用肉眼捕捉的速度一招致命。,3,0,5,5,5,5,5,0,5,5,该单位拥有可怕的斩杀续航的能力，我方的强力输出单位需要注意不被锁定。,"1001,216,440","131,132,133,134",2016-5-20 00:00:00,,"70,70,1"
139,布拉梅德,1,Bramede,帕拉蒂斯的精锐单位，极具魅力，能够轻易瓦解对方的防御，即使在战斗状态下也依然妩媚动人。擅长迷惑人类和人形的心智，电子作战能力极强，能在侵入人形心智的同时，盗取情报，并强行使其宕机。,3,0,5,5,5,5,5,0,5,5,该单位拥有偷取心智的能力，应尽量避免被她链接命中。,"1001,438,439","135,136,137,138",2016-5-20 00:00:00,,"60,60,1"
140,干扰者-终幕魔女,1,Intruder_Halloween,干扰者-终幕魔女，IOP对干扰者进行大量的数据分析与作战实验后，根据模拟数据制作出的遭遇战特化型素体。同时，在情感模块上应用了新技术的终幕魔女型号不但拥有更为强大的指挥与支援能力，更能够凭借其异常的精神最大程度地在小型战场上对敌军散播恐惧心理，打击敌方士气。,1,1,4,4,3,4,5,0,3,3,更换了魔女型素体的干扰者，拥有更强大的支援作战能力，火力和指挥能力也有进一步的提升。,"1001,204",,2035-5-20 00:00:00,//c大坪由佳//c,"75,75,1"
141,CAWS,3,HKCAWS_XmasEnemy,我把礼物都买回来了，请给我报销119份礼物的钱……还有1份为什么不用？因为……那是我给您买的。,0,0,5,5,5,5,5,5,5,5,该单位能力十分优秀，请注意使用合理的战斗策略应对。,"100,441",141,2035-12-31 00:00:00,,
142,VSK-94,3,VSK_XmasEnemy,我是来送礼物的，请配合行动，不要紧张……这么说更让人紧张了？抱歉，Boss，这是职业病。,0,0,5,5,5,5,5,5,5,5,该单位能力十分优秀，请注意使用合理的战斗策略应对。,"100,442",142,2035-12-31 00:00:00,,
143,P7,3,P7_XmasEnemy,哎呀，结果您还是落到我的手心呢。,0,0,5,5,5,5,5,5,5,5,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"100,443",143,2035-12-31 00:00:00,,
144,FP-6,3,FP6_XmasEnemy,没想到圣诞老人的任务居然如此棘手……那样的胖老头到底是怎么进去的？,0,0,5,5,5,5,5,5,5,5,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"100,444",144,2035-12-31 00:00:00,,
145,樱花,3,Type100_XmasEnemy,嗯呀……终于挖出来了，咦？这个是……？哇！谢谢，这是最棒的礼物！,0,0,5,5,5,5,5,5,5,5,该单位能力均衡，请注意提高梯队的整体作战能力应对。,"100,445",145,2035-12-31 00:00:00,,
146,Px4 风暴,1,Px4Storm_XmasBoss,圣诞促销才是圣诞节存在的意义，打折的价格才能倍增幸福的价值哦~,0,0,5,5,5,5,5,5,5,5,该单位会大幅降低我方梯队暴击率并提升敌方单位攻速，而且会释放预警范围伤害，多次打击对应格子上的单位，请注意使用合理的战斗策略应对。,"1002,446,447","146,147,148,149,150",2035-12-31 00:00:00,,
147,破坏者-浮掠麋影,1,Destroyer_Christmas,破坏者-浮掠麋影，针对雪原作战而研发出的特异化型号，能够确保破坏者在寒冷的环境中也能保持高速移动和精确打击，对武器的升级也带来了火力和爆破强度的提升。应破坏者本人强烈要求，在外形设计上参考了麋鹿，并使用了圣诞树挂球等装饰作为弹药外包装，以达到为敌人送上甜蜜死亡的目的。,1,1,5,5,4,3,3,0,4,5,该单位具有极高的单发伤害，但是攻速较慢，命中一般，回避型人形会有更好的防御效果。,"1001,206",,2035-5-20 00:00:00,//c高田憂希//c,"85,85,1"
148,涅托 巡卫,3,Nyto_Black_SMG,阿佛那斯中量产的精英涅托，双持冲锋枪，拥有能满足日常巡逻任务需求的高机动性与火力。,3,0,2,3,3,5,3,0,3,3,该单位在受到致命伤害时会获得一定的保护//c要做好持久战的准备。,"1001,308",153,2016-5-20 00:00:00,,
149,涅托 怒锤,5,Nyto_Black_Hammer,阿佛那斯中量产的精英涅托，使用巨锤作为武器，经特殊改造后，武器附带眩晕效果，同时本体也拥有了更强大的防御力。,3,0,4,3,3,4,2,2,6,3,该单位为近战单位，能眩晕我方单位，请使用合理策略应对。,"1001,303,309","154,155",2016-5-20 00:00:00,,
