id,type,target,parameter,buff_id,is_buff_type
500011,6,1,1,979,0
500012,6,1,1,960,0
500016,6,1,1,982,0
500018,6,1,1,984,0
500019,6,1,1,985,0
500020,6,1,4,986,0
500021,6,1,3,986,0
500023,6,1,1,987,0
500025,6,1,3,986,0
500026,6,1,1,986,0
500101,0,0,0,0,0
500102,0,0,0,0,0
500103,0,0,0,0,0
500104,0,0,0,0,0
501007,18,1,1006,0,0
501009,6,1,1,5019,0
501011,6,1,1,5031,0
501012,18,1,1012,0,0
501013,18,1,1013,0,0
501014,18,1,1014,0,0
501015,18,1,1015,0,0
501016,18,1,1016,0,0
501017,7,1,1,5020,0
501018,6,1,1,5033,0
501019,6,1,1,5032,0
501031,6,1,1,893,0
501032,7,1,1,894,0
501033,7,1,1,893,0
501042,7,1,1,152,0
501070,6,1,4,895,0
501073,6,1,1,1304,0
501074,6,1,1,1305,0
501084,6,1,1,1307,0
501085,6,1,1,1308,0
501086,6,1,1,1309,0
501087,6,1,1,1310,0
501090,6,1,1,1306,0
501091,7,1,1,1306,0
501092,6,1,1,1312,0
501098,6,1,1,1314,0
501100,6,1,1,1315,0
501102,6,1,1,1316,0
501104,6,1,1,1317,0
501105,6,1,1,1320,0
501106,6,1,1,1324,0
501108,6,1,3,101,1
501109,6,1,1,1311,0
501110,14,2,49,0,0
501111,15,2,51,0,0
501112,16,2,500,0,0
501113,17,2,500,0,0
501118,6,1,1,1327,0
501138,6,1,1,1340,0
501139,6,1,2,1340,0
501140,6,1,3,1340,0
502001,7,1,1,4614,0
502003,18,1,1943,0,0
502005,18,1,1944,0,0
502006,6,1,1,4614,0
510102,18,2,1048,0,0
510106,6,1,1,1373,0
510107,6,1,3,1376,0
510201,6,1,1,1382,0
510204,7,1,1,1385,0
510301,6,1,3,4025,0
510302,6,1,1,4026,0
510303,7,1,1,4018,0
510304,6,1,3,4019,0
510305,7,1,1,163,0
600101,7,1,1,215,0
600303,6,1,1,60005,0
600304,7,1,1,60006,0
600305,7,1,1,60004,0
600306,6,1,2,60004,0
600307,6,1,1,60004,0
600308,7,1,2,60004,0
600313,6,1,1,60025,0
600404,6,1,1,60008,0
600501,18,1,1490,0,0
600502,18,1,1491,0,0
600503,7,1,1,60022,0
600504,6,1,1,60026,0
600703,7,1,1,60015,0
600704,6,1,1,60015,0
600826,6,1,1,4388,0
600827,6,1,1,4389,0
600828,6,1,1,4390,0
600829,6,1,1,4391,0
600830,6,1,1,4391,0
600831,6,1,1,4391,0
601401,6,1,1,302,0
601402,6,1,1,303,0
610007,20,1,1,0,0
700102,6,1,1,604,0
700103,6,1,1,607,0
700107,6,1,1,603,0
700205,6,1,1,602,0
700206,6,1,1,602,0
700207,6,1,1,602,0
700208,6,1,1,602,0
700212,6,1,1,672,0
700213,6,1,1,673,0
700214,6,1,1,609,0
700215,6,1,1,675,0
700216,6,1,1,674,0
700900,7,1,1,608,0
700901,6,1,10,641,0
700902,6,1,10,642,0
700903,6,1,10,643,0
700904,6,1,10,644,0
700905,6,1,10,645,0
700906,6,1,10,646,0
700907,6,1,10,647,0
700908,6,1,10,648,0
700909,6,1,10,649,0
700910,6,1,10,650,0
700911,6,1,10,651,0
700912,6,1,10,652,0
700913,6,1,10,653,0
700914,6,1,10,654,0
700915,6,1,10,655,0
700916,6,1,10,656,0
700917,6,1,10,657,0
700918,6,1,10,658,0
700919,6,1,10,659,0
700920,6,1,10,660,0
700921,6,1,10,661,0
700922,6,1,10,662,0
700923,6,1,10,663,0
700924,6,1,10,664,0
700925,6,1,10,665,0
700926,6,1,10,666,0
700927,6,1,10,667,0
700928,6,1,10,668,0
700929,6,1,10,669,0
700930,6,1,10,670,0
701007,6,1,1,1101,0
701008,6,1,1,1104,0
701009,6,1,1,1108,0
701010,6,1,1,1109,0
701011,6,1,1,1110,0
701012,6,1,1,1111,0
701013,6,1,1,1112,0
701014,6,1,1,1113,0
701015,6,1,1,1116,0
701016,6,1,1,1102,0
701017,6,1,1,1103,0
701018,6,1,1,1119,0
701019,6,1,1,1120,0
701020,6,1,1,1121,0
701021,6,1,1,1122,0
701022,6,1,1,1123,0
701023,6,1,1,1124,0
701024,6,1,1,1125,0
701025,6,1,1,1126,0
701026,6,1,1,1127,0
701027,6,1,1,1128,0
701028,7,1,1,1129,0
701029,6,1,1,1129,0
702001,8,1,"900412,900441",0,0
702002,8,1,"900422,900442",0,0
702004,8,1,"900432,900443",0,0
702006,8,1,900431,0,0
702009,8,1,900421,0,0
702011,8,1,900411,0,0
702012,8,1,"115,116,117",0,0
702013,8,1,"115,118,119,122,123",0,0
702014,8,1,"118,120,121,122,123",0,0
702015,8,1,"120,121,124",0,0
702016,8,1,"120,121",0,0
702017,8,1,126,0,0
702018,8,1,"127,128",0,0
702019,8,1,"129,130",0,0
702020,8,1,"127,128,131,132,133",0,0
702041,8,1,11116,0,0
702042,8,1,11116,0,0
710101,6,1,1,3012,0
710102,6,1,1,3007,0
710103,6,1,1,3008,0
710104,6,1,1,3009,0
710105,6,1,1,3010,0
710106,6,1,1,3011,0
710116,7,2,1,3016,0
710123,6,1,1,3051,0
710124,6,1,1,3052,0
710125,6,1,1,3053,0
710126,6,1,1,3054,0
710128,6,1,1,3055,0
710129,6,1,1,3056,0
710130,6,1,1,3057,0
710131,6,1,1,3058,0
710132,6,1,1,3059,0
710201,6,1,1,3050,0
710203,6,1,1,3000,0
710206,6,1,1,3049,0
710302,6,1,2,3018,0
710303,6,1,1,3018,0
710304,7,1,1,3018,0
710405,7,2,1,3028,0
710406,6,1,1,3032,0
710407,6,1,1,3003,0
710409,6,1,1,3041,0
710410,6,1,1,3027,0
710502,7,1,1,3024,0
710503,6,1,1,3024,0
710504,6,1,20,3023,0
710505,6,1,1,3004,0
710507,6,1,1,3023,0
710508,6,1,1,3120,0
710602,6,1,1,3026,0
710603,6,1,1,3001,0
710608,7,1,1,3026,0
710609,6,1,1,3026,0
710702,6,1,10,3085,0
710705,18,1,1190,0,0
710707,18,1,1191,0,0
710708,6,1,1,3085,0
710801,8,1,"10278,10283,10286,10291",0,0
710802,8,1,"10277,10279,10282,10285,10287,10290",0,0
710803,8,1,"10277,10280,10281,10283,10285,10288,10289,10291",0,0
710804,8,1,"10279,10284,10287,10292",0,0
710805,8,1,"10277,10279,10282,10285,10287,10290",0,0
710806,8,1,"10281,10284,10289,10292",0,0
710807,8,1,"10279,10282,10287,10290",0,0
710808,8,1,"10279,10282,10287,10290",0,0
710809,8,1,"10277,10280,10281,10283,10285,10288,10289,10291",0,0
710810,8,1,"10279,10282,10284,10287,10290,10292",0,0
710811,8,1,"10281,10289",0,0
710812,8,1,"10278,10282,10284,10286,10290,10292",0,0
710813,8,1,"10278,10284,10286,10292",0,0
711001,7,1,1,3110,0
711002,6,1,1,3110,0
711003,6,1,1,3112,0
711004,6,1,1,3113,0
711005,6,1,1,3114,0
711006,6,1,1,3115,0
711007,7,1,1,3112,0
711008,7,1,1,3113,0
711009,7,1,1,3114,0
711010,7,1,1,3115,0
711101,7,1,1,3111,0
711103,6,1,1,3111,0
740002,6,1,1,7725,0
740004,6,1,1,7727,0
740009,7,1,1,7732,0
740010,6,1,1,7734,0
740012,7,2,1,459,0
740013,2,1,30,0,0
740014,6,2,1,7737,0
740019,6,1,1,7738,0
740020,6,1,1,7739,0
740021,6,1,1,7740,0
740022,6,1,1,7741,0
740023,6,1,1,7742,0
740024,6,1,1,7729,0
740027,6,1,1,8270,0
740029,7,1,1,8266,0
740030,6,1,1,8266,0
740031,6,1,30,8267,0
740032,6,1,1,8276,0
740033,18,1,4563,0,0
740034,6,1,1,8274,0
740035,6,1,3,8278,0
740036,6,1,1,8273,0
750023,7,1,1,7583,0
750024,7,1,1,7582,0
750027,6,1,1,7584,0
750029,7,1,1,7586,0
750030,7,1,1,301,0
750031,7,1,1,7635,0
750032,6,1,1,7636,0
750033,6,1,1,7634,0
750058,7,1,1,7698,0
750068,7,1,1,7708,0
750069,6,1,1,7707,0
750070,6,1,2,7707,0
750071,6,1,1,7708,0
750072,6,1,1,7715,0
750073,6,1,1,7714,0
750074,7,1,1,7714,0
750076,6,1,1,7719,0
750077,7,1,1,7719,0
750082,6,1,1,7745,0
750083,7,1,1,7746,0
750095,7,2,1,3766,0
750141,7,1,1,7768,0
750143,6,1,1,7765,0
750145,6,1,1,7762,0
750146,6,1,1,7761,0
750147,7,2,1,7768,0
750148,6,1,5,7769,0
750149,7,1,1,7769,0
750150,6,1,100,7771,0
750151,7,1,100,7771,0
750152,6,1,1,7774,0
750154,7,1,1,7772,0
750158,6,1,1,7772,0
750167,7,2,1,459,0
750172,7,2,1,7777,0
750173,7,1,1,7777,0
750174,6,1,1,7765,0
750175,6,1,1,7775,0
750176,6,1,1,7776,0
750181,6,1,1,7783,0
750182,6,1,1,7782,0
750183,7,1,1,7782,0
750188,7,1,1,7788,0
750190,6,1,1,7792,0
750191,6,1,1,7793,0
750194,7,1,1,7796,0
750195,6,1,1,7796,0
750199,7,1,1,7891,0
750200,6,1,1,7892,0
750201,7,1,1,7898,0
750202,7,1,1,7891,0
750203,6,1,1,7891,0
750204,6,1,1,7898,0
750205,7,1,1,7931,0
750206,6,1,1,7930,0
750207,6,1,1,7931,0
750213,6,1,1,7933,0
750214,6,1,1,7939,0
750217,6,1,1,7991,0
750218,6,1,1,7992,0
750219,6,1,1,7993,0
750220,6,1,1,7994,0
750221,6,1,1,7995,0
750222,6,1,1,7996,0
750223,6,1,1,7997,0
750224,7,1,1,7998,0
750227,7,1,1,7999,0
750228,6,1,1,7989,0
750229,6,1,1,7999,0
750231,6,1,1,8003,0
750245,6,1,6,8015,0
750273,6,1,1,8039,0
750274,18,1,4430,0,0
750275,18,1,4431,0,0
750276,6,1,1,8032,0
750277,6,1,1,8042,0
750281,18,1,4432,0,0
750282,18,1,4433,0,0
750283,18,1,4434,0,0
750284,6,1,1,8063,0
750285,6,1,1,8029,0
750286,6,1,1,8030,0
750287,6,1,1,8031,0
750299,6,1,6,8033,0
750300,7,1,1,8068,0
750301,6,1,1,8079,0
750303,6,1,1,8068,0
750304,6,1,1,8083,0
750310,6,1,1,8085,0
750311,7,1,1,8085,0
750312,6,1,1,8096,0
750313,6,1,1,8097,0
750314,18,1,4447,0,0
750315,18,1,4448,0,0
750317,6,1,1,8102,0
750318,6,1,1,8103,0
750321,6,1,1,8104,0
750322,6,1,1,8105,0
750324,6,1,1,8114,0
750326,6,1,1,8111,0
750327,6,1,6,8112,0
750328,18,1,4450,0,0
750329,6,1,1,8116,0
750331,7,1,1,8121,0
750333,6,1,1,8125,0
750341,6,1,1,8160,0
750346,7,1,1,8172,0
750347,6,1,1,8172,0
750348,6,1,1,8173,0
750349,6,1,1,7992,0
750350,6,1,1,7993,0
750351,6,1,1,7994,0
750352,6,1,1,7995,0
750353,6,1,1,7996,0
750354,6,1,1,7997,0
750361,6,1,1,8191,0
750362,6,1,1,8192,0
750366,7,1,1,8213,0
750367,7,1,1,8196,0
750370,7,1,1,8204,0
750371,6,1,1,8204,0
750372,6,1,1,8207,0
750373,6,1,1,8212,0
750374,7,1,1,8208,0
750375,6,1,1,8210,0
750376,6,1,1,8211,0
750379,6,1,1,8219,0
750383,7,1,1,8232,0
750384,6,1,1,8232,0
750386,7,1,1,8236,0
750388,7,1,1,8237,0
750389,7,1,1,8238,0
750390,7,1,1,8239,0
750391,7,1,1,8240,0
750392,7,1,1,8241,0
750393,7,1,1,8242,0
750394,7,1,1,8243,0
750396,7,1,1,8233,0
750399,6,1,12,8261,0
750402,18,1,4546,0,0
750414,6,1,1,8315,0
750415,7,1,1,8315,0
750422,7,1,1,8304,0
750423,6,1,1,8304,0
750424,6,1,1,8324,0
750425,6,1,1,8325,0
750426,6,1,1,8326,0
750427,6,1,1,8305,0
750428,6,1,1,8320,0
750429,6,1,1,8321,0
750430,7,1,1,8327,0
750431,6,1,1,8323,0
750445,6,1,1,8332,0
750446,6,1,1,8333,0
750462,18,1,4578,0,0
750471,6,1,1,8327,0
755008,6,1,5,750101,0
755013,3,1,50,0,0
755014,2,1,50,0,0
755017,7,1,1,7510,0
755018,7,1,1,7511,0
755022,7,1,1,7504,0
755024,7,1,1,7502,0
755036,7,1,1,7591,0
755043,18,1,4142,0,0
755044,6,1,1,7595,0
755045,7,1,1,7595,0
755046,18,1,4141,0,0
755050,6,1,1,7599,0
755052,6,1,1,7102,0
755053,6,1,1,7599,0
755057,7,1,3,7617,0
755058,6,1,3,7617,0
755068,6,2,1,7620,0
755071,6,1,1,7627,0
755072,2,1,75,0,0
755073,2,1,50,0,0
755074,2,1,25,0,0
755075,18,0,4156,0,0
755076,18,0,4157,0,0
755077,18,0,4158,0,0
755078,7,1,1,7676,0
755079,6,1,1,7676,0
755083,6,1,1,4532,0
755084,6,1,2,4532,0
755085,6,1,3,4532,0
755086,6,1,4,4532,0
755087,6,1,5,4532,0
755091,18,1,4306,0,0
755092,18,1,4307,0,0
755093,18,1,4308,0,0
755094,6,1,1,7806,0
755095,7,1,1,7806,0
755099,6,1,1,7803,0
755102,6,1,1,7804,0
755105,18,1,4309,0,0
755106,18,1,4310,0,0
755107,18,1,4311,0,0
755108,18,1,4312,0,0
755109,18,1,4313,0,0
755110,18,1,4314,0,0
755119,6,1,1,7810,0
755123,6,1,1,7836,0
755124,6,1,1,7837,0
755126,6,2,3,7838,0
755128,6,1,1,7841,0
755132,6,1,4,7840,0
755135,18,2,4353,0,0
755136,18,1,4343,0,0
755140,6,1,1,7861,0
755141,2,1,20,0,0
755142,3,1,20,0,0
755143,6,1,1,7865,0
755144,6,1,1,7866,0
755145,6,1,1,7867,0
755146,7,1,1,7867,0
755148,18,1,4361,0,0
755156,6,1,1,7878,0
755160,7,1,1,7880,0
755161,6,1,1,7829,0
755162,6,1,1,7819,0
755163,6,1,1,7881,0
755164,6,1,1,7882,0
755167,7,1,1,8146,0
755171,6,1,5,8128,0
755172,6,1,1,8131,0
755174,6,1,1,8132,0
755175,7,1,1,8132,0
755177,2,1,70,0,0
755178,2,1,40,0,0
755179,2,1,10,0,0
755181,6,1,1,8136,0
755184,7,1,1,8138,0
755185,6,1,1,8139,0
755186,2,1,41,0,0
755187,2,1,50,0,0
755188,2,1,80,0,0
755189,2,1,71,0,0
755193,6,1,1,8143,0
755195,6,1,1,8144,0
756001,8,1,10766,0,0
756004,6,2,1,750401,0
756020,7,1,1,7514,0
756032,6,2,1,7526,0
756033,7,2,1,7526,0
756046,18,1,4048,0,0
756047,18,1,4049,0,0
756048,6,1,1,7529,0
756060,6,1,1,7549,0
756074,6,2,1,7566,0
756075,6,1,1,7569,0
756116,6,1,1,7630,0
756117,6,1,1,7628,0
756118,2,1,50,0,0
756121,2,1,70,0,0
756132,6,1,1,500009,0
756149,6,2,1,7642,0
756150,6,2,1,7643,0
756151,6,2,1,7645,0
756152,6,2,1,7647,0
756153,6,2,1,7649,0
757058,18,1,4394,0,0
757070,6,1,1,7955,0
759010,6,1,1,1000,0
759011,6,1,1,7720,0
759022,18,1,2080,0,0
759024,6,2,1,7928,0
759027,18,2,4486,0,0
800100,7,1,1,703,0
800102,6,1,1,704,0
800103,6,1,1,705,0
800104,6,1,1,706,0
800105,6,1,1,707,0
800106,6,1,1,708,0
800107,6,1,1,709,0
800108,6,1,1,710,0
800202,7,1,1,721,0
800203,6,1,1,722,0
800301,7,1,1,301,0
800302,6,1,1,301,0
800402,6,1,1,720,0
800501,7,1,1,301,0
800503,6,1,1,301,0
800504,6,1,1,718,0
800703,6,1,1,737,0
800802,6,1,1,734,0
800902,6,1,1,736,0
801001,7,1,1,172,0
801002,6,1,1,183,0
801102,7,1,1,739,0
801103,6,1,1,715,0
801104,6,1,1,712,0
801106,6,1,4,712,0
801108,6,1,1,741,0
801109,6,1,1,740,0
801202,6,1,1,712,0
801203,7,1,1,712,0
801301,6,1,1,992,0
801303,6,1,1,969,0
801304,6,1,1,991,0
801307,7,2,1,968,0
801401,6,1,1,995,0
801403,6,1,1,974,0
801404,7,1,1,975,0
801406,6,1,1,990,0
801408,6,1,1,996,0
801602,6,1,1,971,0
801603,6,1,1,503,0
801604,6,1,1,504,0
801605,6,1,1,502,0
801701,6,1,1,997,0
801802,6,2,1,989,0
801804,6,1,1,505,0
801902,6,1,1,874,0
802102,6,1,1,870,0
802103,6,1,1,872,0
802203,6,1,1,868,0
802204,6,1,1,869,0
802205,6,1,1,875,0
802302,6,1,1,1389,0
802303,6,1,1,1391,0
802402,6,2,1,1392,0
802404,7,2,1,1394,0
802501,7,1,1,1403,0
802502,6,1,1,1402,0
802503,6,1,1,1403,0
802505,6,1,1,1453,0
802602,6,1,1,1201,0
802603,7,1,1,1395,0
802604,6,1,1,1395,0
802605,6,1,1,1396,0
802704,6,1,9,1456,0
802705,6,1,1,1454,0
802706,7,1,1,1455,0
802709,6,1,1,1458,0
802710,6,1,1,576,0
802802,6,1,1,3177,0
802803,6,1,1,3176,0
802804,18,2,1250,0,0
802902,7,1,1,3161,0
802903,6,1,1,3163,0
802904,6,2,1,3160,0
802905,6,1,1,3162,0
802906,7,1,1,3163,0
803005,6,1,1,3166,0
803006,7,1,1,3168,0
803007,6,1,1,3168,0
803009,6,1,1,3170,0
803103,6,1,1,4064,0
803104,6,1,1,4065,0
803105,7,1,1,4066,0
803107,6,1,7,3400,0
803202,6,1,1,4022,0
803205,7,1,1,4127,0
803206,6,1,1,4128,0
803302,6,1,1,1223,0
803310,6,1,1,4139,0
803311,7,1,1,4139,0
803403,6,1,1,4129,0
803405,6,1,1,4141,0
803406,6,1,1,4136,0
803407,6,1,1,4133,0
803408,6,1,1,4135,0
803411,6,1,1,4142,0
803413,7,1,1,4141,0
803414,18,1,1505,0,0
803502,6,1,1,4249,0
803503,7,1,1,4250,0
803504,7,1,1,4258,0
803505,6,1,1,4258,0
803601,6,1,1,4344,0
803602,6,1,1,4305,0
803603,6,1,1,4306,0
803604,6,1,1,4332,0
803605,6,1,1,4333,0
803702,6,1,1,500005,0
803703,6,1,1,500006,0
803802,6,1,1,4336,0
803803,7,1,1,4310,0
803804,6,1,1,4339,0
803805,6,1,1,4310,0
803806,6,1,1,4338,0
803902,6,1,1,1223,0
803903,7,1,1,1223,0
803904,7,1,1,4330,0
803907,18,1,1698,0,0
803909,18,1,1699,0,0
803911,18,1,1700,0,0
803912,18,1,1701,0,0
803913,18,1,1702,0,0
803924,6,1,1,4357,0
803925,7,1,1,4357,0
804002,6,1,1,4642,0
804003,18,1,1964,0,0
804102,7,1,1,4769,0
804103,6,1,1,4773,0
804104,21,1,1,0,0
804113,6,1,3,4810,0
804114,6,1,6,4810,0
804115,6,1,9,4810,0
804116,6,1,15,4810,0
804202,6,1,1,4784,0
804203,18,1,2099,0,0
804204,6,1,1,4808,0
804205,18,1,2098,0,0
804207,7,1,1,4784,0
804208,6,1,1,4793,0
804218,6,1,1,4809,0
900002,14,1,61,0,0
900003,14,1,31,0,0
900156,6,1,1,575,0
900428,7,1,1,7723,0
901411,8,1,901411,0,0
901412,8,1,901412,0,0
901421,8,1,901421,0,0
901422,8,1,901422,0,0
901431,8,1,901431,0,0
901432,8,1,901432,0,0
901433,8,1,901433,0,0
901441,8,1,901441,0,0
901442,8,1,901442,0,0
901443,8,1,901443,0,0
919995,6,1,1,10000,0
919997,21,1,4,0,0
990007,0,0,0,0,0
990008,13,1,30,0,0
999001,6,1,1,990005,0
999002,6,1,1,990006,0
999003,13,1,30,0,0
999004,7,1,2,990008,0
999005,3,1,50,0,0
999999,21,1,2,0,0
8110401,18,1,1426,0,0
10050601,6,1,1,4387,0
10080601,7,1,1,4446,0
10650101,7,1,1,330,0
10650102,7,1,1,331,0
10650103,7,1,1,332,0
10650104,7,1,1,333,0
10650105,7,1,1,334,0
10650106,7,1,1,335,0
10650107,7,1,1,336,0
10650108,7,1,1,337,0
10650109,7,1,1,338,0
10650110,7,1,1,339,0
10750201,6,1,1,351,0
10750202,6,2,1,352,0
10750301,6,1,1,351,0
10750302,6,2,1,441,0
10750401,6,1,1,442,0
10750402,6,2,1,136,0
10750501,6,1,1,440,0
10750502,6,2,1,352,0
10760201,6,1,1,354,0
10760202,6,2,1,226,0
10770301,6,1,1,355,0
10770302,7,2,1,364,0
10790601,6,1,1,250,0
10790602,6,2,1,459,0
10860201,7,1,1,152,0
10860202,7,2,1,153,0
10910201,6,1,1,193,0
10910202,6,2,1,194,0
10940201,6,1,1,447,0
10960201,6,1,1,906,0
11000701,7,2,1,907,0
11002401,6,1,1,927,0
11003001,7,1,1,934,0
11003002,7,1,1,935,0
11003003,6,1,1,936,0
11003101,7,1,1,936,0
11005701,6,1,1,579,0
11005801,7,1,5,579,0
11006301,7,2,1,584,0
11007001,7,2,2,593,0
11007701,7,1,1,581,0
11010301,7,2,1,866,0
11050401,7,1,1,885,0
11070201,6,2,1,109,1
11120201,18,1,1049,0,0
11140201,7,1,1,1362,0
11140202,6,1,1,1365,0
11150801,7,1,1,1379,0
11170901,18,1,1062,0,0
11170902,18,1,1072,0,0
11170903,18,1,1073,0,0
11170904,18,1,1074,0,0
11170905,18,1,1075,0,0
11170906,18,1,1076,0,0
11170907,18,1,1077,0,0
11170908,18,1,1078,0,0
11170909,18,1,1079,0,0
11170910,18,1,1080,0,0
11200301,6,1,2,1423,0
11220201,7,2,1,1450,0
11220601,7,1,1,1459,0
11220701,7,1,1,1460,0
11220801,7,1,1,1462,0
11240601,6,2,1,3128,0
11260201,11,1,20,0,0
11260202,11,1,22,0,0
11260203,11,1,24,0,0
11260204,11,1,26,0,0
11260205,11,1,30,0,0
11260206,11,1,32,0,0
11260207,11,1,34,0,0
11260208,11,1,36,0,0
11260209,11,1,38,0,0
11260210,11,1,40,0,0
11260301,6,2,5,3125,0
11290501,6,1,1,3133,0
11300201,18,2,1241,0,0
11340401,6,1,1,4069,0
11340501,7,1,5,4069,0
11350501,6,1,12,4071,0
11350502,6,1,12,4071,0
11350503,6,1,12,4071,0
11350504,6,1,12,4071,0
11350505,6,1,12,4071,0
11350506,6,1,12,4071,0
11350507,6,1,12,4071,0
11350508,6,1,12,4071,0
11350509,6,1,12,4071,0
11350510,6,1,12,4071,0
11380201,6,1,1,4077,0
11380401,6,2,1,4075,0
11610201,7,1,1,4236,0
11610202,6,1,1,4236,0
11610203,7,1,2,4239,0
11610301,7,1,1,4233,0
11610302,6,1,1,4233,0
11610303,7,1,4,4239,0
11611001,7,1,1,4255,0
11611101,7,1,1,4256,0
11670201,6,1,1,4411,0
11670701,7,1,1,4437,0
11670801,7,1,1,4438,0
11670901,7,1,1,4439,0
11671001,7,1,1,4440,0
11680501,7,1,1,4429,0
11743501,7,1,1,4504,0
11750101,7,1,1,4501,0
11760301,7,1,1,4559,0
11760801,7,1,1,4591,0
11760901,7,1,1,4590,0
11761101,7,1,1,4597,0
11761801,6,1,1,4607,0
11770201,6,1,1,4532,0
11770301,6,1,3,4532,0
11770401,6,1,5,4532,0
11772401,6,1,1,4538,0
11773801,7,1,1,4582,0
11790101,18,2,1946,0,0
11800401,7,1,4,4619,0
11800701,7,2,1,4157,0
11801201,6,1,1,4628,0
11810801,6,1,1,4652,0
11814701,6,2,1,4710,0
11814702,7,2,1,4712,0
11815901,7,1,1,4714,0
11816001,6,1,1,4714,0
11920201,7,1,1,4739,0
11920301,7,1,1,4757,0
11920302,7,1,1,4758,0
11920501,7,1,1,4757,0
11930301,7,1,1,4755,0
11930302,7,1,1,4756,0
30010701,7,1,1,306,0
30010702,7,1,1,3050,0
30010703,7,1,1,4049,0
30010704,7,1,1,3446,0
31030201,7,1,1,540,0
31030202,7,1,1,371601,0
40330301,2,1,50,0,0
40340301,7,1,1,1323,0
40402301,7,2,1,531,0
40402302,7,1,1,535,0
40411301,7,2,1,538,0
40420301,7,1,1,559,0
40420701,6,1,1,542,0
40421401,7,2,1,538,0
40421701,7,2,1,539,0
40430101,3,1,51,0,0
40430201,3,1,27,0,0
40430401,2,1,30,0,0
40431701,7,1,1,572,0
40470801,7,1,1,3276,0
40481701,7,1,1,3237,0
40481702,7,1,1,3238,0
40481703,7,1,1,3239,0
40481704,7,1,1,3240,0
40481705,7,1,1,3241,0
40481706,7,1,1,3242,0
40481707,7,1,1,3243,0
40481708,7,1,1,3244,0
40481709,7,1,1,3245,0
40481710,7,1,1,3246,0
40481711,7,1,1,3247,0
40484901,7,1,1,537,0
40490101,18,1,1296,0,0
40490102,18,1,1298,0,0
40490103,6,1,1,3262,0
40490104,6,1,1,3263,0
40490105,6,1,1,3264,0
40490106,6,1,1,3265,0
40490107,6,1,1,3266,0
40490108,6,1,1,3267,0
40540101,7,1,1,3297,0
40540102,7,1,1,4002,0
40600501,7,1,2,1333,0
40600601,7,1,2,1332,0
40620501,2,1,75,0,0
40620601,2,1,50,0,0
40630501,6,1,1,4105,0
40680201,7,1,1,4187,0
40690201,6,1,12,4272,0
40690202,7,1,12,4272,0
40690301,6,1,1,4273,0
40690302,6,1,1,386001,0
40690501,7,1,1,4272,0
40730401,6,1,1,4670,0
40730601,6,1,1,4674,0
41100501,7,1,1,4242,0
50000101,7,2,1,954,0
50000301,7,2,1,943,0
50000601,7,2,1,958,0
50000901,7,2,1,964,0
50001201,7,2,1,964,0
50101101,7,1,1,5032,0
50101701,6,1,1,5019,0
50103001,7,1,1,3301,0
50103003,7,1,1,3308,0
50103101,6,1,1,895,0
50103203,7,1,1,3443,0
50103204,6,1,1,3443,0
50103206,6,1,1,3444,0
50103207,18,1,3246,0,0
50103208,6,1,1,3446,0
50103209,18,1,3242,0,0
50103210,18,1,3243,0,0
50103211,18,1,3244,0,0
50103212,18,1,3245,0,0
50103213,7,1,1,3446,0
50103214,7,1,1,3445,0
50103215,6,1,1,3453,0
50103216,6,1,1,3454,0
50103217,6,1,1,3456,0
50103218,7,1,1,3457,0
50103219,6,1,1,3457,0
50103223,7,1,1,3473,0
50103224,6,1,1,3465,0
50103225,7,1,1,3469,0
50103226,7,1,1,3463,0
50103227,6,1,1,3472,0
50103228,18,1,3256,0,0
50103229,18,1,3257,0,0
50103230,18,1,3258,0,0
50103231,18,1,3259,0,0
50103232,6,1,1,3473,0
50103233,6,1,1,590,0
50103234,6,1,1,3476,0
50103235,7,1,1,3476,0
50103236,6,1,18,3475,0
50103237,6,1,1,3478,0
50103238,7,1,1,3475,0
50103239,6,1,1,3485,0
50103240,7,1,1,978,0
50103241,6,1,1,3463,0
50103242,6,1,1,3524,0
50103243,6,1,1,3525,0
50103244,7,1,1,3525,0
50103245,6,1,1,3527,0
50103246,18,1,3283,0,0
50103247,6,1,1,3531,0
50103248,7,1,1,3531,0
50103249,6,2,1,3532,0
50103250,7,2,1,3532,0
50103251,7,1,1,3533,0
50103252,7,1,1,3534,0
50103253,6,2,1,3533,0
50103254,6,1,18,3539,0
50103255,6,1,18,3539,0
50103256,6,1,18,3539,0
50103257,6,1,20,3539,0
50103258,6,1,20,3539,0
50103259,6,1,20,3539,0
50103260,6,1,22,3539,0
50103261,6,1,22,3539,0
50103262,6,1,22,3539,0
50103263,6,1,24,3539,0
50103264,6,1,1,3543,0
50103265,7,1,1,3543,0
50103266,18,1,3286,0,0
50103267,7,1,1,3544,0
50103268,7,1,1,3545,0
50103269,2,1,99,0,0
50103270,2,1,95,0,0
50103271,2,1,30,0,0
50103272,7,1,1,3549,0
50103273,18,2,3290,0,0
50103274,18,2,3291,0,0
50103275,18,2,3292,0,0
50103276,18,2,3293,0,0
50103277,18,2,3294,0,0
50103278,18,2,3295,0,0
50103279,6,1,1,3550,0
50103280,6,1,1,3551,0
50103281,6,1,1,3552,0
50103282,6,1,1,3553,0
50103283,6,1,1,3554,0
50103284,6,1,1,3555,0
50103285,2,1,80,0,0
50103286,2,1,50,0,0
50103287,2,1,1,0,0
50103288,2,1,20,0,0
