id,type,name,enemy_info,code,maxlife,pow,hit,dodge,range,speed,number,angle,armor_piercing,armor,shield,rate,boss_hp,def,def_break,debuff_resistance,level,character,special_attack,normal_attack,passive_skill,effect_ratio,unable_buff_type,able_buff_id,voice,deployment_scale,recommend_description,hit_point,offset,lifebar_offset,enemy_illustration_id,location_offset
12051,2,欧特鲁斯,狗,Beast,2800,36,140,10,3,100,1,180,30,0,0,45,0,99999,0,0.0,30100,护盾,0,403901,"200304,403902,403903",0.7,,,,1.0,,,,,72,
12052,3,肯陶罗斯,猎手,Archer,1100,26,50,30,10,30,1,180,30,0,0,36,0,99999,0,0.0,30100,高威胁//c定位,0,404401,"200304,404402,404403,119019",1.0,,,,1.0,,,,,71,
12053,2,侦查中枢,兵工厂,RecceCentre,25000,10,6,4,15,0,1,180,0,150,0,20,0,99999,0,0.0,30100,装甲//c制造,0,900107,"200303,200304,404501,404503,755000",1.4,221,,,1.0,,,,,69,
12054,2,尖兵,球,Pathfinder,130,10,150,60,3,18,1,180,0,45,0,40,0,99999,0,0.0,30100,近战//c装甲,0,300312,200304,0.82,,,,1.0,,,,,70,
12055,3,废弃角斗士,白色前排,Roarer,22000,46,46,4,3,30,1,180,0,60,0,24,0,6000,0,0.0,30100,装甲//c力场//c弱化,0,403701,"200303,200304,403702,403703,403704",1.12,221,"133,135,136,137,3918,8034",,1.0,,,,,63,
12056,4,废弃侦察士,巨像,Thunder,28000,60,140,10,9,30,1,180,0,90,0,40,0,5000,0,0.0,30100,精英//c装甲//c护盾//c穿甲,0,403503,"200303,403501,403502,403504,755000",1.92,221,"133,135,136,137,3918,8034",,1.0,,,,,64,
12057,3,废弃重炮士,加强白色兵,StreletPlus,1150,46,46,20,7,25,1,180,0,0,0,30,0,1500,0,0.0,30100,高威胁//c力场//c弱化,0,300313,"200304,403601,119019",0.8,,,,1.0,,,,,65,
12058,3,废弃异构体,废弃异构体,Isomer,2000,10,10,50,20,25,1,180,0,0,0,50,0,99999,0,0.0,30100,近战,0,404601,200304,0.8,,,,1.0,,,,,66,
12059,2,阿尔戈-船底座,N轨道炮L1炮,GustafL_1,57500,55,100,0,18,0,1,180,25,40,0,35,0,99999,0,0.0,30100,致命//c自动防御设施//c支援,0,900107,"200304,405210,405201,755000",1.07,,,,1.0,,,,,74,"0.4,-1.2,2.24"
12061,2,阿尔戈-船底座,N轨道炮R1炮,GustafR_1,57500,55,100,0,18,0,1,180,25,40,0,35,0,99999,0,0.0,30100,,0,900107,"200304,405210,405202,755000",1.07,,,,1.0,,,,,0,"-0.59,0,-0.36"
12062,2,阿尔戈-船帆座,N轨道炮L2机枪*2,GustafL_2,45000,40,30,0,18,0,1,180,25,40,0,50,0,99999,0,0.0,30100,致命//c自动防御设施//c支援,0,405206,"200304,405210,405207,405213,755000",1.07,,,,1.0,,,,,75,"0.12,0, 0.79"
12063,2,阿尔戈-船帆座,N轨道炮R2机枪*2,GustafR_2,45000,40,30,0,18,0,1,180,25,40,0,50,0,99999,0,0.0,30100,,0,405206,"200304,405210,405207,405213,755000",1.07,,,,1.0,,,,,0,"0.54,0,0"
12064,2,阿尔戈-船尾座,N轨道炮L3炮,GustafL_3,50000,55,100,0,18,0,1,180,25,40,0,50,0,99999,0,0.0,30100,致命//c自动防御设施//c支援,0,900107,"200304,405210,405201,755000",1.07,,,,1.0,,,,,76,"0.23,0,0.58"
12065,2,阿尔戈-船尾座,N轨道炮R3炮,GustafR_3,50000,55,100,0,18,0,1,180,25,40,0,50,0,99999,0,0.0,30100,,0,900107,"200304,405210,405202,755000",1.07,,,,1.0,,,,,0,
12066,2,指南针,N炮台Pyxis,Pyxis,16000,46,46,0,15,0,1,180,0,30,0,80,0,99999,0,0.0,30100,装甲//c连发,0,405101,"200304,405102,755000",0.78,,,,1.0,,,,,67,
12067,3,角斗士,白色前排-新(夜),Roarer_New,38000,46,46,5,3,30,1,180,0,90,0,24,0,6000,0,0.0,30100,装甲//c力场//c弱化,0,403701,"200303,200304,403702,403703,403704",1.21,221,"133,135,136,137,3918,8034",,1.0,,,,,118,
12068,4,侦察士,巨像-新(夜),Thunder_New,45000,60,180,10,9,30,1,180,0,130,0,60,0,5000,0,0.0,30100,精英//c装甲//c护盾//c穿甲,0,403503,"200303,403501,403502,403504,755000",2.17,221,"133,135,136,137,3918,8034",,1.0,,,,,119,
12069,3,重炮士,加强白色兵-新(夜),Soldier_New,1650,46,72,20,7,25,1,180,0,0,0,40,0,1500,0,0.0,30100,高威胁//c力场//c弱化,0,300313,"200304,403601,119019",0.8,,,,1.0,,,,,120,
12070,3,防卫者,白色近战（多编夜）,Punish,2200,16,46,6,3,25,1,180,0,0,0,30,0,2500,0,0.0,30100,持盾前进,0,902271,"200304,902269,902270",0.8,,,,1.0,,,,,115,
12071,2,拔摩之笔,白色干扰（单编夜）,Visjnoe,19000,100,140,26,8,30,1,180,0,0,0,40,0,5000,0,0.0,30100,高威胁//c干扰B//c干扰Y,0,900107,"200304,902272,902273,119020",1.6,221,"133,135,136,137,3918,8034",,1.0,,,,,117,
12072,2,圣歌风琴,白色激光炮（单编夜）,Cherub,15000,26,90,40,7,35,1,180,0,0,0,15,0,3500,0,0.0,100,高威胁//c加深//c对点特化,0,902274,"200304,119019",0.97,221,"133,135,136,137,3918,8034",,1.0,,,,,116,
12073,3,灵蛇权杖,巨神兵小兵（夜）,Obelisk_partB,1650,46,72,20,7,25,1,180,0,0,0,40,0,1500,0,0.0,30100,精英//c高威胁//c致盲//c贯穿,0,755057,"755058,119020",0.8,,,,1.0,,,,,129,
12074,2,阿克索之皿,巨神兵无炮管形态（夜）,Obelisk_partA,15000,26,90,40,7,35,1,180,0,0,0,15,0,3500,0,0.0,100,精英//c贯穿,0,755051,755056,0.97,221,"133,135,136,137,3918,8034",,1.0,,,,,130,
12075,3,警备士,白教警备士(多编夜战),Riotguard,2850,10,26,10,3,30,1,180,0,0,0,32,0,2500,0,0.0,30100,举盾警备,0,755031,"755032,755050,200304,755053",1.0,221,"133,135,136,137,3918,8034",,1.0,,,,,131,
12076,5,重锤士,白教机甲士(高甲多编夜战),Metalmax,1680,12,100,0,3,30,1,180,0,345,0,25,0,2500,0,0.0,30100,重甲//c蓄力充能,0,755029,"755030,200304",0.4,,,,1.0,,,,,132,
12077,5,汉尼拔,白教行刑官(低甲单编夜战),Executioner,51000,36,48,0,3,30,1,180,0,30,0,30,0,6000,0,0.0,30100,巨型//c护盾//c持续伤害,0,755042,"755043,755044,755045,755046,200304",1.05,221,"133,135,136,137,3918,8034",,1.0,,,,,133,
12078,3,掷弹士,白教掷弹士(单编夜战),Grenadier,17600,46,50,26,7,30,1,180,0,0,0,40,0,4000,0,0.0,30100,高威胁//c投掷//c反机械,0,755039,"755040,755041,755048,200304,119019",1.0,221,"133,135,136,137,3918,8034",,1.0,,,,,134,
12079,5,指挥士,白教指挥士(低甲单编夜战),Mastersergeant,15000,140,120,18,6,30,1,180,0,50,0,50,0,5000,0,0.0,30100,精英//c高威胁//c核心//c指挥,0,755034,"755033,755035,755037,755038,119020",1.07,221,"133,135,136,137,3918,8034",,1.0,,,,,135,
13001,3,僵尸新娘,铁血突击白情,Vespid_bride,960,22,70,32,7,40,1,180,0,0,0,24,0,99999,0,0.0,30100,普通,0,300313,200304,1.0,,,,1.0,,,,,121,
13002,3,幽灵,铁血双刀白情,Brute_Ghost,1150,58,70,18,3,50,1,180,40,0,0,36,0,99999,0,0.0,30100,近战,0,300316,200304,1.2,,,,1.0,,,,,122,
13003,4,蟹防炮,沙滩九头蛇,Hydra_beach,9000,280,55,0,4,20,1,180,0,199,0,42,0,99999,0,0.0,100,装甲//c危险,0,402601,"200303,200304,402602",1.17,,,,1.0,,,,,82,
13004,4,机蟹,沙滩蜘蛛雷,landmine_beach,800,100,100,0,20,40,1,180,0,20,0,150,0,99999,0,0.0,100,精英//c装甲//c埋雷,0,900107,"200303,403107",0.25,221,"133,135,136,137,3918,8034",,1.0,,,,,83,
13005,2,西瓜屋,沙滩兵工厂,RecceCentre_beach,35000,10,15,10,15,0,1,180,0,150,0,25,0,99999,0,0.0,30100,装甲//c制造,0,900107,"200304,404504,404503,755000",1.41,221,,,1.0,,,,,84,
13006,2,拟态瓜,沙滩西瓜,Pathfinder_beach,180,10,150,150,3,18,1,180,0,45,0,50,0,99999,0,0.0,30100,近战//c装甲,0,300317,200304,0.84,,,,1.0,,,,,85,
13101,3,鸡尾酒沉醉者,神枪联动平民,Cocktail,2940,8,61,5,6,30,1,180,0,0,0,90,0,99999,0,0.0,100,精英//c普通,0,900795,900793,0.6,,,,1.0,,,,,87,
13102,3,狂热冲锋者,神枪联动SMG敌人,Cottoncaper,1140,12,46,50,5,40,1,180,0,0,0,36,0,99999,0,0.0,30100,精英//c普通,0,300317,,1.0,,,,1.0,,,,,88,
13103,3,雇佣步枪手,神枪联动RF敌人,Hiresniper,600,46,140,18,9,30,1,180,35,0,0,18,0,99999,0,0.0,30100,精英//c精准,0,300301,310101,1.0,,,,1.0,,,,,89,
13104,3,报恩的杀手,神枪联动近战敌人,Swordsman,960,58,70,18,3,50,1,180,35,0,0,18,0,99999,0,0.0,30100,精英//c近战,0,300316,,1.2,,,,1.0,,,,,90,
13105,2,工具台,工具台,WorkBench,40000,0,0,0,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,,0,300301,,1.0,,,,1.0,,,,,0,
13106,2,工蜂型民用靶机,靶机一,Drone,5000,0,0,10,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
13107,2,工蜂型民用靶机,靶机二,Drone,10000,0,0,16,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
13108,2,工蜂型民用靶机,靶机三,Drone,20000,0,0,26,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
13109,2,工蜂型民用靶机,靶机四,Drone,40000,0,0,42,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
13110,2,工蜂型民用靶机,靶机五,Drone,100000,0,0,60,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
13111,5,恶魔黑骑,万圣圣盾2020,Aegis_Halloween,1550,11,18,0,3,35,1,180,0,90,0,40,0,99999,0,0.0,100,近战//c装甲,0,300316,"200303,200304",1.14,,,,1.0,,,,,104,
13112,4,恶灵黑骠,万圣钢狮2020,Nemeum_Halloween,567,84,60,0,7,30,1,180,0,90,0,15,0,99999,0,0.0,100,装甲,0,901053,"200303,200304",1.28,,,,1.0,,,,,105,
13113,2,工蜂型民用靶机,靶机一测试,Drone,1000,0,0,23,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
13114,2,工蜂型民用靶机,靶机二测试,Drone,10000,0,0,23,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
13115,2,工蜂型民用靶机,靶机三测试,Drone,100000,0,0,23,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
13116,2,工蜂型民用靶机,靶机四测试,Drone,1000000,0,0,23,0,0,1,0,0,0,0,0,0,99999,0,0.0,100,精英//c训练专用,0,300301,755000,1.0,,,,1.0,,,,,1,
13117,3,南瓜切割者,万圣切割者普通,Ripper_Halloween,794,21,23,15,5,30,1,180,0,0,0,36,0,99999,0,0.0,30100,近战,0,300317,200304,1.0,,,,1.0,,,,,101,
13118,3,幽灵猎鸥,万圣猎鸥普通,Jaeger_Halloween,397,42,140,15,7,35,1,180,35,0,0,18,0,99999,0,0.0,30100,精准,0,300301,200304,1.0,,,,1.0,,,,,102,
13119,3,魔女骑兵,万圣龙骑兵普通,Dragon_Halloween,1588,42,140,15,4,50,1,180,0,0,0,28,0,99999,0,0.0,30100,高速,0,300318,200304,1.0,,,,1.0,,,,,103,
13120,3,南瓜切割者,万圣切割者困难,Ripper_Halloween,1350,15,46,60,5,40,1,180,0,0,0,36,0,99999,0,0.0,30100,近战,0,300317,200304,1.0,,,,1.0,,,,,101,
13121,3,幽灵猎鸥,万圣猎鸥困难,Jaeger_Halloween,720,52,140,18,9,30,1,180,35,0,0,18,0,99999,0,0.0,30100,精准,0,300301,200304,1.0,,,,1.0,,,,,102,
13122,3,魔女骑兵,万圣龙骑兵困难,Dragon_Halloween,1750,42,140,18,4,60,1,180,0,0,0,28,0,99999,0,0.0,30100,高速,0,300318,200304,1.0,,,,1.0,,,,,103,
13123,3,驯顺兵鹿,驯顺兵鹿,Dinergate_chm2,65,84,140,0,3,45,1,180,0,0,0,40,0,99999,0,0.0,100,近战,0,300316,200304,0.07,,,,1.0,,,,,107,
13124,3,姜饼护卫者,姜饼护卫者,Guard_chm,2269,11,23,0,3,30,1,180,0,0,0,40,0,99999,0,0.0,100,近战,0,300316,200304,0.6,,,,1.0,,,,,108,
13201,3,持盾者,净化者-持盾者,DivMauler,3200,18,140,5,3,30,1,180,0,0,0,50,0,99999,0,0.0,30100,持盾前进//c加速猛击,0,901103,"200304,901101,901102",0.6,,,,1.0,,,,,100011,
13202,3,掷弹兵,净化者-掷弹兵,DivGrenadier,1140,22,46,42,7,50,1,180,0,0,0,40,0,99999,0,0.0,30100,近点燃烧,0,900795,"200304,901100",1.0,,,,1.0,,,,,100012,
13203,3,清扫者,净化者-清扫者（精英）,DivSweeper,26000,28,140,18,5,30,1,180,0,0,0,50,0,99999,0,0.0,30100,精英//c火焰喷射//c生物科技,0,900107,"901104,901105",1.0,,,,1.0,,,,,100013,
13204,3,跑者,赖克斯帮-跑者,DivRunner,960,52,30,12,3,60,1,180,0,0,0,30,0,99999,0,0.0,30100,精英//c移动猛击,0,901106,"20304,901107",1.2,,,,1.0,,,,,100014,
13205,3,警卫,赖克斯帮-警卫（精英）,DivGuard,19200,46,80,18,5,30,1,180,60,0,0,40,0,99999,0,0.0,30100,精英//c破片投掷//c卧射姿态,0,901109,"901108,901110,,901111,901112,901113",1.0,,,,1.0,,,,,100015,
13206,3,执行者,赖克斯帮-执行者,DivExecutor,1260,36,60,18,7,40,1,180,0,0,0,50,0,99999,0,0.0,30100,普通,0,300313,200304,1.2,,,,1.0,,,,,100016,
13207,3,步枪手,幸存者-步枪手,DivRifleman,720,58,140,26,8,30,1,180,90,0,0,25,0,99999,0,0.0,30100,弱点命中,0,901114,"200304,901115,901116",1.0,,,,1.0,,,,,100017,
13208,3,侦察兵,幸存者-侦察兵,DivScout,1460,26,46,60,3,50,1,180,0,0,0,50,0,99999,0,0.0,30100,射程提升//c电击投掷,0,300313,"200304,900872,901117",1.2,,,,1.0,,,,,100018,
13209,3,工程师,幸存者-工程师（精英）,DivEngineer,22000,42,70,26,5,30,1,180,0,0,0,40,0,99999,0,0.0,30100,燃烧炮台//c电击炮台//c装备提升,0,300313,"200304,901118,901119,901122",1.0,,,,1.0,,,,,100019,
13210,3,叛变特工,幸存者-叛变特工（精英）,DivTraitor,27600,58,140,90,7,50,1,180,90,0,0,50,0,99999,0,0.0,30100,精英//c黏弹//c生物科技,0,300313,"901123,901124",1.2,,,,1.0,,,,,100020,
13211,5,魔化黑骑,魔物杂兵近战,Dropkick_MeleeDevil,1550,11,18,0,3,35,1,180,0,345,0,40,0,99999,0,0.0,100,精英//c近战//c装甲,0,755003,,0.41,,,,1.0,,,,,100028,
13212,4,魔化巨兽,魔物杂兵远程,Dropkick_RemoteDevil,567,84,60,0,7,30,1,180,0,345,0,15,0,99999,0,0.0,100,精英//c装甲,0,755004,,1.03,,,,1.0,,,,,100029,
13213,3,刨冰精灵,冰雪魔物,Dropkick_IceGhost,1150,58,70,18,7,50,1,180,40,0,0,36,0,99999,0,0.0,30100,精英//c穿甲//c控制//c必杀,0,755006,"755007,755008",0.8,,,,1.0,,,,,100030,
13214,3,小单眼,怪物3近战独眼,Dropkick_CyclopsChan,960,52,30,60,3,60,1,180,0,0,0,30,0,99999,0,0.0,30100,精英//c近战,0,755005,,0.8,,,,1.0,,,,,100031,
13215,3,撒豆使者,怪物4远程狼牙棒,Dropkick_BeansEmissary,1350,22,46,42,7,50,1,180,0,0,0,40,0,99999,0,0.0,30100,精英//c控制,0,755009,,1.0,,,,1.0,,,,,100032,
13216,2,贝特,怪物5精英狗,Dropkick_Beth,28000,28,140,10,2,100,1,180,30,0,0,45,0,99999,0,0.0,30100,精英//c高速//c鼓舞,0,755010,"755011,755012",0.7,,,,1.0,,,,,100033,
13217,2,大白鲨乐园,兵工厂-泳装2021,RecceCentreSwim,25000,10,6,4,15,0,1,180,0,150,0,20,0,99999,0,0.0,30100,装甲//c制造,0,900107,"200303,200304,404503,404506,755000",1.4,221,,,1.0,,,,,123,
13218,2,鲨排,球-泳装2021,PathfinderSwim,130,10,150,60,3,18,1,180,0,45,0,40,0,99999,0,0.0,30100,近战//c装甲,0,300312,200304,0.82,,,,1.0,,,,,124,
13219,5,海上调酒师,独眼巨人(步枪型）,CyclopsSwim,1320,22,46,32,5,50,1,180,0,0,0,28,0,99999,0,0.0,30100,精英//c范围杀伤,0,300301,"700101,402605",1.0,,,,1.0,,,,,125,
13220,3,CAWS,圣诞CAWS,HKCAWS_XmasEnemy,2269,10,18,5,3,30,1,180,0,0,0,18,0,99999,0,0.0,30100,格里芬//c竖盾,0,755146,"755145,755147,755148,200304",1.0,,,,1.0,,,,,141,
13221,2,VSK-94,圣诞VSK94,VSK_XmasEnemy,720,52,90,18,9,20,1,180,35,0,0,26,0,99999,0,0.0,30100,格里芬//c征用,0,755153,"755154,200304",0.7,,,,1.0,,,,,142,
13222,2,P7,圣诞P7,P7_XmasEnemy,360,12,32,60,5,60,1,180,0,0,0,36,0,99999,0,0.0,30100,格里芬//c掩护号令,0,755151,"755152,200304",1.4,,,,1.0,,,,,143,
13223,2,FP-6,圣诞FP6,FP6_XmasEnemy,3200,18,18,5,3,30,1,180,0,0,0,18,0,99999,0,0.0,30100,格里芬//c铁壁,0,755149,"755150,200304",0.82,,,,1.0,,,,,144,
13224,5,樱花,圣诞樱花,Type100_XmasEnemy,1320,22,26,90,4,50,1,180,0,0,0,60,0,99999,0,0.0,30100,格里芬//c樱反像,0,755155,"755156,755157,755158,200304",1.0,,,,1.0,,,,,145,
13225,2,甜点魔蚁,侦察犬-白情,Dinergate_WhiteDay,65,84,140,0,3,60,1,180,0,0,0,24,0,99999,0,0.0,30100,近战,0,300316,200304,0.07,,,,1.0,,,,,158,
13226,2,黑巧卡路里炸弹,歌莉娅-白情1,Dinergate_WhiteDay1,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0.0,100,精英//c高威胁//c自爆//c致命,0,900107,"310325,119020",0.25,,,,1.0,,,,,159,
13227,2,白巧卡路里炸弹,歌莉娅-白情2,Dinergate_WhiteDay2,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0.0,100,精英//c高威胁//c自爆//c致命,0,900107,"310325,119020",0.25,,,,1.0,,,,,160,
13228,2,松露卡路里炸弹,歌莉娅-白情3,Dinergate_WhiteDay3,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0.0,100,精英//c高威胁//c自爆//c致命,0,900107,"310325,119020",0.25,,,,1.0,,,,,161,
13229,2,黑巧卡路里炸弹,歌莉娅-白情1大号,Dinergate_WhiteDay1B,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0.0,100,精英//c高威胁//c自爆//c致命,0,900107,"310325,119020",0.25,,,,1.0,,,,,159,
13230,2,白巧卡路里炸弹,歌莉娅-白情2大号,Dinergate_WhiteDay2B,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0.0,100,精英//c高威胁//c自爆//c致命,0,900107,"310325,119020",0.25,,,,1.0,,,,,160,
13231,2,松露卡路里炸弹,歌莉娅-白情3大号,Dinergate_WhiteDay3B,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0.0,100,精英//c高威胁//c自爆//c致命,0,900107,"310325,119020",0.25,,,,1.0,,,,,161,
15001,5,圣盾,圣盾,Aegis_SWAP,2305,12,28,0,3,30,1,180,35,145,0,28,0,99999,0,0.0,30100,近战//c装甲//c护盾,0,310202,"200304,310201",1.487,,,,1.0,,,,,60,
15002,4,钢狮,钢狮,Nemeum,680,42,16,0,5,30,1,180,0,90,0,24,0,99999,0,0.0,30100,装甲,0,310202,"200304,310201",1.227,,,,1.0,,,,,14,
15003,2,兵蚁,铁血狗,Dinergate,65,84,140,0,3,60,1,180,0,0,0,24,0,99999,0,0.0,30100,近战,0,300316,200304,0.07,,,,1.0,,,,,6,
15004,4,狼蛛,装甲狗1,Tarantula,65,84,140,0,3,60,1,180,0,100,0,24,0,99999,0,0.0,30100,近战//c装甲,0,300316,"200303,200304",0.252,,,,1.0,,,,,30,
15005,4,狼蛛,装甲狗2,Tarantula,65,84,140,0,3,60,1,180,0,100,0,24,0,99999,0,0.0,30100,近战//c装甲,0,300316,"200303,200304",0.252,,,,1.0,,,,,30,
15006,1,法官,法官,Justice,52000,30,100,10,20,45,1,180,0,25,0,150,52000,99999,0,0.0,100,精英//c法官//c装甲,0,300327,"402301,402302,402303,200303",1.1,,,"1,2,3",1.0,,,,,35,
15007,2,歌利亚Plus,孙红雷,GolyatPlus,150000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0.0,100,精英//c高威胁//c自爆//c致命,0,900107,310325,0.25,,,,1.0,,,,,32,
15008,3,龙骑兵,龙骑,Dragoon_SWAP,1500,26,140,18,20,60,1,180,0,0,0,28,0,99999,0,0.0,30100,高威胁//c高速,0,300318,"200304,310301,310302",1.0,,,,1.0,,,,,58,
15009,3,切割者,切割者,Ripper,1140,12,46,50,5,40,1,180,0,0,0,36,0,99999,0,0.0,30100,近战,0,300317,200304,1.0,,,,1.0,,,,,4,
15010,3,猎鸥,猎鸥,Jaeger,397,42,140,15,6,35,1,180,0,0,0,20,0,99999,0,0.0,100,精准,0,300301,200304,1.0,,,,1.0,,,,,9,
15011,4,蝎甲兽,捕食者,Manticore,10000,102,55,0,5,30,1,180,0,42,0,42,0,99999,0,0.0,100,高威胁//c装甲//c危险,0,300301,"200303,200304",1.06,,,,1.0,,,,,16,
15012,2,欧特鲁斯,军方狗,Beast,3200,36,140,18,3,100,1,180,30,0,0,45,0,99999,0,0.0,30100,护盾,0,403901,"200304,403902,403903",0.7,,,,1.0,,,,,72,
15013,3,肯陶罗斯,军方弓,Archer,1050,26,50,50,10,30,1,180,30,0,0,36,0,99999,0,0.0,30100,高威胁//c定位,0,404401,"200303,200304,404402,404403",1.0,,,,1.0,,,,,71,
15014,3,巨剑士,白高达1,Doppelsoldner,9800,12,36,10,6,20,1,180,0,150,0,30,0,2250,0,0.0,100,高威胁//c装甲//c力场//c范围杀伤,0,404001,"200303,404024,200304",0.792,221,"133,135,136,137,3918",,0.8,,,,,48,
15015,3,巨剑士,白高达2,Doppelsoldner,9800,12,36,10,6,20,1,180,0,150,0,30,0,2250,0,0.0,100,高威胁//c装甲//c力场//c范围杀伤,0,404001,"200303,404024,200304",0.792,221,"133,135,136,137,3918",,0.8,,,,,48,
15016,3,射击士,射击士,Strelet,1050,12,20,15,6,35,1,180,0,0,0,40,0,99999,0,0.0,100,力场,0,300313,200304,0.75,,,,1.0,,,,,46,
15017,3,剑盾士,白跳跳,Rodelero,3500,27,40,15,7,35,1,180,0,40,0,15,0,600,0,0.0,100,装甲//c力场//c贯穿,0,404002,"200303,200304",0.97,221,"133,135,136,137,3918",,1.0,,,,,47,
15018,4,废弃侦察士,巨像,Thunder,36000,60,140,50,9,30,1,180,0,90,0,40,0,5000,0,0.0,30100,精英//c装甲//c护盾//c穿甲,0,403503,"200303,403501,403502,403504,755000",1.6,221,"133,135,136,137,3918",,1.0,,,,,64,
15019,3,胡蜂,胡蜂,Vespid,397,42,23,15,6,35,1,180,0,0,0,40,0,99999,0,0.0,100,普通,0,300313,200304,1.0,,,,1.0,,,,,7,
15020,3,护卫者,护卫者,Guard,2269,11,23,0,3,30,1,180,0,0,0,40,0,99999,0,0.0,100,近战,0,300316,200304,0.6,,,,1.0,,,,,10,
16001,5,圣盾,圣盾,Aegis_SWAP,2305,12,28,0,3,30,1,180,35,145,0,28,0,99999,0,0.0,30100,近战//c装甲//c护盾,0,310202,"200304,310201",1.487,,,,1.0,,,,,60,
16002,4,钢狮,钢狮,Nemeum,680,42,16,0,5,30,1,180,0,90,0,24,0,99999,0,0.0,30100,装甲,0,310202,"200304,310201",1.227,,,,1.0,,,,,14,
16003,3,切割者,切割者,Ripper,1140,12,46,50,5,40,1,180,0,0,0,36,0,99999,0,0.0,30100,近战,0,300317,200304,1.0,,,,1.0,,,,,4,
16004,3,猎鸥,猎鸥,Jaeger,397,42,140,15,6,35,1,180,0,0,0,20,0,99999,0,0.0,100,精准,0,300301,200304,1.0,,,,1.0,,,,,9,
16005,3,龙骑兵,龙骑,Dragoon_SWAP,1500,26,140,18,20,60,1,180,0,0,0,28,0,99999,0,0.0,30100,高威胁//c高速,0,300318,"200304,310301,310302",1.0,,,,1.0,,,,,58,
16006,4,九头蛇,强无敌,Hydra,9000,280,55,0,4,20,1,180,0,199,0,42,0,99999,0,0.0,100,高威胁//c装甲//c危险,0,402601,"200303,200304,402602",0.55,,,,1.0,,,,,39,
16007,2,侦查者,侦察机,Scouts,960,12,28,80,5,50,1,180,0,0,0,24,0,99999,0,0.0,30100,普通,0,300312,200304,0.8,,,,1.0,,,,,3,
20000,2,2017夏活兔洞头像,2017夏活兔洞头像,SangvisFerri2017S,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0.0,100,,0,300301,,1.0,,,,1.0,,,,,0,
20001,2,巡游者,电饭煲原型,Prowler,225,3,18,3,4,30,1,180,0,0,0,30,0,99999,0,0.0,10100,普通,0,300317,200304,0.5,,,,1.0,,,,,2,
20002,2,侦查者,侦察机原型,Scouts,270,6,18,15,5,50,1,180,0,0,0,45,0,99999,0,0.0,10100,普通,0,300312,200304,1.0,,,,1.0,,,,,3,
20003,2,兵蚁,侦察犬原型,Dinergate,54,9,25,5,3,45,1,180,0,0,0,45,0,99999,0,0.0,10100,近战,0,300316,200304,0.5,,,,1.0,,,,,6,
20004,3,切割者,铁血人形原型,Ripper,720,6,20,13,5,30,1,180,0,0,0,40,0,99999,0,0.0,10100,近战,0,300317,200304,0.75,,,,1.0,,,,,4,
20005,3,胡蜂,胡蜂,Vespid,900,9,20,10,6,35,1,180,0,0,0,40,0,99999,0,0.0,10100,普通,0,300313,200304,0.75,,,,1.0,,,,,7,
20006,3,猎鸥,铁血狙击原型,Jaeger,450,18,40,5,7,35,1,180,0,0,0,25,0,99999,0,0.0,10100,精准,0,300301,200304,0.9,,,,1.0,,,,,9,
20007,3,护卫者,铁血持盾原型,Guard,1800,7,34,3,3,30,1,180,0,0,0,40,0,99999,0,0.0,10100,近战,0,300316,200304,0.6,,,,1.0,,,,,10,
20008,3,龙骑兵,铁血骑兵原型,Dragoon,1080,11,36,15,6,50,1,180,0,0,0,45,0,99999,0,0.0,10100,高速,0,300318,200304,0.8,,,,1.0,,,,,12,
20009,2,劫豹,迫击炮原型,Jaguar,720,27,350,8,20,35,1,180,0,0,0,350,0,99999,0,0.0,10100,高威胁//c定位,0,300305,"200304,119019",0.05,,,,1.0,,,,,13,"0.9,-1.2,3.32"
