id,name,description,rank,category,type,pow,hit,dodge,speed,rate,critical_harm_rate,critical_percent,armor_piercing,armor,shield,damage_amplify,damage_reduction,night_view_percent,bullet_number_up,skill_effect_per,skill_effect,slow_down_percent,slow_down_rate,slow_down_time,dot_percent,dot_damage,dot_time,retire_mp,retire_ammo,retire_mre,retire_part,code,develop_duration,company,skill_level_up,fit_guns,equip_introduction,powerup_mp,powerup_ammo,powerup_mre,powerup_part,exclusive_rate,bonus_type,skill,passive_skill,max_level,auto_select_id,equip_group_id,is_addition,is_show,obtain_ids
72,ILM空尖弹,伤害+<pow> 穿甲<armor_piercing>//n$HG//cSMG可用,5,2,6,"7,10",,,,,,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_状态弹_空尖弹_N,3180,ILM,0,,ILM生产的空尖短弹，对无甲单位有可怕的杀伤力，但面对装甲缺乏穿透力，手枪和冲锋枪可以装备。,0.48,0.48,0.08,0.25,1.0,pow:500,0,0,10,6003,0,0,1,"3001,3002,3028"
73,#1猎鹿弹,伤害+<pow>//n暴击伤害+<critical_harm_rate><%>$SG可用,2,2,7,"1,1",,,,,"3,4",,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,弹匣_霰弹_鹿弹_N,840,IOP,0,,IOP列装的大威力霰弹，每发内含数颗直径7.62mm的杀伤弹丸，提升攻击力，霰弹枪可以装备。,0.0,0.0,0.0,0.0,1.0,,0,0,0,7001,0,0,1,3001
74,#0猎鹿弹,伤害+<pow>//n暴击伤害+<critical_harm_rate><%>$SG可用,3,2,7,"2,3",,,,,"5,6",,,,,,,,,0,0,0,0,0,0,0,0,0,2,0,2,弹匣_霰弹_鹿弹_N,1740,IOP,0,,IOP列装的大威力霰弹，每发内含数颗直径8.13mm的杀伤弹丸，提升攻击力，霰弹枪可以装备。,0.08,0.53,0.08,0.45,1.0,"pow:500,critical_harm_rate:500",0,0,10,7001,0,0,1,"3001,3002,3028"
75,#00猎鹿弹,伤害+<pow>//n暴击伤害+<critical_harm_rate><%>$SG可用,4,2,7,"4,6",,,,,"7,9",,,,,,,,,0,0,0,0,0,0,0,0,1,3,1,2,弹匣_霰弹_鹿弹_N,2640,IOP,0,,IOP列装的大威力霰弹，每发内含数颗直径8.38mm的杀伤弹丸，大幅提升攻击力，霰弹枪可以装备。,0.08,0.53,0.08,0.45,1.0,"pow:500,critical_harm_rate:600",0,0,10,7001,0,0,1,"3001,3002,3028"
76,#000猎鹿弹,伤害+<pow>//n暴击伤害+<critical_harm_rate><%>$SG可用,5,2,7,"7,10",,,,,"10,15",,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_鹿弹_N,3240,IOP,0,,IOP列装的最大威力霰弹，每发内含数颗直径9.14mm的杀伤弹丸，极大提升攻击力，霰弹枪可以装备。,0.08,0.53,0.08,0.45,1.0,"pow:500,critical_harm_rate:500",0,0,10,7001,0,0,1,"3001,3002,3028"
77,BK独头弹,目标-2 伤害*3//n命中+<hit>$SG可用,2,2,7,,"1,2",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,弹匣_霰弹_独头弹_N,840,IOP,0,,IOP列装的单弹头霰弹，每发装有一颗大型弹丸，给予霰弹枪单体杀伤能力。,0.0,0.0,0.0,0.0,1.0,,300909,300906,0,7002,0,0,1,3001
78,FST独头弹,目标-2 伤害*3//n命中+<hit>$SG可用,3,2,7,,"3,4",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,0,2,弹匣_霰弹_独头弹_N,1740,IOP,0,,IOP列装的单弹头霰弹，每发只有一颗重心靠前的大型弹丸，给予霰弹枪稳定的单体杀伤能力。,0.08,0.39,0.08,0.48,1.0,hit:1000,300909,300906,10,7002,0,0,1,"3001,3002,3028"
79,WAD独头弹,目标-2 伤害*3//n命中+<hit>$SG可用,4,2,7,,"5,7",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,2,1,3,弹匣_霰弹_独头弹_N,2640,IOP,0,,IOP列装的单弹头霰弹，装有一颗塑料外壳包裹的重心靠前的大型弹丸，给予霰弹枪精确的单体杀伤能力。,0.08,0.39,0.08,0.48,1.0,hit:900,300909,300906,10,7002,0,0,1,"3001,3002,3028"
80,SABOT独头弹,目标-2 伤害*3//n命中+<hit>$SG可用,5,2,7,,"8,12",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,3,1,4,弹匣_霰弹_独头弹_N,3240,IOP,0,,IOP列装的单弹头霰弹，每发只有一颗发射后旋转稳定的大型弹丸，给予霰弹枪稳定的弹道和精确的单体杀伤能力。,0.08,0.39,0.08,0.48,1.0,hit:700,300909,300906,10,7002,0,0,1,"3001,3002,3028"
81,16Lab防弹插板,护甲+<armor> 回避<dodge>//n$SG可用,5,3,11,,,"-2,-2",,,,,,"8,8",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形装备_防弹插板_S,3060,16Lab,0,,16Lab特制的复合陶瓷凯夫拉插板，同时拥有极强的防弹能力和更轻的重量，真正精英的选择。,0.23,0.23,0.33,0.33,1.0,armor:400,0,0,10,11001,0,0,1,3020
82,16Lab猎鹿弹,伤害+<pow>//n暴击伤害+<critical_harm_rate><%>$SG可用,5,2,7,"10,10",,,,,"15,15",,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_鹿弹_S,3240,16Lab,0,,16Lab特别定制的马格南霰弹，更高装药量结合钨钢外壳的杀伤铅弹，是霰弹枪目前能使用的最强的弹药。//n,0.08,0.53,0.08,0.45,1.0,"pow:500,critical_harm_rate:500",0,0,10,7001,0,0,1,3019
83,KSTSP,暴击概率+<critical_percent><%>//n暴击伤害+<critical_harm_rate><%>$AK-47//c56-1式专用,5,1,18,,,,,,"40,40","32,32",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_AK,2700,KST,0,"58,66",战前由KSTSP生产的光学瞄具，配备专为AK系武器设计的转接支架，精准无比，直到今天仍是AK系武器最好的选择。,0.45,0.15,0.3,0.15,3.0,"critical_harm_rate:100,critical_percent:500",0,0,10,18001,0,0,1,3017
84,KST1P8,暴击概率+<critical_percent><%>//n暴击伤害+<critical_harm_rate><%>$AK-47//c56-1式专用,5,1,18,,,,,,"25,25","32,32",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_AK,2700,KST,0,"58,66",战前由KST精密光学生产的光学瞄具，配备专为AK系武器设计的转接支架，精巧耐用，直到今天仍是AK系武器优秀的选择。,0.45,0.15,0.3,0.15,3.0,"critical_harm_rate:200,critical_percent:500",0,0,10,18002,0,0,1,3017
85,KST1P7,暴击概率+<critical_percent><%>//n暴击伤害+<critical_harm_rate><%>$AK-47//c56-1式专用,5,1,18,,,,,,"10,10","32,32",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_AK,2700,KST,0,"58,66",战前由KST生产的光学瞄具，配备了专为AK系武器设计的转接支架，直到今天仍是AK系武器不错的选择。,0.45,0.15,0.3,0.15,3.0,"critical_harm_rate:500,critical_percent:500",0,0,10,18003,0,0,1,3017
86,Hayha记忆芯片,伤害+<pow> 回避+<dodge>//n暴击伤害+<critical_harm_rate><%>$莫辛-纳甘专用,5,3,20,"18,25",,"2,4",,,"15,20",,,,,,,,,0,0,0,0,0,0,0,0,4,1,4,1,人形装备_战术核芯片_莫辛纳甘,3420,16Lab,0,"39,20039",能让白色死神再次降临于战场之上的记忆芯片，莫辛纳甘专用。,0.6,0.16,0.6,0.16,3.0,"pow:200,dodge:300,critical_harm_rate:500",0,0,10,20003,0,0,1,3041
87,破旧披风,暴击伤害+<critical_harm_rate><%>//n移速<speed>$RF专用,2,3,15,,,,"-3,-3",,"3,4",,,,,,,,,0,0,0,0,0,0,0,0,1,0,2,0,人形装备_伪装披风_N1,960,IOP,0,,流传已久的破旧披风，安定的射击环境可以提高暴击伤害。步枪专用。,0.0,0.0,0.0,0.0,1.0,,0,0,0,15001,0,0,1,3001
88,伪装披风,暴击伤害+<critical_harm_rate><%>//n移速<speed>$RF专用,3,3,15,,,,"-3,-3",,"5,7",,,,,,,,,0,0,0,0,0,0,0,0,2,0,3,0,人形装备_伪装披风_N1,1860,IOP,0,,流传已久的伪装披风，斑驳的边角显示其经历过的硝烟和战火，安定的射击环境可以提高暴击伤害。步枪专用。,0.55,0.16,0.6,0.16,1.0,critical_harm_rate:900,0,0,10,15001,0,0,1,"3001,3002,3028"
89,城市迷彩披风,暴击伤害+<critical_harm_rate><%>//n移速<speed>$RF专用,4,3,15,,,,"-3,-3",,"8,10",,,,,,,,,0,0,0,0,0,0,0,0,3,0,4,0,人形装备_伪装披风_N2,2760,IOP,0,,基于铁血技术开发的数码迷彩披风，能融入大部分环境，安定的射击环境可以提高暴击伤害。步枪专用。,0.55,0.16,0.6,0.16,1.0,critical_harm_rate:800,0,0,10,15001,0,0,1,"3001,3002,3028"
90,热光学迷彩披风,暴击伤害+<critical_harm_rate><%>//n移速<speed>$RF专用,5,3,15,,,,"-3,-3",,"11,15",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形装备_伪装披风_N3,3360,IOP,0,,基于军方技术研发的热光学迷彩披风，静止时根据环境自动改变伪装图案，极大的提高暴击伤害。步枪专用。,0.55,0.16,0.6,0.16,1.0,critical_harm_rate:700,0,0,10,15001,0,0,1,"3001,3002,3028"
91,特殊战机动护甲,护甲+<armor> 回避+<dodge>//n射速<rate> 命中<hit>$M16A1专用,5,3,20,,"-20,-20","8,8",,"-10,-10",,,,"15,15",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形装备_防弹插板_M16A1,3060,SF,0,54,铁血工造陷落前的遗留装备，整合了机动外骨骼的护甲极大地提升了使用者的生存能力，同时也会造成极高的身体和精神负荷。,0.23,0.23,0.33,0.33,3.0,"dodge:300,armor:350",0,0,10,20004,0,0,1,3042
92,UMP UX外骨骼,回避+<dodge>//n暴击伤害+<critical_harm_rate><%>$UMP9/40/45专用,5,3,20,,,"20,25",,,"11,15",,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_UMP,3120,IOP,0,"101,102,103,20103,20101",曾经的装备部为使用UMP武器平台的人形特调的高机动外骨骼，不牺牲射击精度的前提下极大的提高了回避能力。,0.3,0.23,0.15,0.38,3.0,"dodge:400,critical_harm_rate:700",0,0,10,20005,0,0,1,3048
93,PKN03M夜视瞄具,夜视能力+<night_view_percent><%>//n伤害+<pow>$9A-91专用,5,1,18,"5,5",,,,,,,,,,,,"100,100",,0,0,0,0,0,0,0,0,3,0,4,2,配件_红外夜视仪_9A91,2940,IDB,0,118,内务部要求下开发的夜视瞄具，自带3倍放大倍率和红外指示，帮助9A-91在夜色中无声地命中目标要害。,0.33,0.22,0.5,0.18,3.0,pow:600,0,0,10,18004,0,0,1,3018
94,专用战术内存,伤害+<pow> 弹量+<bullet_number_up>//n命中<hit>$阿梅利专用,5,3,20,"3,5","-5,-3",,,,,,,,,,,,"3,4",0,0,0,0,0,0,0,0,1,1,1,5,人形装备_战术核芯片_阿梅利,3420,16Lab,0,185,谁也想不到内存条在2063年仍然是稀有的奢侈品，节日限定的高性能内存更是重要的收藏品和战略物资，阿梅利专用。,0.1,0.1,0.1,0.55,3.0,"pow:600,bullet_number_up:500",0,0,10,20006,0,0,1,3050
95,16Lab空尖弹,伤害+<pow> 穿甲<armor_piercing>//n$HG//cSMG可用,5,2,6,"10,10",,,,,,,"-7,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_状态弹_空尖弹_S,3180,16Lab,0,,16Lab特制的空尖短弹，是空尖弹中的豪杰，各项数值都是最优秀的。手枪和冲锋枪可以装备。,0.48,0.48,0.08,0.25,1.0,pow:500,0,0,10,6003,0,0,1,3047
96,16lab热光学披风,暴击伤害+<critical_harm_rate><%>//n移速<speed>$RF专用,5,3,15,,,,"-3,-3",,"15,15",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形装备_伪装披风_N3_S,3360,16Lab,0,,16Lab特制的热光学迷彩披风，16Lab高品质的秘密是从IOP订购1000件，只留下最好的10件打上自己的标志，剩下的就地销毁。步枪专用。,0.55,0.16,0.6,0.16,1.0,critical_harm_rate:700,0,0,10,15001,0,0,1,3047
97,第三方防弹插板,护甲+<armor>//n$第三方梯队专用,5,3,20,,,,,,,,,"500,500",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形装备_防弹插板_N,3600,,0,"9001,9002,9003,9004,9005,9006,9007,9008,9009,9010,9011",,100.0,100.0,100.0,100.0,1.0,armor:400,0,0,10,20007,0,0,0,3000
98,第三方穿甲弹,穿甲+<armor_piercing>//n$第三方梯队专用,5,2,19,,,,,,,,"500,500",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_穿甲弹_N,3600,,0,"9001,9002,9003,9004,9005,9006,9007,9008,9009,9010,9011",,100.0,100.0,100.0,100.0,1.0,armor_piercing:500,0,0,10,19003,0,0,0,3000
99,遗留的武器库,伤害+<pow> 射速+<rate>//n护甲+<armor>$M4A1专用,5,3,20,"10,10",,,,"10,10",,,,"9,12",,,,,,0,0,0,0,0,0,0,0,1,4,4,1,人形装备_特殊_M4A1,3600,16Lab,0,"20055,55",离去的老兵的礼物，见证了许多不被歌颂的战争，和没有墓碑的英雄，重新校准后由M4A1使用。,0.15,0.6,0.6,0.15,3.0,"pow:1000,armor:250,rate:1000",0,0,10,20008,0,0,1,3016
100,轻量化导轨套件,伤害+<pow> 命中+<hit>//n暴击伤害+<critical_harm_rate><%>$ST AR-15专用,5,1,18,"10,10","4,6",,,,"11,15",,,,,,,,,0,0,0,0,0,0,0,0,4,1,4,1,配件_特殊_AR15,3600,16Lab,0,"20057,57",追求轻量化和快速射击稳定性的配置，包含keymod导轨，前握把，枪口补偿器及浮置式枪管，提升暴击伤害和命中，AR15专用。,0.5,0.25,0.55,0.15,3.0,"pow:500,hit:700,critical_harm_rate:1000",0,0,10,18005,0,0,1,3016
101,XM261短弹,伤害+<pow> 穿甲<armor_piercing>//n$M1911专用,5,2,19,"8,11",,,,,,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_空尖弹_M1911,3600,AAI,0,"20002,2",曾经战争中为残酷的战壕内近距离战斗开发的实验弹药，本质是一种可以直接用.45口径手枪发射的霰弹，M1911专用。,0.48,0.48,0.08,0.25,3.0,pow:550,0,0,10,19004,0,0,1,3016
102,性能升级卡带,回避+<dodge> 射速+<rate>//n伤害<pow>$IDW专用,5,3,20,"-10,-6",,"21,26",,"1,2",,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_战术核芯片_IDW,3600,NTD,0,"20093,93",看起来很古朴的卡带，很难相信插上这个能提升作战能力，使用前对触点吹一吹比较好，IDW专用。,0.3,0.25,0.12,0.38,3.0,"dodge:450,rate:500",0,0,10,20009,0,0,1,3016
103,64专用消音器,暴击概率+<critical_percent><%>//n回避+<dodge>$64式专用,5,1,18,,,"8,11",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_64式,3600,NRC,0,"20094,94",古朴的消音器，让64式无声融入漆黑的雨林夜色中，同时提升暴击概率，64式专用。,0.55,0.25,0.25,0.23,3.0,"dodge:400,critical_percent:350",0,0,10,18006,0,0,1,3016
104,快慢机扳机组,射速+<rate>//n暴击概率+<critical_percent><%>$FN-49专用,5,1,18,,,,,"2,3",,"17,24",,,,,,,,0,0,0,0,0,0,0,0,3,2,4,1,配件_特殊_FN49,3600,FNH,0,"20051,51",后期型特有的扳机组，装备这个套件的FN49可以在单发和连发中自由切换，提升射速和暴击概率，FN49专用。,0.4,0.2,0.6,0.18,3.0,"rate:700,critical_percent:1000",0,0,10,18007,0,0,1,3016
105,PM 5-25X56,暴击概率+<critical_percent><%>//n暴击伤害+<critical_harm_rate><%>$Kar98k专用,5,1,18,,,,,,"10,10","24,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_Kar98k,3600,S&B,0,46,昂贵的德国光学器材一直是狙击手和摄影师的终极选择，尖端的瞄具让跨过130年战场的她更加从容，Kar98K专用。,0.45,0.15,0.3,0.15,3.0,"critical_harm_rate:1000,critical_percent:1000",0,0,10,18008,0,0,1,3025
106,EOT XPS3,伤害+<pow> 命中+<hit>//n暴击概率+<critical_percent><%>$HK416专用,5,1,18,"4,6","6,10",,,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_全息瞄准镜_HK416,3600,16Lab,0,"20065,65",EOT公司最新的全息瞄具，除了看起来酷外还附带了快速翻折的3倍镜，应用范围更为广泛，HK416专用。,0.45,0.15,0.3,0.15,3.0,"pow:400,hit:400,critical_percent:700",0,0,10,18009,0,0,1,3049
107,无限弹链箱,弹量+<bullet_number_up> 伤害<pow>//n命中<hit> 回避<dodge>$MG3专用,5,3,20,"-25,-25","-10,-10","-2,-2",,,,,,,,,,,"20,20",0,0,0,0,0,0,0,0,1,1,1,5,人形装备_弹链箱_MG3,3600,16Lab,0,"88,20088",远古时期遗留的神秘强力装备，虽然大多都已经被某神秘管理局收缴，竟然有一件一直保留到今天，MG3专用。,0.1,0.1,0.1,0.55,3.0,bullet_number_up:500,0,0,10,20010,0,0,1,3043
108,蓝色加厚披风,暴击伤害+<critical_harm_rate><%>//n射速+<rate> 移速<speed>$PTRD专用,5,3,20,,,,"-3,-3","1,2","11,15",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形装备_伪装披风_PTRD,3600,16Lab,0,42,一个姓帕夫里琴科的神秘少女曾经身披的外套，可以抵御西伯利亚冻土的严寒。PTRD专用。,0.55,0.16,0.6,0.16,3.0,"critical_harm_rate:700,rate:1000",0,0,10,20011,0,0,1,3051
109,16Lab6-24X56,暴击概率+<critical_percent><%>//n$HG不可用,5,1,1,,,,,,,"24,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_S,3600,16Lab,0,,16Lab优选的VFL光学瞄具，打上logo后虽然卖贵了10倍，但是每支都有限量编码，这个可厉害了。,0.45,0.15,0.3,0.15,1.0,critical_percent:1000,0,0,10,1001,0,0,1,3047
110,16Lab高速弹,伤害+<pow>//n$AR专用,5,2,8,"12,12",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_高速弹_S,3600,16Lab,0,,16Lab特制高速弹，精度达到比赛级的优秀弹药，平时不舍得用，和MP社可靠的轻量化弹匣配套发送。,0.15,0.6,0.38,0.23,1.0,pow:700,0,0,10,8001,0,0,1,3047
111,K6-24X56,暴击概率+<critical_percent><%>//n命中+<hit>$莫辛-纳甘专用,5,1,18,,"2,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_莫辛纳甘,3600,KSH,0,"20039,39",通过导轨加装的现代光学瞄具，最大限度发挥出了莫辛纳甘天生的精准素质，提升命中和暴击概率，莫辛纳甘专用。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,hit:1000",0,0,10,18010,0,0,1,3016
112,CT 4X20,命中+<hit> 射速<rate>//n暴击概率+<critical_percent><%>$M1918专用,5,1,18,,"11,15",,,"-4,-1",,"15,15",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_ACOG瞄准镜_M1918,3600,CT,0,"20075,75",原本是为AR平台开发的瞄具，经过多场大战的考验性能可靠，M1918经过现代化改造后通过导轨加装，M1918专用。,0.45,0.15,0.3,0.15,3.0,"hit:1000,critical_percent:1000",0,0,10,18011,0,0,1,3016
113,纳甘左轮消音器,暴击概率+<critical_percent><%>//n回避+<dodge> 命中+<hit>$纳甘左轮专用,5,1,18,,"1,2","7,10",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_纳甘左轮,3600,NS,0,"20005,5",左轮手枪因为结构的巨大间隙通常无法被消音，但纳甘左轮独特的上膛结构，配合专用弹药和消音器便可达到很好的消音效果，纳甘左轮专用。,0.55,0.23,0.23,0.23,3.0,"dodge:400,hit:1000,critical_percent:350",0,0,10,18012,0,0,1,3016
114,MP446C比赛枪管,暴击概率+<critical_percent><%>//n回避+<dodge> 命中+<hit>$MP-446专用,5,1,18,,"3,4","6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_MP446,3600,IMP,0,"20091,91",MP446升级后使用更加灵活的446C型，可以换装竞赛用的120mm加长枪管，提升精度，MP446专用。,0.55,0.23,0.23,0.23,3.0,"dodge:300,hit:1000,critical_percent:350",0,0,10,18013,0,0,1,3016
115,数码迷彩披风,暴击伤害+<critical_harm_rate><%>//n伤害+<pow> 移速<speed>$SV-98专用,5,3,20,"2,3",,,"-3,-3",,"11,15",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形装备_伪装披风_SV98,3600,FSB,0,"20044,44",冬季数码迷彩披风，很适合SV98熟悉的作战环境，提高伤害和暴击伤害，SV98专用。,0.55,0.16,0.6,0.16,3.0,"critical_harm_rate:700,pow:1000",0,0,10,20012,0,0,1,3016
117,荣耀之光,夜视能力+<night_view_percent><%>//n增强技能效果$克莉尔专用,5,1,18,,,,,,,,,,,,,"100,100",,30,0,0,0,0,0,0,0,3,0,4,2,配件_特殊_clear,3600,DJMAX,0,1009,来自异世界的明澈心灵绽放出的光芒，希望带给迷茫中的你一线力量和希望，“荣耀之日，荣耀之光，你是唯一，你是光芒！”,0.0,0.0,0.0,0.0,3.0,,109406,0,0,18014,0,1,1,3023
118,漆黑之猫,夜视能力+<night_view_percent><%>//n增强技能效果$菲尔专用,5,1,18,,,,,,,,,,,,,"100,100",,30,0,0,0,0,0,0,0,3,0,4,2,配件_特殊_fail,3600,DJMAX,0,1010,来自异世界的混沌心灵爆发出的光芒，希望在置身黑暗中的你不会将其遗忘，“我将打破规则，无论多少次！”,0.0,0.0,0.0,0.0,3.0,,109504,0,0,18015,0,1,1,3051
119,FÉLIN系统瞄具,暴击概率+<critical_percent><%>//n伤害+<pow> 命中+<hit>$FAMAS专用,5,1,18,"3,4","1,2",,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_FAMAS,3600,SED,0,69,曾经的先进单兵计划的一部分，集合了摄影机和红外系统的光学瞄具，让FAMAS可以更灵活多变的适应战场状况。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,hit:1000,pow:1000",0,0,10,18016,0,0,1,3044
120,16LabMARS,命中+<hit> 射速<rate>//n$HG不可用,5,1,3,,"15,15",,,"-1,-1",,,,,,,,,,0,0,0,0,0,0,0,0,3,0,4,2,配件_ACOG瞄准镜_S,3600,16Lab,0,,16Lab校准过的一体化红点瞄准器，基础功能之上增加了可选的沙色版本和限定序列号。除手枪外均可装配。,0.45,0.15,0.3,0.15,1.0,hit:1000,0,0,10,3001,0,0,1,3047
121,16LabT4外骨骼,回避+<dodge> 伤害<pow>//n$HG//cSMG//cAR可用,5,3,10,"-6,-6",,"25,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_S,3600,16Lab,0,,16Lab特制的高性能外骨骼，特色是采用了钛合金骨架，难以加工但是兼具轻量化和强度。手枪，冲锋枪，部分突击步枪人形可以装备。,0.3,0.23,0.15,0.38,1.0,dodge:400,0,0,10,10001,0,0,1,3047
122,柯尔特左轮长枪管,伤害+<pow> 回避+<dodge>//n暴击概率+<critical_percent><%>$柯尔特左轮专用,5,1,18,"1,2",,"6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_柯尔特左轮,2820,CT,0,"20001,1",一把超长枪管的柯尔特左轮，和皮靴上的叮当作响的马刺，嘴唇上精心修剪的壮美胡须一样，是蛮荒的西部故事主角的重要配置，也许，还有一瓶元祖可乐。,0.55,0.23,0.23,0.23,3.0,"pow:500,dodge:300,critical_percent:350",0,0,10,18017,0,0,1,3016
123,布伦L4枪管组,伤害+<pow> 命中+<hit>//n暴击概率+<critical_percent><%>$布伦专用,5,1,18,"2,3","11,15",,,,,"15,15",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_布伦,3600,LA,0,"20089,89",换装L4枪管组后布伦可以发射7.62x51mm北约通用弹药，提升了伤害和命中，射速略微降低，布伦轻机枪专用。,0.45,0.15,0.3,0.15,3.0,"hit:1000,pow:700,critical_percent:1000",0,0,10,18018,0,0,1,3016
124,G3改良枪管组,伤害+<pow>//n暴击概率+<critical_percent><%>$G3专用,5,1,18,"3,4",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_G3,3600,PTR,0,"20063,63",换装了重型枪管的G3更加稳定，弹道散步更小，配合精巧的滚轮延迟反冲式枪机，精度可以接近狙击步枪，提升暴击概率及伤害。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,pow:1000",0,0,10,18019,0,0,1,3016
125,附加运算模块,暴击概率+<critical_percent><%>//n回避+<dodge>$UMP45专用,5,1,18,,,"7,10",,,,"15,18",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_UMP45,3600,???,0,"20103,103",针对UMP45特调的扩充升级芯片，在进一步发挥基础性能的前提下，最重要的是有效了解决电子战人形无法安装复杂火控的问题。,0.55,0.23,0.23,0.23,3.0,"dodge:500,critical_percent:400",0,0,10,18020,0,0,1,3016
126,兵蚁型RO,命中+<hit> 伤害+<pow>//n射速<rate>$M4 SOPMOD II专用,5,1,18,"15,20","6,10",,,"-4,-2",,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_M4SOPMODII,3600,???,0,"20056,56",透过与连线RO635心智云图的兵蚁建立数据共享，M4 SOPMOD2对战场的反应力获得了大幅提升。如果这只兵蚁比别只看得更远，那是因为它站在M4 SOPMOD2的肩上。,0.45,0.15,0.3,0.15,3.0,"pow:750,hit:400",0,0,10,18021,0,0,1,3016
127,高性能战术发饰,伤害+<pow> 命中+<hit>//n回避+<dodge>$G41专用,5,3,20,"10,10","5,5","12,12",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_G41,3600,MS,0,62,G41使用的看起来有些奇怪的球形发饰，内部藏有辅助提升索敌和瞄准能力的火控芯片，一旦变成红色的时候会非常危险，需要马上返厂维修。,0.3,0.25,0.12,0.38,3.0,"pow:1500,hit:1000,dodge:700",0,0,10,20013,0,0,1,"3026,3035"
128,司登专用消音器,暴击概率+<critical_percent><%>//n回避+<dodge>$司登MkⅡ专用,5,1,18,,,"8,11",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_司登,3600,RSAF,0,"20029,29",古朴的消音器，曾经活跃于欧洲和太平洋战场，标配的帆布护手可以隔离发射时产生的热量，斯登MKII专用。,0.55,0.25,0.25,0.23,3.0,"dodge:400,critical_percent:350",0,0,10,18022,0,0,1,3016
129,M2两脚架,暴击概率+<critical_percent><%>//n命中+<hit>$M14专用,5,1,18,,"3,5",,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_M14,3600,SFA,0,"20037,37",历史悠久的可折叠脚架，曾经短暂配发给M14，有效提升射击稳定性，M14专用。,0.45,0.15,0.3,0.15,3.0,"critical_percent:1000,hit:1000",0,0,10,18023,0,0,1,3016
