id,gun_id,gun_level,location,position,life,pow,hit,dodge,rate,skill1,skill2,number,equip1,equip2,equip3,skin,eat_lv,if_modification
365,99,85,5,13,296,15,39,48,17,8,0,4,83,84,85,0,85,0
366,152,86,1,18,944,18,8,8,7,8,0,4,71,72,73,0,86,0
367,16,86,2,19,884,17,9,41,22,8,0,4,74,75,76,0,86,0
368,75,86,3,8,584,54,24,25,33,8,0,4,77,78,79,0,86,0
369,85,86,4,7,708,51,16,17,22,8,0,4,80,81,82,0,86,0
370,99,86,5,13,296,15,40,49,17,8,0,4,83,84,85,0,86,0
371,152,87,1,18,948,18,8,8,7,8,0,4,71,72,73,0,87,0
372,16,87,2,19,888,17,9,42,22,8,0,4,74,75,76,0,87,0
373,75,87,3,8,588,54,24,25,33,8,0,4,77,78,79,0,87,0
374,85,87,4,7,712,52,16,18,22,8,0,4,80,81,82,0,87,0
375,99,87,5,13,296,16,40,50,17,8,0,4,83,84,85,0,87,0
376,152,88,1,18,952,18,8,8,7,8,0,4,71,72,73,0,88,0
377,16,88,2,19,896,17,9,42,22,8,0,4,74,75,76,0,88,0
378,75,88,3,8,592,55,24,25,34,8,0,4,77,78,79,0,88,0
379,85,88,4,7,716,53,16,18,23,8,0,4,80,81,82,0,88,0
380,99,88,5,13,300,16,41,50,17,8,0,4,83,84,85,0,88,0
381,152,89,1,18,956,18,8,8,7,8,0,4,71,72,73,0,89,0
382,16,89,2,19,900,17,9,43,23,8,0,4,74,75,76,0,89,0
383,75,89,3,8,592,56,24,25,34,8,0,4,77,78,79,0,89,0
384,85,89,4,7,720,53,16,18,23,8,0,4,80,81,82,0,89,0
385,99,89,5,13,300,16,41,51,17,8,0,4,83,84,85,0,89,0
386,104,90,1,13,965,17,10,50,21,9,0,5,86,87,88,0,90,0
387,150,90,2,14,795,14,11,63,27,9,0,5,89,90,91,0,90,0
388,64,90,3,9,605,27,35,32,20,9,0,5,92,93,94,0,90,0
389,62,90,4,7,605,29,38,31,23,9,0,5,95,96,97,0,90,0
390,106,90,5,8,630,33,33,30,21,9,0,5,98,99,100,0,90,0
391,152,90,1,18,1205,19,9,8,7,9,0,5,101,102,103,0,90,0
392,16,90,2,19,1130,18,9,43,23,9,0,5,104,105,106,0,90,0
393,75,90,3,8,745,56,25,26,34,9,0,5,107,108,109,0,90,0
394,85,90,4,7,905,54,17,18,23,9,0,5,110,111,112,0,90,0
395,99,90,5,13,380,16,41,51,18,9,0,5,113,114,115,0,90,0
396,152,91,1,18,1210,19,9,8,7,9,0,5,101,102,103,0,91,0
397,16,91,2,19,1135,18,9,44,23,9,0,5,104,105,106,0,91,0
398,75,91,3,8,750,57,25,26,35,9,0,5,107,108,109,0,91,0
399,85,91,4,7,910,54,17,18,23,9,0,5,110,111,112,0,91,0
400,99,91,5,13,380,16,42,52,18,9,0,5,113,114,115,0,91,0
401,152,93,1,18,1220,19,9,8,7,9,0,5,101,102,103,0,93,0
402,16,93,2,19,1150,18,10,45,24,9,0,5,104,105,106,0,93,0
403,75,93,3,8,760,58,26,27,35,9,0,5,107,108,109,0,93,0
404,85,93,4,7,915,56,17,19,24,9,0,5,110,111,112,0,93,0
405,99,93,5,13,385,17,43,53,18,9,0,5,113,114,115,0,93,0
406,104,95,1,13,990,18,10,52,22,9,0,5,116,117,118,0,95,0
407,150,95,2,14,815,15,12,66,29,9,0,5,119,120,121,0,95,0
408,64,95,3,9,620,28,37,33,21,9,0,5,122,123,124,0,95,0
409,62,95,4,7,620,31,40,33,24,9,0,5,125,126,127,0,95,0
410,106,95,5,8,645,35,35,32,22,9,0,5,128,129,130,0,95,0
411,161,90,1,18,1255,18,9,10,8,9,0,5,131,132,133,0,90,0
412,99,90,2,13,380,16,41,51,18,9,0,5,134,135,136,0,90,0
413,89,90,3,8,825,52,25,22,30,9,0,5,137,138,139,0,90,0
414,85,90,4,7,905,54,17,18,23,9,0,5,140,141,142,0,90,0
415,109,90,5,9,940,47,21,21,33,9,0,5,143,144,145,0,90,0
416,161,91,1,18,1260,18,9,10,8,9,0,5,131,132,133,0,91,0
417,99,91,2,13,380,16,42,52,18,9,0,5,134,135,136,0,91,0
418,89,91,3,8,830,52,25,22,30,9,0,5,137,138,139,0,91,0
419,85,91,4,7,910,54,17,18,23,9,0,5,140,141,142,0,91,0
420,109,91,5,9,945,48,21,21,33,9,0,5,143,144,145,0,91,0
421,161,92,1,18,1270,18,9,10,8,9,0,5,131,132,133,0,92,0
422,99,92,2,13,380,16,42,52,18,9,0,5,134,135,136,0,92,0
423,89,92,3,8,835,53,25,22,31,9,0,5,137,138,139,0,92,0
424,85,92,4,7,910,55,17,19,24,9,0,5,140,141,142,0,92,0
425,109,92,5,9,950,48,21,21,34,9,0,5,143,144,145,0,92,0
426,161,93,1,18,1275,19,9,11,8,9,0,5,131,132,133,0,93,0
427,99,93,2,13,385,17,43,53,18,9,0,5,134,135,136,0,93,0
428,89,93,3,8,840,53,26,23,31,9,0,5,137,138,139,0,93,0
429,85,93,4,7,915,56,17,19,24,9,0,5,140,141,142,0,93,0
430,109,93,5,9,955,49,22,22,34,9,0,5,143,144,145,0,93,0
431,161,94,1,18,1280,19,9,11,8,9,0,5,131,132,133,0,94,0
432,99,94,2,13,385,17,43,54,18,9,0,5,134,135,136,0,94,0
433,89,94,3,8,840,54,26,23,31,9,0,5,137,138,139,0,94,0
434,85,94,4,7,920,56,17,19,24,9,0,5,140,141,142,0,94,0
435,109,94,5,9,960,50,22,22,35,9,0,5,143,144,145,0,94,0
436,156,95,1,17,1180,17,12,15,10,9,0,5,146,147,148,0,95,0
437,151,95,2,19,1340,23,10,10,7,9,0,5,149,150,151,0,95,0
438,77,95,3,7,1045,57,14,13,26,9,0,5,152,153,154,0,95,0
439,112,95,4,9,845,53,29,30,46,9,0,5,155,156,157,0,95,0
440,109,95,5,8,965,50,22,22,35,9,0,5,158,159,160,0,95,0
441,161,95,1,18,1290,19,9,11,8,9,0,5,161,162,163,0,95,0
442,99,95,2,13,390,17,44,54,18,9,0,5,164,165,166,0,95,0
443,89,95,3,8,845,55,26,23,32,9,0,5,167,168,169,0,95,0
444,85,95,4,7,925,57,17,19,24,9,0,5,170,171,172,0,95,0
445,109,95,5,9,965,50,22,22,35,9,0,5,173,174,175,0,95,0
446,161,97,1,18,1300,19,10,11,8,9,0,5,161,162,163,0,97,0
447,99,97,2,13,390,17,45,55,19,9,0,5,164,165,166,0,97,0
448,89,97,3,8,855,56,27,24,32,9,0,5,167,168,169,0,97,0
449,85,97,4,7,935,58,18,20,25,9,0,5,170,171,172,0,97,0
450,109,97,5,9,975,51,23,23,36,9,0,5,173,174,175,0,97,0
451,161,98,1,18,1310,19,10,11,8,9,0,5,161,162,163,0,98,0
452,99,98,2,13,395,18,45,56,19,9,0,5,164,165,166,0,98,0
453,89,98,3,8,860,56,27,24,33,9,0,5,167,168,169,0,98,0
454,85,98,4,7,940,59,18,20,25,9,0,5,170,171,172,0,98,0
455,109,98,5,9,980,52,23,23,36,9,0,5,173,174,175,0,98,0
456,156,100,1,17,1210,18,12,16,10,10,0,5,176,177,178,0,100,0
457,151,100,2,19,1375,25,10,10,7,10,0,5,179,180,181,0,100,0
458,77,100,3,7,1075,60,15,13,28,10,0,5,182,183,184,0,100,0
459,112,100,4,9,870,56,31,32,49,10,0,5,185,186,187,0,100,0
460,109,100,5,8,990,53,23,23,37,10,0,5,188,189,190,0,100,0
461,7,30,1,8,162,5,12,17,6,3,0,3,191,0,0,0,30,0
462,39,30,2,9,171,26,22,10,3,3,0,3,192,0,0,0,30,0
463,42,30,3,7,180,31,20,8,3,3,0,3,193,0,0,0,30,0
464,27,30,4,14,309,5,4,22,9,3,0,3,194,0,0,0,30,0
465,29,30,5,12,360,5,4,20,8,3,0,3,195,0,0,0,30,0
466,1,35,1,8,162,9,15,23,6,3,0,3,196,0,0,0,35,0
467,118,35,2,9,234,9,15,15,9,3,0,3,197,0,0,0,35,0
468,72,35,3,7,213,11,15,14,9,3,0,3,198,0,0,0,35,0
469,27,35,4,14,321,5,4,25,11,3,0,3,199,0,0,0,35,0
470,29,35,5,13,375,6,5,23,9,3,0,3,200,0,0,0,35,0
471,1,40,1,8,168,10,17,27,7,4,0,3,196,0,0,0,40,0
472,118,40,2,9,243,10,17,17,10,4,0,3,197,0,0,0,40,0
473,72,40,3,7,219,12,17,15,10,4,0,3,198,0,0,0,40,0
474,27,40,4,14,333,6,5,29,12,4,0,3,199,0,0,0,40,0
475,29,40,5,13,387,7,6,26,11,4,0,3,200,0,0,0,40,0
476,7,45,1,8,180,8,17,26,9,4,0,3,191,0,0,0,45,0
477,39,45,2,9,192,39,34,15,5,4,0,3,192,0,0,0,45,0
478,42,45,3,7,201,47,30,12,5,4,0,3,193,0,0,0,45,0
479,27,45,4,14,345,7,5,32,14,4,0,3,194,0,0,0,45,0
480,29,45,5,12,402,8,6,30,12,4,0,3,195,0,0,0,45,0
481,1,50,1,8,180,12,21,34,8,5,0,3,201,202,0,0,50,0
482,118,50,2,9,261,13,21,22,12,5,0,3,203,204,0,0,50,0
483,72,50,3,7,237,16,21,19,13,5,0,3,205,206,0,0,50,0
484,104,50,4,14,456,10,6,28,12,5,0,3,207,208,0,0,50,0
485,26,50,5,13,375,9,6,29,13,5,0,3,209,210,0,0,50,0
486,7,55,1,8,192,10,21,31,11,5,0,3,211,212,0,0,55,0
487,42,55,2,7,216,58,36,14,6,5,0,3,213,214,0,0,55,0
488,50,55,3,9,186,49,38,19,7,5,0,3,215,216,0,0,55,0
489,104,55,4,14,471,11,6,30,13,5,0,3,217,218,0,0,55,0
490,26,55,5,12,390,10,6,32,15,5,0,3,219,220,0,0,55,0
491,7,60,1,8,198,10,23,34,12,6,0,3,211,212,0,0,60,0
492,42,60,2,7,222,63,40,15,6,6,0,3,213,214,0,0,60,0
493,50,60,3,9,192,54,41,21,8,6,0,3,215,216,0,0,60,0
494,104,60,4,14,486,11,7,33,14,6,0,3,217,218,0,0,60,0
495,26,60,5,12,402,11,7,35,16,6,0,3,219,220,0,0,60,0
496,1,70,1,8,272,17,30,47,12,7,0,4,201,202,0,0,70,0
497,118,70,2,7,392,18,29,30,17,7,0,4,203,204,0,0,70,0
498,43,70,3,9,272,58,49,21,9,7,0,4,205,206,0,0,70,0
499,104,70,4,13,688,13,8,39,16,7,0,4,207,208,0,0,70,0
500,27,70,5,14,540,10,8,51,21,7,0,4,209,210,0,0,70,0
501,7,68,1,8,210,12,26,39,14,6,0,3,221,222,0,0,68,0
502,42,68,2,7,234,71,45,17,7,6,0,3,223,224,0,0,68,0
503,50,68,3,9,201,61,47,24,9,6,0,3,225,226,0,0,68,0
504,104,68,4,14,510,13,7,38,16,6,0,3,227,228,0,0,68,0
505,26,68,5,12,423,12,8,40,18,6,0,3,229,230,0,0,68,0
506,1,72,1,8,272,17,31,48,12,7,0,4,231,232,0,0,72,0
507,118,72,2,9,400,18,30,31,17,7,0,4,233,234,0,0,72,0
508,50,72,3,7,272,65,49,25,9,7,0,4,225,226,0,0,72,0
509,104,72,4,14,696,14,8,40,17,7,0,4,237,238,0,0,72,0
510,20,72,5,13,636,13,7,44,22,7,0,4,239,240,0,0,72,0
511,7,76,1,8,292,13,29,43,15,7,0,4,221,222,0,0,76,0
512,118,76,2,7,408,19,32,33,18,7,0,4,233,234,0,0,76,0
513,50,76,3,9,280,68,52,26,10,7,0,4,225,226,0,0,76,0
514,104,76,4,14,712,14,8,42,18,7,0,4,227,228,0,0,76,0
515,26,76,5,12,588,14,9,44,20,7,0,4,229,230,0,0,76,0
516,1,82,1,8,288,20,35,55,13,8,0,4,231,232,0,0,82,0
517,118,82,2,7,420,21,34,36,20,8,0,4,233,234,0,0,82,0
518,72,82,3,9,380,25,34,32,21,8,0,4,235,236,0,0,82,0
519,104,82,4,13,736,16,9,45,19,8,0,4,237,238,0,0,82,0
520,20,82,5,14,672,15,7,50,25,8,0,4,239,240,0,0,82,0
521,142,80,1,8,228,16,40,68,18,8,0,4,241,242,243,0,80,0
522,50,80,2,7,288,72,55,28,10,8,0,4,244,245,246,0,80,0
523,146,80,3,9,320,61,56,20,10,8,0,4,247,248,249,0,80,0
524,104,80,4,12,728,15,9,44,18,8,0,4,250,251,252,0,80,0
525,20,80,5,14,668,14,7,49,24,8,0,4,253,254,255,0,80,0
526,96,84,1,8,316,21,38,49,16,8,0,4,256,257,258,0,84,0
527,118,84,2,7,428,21,35,36,20,8,0,4,259,260,261,0,84,0
528,72,84,3,9,388,26,35,32,21,8,0,4,262,263,264,0,84,0
529,104,84,4,13,744,16,9,46,19,8,0,4,265,266,267,0,84,0
530,20,84,5,14,680,15,8,51,25,8,0,4,268,269,270,0,84,0
531,96,88,1,8,324,22,40,51,16,8,0,4,256,257,258,0,88,0
532,118,88,2,7,436,23,37,38,21,8,0,4,259,260,261,0,88,0
533,72,88,3,9,396,27,37,34,22,8,0,4,262,263,264,0,88,0
534,104,88,4,13,764,17,10,49,20,8,0,4,265,266,267,0,88,0
535,20,88,5,14,696,16,8,54,26,8,0,4,268,269,270,0,88,0
536,142,90,1,8,300,18,45,76,20,9,0,5,241,242,243,0,90,0
537,50,90,2,7,380,81,62,31,11,9,0,5,244,245,246,0,90,0
538,146,90,3,9,420,69,63,23,12,9,0,5,247,248,249,0,90,0
539,104,90,4,12,965,17,10,50,21,9,0,5,250,251,252,0,90,0
540,20,90,5,14,880,16,8,55,27,9,0,5,253,254,255,0,90,0
541,142,90,1,8,300,18,45,76,20,9,0,5,271,272,273,0,90,0
542,118,90,2,7,550,23,38,39,22,9,0,5,274,275,276,0,90,0
543,62,90,3,9,605,29,38,31,23,9,0,5,277,278,279,0,90,0
544,104,90,4,13,965,17,10,50,21,9,0,5,280,281,282,0,90,0
545,20,90,5,14,880,16,8,55,27,9,0,5,283,284,285,0,90,0
546,96,92,1,8,415,23,42,53,17,9,0,5,286,287,288,0,92,0
547,75,92,2,7,755,57,25,26,35,9,0,5,289,290,291,0,92,0
548,85,92,3,9,910,55,17,19,24,9,0,5,292,293,294,0,92,0
549,104,92,4,13,975,17,10,51,21,9,0,5,295,296,297,0,92,0
550,20,92,5,14,890,16,8,56,27,9,0,5,298,299,300,0,92,0
551,142,93,1,8,305,19,46,79,20,9,0,5,271,272,273,0,93,0
552,118,93,2,7,560,24,39,40,22,9,0,5,274,275,276,0,93,0
553,62,93,3,9,610,30,39,32,23,9,0,5,277,278,279,0,93,0
554,104,93,4,13,980,18,10,51,21,9,0,5,280,281,282,0,93,0
555,20,93,5,14,895,17,8,57,28,9,0,5,283,284,285,0,93,0
556,96,95,1,8,420,24,43,55,18,9,0,5,286,287,288,0,95,0
557,75,95,2,7,765,59,26,27,36,9,0,5,289,290,291,0,95,0
558,85,95,3,9,925,57,17,19,24,9,0,5,292,293,294,0,95,0
559,104,95,4,13,990,18,10,52,22,9,0,5,295,296,297,0,95,0
560,20,95,5,14,905,17,9,58,28,9,0,5,298,299,300,0,95,0
561,142,95,1,8,310,19,47,81,21,9,0,5,301,302,303,0,95,0
562,118,95,2,7,565,24,40,41,23,9,0,5,304,305,306,0,95,0
563,62,95,3,9,620,31,40,33,24,9,0,5,307,308,309,0,95,0
564,104,95,4,13,990,18,10,52,22,9,0,5,310,311,312,0,95,0
565,20,95,5,14,905,17,9,58,28,9,0,5,313,314,315,0,95,0
566,142,97,1,8,310,20,48,82,21,9,0,5,301,302,303,0,97,0
567,118,97,2,7,570,25,40,42,23,9,0,5,304,305,306,0,97,0
568,62,97,3,9,625,31,41,34,24,9,0,5,307,308,309,0,97,0
569,104,97,4,13,1000,18,10,54,22,9,0,5,310,311,312,0,97,0
570,20,97,5,14,910,17,9,59,29,9,0,5,313,314,315,0,97,0
571,142,98,1,8,315,20,49,83,22,9,0,5,301,302,303,0,98,0
572,118,98,2,7,575,25,41,43,24,9,0,5,304,305,306,0,98,0
573,62,98,3,9,630,31,41,34,25,9,0,5,307,308,309,0,98,0
574,104,98,4,13,1005,19,11,54,23,9,0,5,310,311,312,0,98,0
575,20,98,5,14,915,18,9,60,29,9,0,5,313,314,315,0,98,0
576,142,100,1,8,315,20,50,85,22,10,0,5,316,317,318,0,100,0
577,118,100,2,7,580,26,42,43,24,10,0,5,319,320,321,0,100,0
578,62,100,3,9,635,32,42,35,25,10,0,5,322,323,324,0,100,0
579,156,100,4,12,1210,18,12,16,10,10,0,5,325,326,327,0,100,0
580,161,100,5,14,1320,20,10,11,8,10,0,5,328,329,330,0,100,0
581,106,95,1,9,645,35,35,32,22,9,0,5,1004,1032,1058,0,95,0
582,117,95,2,7,455,69,60,21,11,9,0,5,1020,1004,1090,0,95,0
583,136,95,3,14,860,15,11,61,26,9,0,5,1040,1072,1008,0,95,0
584,183,95,4,8,325,30,72,70,16,9,0,5,1066,1072,1058,0,95,0
585,155,95,5,13,1290,18,9,8,8,9,0,5,1044,1076,1012,0,95,0
586,106,96,1,9,650,35,35,32,22,9,0,5,1004,1032,1058,0,96,0
587,117,96,2,7,455,70,61,21,11,9,0,5,1020,1004,1090,0,96,0
588,136,96,3,14,865,15,11,61,27,9,0,5,1040,1072,1008,0,96,0
589,183,96,4,8,325,31,73,70,16,9,0,5,1066,1072,1058,0,96,0
590,155,96,5,13,1295,18,9,8,8,9,0,5,1044,1076,1012,0,96,0
591,106,97,1,9,650,35,36,32,22,9,0,5,1004,1032,1058,0,97,0
592,117,97,2,7,455,71,62,21,11,9,0,5,1020,1004,1090,0,97,0
593,136,97,3,14,870,15,12,62,27,9,0,5,1040,1072,1008,0,97,0
594,183,97,4,8,325,31,74,71,16,9,0,5,1066,1072,1058,0,97,0
595,155,97,5,13,1300,18,9,8,8,9,0,5,1044,1076,1012,0,97,0
596,106,98,1,9,655,36,36,33,22,9,0,5,2004,2032,2058,0,98,0
597,117,98,2,7,460,71,62,21,12,9,0,5,2020,2004,2090,0,98,0
598,136,98,3,14,875,15,12,63,27,9,0,5,2040,2072,2008,0,98,0
599,183,98,4,8,330,31,75,72,16,9,0,5,2066,2072,2058,0,98,0
600,155,98,5,13,1310,18,9,8,9,9,0,5,2044,2076,2012,0,98,0
601,106,99,1,9,660,36,36,33,23,9,0,5,2004,2032,2058,0,99,0
602,117,99,2,7,460,72,63,22,12,9,0,5,2020,2004,2090,0,99,0
603,136,99,3,14,880,15,12,63,27,9,0,5,2058,2072,2066,0,99,0
604,183,99,4,8,330,31,75,73,16,9,0,5,2066,2072,2040,0,99,0
605,155,99,5,13,1315,19,9,8,9,9,0,5,2044,2044,2044,0,99,0
606,106,100,1,9,660,36,37,33,23,10,0,5,2004,2032,2058,0,100,0
607,117,100,2,7,465,73,63,22,12,10,0,5,2020,2004,2090,0,100,0
608,136,100,3,14,880,16,12,64,28,10,0,5,2058,2072,2066,0,100,0
609,183,100,4,8,330,32,76,73,17,10,0,5,2066,2072,2040,0,100,0
610,155,100,5,13,1320,19,9,8,9,10,0,5,2044,2044,2044,0,100,0
611,46,100,1,9,420,90,69,36,12,10,0,5,2020,2004,2090,0,100,0
612,117,100,2,7,465,73,63,22,12,10,0,5,2020,2004,2090,0,100,0
613,26,100,3,12,840,18,11,58,26,10,0,5,2040,2072,2008,0,100,0
614,7,100,4,8,415,17,38,57,20,10,0,5,2066,2072,2058,0,100,0
615,157,100,5,14,1265,17,11,10,9,10,0,5,2044,2076,2012,0,100,0
616,46,100,1,9,420,90,69,36,12,10,0,5,2020,2004,2090,0,100,0
617,117,100,2,7,465,73,63,22,12,10,0,5,2020,2004,2090,0,100,0
618,26,100,3,12,840,18,11,58,26,10,0,5,2040,2072,2008,0,100,0
619,7,100,4,8,415,17,38,57,20,10,0,5,2066,2072,2058,0,100,0
620,157,100,5,14,1265,17,11,10,9,10,0,5,2044,2076,2012,0,100,0
621,46,100,1,9,420,90,69,36,12,10,0,5,2020,2004,2090,0,100,0
622,117,100,2,7,465,73,63,22,12,10,0,5,2020,2004,2090,0,100,0
623,26,100,3,12,840,18,11,58,26,10,0,5,2040,2072,2008,0,100,0
624,7,100,4,8,415,17,38,57,20,10,0,5,2066,2072,2058,0,100,0
625,157,100,5,14,1265,17,11,10,9,10,0,5,2044,2076,2012,0,100,0
626,46,100,1,9,420,90,69,36,12,10,0,5,2020,2004,2090,0,100,0
627,117,100,2,7,465,73,63,22,12,10,0,5,2020,2004,2090,0,100,0
628,26,100,3,12,840,18,11,58,26,10,0,5,2040,2072,2008,0,100,0
629,7,100,4,8,415,17,38,57,20,10,0,5,2066,2072,2058,0,100,0
630,157,100,5,14,1265,17,11,10,9,10,0,5,2044,2076,2012,0,100,0
631,104,100,1,13,1015,19,11,55,23,10,0,5,2040,2072,2016,0,100,0
632,136,100,2,14,880,16,12,64,28,10,0,5,2040,2072,2016,0,100,0
633,118,100,3,7,580,26,42,43,24,10,0,5,2093,2032,2058,0,100,0
634,119,100,4,9,550,32,47,47,25,10,0,5,2016,2032,2058,0,100,0
635,96,100,5,8,430,25,45,58,18,10,0,5,2016,2072,2058,0,100,0
636,104,100,1,13,1015,19,11,55,23,10,0,5,2040,2072,2016,0,100,0
637,136,100,2,14,880,16,12,64,28,10,0,5,2040,2072,2016,0,100,0
638,118,100,3,7,580,26,42,43,24,10,0,5,2093,2032,2058,0,100,0
639,119,100,4,9,550,32,47,47,25,10,0,5,2016,2032,2058,0,100,0
640,96,100,5,8,430,25,45,58,18,10,0,5,2016,2072,2058,0,100,0
641,173,100,1,9,825,60,27,25,40,10,0,5,3020,2004,2068,0,100,0
642,75,100,2,7,785,62,27,29,38,10,0,5,3020,2004,2061,0,100,0
643,151,100,3,19,1375,25,10,10,7,10,0,5,2044,2076,2016,0,100,0
644,155,100,4,17,1320,19,9,8,9,10,0,5,2044,2076,2016,0,100,0
645,168,100,5,8,350,21,52,62,19,10,0,5,2016,2072,2058,0,100,0
646,173,100,1,9,825,60,27,25,40,10,0,5,3020,2004,2068,0,100,0
647,75,100,2,7,785,62,27,29,38,10,0,5,3020,2004,2061,0,100,0
648,151,100,3,19,1375,25,10,10,7,10,0,5,2044,2076,2016,0,100,0
649,155,100,4,17,1320,19,9,8,9,10,0,5,2044,2076,2016,0,100,0
650,168,100,5,8,350,21,52,62,19,10,0,5,2016,2072,2058,0,100,0
651,9013,100,1,7,500,0,0,0,0,1,0,1,0,0,0,0,100,0
652,9014,100,2,17,500,0,0,0,0,1,0,1,0,0,0,0,100,0
653,9015,100,3,9,500,0,0,0,0,1,0,1,0,0,0,0,100,0
654,9016,100,4,19,500,0,0,0,0,1,0,1,0,0,0,0,100,0
655,9017,100,1,7,500,0,0,0,0,1,0,1,0,0,0,0,100,0
656,9018,100,2,17,500,0,0,0,0,1,0,1,0,0,0,0,100,0
657,9019,100,3,9,500,0,0,0,0,1,0,1,0,0,0,0,100,0
658,9020,100,4,19,500,0,0,0,0,1,0,1,0,0,0,0,100,0
659,9021,100,1,7,1000,0,0,0,0,1,0,1,0,0,0,0,100,0
660,9022,100,2,17,1000,0,0,0,0,1,0,1,0,0,0,0,100,0
661,9023,100,3,9,1000,0,0,0,0,1,0,1,0,0,0,0,100,0
662,9024,100,4,19,1000,0,0,0,0,1,0,1,0,0,0,0,100,0
663,9025,100,1,7,1000,0,0,0,0,1,0,1,0,0,0,0,100,0
664,9026,100,2,17,1000,0,0,0,0,1,0,1,0,0,0,0,100,0
665,9027,100,3,9,1000,0,0,0,0,1,0,1,0,0,0,0,100,0
666,9028,100,4,19,1000,0,0,0,0,1,0,1,0,0,0,0,100,0
667,9029,100,1,7,500,0,0,0,0,1,0,1,0,0,0,0,100,0
668,9030,100,2,17,500,0,0,0,0,1,0,1,0,0,0,0,100,0
669,9031,100,3,9,500,0,0,0,0,1,0,1,0,0,0,0,100,0
670,9032,100,4,19,500,0,0,0,0,1,0,1,0,0,0,0,100,0
671,157,100,1,18,1265,17,11,10,9,10,0,5,3044,3076,3016,0,100,0
672,109,100,2,7,990,53,23,23,37,10,0,5,3020,3004,3068,0,100,0
673,88,100,3,9,990,53,22,18,40,10,0,5,3020,3004,3068,0,100,0
674,77,100,4,8,1075,60,15,13,28,10,0,5,3020,3004,3068,0,100,0
675,99,100,5,13,400,18,46,57,19,10,0,5,3016,3072,3058,0,100,0
676,118,100,1,9,580,26,42,43,24,10,0,5,3093,3032,3058,0,100,0
677,106,100,2,8,660,36,37,33,23,10,0,5,3016,3032,3058,0,100,0
678,104,100,3,13,1015,19,11,55,23,10,0,5,3040,3072,3016,0,100,0
679,29,100,4,14,925,17,13,66,26,10,0,5,3040,3072,3016,0,100,0
680,98,100,5,12,380,23,54,66,17,10,0,5,3016,3072,3058,0,100,0
681,157,100,1,18,1265,17,11,10,9,10,0,5,3044,3076,3016,0,100,0
682,109,100,2,7,990,53,23,23,37,10,0,5,3020,3004,3068,0,100,0
683,88,100,3,9,990,53,22,18,40,10,0,5,3020,3004,3068,0,100,0
684,77,100,4,8,1075,60,15,13,28,10,0,5,3020,3004,3068,0,100,0
685,99,100,5,13,400,18,46,57,19,10,0,5,3016,3072,3058,0,100,0
686,157,100,1,18,1265,17,11,10,9,10,0,5,3044,3076,3016,0,100,0
687,109,100,2,7,990,53,23,23,37,10,0,5,3020,3004,3068,0,100,0
688,88,100,3,9,990,53,22,18,40,10,0,5,3020,3004,3068,0,100,0
689,77,100,4,8,1075,60,15,13,28,10,0,5,3020,3004,3068,0,100,0
690,99,100,5,13,400,18,46,57,19,10,0,5,3016,3072,3058,0,100,0
691,65,80,1,7,436,26,32,31,19,8,0,4,0,0,0,0,80,0
692,122,80,2,9,436,22,31,28,23,8,0,4,0,0,0,0,80,0
693,65,90,1,7,575,29,36,35,22,9,0,5,0,0,0,0,90,0
694,122,90,2,9,575,24,35,32,26,9,0,5,0,0,0,0,90,0
695,65,100,1,8,605,64,40,50,24,10,0,5,0,0,0,0,100,0
696,122,100,1,8,605,54,38,50,29,10,0,5,0,0,0,0,100,0
697,20056,120,1,8,565,100,42,38,24,10,10,5,0,0,0,0,100,3
698,9034,100,1,7,550,500,500,500,500,10,0,5,2016,0,0,0,100,0
699,9035,100,2,9,580,500,500,500,500,10,0,5,2016,0,0,0,100,0
700,9034,100,2,7,550,500,500,500,500,10,0,5,2016,0,0,0,100,0
701,9035,100,1,9,580,500,500,500,500,10,0,5,2016,0,0,0,100,0
702,16,100,1,13,1190,14,7,34,18,7,0,5,0,0,0,0,70,0
703,118,100,2,9,580,18,29,30,17,7,0,5,0,0,0,0,70,0
704,11,100,3,8,350,14,28,49,13,7,0,5,0,0,0,0,70,0
705,41,100,4,7,465,43,36,21,7,7,0,5,0,0,0,0,70,0
706,29,100,5,14,925,12,10,46,18,7,0,5,0,0,0,0,70,0
707,59,100,1,13,970,42,11,57,24,10,0,5,0,0,0,0,100,0
708,4,100,2,14,350,54,72,73,18,10,0,5,0,0,0,0,100,0
709,226,100,3,8,405,130,72,28,15,10,0,5,0,0,0,0,100,0
710,227,100,4,9,565,66,43,32,24,10,0,5,0,0,0,0,100,0
711,16,100,3,13,1190,6,3,14,8,3,0,5,0,0,0,0,30,0
712,118,100,1,9,580,8,13,13,7,3,0,5,0,0,0,0,30,0
713,11,100,2,8,350,6,12,21,6,3,0,5,0,0,0,0,30,0
714,41,100,5,7,465,18,15,9,3,3,0,5,0,0,0,0,30,0
715,29,100,4,14,925,5,4,20,8,3,0,5,0,0,0,0,30,0
716,20056,120,1,8,565,234,144,180,82,10,10,5,2016,3004,3032,0,100,3
717,65,100,1,7,605,500,144,180,82,10,0,5,2016,3032,3058,0,100,0
718,172,100,1,9,525,47,61,44,20,10,0,5,3004,3032,3058,0,100,0
719,135,100,2,13,970,18,10,57,25,10,0,5,3040,3072,3008,0,100,0
720,171,100,3,8,550,43,39,35,22,10,0,5,3004,3032,3058,0,100,0
