id,type,child_ids,title,sub_title,code,content,function_control_id,goto_page
1703,2,,机密商店,收集到的物资可以在机密商店兑换奖励。,,50640d8658ea5742_draw_210812004.jpg,17,0
1800,1,"1801,1802",羁绊故事,近一步了解格里芬和您的人形。,manual_fetter,,22,0
1801,2,,往事回溯录,想知道人形间都发生过什么样的故事吗？,,"03ed69df8550c74e_draw_200728005.jpg,487d24cadfae90f3_draw_200728006.jpg,62656ab0e8c37394_draw_200728007.jpg",22,247
1802,2,,内部一览,来了解一下格里芬的内部架构吧！,,"f05a2efd80f89327_draw_200728001.jpg,00da279e9beb1234_draw_200728002.jpg,837f1352890fdff1_draw_200728004.jpg,9ed1b8da3337145d_draw_200728003.jpg",22,0
1900,1,"1901,1902,1903,1904,1905,1906,1907,1908,1909,1910",拉弗伯雷兵棋,兼具策略性和娱乐性的棋类游戏。,manual_chess,,26,0
1901,2,,游戏模式,可以选择休闲、竞技或是练习等多种游戏模式。,,"d4f7d2f1a9a0da6d_draw_210428028.jpg,45505ee39b556dd6_draw_210428029.jpg,59139009384b9661_draw_210428030.jpg,fe2763b34afcc02d_draw_210428031.jpg",26,0
1902,2,,地图介绍,了解棋盘的构造，合理利用地形。,,"9ba083f3f033c809_draw_210428008.jpg,6bd9bf8022dd7c47_draw_210428007.jpg,7f0744bddf4f759d_draw_210428005.jpg,320930b5422879c0_draw_210428006.jpg",26,0
1903,2,,梯队预设,编成您的个性兵棋梯队。,,"7dcc9044ca8cb254_draw_210428023.jpg,d42f4f7672daeb2e_draw_210428024.jpg,a4377b21319c3310_draw_210428022.jpg",26,0
1904,2,,游戏开局,好的开局是成功的一半。,,"955ae8752347d977_draw_210428026.jpg,cbb95d8724e89913_draw_210428025.jpg,66b6f87b51222d7e_draw_210428027.jpg",26,0
1905,2,,空投补给,定期投放的空投补给是您游戏的强大助力。,,46590db04016b8eb_draw_210428015.jpg,26,0
1906,2,,部署棋子,棋子是这场游戏的主角。,,"5913f58f51cb62e9_draw_210428003.jpg,db058fdbb7393b2c_draw_210428004.jpg",26,0
1907,2,,商城阶段,在商城购买卡片来强化棋子。,,"e87eef70427fb5b4_draw_210428017.jpg,915994011649eb5b_draw_210428020.jpg,793e383a0b900f10_draw_210428016.jpg,651e5c5824b35a5a_draw_210428018.jpg,1cec9efa1ed97fdd_draw_210428021.jpg,e07c1e5ca92f0833_draw_210428019.jpg",26,0
1908,2,,回合阶段,来学习基础的游戏流程吧。,,"91f50a8e006fb24d_draw_210428012.jpg,14efdb3779d214e2_draw_210428010.jpg,943202fa3c855a5e_draw_210428014.jpg,0da1125168f51b23_draw_210428011.jpg,82e85fb111bcf99e_draw_210428009.jpg,5c45a2ee286de0ce_draw_210428013.jpg",26,0
1909,2,,胜利条件,向胜利前进吧！,,"c9ac681172ac52d0_draw_210428032.jpg,563224c1f904cb3e_draw_210428033.jpg",26,0
1910,2,,扭蛋机,进行拉弗伯雷兵棋游戏可获取扭蛋券以抽取奖励。,,"97b5dff2d899c83f_draw_211231001.jpg,ec88a32e3e771594_draw_211231002.jpg",26,0
2000,1,"2001,2002,2003,2004,2005,2006,2007,2008,2009,2010",战区攻略,全面考验指挥官作战能力的大规模演习。,manual_chess,,16,0
2001,2,,战区介绍,战区是I.O.P提供支持的大规模演习作战。,,"5f7d47164e539572_draw_210817022.jpg,a51b5f521ff12ca6_draw_210817023.jpg,3052898d18200416_draw_210817018.jpg,dbda9f9efec43cf2_draw_210817019.jpg,ab6dfa2ed5ea1529_draw_210817020.jpg,2cb997f371351a11_draw_211226001.jpg",16,0
2002,2,,战区建筑,升级战区建筑获取积分并为梯队提供加成。,,"64c89475eec2b13c_draw_210817012.jpg,0ea0e8aa1cca8036_draw_210817013.jpg",16,0
2003,2,,战区侦察,进行战区侦察可以获取战区积分。,,"27af6dc5ba760816_draw_210817029.jpg,acb758eee1674e84_draw_210817030.jpg",16,0
2004,2,,战区梯队编成,战区梯队由出击梯队、后备人形以及支援部队组成。,,"406c3a65c2ce6fca_draw_211226002.jpg,531426051b9fd328_draw_211226003.jpg,a6a5674202653c97_draw_211226004.jpg,d4e62c703de3e2bf_draw_211226005.jpg,07726a5829ccf0fe_draw_211226006.jpg",16,0
2005,2,,战区关卡,认真分析战区关卡信息会使作战变得轻松。,,"4e6064768fdc9a0a_draw_211226001.jpg,62696a46e8f24381_draw_211226002.jpg,d2d76670c136246a_draw_211226003.jpg,0a71e88ffb7fc95d_draw_211226004.jpg,6406d4895aae27b9_draw_211226005.jpg,98f2fe0c4ee2372b_draw_211226006.jpg,63bb6dc8c5ad9af2_draw_211226007.jpg,fadc84495186e298_draw_211226008.jpg",16,0
2006,2,,战区作战,完成战区作战以获取战区积分和素材。,,"b873fbabe2e15da0_draw_211226010.jpg,e01f91d1129ede48_draw_211226007.jpg,57d8aff4719e385d_draw_211226008.jpg,66511707db5372df_draw_211228001.jpg,85e9b7e82787681a_draw_210817034.jpg",16,0
2007,2,,战区奖励,战区奖励由积分奖励、攻略奖励以及排行奖励组成。,,"82d744a358b3fd34_draw_210817016.jpg,a0eb7bb772e07de6_draw_210817017.jpg,325dc7ac4cdb6de4_draw_210817014.jpg,c724910086fbab8d_draw_210817015.jpg",16,0
2008,2,,电子战,电子战不会记录战损，战斗结束后自动恢复。,,3aebd2200466cc48_draw_210817035.jpg,16,0
2009,2,,防卫战,坚持一定时间即可通关。,,824782e845bd1e5e_draw_210817002.jpg,16,0
2010,2,,狙击战,击杀指定目标即可通关。,,e5c9e560002a41be_draw_210817003.jpg,16,0
