establish_id,establish_name,room_id,description,furniture_id,update_furniture_id,furniture_postion,establish_type,establish_lv,upgrade_coin,upgrade_time,upgrade_condition,parameter_1,parameter_2,parameter_3
20605,古老的电传机,2,早在上世纪的全球化浪潮里，电传机可是每个跨国企业办公室的必需品，能一次传输一卷纸带的信息量，非常科幻。,42061,42061,"22,10",206,5,200,7200,20105,30,0,0
20606,联网打印机,2,有了先进的联网技术加持，现在可以直接把作战报告一口气输出出来~ 咦，怎么又卡住了？墨盒又没墨了？,42062,42062,"22,10",206,6,250,14400,20106,40,0,0
20607,联网打印机,2,有了先进的联网技术加持，现在可以直接把作战报告一口气输出出来~ 咦，怎么又卡住了？墨盒又没墨了？,42062,42062,"22,10",206,7,350,28800,20107,50,0,0
20608,联网打印机,2,有了先进的联网技术加持，现在可以直接把作战报告一口气输出出来~ 咦，怎么又卡住了？墨盒又没墨了？,42062,42062,"22,10",206,8,450,43200,20108,60,0,0
20609,联网打印机,2,有了先进的联网技术加持，现在可以直接把作战报告一口气输出出来~ 咦，怎么又卡住了？墨盒又没墨了？,42062,42062,"22,10",206,9,600,64800,20109,70,0,0
20610,先进自动化写入机,2,具备大容量存储器和高速数字写入的整合解决方案，只是看着就眼花缭乱，太先进了。,42063,42063,"22,10",206,10,800,86400,20110,80,0,0
20700,往事书架,2,塞满了回忆的书架。,42070,42070,"3,8",207,0,0,0,0,0,0,0
30001,妖精小屋墙纸,3,妖精小屋默认墙纸,40014,40014,"2,2",0,1,0,0,0,,,
30002,妖精小屋地板,3,妖精小屋默认地板,40004,40015,"2,2",0,1,0,0,0,,,
30003,妖精小屋墙面装饰,3,妖精小屋墙面装饰,40016,40016,"14,2",0,1,0,0,0,,,
30004,妖精小屋灯4,3,,40017,40017,"8,11",0,1,0,0,0,,,
30005,妖精小屋灯5,3,,40017,40017,"17,11",0,1,0,0,0,,,
30006,妖精小屋灯6,3,,40017,40017,"26,11",0,1,0,0,0,,,
30007,妖精小屋地毯,3,妖精小屋地毯,40018,40018,"15,6",0,1,0,0,0,,,
30100,荒芜山谷,3,妖精们总是坚称自己是真的幻想物种，森林与幽谷的守护者，受不了AI们喋喋不休的指挥官决定：给她们搭一个符合身份的生存环境。,43010,43010,"2,4",301,0,0,0,0,,0,0
30101,山间要塞,3,经过一番辛劳，指挥官在塑料泡沫的山谷中搭起了一个中世纪城堡，这样一来配套设施也可以开始升级啦。（喷漆时注意通风哦）,43011,43011,"2,4",301,1,10,60,0,,0,0
30102,山间要塞,3,经过一番辛劳，指挥官在塑料泡沫的山谷中搭起了一个中世纪城堡，这样一来配套设施也可以开始升级啦。（喷漆时注意通风哦）,43011,43011,"2,4",301,2,75,300,"30201,30301,30401",,0,0
30103,山间要塞,3,经过一番辛劳，指挥官在塑料泡沫的山谷中搭起了一个中世纪城堡，这样一来配套设施也可以开始升级啦。（喷漆时注意通风哦）,43011,43011,"2,4",301,3,150,1800,"30202,30302,30402",,0,0
30104,山间要塞,3,经过一番辛劳，指挥官在塑料泡沫的山谷中搭起了一个中世纪城堡，这样一来配套设施也可以开始升级啦。（喷漆时注意通风哦）,43011,43011,"2,4",301,4,225,3600,"30203,30303,30403",,0,0
30105,山间要塞,3,经过一番辛劳，指挥官在塑料泡沫的山谷中搭起了一个中世纪城堡，这样一来配套设施也可以开始升级啦。（喷漆时注意通风哦）,43011,43011,"2,4",301,5,300,7200,"30204,30304,30404",,0,0
30106,妖精大厅,3,妖精们认为对于自己不断晋升的地位，需要一座更华丽更符合身份的居所来衬托，这座颇具新古典主义特色的白色大厅刚好合适。,43012,43012,"2,4",301,6,375,14400,"30205,30305,30405",,0,0
30107,妖精大厅,3,妖精们认为对于自己不断晋升的地位，需要一座更华丽更符合身份的居所来衬托，这座颇具新古典主义特色的白色大厅刚好合适。,43012,43012,"2,4",301,7,525,28800,"30206,30306,30406",,0,0
30108,妖精大厅,3,妖精们认为对于自己不断晋升的地位，需要一座更华丽更符合身份的居所来衬托，这座颇具新古典主义特色的白色大厅刚好合适。,43012,43012,"2,4",301,8,675,43200,"30207,30307,30407",,0,0
30109,妖精大厅,3,妖精们认为对于自己不断晋升的地位，需要一座更华丽更符合身份的居所来衬托，这座颇具新古典主义特色的白色大厅刚好合适。,43012,43012,"2,4",301,9,900,64800,"30208,30308,30408",,0,0
30110,妖精圣殿,3,增加了白色尖塔和外围城墙的终极形态，并解锁全部附属设施，高兴的妖精们已经在嚷嚷着增加爵位系统了，封建帝制还是很有市场。,43013,43013,"2,4",301,10,1200,86400,"30209,30309,30409",,0,0
30200,尘封的铁道模型,3,蒙尘的帆布下面隐约透出一个铁道模型站台的形状，这应该就是如何获得更多指令的设施了，铁道模型真是让人怀念啊。,43020,43020,"26,11",302,0,0,0,0,5,0,0
30201,乡间铁道模型,3,一座普通的乡间小站，也许记录着少年少女那被时间淹没的小小执着，穿过隧道是不是就能找到当年所希冀的人生？,43021,43021,"26,11",302,1,5,60,30101,6,0,0
30202,乡间铁道模型,3,一座普通的乡间小站，也许记录着少年少女那被时间淹没的小小执着，穿过隧道是不是就能找到当年所希冀的人生？,43021,43021,"26,11",302,2,50,300,30102,7,0,0
30203,乡间铁道模型,3,一座普通的乡间小站，也许记录着少年少女那被时间淹没的小小执着，穿过隧道是不是就能找到当年所希冀的人生？,43021,43021,"26,11",302,3,100,1800,30103,8,0,0
30204,乡间铁道模型,3,一座普通的乡间小站，也许记录着少年少女那被时间淹没的小小执着，穿过隧道是不是就能找到当年所希冀的人生？,43021,43021,"26,11",302,4,150,3600,30104,9,0,0
30205,乡间铁道模型,3,一座普通的乡间小站，也许记录着少年少女那被时间淹没的小小执着，穿过隧道是不是就能找到当年所希冀的人生？,43021,43021,"26,11",302,5,200,7200,30105,10,0,0
30206,铁道车站模型,3,工业时代铁板搭建的车站取代了之前简朴的站台，装载邮件和乘客的列车也渐渐被满载原材料的货运列车所取代，这就是发展。,43022,43022,"26,11",302,6,250,14400,30106,11,0,0
30207,铁道车站模型,3,工业时代铁板搭建的车站取代了之前简朴的站台，装载邮件和乘客的列车也渐渐被满载原材料的货运列车所取代，这就是发展。,43022,43022,"26,11",302,7,350,28800,30107,12,0,0
30208,铁道车站模型,3,工业时代铁板搭建的车站取代了之前简朴的站台，装载邮件和乘客的列车也渐渐被满载原材料的货运列车所取代，这就是发展。,43022,43022,"26,11",302,8,450,43200,30108,13,0,0
30209,铁道车站模型,3,工业时代铁板搭建的车站取代了之前简朴的站台，装载邮件和乘客的列车也渐渐被满载原材料的货运列车所取代，这就是发展。,43022,43022,"26,11",302,9,600,64800,30109,14,0,0
30210,国王铁道枢纽模型,3,几次升级后终于建成了国王铁道车站模型，原型取材于战前某个帝国首都的重要车站，如今只能在模型里重现繁荣了。,43023,43023,"26,11",302,10,800,86400,30110,15,0,0
30300,仓库模型地基,3,以这里为基础建造一个仓库模型，可以用来储存总部运来的指令，你问我为什么模型仓库可以储存支援指令？我也很想知道...,43030,43030,"13,4",303,0,0,0,0,50,0,0
30301,临时仓库模型,3,一个临时的仓库搭起来了，用细铁丝和喷漆的塑料薄膜构成的结构非常脆弱，存取指令时要小心哦指挥官。,43031,43031,"14,5",303,1,5,60,30101,65,0,0
30302,临时仓库模型,3,一个临时的仓库搭起来了，用细铁丝和喷漆的塑料薄膜构成的结构非常脆弱，存取指令时要小心哦指挥官。,43031,43031,"14,5",303,2,50,300,30102,80,0,0
30303,临时仓库模型,3,一个临时的仓库搭起来了，用细铁丝和喷漆的塑料薄膜构成的结构非常脆弱，存取指令时要小心哦指挥官。,43031,43031,"14,5",303,3,100,1800,30103,95,0,0
30304,临时仓库模型,3,一个临时的仓库搭起来了，用细铁丝和喷漆的塑料薄膜构成的结构非常脆弱，存取指令时要小心哦指挥官。,43031,43031,"14,5",303,4,150,3600,30104,110,0,0
30305,临时仓库模型,3,一个临时的仓库搭起来了，用细铁丝和喷漆的塑料薄膜构成的结构非常脆弱，存取指令时要小心哦指挥官。,43031,43031,"14,5",303,5,200,7200,30105,125,0,0
30306,工业仓库模型,3,一座由红砖石铁皮搭起的仓库坚固多了，也能容纳更多指令。（这可不是三只小猪的故事哦）,43032,43032,"14,5",303,6,250,14400,30106,140,0,0
30307,工业仓库模型,3,一座由红砖石铁皮搭起的仓库坚固多了，也能容纳更多指令。（这可不是三只小猪的故事哦）,43032,43032,"14,5",303,7,350,28800,30107,155,0,0
30308,工业仓库模型,3,一座由红砖石铁皮搭起的仓库坚固多了，也能容纳更多指令。（这可不是三只小猪的故事哦）,43032,43032,"14,5",303,8,450,43200,30108,170,0,0
30309,工业仓库模型,3,一座由红砖石铁皮搭起的仓库坚固多了，也能容纳更多指令。（这可不是三只小猪的故事哦）,43032,43032,"14,5",303,9,600,64800,30109,185,0,0
30310,先进仓库模型,3,一座对环境友好，全部使用可再生能源的先进仓库模型，最重要的还是冷淡的几何结构设计，不然怎么能拿普利兹克奖呢。,43033,43033,"15,4",303,10,800,86400,30110,200,0,0
30400,空白的天气系统,3,天花板上有几个钩子，在这打造一个逼真的天气系统能让妖精心情愉悦，还能提升经验获取速度，毕竟在幽暗的地下，保持好心情是一切的前提。,43040,43040,"17,5",304,0,0,0,0,5,0,0
30401,乌云天气系统,3,一片小乌云是一切的开始，可不要小看这个，如何用棉花，胶水和喷漆制作一片乌云可是模型界的高端技巧。,43041,43041,"17,5",304,1,5,60,30101,6.5,0,0
30402,乌云天气系统,3,一片小乌云是一切的开始，可不要小看这个，如何用棉花，胶水和喷漆制作一片乌云可是模型界的高端技巧。,43041,43041,"17,5",304,2,50,300,30102,8,0,0
30403,乌云天气系统,3,一片小乌云是一切的开始，可不要小看这个，如何用棉花，胶水和喷漆制作一片乌云可是模型界的高端技巧。,43041,43041,"17,5",304,3,100,1800,30103,9.5,0,0
30404,乌云天气系统,3,一片小乌云是一切的开始，可不要小看这个，如何用棉花，胶水和喷漆制作一片乌云可是模型界的高端技巧。,43041,43041,"17,5",304,4,150,3600,30104,11,0,0
30405,乌云天气系统,3,一片小乌云是一切的开始，可不要小看这个，如何用棉花，胶水和喷漆制作一片乌云可是模型界的高端技巧。,43041,43041,"17,5",304,5,200,7200,30105,12.5,0,0
30406,暗月天气系统,3,神秘的暗月在乌云后露出斑驳的边缘，妖精们雀跃着拿出塔罗牌和召唤蜡烛，希望她们不要搞出什么奇怪的乱子。,43042,43042,"17,5",304,6,250,14400,30106,14,0,0
30407,暗月天气系统,3,神秘的暗月在乌云后露出斑驳的边缘，妖精们雀跃着拿出塔罗牌和召唤蜡烛，希望她们不要搞出什么奇怪的乱子。,43042,43042,"17,5",304,7,350,28800,30107,15.5,0,0
30408,暗月天气系统,3,神秘的暗月在乌云后露出斑驳的边缘，妖精们雀跃着拿出塔罗牌和召唤蜡烛，希望她们不要搞出什么奇怪的乱子。,43042,43042,"17,5",304,8,450,43200,30108,17,0,0
30409,暗月天气系统,3,神秘的暗月在乌云后露出斑驳的边缘，妖精们雀跃着拿出塔罗牌和召唤蜡烛，希望她们不要搞出什么奇怪的乱子。,43042,43042,"17,5",304,9,600,64800,30109,18.5,0,0
30410,双月天气系统,3,有什么比一个月亮组成的天气系统更棒呢？答案是有两个月亮的天气系统！而且还在闪闪发光，比土豆一样的火卫一和火卫二漂亮多了。,43043,43043,"17,5",304,10,800,86400,30110,20,0,0
40001,咖啡厅墙纸,4,咖啡厅墙纸,40019,40019,"2,2",0,1,0,0,0,,,
40003,咖啡厅地板,4,咖啡厅地板,40021,40021,"2,2",0,1,0,0,0,,,
40004,咖啡厅地毯,4,咖啡厅地毯,40022,40022,"11,6",0,1,0,0,0,,,
40005,咖啡厅吧台桌,4,咖啡厅吧台桌,40023,40023,"5,2",0,1,0,0,0,,,
40006,咖啡厅挂架,4,咖啡厅挂架,40024,40024,"6,3",0,1,0,0,0,,,
40007,咖啡厅壁挂,4,咖啡厅壁挂,40025,40025,"16,13",0,1,0,0,0,,,
40008,咖啡厅地面音响,4,咖啡厅地面音响,40026,40026,"17,2",0,1,0,0,0,,,
40009,拉弗伯雷兵棋,4,格里芬S09区特别程序小组以上世纪末著名棋类游戏为蓝本制作的沙盘游戏，作为兼具策略性和趣味性的交流娱乐，经推广后在格里芬指挥官群体中大受欢迎。,40028,40028,"26,12",406,0,0,0,0,,,
40010,咖啡厅桌子中,4,咖啡厅桌子中,40029,40029,"18,12",0,1,0,0,0,,,
40011,咖啡厅咖啡豆容器,4,咖啡厅咖啡豆容器,40030,40030,"21,2",0,1,0,0,0,,,
40013,咖啡厅椅子高脚,4,咖啡厅椅子高脚,40033,40033,"14,7",0,1,0,0,0,,,
40014,咖啡厅地毯,4,咖啡厅地毯,40022,40022,"5,6",0,1,0,0,0,,,
40016,咖啡厅椅子左,4,咖啡厅椅子左,40031,40031,"15,12",0,1,0,0,0,,,
40017,咖啡厅椅子右,4,咖啡厅椅子右,40031,40031,"23,12",0,1,0,0,0,,,
40018,咖啡厅椅子高脚,4,咖啡厅椅子高脚,40033,40033,"5,7",0,1,0,0,0,,,
40019,咖啡吧台后挡板,4,咖啡吧台后挡板,40034,40034,"2,18",0,1,0,0,0,,,
40020,咖啡厅椅子右,4,咖啡厅椅子右,40032,40032,"29,12",0,1,0,0,0,,,
40021,咖啡厅椅子高脚无交互,4,咖啡厅椅子高脚无交互,40040,40040,"8,7",0,1,0,0,0,,,
40022,咖啡吧台冰箱,4,咖啡吧台冰箱,40035,40035,"3,22",0,1,0,0,0,,,
40023,咖啡机,4,咖啡吧台咖啡机,40036,40036,"12,21",405,0,0,0,0,,,
40024,留声机,4,留声机,40037,40037,"17,3",401,0,0,0,0,,,
40025,咖啡厅椅子高脚无交互,4,咖啡厅椅子高脚无交互,40040,40040,"11,7",0,1,0,0,0,,,
40026,笔记簿,4,笔记簿,40038,40038,"2,5",402,0,0,0,0,,,
40027,放映机,4,放映机,40046,40046,"21,6",404,0,0,0,0,,,
40028,漫画柜,4,咖啡厅漫画柜,40045,40045,"25,2",403,0,0,0,0,,,
50001,情报中心地板,5,情报中心地板,40047,40047,"0,0",0,1,0,0,0,,,
50002,情报中心墙纸,5,情报中心墙纸,40048,40048,"0,0",0,1,0,0,0,,,
50003,情报中心电线左,5,情报中心电线左,40049,40049,"3,5",0,1,0,0,0,,,
50004,情报中心电线右,5,情报中心电线右,40050,40050,"22,1",0,1,0,0,0,,,
50005,情报中心电线中,5,情报中心电线中,40051,40051,"2,1",0,1,0,0,0,,,
50100,尘封的监听站 ,5,蒙尘的帆布下好像罩着什么电子设备，看起来像是一座古老的无线电台，上面有模糊的“WAVE”铭文。,45010,45010,"5,4",501,0,0,0,0,"10,0","90,0",
50101,短波监听站,5,曾经在战争时期，情报人员靠着这样古老的设备，破译了无数机密电文，扭转了战局的走向，现在你也可以！,45011,45011,"5,5",501,1,5,60,0,"14,2","126,18",
50102,短波监听站,5,曾经在战争时期，情报人员靠着这样古老的设备，破译了无数机密电文，扭转了战局的走向，现在你也可以！,45011,45011,"5,5",501,2,50,300,0,"18,4","162,36",
50103,短波监听站,5,曾经在战争时期，情报人员靠着这样古老的设备，破译了无数机密电文，扭转了战局的走向，现在你也可以！,45011,45011,"5,5",501,3,100,1800,0,"22,6","198,54",
50104,短波监听站,5,曾经在战争时期，情报人员靠着这样古老的设备，破译了无数机密电文，扭转了战局的走向，现在你也可以！,45011,45011,"5,5",501,4,150,3600,0,"26,8","234,72",
50105,短波监听站,5,曾经在战争时期，情报人员靠着这样古老的设备，破译了无数机密电文，扭转了战局的走向，现在你也可以！,45011,45011,"5,5",501,5,200,7200,0,"30,10","270,90",
50106,长波监听站,5,好吧，在地下设施里架设无线电天线的确效果不佳，所以现在我们把天线架出基地外了，现在可以截获更广范围的情报了。,45012,45012,"5,5",501,6,250,14400,0,"34,12","306,108",
50107,长波监听站,5,好吧，在地下设施里架设无线电天线的确效果不佳，所以现在我们把天线架出基地外了，现在可以截获更广范围的情报了。,45012,45012,"5,5",501,7,350,28800,0,"38,14","342,126",
50108,长波监听站,5,好吧，在地下设施里架设无线电天线的确效果不佳，所以现在我们把天线架出基地外了，现在可以截获更广范围的情报了。,45012,45012,"5,5",501,8,450,43200,0,"42,16","378,144",
50109,长波监听站,5,好吧，在地下设施里架设无线电天线的确效果不佳，所以现在我们把天线架出基地外了，现在可以截获更广范围的情报了。,45012,45012,"5,5",501,9,600,64800,0,"46,18","414,162",
50110,数据监测枢纽,5,信息时代的情报工作，需要WAVE提供的更先进的设备来应对爆炸的信息量，新增的强化学习系统可以过滤互联网时代产生的大量垃圾广告，有效情报比例提升了！,45013,45013,"5,5",501,10,800,86400,0,"50,20","450,180",
50200,尘封的任务简报台,5,在情报工作的长河中，有许多谜团就是在这样朴素的情报板前被破解的，现在它就静静地立在这里，等你掀开蒙布。,45020,45020,"8,1",502,0,0,0,0,1,1,
50201,临时任务简报台,5,每个情报人员（和扮演情报人员的）的必备道具，如果错综复杂的线索连线还不够，这台古老的密码机一定能把你绕晕，毕竟人们都说：想骗敌人要先骗过自己~,45021,45021,"8,1",502,1,5,60,0,1.25,1,
50202,临时任务简报台,5,每个情报人员（和扮演情报人员的）的必备道具，如果错综复杂的线索连线还不够，这台古老的密码机一定能把你绕晕，毕竟人们都说：想骗敌人要先骗过自己~,45021,45021,"8,1",502,2,50,300,0,1.5,1,
50203,临时任务简报台,5,每个情报人员（和扮演情报人员的）的必备道具，如果错综复杂的线索连线还不够，这台古老的密码机一定能把你绕晕，毕竟人们都说：想骗敌人要先骗过自己~,45021,45021,"8,1",502,3,100,1800,0,1.5,2,
50204,临时任务简报台,5,每个情报人员（和扮演情报人员的）的必备道具，如果错综复杂的线索连线还不够，这台古老的密码机一定能把你绕晕，毕竟人们都说：想骗敌人要先骗过自己~,45021,45021,"8,1",502,4,150,3600,0,1.75,2,
50205,临时任务简报台,5,每个情报人员（和扮演情报人员的）的必备道具，如果错综复杂的线索连线还不够，这台古老的密码机一定能把你绕晕，毕竟人们都说：想骗敌人要先骗过自己~,45021,45021,"8,1",502,5,200,7200,0,2,2,
50206,冷战任务简报台,5,明亮灯箱发出冷光，穿透难以辨识的航拍胶片，照亮了台前面色凝重的指挥官，冷战时期你的同行们可能也是这个表情吧。“这些人竟然瞒报了轰炸机数量！”,45022,45022,"6,1",502,6,250,14400,0,2.25,2,
50207,冷战任务简报台,5,明亮灯箱发出冷光，穿透难以辨识的航拍胶片，照亮了台前面色凝重的指挥官，冷战时期你的同行们可能也是这个表情吧。“这些人竟然瞒报了轰炸机数量！”,45022,45022,"6,1",502,7,350,28800,0,2.25,3,
50208,冷战任务简报台,5,明亮灯箱发出冷光，穿透难以辨识的航拍胶片，照亮了台前面色凝重的指挥官，冷战时期你的同行们可能也是这个表情吧。“这些人竟然瞒报了轰炸机数量！”,45022,45022,"6,1",502,8,450,43200,0,2.5,3,
50209,冷战任务简报台,5,明亮灯箱发出冷光，穿透难以辨识的航拍胶片，照亮了台前面色凝重的指挥官，冷战时期你的同行们可能也是这个表情吧。“这些人竟然瞒报了轰炸机数量！”,45022,45022,"6,1",502,9,600,64800,0,2.75,3,
50210,全息任务中心,5,最先进技术加持的任务中心，全息屏幕上每个任务都配有多张详实的彩图，可一键下载到指挥官的移动设备上，更不用说还能以极高速度网上冲浪，太棒了。,45023,45023,"4,1",502,10,800,86400,0,3,3,
50300,尘封的记录仪,5,帆布下面看上去是个巨大沉重的装置，泛着重工业设备一样的金属光泽，很难和印象中的电子设备联系到一起，这个真能存储数据吗？,45030,45030,"13,6",503,0,0,0,0,"600,20",,
50301,早期磁盘记录仪,5,拥有50张比脸盆还大的双面磁盘的大型存储设备（总容量3.75MB），虽然读取数据时候像织布机一样轰鸣，但总比手写文档好多了，不是吗？,45031,45031,"13,6",503,1,5,60,0,"900,100",,
50302,早期磁盘记录仪,5,拥有50张比脸盆还大的双面磁盘的大型存储设备（总容量3.75MB），虽然读取数据时候像织布机一样轰鸣，但总比手写文档好多了，不是吗？,45031,45031,"13,6",503,2,50,300,0,"1200,200",,
50303,早期磁盘记录仪,5,拥有50张比脸盆还大的双面磁盘的大型存储设备（总容量3.75MB），虽然读取数据时候像织布机一样轰鸣，但总比手写文档好多了，不是吗？,45031,45031,"13,6",503,3,100,1800,0,"1500,300",,
50304,早期磁盘记录仪,5,拥有50张比脸盆还大的双面磁盘的大型存储设备（总容量3.75MB），虽然读取数据时候像织布机一样轰鸣，但总比手写文档好多了，不是吗？,45031,45031,"13,6",503,4,150,3600,0,"1800,400",,
50305,早期磁盘记录仪,5,拥有50张比脸盆还大的双面磁盘的大型存储设备（总容量3.75MB），虽然读取数据时候像织布机一样轰鸣，但总比手写文档好多了，不是吗？,45031,45031,"13,6",503,5,200,7200,0,"2100,500",,
50306,先进硬盘记录仪,5,采用新技术的存储设备可以容纳多达2.52GB数据样本，其他都不错，只是说服战术少女们相信“读取数据时候的闪光是正常现象没有辐射”颇费功夫，而且人形本来也不怕辐射啊！,45032,45032,"12,7",503,6,250,14400,0,"2400,600",,
50307,先进硬盘记录仪,5,采用新技术的存储设备可以容纳多达2.52GB数据样本，其他都不错，只是说服战术少女们相信“读取数据时候的闪光是正常现象没有辐射”颇费功夫，而且人形本来也不怕辐射啊！,45032,45032,"12,7",503,7,350,28800,0,"2700,700",,
50308,先进硬盘记录仪,5,采用新技术的存储设备可以容纳多达2.52GB数据样本，其他都不错，只是说服战术少女们相信“读取数据时候的闪光是正常现象没有辐射”颇费功夫，而且人形本来也不怕辐射啊！,45032,45032,"12,7",503,8,450,43200,0,"3000,800",,
50309,先进硬盘记录仪,5,采用新技术的存储设备可以容纳多达2.52GB数据样本，其他都不错，只是说服战术少女们相信“读取数据时候的闪光是正常现象没有辐射”颇费功夫，而且人形本来也不怕辐射啊！,45032,45032,"12,7",503,9,600,64800,0,"3300,900",,
50310,极速液冷记录仪,5,数据样本存储的终极形态，因为读取和写入速度太快，平时需要浸入特殊冷却液中工作，真是太高科技了。,45033,45033,"11,2",503,10,800,86400,0,"3600,1000",,
50400,尘封的解析仪,5,防雨布下是一个庞大的铁皮箱子，和很多搞不懂作用的仪表和旋钮，启动这个机器应该就能开始对数据进行解析，产出强力武器的设计图了，至少上面是这么说的。,45040,45040,"23,6",504,0,0,0,0,1,100,
50401,通用图灵解析仪,5,一次试图将图灵设想实现的尝试，虽然设计中很理想，可使用起来问题山积，分析速度和线程都受到很大的限制，不过总算可以开始进行解析了。,45041,45041,"23,6",504,1,5,60,0,2,95,
50402,通用图灵解析仪,5,一次试图将图灵设想实现的尝试，虽然设计中很理想，可使用起来问题山积，分析速度和线程都受到很大的限制，不过总算可以开始进行解析了。,45041,45041,"23,6",504,2,50,300,0,3,90,
50403,通用图灵解析仪,5,一次试图将图灵设想实现的尝试，虽然设计中很理想，可使用起来问题山积，分析速度和线程都受到很大的限制，不过总算可以开始进行解析了。,45041,45041,"23,6",504,3,100,1800,0,4,85,
50404,通用图灵解析仪,5,一次试图将图灵设想实现的尝试，虽然设计中很理想，可使用起来问题山积，分析速度和线程都受到很大的限制，不过总算可以开始进行解析了。,45041,45041,"23,6",504,4,150,3600,0,5,80,
50405,通用图灵解析仪,5,一次试图将图灵设想实现的尝试，虽然设计中很理想，可使用起来问题山积，分析速度和线程都受到很大的限制，不过总算可以开始进行解析了。,45041,45041,"23,6",504,5,200,7200,0,6,75,
50406,先进大型解析仪,5,新机器巨大的外壳内配备了高达96K的海量内存和高速处理器，解析速度和线程数都达到了新的境界，而且不断变幻的灯光也非常酷炫，可以说是解析仪中的独角兽了。,45042,45042,"23,7",504,6,250,14400,0,7,70,
50407,先进大型解析仪,5,新机器巨大的外壳内配备了高达96K的海量内存和高速处理器，解析速度和线程数都达到了新的境界，而且不断变幻的灯光也非常酷炫，可以说是解析仪中的独角兽了。,45042,45042,"23,7",504,7,350,28800,0,8,65,
50408,先进大型解析仪,5,新机器巨大的外壳内配备了高达96K的海量内存和高速处理器，解析速度和线程数都达到了新的境界，而且不断变幻的灯光也非常酷炫，可以说是解析仪中的独角兽了。,45042,45042,"23,7",504,8,450,43200,0,9,60,
50409,先进大型解析仪,5,新机器巨大的外壳内配备了高达96K的海量内存和高速处理器，解析速度和线程数都达到了新的境界，而且不断变幻的灯光也非常酷炫，可以说是解析仪中的独角兽了。,45042,45042,"23,7",504,9,600,64800,0,10,55,
50410,未来解析终端,5,运算速度再快的计算机，也比不上人类的精密大脑，将两者的优势相结合，解析速度就会快得吓人，咦，怎么解析卡住了... 快去看看是不是又睡着了！,45043,45043,"23,2",504,10,800,86400,0,10,25,
60001,格纳库地板,6,格纳库地板,40052,40052,"2,2",0,1,0,0,0,,,
60002,格纳库墙纸,6,格纳库墙纸,40053,40053,"2,2",0,1,0,0,0,,,
60003,格纳库灯左,6,格纳库灯左,40054,40054,"16,2",0,1,0,0,0,,,
60005,格纳库沙堆,6,格纳库沙堆,40056,40056,"16,13",0,1,0,0,0,,,
60100,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46010,46010,"2,2",601,0,0,0,0,100,,
60101,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46011,46011,"2,2",601,1,5,60,0,210,,
60102,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46011,46011,"2,2",601,2,50,300,0,320,,
60103,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46011,46011,"2,2",601,3,100,1800,0,430,,
60104,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46011,46011,"2,2",601,4,150,3600,0,540,,
60105,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46011,46011,"2,2",601,5,200,7200,0,650,,
60106,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46012,46012,"2,2",601,6,250,14400,0,760,,
60107,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46012,46012,"2,2",601,7,350,28800,0,870,,
60108,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46012,46012,"2,2",601,8,450,43200,0,980,,
60109,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46012,46012,"2,2",601,9,600,64800,0,1090,,
60110,库房,6,通过AI进行管理的芯片存储空间，在调节温湿度避免电路被腐蚀的同时，还能够自动将芯片组合成规则的形状堆叠摆放，以追求空间利用率的最大化。,46013,46013,"2,2",601,10,800,86400,0,1200,,
60200,简易维修设备,6,基础单人维修设备，虽然看起来用途可疑，但是意外地真的可以维修受损的重型部队人形，更神奇的是人形们出来都变得毛茸茸的，身上还有柔顺剂的香味。,46030,46030,"7,11",602,0,0,0,0,1,,
60201,小型维修设备,6,可以同时维修两个重型部队的人形，并且同时更新了进排水系统和供电系统，不然可能会全格纳库大水灾。幸运的是旁边的靶场有现成的沙包可以挡水。,46031,46031,"7,11",602,1,5,60,0,2,,
