id,type,unlock_lv,unlock_ids,unlock_label,count,prize_id,title,content,unlock_course,new_type,grade_id,sort,condition,new_unlock_ids
330,special_develop_equip,,,,5,11138,工厂任务：装备重建,通过“工厂-装备制造”完成5次装备重型制造,,1,24,177,,
331,special_develop_equip,,,,10,11139,工厂任务：装备重建,通过“工厂-装备制造”完成10次装备重型制造,,1,25,182,,
332,different_fairy,,,,3,11140,妖精：获取妖精,收集3种不同的妖精,,1,25,183,,
333,different_fairy,,,,5,11141,妖精：获取妖精,收集5种不同的妖精,,1,26,192,,
334,different_fairy,,,,10,11142,妖精：获取妖精,收集10种不同的妖精,,1,27,200,,
335,c_fairy_level,,,,1,11143,妖精：妖精训练,通过“作战或赠送作战报告书”将1个妖精升至10级,,1,23,174,10,
336,c_fairy_level,,,,1,11144,妖精：妖精训练,通过“作战或赠送作战报告书”将1个妖精升至30级,,1,24,178,30,
337,c_fairy_level,,,,1,11145,妖精：妖精训练,通过“作战或赠送作战报告书”将1个妖精升至70级,,1,25,184,70,
338,c_fairy_level,,,,1,11146,妖精：妖精训练,通过“作战或赠送作战报告书”将1个妖精升至90级,,1,26,193,90,
339,c_fairy_level,,,,2,11147,妖精：妖精训练,通过“作战或赠送作战报告书”将2个妖精升至70级,,1,26,194,70,
340,c_fairy_level,,,,2,11148,妖精：妖精训练,通过“作战或赠送作战报告书”将2个妖精升至100级,,1,27,201,100,
341,eat_fairy,,,,1,11149,妖精：妖精强化,通过“研发-妖精强化”完成1次妖精强化,"86,87,88",1,25,185,,
342,c_fairy_rank,,,,1,11150,妖精：妖精升星,通过“研发-妖精强化”将1个妖精升至2星,,1,25,186,2,
343,c_fairy_rank,,,,1,11151,妖精：妖精升星,通过“研发-妖精强化”将1个妖精升至3星,,1,26,195,3,
344,c_fairy_rank,,,,1,11152,妖精：妖精升星,通过“研发-妖精强化”将1个妖精升至4星,,1,27,202,4,
345,c_fairy_rank,,,,2,11153,妖精：妖精升星,通过“研发-妖精强化”将2个妖精升至2星,,1,26,196,2,
346,c_fairy_rank,,,,2,11154,妖精：妖精升星,通过“研发-妖精强化”将2个妖精升至3星,,1,27,203,3,
347,adjust_fairy,,,,1,11155,妖精：妖精校准,通过“研发-妖精校准”完成1次妖精校准,"86,87,88",1,24,179,,
348,adjust_fairy,,,,10,11156,妖精：妖精校准,通过“研发-妖精校准”完成10次妖精校准,"86,87,88",1,26,197,,
349,c_fairy_skill_level,,,,1,11157,妖精：妖精技能,通过“研发-技能训练”将1个妖精技能升至5级（除原型妖精）,,1,25,187,5,
350,c_fairy_skill_level,,,,1,11158,妖精：妖精技能,通过“研发-技能训练”将1个妖精技能升至10级（除原型妖精）,,1,26,198,10,
351,c_fairy_skill_level,,,,2,11159,妖精：妖精技能,通过“研发-技能训练”将2个妖精技能升至10级（除原型妖精）,,1,27,204,10,
352,c_establish_up,,,,3,11160,妖精：妖精设施,在“妖精小屋”将山间要塞升至3级,,1,24,180,301,
353,c_establish_up,,,,6,11161,妖精：妖精设施,在“妖精小屋”将山间要塞升至6级,,1,26,188,301,
354,c_establish_up,,,,10,11162,妖精：妖精设施,在“妖精小屋”将妖精大厅升至10级,,1,27,199,301,
355,squad_base_data_analyse,,,,20,11163,重装部队：原始样本,在“情报中心-记录仪”使用原始样本进行20次抽样分析,,1,30,226,,
356,squad_senior_data_analyse,,,,5,11164,重装部队：纯净样本,在“情报中心-记录仪”使用纯净样本进行5次抽样分析,,1,30,227,,
357,c_squad_rank,,,,1,11165,重装部队：晋升,将1个重装晋升至3星,,1,31,241,3,
358,c_squad_rank,,,,1,11166,重装部队：晋升,将1个重装晋升至4星,,1,32,253,4,
359,write_squad_report,,,,1,11167,重装部队：特种作战报告书,在“资料室-办公桌”撰写1次特种作战报告书,,1,29,212,,
360,exchange_squad_report,,,,1,11168,重装部队：特种作战报告书,在“前进营地-机密商店”兑换1次特种作战报告书,,1,30,228,,
361,c_squad_level,,,,1,11169,重装部队：等级训练,通过“格纳库-训练场”将1个重装部队等级升至30级,,1,30,229,30,
362,c_squad_level,,,,1,11170,重装部队：等级训练,通过“格纳库-训练场”将1个重装部队等级升至50级,,1,31,242,50,
363,c_squad_level,,,,1,11171,重装部队：等级训练,通过“格纳库-训练场”将1个重装部队等级升至70级,,1,32,254,70,
364,c_squad_allskills_level,,,,1,11172,重装部队：技能训练,通过“格纳库-训练场”将1个重装部队的总技能等级升至6级,,1,30,230,6,
365,c_squad_allskills_level,,,,1,11173,重装部队：技能训练,通过“格纳库-训练场”将1个重装部队的总技能等级升至15级,,1,31,243,15,
366,c_squad_allskills_level,,,,1,11174,重装部队：技能训练,通过“格纳库-训练场”将1个重装部队的总技能等级升至24级,,1,32,255,24,
367,c_squad_allskills_level,,,,1,11175,重装部队：技能训练,通过“格纳库-训练场”将1个重装部队的总技能等级升至30级,,1,33,267,30,
368,c_squad_chip_level,,,,1,11176,重装部队：芯片强化,将1个重装芯片升至5级,,1,30,231,5,
369,c_squad_chip_level,,,,3,11177,重装部队：芯片强化,将3个重装芯片升至5级,,1,31,244,5,
370,c_squad_chip_level,,,,6,11178,重装部队：芯片强化,将6个重装芯片升至10级,,1,32,256,10,
371,c_squad_chip_level,,,,6,11179,重装部队：芯片强化,将6个重装芯片升至20级,,1,33,268,20,
372,squad_get_chip,,,,20,11180,重装部队：芯片,累计获取20个芯片,,1,30,232,,
373,c_establish_up,,,,1,11181,重装部队：库房,在“格纳库”将库房升至1级,,1,29,213,601,
374,c_establish_up,,,,3,11182,重装部队：库房,在“格纳库”将库房升至3级,,1,30,233,601,
375,c_establish_up,,,,6,11183,重装部队：库房,在“格纳库”将库房升至6级,,1,32,245,601,
376,c_establish_up,,,,10,11184,重装部队：库房,在“格纳库”将库房升至10级,,1,33,257,601,
377,c_establish_up,,,,1,11185,重装部队：维修设备,在“格纳库”将维修设施升至1级,,1,29,214,602,
378,c_establish_up,,,,2,11186,重装部队：维修设备,在“格纳库”将维修设施升至2级,,1,30,234,602,
381,c_establish_up,,,,1,11187,重装部队：训练场,在“格纳库”将训练场升至1级,,1,29,215,603,
382,c_establish_up,,,,3,11188,重装部队：训练场,在“格纳库”将训练场升至3级,,1,30,235,603,
383,c_establish_up,,,,6,11189,重装部队：训练场,在“格纳库”将训练场升至6级,,1,32,247,603,
384,c_establish_up,,,,10,11190,重装部队：训练场,在“格纳库”将训练场升至10级,,1,33,259,603,
385,c_establish_up,,,,1,11191,重装部队：简报台,在“情报中心”将任务简报台升至1级,,1,29,216,502,
386,c_establish_up,,,,3,11192,重装部队：简报台,在“情报中心”将任务简报台升至3级,,1,30,236,502,
387,c_establish_up,,,,6,11193,重装部队：简报台,在“情报中心”将任务简报台升至6级,,1,32,248,502,
388,c_establish_up,,,,10,11194,重装部队：简报台,在“情报中心”将任务简报台升至10级,,1,33,260,502,
389,c_establish_up,,,,1,11195,重装部队：监听站,在“情报中心”将监听站升至1级,,1,29,217,501,
390,c_establish_up,,,,3,11196,重装部队：监听站,在“情报中心”将监听站升至3级,,1,30,237,501,
391,c_establish_up,,,,6,11197,重装部队：监听站,在“情报中心”将监听站升至6级,,1,32,249,501,
392,c_establish_up,,,,10,11198,重装部队：监听站,在“情报中心”将监听站升至10级,,1,33,261,501,
393,c_establish_up,,,,1,11199,重装部队：记录仪,在“情报中心”将记录仪升至1级,,1,29,218,503,
394,c_establish_up,,,,3,11200,重装部队：记录仪,在“情报中心”将记录仪升至3级,,1,30,238,503,
395,c_establish_up,,,,6,11201,重装部队：记录仪,在“情报中心”将记录仪升至6级,,1,32,250,503,
396,c_establish_up,,,,10,11202,重装部队：记录仪,在“情报中心”将记录仪升至10级,,1,33,262,503,
397,c_establish_up,,,,1,11203,重装部队：解析仪,在“情报中心”将解析仪升至1级,,1,29,219,504,
398,c_establish_up,,,,3,11204,重装部队：解析仪,在“情报中心”将解析仪升至3级,,1,30,239,504,
399,c_establish_up,,,,6,11205,重装部队：解析仪,在“情报中心”将解析仪升至6级,,1,32,251,504,
400,c_establish_up,,,,10,11206,重装部队：解析仪,在“情报中心”将解析仪升至10级,,1,33,263,504,
401,c_establish_up,,,,1,11207,收归行动：反应堆,在“协议控制中心”将反应堆升至1级,,1,35,278,901,
402,c_establish_up,,,,3,11208,收归行动：反应堆,在“协议控制中心”将反应堆升至3级,,1,36,283,901,
403,c_establish_up,,,,6,11209,收归行动：反应堆,在“协议控制中心”将反应堆升至6级,,1,38,296,901,
404,c_establish_up,,,,10,11210,收归行动：反应堆,在“协议控制中心”将反应堆升至10级,,1,39,306,901,
405,sangvis_daily_retrieval,,,,10,11211,收归行动：常规回收,在“收归行动”中完成10次常规回收,134,1,36,284,,
406,sangvis_daily_retrieval,,,,20,11212,收归行动：常规回收,在“收归行动”中完成20次常规回收,134,1,37,297,,
407,sangvis_exercise_exp,,,,5,11213,融合演习：防卫构思集训,在“模拟作战-融合演习”完成5次防卫构思集训,134,1,36,285,,
408,sangvis_getexp,,,,3,11214,融合势力：突击成长,通过突击成长存储碟提升3次融合势力经验值,134,1,36,286,,
409,c_sangvis_level,,,,1,11215,融合势力：等级提升,通过“作战或赠送突击成长存储碟”将1个融合势力单位升至30级,134,1,35,279,30,
410,c_sangvis_level,,,,1,11216,融合势力：等级提升,通过“作战或赠送突击成长存储碟”将1个融合势力单位升至70级,134,1,36,287,70,
411,c_sangvis_level,,,,1,11217,融合势力：等级提升,通过“作战或赠送突击成长存储碟”将1个融合势力单位升至90级,134,1,37,298,90,
412,c_sangvis_level,,,,2,11218,融合势力：等级提升,通过“作战或赠送突击成长存储碟”将2个融合势力单位升至90级,134,1,38,307,90,
413,c_sangvis_level,,,,4,11219,融合势力：等级提升,通过“作战或赠送突击成长存储碟”将4个融合势力单位升至30级,134,1,36,288,30,
414,c_sangvis_level,,,,4,11220,融合势力：等级提升,通过“作战或赠送突击成长存储碟”将4个融合势力单位升至50级,134,1,37,299,50,
415,c_sangvis_level,,,,6,11221,融合势力：等级提升,通过“作战或赠送突击成长存储碟”将6个融合势力单位升至70级,134,1,38,308,70,
416,c_sangvis_level,,,,6,11222,融合势力：等级提升,通过“作战或赠送突击成长存储碟”将6个融合势力单位升至100级,134,1,39,314,100,
417,sangvis_exercise_star,,,,5,11223,融合演习：开发调节操练,在“模拟作战-融合演习”完成5次开发调节操练,134,1,36,289,,
418,c_sangvis_advance,,,,1,11224,融合势力：以太开发,通过“工厂-开发”将1个融合势力单位开发至4星,134,1,36,290,4,
419,c_sangvis_advance,,,,1,11225,融合势力：以太开发,通过“工厂-开发”将1个融合势力单位开发至5星,134,1,37,300,5,
420,c_sangvis_advance,,,,2,11226,融合势力：以太开发,通过“工厂-开发”将2个融合势力单位开发至5星,134,1,38,309,5,
421,c_sangvis_advance,,,,6,11227,融合势力：以太开发,通过“工厂-开发”将6个融合势力单位开发至5星,134,1,39,315,5,
422,sangvis_resolution,,,,4,11228,融合势力：峰值解析,通过“工厂-开发”完成4次融合势力单位解析提升,134,1,37,301,,
423,sangvis_resolution,,,,8,11229,融合势力：峰值解析,通过“工厂-开发”完成8次融合势力单位解析提升,134,1,38,310,,
424,sangvis_exercise_analysis,,,,5,11230,融合演习：解密算法练习,在“模拟作战-融合演习”完成5次解密算法练习,134,1,36,291,,
425,sangvis_skillpractic,,,,3,11231,融合势力：技能训练,通过“研发-技能训练”完成3次融合势力技能升级,134,1,36,292,,
426,sangvis_skillpractic,,,,10,11232,融合势力：技能训练,通过“研发-技能训练”完成10次融合势力技能升级,134,1,37,302,,
427,sangvis_skillpractic,,,,20,11233,融合势力：技能训练,通过“研发-技能训练”完成20次融合势力技能升级,134,1,38,311,,
428,sangvis_skillpractic,,,,40,11234,融合势力：技能训练,通过“研发-技能训练”完成40次融合势力技能升级,134,1,39,316,,
429,c_establish_up,,,,1,11235,融合势力：芯片研发台,在“协议控制中心”将芯片研发台升至1级,,1,36,293,902,
430,c_establish_up,,,,3,11236,融合势力：芯片研发台,在“协议控制中心”将芯片研发台升至3级,,1,38,312,902,
431,c_establish_up,,,,5,11237,融合势力：芯片研发台,在“协议控制中心”将芯片研发台升至5级,,1,39,317,902,
432,different_sangvis_chip,,,,1,11238,融合势力：战术芯片,在“协议控制中心-战术芯片研发台”解锁1种融合势力芯片,,1,36,294,,
433,different_sangvis_chip,,,,3,11239,融合势力：战术芯片,在“协议控制中心-战术芯片研发台”解锁3种融合势力芯片,,1,37,303,,
434,different_sangvis_chip,,,,5,11240,融合势力：战术芯片,在“协议控制中心-战术芯片研发台”解锁5种融合势力芯片,,1,38,313,,
435,different_sangvis_chip,,,,9,11241,融合势力：战术芯片,在“协议控制中心-战术芯片研发台”解锁9种融合势力芯片,,1,39,318,,
436,complete_normal_mission,,,,6,11242,关卡挑战：普通关卡,累计完成6个普通关卡,,1,41,321,,
437,complete_normal_mission,,,,18,11243,关卡挑战：普通关卡,累计完成18个普通关卡,,1,42,327,,
438,complete_normal_mission,,,,30,11244,关卡挑战：普通关卡,累计完成30个普通关卡,,1,43,333,,
439,complete_normal_mission,,,,42,11245,关卡挑战：普通关卡,累计完成42个普通关卡,,1,44,341,,
440,complete_normal_mission,,,,60,11246,关卡挑战：普通关卡,累计完成60个普通关卡,,1,45,350,,
441,complete_emergency_mission,,,,4,11247,关卡挑战：紧急关卡,累计完成4个紧急关卡,,1,41,322,,
442,complete_emergency_mission,,,,12,11248,关卡挑战：紧急关卡,累计完成12个紧急关卡,,1,42,328,,
443,complete_emergency_mission,,,,20,11249,关卡挑战：紧急关卡,累计完成20个紧急关卡,,1,43,334,,
444,complete_emergency_mission,,,,28,11250,关卡挑战：紧急关卡,累计完成28个紧急关卡,,1,44,342,,
445,complete_emergency_mission,,,,40,11251,关卡挑战：紧急关卡,累计完成40个紧急关卡,,1,45,351,,
446,complete_night_mission,,,,4,11252,关卡挑战：夜战关卡,累计完成4个夜战关卡,,1,42,329,,
447,complete_night_mission,,,,12,11253,关卡挑战：夜战关卡,累计完成12个夜战关卡,,1,43,335,,
448,complete_night_mission,,,,20,11254,关卡挑战：夜战关卡,累计完成20个夜战关卡,,1,44,343,,
449,complete_night_mission,,,,28,11255,关卡挑战：夜战关卡,累计完成28个夜战关卡,,1,45,352,,
450,participate_theater,,,,1,11256,战区：战区挑战,参与1次战区,,1,45,353,,
451,complete_campaign,,,,1,11257,关卡挑战：常驻活动,累计完成1次常驻活动关卡,,1,43,336,,
452,complete_campaign,,,,5,11258,关卡挑战：常驻活动,累计完成5次常驻活动关卡,,1,44,344,,
453,elite_medal,,,,1,11259,关卡挑战：格里芬精英,获取1个大型活动精英勋章（可在大型限时活动的最高难度中获取）,,1,45,354,,
454,operation,,,,10,11260,战役任务：后勤支援,累计完成10次后勤支援,,1,49,361,,
455,operation,,,,50,11261,战役任务：后勤支援,累计完成50次后勤支援,,1,51,368,,
459,auto_mission,,,,4,11262,战役任务：自律作战,累计完成4次自律作战,,1,49,362,,
460,auto_mission,,,,20,11263,战役任务：自律作战,累计完成20次自律作战,,1,51,369,,
464,explore_has_time,,,,30,11264,探索：累计探索,累计完成30小时前进营地探索,,1,50,374,,
465,explore_has_time,,,,100,11265,探索：累计探索,累计完成100小时前进营地探索,,1,51,379,,
467,c_establish_up,,,,2,11266,资料室：设施升级,在“资料室”将办公桌升至2级,,1,48,370,201,
468,c_establish_up,,,,5,11267,资料室：设施升级,在“资料室”将办公桌升至5级,,1,50,375,201,
470,c_establish_up,,,,10,11268,资料室：设施升级,在“资料室”将办公桌升至10级,,1,51,385,201,
471,write_report,,,,1,11269,资料室：撰写报告书,在“资料室-办公桌”撰写1次作战报告书,,1,48,371,,
472,write_report,,,,10,11270,资料室：撰写报告书,在“资料室-办公桌”撰写10次作战报告书,,1,50,376,,
473,write_report,,,,20,11271,资料室：撰写报告书,在“资料室-办公桌”撰写20次作战报告书,,1,51,381,,
475,friend_visit,,,,20,11272,宿舍：参观宿舍,参观20次其他玩家宿舍,,1,55,397,,
476,friend_visit,,,,50,11273,宿舍：参观宿舍,参观50次其他玩家宿舍,,1,57,402,,
479,from_friend_build_coin,,,,1,11274,好友：领取好友电池,领取1次其他玩家电池,,1,53,394,,
480,from_friend_build_coin,,,,10,11275,好友：领取好友电池,领取10次其他玩家电池,,1,55,398,,
481,from_friend_build_coin,,,,30,11276,好友：领取好友电池,领取30次其他玩家电池,,1,57,403,,
484,friend_praise,,,,20,11277,好友：点赞好友宿舍,点赞其他玩家宿舍20次,,1,55,399,,
485,friend_praise,,,,50,11278,好友：点赞好友宿舍,点赞其他玩家宿舍50次,,1,57,404,,
489,friend_apply,,,,10,11279,好友：申请好友,申请10次好友,,1,56,405,,
490,minigame_count,,,,1,11280,娱乐：小游戏,在“咖啡厅-拉弗伯雷兵棋”完成1次拉弗伯雷兵棋,,1,54,401,,
491,minigame_count,,,,5,11281,娱乐：小游戏,在“咖啡厅-拉弗伯雷兵棋”完成5次拉弗伯雷兵棋,,1,56,406,,
492,gasha_count,,,,10,11282,宿舍：采购,完成10次采购,,1,60,419,,
493,gasha_count,,,,20,11283,宿舍：采购,完成20次采购,,1,62,422,,
495,dorm_comfort,,,,2500,11284,宿舍：舒适度,将宿舍总舒适度提升至2500,,1,60,423,,
497,dorm_comfort,,,,10000,11285,宿舍：舒适度,将宿舍总舒适度提升至10000,,1,63,436,,
503,coffeeshop_comic,,,,1,11286,咖啡厅：四格漫画,在“咖啡厅-漫画柜”解锁1个四格漫画,,1,61,432,,
504,coffeeshop_pv,,,,1,11287,咖啡厅：活动PV,在“咖啡厅-放映机”解锁1个活动PV,,1,61,433,,
505,costume_memoris,,,,1,11288,咖啡厅：装扮回忆,在“咖啡厅”查看1次人形装扮回忆,,1,63,438,,
506,adopt_pet,,,,1,11289,救助站：收养宠物,在“救助站”收养1个宠物,,1,60,418,,
507,adopt_pet,,,,4,11290,救助站：收养宠物,在“救助站”收养4个不同宠物,,1,61,425,,
508,open_gift,,,,1,11291,宿舍：赠送礼物,完成15次赠送礼物,,1,62,426,,
509,favor100_gun,,,,1,11292,好感度：特别好感,通过“作战或赠送礼物”将1个人形的好感提升至100,,1,62,427,,
510,soul_bond_gun,,,,1,11293,好感度：人形誓约,进行1次人形誓约,,1,62,428,,
511,different_skin,,,,1,11294,宿舍：赠送装扮,通过送礼解锁1个人形装扮,,1,63,439,,
512,c_tutorial_mission,,,,1,11295,战术人形：初级考核,完成晋升关卡，需要通过合围占领机场获取足够的行动点。,,1,2,14,10934,-1
513,c_tutorial_mission,,,,1,11296,战术人形：进阶初级考核,完成晋升关卡，需要学会如何观察敌人并熟悉不同枪种的特点。,,1,5,55,10935,-1
514,c_tutorial_mission,,,,1,11297,战术人形：中级考核,完成晋升关卡，需要对不同枪种的特点拥有深入了解。,,1,8,92,10936,-1
515,c_tutorial_mission,,,,1,11298,战术人形：进阶中级考核,完成晋升关卡，一次对指挥官能力的全方位综合考核。,,1,11,104,10937,-1
516,c_tutorial_mission,,,,1,11299,战术人形：最终考核,完成晋升关卡，需要使用精锐人形并充分了解地图机制、枪种优势、敌方信息才可通过。,,1,14,120,10938,-1
517,c_tutorial_mission,,,,1,11300,战术人形：熟悉枪种,完成教学关卡，熟悉不同枪种适应的战斗场景。,,1,5,56,11000,
518,c_tutorial_mission,,,,1,11301,战术人形：进一步熟悉枪种,完成教学关卡，进一步熟悉不同枪种适应的战斗场景。,,1,8,93,10909,
519,c_tutorial_mission,,,,1,11302,夜战：初级考核,完成晋升关卡，需要了解雷达点和夜战装备的作用。,,1,17,136,10939,-1
520,c_tutorial_mission,,,,1,11303,夜战：中级考核,完成晋升关卡，根据不同的敌人类型选择合适的装备。,,1,19,156,10940,-1
521,c_tutorial_mission,,,,1,11304,夜战：最终考核,完成晋升关卡，需要装配精良装备并充分了解夜战机制、装备特性才能通过的最终考核。,,1,21,167,10941,-1
522,c_tutorial_mission,,,,1,11305,夜战：夜战装备,完成教学关卡，了解装备在作战中的作用。,,1,17,137,10913,
523,c_tutorial_mission,,,,1,11306,夜战：夜战视野,完成教学关卡，了解夜战的视野机制。,,1,17,138,10914,522
524,c_tutorial_mission,,,,1,11307,妖精：初级考核,完成晋升关卡，需要合理运用战斗妖精增强梯队的作战能力。,,1,23,175,10942,-1
525,c_tutorial_mission,,,,1,11308,妖精：中级考核,完成晋升关卡，需要合理运用策略妖精改变战场局势。,,1,25,189,10943,-1
526,c_tutorial_mission,,,,1,11309,妖精：最终考核,完成晋升关卡，需要高等级妖精的属性加成并合理运用妖精技能才能通过的最终考核。,,1,27,205,10944,-1
527,c_tutorial_mission,,,,1,11310,妖精：战斗妖精体验,完成教学关卡，了解战斗妖精在作战中的作用。,,1,23,176,10925,
528,c_tutorial_mission,,,,1,11311,妖精：策略妖精体验,完成教学关卡，了解策略妖精在战场中的作用。,,1,25,190,10926,
529,c_tutorial_mission,,,,1,11312,重装部队：初级考核,完成晋升关卡，运用重装部队破坏战场设施改变战场局势。,,1,29,220,10945,-1
530,c_tutorial_mission,,,,1,11313,重装部队：中级考核,完成晋升关卡，运用重装部队打败拥有力场盾的敌人。,,1,31,252,10946,-1
531,c_tutorial_mission,,,,1,11314,重装部队：最终考核,完成晋升关卡，需要高等级重装部队击败强敌才能通过的最终考核。,,1,33,269,10947,-1
532,c_tutorial_mission,,,,1,11315,重装部队：破坏设施,完成教学关卡，了解如何使用重装部队破坏战场设施。,,1,29,221,10928,
533,c_tutorial_mission,,,,1,11316,重装部队：破坏力场盾,完成教学关卡，了解如何使用重装部队击败带有力场盾的敌人。,,1,30,240,10923,
534,c_tutorial_mission,,,,1,11317,融合势力：实战演练,完成教学关卡，了解融合势力梯队与格里芬人形梯队的不同之处。,,1,35,280,11001,
535,c_tutorial_mission,,,,1,11318,融合势力：中级考核,完成晋升关卡，仅能使用融合势力进行作战的考核关卡。,,1,37,304,10948,-1
536,c_tutorial_mission,,,,1,11319,融合势力：最终考核,完成晋升关卡，需要高等级融合势力单位才能完成作战的最终考核。,,1,39,319,10949,-1
537,c_tutorial_mission,,,,1,11320,地图机制：包围占领,完成教学关卡，学会使用包围占领来占领路径点。,,1,41,323,10915,
538,c_tutorial_mission,,,,1,11321,地图机制：换位,完成教学关卡，学会使用换位机制移动人形位置。,,1,41,324,10911,537
539,c_tutorial_mission,,,,1,11322,特殊路径点：随机点,完成教学关卡，了解随机点的机制。,,1,41,325,10910,537
540,c_tutorial_mission,,,,1,11323,特殊路径点：单行线,完成教学关卡，了解单行线的机制。,,1,42,330,10907,
541,c_tutorial_mission,,,,1,11324,地图机制：查看敌人行动逻辑,完成教学关卡，学会如何查看敌人的行动逻辑。,,1,42,331,10922,
542,c_tutorial_mission,,,,1,11325,特殊路径点：限时机场,完成教学关卡，了解限时机场的机制。,,1,43,337,10912,
543,c_tutorial_mission,,,,1,11326,特殊路径点：补给点,完成教学关卡，了解补给点的机制。,,1,43,338,10908,
544,c_tutorial_mission,,,,1,11327,特殊路径点：特殊触发点,完成教学关卡，了解特殊触发点的机制。,,1,43,339,10920,
545,c_tutorial_mission,,,,1,11328,胜利条件：维持补给线,完成教学关卡，了解如何通过维持补给线获胜。,,1,44,345,10918,
546,c_tutorial_mission,,,,1,11329,胜利条件：救援人质,完成教学关卡，了解如何通过救援人质获胜。,,1,44,346,10919,
547,c_tutorial_mission,,,,1,11330,设施：防空阵地,完成教学关卡，了解防空阵地的机制。,,1,44,347,10927,
548,c_tutorial_mission,,,,1,11331,设施：控制台&防御门,完成教学关卡，了解控制台&防御门的机制。,,1,44,348,10929,
549,c_tutorial_mission,,,,1,11332,地图机制：多层地图,完成教学关卡，了解如何切换多层地图。,,1,45,355,10924,
550,c_tutorial_mission,,,,1,11333,设施：弃置歌利亚&乱石堆,完成教学关卡，了解弃置歌利亚&乱石堆的机制。,,1,45,356,10930,
551,c_tutorial_mission,,,,1,11334,设施：变电站&EMP&EMP手雷,完成教学关卡，了解变电站&EMP&EMP手雷的机制。,,1,45,357,10931,
552,c_tutorial_mission,,,,1,11335,设施：传送门,完成教学关卡，了解传送门的机制。,,1,45,358,10932,
553,c_gun_level,,,,5,11336,战术人形：人形训练,通过“作战或赠送作战报告书”将5个人形升至100级,,1,12,100,100,
