id,reward_gun_pool,equip_s_probability,draw_event_s_id,enemy_leader,if_stay,correction_belong,correction_turn,limit_guns,limit_equips,ai,ai_content,enemy_type_display,use_building,use_building_skill,team_confrontfun_pic,team_confrontfun_des,effect_ext,targettrain_cancollect,fight_type,type_coef
1139,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79,86",0,900036,0,,,,86,0,,,,,,,0,1,0,
1140,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10015,0,,,,,0,,,,,,,0,1,0,
1141,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10015,0,,,,,0,,,,,,,0,1,0,
1142,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10016,0,,,,,0,,,,,,,0,1,0,
1143,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10015,0,,,,,0,,,,,,,0,1,0,
1144,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10016,0,,,,,0,,,,,,,0,1,0,
1145,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10015,0,,,,,0,,,,,,,0,1,0,
1146,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",0,900063,0,,,,,0,,,,,,,0,1,0,
1147,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10015,0,,,,,0,,,,,,,0,1,0,
1148,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10016,0,,,,,0,,,,,,,0,1,0,
1149,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10005,0,,,,,0,,,,,,,0,1,0,
1150,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10018,0,,,,,0,,,,,,,0,1,0,
1151,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10016,0,,,,,0,,,,,,,0,1,0,
1152,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10018,0,,,,,0,,,,,,,0,1,0,
1153,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10016,0,,,,,0,,,,,,,0,1,0,
1154,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",0,900064,0,,,,,0,,,,,,,0,1,0,
1155,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1156,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1157,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,0",,0,10015,0,,,,,0,,,,,,,0,1,0,
1158,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,0",,0,10018,0,,,,,0,,,,,,,0,1,0,
1159,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,11,14,27,32,34,37,58,61,0",,0,10016,0,,,,,0,,,,,,,0,1,0,
1160,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,11,14,27,32,34,37,58,61,0",,0,10015,0,,,,,0,,,,,,,0,1,0,
1161,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,11,14,27,32,34,37,58,61,84,113,120,99,101,118,117",,0,10005,0,,,"84,113,116,117,120",,0,,,,,,,0,1,0,
1162,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,11,14,27,32,34,37,58,61,84,113,120,99,101,118,117",,0,900065,0,,,"84,113,116,117,120",,0,,,,,,,0,1,0,
1163,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,0",,0,10018,0,,,,,0,,,,,,,0,1,0,
1164,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,0",,0,10015,0,,,,,0,,,,,,,0,1,0,
1165,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,0",,0,10004,0,,,,,0,,,,,,,0,1,0,
1166,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1167,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,18,32,12,37,58,70,80,86,0",,0,10016,0,,,,,0,,,,,,,0,1,0,
1168,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,18,32,12,37,58,70,80,86,0",,0,10016,0,,,,,0,,,,,,,0,1,0,
1169,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,18,32,12,37,58,70,80,86,0",,0,10007,0,,,,,0,,,,,,,0,1,0,
1170,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,18,32,12,37,58,70,80,86,0",,0,900032,0,,,,,0,,,,,,,0,1,0,
1171,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,18,32,12,37,58,70,80,86,116,113,84,120,117,0",,0,900068,0,,,"84,113,116,117,120",,0,,,,,,,0,1,0,
1172,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,18,32,12,37,58,70,80,86,116,113,84,120,117,0",,0,900067,0,,,"84,113,116,117,120",,0,,,,,,,0,1,0,
1173,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,18,32,12,37,58,70,80,86,116,113,84,120,117,0",,0,900069,0,,,"84,113,116,117,120",,0,,,,,,,0,1,0,
1174,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,18,32,12,37,58,70,80,86,116,113,84,120,100,42,75,117",,0,900066,0,,,"84,113,116,117,120",,0,,,,,,,0,1,0,
1175,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10004,0,,,,,0,,,,,,,0,1,0,
1176,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10004,0,,,,,0,,,,,,,0,1,0,
1177,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1178,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10007,0,,,,,0,,,,,,,0,1,0,
1179,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,39,60",,0,10017,1,,,,,0,,,,,,,0,1,0,
1180,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1181,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1182,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10004,0,,,,,0,,,,,,,0,1,0,
1183,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1184,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10012,0,,,,,0,,,,,,,0,1,0,
1185,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10004,0,,,,,0,,,,,,,0,1,0,
1186,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,36,78",,0,10012,1,,,,,0,,,,,,,0,1,0,
1187,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1188,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1189,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1190,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1191,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10007,0,,,,,0,,,,,,,0,1,0,
1192,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,69,75",,0,10012,1,,,,,0,,,,,,,0,1,0,
1193,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10004,0,,,,,0,,,,,,,0,1,0,
1194,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10003,0,,,,,0,,,,,,,0,1,0,
1195,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10004,0,,,,,0,,,,,,,0,1,0,
1196,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1197,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10012,0,,,,,0,,,,,,,0,1,0,
1198,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1199,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,103,66,88",,0,10012,1,,,,,0,,,,,,,0,1,0,
1200,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1201,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1202,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1204,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10012,0,,,,,0,,,,,,,0,1,0,
1205,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1206,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1207,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,101,42,118",,0,10008,1,,,,,0,,,,,,,0,1,0,
1208,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1209,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1210,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1211,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10012,1,,,,,0,,,,,,,0,1,0,
1212,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10004,1,,,,,0,,,,,,,0,1,0,
1213,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10008,1,,,,,0,,,,,,,0,1,0,
1214,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,36,72,78,169",,140,900070,1,,,169,,0,,,,,,,0,1,0,
1215,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,36,72,78,169",,140,900071,1,,,169,,0,,,,,,,0,1,0,
1216,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1217,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1218,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1219,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10012,0,,,,,0,,,,,,,0,1,0,
1220,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1221,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,101,42,88",,0,10012,1,,,,,0,,,,,,,0,1,0,
1222,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10004,0,,,,,0,,,,,,,0,1,0,
1223,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1224,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1225,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10007,0,,,,,0,,,,,,,0,1,0,
1226,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1227,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,103,39,60",,0,10012,1,,,,,0,,,,,,,0,1,0,
1228,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1229,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1230,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10007,0,,,,,0,,,,,,,0,1,0,
1231,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10012,0,,,,,0,,,,,,,0,1,0,
1232,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1233,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1234,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1235,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,101,36,118,75",,0,10008,1,,,,,0,,,,,,,0,1,0,
1236,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1237,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10007,0,,,,,0,,,,,,,0,1,0,
1238,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10002,0,,,,,0,,,,,,,0,1,0,
1239,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10007,0,,,,,0,,,,,,,0,1,0,
1240,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10002,1,,,,,0,,,,,,,0,1,0,
1241,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10012,1,,,,,0,,,,,,,0,1,0,
1242,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10008,1,,,,,0,,,,,,,0,1,0,
1243,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,103,69,85,53,169",,0,900072,1,,,169,,0,,,,,,,0,1,0,
1244,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,103,69,85,53,169",,0,900073,1,,,169,,0,,,,,,,0,1,0,
1245,,,0,10004,0,,,,,0,,,,,,,0,1,0,
1246,,,0,10004,0,,,,,0,,,,,,,0,1,0,
1247,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1248,,,0,10007,0,,,,,0,,,,,,,0,1,0,
1249,,,0,10017,0,,,,,0,,,,,,,0,1,0,
1250,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1251,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1252,,,0,10004,0,,,,,0,,,,,,,0,1,0,
1253,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1254,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1255,,,0,10004,0,,,,,0,,,,,,,0,1,0,
1256,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1257,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1258,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1259,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1260,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1261,,,0,10007,0,,,,,0,,,,,,,0,1,0,
1262,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1263,,,0,10004,0,,,,,0,,,,,,,0,1,0,
1264,,,0,10003,0,,,,,0,,,,,,,0,1,0,
1265,,,0,10004,0,,,,,0,,,,,,,0,1,0,
1266,,,0,10006,0,,,,,0,,,,,,,0,1,0,
1267,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1268,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1269,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1270,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1271,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1272,,,0,10006,0,,,,,0,,,,,,,0,1,0,
1274,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1275,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1276,,,0,10006,0,,,,,0,,,,,,,0,1,0,
1277,,,0,10008,0,,,,,0,,,,,,,0,1,0,
1278,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1279,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1280,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1281,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1282,,,0,10004,0,,,,,0,,,,,,,0,1,0,
1283,,,0,10008,0,,,,,0,,,,,,,0,1,0,
1284,,,0,900070,0,,,,,0,,,,,,,0,1,0,
1285,,,0,900071,0,,,,,0,,,,,,,0,1,0,
1286,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1287,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1288,,,0,10006,0,,,,,0,,,,,,,0,1,0,
1289,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1290,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1291,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1292,,,0,10004,0,,,,,0,,,,,,,0,1,0,
1293,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1294,,,0,10006,0,,,,,0,,,,,,,0,1,0,
1295,,,0,10007,0,,,,,0,,,,,,,0,1,0,
1296,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1297,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1298,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1299,,,0,10006,0,,,,,0,,,,,,,0,1,0,
1300,,,0,10007,0,,,,,0,,,,,,,0,1,0,
1301,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1302,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1303,,,0,10006,0,,,,,0,,,,,,,0,1,0,
1304,,,0,10005,0,,,,,0,,,,,,,0,1,0,
1305,,,0,10008,0,,,,,0,,,,,,,0,1,0,
1306,,,0,10006,0,,,,,0,,,,,,,0,1,0,
1307,,,0,10007,0,,,,,0,,,,,,,0,1,0,
1308,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1309,,,0,10007,0,,,,,0,,,,,,,0,1,0,
1310,,,0,10002,0,,,,,0,,,,,,,0,1,0,
1311,,,0,10012,0,,,,,0,,,,,,,0,1,0,
1312,,,0,10008,0,,,,,0,,,,,,,0,1,0,
1313,,,0,900072,0,,,,,0,,,,,,,0,1,0,
1314,,,0,900073,0,,,,,0,,,,,,,0,1,0,
1315,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10009,1,,,,,0,,,,,,,0,1,0,
1316,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10006,0,,,,,0,,,,,,,0,1,0,
1317,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10012,1,,,,,0,,,,,,,0,1,0,
1318,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10016,0,,,,,0,,,,,,,0,1,0,
1319,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,900026,0,,,,,0,,,,,,,0,1,0,
1320,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,900051,1,,,,,0,,,,,,,0,1,0,
1321,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10006,0,,,,,0,,,,,,,0,1,0,
1322,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10002,0,,,,,0,,,,,,,0,1,0,
1323,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10008,0,,,,,0,,,,,,,0,1,0,
1324,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10008,0,,,,,0,,,,,,,0,1,0,
1325,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,900026,1,,,,,0,,,,,,,0,1,0,
1326,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10018,0,,,,,0,,,,,,,0,1,0,
1327,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10009,1,,,,,0,,,,,,,0,1,0,
1328,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10007,0,,,,,0,,,,,,,0,1,0,
1329,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10007,1,,,,,0,,,,,,,0,1,0,
1330,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10004,0,,,,,0,,,,,,,0,1,0,
1331,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10017,0,,,,,0,,,,,,,0,1,0,
1332,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88,3,7,11,15,19,31,39,57,43,65,67,71,75,79,89,91",0,900060,0,,,,91,0,,,,,,,0,1,0,
1333,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,900025,0,,,,,0,,,,,,,0,1,0,
1334,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10011,0,,,,,0,,,,,,,0,1,0,
1335,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10009,0,,,,,0,,,,,,,0,1,0,
1336,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10012,0,,,,,0,,,,,,,0,1,0,
1337,,"1,5,9,13,17,29,37,55,63,69,73,77,87,2,6,10,14,18,30,38,56,42,64,70,74,78,88",0,10007,0,,,,,0,,,,,,,0,1,0,
1338,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,11,12,29,32,0",,0,10001,0,,,,,0,,,,,,,0,1,0,
1339,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10003,0,,,,,0,,,,,,,0,1,0,
1340,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,11,12,29,32,1,142",,174,10008,1,,,142,,0,,,,,,,0,1,0,
1341,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,8,27,22,58,70,34,37,101,66,175",,175,900075,1,,,175,,0,,,,,,,0,1,0,
1342,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,8,27,22,58,70,34,37,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
1343,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1344,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,8,27,22,58,70,34,37,175,0",,0,10007,0,,"1:5,2:5,3:5,4:5,5:5",175,,0,,,,,,,0,1,0,
1345,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,14,3,18,29,61,105,44,89,0",,0,10006,0,,,,,0,,,,,,,0,1,0,
1346,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,14,3,18,29,61,105,44,89,208,0",,0,10004,0,,,208,,0,,,,,,,0,1,0,
1347,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10005,0,,,,,0,,,,,,,0,1,0,
