id,defender,defender_upper,belong,hold_belong,mission_skill,battle_skill,condition,is_destroy,is_rebuild,draw_event,name,code,shifting_spot,shifting_team,battle_assist_range,performance_skill,show_info,working_special_spot,trigger_distance,active_mission_skill,inherent_mission_skill,type,is_focus,transition,belong_color,working_spot_activation,active_building_info,initial_state,pref_code,des,confront_des,squadinfoid,missionskill_on_death
381401,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,"1000100,381428",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381402,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,M1897零件,GunBox,"45,180","-30,0","0,0",,1,1210101,0,381401,"1210100,1210101",21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381403,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台,Console,"45,180","-30,0","0,0",,1,1010201,0,"381434,381435,381436,381437,381438",,7,-1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
381404,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,P90零件①,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381402,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381405,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,P90零件②,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381403,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381406,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,P90零件③,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381404,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381407,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,P90零件④,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381405,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381408,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,M249零件①,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381406,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381409,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,M249零件②,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381407,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381410,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,M249零件③,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381408,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381411,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,M249零件④,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381409,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381412,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,M249零件⑤,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381410,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381413,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,AUG零件①,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381411,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381414,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,AUG零件②,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381412,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381415,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,AUG零件③,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381413,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381416,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,AUG零件④,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381414,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381417,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,AUG零件⑤,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381415,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381418,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,AUG零件⑥,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381416,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381419,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,SVD零件①,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381417,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381420,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,SVD零件②,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381418,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381421,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,SVD零件③,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381419,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381422,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,SVD零件④,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381420,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381423,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,SVD零件⑤,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381421,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381424,99999,99999,3,1,0;0;0;2000021,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,SVD零件⑥,GunBox,"45,180","-30,0","0,0",,1,1010201,0,381422,1010201,21,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,零件收集起来后可以在工作台上拼凑起一支枪支。,本次战役中无法破坏该设施,0,
381501,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,1010201,0,"381501,381502",,7,-1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
381601,50,50,0,0,0;381601;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,1000100,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381602,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding_GunslingerGirl,"0,0","0,0","0,0",,0,381604,0,,"1000200,381602",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381603,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding_GunslingerGirl,"0,0","0,0","0,0",,0,381605,0,,"1000300,381603",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381604,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,1010200,0,,1000400,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381605,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,1010200,0,,"1000500,1000001",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381701,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381702,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381703,50,50,1,1,0;381701;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381704,50,50,1,1,0;381705;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381705,50,50,1,1,0;381706;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381706,50,50,1,1,0;381707;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381901,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding_GunslingerGirl,"0,0","0,0","0,0",,0,381904,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381902,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,"381902,381906",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381903,50,50,2,1,0;0;381905;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,381906,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381904,50,50,2,1,0;0;381904;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,381906,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381905,50,50,2,1,0;0;381904;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,381906,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381906,50,50,2,1,0;0;381905;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,381906,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381907,50,50,0,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,381903,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
381908,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,381901,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
382001,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,"382001,382002,382003,382004",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
382002,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,"382005,382006",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
382003,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,"382005,382006",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
382004,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,382006,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
382005,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,382006,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
382006,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,382001,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
382101,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,382101,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
382102,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,382102,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
390101,50,50,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台,Console,"40,150","-30,0","0,0",,0,,0,"390101,390102,390103,390104,390117,390121,390125,390129","1010100,9500001,1010101,1010201,1010301,1010401",7,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
390102,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,1000200,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
390103,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,1000300,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
390104,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,1000400,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
390105,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
390106,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,5,390133,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
390107,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,5,390135,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
390108,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,5,390137,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
390109,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,5,390139,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
410301,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,410301,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
410311,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,410311,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410312,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,410312,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
410313,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,410313,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410321,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,410321,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410322,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,410322,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410323,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,410323,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410341,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,410341,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410342,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,410342,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410343,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,410343,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410344,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,410344,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410351,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,410351,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410352,99999,99999,3,1,0;0;0;2000023,0;0;0;0,"0:0,1:0;0:0,1:0",0,0,0,传送节点,Portal1,"120,-30","-30,0","0,0",,1,410351,0,410353,410352,23,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,【标记】略,本次战役中无法破坏该设施,0,
410361,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,弃置歌利亚,Boomer,"45,130","-30,0","0,0",,1,410361,0,410363,410361,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410362,99999,99999,3,1,0;0;0;2000017,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,EMP手雷,Build_PortableEMP,"65,150","-30,0","0,0",,1,410362,0,410364,410362,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
410398,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:0",0,0,0,不稳定的传送门,Portal3,"60,-20","-30,0","0,0",,1,,0,,,5,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,【标记】略,本次战役中无法破坏该设施,0,
410399,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,不稳定的传送门,Portal3,"-60,-20","30,0","0,0",,1,,0,,,5,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,【标记】略,本次战役中无法破坏该设施,0,
410501,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,花粉区,Hiding,"0,0","0,0","0,0",,0,,0,,410501,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
411001,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
411002,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
411003,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010101,0,9411801,,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
411004,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,1020101,0,,"1020100,1020101,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
411005,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010101,0,"9411802,9411803,9411804,9411805,9411806,9411807,9411808,9411809,9411810,9411811,9411822,9411823,9411824",,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
