id,name,description,code,priority,duration_type,duration_time,special_spot_config_id,mission_hurt_config_id,mission_buff_config_id,detect_target_type,detect_range,effect_target_type,effect_spotbelong_type,effect_range_type,effect_range,side_type,conflict_type,conditions_type,conditions_time,conditions_count,skill_config_id_on_birth,skill_config_id_on_death,death_effect_target_type,death_clear_spot,effect_birth,effect_death,effect_duration,effect_process_star,effect_process_end,effect_process_duration,effect_conditions,effect_conditions_type,spot_buff_config_id,pref_code
1000014,爆炸伤害(对设施),爆炸伤害(对设施),1000013,1000014,"1,3","1,1",0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000014,1;0,1-1;0-0,0,"0,1000010,1000001","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000015,预置炸弹(对我方/人质),预置炸弹(对我方/人质),1000015,1000015,1,2,1000016,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000015,0;1,0-0;0-1,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000016,覆盖预置(对我方/人质),覆盖预置(对我方/人质),1000016,1000016,"1,3","1,1",0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000015,0;0,0-0;0-0,0,"0,0,1000017","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000017,爆炸伤害(对我方/人质),爆炸伤害(对我方/人质),1000016,1000017,"1,3","1,1",0,0,0,-1,0,"1,3,7,8,201","0,1,2,3",1,0,0,1000017,1;0,1-1;0-0,0,"0,1000006,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000018,预置炸弹(对敌方),预置炸弹(对敌方),1000018,1000018,1,2,1000019,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000018,0;1,0-0;0-1,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000019,覆盖预置(对敌方),覆盖预置(对敌方),1000019,1000019,"1,3","1,1",0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000018,0;0,0-0;0-0,0,"0,0,1000020","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000020,爆炸伤害(对敌方),爆炸伤害(对敌方),1000019,1000020,"1,3","1,1",0,0,0,"4,5,6",0,"4,5,6","0,1,2,3",1,0,0,1000020,1;0,1-1;0-0,0,"0,1000004,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000021,预置点优先级1,预置点优先级1,1000021,1000021,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000021,0;0,0-0;0-0,0,"0,0,1000024","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000022,预置点优先级2,预置点优先级2,1000022,1000022,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000021,0;0,0-0;0-0,0,"0,0,1000025","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000023,预置点优先级3,预置点优先级3,1000023,1000023,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000021,0;0,0-0;0-0,0,"0,0,1000026","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000024,预置点1,预置点1,1000024,1000024,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000024,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000025,预置点2,预置点2,1000025,1000025,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000025,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000026,预置点3,预置点3,1000026,1000026,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000026,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000028,污染源通用伤害标记,污染源通用伤害标记,1000028,1000028,1,99,0,0,0,-1,0,"1,3,7,8,201","0,1,2,3",1,0,0,1000028,0;0,0-0;0-0,0,"0,1000028,1000048","0,0,0",0,0,0,0,900003,0,0,0,"0,1",0,0,
1000029,预置污染源(对我方)(延时1回合),预置污染源(对我方)(延时1回合),1000029,1000029,1,2,1000030,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000029,0;1,0-0;0-1,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000030,覆盖污染源(对我方)(延时1回合),覆盖污染源(对我方)(延时1回合),1000030,1000030,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000029,0;0,0-0;0-0,0,"0,0,1000031","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000031,污染源伤害(对我方)(延时1回合),污染源伤害(对我方)(延时1回合),1000030,1000031,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000031,1;0,1-1;0-0,0,"0,0,1000028","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000032,预置污染源(对我方)(延时2回合),预置污染源(对我方)(延时2回合),1000032,1000032,1,3,1000033,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000032,0;0,0-0;0-1,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000033,覆盖污染源(对我方)(延时2回合),覆盖污染源(对我方)(延时2回合),1000033,1000033,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000032,0;1,0-0;0-0,0,"0,0,1000034","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000034,污染源伤害(对我方)(延时2回合),污染源伤害(对我方)(延时2回合),1000033,1000034,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000034,1;0,1-1;0-0,0,"0,0,1000028","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000035,预置污染源(对我方)(延时4回合),预置污染源(对我方)(延时4回合),1000035,1000035,1,4,1000036,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000035,0;0,0-0;0-1,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000036,覆盖污染源(对我方)(延时4回合),覆盖污染源(对我方)(延时4回合),1000036,1000036,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000035,0;1,0-0;0-0,0,"0,0,1000037","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000037,污染源伤害(对我方)(延时4回合),污染源伤害(对我方)(延时4回合),1000036,1000037,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000037,1;0,1-1;0-0,0,"0,0,1000028","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000038,预置污染源(对我方)(延时7回合),预置污染源(对我方)(延时7回合),1000038,1000038,1,7,1000039,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000038,0;0,0-0;0-1,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000039,覆盖污染源(对我方)(延时7回合),覆盖污染源(对我方)(延时7回合),1000039,1000039,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000038,0;1,0-0;0-0,0,"0,0,1000040","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000040,污染源伤害(对我方)(延时7回合),污染源伤害(对我方)(延时7回合),1000039,1000040,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000040,1;0,1-1;0-0,0,"0,0,1000028","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000041,污染源预置标记1,污染源预置标记1,1000041,1000041,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000041,1;0,1-1;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000042,污染源预置标记2,污染源预置标记2,1000042,1000042,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000042,1;0,1-1;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000043,污染源预置标记3,污染源预置标记3,1000043,1000043,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000043,1;0,1-1;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000044,污染源预置标记4,污染源预置标记4,1000044,1000044,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000044,1;0,1-1;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000045,预置清理(对污染标记)(冷却2回合),预置清理(对污染标记)(冷却2回合),1000045,1000045,1,3,1000046,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000028,0;1,0-0;0-1,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000046,覆盖清理(对污染标记)(冷却2回合),覆盖清理(对污染标记)(冷却2回合),1000046,1000046,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000028,0;0,0-0;0-0,0,"0,0,1000047","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000047,重新污染(对污染标记)(冷却2回合),重新污染(对污染标记)(冷却2回合),1000046,1000047,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000047,1;0,1-1;0-0,0,"0,0,1000028","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000048,污染源移动伤害,污染源移动伤害,1000048,1000048,"1,3","99,99",0,1000048,0,"1,3,7,201",0,"1,3,7,8,201","0,1,2,3",1,0,0,1000048,"3,3;0","0-1,0-1;0-0",0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000049,预置清理(对污染标记-移动)(冷却2回合),预置清理(对污染标记)(冷却2回合),1000049,1000049,1,3,1000050,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000048,0;1,0-0;0-1,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000050,覆盖清理(对污染标记-移动)(冷却2回合),覆盖清理(对污染标记)(冷却2回合),1000050,1000050,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000048,0;0,0-0;0-0,0,"0,0,1000051","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000051,重新污染(对污染标记-移动)(冷却2回合),重新污染(对污染标记)(冷却2回合),1000050,1000051,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000051,1;0,1-1;0-0,0,"0,0,1000048","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000052,导弹炮击冷却标记(2回合),导弹炮击冷却标记(2回合),1000052,1000052,1,2,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000052,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000053,解锁控制台音效标记,开门音效标记,1000053,1000053,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000053,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,1000013,0,0,0,0,0,"0,1",0,0,
1000054,关门音效标记,关门音效标记,1000054,1000053,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000053,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,1000014,0,0,0,0,0,"0,1",0,0,
1000055,【标记】【对设施】爆炸伤害_半伤,,1000055,1000055,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000001,0;0,0-0;0-0,0,"0,1000010,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000056,敌方通用hurt编号,敌方通用hurt编号,1000056,1000056,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000056,0;0,0-0;0-0,0,"0,1000004,0","0,0,0",0,0,1000015,0,0,0,0,0,"0,1",0,0,
1000058,【标记】浸水1,,,1000058,"1,3","99,99",0,0,1000009,-1,0,-1,"0,1,2,3",1,0,0,1000058,"3,3;0","0-1,0-1;0-0",0,"1000009,0,0","0,0,0",0,0,0,0,1000019,0,0,0,"0,1",0,0,
1000059,【标记】浸水2,,,1000059,"1,3","99,99",0,0,1000010,-1,0,-1,"0,1,2,3",1,0,0,1000058,"3,3;0","0-1,0-1;0-0",0,"1000010,0,0","0,0,0",0,0,0,0,1000019,0,0,0,"0,1",0,0,
1000060,【标记】EMP手雷存储_数量1,,,1000060,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000060,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000061,【标记】EMP手雷爆炸特效,,,1000061,1,0,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000061,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,1000020,0,0,0,0,0,"0,1",0,0,
1000062,【标记】歌利亚每回合恢复1,,,1000062,1,99,1000009,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000062,0;1,0-0;0-1,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000063,【标记】EMP手雷每回合恢复1,,,1000063,1,99,1000060,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000063,0;1,0-0;0-1,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000064,【标记】设施伤害99999-无特效,,,1000064,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000064,0;0,0-0;0-0,0,"0,1000064,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000065,【标记】对中立第三方伤害_带爆炸特效,,,1000065,1,1,0,0,0,-1,0,6,"0,1,2,3",1,0,0,1000065,0;0,0-0;0-0,0,"0,1000004,0","0,0,0",0,0,1000015,0,0,0,0,0,"0,1",0,0,
1000066,【标记】堵路点_1回合持续,,,1000066,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000001,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,900002,0,0,0,"0,1",0,3,
1000067,【标记】推箱范围源,,,1000067,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,1,0,1000067,0;0,0-0;0-0,0,"0,0,1000068","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000068,【标记】推箱范围定稿,,,1000068,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000068,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000069,【标记】敌人标记_1回合,,,1000069,1,1,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000069,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000072,一次性生效设施标记,,,1000072,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000072,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,0,0,0,
1000100,兔子1标记,兔子1标记,1000100,1000100,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000100,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000111,兔子1拓展标记1,兔子1拓展标记1,1000111,1000111,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000111,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000200,兔子2标记,兔子2标记,1000200,1000200,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000200,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000300,兔子3标记,兔子3标记,1000300,1000300,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000300,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000400,兔子4标记,兔子4标记,1000400,1000400,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000400,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000500,兔子5标记,兔子5标记,1000500,1000500,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000500,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000600,兔子6标记,兔子6标记,1000600,1000600,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000600,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000700,【标记】兔子7,,1000700,1000700,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000700,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000800,【标记】兔子8,,,1000800,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000700,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1000900,【标记】兔子9,,,1000900,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000700,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1001000,【标记】兔子10,,,1001000,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1000700,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1001100,【标记】兔子11标记,,,1001100,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1001100,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010100,控制台I标记,控制台I标记,1010100,1010100,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010100,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010101,控制台I预设上锁标记,控制台I预设上锁标记,1010101,1010101,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010101,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010200,控制台II标记,控制台II标记,1010200,1010200,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010200,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010201,控制台II预设上锁标记,控制台II预设上锁标记,1010201,1010201,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010201,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010300,控制台III标记,控制台III标记,1010300,1010300,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010300,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010301,控制台III预设上锁标记,控制台III预设上锁标记,1010301,1010301,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010301,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010400,控制台IV标记,控制台IV标记,1010400,1010400,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010400,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010401,控制台IV预设上锁标记,控制台IV预设上锁标记,1010401,1010401,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010401,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010500,控制台V标记,控制台V标记,1010500,1010500,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010500,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010501,控制台V预设上锁标记,控制台V预设上锁标记,1010501,1010501,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010501,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010600,控制台VI标记,控制台VI标记,1010600,1010600,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010600,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010601,控制台VI预设上锁标记,控制台VI预设上锁标记,1010601,1010601,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010601,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010700,控制台VII标记,控制台VII标记,1010700,1010700,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010700,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010701,控制台VII预设上锁标记,控制台VII预设上锁标记,1010701,1010701,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010701,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010800,控制台VIII标记,控制台VIII标记,1010800,1010800,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010800,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1010801,控制台VIII预设上锁标记,控制台VIII预设上锁标记,1010801,1010801,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1010801,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020100,防御门I标记,防御门I标记,1020100,1020100,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020100,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020101,防御门I生效标记,防御门I生效标记,1020101,1020101,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020101,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020200,防御门II标记,防御门II标记,1020200,1020200,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020200,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020201,防御门II生效标记,防御门II生效标记,1020201,1020201,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020201,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020300,防御门III标记,防御门III标记,1020300,1020300,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020300,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020301,防御门III生效标记,防御门III生效标记,1020301,1020301,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020301,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020400,防御门IV标记,防御门IV标记,1020400,1020400,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020400,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020401,防御门IV生效标记,防御门IV生效标记,1020401,1020401,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020401,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020500,防御门V标记,防御门V标记,1020500,1020500,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020500,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020501,防御门V生效标记,防御门V生效标记,1020501,1020501,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020501,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020600,防御门VI标记,防御门VI标记,1020600,1020600,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020600,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020601,防御门VI生效标记,防御门VI生效标记,1020601,1020601,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020601,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020700,防御门VI标记,防御门VI标记,1020700,1020700,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020700,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020701,防御门VI生效标记,防御门VI生效标记,1020701,1020701,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020701,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020800,防御门VI标记,防御门VI标记,1020800,1020800,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020800,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020801,防御门VI生效标记,防御门VI生效标记,1020801,1020801,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020801,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020900,防御门VI标记,防御门VI标记,1020900,1020900,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020900,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1020901,防御门VI生效标记,防御门VI生效标记,1020901,1020901,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1020901,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1021000,防御门VI标记,防御门VI标记,1021000,1021000,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1021000,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1021001,防御门VI生效标记,防御门VI生效标记,1021001,1021001,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1021001,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1021100,防御门VI标记,防御门VI标记,1021100,1021100,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1021100,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1021101,防御门VI生效标记,防御门VI生效标记,1021101,1021101,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1021101,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1021200,防御门VI标记,防御门VI标记,1021200,1021200,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1021200,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1021201,防御门VI生效标记,防御门VI生效标记,1021201,1021201,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1021201,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1021300,防御门VI标记,防御门VI标记,1021300,1021300,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1021300,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1021301,防御门VI生效标记,防御门VI生效标记,1021301,1021301,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1021301,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
1021400,【标记】防御门14标记,,,1021400,1,99,0,0,0,-1,0,-1,"0,1,2,3",1,0,0,1021400,0;0,0-0;0-0,0,"0,0,0","0,0,0",0,0,0,0,0,0,0,0,"0,1",0,0,
