id,name,en_name,code,introduce,dialogue,extra,en_introduce,character,type,rank,develop_duration,baseammo,basemre,ammo_add_withnumber,mre_add_withnumber,retiremp,retireammo,retiremre,retirepart,ratio_life,ratio_pow,ratio_rate,ratio_speed,ratio_hit,ratio_dodge,ratio_armor,armor_piercing,crit,special,eat_ratio,ratio_range,skill1,skill2,normal_attack,passive_skill,dynamic_passive_skill,effect_grid_center,effect_guntype,effect_grid_pos,effect_grid_effect,max_equip,type_equip1,type_equip2,type_equip3,type_equip4,ai,is_additional,launch_time,obtain_ids,rank_display,prize_id,mindupdate_consume,explore_tag,gun_detail_bg,org_id
263,MG36,MG36,MG36,"类型            轻机枪
总重            空枪：3.6 公斤
全长            枪托折叠：758 毫米
                枪托伸展：999 毫米
枪管长度        480 毫米
弹药            5.56×45毫米NATO
枪机种类        短行程导气式活塞，转拴式枪机
发射速率        750发／分钟
枪口初速        920米／每秒
有效射程        800米
供弹方式        30发弹匣、C-Mag弹鼓
瞄准具型式      3倍光学瞄准镜、红点瞄准镜",,暖森//cゆかな//c,Type                       Light machine gun//nWeight                     3.83 kg (8.4 lb)//nLength                     999 mm (39.3 in) stock extended //n                           758 mm (29.8 in) stock folded//nBarrel length              480 mm (18.9 in)//nCartridge                  5.56×45mm NATO//nAction                     Short-stroke piston//c rotating bolt//nRate of fire               750 rounds/min cyclic//nMuzzle velocity            920 m/s//nEffective firing range     800 metres//nFeed system                30-round detachable box magazine or 100-round C-Mag drum magazine//nSights                     Reflex sight with 1× magnification//c telescopic sight with 3× magnification (export version has a 1.5× magnified sight) and back-up fixed notch sight,,5,5,23760,40,30,25,15,5,5,2,5,110,95,115,100,120,128,0,15,5,10,138,100,111901,0,300105,"300202,111902,111907,111908,756180",111906,18,"2,4,6","18,23,24","1,10;3,15",0,"2;5,17","1;1,2,3,16",3;14,,238,0,2019-04-29 00:00:00,"1,2",5,0,,44,nation_German,10802
264,绍沙,Chauchat,ChauchatM1915,"类型                       轻机枪
重量                       9.07千克（20.0英磅）
长度                       1,143毫米（45.0英寸）
枪管长度                   470毫米（19英寸）
                           
子弹                       8×50毫米勒贝尔弹
                           其他
枪机                       长行程后座作用、气动式、开放式枪机
发射模式                   半自动、全自动
射速                       约240发/分钟
枪口初速                   630米/秒
有效射程                   200米
最大射程                   2,000米
供弹方式                   20发弹匣
瞄具                       机械瞄具
                           
                           
",,花洒//c大森日雅//c,Type                       Automatic Rifle / Light machine gun//nMass                       9.07 kg (20.0 lb)//nLength                     1//c143 millimeters (45.0 in)//nBarrel length              470 millimeters (19 in)//n                           //nCartridge                  8×50mmR Lebel//n                           .30-06 Springfield//n                           7.92×57mm Mauser//n                           7.65×53mm Mauser//n                           6.5×54mm Greek//nAction                     Long recoil with gas assist//nRate of fire               ≈240 rounds/min//nMuzzle velocity            630 metres per second (2//c100 ft/s)//nEffective firing range     200 metres (220 yd)//nMaximum firing range       2//c000 metres (2//c200 yd)//nFeed system                20-round magazine (usually only loaded to 16-19 rounds)//nSights                     Iron sights//n,,5,4,23100,40,30,25,15,5,5,2,5,105,122,75,100,132,112,0,15,5,9,125,100,111701,0,300105,"300202,111708,111710,111704,111705,111706,111707,111711,756177","111709,111702",17,6,"22,23","2,12;8,12",0,"2;5,17","1;1,2,3,16",3;14,,199,0,2019-04-29 00:00:00,"1,2",4,0,,56,,10403
265,HK33,HK33,HK33,"类型                       突击步枪
重量                       3.81公斤（8.4磅，HK33A2）
                           3.95公斤（8.71磅，HK33A3）
                           3.65公斤（8.05磅，HK33KA2）
                           3.9公斤（8.6磅，HK33KA3）
                           3.05公斤（6.72磅，HK53）
长度                       919毫米（36.18英寸，HK33A2）
                           919毫米／735毫米、伸缩枪托（36.18／28.94英寸，HK33A3）
                           865毫米（34.06英寸，HK33KA2）
                           865毫米／670毫米、伸缩枪托（34.06／26.38英寸，HK33KA3）
                           780毫米／590毫米、伸缩枪托（30.71／23.23英寸，HK53）
枪管长度                   390毫米（15.36英寸，HK33A2）
                           322毫米（12.68英寸，HK33KA2）
                           211毫米（8.31英寸，HK53）
                           
子弹                       5.56×45毫米
口径                       5.56毫米（.223英寸）
枪机                       滚轮延迟反冲式
                           闭锁式枪机
发射模式                   半自动、两发点放/三发点放、全自动
                           半自动、全自动
射速                       700发／分钟（HK33A2）
                           700—750发／分钟（HK53）
枪口初速                   920米／秒（HK33A2）
                           880米／秒（HK33KA3）
                           750米／秒（HK53）
有效射程                   400米（437.45码）
供弹方式                   25、30、40发弹匣
",,FKEY//c小見川千明//c,Type                       Assault rifle//nMass                       HK33A2: 3.9 kg (8.60 lb)//n                           HK33A3: 4.0 kg (8.8 lb)//n                           HK33KA2: 3.65 kg (8.0 lb)//n                           HK33KA3: 3.9 kg (8.6 lb)//n                           HK53: 3.05 kg (6.7 lb)//nLength                     HK33A2: 920 mm (36.2 in)//n                           HK33A3: 940 mm (37.0 in) stock extended / 735 mm (28.9 in) stock collapsed//n                           HK33KA3: 865 mm (34.1 in) stock extended / 675 mm (26.6 in) stock collapsed//n                           HK53: 755 mm (29.7 in) stock extended / 563 mm (22.2 in) stock collapsed//nBarrel length              HK33A2: 390 mm (15.4 in)//n                           HK33KA3: 332 mm (13.1 in)//n                           HK53: 211 mm (8.3 in)//n                           //nCartridge                  5.56×45mm NATO//nCaliber                    5.56mm//nAction                     Roller-delayed blowback//nRate of fire               HK33A2: 750 rounds/min//n                           HK53: 700 rounds/min//nMuzzle velocity            HK33A2: 950 m/s (3//c117 ft/s)//n                           HK33KA3: 880 m/s (2//c887.1 ft/s)//n                           HK53: 750 m/s (2//c460.6 ft/s)//nEffective firing range     100–400 m (328–1//c312 ft) sight adjustments//nFeed system                25-//c 30-//c or 40-round detachable box magazine//nSights                     Rotary rear aperture drum//c hooded foresight//n                           //n                           //n                           //n,,4,3,11400,20,20,10,10,2,5,5,0,95,110,110,100,125,115,0,15,20,0,115,100,100406,0,300103,999999,,13,2,"17,19","1,10;4,10",0,"1;1,2,3,4,13",2;8,"3;9,10",,105,0,2019-05-21 00:00:00,424,3,0,,,nation_German,10403
266,R93,R93,R93,"类型            狙击步枪
总重            .223 Rem., .308 Win., .300 Win Mag 5.4 公斤
                .338 Lapua Mag. 5.8 公斤
全长            .223 Rem., .308 Win., .300 Win Mag 1,130 毫米
                .338 Lapua Mag. 1,190 毫米
枪管长度        .223 Rem., .308 Win., .300 Win Mag 627 毫米
                .338 Lapua Mag. 685 毫米
弹药            .223 Remington、5.56×45毫米NATO、.308 Winchester、7.62×51毫米NATO、.300 Winchester Magnum、.338 Lapua Magnum
枪机种类        直拉式枪机
供弹方式        5发可拆卸式弹匣
瞄准具型式      枪管顶部的MIL-STD-1913战术导轨上安装日间／夜间光学狙击镜、红点镜／反射式瞄准镜、全息瞄准镜、夜视镜或热成像仪（可拆卸）",,ASK//cゆかな//c,Type                       Sniper rifle//nWeight                     .223 Rem.//c .308 Win.//c .300 Win Mag 5.4 kg (12 lb) (empty) //n                           .338 Lapua Mag. 5.8 kg (13 lb) (empty)//nLength                     .223 Rem.//c .308 Win.//c .300 Win Mag 1//c130 mm (44.4 in)//n                           .338 Lapua Mag. 1//c190 mm (46.85 in)//nBarrel length              .223 Rem.//c .308 Win.//c .300 Win Mag 627 mm (24.69 in)//n                           .338 Lapua Mag. 685 mm (26.97 in)//nCartridge                  7.62×51mm NATO//c .300 Winchester Magnum//c .338 Lapua Magnum//c 6.5×55mm//nAction                     Straight-pull bolt action//nFeed system                5-round detachable box magazine (4 for .300 Win)//c Original LRT 10-rounds//nSights                     detachable aperture-type iron sights or day or night optics,,3,5,17400,15,30,10,15,5,2,5,0,92,114,110,100,132,92,0,15,40,0,135,130,112201,0,112204,"112205,112206,112207,112208,112209","112203,112202",13,1,"17,18,19","6,18",0,2;5,"1;1,2,3,13",3;15,,48,0,2019-05-20 00:00:00,219,5,0,,,nation_German,10201
267,MP41,MP41,MP41,,,狂気の君//c関根瞳//c,Type                       Submachine gun//nMass                       3.97 kg (8.75 lb)//nLength                     833 mm (32.8 in) stock extended/630 mm (24.8 in) stock folded//nBarrel length              251 mm (9.9 in)                           //nCartridge                  9×19mm Parabellum//nAction                     Straight blowback//c open bolt//nRate of fire               500–550 rounds/min//nMuzzle velocity            400 m/s (1//c312 ft/s)//nEffective firing range     100–200 m//nMaximum firing range       250 m//nFeed system                32-round detachable box magazine//c 64-round with dual magazines//nSights                     Hooded front blade                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n,,2,3,7500,25,20,15,10,5,5,2,0,110,105,95,100,100,90,0,15,5,0,120,100,102402,0,300102,999999,,13,4,"7,8","1,12;4,10",0,"3;9,10",2;6,"1;1,2,3,4,13",,116,0,2019-06-21 00:00:00,424,3,0,,,nation_German,10704
268,T-CMS,T-CMS,TCMS,"Type                       Rifle
Model                      CMS 7,62x51mm
Calibre                    7,62x51 NATO
Action Type                Bolt Action
Magazine Capacity          10
Barrel Length              660mm
Overall Length             Unfolded: 1180mm| Folded: 920mm
Height                     200mm
Width                      60mm
Weight:                    6kg [Including Telescope & Magazine]
Ammunition                 FMJ, Ball, AP, Tracer, Sub-sonic
Accuracy                   Better than 1 M.O.A at 500m (Ammunition Dependant)
Effective Range            1000m [Ammunition Dependant]",,sola7764//c優木かな//c,Type                       Rifle//nModel                      CMS 7//c62x51mm//nCalibre                    7//c62x51 NATO//nAction Type                Bolt Action//nMagazine Capacity          10//nBarrel Length              660mm//nOverall Length             Unfolded: 1180mm| Folded: 920mm//nHeight                     200mm//nWidth                      60mm//nWeight:                    6kg [Including Telescope & Magazine]//nAmmunition                 FMJ//c Ball//c AP//c Tracer//c Sub-sonic//nAccuracy                   Better than 1 M.O.A at 500m (Ammunition Dependant)//nEffective Range            1000m [Ammunition Dependant],,3,3,15600,15,30,10,15,5,2,5,0,100,115,110,100,120,85,0,15,40,0,112,100,100102,0,300104,999999,,13,1,"17,19","6,12",0,2;5,"1;1,2,3,13",3;15,,241,0,2019-07-21 00:00:00,1907,3,0,,,,10802
269,P30,P30,P30,"类型            半自动手枪
总重            740克
全长            181毫米
枪管长度        98毫米
弹药            9×19毫米鲁格弹
                .40 S&W
枪机种类        枪管短行程后座作用/自由枪机
枪口初速        360 米／秒
有效射程        50 米
供弹方式        9×19毫米鲁格弹：15发可拆卸式双排弹匣
                .40 S&W：13发可拆卸式双排弹匣
                P30SK：10发可拆卸式双排弹匣
瞄准具型式      机械瞄具：三点式准星",,litsvn//c大和田仁美//c,Type                       Semi-automatic pistol//nWeight                     647 g (22.8 oz) //nLength                     181 mm (7.1 in) //nBarrel length              98 mm (3.9 in)  //nCartridge                  9×19mm Parabellum//n                           .40 S&W//nAction                     Short recoil operated//c Browning-type tilting barrel//c locked breech//nMuzzle velocity            360 m/s (1//c181 ft/s) //nEffective firing range     50 m (55 yd)//nFeed system                Detachable box magazine; capacities://n                              15 rounds (9×19mm) P30(L)//n                              10 rounds (9×19mm) P30SK)//n                              13 rounds (.40 S&W)//nSights                     Iron sights//n,,1,4,3000,10,10,5,5,2,2,2,0,105,115,102,100,125,115,0,15,20,0,118,100,112401,0,300101,112405,"112402,112403,112404",12,0,"7,8,17,18","1,9;3,30",0,"1;4,13,16",2;6,3;10,,212,0,2019-07-11 00:00:00,1,4,0,,,nation_German,10403
270,四式,Type 4,4type,"类型            半自动步枪
总重            4 公斤
全长            1073 毫米
枪管长度        590 毫米
弹药            7.7×58毫米有坂子弹、.303 英国
枪机种类        长行程导气式活塞，滚转式枪机
发射速率        10 发/分
枪口初速        689 米/秒
供弹方式        10发内建盒状弹仓，以两个5发弹夹条装填",,藤ちょこ//c伊藤美来//c,Type                       Experimental semi-automatic rifle//nWeight                     4//c097 g (9 lb 1 oz)//nLength                     1//c073 mm (3 ft 6.2 in)//nBarrel length              590 mm (1 ft 11 in)//nCartridge                  7.7×58mm Arisaka//nAction                     Gas-operated//c rotating bolt//nMuzzle velocity            840 m/s (2//c800 ft/s)//nFeed system                10-round internal box magazine loaded via two 5-round stripper clips,,3,4,14640,15,30,10,15,5,2,5,0,95,102,112,100,110,106,0,15,40,0,122,100,112501,0,112502,112503,112504,13,1,"14,17,18,19","6,15",0,"2;5,19","1;1,2,3,13",3;15,,200,0,2019-07-11 00:00:00,"1,2",4,0,,,,10802
271,K3,K3,K3,"类型                       轻机枪
重量                       6.85千克（15.1磅）
长度                       1,030毫米（40.55英寸）
枪管长度                   533毫米（20.98英寸）                          
子弹                       5.56×45毫米北约口径
                           .223 Remington
口径                       5.56毫米（.223英寸）
枪管                       1根，标准膛线缠距为1：7，膛线6条，右旋，枪口装上消焰器，可快速拆卸
枪机                       长行程导气式活塞
                           转拴式枪机
                           开放式枪栓
发射模式                   全自动
射速                       900发／分钟
枪口初速                   M193：960米／秒（3,149.67英尺／秒）
                           SS109：915米／秒（3,002.03英尺／秒）
有效射程                   K100：600—800米（656.17—874.89码，1,968.5—2,624.67英尺）
                           KM193：460米（503.06码，1,509.19英尺）
最大射程                   K100：3,600米（3,937.01码，11,811.02英尺，2.24英里）
                           KM193：2,650米（2,898.08码，8,694.23英尺，1.65英里）
供弹方式                   200发M27可散式弹链
                           30发可拆卸式STANAG弹匣
                           70发可拆卸式弹匣（罕见）
瞄具                       “Ｌ”式表尺型照门：
                           350米以内目标：放倒标尺短臂上的觇孔
                           350米以外目标：竖直表尺长臂上适合的照门
                           M16A1步枪型圆柱状准星，带有圆环状的准星护圈，准星可以调整高低",,DDAL//c大地葉//c,Type                       Light machine gun//nMass                       6.85 kg (15.10 lb)//nLength                     1//c030 mm (41 in)//nBarrel length              533 mm (21.0 in)                           //nCartridge                  5.56×45mm NATO//n                           .223 Remington//nAction                     Gas-operated//c rotating bolt//nRate of fire               900 rounds/min//nMuzzle velocity            915 m/s (3//c002 ft/s)//nEffective firing range     800 m (K100)//n                           460 m (KM193)//nMaximum firing range       3//c600 m (K100)//n                           2//c650 m (KM193)//nFeed system                200-round disintegrating-link belt//c 70-round box magazine (rare) or 30-round NATO STANAG magazine//nSights                     Iron sights//n,,5,3,22500,40,30,25,15,5,5,2,5,100,95,125,100,115,135,0,15,5,9,122,100,105103,0,300105,"300201,300202,999999",,18,6,"22,23","3,10;8,10",0,"2;5,17","1;1,2,3,16",3;14,,208,0,2019-08-21 00:00:00,1908,3,0,,,,10802
272,沙漠之鹰,DesertEagle,DesertEagle,,,Anmi//c小倉唯//c,Type                       Semi-Automatic Pistol//nWeight                     1//c766 g (3.9 lb) (.357 MAGNUM)//n                           1//c897 g (4.2 lb) (.44 MAGNUM)//n                           1//c998.6 g (4.4 lb)//nLength                     10.6 in (269.2 mm) (6in barrel)//n                           10.75 in (273.1 mm) (6in barrel)//n                           14.75 in (374.6 mm) (10in barrel)//nBarrel length              6 in (152.4 mm)//n                           10 in (254.0 mm)//nCartridge                  .50 Action Express//n                           .44 Magnum//n                           .357 Magnum//n                           .440 Cor-bon//n                           .41 Magnum//n                           .357/44 Bain & Davis (IMI prototype only)//nAction                     Gas-operated//c rotating bolt//nMuzzle velocity            470 m/s(.50AE)//nEffective firing range     200 m//nFeed system                Detachable stick magazine; capacities://n                           9 rounds (.357)//n                           8 rounds (.41 and .44)//n                           7 rounds (.440 Cor-bon and .50 AE)//nSights                     Iron sights and optional optics,,1,5,3180,10,10,5,5,2,2,2,0,110,138,100,100,105,80,0,15,40,0,132,100,113101,0,113103,202011,113102,17,0,"11,12,17,18,23","1,15;5,10",0,"1;4,13,16",2;6,3;10,,4,0,2019-08-08 00:00:00,"225,234",5,0,,,,10803
273,SSG3000,SSG3000,SSG3000,,,咩爆//c大和田仁美//c,Type                       Sniper rifle//nWeight                     5.44 kg (11.99 lb)//nLength                     1//c180 mm (46.5 in)//nBarrel length              600 mm (23.6 in)//nCartridge                  7.62×51mm NATO//nAction                     Bolt-action//nMuzzle velocity            800 m/s (2//c625 ft/s) - 830 m/s (2//c723 ft/s)//nEffective firing range     900 m (984 yd)//nFeed system                5-round detachable internal magazine,,3,4,17400,15,30,10,15,5,2,5,0,100,116,110,100,115,90,0,15,40,0,120,130,112701,0,112703,"112704,202010",112702,13,1,"18,19","6,15",0,2;5,"1;1,2,3,13",3;15,,48,0,2019-08-08 00:00:00,424,4,0,,,nation_German,10402
274,ACR,ACR,ACR,,,saitom//c伊瀬茉莉也//c,Type                       Semi-automatic rifle//n                           Carbine                //nMass                       7.9–9.8 lb (3.6–4.4 kg)[1]//nLength                     25.8 inch (655.32 mm) Stock folded[1]//n                           32.6 inch (828.04 mm) Stock deployed[1]//n                           35.5 inch (901.7 mm) Stock extended[1]//nBarrel length              10.5 in (267 mm)//n                           14.5 in (368 mm)//n                           16.5 in (419 mm)//n                           18 in (457 mm) (Remington ACR only)//n                           18.5 in (470 mm) (Bushmaster ACR only)//n                           //nCartridge                  5.56×45mm NATO[2]//n                           6.8mm Remington SPC[2]//n                           6.5mm Grendel(Bushmaster ACR aftermarket conversion)//n                           .300 AAC Blackout(Bushmaster ACR aftermarket conversion)//n                           7.62×39mm(Bushmaster ACR aftermarket conversion)//nAction                     Gas-piston//c rotating bolt//nRate of fire               650–700 RPM//nMuzzle velocity            2//c600–3//c250 ft/s (790–990 m/s)//nEffective firing range     500 m for point targets//n                           600 m for area target [3]//nFeed system                30-round M16-compatible STANAG magazines,,4,5,15120,20,20,10,10,2,5,5,0,105,112,110,100,120,105,0,15,30,0,132,100,113001,0,113004,202012,"113003,113002",14,2,"18,19,20","2,25;3,65",0,"1;1,2,3,4,13",2;8,"3;9,10",,73,0,2019-08-08 00:00:00,226,5,0,,"9,14,46,51",nation_US,10402
275,M1895 CB,M1895,M1895MG,,,钟式机动红领巾//c関根瞳//c,Type                       Machine gun              //nMass                       16 kg (35.3 lb)//nLength                     1//c040 mm (41 in)//nBarrel length              711 mm (28 in)//n                           //nCartridge                  6mm Lee Navy//n                           7×57mm Mauser//n                           .30-40 Krag//n                           .30-06 Springfield//n                           .303 British//n                           7.62×54mmR//n                           6.5×52mm Carcano//nAction                     Gas-operated//c lever actuated//n                           closed bolt firing cycle//nRate of fire               400–450 rpm//nFeed system                Belt//nSights                     Iron sights,,5,4,23280,40,30,25,15,5,5,2,5,115,115,125,100,105,95,0,15,5,10,112,100,112901,0,112903,"112902,300201,300202,112904,112906,202013",112905,18,6,"22,23","3,10;8,12",0,"2;5,17","1;1,2,3,16",3;14,,238,0,2019-08-08 00:00:00,225,4,0,,51,nation_US,10403
276,Kord,Kord,Kord,,,时辰//c優木かな//c,Type                       Heavy machine gun           //nMass                       25.5 kg (56.22 lb) (6P50)//n                           32 kg (71 lb) (6P50-1)//n                           60 kg (130 lb) (6P50-2)//c 80 kg (180 lb) (6P50-3)//c 27 kg (60 lb) (6P49)//nLength                     1//c980 mm (78.0 in) (6P50-1//c 6P50-2//c 6P50-3)//n                           1//c625 mm (64.0 in) (6P49)//n                           //nCartridge                  12.7×108mm//nAction                     Gas-operated//c rotating bolt//nRate of fire               650–750 rounds/min//nMuzzle velocity            860 m/s (2//c821.5 ft/s)//nEffective firing range     2000 m//nFeed system                50-round linked belt//nSights                     Iron sights,,5,5,22500,40,30,25,15,5,5,2,5,120,140,105,100,90,85,0,15,5,9,112,100,112801,0,112806,"300201,300202,202009","112802,112803,112804,112805",18,6,"23,24","1,15;8,15",0,"2;5,17","1;1,2,3,16",3;14,,199,0,2019-08-08 00:00:00,424,5,0,,,nation_Russia,10402
277,VP70,VP70,VP70,,,原子Dan//c峯田茉優//c,Type                       Machine pistol//nMass                       820 grams (28.9 oz) empty//nLength                     204 millimetres (8.0 in)//nBarrel length              116 millimetres (4.6 in)//nHeight                     142 millimetres (5.6 in)//n                           //nCartridge                  9×19mm Parabellum //n                           9×21mm IMI (VP70Z only)//nAction                     Blowback//nRate of fire               2200 rounds/min (3-round burst mode)//nEffective firing range     50 m//nFeed system                18-round box magazine//n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n                           //n,,1,3,2700,10,10,5,5,2,2,2,0,100,112,110,100,105,100,0,15,20,0,122,100,101302,0,300101,999999,,13,0,"7,9,12,14","2,10;3,25",0,"1;4,13,16",2;6,3;10,,15,0,2019-09-21 00:00:00,1909,3,0,,,nation_German,10702
278,CPS-12,Six12,Six12,,,受兔//c大森日雅//c,Type                       Shotgun//nLength                     Approx. 30.5 in (77.5 cm) with 22 in (55.9 cm) barrel and shoulder stock//n                           Approx. 18 in (45.8 cm) with 12.5 in (31.7 cm) barrel//nBarrel length              12.5 in (31.7 cm)//c 18 in (45.7 cm)//c or 22 in (55.9 cm)//nCartridge                  12 gauge//c chamber 76mm (3”)//nEffective firing range     55 yards (50.2 m)(164 ft)//nFire Modes                 Single shot//c double action trigger,,6,3,26100,30,40,15,25,5,2,5,5,110,115,115,100,110,105,106,15,40,4,108,100,103202,0,300106,"300202,300203,300109,999999,756184",,8,5,"2,3","1,10;3,20",0,3;11,2;7,"1;1,2,3,4",,190,0,2019-10-21 00:00:00,1910,3,0,,,nation_US,10802
279,英萨斯,INSAS,INSAS,"类型                       突击步枪
重量                       3.2 kg（空枪）
                           4.65 kg（装弹）
长度                       960 mm（37.8英寸）（枪托延展）
                           750 mm（29.5英寸）（枪托折叠）
枪管长度                   464 mm（18.3英寸）                           
子弹                       5.56×45毫米北约弹
枪机                       长行程导气式活塞，转拴式枪栓
发射模式                   半自动、三发点放
射速                       600-650发/分钟
枪口初速                   900 m/s（2,953 ft/s）
有效射程                   500米
供弹方式                   20、30发弹匣
瞄具                       机械瞄具
                           瞄准镜",,kieed//c七瀬彩夏//c,Type                       Assault rifle//nMass                       4.15 kg (without magazine)//nLength                     960 mm (37.8 in)//nBarrel length              464 mm (18.3 in)                           //nCartridge                  5.56×45mm NATO//nAction                     Gas-operated//c Rotating bolt//nRate of fire               600-650 rounds/min//nMuzzle velocity            900 m/s (2//c953 ft/s)//nEffective firing range     400m Insas Rifle//n                           600m Point Target Insas LMG//n                           700m Area Target Insas LMG//nFeed system                20- or 30-round detachable box magazine//nSights                     In-built iron sights//c mount point for telescopic or night sight,,4,3,11400,20,20,10,10,2,5,5,0,100,108,105,100,125,110,0,15,20,0,118,100,101802,0,300103,999999,,13,2,"18,19","1,10;4,10",0,"1;1,2,3,4,13",2;8,"3;9,10",,105,0,2019-11-21 00:00:00,1911,3,0,,,,10702
280,MAT-49,MAT-49,MAT49,,,花洒//c和泉風花//c,Type                       Submachine gun//nMass                       3.5 kg (7.7 lb) without magazine//n                           4.2 kg (9.3 lb) with 32-round magazine//nLength                     460 mm (18.1 inch)//n                           720 mm (28.3 in)//nBarrel length              230 mm (9.1 in)                           //nCartridge                  9×19mm Parabellum//n                           7.62×25mm Tokarev (VPA converted)//nCaliber                    9 mm//nAction                     Blowback//c open bolt//nRate of fire               600 rounds per minute//nFeed system                20 or 32 rounds//n                           35 rounds (VPA converted),,2,4,8280,25,20,15,10,5,5,2,0,105,105,100,100,110,112,0,15,5,0,118,100,113401,0,300102,113405,"113403,113404",14,4,"8,10","1,20;5,20",0,"3;9,10",2;6,"1;1,2,3,4,13",,225,0,2019-12-19 00:00:00,"33,34",4,0,,,,10302
281,CAWS,CAWS,HKCAWS,,,废人//c逢田梨香子//c,Type                       Bullpup automatic shotgun//nMass                       3.7 kg (8.2 lb) empty with magazine //n                           4.3 kg (9.5 lb) loaded//nLength                     762 mm (30.0 in) //n                           988 mm (38.9 in) (Barrel Extension)//nBarrel length              457 mm (18.0 in) //n                           685 mm (27.0 in) (Barrel Extension)                           //nCartridge                  12 Gauge Belted (18.5×76 mmR) //n                           12 Gauge//nAction                     Select-fire Recoil operatedwith moving barrel and self-regulated gas assist//nRate of fire               200–300 rounds/min//nMuzzle velocity            Tungsten alloy 538 m/s (1//c770 ft/s)//n                           000 Buck 488 m/s 488 m/s (1//c600 ft/s)//n                           Flechette 900 m/s (3//c000 ft/s)//nEffective firing range     150 m (160 yd)//nFeed system                10-round detachable box magazine//nSights                     Iron sights //n                           Integrated optical sight,,6,5,29700,30,40,15,25,5,2,5,5,112,105,135,100,110,115,125,15,40,5,98,100,900255,0,900259,"300202,900264,900256,900260,900261,900262,900263,900265","900254,900257,900258",8,5,"2,3","1,18;3,12",0,3;11,2;7,"1;1,2,3,4",,163,0,2019-11-19 00:00:00,"2,241",5,0,,,nation_German,10203
282,DP-12,DP-12,DP12,,,Pandea_work//c甲斐田裕子//c,"Type                       Bullpup pump-action shotgun//nMass                       9.3 lb (4.2 kg)//nLength                     29.5 in (75 cm)//nHeight                     7 in (18 cm)                           //nCartridge                  12 gauge (2¾"" shells)//nCaliber                    12 gauge//nAction                     Pump action//nFeed system                7+7+2 (2¾"") dual internal tube//nSights                     Iron sights are not standard",,6,5,29580,30,40,15,25,5,2,5,5,115,103,115,100,110,110,125,15,40,5,108,100,113201,0,113205,300202,"113202,113203,113204",8,"3,5","3,4","1,15;3,15",0,3;11,2;7,"1;1,2,3,4",,164,0,2019-11-19 00:00:00,"2,236",5,0,,,nation_US,10802
283,解放者,Liberator,Liberator,,,人造天使lili//c朝日奈丸佳//c,Type                       Shotgun//nBarrels                    4//nCartridge                  16-gauge//nAction                      Double action//c striker fired//nSights                     Iron,,6,4,27900,30,40,15,25,5,2,5,5,105,115,110,100,95,125,115,15,40,4,115,100,900252,0,900251,"300202,300203",900253,7,5,"1,3","1,10;3,25",0,3;11,2;7,"1;1,2,3,4",,165,0,2019-11-19 00:00:00,2,4,0,,,nation_US,10403
284,Zas M76,Zas M76,ZasM76,"Type                       Sniper rifle
Mass                       4.6 kg (10 lb)
Length                     1,135 mm (44.7 in)
Barrel length              550 mm (22 in)                           
Cartridge                  7.92×57mm Mauser
Muzzle velocity            730 m/s (2,400 ft/s)
Effective firing range     800+ m (875+ yd) with optics
Feed system                10 round detachable box
Sights                     backup iron sights adjustable to 1,000 m (1,100 yd)",,青空kamiya//c和泉風花//c,Type                       Sniper rifle//nMass                       4.6 kg (10 lb)//nLength                     1//c135 mm (44.7 in)//nBarrel length              550 mm (22 in)                           //nCartridge                  7.92×57mm Mauser//nMuzzle velocity            730 m/s (2//c400 ft/s)//nEffective firing range     800+ m (875+ yd) with optics//nFeed system                10 round detachable box//nSights                     backup iron sights adjustable to 1//c000 m (1//c100 yd),,3,3,15600,15,30,10,15,5,2,5,0,95,102,110,100,120,105,0,15,40,0,118,100,100402,0,300104,"999999,756171",,13,1,"17,18","6,12",0,2;5,"1;1,2,3,13",3;15,,241,0,2019-12-21 00:00:00,1912,3,0,,,,10403
285,C-93,C-93,C93,,,NOCO//c小見川千明//c,Type                       Semi-automatic pistol//nMass                       1//c160 g (41 oz)//nLength                     355 mm (14.0 in)//nBarrel length              195 mm (7.7 in)                         //nCartridge                  7.65×25mm Borchardt//nCaliber                    7.65//nAction                     Toggle-lock recoil action//nFeed system                8-round detachable box magazine//nSights                     Iron sights//n                           ,,1,5,4140,10,10,5,5,2,2,2,0,95,115,118,100,122,130,0,15,20,0,122,100,900287,0,300101,"900283,900286,900293,900288,900289,900290,900291",900292,19,0,"14,15,18,19,23","1,12;3,30",0,"1;4,13,16",2;6,3;10,,96,0,2019-12-26 00:00:00,1,5,0,,,nation_German,10802
