id,type,motion_name,touch_area,hold_time,probability,voice,text,expression,face_motion,name,camera,is_hurt,level,is_interrupt,delay,next_motions,voice_code
140122,402,motions/broken_4.mtn,head,0,1.0,GUN|Welrod|FEED,GUN|Welrod|FEED,,,交互4,1,1,0,0,0,,FEED
140123,402,motions/broken_5.mtn,head,0,1.0,GUN|Welrod|MOOD2,,,,交互5,1,1,0,0,0,,MOOD2
140124,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
140125,403,motions/wait_1.mtn,0,"12,15",0.1,,,,,特殊待机,1,1,0,0,0,,
140201,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
140202,200,,body,0,1.0,GUN|79type|DIALOGUE1,GUN|79type|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
140203,200,,body,0,1.0,GUN|79type|DIALOGUE2,GUN|79type|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
140204,200,,body,0,1.0,GUN|79type|DIALOGUE3,GUN|79type|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
140205,200,,body,0,1.0,GUN|79type|DIALOGUEWEDDING,GUN|79type|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
140206,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
140207,402,,body,0,1.0,GUN|79type|DIALOGUE1,GUN|79type|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
140208,402,,body,0,1.0,GUN|79type|DIALOGUE2,GUN|79type|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
140209,402,,body,0,1.0,GUN|79type|DIALOGUE3,GUN|79type|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
140210,402,,body,0,1.0,GUN|79type|DIALOGUEWEDDING,GUN|79type|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
140211,1000,,0,0,1.0,GUN|79type|HELLO,GUN|79type|HELLO,,,待机,0,0,0,0,0,,HELLO
140212,1001,,0,0,1.0,GUN|79type|HELLO,GUN|79type|HELLO,,,待机,0,0,0,0,0,,HELLO
140213,200,,body,0,1.0,GUN|79type|ALLHALLOWS,GUN|79type|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
140214,402,,body,0,1.0,GUN|79type|ALLHALLOWS,GUN|79type|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
140301,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
140302,200,,body,0,1.0,GUN|IWS2000|DIALOGUE1,GUN|IWS2000|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
140303,200,,body,0,1.0,GUN|IWS2000|DIALOGUE2,GUN|IWS2000|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
140304,200,,body,0,1.0,GUN|IWS2000|DIALOGUE3,GUN|IWS2000|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
140305,200,,body,0,1.0,GUN|IWS2000|DIALOGUEWEDDING,GUN|IWS2000|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
140306,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
140307,402,,body,0,1.0,GUN|IWS2000|DIALOGUE1,GUN|IWS2000|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
140308,402,,body,0,1.0,GUN|IWS2000|DIALOGUE2,GUN|IWS2000|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
140309,402,,body,0,1.0,GUN|IWS2000|DIALOGUE3,GUN|IWS2000|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
140310,402,,body,0,1.0,GUN|IWS2000|DIALOGUEWEDDING,GUN|IWS2000|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
140311,1000,,0,0,1.0,GUN|IWS2000|HELLO,GUN|IWS2000|HELLO,,,待机,0,0,0,0,0,,HELLO
140312,1001,,0,0,1.0,GUN|IWS2000|HELLO,GUN|IWS2000|HELLO,,,待机,0,0,0,0,0,,HELLO
140313,200,,body,0,1.0,GUN|IWS2000|ALLHALLOWS,GUN|IWS2000|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
140314,402,,body,0,1.0,GUN|IWS2000|ALLHALLOWS,GUN|IWS2000|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
140501,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
140502,200,,body,0,1.0,GUN|Spitfire|DIALOGUE1,GUN|Spitfire|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
140503,200,,body,0,1.0,GUN|Spitfire|DIALOGUE2,GUN|Spitfire|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
140504,200,,body,0,1.0,GUN|Spitfire|DIALOGUE3,GUN|Spitfire|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
140505,200,,body,0,1.0,GUN|Spitfire|DIALOGUEWEDDING,GUN|Spitfire|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
140506,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
140507,402,,body,0,1.0,GUN|Spitfire|DIALOGUE1,GUN|Spitfire|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
140508,402,,body,0,1.0,GUN|Spitfire|DIALOGUE2,GUN|Spitfire|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
140509,402,,body,0,1.0,GUN|Spitfire|DIALOGUE3,GUN|Spitfire|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
140510,402,,body,0,1.0,GUN|Spitfire|DIALOGUEWEDDING,GUN|Spitfire|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
140511,1000,,0,0,1.0,GUN|Spitfire|HELLO,GUN|Spitfire|HELLO,,,待机,0,0,0,0,0,,HELLO
140512,1001,,0,0,1.0,GUN|Spitfire|HELLO,GUN|Spitfire|HELLO,,,待机,0,0,0,0,0,,HELLO
140513,200,,body,0,1.0,GUN|Spitfire|ALLHALLOWS,GUN|Spitfire|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
140514,402,,body,0,1.0,GUN|Spitfire|ALLHALLOWS,GUN|Spitfire|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
143001,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
143002,102,motions/wait_1.mtn,0,"10,13",0.5,,,,,特殊待机1,1,0,0,0,0,,
143003,102,motions/wait_2.mtn,0,"12,15",0.5,,,,,特殊待机2,1,0,0,0,0,,
143004,102,motions/wait_3.mtn,0,"12,15",0.5,,,,,特殊待机3,1,0,0,0,0,,
143005,200,motions/touch_1.mtn,head,0,1.0,GUN|RO635Mod|DIALOGUE2,GUN|RO635Mod|DIALOGUE2,,,交互1,1,0,0,0,0,,DIALOGUE2
143006,200,motions/touch_2.mtn,head,0,1.0,GUN|RO635Mod|GAIN,GUN|RO635Mod|GAIN,,,交互2,1,0,0,0,0,,GAIN
143007,200,motions/touch_3.mtn,body,0,1.0,GUN|RO635Mod|DIALOGUE1,GUN|RO635Mod|DIALOGUE1,,,交互3,1,0,0,0,0,,DIALOGUE1
143008,200,motions/touch_4.mtn,leg,0,1.0,GUN|RO635Mod|DIALOGUE3,GUN|RO635Mod|DIALOGUE3,,,交互4,1,0,0,0,0,,DIALOGUE3
143009,200,motions/touch_5.mtn,leg,0,1.0,GUN|RO635Mod|MEET,GUN|RO635Mod|MEET,,,交互5,1,0,0,0,0,,MEET
143010,200,motions/wedding_touch.mtn,body,0,1.0,GUN|RO635Mod|DIALOGUEWEDDING,GUN|RO635Mod|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
143011,500,motions/wedding.mtn,0,0,1.0,GUN|RO635Mod|SOULCONTRACT,GUN|RO635Mod|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
143012,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
143013,1000,motions/login.mtn,0,0,1.0,GUN|RO635Mod|HELLO,GUN|RO635Mod|HELLO,,,上线响应,1,0,0,0,0,,HELLO
143014,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
143015,402,motions/broken_1.mtn,head,0,1.0,GUN|RO635Mod|BREAK,GUN|RO635Mod|BREAK,,,交互1,1,1,0,0,0,,BREAK
143016,402,motions/broken_2.mtn,body,0,1.0,GUN|RO635Mod|SKILL3,GUN|RO635Mod|SKILL3,,,交互2,1,1,0,0,0,,SKILL3
143017,402,motions/broken_3.mtn,body,0,1.0,GUN|RO635Mod|MOOD2,GUN|RO635Mod|MOOD2,,,交互3,1,1,0,0,0,,MOOD2
143018,402,motions/broken_4.mtn,leg,0,1.0,GUN|RO635Mod|RETREAT,GUN|RO635Mod|RETREAT,,,交互4,1,1,0,0,0,,RETREAT
143019,402,motions/broken_5.mtn,leg,0,1.0,GUN|RO635Mod|FIX,GUN|RO635Mod|FIX,,,交互5,1,1,0,0,0,,FIX
143020,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
143021,1001,motions/login.mtn,0,0,1.0,GUN|RO635Mod|HELLO,GUN|RO635Mod|HELLO,,,上线响应,1,1,0,0,0,,HELLO
150101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
150102,102,motions/wait_1.mtn,0,"12,15",0.5,,,,,特殊待机1,1,0,0,0,0,,
150103,102,motions/wait_2.mtn,0,"20,30",0.5,,,,,特殊待机2,1,0,0,0,0,,
150104,200,motions/touch_1.mtn,body,0,1.0,GUN|M1928A1|DIALOGUE1,GUN|M1928A1|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
150105,200,motions/touch_2.mtn,body,0,1.0,GUN|M1928A1|DIALOGUE2,GUN|M1928A1|DIALOGUE2,,,交互2,1,0,0,0,0,,DIALOGUE2
150106,200,motions/touch_3.mtn,body,0,1.0,GUN|M1928A1|DIALOGUE3,GUN|M1928A1|DIALOGUE3,,,交互3,1,0,0,0,0,,DIALOGUE3
150107,200,motions/touch_4.mtn,head,0,1.0,GUN|M1928A1|ATTACK,GUN|M1928A1|ATTACK,,,交互4,1,0,0,0,0,,ATTACK
150108,200,motions/touch_5.mtn,head,0,1.0,GUN|M1928A1|MOOD1,,,,交互5,1,0,0,0,0,,MOOD1
150109,200,motions/wedding_touch.mtn,body,0,1.0,GUN|M1928A1|DIALOGUEWEDDING,GUN|M1928A1|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
150110,500,motions/wedding.mtn,body,0,1.0,GUN|M1928A1|SOULCONTRACT,GUN|M1928A1|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
150111,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
150112,1000,motions/login.mtn,0,0,1.0,GUN|M1928A1|HELLO,GUN|M1928A1|HELLO,,,上线响应,1,0,0,0,0,,HELLO
150113,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
150114,402,motions/broken_1.mtn,head,0,1.0,GUN|M1928A1|BREAK,GUN|M1928A1|BREAK,,,交互1,1,1,0,0,0,,BREAK
150115,402,motions/broken_2.mtn,body,0,1.0,GUN|M1928A1|RETREAT,GUN|M1928A1|RETREAT,,,交互2,1,1,0,0,0,,RETREAT
150116,402,motions/broken_3.mtn,body,0,1.0,GUN|M1928A1|FIX,GUN|M1928A1|FIX,,,交互3,1,1,0,0,0,,FIX
150117,402,motions/broken_4.mtn,head,0,1.0,GUN|M1928A1|MOOD2,,,,交互4,1,1,0,0,0,,MOOD2
150118,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
150119,403,motions/wait_1.mtn,0,"10,15",0.5,,,,,特殊待机,1,1,0,0,0,,
150501,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
150502,200,,body,0,1.0,GUN|AEK999|DIALOGUE1,GUN|AEK999|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
150503,200,,body,0,1.0,GUN|AEK999|DIALOGUE2,GUN|AEK999|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
150504,200,,body,0,1.0,GUN|AEK999|DIALOGUE3,GUN|AEK999|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
150505,200,,body,0,1.0,GUN|AEK999|DIALOGUEWEDDING,GUN|AEK999|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
150506,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
150507,402,,body,0,1.0,GUN|AEK999|DIALOGUE1,GUN|AEK999|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
150508,402,,body,0,1.0,GUN|AEK999|DIALOGUE2,GUN|AEK999|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
150509,402,,body,0,1.0,GUN|AEK999|DIALOGUE3,GUN|AEK999|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
150510,402,,body,0,1.0,GUN|AEK999|DIALOGUEWEDDING,GUN|AEK999|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
150511,1000,,0,0,1.0,GUN|AEK999|HELLO,GUN|AEK999|HELLO,,,待机,0,0,0,0,0,,HELLO
150512,1001,,0,0,1.0,GUN|AEK999|HELLO,GUN|AEK999|HELLO,,,待机,0,0,0,0,0,,HELLO
160101,101,motions/daiji_idle.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
160102,102,motions/wait_1.mtn,0,"8,12",0.5,,,,,特殊待机1,1,0,0,0,0,,
160103,102,motions/wait_2.mtn,0,"10,13",0.5,,,,,特殊待机2,1,0,0,0,0,,
160104,200,motions/touch_01.mtn,hand,0,1.0,GUN|RFB|DIALOGUE1,GUN|RFB|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
160105,200,motions/touch_02.mtn,hand,0,1.0,GUN|RFB|DIALOGUE2,GUN|RFB|DIALOGUE2,,,交互2,1,0,0,0,0,,DIALOGUE2
160106,200,motions/touch_03.mtn,body,0,1.0,GUN|RFB|DIALOGUE3,GUN|RFB|DIALOGUE3,,,交互3,1,0,0,0,0,,DIALOGUE3
160107,200,motions/touch_04.mtn,leg,0,1.0,GUN|RFB|CHRISTMAS,GUN|RFB|CHRISTMAS,,,交互4,1,0,0,0,0,,CHRISTMAS
160108,200,motions/touch_05.mtn,head,0,1.0,GUN|RFB|MOOD1,,,,交互5,1,0,0,0,0,,MOOD1
160109,200,motions/wedding_touch.mtn,leg,0,1.0,GUN|RFB|DIALOGUEWEDDING,GUN|RFB|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
160110,500,motions/wedding.mtn,0,0,1.0,GUN|RFB|SOULCONTRACT,GUN|RFB|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
160111,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
160112,1000,motions/login.mtn,0,0,1.0,GUN|RFB|HELLO,GUN|RFB|HELLO,,,上线响应,1,0,0,0,0,,HELLO
160113,1001,motions/login.mtn,0,0,1.0,GUN|RFB|HELLO,GUN|RFB|HELLO,,,上线响应,1,1,0,0,0,,HELLO
160114,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
160115,402,motions/broken_1.mtn,body,0,1.0,GUN|RFB|BREAK,GUN|RFB|BREAK,,,交互1,1,1,0,0,0,,BREAK
160116,402,motions/broken_2.mtn,body,0,1.0,GUN|RFB|RETREAT,GUN|RFB|RETREAT,,,交互2,1,1,0,0,0,,RETREAT
160117,402,motions/broken_3.mtn,body,0,1.0,GUN|RFB|FIX,GUN|RFB|FIX,,,交互3,1,1,0,0,0,,FIX
160118,402,motions/broken_4.mtn,leg,0,1.0,GUN|RFB|DEFENSE,GUN|RFB|DEFENSE,,,交互4,1,1,0,0,0,,DEFENSE
160119,402,motions/broken_5.mtn,leg,0,1.0,GUN|RFB|MOOD2,,,,交互5,1,1,0,0,0,,MOOD2
160120,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
160201,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
160202,200,,body,0,1.0,GUN|G11|DIALOGUE1,GUN|G11|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
160203,200,,body,0,1.0,GUN|G11|DIALOGUE2,GUN|G11|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
160204,200,,body,0,1.0,GUN|G11|DIALOGUE3,GUN|G11|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
160205,200,,body,0,1.0,GUN|G11|DIALOGUEWEDDING,GUN|G11|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
160206,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
160207,402,,body,0,1.0,GUN|G11|DIALOGUE1,GUN|G11|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
160208,402,,body,0,1.0,GUN|G11|DIALOGUE2,GUN|G11|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
160209,402,,body,0,1.0,GUN|G11|DIALOGUE3,GUN|G11|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
160210,402,,body,0,1.0,GUN|G11|DIALOGUEWEDDING,GUN|G11|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
160211,1000,,0,0,1.0,GUN|G11|HELLO,GUN|G11|HELLO,,,待机,0,0,0,0,0,,HELLO
160212,1001,,0,0,1.0,GUN|G11|HELLO,GUN|G11|HELLO,,,待机,0,0,0,0,0,,HELLO
160213,200,,body,0,1.0,GUN|G11|CHRISTMAS,GUN|G11|CHRISTMAS,,,待机,0,0,0,0,0,,CHRISTMAS
160214,402,,body,0,1.0,GUN|G11|CHRISTMAS,GUN|G11|CHRISTMAS,,,待机,0,0,0,0,0,,CHRISTMAS
180101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
180102,102,motions/wait_1.mtn,0,"8,12",0.5,,,,,特殊待机1,1,0,0,0,0,,
180103,102,motions/wait_2.mtn,0,"10,13",0.5,,,,,特殊待机,1,0,0,0,0,,
180104,200,motions/touch_1.mtn,leg,0,1.0,GUN|DSR50|OPERATIONOVER,GUN|DSR50|OPERATIONOVER,,,交互6,1,0,0,0,0,,OPERATIONOVER
180105,200,motions/touch_4.mtn,leg,0,1.0,GUN|DSR50|DIALOGUE1,GUN|DSR50|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
180106,200,motions/touch_3.mtn,body,0,1.0,GUN|DSR50|DIALOGUE2,GUN|DSR50|DIALOGUE2,,,交互2,1,0,0,0,0,,DIALOGUE2
180107,200,motions/touch_2.mtn,body,0,1.0,GUN|DSR50|DIALOGUE3,GUN|DSR50|DIALOGUE3,,,交互3,1,0,0,0,0,,DIALOGUE3
180108,200,motions/touch_5.mtn,head,0,1.0,GUN|DSR50|MOOD1,GUN|DSR50|MOOD1,,,交互4,1,0,0,0,0,,MOOD1
180109,200,motions/touch_6.mtn,leg,0,1.0,,,,,交互5,1,0,0,0,0,,
180110,200,motions/wedding_touch.mtn,body,0,1.0,GUN|DSR50|DIALOGUEWEDDING,GUN|DSR50|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
180111,500,motions/wedding.mtn,0,0,1.0,GUN|DSR50|SOULCONTRACT,GUN|DSR50|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
180112,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
180113,1000,motions/login.mtn,0,0,1.0,GUN|DSR50|HELLO,GUN|DSR50|HELLO,,,上线响应,1,0,0,0,0,,HELLO
180114,200,motions/newyear.mtn,leg,0,1.0,GUN|DSR50|NEWYEAR,GUN|DSR50|NEWYEAR,,,节日交互,1,0,0,0,0,,NEWYEAR
180115,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
180116,402,motions/broken_1.mtn,head,0,1.0,GUN|DSR50|MOOD2,,,,交互1,1,1,0,0,0,,MOOD2
180117,402,motions/broken_2.mtn,body,0,1.0,GUN|DSR50|COMBINE,GUN|DSR50|COMBINE,,,交互2,1,1,0,0,0,,COMBINE
180118,402,motions/broken_3.mtn,body,0,1.0,GUN|DSR50|RETREAT,GUN|DSR50|RETREAT,,,交互3,1,1,0,0,0,,RETREAT
180119,402,motions/broken_4.mtn,leg,0,1.0,GUN|DSR50|DEFENSE,GUN|DSR50|DEFENSE,,,交互4,1,1,0,0,0,,DEFENSE
180120,402,motions/broken_5.mtn,leg,0,1.0,GUN|DSR50|GOATTACK,GUN|DSR50|GOATTACK,,,交互5,1,1,0,0,0,,GOATTACK
180121,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
180601,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
180602,200,,body,0,1.0,GUN|M590|DIALOGUE1,GUN|M590|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
180603,200,,body,0,1.0,GUN|M590|DIALOGUE2,GUN|M590|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
180604,200,,body,0,1.0,GUN|M590|DIALOGUE3,GUN|M590|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
180605,200,,body,0,1.0,GUN|M590|DIALOGUEWEDDING,GUN|M590|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
180606,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
180607,402,,body,0,1.0,GUN|M590|DIALOGUE1,GUN|M590|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
180608,402,,body,0,1.0,GUN|M590|DIALOGUE2,GUN|M590|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
180609,402,,body,0,1.0,GUN|M590|DIALOGUE3,GUN|M590|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
180610,402,,body,0,1.0,GUN|M590|DIALOGUEWEDDING,GUN|M590|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
180611,1000,,0,0,1.0,GUN|M590|HELLO,GUN|M590|HELLO,,,待机,0,0,0,0,0,,HELLO
180612,1001,,0,0,1.0,GUN|M590|HELLO,GUN|M590|HELLO,,,待机,0,0,0,0,0,,HELLO
180613,200,,body,0,1.0,GUN|M590|NEWYEAR,GUN|M590|NEWYEAR,,,待机,0,0,0,0,0,,NEWYEAR
180614,402,,body,0,1.0,GUN|M590|NEWYEAR,GUN|M590|NEWYEAR,,,待机,0,0,0,0,0,,NEWYEAR
180901,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
180902,102,motions/wait_1.mtn,0,"8,12",0.5,,,,,特殊待机,1,0,0,0,0,,
180903,200,motions/motou_01.mtn,head,0,1.0,GUN|88type|DIALOGUE1,GUN|88type|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
180904,200,motions/motou_02.mtn,head,0,1.0,GUN|88type|GOATTACK,GUN|88type|GOATTACK,,,交互2,1,0,0,0,0,,GOATTACK
180905,200,motions/shuohua_01.mtn,head,0,1.0,GUN|88type|BLACKACTION,GUN|88type|BLACKACTION,,,交互3,1,0,0,0,0,,BLACKACTION
180906,200,motions/shuohua_03.mtn,leg,0,1.0,GUN|88type|DIALOGUE3,GUN|88type|DIALOGUE3,,,交互4,1,0,0,0,0,,DIALOGUE3
180907,200,motions/moxiong_01.mtn,leg,0,1.0,GUN|88type|SKILL2,GUN|88type|SKILL2,,,交互5,1,0,0,0,0,,SKILL2
180908,200,motions/moxiong_02.mtn,body,0,1.0,GUN|88type|SKILL3,GUN|88type|SKILL3,,,交互6,1,0,0,0,0,,SKILL3
180909,200,motions/moxiong_03.mtn,body,0,1.0,GUN|88type|BREAK,GUN|88type|BREAK,,,交互7,1,0,0,0,0,,BREAK
180910,200,motions/shuohua_02.mtn,body,0,1.0,GUN|88type|DIALOGUEWEDDING,GUN|88type|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
180911,500,motions/motou_03.mtn,0,0,1.0,GUN|88type|SOULCONTRACT,GUN|88type|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
180912,1000,motions/login.mtn,0,0,1.0,GUN|88type|HELLO,GUN|88type|HELLO,,,上线响应,1,0,0,0,0,,HELLO
180913,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
180914,200,motions/newyear.mtn,head,0,1.0,GUN|88type|NEWYEAR,GUN|88type|NEWYEAR,,,节日交互,1,0,0,0,0,,NEWYEAR
180915,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
180916,403,motions/wait_1.mtn,0,"6,11",0.5,,,,,特殊待机1,1,1,0,0,0,,
180917,403,motions/wait_2.mtn,0,"8,15",0.5,,,,,特殊待机2,1,1,0,0,0,,
180918,402,motions/touch_1.mtn,body,0,1.0,GUN|88type|BREAK,GUN|88type|BREAK,,,交互1,1,1,0,0,0,,BREAK
180919,402,motions/touch_2.mtn,head,0,1.0,GUN|88type|RETREAT,GUN|88type|RETREAT,,,交互2,1,1,0,0,0,,RETREAT
180920,402,motions/touch_3.mtn,head,0,1.0,GUN|88type|FIX,GUN|88type|FIX,,,交互3,1,1,0,0,0,,FIX
180921,402,motions/touch_4.mtn,body,0,1.0,GUN|88type|LOWMOOD,GUN|88type|LOWMOOD,,,交互4,1,1,0,0,0,,LOWMOOD
180922,402,motions/touch_5.mtn,leg,0,1.0,GUN|88type|MOOD2,GUN|88type|MOOD2,,,交互5,1,1,0,0,0,,MOOD2
180923,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
190101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
190102,102,motions/wait_1.mtn,0,"12,15",0.5,,,,,特殊待机1,1,0,0,0,0,,
190103,102,motions/wait_2.mtn,0,"20,30",0.5,,,,,特殊待机2,1,0,0,0,0,,
190104,200,motions/touch_1.mtn,body,0,1.0,GUN|Vector|DIALOGUE1,GUN|Vector|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
190105,200,motions/touch_2.mtn,body,0,1.0,GUN|Vector|DIALOGUE2,GUN|Vector|DIALOGUE2,,,交互2,1,0,0,0,0,,DIALOGUE2
190106,200,motions/touch_3.mtn,body,0,1.0,GUN|Vector|DIALOGUE3,GUN|Vector|DIALOGUE3,,,交互3,1,0,0,0,0,,DIALOGUE3
190107,200,motions/touch_4.mtn,head,0,1.0,GUN|Vector|PHRASE,GUN|Vector|PHRASE,,,交互4,1,0,0,0,0,,PHRASE
190108,200,motions/touch_5.mtn,head,0,1.0,GUN|Vector|AGREE,,,,交互5,1,0,0,0,0,,AGREE
190109,200,motions/wedding_touch.mtn,body,0,1.0,GUN|Vector|DIALOGUEWEDDING,GUN|Vector|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
