id,type,gem_pay,gem,double_gem_pay,double_gem,mp,ammo,mre,part,icon,month_card_type,quota_num,prize_id,classification_id,description,clear_type,clear_parameter
807,5,0,0,0,0,500,500,500,300,,monthlycard2,0,0,2002,,0,0
808,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
809,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
820,21,1550,1550,0,0,0,0,0,0,,,0,74,2000,,0,0
821,21,720,720,0,0,0,0,0,0,,,0,78,2000,,0,0
822,21,1550,1550,0,0,0,0,0,0,,,0,79,2000,,0,0
823,21,2450,2450,0,0,0,0,0,0,,,0,80,2000,,0,0
824,21,2450,2450,2450,2450,0,0,0,0,,,1,159,2000,,0,0
825,21,720,720,720,720,0,0,0,0,,,1,78,2000,,0,0
826,21,1550,1550,1550,1550,0,0,0,0,,,1,79,2000,,0,0
827,21,2450,2450,2450,2450,0,0,0,0,,,1,80,2000,,0,0
828,21,2450,2450,2450,2450,0,0,0,0,,,1,975,2000,,0,0
829,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
830,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
831,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
832,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
833,21,60,60,60,60,0,0,0,0,,,1,571,2000,,0,0
834,21,1880,1880,1880,1880,0,0,0,0,,,1,1081,2000,,0,0
835,21,1880,1880,1880,1880,0,0,0,0,,,1,1082,2000,,0,0
836,21,1880,1880,1880,1880,0,0,0,0,,,1,1083,2000,,0,0
837,21,1880,1880,1880,1880,0,0,0,0,,,1,1084,2000,,0,0
838,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
839,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
840,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
841,21,330,330,330,330,0,0,0,0,,,10,1172,2000,,0,0
842,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
843,21,1160,1160,1160,1160,0,0,0,0,,,2,1178,2000,,0,0
844,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
845,21,1880,1880,1880,1880,0,0,0,0,,,1,1202,2000,,0,0
846,21,1880,1880,1880,1880,0,0,0,0,,,1,1203,2000,,0,0
847,21,1160,1160,1160,1160,0,0,0,0,,,2,1204,2000,,0,0
848,21,2380,2380,2380,2380,0,0,0,0,,,1,1205,2000,,0,0
849,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
850,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
851,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
852,21,500,500,500,500,0,0,0,0,,,1,1241,2000,,0,0
853,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
854,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
855,21,800,800,800,800,0,0,0,0,,,5,1243,2000,,0,0
856,21,1160,1160,1160,1160,0,0,0,0,,,2,1253,2000,,0,
857,21,1160,1160,1160,1160,0,0,0,0,,,2,1254,2000,,0,
858,21,1880,1880,1880,1880,0,0,0,0,,,1,1292,2000,,0,
859,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,2000,,0,
860,21,500,500,500,500,0,0,0,0,,,1,1323,2000,,0,
861,21,1880,1880,1880,1880,0,0,0,0,,,2,1324,2000,,0,
862,21,1160,1160,1160,1160,0,0,0,0,,,1,1410,6003,,0,
863,21,1880,1880,1880,1880,0,0,0,0,,,1,1411,6003,,0,
864,21,2380,2380,2380,2380,0,0,0,0,,,1,1412,6003,,0,
865,21,1160,1160,1160,1160,0,0,0,0,,,2,1413,6003,,0,
866,21,1160,1160,1160,1160,0,0,0,0,,,1,1464,6003,,0,
867,21,560,560,560,560,0,0,0,0,,,10,1465,6003,,0,
868,21,560,560,560,560,0,0,0,0,,,5,1466,6003,,0,
869,21,560,560,560,560,0,0,0,0,,,5,1467,6003,,0,
870,21,560,560,560,560,0,0,0,0,,,5,1468,6003,,0,
871,21,2450,2450,2450,2450,0,0,0,0,,,1,1469,6003,,0,
901,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
902,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
903,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
904,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
905,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
906,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
907,5,0,0,0,0,500,500,500,300,,monthlycard2,0,0,2002,,0,0
908,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
909,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
920,21,1550,1550,0,0,0,0,0,0,,,0,74,2000,,0,0
921,21,720,720,0,0,0,0,0,0,,,0,78,2000,,0,0
922,21,1550,1550,0,0,0,0,0,0,,,0,79,2000,,0,0
923,21,2450,2450,0,0,0,0,0,0,,,0,80,2000,,0,0
924,21,2450,2450,2450,2450,0,0,0,0,,,1,159,2000,,0,0
925,21,720,720,720,720,0,0,0,0,,,1,78,2000,,0,0
926,21,1550,1550,1550,1550,0,0,0,0,,,1,79,2000,,0,0
927,21,2450,2450,2450,2450,0,0,0,0,,,1,80,2000,,0,0
928,21,2450,2450,2450,2450,0,0,0,0,,,1,975,2000,,0,0
929,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
930,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
931,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
932,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
933,21,60,60,60,60,0,0,0,0,,,1,571,2000,,0,0
934,21,1880,1880,1880,1880,0,0,0,0,,,1,1081,2000,,0,0
935,21,1880,1880,1880,1880,0,0,0,0,,,1,1082,2000,,0,0
936,21,1880,1880,1880,1880,0,0,0,0,,,1,1083,2000,,0,0
937,21,1880,1880,1880,1880,0,0,0,0,,,1,1084,2000,,0,0
938,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
939,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
940,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
941,21,330,330,330,330,0,0,0,0,,,10,1172,2000,,0,0
942,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
943,21,1160,1160,1160,1160,0,0,0,0,,,2,1178,2000,,0,0
944,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
945,21,1880,1880,1880,1880,0,0,0,0,,,1,1202,2000,,0,0
946,21,1880,1880,1880,1880,0,0,0,0,,,1,1203,2000,,0,0
947,21,1160,1160,1160,1160,0,0,0,0,,,2,1204,2000,,0,0
948,21,2380,2380,2380,2380,0,0,0,0,,,1,1205,2000,,0,0
949,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
950,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
951,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
952,21,500,500,500,500,0,0,0,0,,,1,1241,2000,,0,0
953,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
954,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
955,21,800,800,800,800,0,0,0,0,,,5,1243,2000,,0,0
956,21,1160,1160,1160,1160,0,0,0,0,,,2,1253,2000,,0,
957,21,1160,1160,1160,1160,0,0,0,0,,,2,1254,2000,,0,
958,21,1880,1880,1880,1880,0,0,0,0,,,1,1292,2000,,0,
959,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,2000,,0,
960,21,500,500,500,500,0,0,0,0,,,1,1323,2000,,0,
961,21,1880,1880,1880,1880,0,0,0,0,,,2,1324,2000,,0,
962,21,1160,1160,1160,1160,0,0,0,0,,,1,1410,6003,,0,
963,21,1880,1880,1880,1880,0,0,0,0,,,1,1411,6003,,0,
964,21,2380,2380,2380,2380,0,0,0,0,,,1,1412,6003,,0,
965,21,1160,1160,1160,1160,0,0,0,0,,,2,1413,6003,,0,
966,21,1160,1160,1160,1160,0,0,0,0,,,1,1464,6003,,0,
967,21,560,560,560,560,0,0,0,0,,,10,1465,6003,,0,
968,21,560,560,560,560,0,0,0,0,,,5,1466,6003,,0,
969,21,560,560,560,560,0,0,0,0,,,5,1467,6003,,0,
970,21,560,560,560,560,0,0,0,0,,,5,1468,6003,,0,
971,21,2450,2450,2450,2450,0,0,0,0,,,1,1469,6003,,0,
3001,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
3002,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
3003,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
3004,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
3005,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
3006,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
3007,5,0,0,0,0,500,500,500,300,,monthlycard2,0,0,2002,,0,0
3008,4,250,250,250,500,0,0,0,0,,monthlycard1,0,0,2000,,0,0
3009,4,0,1280,0,1280,0,0,0,0,,monthlycard1,0,0,2000,,0,0
3020,4,1550,1550,0,0,0,0,0,0,,,0,74,2000,,0,0
3021,4,720,720,0,0,0,0,0,0,,,0,78,2000,,0,0
3022,4,1550,1550,0,0,0,0,0,0,,,0,79,2000,,0,0
3023,4,2450,2450,0,0,0,0,0,0,,,0,80,2000,,0,0
3024,4,2450,2450,2450,2450,0,0,0,0,,,0,0,2000,,0,0
3025,4,2450,2450,2450,2450,0,0,0,0,,,0,0,2000,,0,0
3026,4,2450,2450,2450,2450,0,0,0,0,,,0,0,2000,,0,0
3027,4,2450,2450,2450,2450,0,0,0,0,,,0,0,2000,,0,0
3028,4,250,250,250,500,0,0,0,0,,monthlycard1,0,0,2000,,0,0
3029,4,60,60,60,60,0,0,0,0,,,0,0,2000,,0,0
3030,4,1580,1580,1580,1580,0,0,0,0,,,0,0,2000,,0,0
3031,4,1580,1580,1580,1580,0,0,0,0,,,0,0,2000,,0,0
3032,4,1580,1580,1580,1580,0,0,0,0,,,0,0,2000,,0,0
3033,4,1580,1580,1580,1580,0,0,0,0,,,0,0,2000,,0,0
10001,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
10002,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
10003,4,480,515,480,960,0,0,0,0,,,0,0,2000,,0,0
10004,4,980,1082,980,1960,0,0,0,0,,,0,0,2000,,0,0
10005,4,1980,2288,1980,3960,0,0,0,0,,,0,0,2000,,0,0
10006,4,3180,3812,3180,6360,0,0,0,0,,,0,0,2000,,0,0
10007,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
10008,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
10009,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
10020,21,1298,1298,0,0,0,0,0,0,,,0,74,2000,,0,0
10021,21,594,594,0,0,0,0,0,0,,,0,78,2000,,0,0
10022,21,1298,1298,0,0,0,0,0,0,,,0,79,2000,,0,0
10023,21,2407,2407,0,0,0,0,0,0,,,0,80,2000,,0,0
10024,21,2047,2047,2047,2047,0,0,0,0,,,1,159,2000,,0,0
10025,21,594,594,594,594,0,0,0,0,,,1,78,2000,,0,0
10026,21,1298,1298,1298,1298,0,0,0,0,,,1,79,2000,,0,0
10027,21,2407,2407,2407,2407,0,0,0,0,,,1,80,2000,,0,0
10028,21,2047,2047,2047,2047,0,0,0,0,,,1,975,2000,,0,0
10029,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
10030,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
10031,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
10032,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
10033,21,1500,1500,1500,1500,0,0,0,0,,,1,1081,2000,,0,0
10034,21,1500,1500,1500,1500,0,0,0,0,,,1,1082,2000,,0,0
10035,21,1500,1500,1500,1500,0,0,0,0,,,1,1083,2000,,0,0
10036,21,1500,1500,1500,1500,0,0,0,0,,,1,1084,2000,,0,0
10037,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
10038,21,450,450,450,450,0,0,0,0,,,1,1168,2000,,0,0
10039,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
10040,21,300,300,300,300,0,0,0,0,,,10,1172,2000,,0,0
10041,21,1030,1030,1030,1030,0,0,0,0,,,2,1178,2000,,0,0
10042,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
10043,21,1500,1500,1500,1500,0,0,0,0,,,1,1202,2000,,0,0
10044,21,1500,1500,1500,1500,0,0,0,0,,,1,1203,2000,,0,0
10045,21,950,950,950,950,0,0,0,0,,,2,1204,2000,,0,0
10046,21,1850,1850,1850,1850,0,0,0,0,,,1,1205,2000,,0,0
10047,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
10048,21,2040,2040,2040,2040,0,0,0,0,,,1,1229,2000,,0,0
10049,21,1630,1630,1630,1630,0,0,0,0,,,2,1240,2000,,0,0
10050,21,435,435,435,435,0,0,0,0,,,1,1241,2000,,0,0
10051,21,2070,2070,2070,2070,0,0,0,0,,,1,1229,2000,,0,0
10052,21,1630,1630,1630,1630,0,0,0,0,,,2,1240,2000,,0,0
10053,21,640,640,640,640,0,0,0,0,,,5,1243,2000,,0,0
10054,21,1000,1000,1000,1000,0,0,0,0,,,2,1253,2000,,0,
10055,21,1000,1000,1000,1000,0,0,0,0,,,2,1254,2000,,0,
10056,21,1630,1630,1630,1630,0,0,0,0,,,1,1292,2000,,0,
10057,21,2070,2070,2070,2070,0,0,0,0,,,1,1322,2000,,0,
10058,21,450,450,450,450,0,0,0,0,,,1,1323,2000,,0,
10059,21,1630,1630,1630,1630,0,0,0,0,,,2,1324,2000,,0,
10060,21,1000,1000,1000,1000,0,0,0,0,,,1,1410,6003,,0,
10061,21,1630,1630,1630,1630,0,0,0,0,,,1,1411,6003,,0,
10062,21,2070,2070,2070,2070,0,0,0,0,,,1,1412,6003,,0,
10063,21,1000,1000,1000,1000,0,0,0,0,,,2,1413,6003,,0,
10064,21,1000,1000,1000,1000,0,0,0,0,,,1,1464,6003,,0,
10065,21,535,535,535,535,0,0,0,0,,,10,1465,6003,,0,
10066,21,535,535,535,535,0,0,0,0,,,5,1466,6003,,0,
10067,21,535,535,535,535,0,0,0,0,,,5,1467,6003,,0,
10068,21,535,535,535,535,0,0,0,0,,,5,1468,6003,,0,
10069,21,2070,2070,2070,2070,0,0,0,0,,,1,1469,6003,,0,
10101,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
10102,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
10103,4,480,515,480,960,0,0,0,0,,,0,0,2000,,0,0
10104,4,980,1082,980,1960,0,0,0,0,,,0,0,2000,,0,0
10105,4,1980,2288,1980,3960,0,0,0,0,,,0,0,2000,,0,0
10106,4,3180,3812,3180,6360,0,0,0,0,,,0,0,2000,,0,0
10107,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
10108,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
10109,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
10120,21,1298,1298,0,0,0,0,0,0,,,0,74,2000,,0,0
10121,21,594,594,0,0,0,0,0,0,,,0,78,2000,,0,0
10122,21,1298,1298,0,0,0,0,0,0,,,0,79,2000,,0,0
10123,21,2407,2407,0,0,0,0,0,0,,,0,80,2000,,0,0
10124,21,2047,2047,2047,2047,0,0,0,0,,,1,159,2000,,0,0
10125,21,594,594,594,594,0,0,0,0,,,1,78,2000,,0,0
10126,21,1298,1298,1298,1298,0,0,0,0,,,1,79,2000,,0,0
10127,21,2407,2407,2407,2407,0,0,0,0,,,1,80,2000,,0,0
10128,21,2047,2047,2047,2047,0,0,0,0,,,1,975,2000,,0,0
10129,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
10130,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
10131,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
10132,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
10133,21,1500,1500,1500,1500,0,0,0,0,,,1,1081,2000,,0,0
10134,21,1500,1500,1500,1500,0,0,0,0,,,1,1082,2000,,0,0
10135,21,1500,1500,1500,1500,0,0,0,0,,,1,1083,2000,,0,0
10136,21,1500,1500,1500,1500,0,0,0,0,,,1,1084,2000,,0,0
10137,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
10138,21,450,450,450,450,0,0,0,0,,,1,1168,2000,,0,0
10139,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
10140,21,300,300,300,300,0,0,0,0,,,10,1172,2000,,0,0
10141,21,1030,1030,1030,1030,0,0,0,0,,,2,1178,2000,,0,0
10142,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
10143,21,1500,1500,1500,1500,0,0,0,0,,,1,1202,2000,,0,0
10144,21,1500,1500,1500,1500,0,0,0,0,,,1,1203,2000,,0,0
10145,21,950,950,950,950,0,0,0,0,,,2,1204,2000,,0,0
10146,21,1850,1850,1850,1850,0,0,0,0,,,1,1205,2000,,0,0
10147,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
10148,21,2040,2040,2040,2040,0,0,0,0,,,1,1229,2000,,0,0
10149,21,1630,1630,1630,1630,0,0,0,0,,,2,1240,2000,,0,0
10150,21,435,435,435,435,0,0,0,0,,,1,1241,2000,,0,0
10151,21,2070,2070,2070,2070,0,0,0,0,,,1,1229,2000,,0,0
10152,21,1630,1630,1630,1630,0,0,0,0,,,2,1240,2000,,0,0
10153,21,640,640,640,640,0,0,0,0,,,5,1243,2000,,0,0
10154,21,1000,1000,1000,1000,0,0,0,0,,,2,1253,2000,,0,
10155,21,1000,1000,1000,1000,0,0,0,0,,,2,1254,2000,,0,
10156,21,1630,1630,1630,1630,0,0,0,0,,,1,1292,2000,,0,
10157,21,2070,2070,2070,2070,0,0,0,0,,,1,1322,2000,,0,
10158,21,450,450,450,450,0,0,0,0,,,1,1323,2000,,0,
10159,21,1630,1630,1630,1630,0,0,0,0,,,2,1324,2000,,0,
10160,21,1000,1000,1000,1000,0,0,0,0,,,1,1410,6003,,0,
10161,21,1630,1630,1630,1630,0,0,0,0,,,1,1411,6003,,0,
10162,21,2070,2070,2070,2070,0,0,0,0,,,1,1412,6003,,0,
10163,21,1000,1000,1000,1000,0,0,0,0,,,2,1413,6003,,0,
10164,21,1000,1000,1000,1000,0,0,0,0,,,1,1464,6003,,0,
10165,21,535,535,535,535,0,0,0,0,,,10,1465,6003,,0,
10166,21,535,535,535,535,0,0,0,0,,,5,1466,6003,,0,
10167,21,535,535,535,535,0,0,0,0,,,5,1467,6003,,0,
10168,21,535,535,535,535,0,0,0,0,,,5,1468,6003,,0,
10169,21,2070,2070,2070,2070,0,0,0,0,,,1,1469,6003,,0,
10501,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
10502,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
10503,4,480,515,480,960,0,0,0,0,,,0,0,2000,,0,0
10504,4,980,1082,980,1960,0,0,0,0,,,0,0,2000,,0,0
10505,4,1980,2288,1980,3960,0,0,0,0,,,0,0,2000,,0,0
10506,4,3180,3812,3180,6360,0,0,0,0,,,0,0,2000,,0,0
10507,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
10508,4,600,600,600,1200,0,0,0,0,,monthlycard1,0,0,2000,,0,0
10511,4,594,594,594,594,0,0,0,0,,,0,0,2000,,0,0
10512,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
10513,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
10520,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
10521,4,594,594,594,594,0,0,0,0,,,0,0,2000,,0,0
10522,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
10523,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10524,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10525,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10526,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10527,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10528,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10529,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
20101,4,2,2,2,2,0,0,0,0,,,0,0,2000,,0,0
20102,4,20,20,20,20,0,0,0,0,,,0,0,2000,,0,0
20103,4,50,50,50,50,0,0,0,0,,,0,0,2000,,0,0
30001,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
30002,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
30003,4,480,535,480,960,0,0,0,0,,,0,0,2000,,0,0
30004,4,980,1118,980,1960,0,0,0,0,,,0,0,2000,,0,0
30005,4,1980,2350,1980,3960,0,0,0,0,,,0,0,2000,,0,0
30006,4,3180,3983,3180,6360,0,0,0,0,,,0,0,2000,,0,0
30007,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
30008,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
30009,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
30010,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
30011,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
30012,4,0,535,0,535,0,0,0,0,,,0,0,2000,,0,0
30013,4,0,2350,0,2350,0,0,0,0,,,0,0,2000,,0,0
30014,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
30015,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
30016,4,0,535,0,535,0,0,0,0,,,0,0,2000,,0,0
30017,4,0,2350,0,2350,0,0,0,0,,,0,0,2000,,0,0
30020,4,1298,1298,1298,1298,0,0,0,0,,,0,74,2000,,0,0
30021,21,594,594,0,0,0,0,0,0,,,0,78,2000,,0,0
30022,21,1298,1298,0,0,0,0,0,0,,,0,79,2000,,0,0
30023,21,2047,2047,0,0,0,0,0,0,,,0,80,2000,,0,0
30024,21,2047,2047,2047,2047,0,0,0,0,,,1,159,2000,,0,0
30025,21,594,594,594,594,0,0,0,0,,,1,78,2000,,0,0
30026,21,1298,1298,1298,1298,0,0,0,0,,,1,79,2000,,0,0
30027,21,2047,2047,2047,2047,0,0,0,0,,,1,80,2000,,0,0
30028,21,2047,2047,2047,2047,0,0,0,0,,,1,975,2000,,0,0
30029,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
30030,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
30031,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
30032,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
30033,21,1500,1500,1500,1500,0,0,0,0,,,1,1081,2000,,0,0
30034,21,1500,1500,1500,1500,0,0,0,0,,,1,1082,2000,,0,0
30035,21,1500,1500,1500,1500,0,0,0,0,,,1,1083,2000,,0,0
30036,21,1500,1500,1500,1500,0,0,0,0,,,1,1084,2000,,0,0
30037,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
30038,21,450,450,450,450,0,0,0,0,,,1,1168,2000,,0,0
30039,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
30040,21,300,300,300,300,0,0,0,0,,,10,1172,2000,,0,0
30041,21,1030,1030,1030,1030,0,0,0,0,,,2,1178,2000,,0,0
30042,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
30043,21,1500,1500,1500,1500,0,0,0,0,,,1,1202,2000,,0,0
30044,21,1500,1500,1500,1500,0,0,0,0,,,1,1203,2000,,0,0
30045,21,950,950,950,950,0,0,0,0,,,2,1204,2000,,0,0
30046,21,1850,1850,1850,1850,0,0,0,0,,,1,1210,2000,,0,0
30047,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
30048,21,2090,2090,2090,2090,0,0,0,0,,,1,1229,2000,,0,0
30049,21,1830,1830,1830,1830,0,0,0,0,,,2,1240,2000,,0,0
30050,21,480,480,480,480,0,0,0,0,,,1,1241,2000,,0,0
30051,21,2110,2110,2110,2110,0,0,0,0,,,1,1229,2000,,0,0
30052,21,1700,1700,1700,1700,0,0,0,0,,,2,1240,2000,,0,0
30053,21,650,650,650,650,0,0,0,0,,,5,1243,2000,,0,0
30054,21,1060,1060,1060,1060,0,0,0,0,,,2,1253,2000,,0,
30055,21,1060,1060,1060,1060,0,0,0,0,,,2,1254,2000,,0,
30056,21,1700,1700,1700,1700,0,0,0,0,,,1,1292,2000,,0,
30057,21,2110,2110,2110,2110,0,0,0,0,,,1,1322,2000,,0,
30058,21,480,480,480,480,0,0,0,0,,,1,1323,2000,,0,
30059,21,1700,1700,1700,1700,0,0,0,0,,,2,1324,2000,,0,
30060,21,1060,1060,1060,1060,0,0,0,0,,,1,1410,6003,,0,
30061,21,1700,1700,1700,1700,0,0,0,0,,,1,1411,6003,,0,
30062,21,2110,2110,2110,2110,0,0,0,0,,,1,1412,6003,,0,
30063,21,1060,1060,1060,1060,0,0,0,0,,,2,1413,6003,,0,
30064,21,1060,1060,1060,1060,0,0,0,0,,,1,1464,6003,,0,
30065,21,535,535,535,535,0,0,0,0,,,10,1465,6003,,0,
30066,21,535,535,535,535,0,0,0,0,,,5,1466,6003,,0,
30067,21,535,535,535,535,0,0,0,0,,,5,1467,6003,,0,
30068,21,535,535,535,535,0,0,0,0,,,5,1468,6003,,0,
30069,21,2110,2110,2110,2110,0,0,0,0,,,1,1471,6003,,0,
30501,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
30502,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
30503,4,480,535,480,960,0,0,0,0,,,0,0,2000,,0,0
30504,4,980,1118,980,1960,0,0,0,0,,,0,0,2000,,0,0
30505,4,1980,2350,1980,3960,0,0,0,0,,,0,0,2000,,0,0
30506,4,3180,3983,3180,6360,0,0,0,0,,,0,0,2000,,0,0
30507,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
30508,4,600,600,600,1200,0,0,0,0,,monthlycard1,0,0,2000,,0,0
30520,4,1298,1298,1298,1298,0,0,0,0,,,0,74,2000,,0,0
30521,4,594,594,594,594,0,0,0,0,,,0,0,2000,,0,0
30522,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
30523,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
30524,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
30525,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
30526,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
30527,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
30528,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
30529,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
30530,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
30531,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
