id,type,arguments,extra_language,is_hidden,is_show_count
1081201,1305,0,,0,1
1081301,1407,481404:1,在1处生产线埋下炸药//n<color=#FFB400>注：生产线以雷达标识</color>,0,1
1081302,1407,481412:1,提取第1条数据信息,0,1
1081303,1407,481413:1,提取第2条数据信息,0,1
1081401,1309,"481501,74059",引导J抵达帕拉蒂斯工厂深处,0,1
1081501,1404,1,救援人质J,0,1
1081701,1402,6,坚守至第6回合,0,1
1081702,1102,201,维持防线//n<color=#FFB400>注：防线以雷达标识，将其全部占领即可</color>,0,1
1081703,1406,481811:0,清理防区内的敌人//n<color=#FFB400>注：回合开始时判定，回合结束时结算</color>,0,0
1081801,1309,"481903,74348",引导格里芬小队移动至撤离点//n<color=#FFB400>注：撤离点位于地图右下角</color>,0,1
1081802,1407,481907:1,格里芬小队战败则关卡失败,0,0
1081901,1402,4,坚守至第4回合,0,1
1081902,1407,482002:2,关闭防御门//n<color=#FFB400>注：本操作需要赫丽安的权限</color>,0,1
1081903,1309,"481904,74466",引导赫丽安移动至控制台,0,1
1081904,1309,"481903,74467",引导格里芬小队移动至重型机场,0,1
1081905,1407,482010:1,敌人入侵心智服务器则任务失败//n<color=#FFB400>注：心智服务器即赫丽安和格里芬小队所在的雷达点，若敌人移动到这些位置发生交战则任务失败</color>,0,0
1081906,1406,481811:0,清理帕斯卡实验室内的敌人//n<color=#FFB400>注：回合开始时判定，回合结束时结算</color>,0,0
1082001,1407,482103:1,指挥官战败则关卡失败,0,0
1082101,1303,482202:1,,0,1
1082102,1407,482208:5,在工厂各个位置埋下炸药//n<color=#FFB400>注：炸药埋放位置以雷达标识</color>,0,1
1082103,1407,482219:1,引爆炸药,0,1
1082201,1303,482301:1,,0,1
1082301,1402,7,坚守至第7回合,0,1
1082302,1406,482430:15,消耗的cost不超过15个,0,0
1082303,1402,4,坚守至第4回合,0,1
1082401,1407,482513:1,突破防火墙，进入帕拉蒂斯数据网络内部,0,1
1082402,1407,482518:1,击败布拉梅德，进入帕拉蒂斯数据网络底层,0,1
1082403,1407,482509:1,读取数据核心,0,1
1082404,1407,482519:1,丹德莱、AR小队、404小队其中之一战败则关卡失败,0,1
1082501,1407,6480011:3,破解左侧三处控制台,0,"1,1"
1082601,1101,64490|64487,占领任意一个标记点,0,0
1082701,1309,"6480205,64550",让M4A1移动到标记点,0,1
1082702,1306,"6480251:1,6480252:1,6480253:1,6480254:1,6480255:1",,0,0
1082791,1407,6480067:1,M4A1与敌方交战,0,0
1082801,1407,6480025:1,启动控制台,0,"0,0"
1082802,1407,6480026:2,调查两处伊阿索之匣,0,"1,1"
1082891,1407,6480068:1,伊阿索之匣爆炸,0,0
1082901,1407,6480049:4, 到达每个雷达点上,0,"1,1"
1082902,1303,6485801:1,,1,0
1083001,1306,"6485301:1,6485302:1,6485304:1,6485305:1",击败带有★标识的敌人,0,0
1083091,1306,6485306:1,击杀安全防卫系统,0,0
1083101,1406,6480043:0,炸毁机场跑道 剩余:<color=#FFB400>{0}</color> //n· 回合结束结算,0,"0,0"
1083201,1305,0,,0,1
1083301,1407,481404:3,在3处生产线埋下炸药//n<color=#FFB400>注：生产线以雷达标识</color>,0,1
1083501,1309,"483600,74167",指挥官驻守指挥部,0,1
1083601,1402,7,坚守至第7回合,0,1
1083701,1309,"481903,74414",引导格里芬小队移动至撤离点//n<color=#FFB400>注：撤离点位于地图右下角</color>,0,1
1083803,1309,"481904,74532",引导赫丽安移动至控制台,0,1
1083804,1309,"481903,74533",引导格里芬小队移动至重型机场,0,1
1083807,1407,483912:2,使用塑胶炸弹炸毁帕斯卡实验室右侧损坏的防御门封锁敌人的入侵路线,0,0
1084001,1303,484102:1,,0,
1084101,1303,484201:3,,0,1
1084701,1101,65136|65137|65138,占领任意一个标记点,0,1
1084801,1101,65151|65150|65149,占领任意一个标记点,0,1
1084901,1101,65164|65162|65166|65168|65170,占领任意一个标记点,0,1
1085001,1101,65177|65193|65185|65189|65181,占领任意一个标记点,0,1
1093401,1101,63567,,0,1
1093501,1101,63578,,0,1
1093601,1101,63590,,0,1
1093701,1101,63604,,0,1
1093801,1404,4,,0,1
1093901,1305,0,,0,1
1094001,1305,0,,0,1
1094101,1305,0,,0,1
1094201,1101,63734,,0,1
1094301,1101,63747,,0,1
1094401,1303,6011101:3,,0,1
1094501,1101,63803,,0,1
1094601,1305,0,,0,1
1094701,1101,63854,,0,1
1094801,1405,2,,0,1
1094901,1102,3,,0,1
1098101,1101,94526,,0,1
1098201,1402,2,,0,1
1098501,1101,94556,,0,1
1098701,1303,"322505:1,322506:1,322507:1,322508:1",击杀所有安娜的傀儡。,0,1
1098702,1303,322509:1,,0,1
1100001,1305,0,,0,1
1100101,1305,0,,0,1
1100201,1407,6510019:1,操作控制台I后前往传送节点I启动传送(格里芬),0,1
1100202,1407,6510020:1,操作控制台II后前往传送节点II启动传送(铁血),0,1
1100301,1407,6510063:1,拾取物资后操作控制台O面板A(后续难度★★★),0,1
1100302,1407,6510066:1,拾取物资后操作控制台O面板B(后续难度★★★),0,1
1100303,1407,6510067:1,拾取物资后操作控制台O面板C(后续难度★★★),0,1
1100304,1303,6510202:3,击败带有★标识的敌人(后续关卡难度★★★★★),0,1
1100401,1404,3,救援3名人质(后续关卡难度★★★),0,1
1100402,1402,4,坚守至第4回合开始(后续关卡难度★★★★★),0,1
1101200,1407,510299:1,目标逃脱则任务失败,0,0
1101201,1407,510202:1,追上尼梅兰,0,0
1101301,1303,510301:1,,0,1
1101401,1309,"510400,75659",引导杜皮约移动至撤离点,0,0
1101402,1407,510400:1,若杜皮约败退则任务失败//n注意：杜皮约一旦接敌会直接败退,0,0
1101501,1309,"510500,75714",掩护罗密小队移动至撤离点,0,0
1101502,1407,510500:1,若罗密小队败退则任务失败,0,0
1101503,1406,510501:0,,0,0
1101701,1303,510701:1,,0,0
1101801,1407,510841:6,炸毁全部全息召唤仪<color=#CF8000>(移动或结束回合时结算)</color>//n<color=#CA0A09>注意：炸毁任意召唤仪后，其他召唤仪将会召唤出更强大的敌人</color>,0,0
1101802,1305,0,,0,0
1102001,1303,511001:1,,0,0
1102101,1303,511102:2,,0,1
1102102,1402,6,,0,0
1102201,1407,6510107:1,启动控制中枢台,0,1
1102291,1407,6510137:1,建筑师撤退,0,
1102301,1402,2,坚持到狼群小队抵达,0,1
1102302,1305,0,,0,1
1102303,1101,66109,,0,1
1102391,1407,6510138:1,狼群小队撤退,0,
1102401,1407,6510116:1,炮击尼梅兰,0,1
1102402,1306,6511301:1,至少击退尼梅兰一次,0,1
1102403,1407,6510122:2,夺取所有粒子震荡炮,0,1
1102491,1407,6510149:1,尼梅兰到达右上指挥部,0,
1102501,1407,6510117:3,调查三处控制台,0,1
1102502,1101,66281,,0,1
1102591,1407,6510139:1,M16A1撤退,0,
1102601,1303,6511501:1,,0,1
1102602,1407,6510124:1,狼群小队移动到指挥部,0,"0,0"
1102691,1407,6510138:1,狼群小队撤退,0,
1102801,1303,511801:1,,0,0
1103101,1306,512101:1,击败缇,0,0
1103201,1303,512202:2,,0,1
1103301,1407,6510107:1,启动控制中枢台,0,1
1103391,1407,6510137:1,建筑师撤退,0,
1103401,1402,3,坚持到狼群小队抵达,0,1
1103402,1305,0,,0,1
1103403,1101,66065,,0,1
1103491,1407,6510138:1,狼群小队撤退,0,
1103501,1407,6510116:1,炮击尼梅兰,0,1
1103502,1306,6512301:1,至少击退尼梅兰一次,0,1
1103503,1407,6510122:4,夺取所有粒子震荡炮,0,1
1103591,1407,6510149:1,尼梅兰到达右上指挥部,0,
1103601,1303,6512501:1,,0,1
1103602,1407,6510124:1,狼群小队移动到指挥部,0,"0,0"
1103691,1407,6510138:1,狼群小队撤退,0,
1103801,1303,512801:1,,0,0
1104101,1306,513101:1,击败缇,0,0
1104201,1303,513202:2,,0,1
1104301,1407,6510107:1,启动控制中枢台,0,1
1104391,1407,6510137:1,建筑师撤退,0,
1104401,1402,3,坚持到狼群小队抵达,0,1
1104402,1305,0,,0,1
1104403,1101,66467,,0,1
1104491,1407,6510138:1,狼群小队撤退,0,
1104501,1407,6510116:1,炮击尼梅兰,0,1
1104502,1306,6513301:1,至少击退尼梅兰一次,0,1
1104503,1407,6510122:4,夺取所有粒子震荡炮,0,1
1104591,1407,6510149:1,尼梅兰到达右上指挥部,0,
1104601,1303,6513501:1,,0,1
1104602,1407,6510124:1,狼群小队移动到指挥部,0,"0,0"
1104691,1407,6510138:1,狼群小队撤退,0,
1104701,1407,513700:1,若格里芬小队败退则任务失败,0,0
1104801,1301,5,,0,1
1108301,1309,"500100,76675",援护指挥官移动至指挥部,0,
1108302,1407,500101:1,若指挥官败退则任务失败//n注意：指挥官一旦接敌会直接败退,0,
1108401,1407,500020:1,本关卡会按步骤指引指挥官制作一个巧克力//n首先，拾取可可豆,0,
1108402,1407,500022:1,拾取白砂糖,0,
1108403,1407,500026:1,拾取食用色素,0,
1108404,1407,500027:1,拾取特色调料,0,
1108405,1407,500028:1,拾取标准模具//n这是第5个食材，指挥官同时只能携带5种食材,0,
1108406,1407,500000:1,当携带5个食材后，就可以制作巧克力了//n将食材放入万能甜品制造机,0,
1108407,1407,500006:1,获取可可新世界,0,0
1108501,1407,500001:1,制作薄荷世家,0,0
1108502,1407,500002:1,制作甜蜜军刀,0,0
1108503,1407,500003:1,制作命运之吻,0,0
1108504,1407,500004:1,制作巧克力二重奏,0,0
1108505,1407,500005:1,制作经典记忆,0,0
1108601,1407,500411:1,给刘易斯送上她喜欢的巧克力,0,0
1108602,1407,500412:1,给隼送上她喜欢的巧克力,0,0
1108603,1407,500413:1,给79式送上她喜欢的巧克力,0,0
1108604,1407,500414:1,给97式送上她喜欢的巧克力,0,0
1108605,1407,500415:1,给猎手-裳夜落蛾送上她喜欢的巧克力,0,0
1108606,1407,500416:1,给LWMMG送上她喜欢的巧克力,0,0
1108607,1407,500417:1,给K5送上她喜欢的巧克力,0,0
1108608,1407,500418:1,给M1加兰德送上她喜欢的巧克力,0,0
1108609,1407,500419:1,给P22送上她喜欢的巧克力,0,0
1108610,1407,500420:1,给T77送上她喜欢的巧克力,0,0
1108611,1407,500410:1,还有谁呢……,1,0
1108701,1301,5,,0,1
3610301,1305,0,,0,1
3610311,1401,3,,0,1
3611001,1405,2,,0,1
3611301,1205,363401:0,,0,1
3611311,1101,84237,,0,1
3612001,1405,2,,0,1
6000001,1303,6001901:1,,0,1
6000002,1303,6002101:1,,0,1
6000003,1406,6000001:0,前往光柱点,0,1
6000004,1101,62154,,0,1
6000005,1303,6002401:1,,0,1
6000006,1405,1,,0,1
6000007,1303,6002701:1,,0,1
6000008,1102,3,,0,1
6380101,1405,3,坚守3回合。,0,1
6380501,1101,60780,,0,1
6380601,1301,6,击杀除莉可外的所有敌人。,0,1
6380602,1101,61273,防止防御门阵地被占领。,0,1
6380701,1305,0,,0,1
6380801,1305,0,,0,1
6400101,1305,0,,0,1
6400201,1101,61032|61037,占领光圈标记中的任意一点,0,1
6400301,1205,6390102:0,操作控制台,0,1
6400401,1404,2,,0,1
6430101,1309,"6430101,62244",吸引AK-47到难民营,0,1
6430102,1101,62241,逃离区域（占领指定点）,0,1
6430201,1309,"6430201,62247;6430202,62249",让M870小队和春田小队对峙（到达光柱位置）,0,1
6430202,1309,"6430203,62269",让ART556&P7前往暗区（到达光圈位置，需要拥有防毒面具）,0,1
6430203,1101,62255|62254,到达指定点并占领,0,1
6430204,1407,6430203:1,制作防毒面具,0,1
6430301,1101,62346,,0,1
6430302,1303,6430301:1,,0,1
6430401,1101,62285,,0,1
6430402,1303,6430401:1,,0,1
6430403,1309,"6430401,62292",让蓝色咆哮到达右上红光圈位置,0,1
6430404,1309,"6430401,62293",让蓝色咆哮到达右下红光圈位置,0,1
6430501,1303,6430501:1,,0,1
6430502,1303,6430502:1,,0,1
6430503,1101,62329,占领敌方指挥部，并且结束回合。,0,1
6430601,1101,62398,,0,1
6430701,1101,62407|62409,占领任意一个光圈标记点,0,1
6430801,1101,62420,,0,1
6430901,1402,1,,0,1
6431001,1303,6431001:1,,0,1
6431002,1303,6431007:1,,0,1
6431003,1303,6431002:1,,0,1
6431004,1303,6431008:1,,0,1
6431005,1408,9006:1,,0,1
6431006,1408,9007:1,,0,1
6431101,1303,6431101:1,,0,1
6431102,1303,6431201:1,,0,1
9120100,1101,"90000,90001,90006",,0,1
9120200,1404,1,,0,1
9120210,1405,1,,0,1
9120211,1101,"90077,90078",,0,1
9120300,1404,2,,0,1
9120310,1303,9120301:1,,0,1
9120400,1101,90198,,0,1
9120410,1303,9120402:1,,0,1
9120500,1101,90213,,0,1
9120510,1303,9120504:1,,0,1
9120600,1305,0,,0,1
9120610,1101,"90242,90252",,0,1
9120700,1101,90329,,0,1
9120710,1101,"90284,90276",,0,1
9120810,2302,2,,0,1
9120900,1402,9,坚持8回合,0,1
9120910,2302,4,,0,1
9130110,1402,6,,0,1
9130200,1404,1,,0,1
9130210,1205,"9130201:0,9130202:0",,0,1
9130300,1101,91256,,0,1
9130310,2403,0,,0,1
9130500,1309,"9130501,91330",吸引叶戈尔到达上方雷达点//n<color=#FFFF00>·回合结束时结算达成状态</color>,0,1
9130510,1207,"9130503:2,9130504:2,9130506:2",炸毁并堵塞左上方的通道。//n<color=#FFFF00>·即3处初始非我方占领的关闭机场</color>,0,1
9130511,1207,"9130501:2,9130505:2",炸毁所有防御门,0,1
9130600,1303,9130601:1,击败叶戈尔（目标被持续淹没时将受到伤害和弱化）//n<color=#FFFF00>·回合结束时结算达成状态</color>,0,1
9130601,1101,91346,占领控制台所在点,0,1
9130610,2204,0:2:11,仅使用水淹消灭叶戈尔//n<color=#FFFF00>·发生战斗即判定失败</color>,0,1
9130611,1309,"9130601,91344",保护安洁//n<color=#FFFF00>·受到浸水时将会死亡，判定失败</color>,0,1
9130700,1404,1,请在人群中找寻并带回原本的M16A1心智,0,1
9130710,2302,0,,0,1
9130800,1207,"9130801:2,9130802:2,9130803:2",,0,1
9130810,2302,7,,0,1
9130910,1304,"9130901,91443",在不伤害伊莱莎的情况下控制海星（占领指挥部）,0,1
9131010,2403,0,,0,1
64101011,1305,0,【离席之时 I】全歼敌军,0,1
64101021,1101,61075,【离席之时 II】到达指定点,0,1
64101031,1102,1,,0,1
64102011,1305,0,【枯草热 III】全歼敌军,0,1
64102021,1101,61132,【枯草热 IV】到达指定点,0,1
64102031,1404,1,【霜狼会】a.救援M16残片,0,1
64102041,1101,61166,【枯草热 II】到达指定点,0,1
64102051,1102,3,【道化师】占领所有机场,0,1
64102061,1407,6410702:1,【花映冢】启动一次电梯,0,1
64102062,1303,"6410803:1,6410804:1,6410805:1",【花映冢】清扫下层敌军,0,1
64102071,1406,6410802:0,【枯草热 V】坚持到防御门打开,0,1
64102081,1101,61202,【枯草热 VI】到达指定点,0,1
64102091,1101,61222,【霜狼会】b.到达指定点,0,1
64102101,1404,1,【灯华潜】救援建筑师,0,1
64102111,1305,0,,0,1
64103111,1101,61801|61805,,0,1
64104011,1101,61333,【食蛇行动 II】占领指定点,0,1
64104021,1407,6410906:1,【食蛇行动 III】找到控制台并操作,0,1
64104031,1101,61432,【食蛇行动 IV】占领指定点,0,1
64104041,1303,4140400:1,【食蛇行动 V】击杀指定敌人,0,1
64104042,1404,1,【食蛇行动 V】救援VHS,0,1
64104051,1407,6410906:5,【蜘蛛巢】入侵五个铁血单位,0,1
64104061,1305,0,【纸牌塔】全歼敌军,0,1
64104071,1101,61570,【斗兽棋】占领指定点,0,1
64104081,1303,4140800:1,【煽动者】击败指定敌人,0,1
64104091,1303,4140900:1,【斗兽棋】击败指定敌人,0,1
64104101,1101,61750,【煽动者】到达指定点,0,1
