id,enemy_team_id,enemy_character_type_id,coordinator_x,coordinator_y,level,number,is_advance,def_percent,batch
9961,1453,10012,12,1,95,5,1,0,0
9962,1453,10012,12,9,95,5,1,0,0
9963,1453,10012,14,5,95,5,1,0,0
9964,1454,10004,8,1,80,4,1,0,0
9965,1454,10004,9,5,80,4,1,0,0
9966,1454,10004,8,9,80,4,1,0,0
9967,1454,10002,10,8,80,4,1,0,0
9968,1454,10002,10,2,80,4,1,0,0
9969,1454,10002,11,5,80,4,1,0,0
9970,1454,10002,12,7,80,4,1,0,0
9971,1454,10002,12,3,80,4,1,0,0
9972,1455,10001,8,3,99,5,1,0,0
9973,1455,10001,11,2,99,5,1,0,0
9974,1455,10001,9,1,99,5,1,0,0
9975,1455,10001,10,4,99,5,1,0,0
9976,1455,10001,10,6,99,5,1,0,0
9977,1455,10001,8,7,99,5,1,0,0
9978,1455,10001,9,9,99,5,1,0,0
9979,1455,10001,11,8,99,5,1,0,0
9980,1455,10009,11,5,99,1,1,0,0
9981,1455,10005,12,0,90,4,1,0,0
9982,1455,10005,12,10,90,4,1,0,0
9983,1456,10005,9,7,90,5,1,0,0
9984,1456,10004,9,3,80,4,1,0,0
9985,1456,10005,10,0,90,5,1,0,0
9986,1456,10004,10,10,80,4,1,0,0
9987,1456,10005,11,3,90,5,1,0,0
9988,1456,10004,12,0,80,4,1,0,0
9989,1456,10004,11,7,80,4,1,0,0
9990,1456,10005,12,10,90,5,1,0,0
9991,1457,10008,9,8,90,2,1,0,0
9992,1457,10008,10,5,90,2,1,0,0
9993,1457,10008,9,2,90,2,1,0,0
9994,1457,10004,12,2,99,3,1,0,0
9995,1457,10004,10,0,99,3,1,0,0
9996,1457,10004,10,10,99,3,1,0,0
9997,1457,10004,12,8,99,3,1,0,0
9998,1457,10004,12,5,99,3,1,0,0
9999,1458,10005,11,2,90,2,1,0,0
10000,1458,10005,10,7,90,2,1,0,0
10001,1458,10005,9,2,90,2,1,0,0
10002,1458,10005,11,9,90,3,1,0,0
10003,1458,10005,13,9,90,3,1,0,0
10004,1458,10005,8,7,90,2,1,0,0
10005,1458,10005,10,4,90,3,1,0,0
10006,1458,10005,12,4,90,3,1,0,0
10007,1458,10005,12,0,90,4,1,0,0
10008,1458,10005,14,0,90,4,1,0,0
10009,1458,10005,13,6,90,4,1,0,0
10010,1458,10005,15,6,90,4,1,0,0
10011,1459,10004,9,0,99,4,1,0,0
10012,1459,10002,10,7,99,3,1,0,0
10013,1459,10002,10,3,99,3,1,0,0
10014,1459,10004,9,10,99,4,1,0,0
10015,1459,10004,12,3,99,4,1,0,0
10016,1459,10004,12,7,99,4,1,0,0
10017,1459,10002,11,10,99,3,1,0,0
10018,1459,10002,11,0,99,3,1,0,0
10019,1460,10008,9,5,95,2,1,0,0
10020,1460,10001,8,2,99,5,1,0,0
10021,1460,10001,8,8,99,5,1,0,0
10022,1460,10001,10,3,99,5,1,0,0
10023,1460,10001,10,7,99,5,1,0,0
10024,1460,10001,11,5,99,5,1,0,0
10025,1460,10008,11,0,95,2,1,0,0
10026,1460,10008,11,10,95,3,1,0,0
10027,1461,10007,9,8,90,5,1,0,0
10028,1461,10007,8,5,90,5,1,0,0
10029,1461,10007,9,2,90,5,1,0,0
10030,1461,10009,10,6,99,1,1,0,0
10031,1461,10009,10,4,99,1,1,0,0
10032,1461,10012,11,10,80,3,1,0,0
10033,1461,10012,11,0,80,3,1,0,0
10034,1461,10012,12,3,80,3,1,0,0
10035,1461,10012,12,7,80,3,1,0,0
10036,1462,10004,8,5,90,4,1,0,0
10037,1462,10004,9,8,90,4,1,0,0
10038,1462,10006,11,5,90,5,1,0,0
10039,1462,10004,9,2,90,4,1,0,0
10040,1462,10006,11,0,90,5,1,0,0
10041,1462,10004,13,2,90,4,1,0,0
10042,1462,10004,14,5,90,4,1,0,0
10043,1462,10006,11,10,90,5,1,0,0
10044,1462,10004,13,8,90,4,1,0,0
10045,1463,10007,9,0,95,5,1,0,0
10046,1463,10007,9,10,95,5,1,0,0
10047,1463,10005,12,1,95,5,1,0,0
10048,1463,10005,12,9,95,5,1,0,0
10049,1463,10005,11,6,95,5,1,0,0
10050,1463,10005,11,4,95,5,1,0,0
10051,1463,10007,8,3,95,5,1,0,0
10052,1463,10007,8,7,95,5,1,0,0
10053,1464,10004,9,7,95,4,1,0,0
10054,1464,10004,9,3,95,4,1,0,0
10055,1464,10004,8,10,95,4,1,0,0
10056,1464,10004,8,0,95,4,1,0,0
10057,1464,10002,12,6,99,4,1,0,0
10058,1464,10002,12,4,99,4,1,0,0
10059,1464,10002,11,1,99,4,1,0,0
10060,1464,10002,11,9,99,4,1,0,0
10061,1465,10009,11,6,99,1,1,0,0
10062,1465,10009,11,4,99,1,1,0,0
10063,1465,10009,11,1,99,1,1,0,0
10064,1465,10009,11,9,99,1,1,0,0
10065,1465,10008,9,7,99,3,1,0,0
10066,1465,10008,9,3,99,3,1,0,0
10067,1465,10008,12,0,99,3,1,0,0
10068,1465,10008,12,10,99,3,1,0,0
10069,1466,10007,8,5,90,5,1,0,0
10070,1466,10007,9,1,90,5,1,0,0
10071,1466,10007,9,9,90,5,1,0,0
10072,1466,10012,11,0,95,5,1,0,0
10073,1466,10012,11,10,95,5,1,0,0
10074,1466,10012,10,7,95,5,1,0,0
10075,1466,10012,10,3,95,5,1,0,0
10076,1466,10012,12,5,95,5,1,0,0
10077,1467,10004,8,3,99,5,1,0,0
10078,1467,10004,10,0,99,5,1,0,0
10079,1467,10004,10,10,99,5,1,0,0
10080,1467,10004,8,7,99,5,1,0,0
10081,1467,10008,11,5,80,3,1,0,0
10082,1467,10008,12,1,80,3,1,0,0
10083,1467,10008,12,9,80,3,1,0,0
10084,1468,10003,8,6,99,5,1,0,0
10085,1468,10003,8,4,99,5,1,0,0
10086,1468,10003,10,5,99,5,1,0,0
10087,1468,10003,10,3,99,5,1,0,0
10088,1468,10003,12,4,99,5,1,0,0
10089,1468,10003,10,7,99,5,1,0,0
10090,1468,10003,12,6,99,5,1,0,0
10091,1468,10005,14,5,95,5,1,0,0
10092,1468,10005,9,0,95,5,1,0,0
10093,1468,10005,11,1,95,5,1,0,0
10094,1468,10005,13,0,95,5,1,0,0
10095,1468,10005,9,10,95,5,1,0,0
10096,1468,10005,11,9,95,5,1,0,0
10097,1468,10005,13,10,95,5,1,0,0
10098,1469,900081,11,5,100,1,1,0,0
10099,1469,10007,9,3,70,4,1,0,0
10100,1469,10007,8,6,70,4,1,0,0
10101,1470,10005,9,3,95,5,1,0,0
10102,1470,10005,9,7,95,5,1,0,0
10103,1470,10006,11,1,95,5,1,0,0
10104,1470,10006,11,5,95,5,1,0,0
10105,1470,10006,11,9,95,5,1,0,0
10106,1470,10005,13,8,95,5,1,0,0
10107,1470,10005,13,2,95,5,1,0,0
10108,1471,10007,8,0,95,5,1,0,0
10109,1471,10007,8,10,95,5,1,0,0
10110,1471,10007,9,5,95,5,1,0,0
10111,1471,10005,11,3,99,5,1,0,0
10112,1471,10005,11,7,99,5,1,0,0
10113,1471,10005,11,0,99,5,1,0,0
10114,1471,10005,11,10,99,5,1,0,0
10115,1472,10007,9,1,99,5,1,0,0
10116,1472,10007,9,9,99,5,1,0,0
10117,1472,10006,12,5,95,5,1,0,0
10118,1472,10006,11,3,95,4,1,0,0
10119,1472,10006,11,7,95,4,1,0,0
10120,1472,10006,12,10,95,5,1,0,0
10121,1472,10006,12,0,95,5,1,0,0
10122,1472,10007,8,5,99,5,1,0,0
10123,1473,10017,8,0,99,5,1,0,0
10124,1473,10017,9,7,99,5,1,0,0
10125,1473,10017,8,10,99,5,1,0,0
10126,1473,10017,10,5,99,5,1,0,0
10127,1473,10017,11,8,99,5,1,0,0
10128,1473,10017,9,3,99,5,1,0,0
10129,1473,10017,11,2,99,5,1,0,0
10130,1474,10001,9,7,99,5,1,0,0
10131,1474,10001,9,5,99,5,1,0,0
10132,1474,10001,9,3,99,5,1,0,0
10133,1474,10001,11,3,99,5,1,0,0
10134,1474,10001,11,5,99,5,1,0,0
10135,1474,10001,11,7,99,5,1,0,0
10136,1474,10004,9,0,99,5,1,0,0
10137,1474,10004,11,1,99,5,1,0,0
10138,1474,10004,9,10,99,5,1,0,0
10139,1474,10004,11,9,99,5,1,0,0
10140,1475,10004,10,7,99,5,1,0,0
10141,1475,10004,10,3,99,5,1,0,0
10142,1475,10004,11,5,99,5,1,0,0
10143,1475,10005,13,5,99,5,1,0,0
10144,1475,10005,11,0,99,4,1,0,0
10145,1475,10005,11,10,99,4,1,0,0
10146,1475,10005,12,8,99,4,1,0,0
10147,1475,10005,12,2,99,4,1,0,0
10148,1476,10007,9,7,95,5,1,0,0
10149,1476,10007,9,3,95,5,1,0,0
10150,1476,10007,10,1,95,5,1,0,0
10151,1476,10007,10,5,95,5,1,0,0
10152,1476,10005,12,8,95,5,1,0,0
10153,1476,10005,12,2,95,5,1,0,0
10154,1476,10005,12,5,95,5,1,0,0
10155,1476,10007,10,9,95,5,1,0,0
10156,1477,10012,11,10,99,5,1,0,0
10157,1477,10012,11,0,99,5,1,0,0
10158,1477,10012,11,5,99,5,1,0,0
10159,1477,10012,12,2,99,5,1,0,0
10160,1477,10012,12,8,99,5,1,0,0
10161,1477,10002,9,7,90,5,1,0,0
10162,1477,10002,9,3,90,5,1,0,0
10163,1478,10012,9,2,99,5,1,0,0
10164,1478,10012,9,8,99,5,1,0,0
10165,1478,10012,10,5,99,5,1,0,0
10166,1478,10004,11,3,95,5,1,0,0
10167,1478,10004,11,7,95,5,1,0,0
10168,1478,10005,13,4,95,4,1,0,0
10169,1478,10005,13,6,95,4,1,0,0
10170,1478,10005,12,0,95,4,1,0,0
10171,1478,10005,12,10,95,4,1,0,0
10172,1479,10005,9,5,99,5,1,0,0
10173,1479,10005,9,0,99,5,1,0,0
10174,1479,10005,9,10,99,5,1,0,0
10175,1479,10002,10,2,90,3,1,0,0
10176,1479,10002,10,8,90,3,1,0,0
10177,1479,10002,11,5,90,5,1,0,0
10178,1479,10002,12,7,90,5,1,0,0
10179,1479,10002,12,3,90,5,1,0,0
10180,1480,10008,9,7,90,3,1,0,0
10181,1480,10008,9,3,90,3,1,0,0
10182,1480,10006,11,0,95,5,1,0,0
10183,1480,10006,11,10,95,5,1,0,0
10184,1480,10008,11,5,90,3,1,0,0
10185,1480,10006,12,2,95,5,1,0,0
10186,1480,10006,12,8,95,5,1,0,0
10187,1481,10005,9,3,90,3,1,0,0
10188,1481,10005,9,7,90,3,1,0,0
10189,1481,10005,11,1,90,3,1,0,0
10190,1481,10005,11,9,90,3,1,0,0
10191,1481,10005,10,5,90,3,1,0,0
10192,1481,10008,13,0,99,5,1,0,0
10193,1481,10008,13,10,99,5,1,0,0
10194,1481,10005,14,2,90,4,1,0,0
10195,1481,10005,14,8,90,4,1,0,0
10196,1481,10005,13,5,90,3,1,0,0
10197,1482,10007,9,10,95,5,1,0,0
10198,1482,10007,9,7,95,5,1,0,0
10199,1482,10007,9,3,95,5,1,0,0
10200,1482,10007,9,0,95,5,1,0,0
10201,1482,10017,10,2,99,5,1,0,0
10202,1482,10017,10,4,99,5,1,0,0
10203,1482,10017,10,6,99,5,1,0,0
10204,1482,10017,10,8,99,5,1,0,0
10205,1483,10007,8,5,99,5,1,0,0
10206,1483,10006,10,3,99,5,1,0,0
10207,1483,10006,10,7,99,5,1,0,0
10208,1483,10007,9,9,99,5,1,0,0
10209,1483,10007,9,1,99,5,1,0,0
10210,1483,10006,11,10,99,5,1,0,0
10211,1483,10006,11,0,99,5,1,0,0
10212,1483,10007,12,5,99,5,1,0,0
10213,1484,10008,9,5,90,4,1,0,0
10214,1484,10008,13,10,90,4,1,0,0
10215,1484,10012,10,8,90,3,1,0,0
10216,1484,10008,13,0,90,4,1,0,0
10217,1484,10012,11,1,90,3,1,0,0
10218,1484,10012,11,6,90,3,1,0,0
10219,1484,10012,12,3,90,3,1,0,0
10220,1484,10012,13,7,90,3,1,0,0
10221,1485,900082,11,5,100,1,1,0,0
10222,1485,10007,7,3,99,5,1,0,0
10223,1485,10007,7,7,99,5,1,0,0
10224,1485,10007,9,5,99,5,1,0,0
10225,1485,10007,10,1,99,5,1,0,0
10226,1485,10007,10,9,99,5,1,0,0
10227,1486,80002,8,6,15,1,1,0,0
10228,1486,80002,8,4,15,1,1,0,0
10229,1486,80002,10,4,15,1,1,0,0
10230,1486,80002,10,6,15,1,1,0,0
10231,1486,80002,9,1,15,1,1,0,0
10232,1486,80002,9,8,15,1,1,0,0
10233,1487,80001,8,7,15,1,1,0,0
10234,1487,80001,8,5,15,1,1,0,0
10235,1487,80001,8,3,15,1,1,0,0
10236,1487,80001,10,1,5,2,1,0,0
10237,1487,80001,10,5,5,2,1,0,0
10238,1487,80001,10,8,5,2,1,0,0
10239,1488,80002,8,8,10,1,1,0,0
10240,1488,80002,8,5,10,1,1,0,0
10241,1488,80002,8,1,10,1,1,0,0
10242,1488,80003,11,9,10,1,1,0,0
10243,1488,80003,11,6,10,1,1,0,0
10244,1488,80003,11,4,10,1,1,0,0
10245,1488,80003,11,1,10,1,1,0,0
10246,1489,80005,12,5,50,1,1,0,0
10247,1489,80005,17,5,50,1,1,0,0
10248,1490,80002,8,9,30,2,1,0,0
10249,1490,80002,8,6,30,2,1,0,0
10250,1490,80002,8,3,30,2,1,0,0
10251,1490,80002,10,7,30,2,1,0,0
10252,1490,80002,10,4,30,2,1,0,0
10253,1490,80002,10,1,30,2,1,0,0
10254,1491,80001,11,6,30,2,1,0,0
10255,1491,80001,11,4,30,2,1,0,0
10256,1491,80001,10,1,30,2,1,0,0
10257,1491,80001,9,3,30,2,1,0,0
10258,1491,80001,8,5,30,2,1,0,0
10259,1491,80001,9,7,30,2,1,0,0
10260,1491,80001,10,9,30,2,1,0,0
10261,1492,80003,11,9,30,3,1,0,0
10262,1492,80003,11,6,30,3,1,0,0
10263,1492,80003,11,4,30,3,1,0,0
10264,1492,80003,11,1,30,3,1,0,0
10265,1492,80001,8,3,30,2,1,0,0
10266,1492,80001,8,7,30,2,1,0,0
10267,1493,80002,10,7,30,5,1,0,0
10268,1493,80002,10,3,30,5,1,0,0
10269,1494,10008,9,5,30,2,1,0,0
10270,1494,10008,11,2,35,2,1,0,0
10271,1494,10008,13,7,40,3,1,0,0
10272,1495,80005,13,5,100,1,1,0,0
10273,1495,80005,18,5,100,1,1,0,0
10274,1495,80005,23,5,100,1,1,0,0
10275,1496,80002,7,8,45,2,1,0,0
10276,1496,80002,8,5,45,2,1,0,0
10277,1496,80002,9,1,45,2,1,0,0
10278,1496,80002,9,9,45,2,1,0,0
10279,1496,80002,10,6,45,2,1,0,0
10280,1496,80002,11,3,45,2,1,0,0
10281,1496,80002,12,0,45,2,1,0,0
10282,1497,80001,8,1,30,3,1,0,0
10283,1497,80001,8,9,30,3,1,0,0
10284,1497,80001,8,6,30,3,1,0,0
10285,1497,80001,8,4,30,3,1,0,0
10286,1497,80003,10,7,50,3,1,0,0
10287,1497,80003,10,3,50,3,1,0,0
10288,1498,80001,8,7,45,3,1,0,0
10289,1498,80001,8,3,45,3,1,0,0
10290,1498,80003,10,2,30,2,1,0,0
10291,1498,80003,10,8,30,2,1,0,0
10292,1498,80003,12,7,30,3,1,0,0
10293,1498,80003,12,3,30,3,1,0,0
10294,1498,80003,13,5,30,3,1,0,0
10295,1499,10012,12,2,45,3,1,0,0
10296,1499,10012,12,5,45,3,1,0,0
10297,1499,10012,12,8,45,3,1,0,0
10298,1499,10005,9,7,45,3,1,0,0
10299,1499,10005,9,3,45,3,1,0,0
10300,1500,900084,7,5,100,1,1,0,0
10301,1501,80001,8,8,50,2,1,0,0
10302,1501,80001,8,5,50,2,1,0,0
10303,1501,80001,8,1,50,2,1,0,0
10304,1501,80003,13,9,45,3,1,0,0
10305,1501,80003,13,6,45,3,1,0,0
10306,1501,80003,13,4,45,3,1,0,0
10307,1501,80003,13,1,45,3,1,0,0
10308,1502,10004,9,8,60,3,1,0,0
10309,1502,10004,9,5,60,3,1,0,0
10310,1502,10004,9,2,60,3,1,0,0
10311,1502,10012,14,5,60,3,1,0,0
10312,1502,10012,14,3,60,3,1,0,0
10313,1502,10012,14,7,60,3,1,0,0
10314,1503,10008,20,1,45,3,1,0,0
10315,1503,10008,10,7,45,2,1,0,0
10316,1503,10008,15,4,45,3,1,0,0
10317,1504,80002,8,6,50,3,1,0,0
10318,1504,80002,8,4,50,3,1,0,0
10319,1504,80002,10,3,50,3,1,0,0
10320,1504,80002,9,1,50,3,1,0,0
10321,1504,80002,9,9,50,3,1,0,0
10322,1504,80002,10,7,50,3,1,0,0
10323,1505,80005,13,5,100,1,1,0,0
10324,1505,900026,17,2,80,2,1,0,0
10325,1505,900026,17,5,80,2,1,0,0
10326,1505,900026,17,8,80,2,1,0,0
10327,1506,80005,13,5,100,1,1,0,0
10328,1506,900026,17,2,80,2,1,0,0
10329,1506,900026,17,5,80,2,1,0,0
10330,1506,900026,17,8,80,2,1,0,0
10331,1507,80005,13,5,100,1,1,0,0
10332,1507,900026,17,2,80,2,1,0,0
10333,1507,900026,17,5,80,2,1,0,0
10334,1507,900026,17,8,80,2,1,0,0
10335,1508,10004,9,8,50,3,1,0,0
10336,1508,10004,9,6,50,3,1,0,0
10337,1508,10004,9,4,50,3,1,0,0
10338,1508,10004,9,2,50,3,1,0,0
10339,1508,10005,12,7,50,3,1,0,0
10340,1508,10005,12,5,50,3,1,0,0
10341,1508,10005,12,3,50,3,1,0,0
10342,1508,10005,12,1,50,3,1,0,0
10343,1509,80001,8,7,70,3,1,0,0
10344,1509,80001,8,4,70,3,1,0,0
10345,1509,80001,8,1,70,3,1,0,0
10346,1509,80003,11,9,55,3,1,0,0
10347,1509,80003,11,6,55,3,1,0,0
10348,1509,80003,11,3,55,3,1,0,0
10349,1509,80003,11,0,55,3,1,0,0
10350,1510,10015,9,9,50,3,1,0,0
10351,1510,10015,8,5,50,3,1,0,0
10352,1510,10015,9,1,50,3,1,0,0
10353,1510,10016,12,8,50,3,1,0,0
10354,1510,10016,12,2,50,3,1,0,0
10355,1510,10016,12,5,50,3,1,0,0
10356,1511,900051,13,7,20150,1,1,0,0
10357,1511,900051,17,3,20150,1,1,0,0
10358,1511,900051,20,6,20150,1,1,0,0
10359,1512,900085,12,5,100,1,1,0,0
10360,1512,10009,11,7,80,1,1,0,0
10361,1512,10009,11,3,80,1,1,0,0
10362,1512,10004,9,8,80,3,1,0,0
10363,1512,10004,9,5,80,3,1,0,0
10364,1512,10004,9,2,80,3,1,0,0
10365,1513,900026,18,8,100,2,1,0,0
10366,1513,900026,22,5,100,2,1,0,0
10367,1513,900026,18,2,100,2,1,0,0
10368,1513,80005,13,5,100,1,1,0,0
10369,1514,80001,8,8,80,4,1,0,0
10370,1514,80001,8,1,80,4,1,0,0
10371,1514,80002,10,3,80,4,1,0,0
10372,1514,80002,11,5,80,4,1,0,0
10373,1514,80002,10,7,80,4,1,0,0
10374,1514,80002,11,1,80,4,1,0,0
10375,1514,80002,11,9,80,4,1,0,0
10376,1515,10015,10,5,80,2,1,0,0
10377,1515,10015,9,3,80,2,1,0,0
10378,1515,10016,11,1,80,2,1,0,0
10379,1515,10016,13,2,80,2,1,0,0
10380,1515,10016,13,8,80,2,1,0,0
10381,1515,10016,11,9,80,2,1,0,0
10382,1515,10015,9,7,80,2,1,0,0
10383,1515,10016,13,5,80,3,1,0,0
10384,1516,10015,9,7,70,4,1,0,0
10385,1516,10015,9,3,70,4,1,0,0
10386,1516,900026,12,3,80,1,1,0,0
10387,1516,900026,12,7,80,1,1,0,0
10388,1517,900026,18,8,100,2,1,0,0
10389,1517,900026,18,2,100,2,1,0,0
10390,1517,900026,22,5,100,2,1,0,0
10391,1517,80005,13,5,100,1,1,0,0
10392,1518,80002,8,1,75,3,1,0,0
10393,1518,80002,10,1,75,3,1,0,0
10394,1518,80002,10,3,75,3,1,0,0
10395,1518,80002,11,4,75,3,1,0,0
10396,1518,80002,8,4,75,3,1,0,0
10397,1518,80002,9,5,75,3,1,0,0
10398,1518,80002,10,6,75,3,1,0,0
10399,1518,80002,11,7,75,3,1,0,0
10400,1518,80002,8,7,75,3,1,0,0
10401,1518,80002,9,8,75,3,1,0,0
10402,1518,80002,10,9,75,3,1,0,0
10403,1519,10002,9,8,80,4,1,0,0
10404,1519,10002,9,6,80,4,1,0,0
10405,1519,10002,9,4,80,4,1,0,0
10406,1519,10002,11,7,80,4,1,0,0
10407,1519,10002,11,5,80,4,1,0,0
10408,1519,10002,11,3,80,4,1,0,0
10409,1520,80001,9,8,90,3,1,0,0
10410,1520,80001,8,6,90,3,1,0,0
10411,1520,80001,8,4,90,3,1,0,0
10412,1520,80001,9,1,90,3,1,0,0
10413,1520,80003,10,5,90,3,1,0,0
10414,1520,80003,12,3,90,3,1,0,0
10415,1520,80003,11,1,90,3,1,0,0
10416,1520,80003,12,7,90,3,1,0,0
10417,1520,80003,11,9,90,3,1,0,0
10418,1521,80002,10,9,80,3,1,0,0
10419,1521,80002,9,8,80,3,1,0,0
10420,1521,80002,8,7,80,3,1,0,0
10421,1521,80002,11,7,80,3,1,0,0
10422,1521,80002,10,6,80,3,1,0,0
10423,1521,80002,9,5,80,3,1,0,0
10424,1521,80002,8,4,80,3,1,0,0
10425,1521,80002,11,4,80,3,1,0,0
10426,1521,80002,10,3,80,3,1,0,0
10427,1521,80002,10,1,80,3,1,0,0
10428,1521,80002,8,1,80,3,1,0,0
10429,1522,10002,9,8,90,4,1,0,0
10430,1522,10002,9,6,90,4,1,0,0
10431,1522,10002,9,4,90,4,1,0,0
10432,1522,10002,11,7,90,4,1,0,0
10433,1522,10002,11,5,90,4,1,0,0
10434,1522,10002,11,3,90,4,1,0,0
10435,1523,80001,9,8,60,5,1,0,0
10436,1523,80001,8,6,60,5,1,0,0
10437,1523,80001,8,4,60,5,1,0,0
10438,1523,80001,9,1,60,5,1,0,0
10439,1523,80003,10,5,70,4,1,0,0
10440,1523,80003,11,1,70,4,1,0,0
10441,1523,80003,12,3,70,4,1,0,0
10442,1523,80003,12,7,70,4,1,0,0
10443,1523,80003,11,9,70,4,1,0,0
10444,1524,900026,16,3,70,1,1,0,0
10445,1524,900026,16,7,70,1,1,0,0
10446,1524,10015,10,7,80,5,1,0,0
10447,1524,10015,9,5,80,5,1,0,0
10448,1524,10015,10,3,80,5,1,0,0
10449,1525,80005,13,5,100,1,1,0,0
10450,1525,900026,18,2,100,2,1,0,0
10451,1525,900026,22,5,100,2,1,0,0
10452,1525,900026,18,8,100,2,1,0,0
10453,1526,80005,13,5,100,1,1,0,0
10454,1526,900026,18,2,100,2,1,0,0
10455,1526,900026,22,5,100,2,1,0,0
10456,1526,900026,18,8,100,2,1,0,0
10457,1527,80005,13,5,100,1,1,0,0
10458,1527,900026,18,2,100,2,1,0,0
10459,1527,900026,22,5,100,2,1,0,0
10460,1527,900026,18,8,100,2,1,0,0
10461,1528,10015,10,9,80,4,1,0,0
10462,1528,10015,9,6,80,4,1,0,0
10463,1528,10015,9,4,80,4,1,0,0
10464,1528,10015,10,1,80,4,1,0,0
10465,1528,10016,13,8,85,4,1,0,0
10466,1528,10016,12,5,85,4,1,0,0
10467,1528,10016,13,2,85,4,1,0,0
10468,1529,80001,8,9,100,3,1,0,0
10469,1529,80001,8,6,100,3,1,0,0
10470,1529,80001,8,3,100,3,1,0,0
10471,1529,80001,8,0,100,3,1,0,0
10472,1529,80003,10,7,100,4,1,0,0
10473,1529,80003,10,4,100,4,1,0,0
10474,1529,80003,10,1,100,4,1,0,0
10475,1529,80003,12,2,100,4,1,0,0
10476,1529,80003,12,5,100,4,1,0,0
10477,1529,80003,12,8,100,4,1,0,0
10478,1530,10015,9,2,70,4,1,0,0
10479,1530,10015,10,5,70,4,1,0,0
10480,1530,900026,19,7,70,1,1,0,0
10481,1530,900026,19,3,70,1,1,0,0
10482,1530,10015,9,8,70,4,1,0,0
10483,1530,10016,11,9,70,3,1,0,0
10484,1530,10016,13,5,70,3,1,0,0
10485,1530,10016,11,1,70,3,1,0,0
10486,1531,900083,8,5,100,1,1,0,0
10487,1531,80002,10,8,80,1,1,0,0
10488,1531,80002,8,1,80,1,1,0,0
10489,1531,80002,10,1,80,1,1,0,0
10490,1531,80002,8,8,80,1,1,0,0
10491,1531,80002,10,6,80,2,1,0,0
10492,1531,80002,10,4,80,2,1,0,0
10493,1532,80005,13,5,100,1,1,0,0
10494,1532,900026,18,8,100,2,1,0,0
10495,1532,900026,18,2,100,2,1,0,0
10496,1532,900026,22,5,100,2,1,0,0
10497,1533,80005,13,5,100,1,1,0,0
10498,1533,900026,18,8,100,2,1,0,0
10499,1533,900026,18,2,100,2,1,0,0
10500,1533,900026,22,5,100,2,1,0,0
10501,1534,10015,9,8,70,2,1,0,0
10502,1534,10015,9,2,70,2,1,0,0
10503,1534,10016,11,9,70,3,1,0,0
10504,1534,10016,11,1,70,3,1,0,0
10505,1534,900026,17,3,90,1,1,0,0
10506,1534,900026,17,7,90,1,1,0,0
10507,1534,10016,11,5,70,3,1,0,0
10508,1534,900026,14,5,90,1,1,0,0
10509,1535,10004,8,2,40,2,1,0,0
10510,1535,10004,9,5,40,2,1,0,0
10511,1535,10004,10,8,40,2,1,0,0
10512,1535,10004,10,3,40,2,1,0,0
10513,1535,10004,11,6,40,2,1,0,0
10514,1535,10004,12,4,40,2,1,0,0
10515,1535,10004,13,7,40,2,1,0,0
10516,1536,10005,9,2,60,3,1,0,0
10517,1536,10005,9,8,60,3,1,0,0
10518,1536,10005,13,7,60,4,1,0,0
10519,1536,10005,12,9,60,4,1,0,0
10520,1536,10005,12,1,60,4,1,0,0
10521,1536,10005,13,3,60,4,1,0,0
10522,1536,10005,10,5,60,3,1,0,0
10523,1537,80002,10,10,80,5,1,0,0
10524,1537,80002,10,8,80,5,1,0,0
10525,1537,80002,10,6,80,5,1,0,0
10526,1537,80002,10,4,80,5,1,0,0
10527,1537,80002,10,1,80,5,1,0,0
10528,1537,80002,10,0,80,5,1,0,0
10529,1538,900026,18,8,100,2,1,0,0
10530,1538,900026,22,5,100,2,1,0,0
10531,1538,900026,18,2,100,2,1,0,0
10532,1538,80005,13,5,100,1,1,0,0
10533,1539,900051,12,0,20070,1,1,0,0
10534,1539,900051,10,3,20070,1,1,0,0
10535,1539,900051,12,6,20070,1,1,0,0
10536,1540,900051,10,3,20070,1,1,0,0
10537,1541,900051,12,0,20160,1,1,0,0
10538,1541,900051,10,3,20160,1,1,0,0
10539,1541,900051,12,6,20160,1,1,0,0
10540,1542,900051,12,0,20200,1,1,0,0
10541,1542,900051,10,3,20200,1,1,0,0
10542,1542,900051,12,6,20200,1,1,0,0
10543,1543,10004,10,9,85,5,1,0,0
10544,1543,10004,11,8,85,5,1,0,0
10545,1543,10004,9,7,85,5,1,0,0
10546,1543,10004,10,6,85,5,1,0,0
10547,1543,10004,10,4,85,5,1,0,0
10548,1543,10004,11,3,85,5,1,0,0
10549,1543,10004,9,2,85,5,1,0,0
10550,1543,10004,10,1,85,5,1,0,0
10551,1544,10004,9,2,87,5,1,0,0
10552,1544,10005,10,1,87,5,1,0,0
10553,1544,10005,11,3,87,5,1,0,0
10554,1544,10004,10,4,87,5,1,0,0
10555,1544,10005,10,6,87,5,1,0,0
10556,1544,10004,9,7,87,5,1,0,0
10557,1544,10005,11,8,87,5,1,0,0
10558,1544,10004,10,9,87,5,1,0,0
10559,1545,10002,9,4,90,4,1,0,0
10560,1545,10002,8,2,90,4,1,0,0
10561,1545,10002,10,1,90,4,1,0,0
10562,1545,10002,11,3,90,4,1,0,0
10563,1545,10002,16,6,90,4,1,0,0
10564,1545,10002,14,7,90,4,1,0,0
10565,1545,10002,17,8,90,4,1,0,0
