id,name,extra,fit_gun,ai,voice,is_hidden,substitute_voice,dialog,note,explore_tag,gift_position,illustrator_cv,order,class_id
1606,M1918-如你所愿的圣诞,0,75,0,19,0,,圣诞节？很喜欢哦～还有蛋糕吃呢！,,3002,,,18,16
1608,OTs-44-森林里的小驯鹿//n,0,145,0,19,0,,圣诞快乐，指挥官！今晚有很多活动呢，需要我来当向导吗？,,3002,,,18,16
1701,M99-兔子班,0,128,0,4,0,,嘿嘿~长官，想知道我的电话号码吗？要常联系哦~,,,,,19,17
1702,NZ75-ThanX！&Go2Hell！,0,126,0,4,0,,这可是现在最流行的款式哦！我从秘密渠道淘来的正品……想称赞的话就不要客气了！,,,,,19,17
1703,SPP-1-拥抱粉雪,0,98,0,4,0,,习惯水下的冰冷后……现在这样温暖的时刻会显得更幸福呢。,,,,,19,17
1704,超级肖蒂-异乡的十字路口,0,156,0,4,0,,趁现在出发吧，我们前进的方向上没有迷路的时间了。,,,,,19,17
1705,RMB-93-星之彼岸,0,159,0,4,0,,不是工作装也可以吗？……呵呵，好吧，如果这是你希望的服务内容的话。,,,,,19,17
1801,DSR-50-红牡丹,0,179,0,15,0,,指挥官，您的新年计划……会有我的表现机会吗？,虽说没能按照我的愿望封装红包，有些小小的遗憾……不过也看到了有趣的风景呐……,,,,20,18
1802,S.A.T.8-梅花印,0,188,0,15,0,,转眼间又到新年了呢，指挥官，我们离理想的未来又进了一步吗？,啊……这么可爱的包装，根本舍不得点燃嘛！还是留一个好了……千万不能让ART556发现！,,"-88.8,-197.6",,20,18
1803,ART556-莲花白,0,175,0,15,0,,指挥官，新年宅在家里太无聊了啦，和我去街上冒险吧！,呜……救命啊！指挥官！我要被毛绒绒怪物吃掉了——！,,"-37.7,-104.3",,20,18
1804,JS05-玉帘草,0,192,0,15,0,,今年会有什么新年活动吗？要保证我能玩得开心哦。,人类就是容易爱忘事……这个备用纽扣，我帮指挥官存起来好啦！,,,,20,18
1805,Mk23-蜂糖花,0,99,0,15,0,,新的一年，Darling！注意到我今天的不同了吗？给你十秒钟的时间，要说出七条哦。,这种名叫“饺子”的食物，Darling好像还挺喜欢吃的。那就把配方留下，以后再给Darling做好了~,,"-43.5,-219.8",,20,18
1806,M590-雪朝颜,0,155,0,15,0,,新年好，指挥官。就算是假期也请您娱乐适度哦。,剪纸这种工艺还是相当有趣的，也能锻炼自己的耐心。这次参加节日筹办，真是相当有收获呢。,,,,20,18
1807,八一式马-白山茶,0,174,0,15,0,,指挥官，今年您的目的地在哪里呢？让我继续陪伴您一起前行吧。,这是从旧货店淘到的车票模板……真是令人怀念的物品啊，要好好收藏呢。,,,,20,18
1808,LWMMG-黄星蓟,0,81,0,15,0,,新年快乐，指挥官。去年的财务报表出来了，没有太多浪费，今年也请再接再厉。,这样铺张浪费的节日……虽然和大家一起过得很开心，但平时还是应该注重节俭啊。,,,,20,18
1809,汉阳造88式-东湖莲,0,95,0,15,0,,主人，过年好！新年有什么打算呢？先来杯咖啡慢慢想吧？,,,,,20,18
1901,维克托-盲信者,0,20,41901,16,0,,和您闹了这么多别扭，这次，就当作被您捉弄一回吧。,留下这张破坏气氛的照片，真是抱歉啊。但这就是我拍照时的真情实感……大概。,,,,21,19
1902,FN-57-被接纳的笑容,0,142,41902,16,0,,感谢您，请让我今后留在您身边，成为您最信任的同伴吧。//n,如果有一天能发出婚礼的邀请函……就用这个火漆印好啦。,,,,21,19
1903,MP5-小小的一步,0,26,41903,16,0,,无论什么地方都很渺小的我，也可以陪在您的身边吗？,果然还是想穿其他人的那种大裙子啊……为了这个目标，今后要努力长高啦！,,,,21,19
1904,G36-纯白矢车菊,0,64,41904,16,0,,现在的我已经没事了，只要您在身边，我就能鼓起勇气，面对任何困难！,回来之后发现头发里夹了一点花饰，就留下来当纪念吧。,,"43.6,-175.8",,21,19
1905,56-1式-同心千千结,0,66,41905,16,0,,现在后悔可来不及了，啊哈哈！我可不会放您走啦！,这个印章还挺直白的，要是以后有机会能用到就好了……哈哈，虽然不太可能吧。,,,,21,19
1906,SV-98-命中红心！,0,44,41906,16,0,,一生一次的事，就不需要笔记了吧？,影楼居然还会附赠小礼品吗？不知道真正的婚礼是什么感觉，但收下它稍微有些不好意思……,,,,21,19
2001,K2-远东公主,0,194,0,4,0,,战场上的公主可不是好惹的，不要太早在我面前跪下哦？,,,,,22,20
2002,K5-穹顶月光,0,212,0,4,0,,从过去到现在，那轮月光究竟见证了多少重复的命运呢？,,,,,22,20
2003,KLIN-凛冬将逝,0,177,0,4,0,,我要让整个寒冬燃烧起来，在这冰冷的世界里留下属于自己的灰烬。,,,,,22,20
2004,63式-玄黄之鸑鷟,0,133,0,4,0,,苍天黄土皆收为我的射程，有胆量的家伙就尽管来吧！,,,,,22,20
2101,DSR-50-最高出价,0,179,0,4,0,,铭记我们今晚的相遇吧，这次的美酒，一定会让您回味无穷的，哼哼……,拥有秘密的女性才是更有女人味的……好奇心和保护自己的想法，哪一个在您的心中更占上风呢？,,,,24,21
2102,灰熊MkⅤ-星夜舞会,0,96,0,4,0,,指挥官，想在舞台上来跳一段吗？不需要技巧，只要您的步伐热情一点就可以了！,这次的事情真是搞不懂……唉，算了。比起想那些事情，还是问指挥官要补贴更重要啦！,,,,24,21
2103,维尔德MkⅡ-夜幕危机,0,114,0,4,0,,这场黑暗中的盛典，貌似也有不速之客在蠢蠢欲动，绝对不能放松警惕。,即使对方已经陷入罪恶的沼泽，岸边之人依然会向他抛出一根绳索。这种幼稚而又无法抑制的冲动，人们称之为“友情”。,,"-120.8,-188.4",,24,21
2104,Zas M21-白棋王后,0,196,0,4,0,,时间再次回到原点，这期间我们所经历的一切，会使我们向着未来又前进一步……对吧？,真相是相当昂贵的东西啊，指挥官。那么，我的指甲油买回来了吗？,,"-91.8,-98",,24,21
2105,柯尔特左轮-奇迹女王,0,1,0,4,0,,大家！举起你们手中的可乐！为今晚降临的奇迹干杯吧！,从你将可乐作为赌注的那刻起，你就已经输给我了。,,"-43.6,-152.8",,24,21
2106,UMP9-世界之歌,0,101,0,4,0,,会场好热闹呀！都快找不到45姐了，该不会悄悄一个人跑去吃大餐了吧？,今年的愿望啊……唔，那就希望以后接到的都是像这次这样有趣又轻松的任务吧！,,,ZAGALA//c能登麻美子//c,24,21
2107,UMP45-钻石之花,0,103,0,4,0,,宴会啊……像这样的气氛，对我来说还真是新鲜呢，指挥官很享受这种氛围吗？,“我把不幸送到了。”……但能够说出这句话，对我来说也许是幸运吧。,,,ZAGALA//c嶺内ともみ//c,24,21
2108,IDW-箱中之猫,0,93,0,4,0,,喵哈哈~想要得到会场中的宝藏，可得先过我这一关哦！,虽然这次输了，但我会回来哒喵~！……什么？这是反派的台词吗？我才不信呢喵！,,,,24,21
2109,EVO 3-白夜星语,0,131,0,4,0,,指挥官，酒会的任务完成之后，是否还有小小的庆功宴呢？,我们的表现才是真正重要的……真是的，被这么一说，竟然有一瞬间感觉自己也在闪闪发光了。,,,,24,21
2201,卡尔卡诺M1891-勇敢的小卡诺,0,197,42201,4,0,Carcano1891_0,妹妹~我在这边哦！要好好跟着，不然就丢下你了哦！,,,"-4.5,-122.1",,25,22
2202,卡尔卡诺M91/38-匹诺曹小姐,0,198,42202,4,0,Carcano1938_0,等……等一下啊姐姐！你走那么慢，我都快追不上了！,,,,,25,22
2203,FN-57-芬芬历险记,0,142,42203,4,0,FN57_0,指挥官要好好拉着我的手哦？不然您走散了我会很困扰的~,,,,,25,22
2204,PP-19-青蛙小公主,0,136,42204,4,0,PP19_0,这样的身姿作战……也许会让敌人吃惊乱了阵脚呢，值得一试！,,,,,25,22
2205,C-MS-飞鹅旅行记,0,213,42205,4,0,CBJMS_0,毕竟现在是长身体的时候，就算是鱼刺也不能浪费呢……咕，刺有点硬。,,,,,25,22
2206,雷电-莉诺尔的乌鸦,0,202,42206,4,0,Thunder50_0,没有“爸爸妈妈”的我们……也能算作“孩子”吗？,,,,,25,22
2301,NTW-20-贵族体验馆,0,53,0,4,0,,唔……味太甜了吗？再苦一点会更好吧，主人的口味是倾向哪一种呢？,泡茶真是麻烦的工作……不过还算有趣。休息的时候也偶尔尝试下好了。,,,,26,23
2302,竞争者-百花侍从,0,183,0,4,0,,那、那个……欢迎回来，指挥……啊不！主、主人！……抱歉，我应该可以做得更好的。,什么？拍照留念吗？这就没必要了吧……呜……穿成这个样子，要怎么面对镜头才好呀……,,,,26,23
2303,M950A-家政试炼,0,97,0,4,0,,快让让！把脚抬起来，在这里变成镜子之前可不允许有新的脚印哦。,大扫除之后，无论是人形的精神面貌还是房间都焕然一新！嗯嗯，这次的训练成果相当适合在宿舍中推广！有空就去找指挥官商量一下吧~,,,音符//c古賀葵//c,26,23
2304,G28-啤酒牧场,0,146,0,4,0,,嘿嘿~主人，您要的啤酒来啦！……另一杯？啊、这杯只是为了平衡重量啦！,啊哈哈……G36姐，抱歉！再相信我一次嘛，问你借秘籍的时候我不是答应你了吗？以后我训练再也不偷懒了！,,,,26,23
2305,猎豹M1-今日合约,0,201,0,4,0,,这些文件怎么都整理不完呢，我应该早点发现女仆是不会有假期的……,指挥官允诺的假期什么时候才能批下来呢？啊啊……好累啊……,,,,26,23
2401,G41-沙滩朋克2064,0,62,42401,4,0,,咦？要玩水吗……可是耳朵会湿掉……衣服也会湿掉的……,沙滩好好玩！大海好好玩！……虽然不知道那块黑色的板子到底是用来做什么的，但是排球也好好玩！,,,,27,24
2402,AK-12-冰沙时代,0,206,42402,4,0,,宁静的事物没有关注的价值，指挥官，你是会为这片大海带来大浪与狂风的人吗？,对冰品的痛觉反馈的确属于性能瑕疵，等到哪一天再也不用战斗时再返厂修复吧。,,,,27,24
2403,AA-12-太阳永不升起,0,163,42403,4,0,,我讨厌大太阳……更讨厌明明讨厌大太阳又跑去海边的自己……,虽然吃太多糖总会出一些什么事……但说了那么多正经话，不吃糖的话也会出事吧。糟糕，快点，需要再补充一些糖分……,,,,27,24
2404,AN-94-潜水钟与人偶,0,205,42404,4,0,,着装完毕，接下来有什么东西要离开水底或是永远埋入深海中，全都交由您决定了。,海底的一切都是静止的，AK12要我“放松”时感觉也是这样……不过并不讨厌就是了。,,"-197.9,-117.1",,27,24
2405,MP7-糖果枪弹,0,28,42405,4,0,,“饲养员”你那是什么表情……游泳这种事情……碰到水再开始学不就够了嘛？,没想到竟然也有人喜欢吃酸糖，或许我们两个能多聊几句……？“饲养员”真该好好向她学习。,,"-72.6,-40.3",,27,24
2406,FAL-FAL的夏天,0,106,42406,4,0,,还在这种时候提起57那就太伤人了，现在，告诉我你对“红色”的看法吧？……嗯？还想发表其他看法吗？,哼哼，这把水枪可是“和平”的象征，还换来了指挥官的“拥抱”！姑且把这标签收藏好吧⋯⋯也算是这个夏日的宝物了。,,"-189,-81.8",,27,24
2407,G36-和G36的五十天,0,64,42407,4,0,,冰沙、水果、还是冷饮呢？不管选择哪一个，在这样的天气还请您务必要留意不要中暑了。,唔……不但晕倒了，还给大家添了麻烦……下一次一定要先做好散热降温的方案。,,"-216.1,-119.93",,27,24
2408,SPAS-12-盛夏的果实,0,162,42408,4,0,,既然是在海边，改造成冲浪板的盾牌应该可以派上用场吧？西瓜……？这可是夏天啊！,把旧物改装成冲浪板虽然很有挑战性，但似乎变成只能在夏天用上了……,,,,27,24
2409,阿梅利-阿梅利的接球,0,185,42409,4,0,,真的吗……！要和我一起来打球吗？这次我可是做好了准备哦！,耐心等待的话，总会有好事发生的吧？今、今天的我也成功送出了钮扣喔！,,,,27,24
2410,P38-魔女高徒,0,9,42410,4,0,,接下来您看见的都是独家的夏日福利，禁止拍摄也禁止录音哦！,会不会我见到的不是海怪，而是大海里的守护神呢？一定是受到了祂的庇护，所以演唱会才很顺利吧！,,,,27,24
2501,MG5-黑疫骑士,0,109,42501,4,0,,有的时候您不需要听明白歌词，摇滚是一种“看”的音乐，我的表演会让您明白一切。,,,,,28,25
2502,G11-朵拉贡 Jr.,0,122,42502,4,0,,我说……你们明白吵醒熟睡的恐龙会引发什么动静吗？那就听听看吧……,,,,音符//c福原綾香//c,28,25
2503,M1887-猎魔法则,0,151,42503,4,0,,那些天使的嘶吼和恶魔的祈祷，我会将所有残酷的欲望展现在这个舞台上。,,,,,28,25
2504,80式-钢化蝴蝶,0,199,42504,4,0,,不管是什么摇滚，如果跟不上我的鼓点，那就只是单纯的噪音罢了。,,,,,28,25
2505,M1897-电子女巫,0,152,42505,4,0,,我听见了……大家的欢呼声，就让我用这段Bass Solo 把你们的分贝推向最高潮吧！,,,,,28,25
2601,S.A.T.8-南瓜串串,0,188,0,18,0,,说到万圣节，果然还得是南瓜呢~不过，这个串串可不是南瓜做的哦？指挥官要尝尝吗？,也，也没有把计划执行得很好啦……我只是尽力做到我能做的。,3001,,,29,26
2602,TAC-50-精灵狙魔士,0,222,0,18,0,,据说这样的改装需要注入一些魔力才能击中幽灵……不如先注入枫糖浆试试吧？,大家都很努力地想要生存下去，人和人形都是这样的吧？,3001,,,29,26
2603,MDR-幽灵陷阱,0,215,0,18,0,,真正的幽灵可都在诱人的陷阱里等着那些好奇的家伙们……哎呀，匿名版上已经开始直播了哦？,“从今以后，吓人跟开玩笑都会注意分寸的，真对不起。”……呜呜呜……,3001,,,29,26
2604,FAMAS-枪炮与边箱,0,69,0,18,0,,恶灵们认为自己见识过地狱，那是因为它们没有来过这里……我想听听它们的哀鸣。,总有事情必须要鼓起勇气面对，只要不留在原地就好，对吗，南瓜怪物？,3001,,,29,26
2605,布伦-杰克的三分相,0,89,0,18,0,,糖果、南瓜、鬼怪、这样的日子里，这三个要素都是必不可少的呢。,要达到平衡还真是伤脑筋啊……但知道了能让自己变得更强的新途径，倒也不错。,3001,,,29,26
2606,F1-黑魔女学院,0,178,0,18,0,,“黑夜的流星~就是相信的魔法~”指挥官！您的扫帚准备好了吗？,今晚本来有个好机会，可以让长官好好欣赏我的诗的。不过，还是等下一次吧~,3001,,,29,26
2701,HK21-击穿锁链的子弹,0,208,42701,4,0,,这场演出的子弹，都只为了瞄准那个人的内心，请接收我所有的爱吧~！,,,,,30,27
2702,JS05-离别之奏,0,192,42702,4,0,,我忘词的时候各位帮我唱一下好不好？之后握手会我会好好补偿大家的啦。,,,,,30,27
2703,PM-06-翱翔天空之法,0,224,42703,4,0,,把你们的荧光棒都举起来！哎呀，可别忘了换成红色的哦？偶像果然非红色不可呢！,,,"28.3,-88.7",,30,27
2704,USAS-12-VRAIN Power,0,189,42704,4,0,,只有学院派的偶像才能做到Full Combo！跟上我的节奏就绝对不会掉队哦~,,,,,30,27
2705,HK45-奇迹☆开始,0,167,42705,4,0,,我就是可爱又迷人的奇迹偶像，HK45哟！大家~跟着我一起Dance吧~,,,,,30,27
2706,纳甘左轮-群星之绊,0,5,42706,4,0,,所谓的偶像啊，就是不论哪个时代，闪耀的光辉永远都那么耀眼哦！,,,,,30,27
2801,Px4 风暴-圣诞晨间女王,0,233,0,19,0,,圣诞促销才是圣诞节存在的意义，打折的价格才能倍增幸福的价值哦~,这对于现在的我，就是最渴望收获的利益。圣诞快乐， 一起加油吧，格里芬的朋友。,3002,,,31,28
2802,P90-绯红涡轮,0,245,0,19,0,,本来是想COS圣诞老人的，但送礼的时候大家都在睡觉，没人看见感觉太可怜了啊。,圣诞快乐，指挥官，这句话可不是跟风说的哦。,3002,"-32.9,-157.8",,31,28
2803,ART556-扫烟囱的小姑娘,0,175,0,19,0,,如果不想你们的圣诞礼物变成黑炭的话，记得保持烟囱通畅哦~,就算眼前的世界再小，我也能找到快乐。多幸运啊，不是吗？,3002,,,31,28
2804,FP-6-恋爱卫星,0,164,0,19,0,,没想到圣诞老人的任务居然如此棘手……那样的胖老头到底是怎么进去的？,好啦，下一次该挑选谁呢？送礼物的路上……再好好考虑一下吧，哼哼……,3002,,,31,28
2805,FN-57-蓝色的圣诞,0,142,0,19,0,,指挥官，这么多礼物里偏偏只选了我吗？……呵呵，毕竟是我嘛~,原以为基地里塞满了笨蛋……现在我简直要对她们刮目相看了。,3002,,,31,28
2806,G36-每个孩子的圣诞梦,0,64,41904,19,0,G36_0,我想要这个！还有那个！还有……还有……我想要大家美梦成真！,我……我刚才经历了一个只属于我自己的平安夜。,3002,,,31,28
2807,TMP-红耳朵猫TMP,0,176,0,19,0,,礼物好多啊……穿得轻便一点也更容易送吧，得快点把快乐带给大家才行。,那么……越不像人类的人形才越自由吗？,3002,,,31,28
2901,64式自-新年祈愿,0,243,0,15,0,,指挥官，新年快乐……啊、这个吗？这是荞麦面，我为数不多会做的料理，想试试吗？,,,,,32,29
2902,RFB-正月游戏大师,0,172,0,15,0,,Happy new year！指挥官想玩玩今年的年度游戏吗？,,,,,32,29
2903,樱花-枪使巫女,0,228,0,15,0,,恭贺新年，指挥官。新的一年，希望能顺顺利利的，一起加油吧。,,,"-171.8,-203.4",,32,29
2904,卡尔卡诺M91/38-Insegui l'aquilone,0,198,0,15,0,,指挥官您记错了吧？离新年还有一个星期呢。,,,,,32,29
2905,卡尔卡诺M1891-起始的钟声,0,197,0,15,0,,指挥官想要新年的衣服吗？我可以给您设计一款哦~,,,"-54.5,-4.8",,32,29
2906,M1014-雪月花,0,165,0,15,0,,我调查了各种新年习俗，没想到方式还挺多样的，不如就把每一种都试一遍吧。,,,"-111.9,-126.8",,32,29
2907,AS Val-梦花火,0,60,0,15,0,,新的一年，指挥官。我稍微成长了一些吗？诶，小熊变大了？这是因为刚刚洗过了……,,,,,32,29
2908,62式-新年游园会,0,249,0,15,0,,今天一整天都要把宿舍打扫一遍，指挥官的房间也趁机整理一下吧。,,,,,32,29
3001,OTs-14-紫雨心,0,119,0,15,0,,新年快乐，希望明年也能保持这个状态，让我期待一下吧。,也许牺牲了一点奢侈的时间，但却是还不错的交易呢。,,,,34,30
3002,AK-74U-君影草,0,59,0,15,0,,新的一年也要努力哦，BOSS。别搞错了，只是象征性的吉利话而已，快感谢我吧！,“万事如意”……对吧……除我之外，万事如意……,,,,34,30
3003,88式-朵幽兰,0,238,0,15,0,,新年快乐！指挥官，您有想去郊外走走的计划吗……？我可以跟着一起去吗？,外……外面的世界还是太吓人了……,,,,34,30
3004,IWS 2000-薄雪绒,0,148,0,15,0,,新的一年也请多多依靠我吧，不管是胜利还是新年愿望，我都会帮您实现！,即便这里只有我一个人，我也会努力的……更何况……我已经不是一个人了。,,"-1.8,-88",,34,30
3005,CZ75-金莲花,0,166,0,15,0,,新年快乐哦，长官。今晚穿这么多衣服啊？还真是弱不禁风呢。,看清了吗，我的脚底下可是平整的，什么都没有。,,,,34,30
3006,MP5-山苏子,0,26,0,15,0,,新的一年，希望胸能够成长…加油！,新的一年啊，希望我也能变得更厉害，然后接到更厉害的任务吧！,,,,34,30
3007,CZ52-琉璃唐,0,210,0,15,0,,时间总会告诉我们新的答案，所以新的一年里也请继续加油吧。,……95，我还能再和你们一起去拜年吗？,,,,34,30
3101,索米-幸福使命,0,115,43101,16,0,,终于迎来这一天了吗？感谢您的陪伴，指挥官，我的使命终于完成了……,呜……这张照片是什么时候拍的？！这脆弱的样子太丢人了……指挥官，如果是您偷偷拍的请马上删掉！,,,,35,31
3102,PKP-银白之星,0,173,43102,16,0,,我是变强了，还是变弱了……长官，就由你来告诉我答案吧。,这次任务也是完美地完成了。我这种精英人形和别人是完全不同的，长官这次应该明白了吧。,,,,35,31
3103,G36C-迈出步伐的你,0,104,43103,16,0,,看来我也必须变得再可靠一点，才能回应您的期待啊。,之前整理的注意事项似乎用不上呢……就当做留念吧。以后要是还有接这种任务的机会就好了……,,"-20.4,-142.1",,35,31
3105,Mk23-传达到的心意,0,99,43105,16,0,,你给予了我新的灵魂，让我重新呼唤你一次吧，Darling……,哼哼，这次只有我和Darling一起拍了照片，真是赚到了！以后我也不会把Darling让给别人的！,,,,35,31
3106,T-5000-誓约变身,0,184,43106,16,0,,我已经……开始喜欢上您那样的眼神了……,虽说这种“变身”也不赖，不过我还是想有一次像赤魂假面那样，真正变身为英雄的经验啊……,,,,35,31
3107,猎豹M1-期待着的明天,0,201,43107,16,0,,只要有您在身边的话，那份重担……也变得没那么可怕了。,啊……好累啊。不过这次也的确挺开心的……也许是婚纱好看的缘故吧。之后要不要用酬金买件新衣服呢？,,,,35,31
3201,竞争者-龙狼子,0,183,43201,4,0,,“每向前一步，带给我们奇迹的光芒就更加闪耀。您给我的勇气有多坚定，我的刀锋就能前进多远的距离。”,,,,,38,32
3202,内格夫-黑石姬,0,112,43202,4,0,,“地狱的创造者只能带给人们那种程度的痛苦，显然只是它们并未乐在其中。”,,,"16.6,-128.4",,38,32
3203,SPAS-12-哥布林猎手,0,162,43203,4,0,,“只要没有人……就不会有人受到伤害……为什么以前的我就是想不通呢？”,,,,,38,32
3204,托卡列夫-格里芬的舞娘,0,6,43204,4,0,,“嘘——告诉我目标在哪里就行了，至于它们是谁、在做什么对我来说都不重要。”,,,,,38,32
3205,IDW-斗篷与猫耳,0,93,43205,4,0,,“嘿嘿，比起战斗，多放一点又白又圆的小东西到自己身上不是更有帮助吗喵？”,,,,,38,32
3301,K2-黎明之前,0,194,43301,4,0,,今天的我一定是比后辈们更加出色的，就请您看着吧，指挥官！,就算是唱歌跳舞，我也要做后辈的榜样！呜哇……指挥官不许拍照！不许！,,,,39,33
3302,AK-12-静寂苍蓝,0,206,43302,4,0,,今天就好好享受一下吧。嗯……要是能遇到有趣的事情，那就更棒了。,呵，也许真会有这么一天吧，指挥官您亲手将邀请函递给我的一天。,,"-27.1,-67.8",,39,33
3303,AN-94-沉默嫣红,0,205,43303,4,0,,这是给我的吗？多少有点……啊，没什么。只要您和AK12都觉得这样可以的话，我也没有问题。,下次请不要这样吓我，AK12，我真怕我把你弄丢了……不过今晚很有趣，还是要多谢你。,,,,39,33
3304,M99-白兔夏宴,0,128,43304,4,0,,长官，您有工作要交给我吗？啊……抱歉，忘记您说过今天要好好放松了。那……长官，您要来一块蛋糕吗？,不知道指挥官说我需要保护是什么意思，哼，有时间说这个不如建议后厨提高手艺呢！,,,,39,33
3305,MDR-酒会观测者,0,215,43305,4,0,,为了融入宴会，今天就好好打扮一下吧~哼哼，这样就能得到可以写成首页热贴的秘闻啦！,我可是扑克之神，哈哈！怎么回事，怎么又有拆台的留言！删除！,,,,39,33
3306,79式-星夜狐步,0,127,43306,4,0,,这就是充满女子力的服饰吗……啊，并不是不喜欢，只是稍微有点不习惯。长官，今后也请您多指点了！,今晚的我，真的很有魅力吗？不过，只要指挥官能够看得到，那就足够了……,,"-85.7,-175.1",,39,33
3307,G28-月光与祖母绿,0,146,43307,4,0,,指挥官，今天我的风格也很不错吧？啊哈哈，看来我的努力得到回报了呢。,我可是做好了万全准备呢！……所以，遇到惊喜时才会更开心呀。,,"-48.6,-180",,39,33
3308,K5-命运华尔兹,0,212,43308,4,0,,嘿嘿，看来我的占卜灵验了！指挥官，作为答谢让我来占卜一下您今后的运势吧？,非要说的话……指挥官，我不信那些好运厄运，我只信您。,,,,39,33
3309,雷电-黑天鹅的梦,0,202,43309,4,0,,这样的场合……我会在一旁默默看着的，请您放心。,庆典确实令人开心，我还替一份甜品取了关于你的名字。下次一起参加舞会吧，好吗，M950A？,,"-19,-202.9",,39,33
3401,HK416-黑猫的赠礼,0,65,43401,4,0,HK416_0,指挥官，你想摸摸这只猫吗？给……等、等等！为什么是摸我的头啊？！,,,,,41,34
3402,K11-小小科学家,0,236,43402,4,0,K11_0,即使身体变小了，头脑里的知识也一分不少！哼哼，让我们开始实验吧！,,,"53.7,17.6",,41,34
3403,UMP45-特工垂耳兔,0,103,43403,4,0,UMP45_0,嘻嘻，今天可以出去玩了！指挥官，要好好陪我哦。,,,,ZAGALA//c嶺内ともみ//c,41,34
3404,UMP9-柴犬侦查员,0,101,43404,4,0,UMP9_0,指挥官，今天要带我出去玩吗？您一定有这个安排，对吧对吧？,,,,ZAGALA//c能登麻美子//c,41,34
3405,KSVK-天使的画笔,0,252,43405,4,0,KSVK_0,今天作画的主题是和平。指挥官，您觉得这个主题怎么样？,,,,,41,34
3406,OTs-44-超能少女猪,0,145,43406,4,0,OC44_0,您问这个玩偶的事？它是我今天认识的好伙伴。如果您要带我出去玩的话，也一定要带着它哦。,,,,,41,34
3501,R93-长假幸运星,0,266,43501,4,0,,不如来打个赌吧，指挥官，如果我赢了，您就陪我去海边；如果您赢了，我就陪你去海边吧。,指挥官为我拍下这张照片的瞬间，一定是我这次海边之旅的运气值到达巅峰的时刻……,,,,42,35
3502,刘易斯-防晒大作战,0,253,43502,4,0,,要是在这种地方晒黑，那就会被陌生人当成坏人了！指挥官，能来帮我涂点防晒油吗？,看在你好看的份上，就让你见识一下差点钓上来美人鱼的鱼钩吧！只准看不准拍照的哦……,,"-109.18,-36.9",,42,35
3503,C-MS-进击的飞鱼,0,213,43503,4,0,,还发什么呆！赶紧把西瓜、冰品和整片沙滩带过来啊！要是少了这些，我的部下要怎么放松啊？,看什么看啊！不过是几个反叛我的部下做的海报……虽然把我画得还不错就是了……,,,,42,35
3504,88式-反溺水配件,0,238,43504,4,0,,原本只是想针对不停沉进水底的问题做出改进，没想到就变成这样了……现在该怎么办……,谢尔久科夫为我量身定做的反溺水挂件……虽然总感觉设计原理不太科学……,,,,42,35
3505,四式-海角四号,0,270,43505,4,0,,连载也应该开始考虑进入夏天与水的篇章……既然这样，就必须要更认真取材才行了。,最美好的记忆已经用笔记录在了吾辈的漫画中……当然，也深深烙印在了吾辈的心智云图上。,,,,42,35
3506,谢尔久科夫-黑鸦救生员,0,113,43506,4,0,,指挥官，我会在旁边保护您的，请安心享受假期吧。不过还是提醒您，下海游泳前要做好准备运动哦！,这是我参加急救培训获得的奖品，也证明了我的能力，所以溺水什么的……都是谣言！,,"41.5,-83.5",,42,35
3507,Z-62-游泳课题,0,116,43507,4,0,,虽然不是很明白该怎么游泳，既然书上写的教学都那么简单，那就一点问题都没有了！,没有想要写信的对象，我就把几张用不上的邮票放进小说中做书签。但是最近我写了一封信……,,,,42,35
3601,ADS-水色青春,0,214,43601,4,0,,穿上这件衣服后就没法下水了，稍稍感到有些寂寞……欸这条金鱼是送给我的？它好可爱啊，谢谢您！,,,,,43,36
3602,S.A.T.8-少女密话,0,188,43602,4,0,,今天很热闹呢，指挥官不和她们一起吗？哼哼，我明白了哦，指挥官想和我说话是吧？那就来说悄悄话吧。,,,,,43,36
3603,G36-月下祈愿,0,64,43603,4,0,,信笺写好了？那我来帮长官挂到心愿竹上吧，放心我绝不会偷看的。您问我写了什么愿望？呵呵，不能告诉您，因为那样就不灵验了。,,,,,43,36
3604,M249 SAW-胧月夜,0,79,43604,4,0,,让您久等了，我们走吧。这套衣服我只穿一次哦，因为穿起来太麻烦啦。,,,,,43,36
3605,OTs-12-百花缭乱,0,105,43605,4,0,,作为秘密武器，会不会太引人注目了？您说这样才好？嗯……既然您不介意，我就去做出行的准备吧。,,,,,43,36
3701,PA-15-高校心跳物语,0,260,0,4,0,,嗯？我不可以待在讲台下面吗？不、不要假装蹲下捡掉落的笔，然后凑过来啊！,,,,,44,37
3702,95式-纯白毕业祭,0,129,0,4,0,,棒球社经理毕业典礼结束之后，我在卷筒里发现了一枚纽扣呢……指挥官，那一定是您的吧？是第二颗纽扣对吗？,,,"30,-174",GINGALA//c大門香実//c,44,37
3703,97式-迟到戏码,0,130,0,4,0,,先叼着面包，接着加速跑，接着在拐角处撞到长官……诶嘿嘿，就算老套，长官您不也还是中计了嘛。,,,,Nagu//c佐倉綾音//c,44,37
3704,SR-3MP-特攻队长兔,0,135,0,4,0,,嘿嘿，夜露死苦！要认真给本小姐的特攻服绣字哦！说什么呢，把这衣服交给你，可是等于把命都给你了喂！,,,,,44,37
