id,item_id,type,start_time,end_time,drop_ids,title_res,amount_coordinate,bg_res,is_mail,mail_type,is_show,clear_cycle,clear_time,prize_skip,mission_show_prize,use_animation,goto_to_mall,can_ten_draws,can_get_rewards,goto_page,extra_bonus,bonus_percent
197,0,1,2019-02-25 00:00:00,2019-03-03 23:59:59,"100:58,150:59,200:60,1000:61,1001:58",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,602:1001,602,0,0,0,0,0,,0
198,0,1,2019-02-25 00:00:00,2019-03-03 23:59:59,"100:311,150:312,200:313,1000:314,1001:311",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,40075:1001,40075,0,0,0,0,0,,0
199,0,1,2019-02-25 00:00:00,2019-03-03 23:59:59,"100:315,150:316,200:317,1000:318,1001:315",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,40076:1001,40076,0,0,0,0,0,,0
200,0,1,2019-02-25 00:00:00,2019-03-03 23:59:59,"150:249,200:250,250:251,300:252,1000:253,1001:249",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,271:1001,271,0,0,0,0,0,,0
201,0,1,2019-02-25 00:00:00,2019-03-03 23:59:59,"150:319,200:320,250:321,300:322,1000:323,1001:319",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,40077:1001,40077,0,0,0,0,0,,0
202,0,1,2019-02-25 00:00:00,2019-03-03 23:59:59,"150:324,200:325,250:326,300:327,1000:328,1001:324",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,40078:1001,40078,0,0,0,0,0,,0
203,0,1,2019-03-05 00:00:00,2019-03-28 10:00:00,"1:329,2:330",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
204,0,1,2019-03-05 00:00:00,2019-03-28 10:00:00,"1:329,2:330",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
205,0,1,2019-03-05 00:00:00,2019-03-28 10:00:00,"1:329,2:330",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
206,0,1,2019-03-05 00:00:00,2019-03-28 10:00:00,"1:329,2:330",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
207,0,1,2019-03-05 00:00:00,2019-03-28 10:00:00,"1:329,2:330",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
208,0,1,2019-03-05 00:00:00,2019-03-28 10:00:00,"1:329,2:330",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
209,0,1,2019-05-04 00:00:00,2019-05-12 23:59:59,"100:230,150:231,200:232,1000:233,1001:230",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,267:1001,267,0,0,0,0,0,,0
210,0,1,2019-05-04 00:00:00,2019-05-12 23:59:59,"100:331,150:332,200:333,1000:334,1001:331",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,40080:1001,40080,0,0,0,0,0,,0
211,0,1,2019-05-04 00:00:00,2019-05-12 23:59:59,"150:335,200:336,250:337,300:338,1000:339,1001:335",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,40079:1001,40079,0,0,0,0,0,,0
212,0,1,2019-05-04 00:00:00,2019-05-12 23:59:59,"150:340,200:341,250:342,300:343,1000:344,1001:340",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,40003:1001,40003,0,0,0,0,0,,0
213,0,1,2019-05-04 00:00:00,2019-05-12 23:59:59,"150:239,200:240,250:241,300:242,1000:243,1001:239",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,269:1001,269,0,0,0,0,0,,0
214,0,1,2019-05-04 00:00:00,2019-05-12 23:59:59,"150:254,200:255,250:256,300:257,1000:258,1001:254",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,272:1001,272,0,0,0,0,0,,0
215,100021,1,2019-05-20 00:00:00,2019-05-26 23:59:59,"69:345,70:346,71:347",HgFVxC1_draw_title_190516.png,"330,-195",HgFVxC1_draw_content_190516.jpg,0,0,1,0,0,"970:71,971:71,972:71,973:71,974:71",0,0,0,1,0,0,,0
216,100022,2,2019-05-16 10:00:00,2019-06-07 23:59:59,100:348,sADFswUY1_draw_title_190516.png,"-568,-120",sADFswUY1_draw_content_190516.jpg,0,0,1,0,0,,0,1,1,0,0,0,,0
217,0,1,2019-06-13 00:00:00,2019-07-04 23:59:59,"10:349,11:354",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
218,0,1,2019-06-13 00:00:00,2019-07-04 23:59:59,"8:350,9:354",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
219,0,1,2019-06-13 00:00:00,2019-07-04 23:59:59,"6:351,7:354",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
220,0,1,2019-06-13 00:00:00,2019-07-04 23:59:59,"5:352,6:354",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
221,0,1,2019-06-13 00:00:00,2019-07-04 23:59:59,"4:353,5:354",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
222,0,1,2019-07-11 00:00:00,2019-08-01 10:00:00,"1:355,2:356",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
223,0,1,2019-07-11 00:00:00,2019-08-01 10:00:00,"1:355,2:356",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
224,0,1,2019-07-11 00:00:00,2019-08-01 10:00:00,"1:355,2:356",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
225,0,1,2019-07-11 00:00:00,2019-08-01 10:00:00,"1:355,2:356",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
226,0,1,2019-07-11 00:00:00,2019-08-01 10:00:00,"1:355,2:356",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
227,0,1,2019-07-11 00:00:00,2019-08-01 10:00:00,"1:355,2:356",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
228,0,1,2019-08-07 00:00:00,2019-09-05 23:59:59,"10:357,11:362",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
229,0,1,2019-08-07 00:00:00,2019-09-05 23:59:59,"8:358,9:362",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
230,0,1,2019-08-07 00:00:00,2019-09-05 23:59:59,"6:359,7:362",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
231,0,1,2019-08-07 00:00:00,2019-09-05 23:59:59,"5:360,6:362",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
232,0,1,2019-08-07 00:00:00,2019-09-05 23:59:59,"4:361,5:362",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
233,9003,1,2019-08-07 00:00:00,2019-09-12 23:59:59,"249:363,250:364,499:363,500:365,749:363,750:366,776:363,777:368,999:363,1000:367,3000:363",QAEewd01_draw_title_190808.png,"330,-195",QAEewd02_draw_content_190808.jpg,0,0,1,0,0,,0,0,0,1,0,0,,0
234,0,1,2019-10-01 00:00:00,2019-10-07 23:59:59,"150:234,200:235,250:236,300:237,1000:238,1001:234",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,268:1001,268,0,0,0,0,0,,0
235,0,1,2019-10-01 00:00:00,2019-10-07 23:59:59,"150:369,200:370,250:371,300:372,1000:373,1001:369",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,259:1001,259,0,0,0,0,0,,0
236,0,1,2019-10-01 00:00:00,2019-10-07 23:59:59,"150:215,200:216,250:217,300:218,1000:219,1001:215",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,514:1001,514,0,0,0,0,0,,0
237,0,1,2019-10-01 00:00:00,2019-10-07 23:59:59,"150:374,200:375,250:376,300:377,1000:378,1001:374",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,526:1001,526,0,0,0,0,0,,0
238,0,1,2019-10-01 00:00:00,2019-10-07 23:59:59,"150:210,200:211,250:212,300:213,1000:214,1001:210",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,513:1001,513,0,0,0,0,0,,0
239,0,1,2019-10-01 00:00:00,2019-10-07 23:59:59,"150:244,200:245,250:246,300:247,1000:248,1001:244",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,270:1001,270,0,0,0,0,0,,0
240,100026,1,2019-10-01 00:00:00,2019-10-14 23:59:59,"99:379,100:380,101:381",433bf30e641e137e_draw_190924002.png,"330,-195",0b0259f196e6a449_draw_190924001.jpg,0,0,1,0,0,528:101,0,0,0,1,0,0,,0
241,0,1,2019-10-16 00:00:00,2019-11-07 10:00:00,"6:382,7:383",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
242,0,1,2019-12-02 00:00:00,2019-12-26 10:00:00,"6:384,7:385",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
243,9004,1,2020-01-13 00:00:00,2020-03-19 23:59:59,"249:386,250:387,499:386,500:388,749:386,750:389,776:386,777:390,999:386,1000:391,3000:386",ca75bcba3df693f5_draw_200113001.png,"330,-195",03c18e8b06f2f632_draw_200113002.jpg,0,0,1,0,0,,0,0,0,1,0,0,,0
244,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"7:392,8:408",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
245,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"7:400,8:396",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
246,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"7:401,8:398",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
247,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"5:393,6:408",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
248,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"5:402,6:396",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
249,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"5:403,6:398",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
250,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"4:394,5:408",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
251,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"4:404,5:397",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
252,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"4:405,5:399",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
253,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"4:395,5:408",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
254,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"4:406,5:397",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
255,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"4:407,5:399",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
256,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,1000:396,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
257,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,1000:397,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
258,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,1000:398,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
259,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,1000:399,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
260,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"4:409,5:396",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
261,0,1,2020-01-11 00:00:00,2020-03-12 10:00:00,"4:410,5:398",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
262,0,1,2020-03-09 00:00:00,2020-04-02 10:00:00,"6:411,7:413",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
263,0,1,2020-03-09 00:00:00,2020-04-02 10:00:00,"6:412,7:414",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
264,0,1,2020-03-09 00:00:00,2020-04-02 10:00:00,"6:415,7:416",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
265,0,1,2020-03-09 00:00:00,2020-04-02 10:00:00,1000:413,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
266,0,1,2020-03-09 00:00:00,2020-04-02 10:00:00,1000:414,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
267,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"100:431,150:432,200:433,1000:434,1001:431",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,549:1001,549,0,0,0,0,0,,0
268,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"150:435,200:436,250:437,300:438,1000:439,1001:435",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,550:1001,550,0,0,0,0,0,,0
269,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"150:440,200:441,250:442,300:443,1000:444,1001:440",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,551:1001,551,0,0,0,0,0,,0
270,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"150:445,200:446,250:447,300:448,1000:449,1001:445",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,552:1001,552,0,0,0,0,0,,0
271,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"150:450,200:451,250:452,300:453,1000:454,1001:450",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,553:1001,553,0,0,0,0,0,,0
272,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"150:455,200:456,250:457,300:458,1000:459,1001:455",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,554:1001,554,0,0,0,0,0,,0
273,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"100:417,150:418,200:419,1000:420,1001:417",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,547:1001,547,0,0,0,0,0,,0
274,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"150:254,200:255,250:256,300:257,1000:258,1001:254",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,272:1001,272,0,0,0,0,0,,0
275,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"150:335,200:336,250:337,300:338,1000:339,1001:335",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,40079:1001,40079,0,0,0,0,0,,0
276,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"150:421,200:422,250:423,300:424,1000:425,1001:421",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,926:1001,926,0,0,0,0,0,,0
277,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"150:239,200:240,250:241,300:242,1000:243,1001:239",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,269:1001,269,0,0,0,0,0,,0
278,0,1,2020-05-01 00:00:00,2020-05-06 23:59:59,"150:426,200:427,250:428,300:429,1000:430,1001:426",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,548:1001,548,0,0,0,0,0,,0
279,100041,2,2020-05-14 11:00:00,2020-06-07 23:59:59,100:40,65edcaed8504f0e7_draw_200509011.png,"-568,-120",3ec5c554b10af272_draw_200520001.jpg,0,0,1,0,0,,0,1,1,0,0,0,,0
280,100042,2,2020-05-14 11:00:00,2020-06-07 23:59:59,100:187,525eabfb799e2a86_draw_200509008.png,"-568,-120",36d0fadaf058ac1e_draw_200509006.jpg,0,0,1,0,0,,0,1,1,0,0,0,,0
281,100043,2,2020-05-14 11:00:00,2020-06-07 23:59:59,100:348,60bd5042a75ec4a5_draw_200509009.png,"-568,-120",117c59b7c380eb27_draw_200509007.jpg,0,0,1,0,0,,0,1,1,0,0,0,,0
282,100044,2,2020-05-14 11:00:00,2020-06-07 23:59:59,100:460,0b1c88aaffcb9d34_draw_200509010.png,"-568,-120",0ea9eadf487143ef_draw_200509012.jpg,0,0,1,0,0,,0,1,1,0,0,0,,0
283,100045,1,2020-05-20 00:00:00,2020-06-02 23:59:59,"69:461,70:462,71:463",5151378aca782f34_draw_200509003.png,"397,-195",07b8b133ed8e5e28_draw_200511001.jpg,0,0,1,0,0,"563:71,564:71,565:71,566:71,567:71",0,0,0,1,0,0,,0
284,0,1,2020-06-12 00:00:00,2020-07-09 10:00:00,"6:464,7:466",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
285,0,1,2020-06-12 00:00:00,2020-07-09 10:00:00,"6:465,7:467",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
286,0,1,2020-06-12 00:00:00,2020-07-09 10:00:00,"6:468,7:469",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
287,0,1,2020-06-12 00:00:00,2020-07-09 10:00:00,1000:466,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
288,0,1,2020-06-12 00:00:00,2020-07-09 10:00:00,1000:467,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
289,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,"10:470,11:484",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
290,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,"10:478,11:474",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
291,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,"10:479,11:476",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
292,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,"8:471,9:484",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
293,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,"8:480,9:476",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
294,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,"6:472,7:484",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
295,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,"6:481,7:475",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
296,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,"6:482,7:477",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
297,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,"5:473,6:484",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
298,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,"5:483,6:477",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
299,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,1000:474,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
300,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,1000:475,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
301,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,1000:476,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
302,0,1,2020-07-02 00:00:00,2020-08-13 10:00:00,1000:477,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
303,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"10:485,11:495",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
304,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"10:486,11:494",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
305,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"8:487,9:496",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
306,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"8:488,9:494",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
307,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"6:489,7:497",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
308,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"6:490,7:496",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
309,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"6:491,7:494",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
310,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"5:492,6:498",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
311,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"5:499,6:494",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
312,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"4:493,5:498",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
313,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,"4:500,5:494",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
314,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,1000:495,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
315,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,1000:496,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
316,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,1000:497,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
317,0,1,2020-08-15 00:00:00,2020-09-24 10:00:00,1000:498,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
318,9005,1,2020-08-17 00:00:00,2020-09-30 23:59:59,"249:501,250:502,499:501,500:503,749:501,750:504,776:501,777:505,999:501,1000:506,3000:501",d998bde6d66f3664_draw_200818001.png,"330,-195",07da0c20ee90247f_draw_200818002.jpg,0,0,1,0,0,,0,0,0,1,0,0,,0
319,0,1,2020-08-15 00:00:00,2037-09-24 10:00:00,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
320,0,1,2020-08-15 00:00:00,2037-09-24 10:00:00,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
321,0,1,2020-08-15 00:00:00,2037-09-24 10:00:00,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0
322,0,1,2020-10-01 00:00:00,2020-10-08 23:59:59,"100:509,150:510,200:511,1000:512,1001:509",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,641:1001,641,0,0,0,0,0,,0
323,0,1,2020-10-01 00:00:00,2020-10-08 23:59:59,"100:513,150:514,200:515,1000:516,1001:513",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,642:1001,642,0,0,0,0,0,,0
324,0,1,2020-10-01 00:00:00,2020-10-08 23:59:59,"150:517,200:518,250:519,300:520,1000:521,1001:517",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,643:1001,643,0,0,0,0,0,,0
325,0,1,2020-10-01 00:00:00,2020-10-08 23:59:59,"150:522,200:523,250:524,300:525,1000:526,1001:522",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,644:1001,644,0,0,0,0,0,,0
326,0,1,2020-10-01 00:00:00,2020-10-08 23:59:59,"150:527,200:528,250:529,300:530,1000:531,1001:527",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,645:1001,645,0,0,0,0,0,,0
327,0,1,2020-10-01 00:00:00,2020-10-08 23:59:59,"150:532,200:533,250:534,300:535,1000:536,1001:532",draw_title_170407.png,"-666,-126",draw_content_170407.jpg,0,0,2,0,0,646:1001,646,0,0,0,0,0,,0
328,100062,1,2020-10-01 00:00:00,2020-10-15 23:59:59,"99:537,100:538,101:539",34bdd229243583e4_draw_200916002.png,"330,-195",9e97e448a0d70a46_draw_200916001.jpg,0,0,1,0,0,654:101,0,0,0,1,0,0,,0
329,0,1,2020-10-15 00:00:00,2020-10-29 10:00:00,"6:542,7:544",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
330,0,1,2020-10-15 00:00:00,2020-10-29 10:00:00,"6:543,7:545",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
331,0,1,2020-10-15 00:00:00,2020-10-29 10:00:00,"6:540,7:541",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
332,0,1,2020-10-15 00:00:00,2020-10-29 10:00:00,1000:544,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
333,0,1,2020-10-15 00:00:00,2020-10-29 10:00:00,1000:545,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
334,0,1,2020-10-29 00:00:00,2020-11-19 10:00:00,"6:546,7:552",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
335,0,1,2020-10-29 00:00:00,2020-11-19 10:00:00,"6:547,7:553",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
336,0,1,2020-10-29 00:00:00,2020-11-19 10:00:00,"6:548,7:556",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
337,0,1,2020-10-29 00:00:00,2020-11-19 10:00:00,"4:549,5:554",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
338,0,1,2020-10-29 00:00:00,2020-11-19 10:00:00,"4:550,5:555",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
339,0,1,2020-10-29 00:00:00,2020-11-19 10:00:00,"4:551,5:556",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
340,0,1,2020-10-29 00:00:00,2020-11-19 10:00:00,1000:552,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
341,0,1,2020-10-29 00:00:00,2020-11-19 10:00:00,1000:553,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
342,0,1,2020-10-29 00:00:00,2020-11-19 10:00:00,1000:554,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
343,0,1,2020-10-29 00:00:00,2020-11-19 10:00:00,1000:555,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
344,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"10:563,11:569",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
345,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"10:557,11:562",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
346,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"8:564,9:570",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
347,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"8:558,9:562",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
348,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"6:565,7:570",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
349,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"6:559,7:562",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
350,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"6:566,7:571",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
351,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"5:567,6:572",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
352,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"5:560,6:562",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
353,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"4:568,5:572",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
354,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,"4:561,5:562",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
355,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,1000:569,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
356,0,1,2020-11-16 00:00:00,2020-12-24 10:00:00,1000:570,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0
