id,name,action_order,action_delay,action_playspeed,creation_order,creation_delay,sound_order,sound_delay,effect_order,effect_delay,effect_duration,stop_time_speed,stop_time_delay,stop_time_duration,move_order,move_delay,summon_order,summon_delay,voice_order,voice_delay,scene_order,scene_play_speed,scene_delay,scene_transition,avg_order,avg_delay,bgm_order,bgm_delay,camera_order,camera_delay,camera_duration
1198,OblivionNormal下落11-20,,,,"983,982,983,982,981,982,984,983,982,984,983,983,982,981,982,984,984,984,984,981,982,983,981,983,982,984,983,981,981,983,982,983,982","0,50,63,76,89,101,140,146,152,178,191,203,242,248,254,254,267,280,293,305,315,324,344,356,359,407,417,426,445,465,468,471,474",,,,,,,,,,,,,,,,,,,,,,,,,
1199,OblivionNormal下落21-30,,,,"981,982,983,981,983,982,984,983,982,981,983,983,982,982,983,983,982,982,981,984,981,982,983,984,981,983,984,983,981,982,983,982,981,984,981,982,983,984,981,981","0,9,19,38,50,54,101,111,121,140,152,159,165,172,178,184,191,197,203,203,235,242,248,254,299,305,315,324,331,340,350,356,366,375,439,445,452,458,490,500",,,,,,,,,,,,,,,,,,,,,,,,,
1200,OblivionNormal下落31-40,,,,"984,983,982,984,983,982,981,982,983,984,981,982,983,984,981,982,983,982,984,983,982,981,982,984,981,983,984,983,982,983,981,981,982,983,982,984,982,984,982,982","0,9,19,25,35,44,50,82,89,95,133,140,146,152,197,203,213,222,229,238,248,254,286,293,299,305,337,344,350,356,388,395,401,407,433,445,458,484,496,503",,,,,,,,,,,,,,,,,,,,,,,,,
1201,OblivionNormal下落41-50,,,,"983,982,981,983,982,981,983,981,984,982,983,982,981,982,983,984,983,982,981,983,984,983,984,983,982,983,984,981,982,984","0,9,19,25,35,44,50,82,101,152,165,178,191,203,254,267,280,293,305,331,344,356,395,401,407,433,439,445,452,458",,,,,,,,,,,,,,,,,,,,,,,,,
1202,OblivionNormal下落51-60,,,,"982,983,982,981,983,982,984,983,982,983,982,981,982,983,981,981,983,981,982,984,984,984,982,984,982,983,982,981,982,983,981,983,983,984,983,982,983","0,12,25,38,50,101,114,127,140,152,191,197,203,229,242,254,293,299,305,305,344,350,356,356,375,382,388,395,401,407,433,458,477,484,490,496,503",,,,,,,,,,,,,,,,,,,,,,,,,
1203,OblivionNormal下落61-70,,,,"984,981,982,982,983,982,981,982,983,982,981,983,984,982,982,981,981,984,982,984,981,981,981","0,25,50,70,76,82,89,95,101,127,152,165,178,191,203,222,229,248,254,407,420,426,433",,,,,,,,,,,,,,,,,,,,,,,,,
1204,OblivionNormal判定线,,,,,,,,,,,,,,,,,,,,,,,,,,"BGM_Empty,DJMAX_OBLIVION","0,26",,,
1314,P90主动,,,,"1311,1308","15,10",,,1,0,1,,,,,,,,,,,,,,,,,,,,
1315,P90必中射击,1,0,100,"1309,21,1336,1310,1310,1310","0,0,0,10,4,7",,,,,,,,,,,,,,,,,,,,,,,,,
1316,P90召唤物残影,,,,1312,0,,,,,,,,,,,,,,,,,,,,,,,,,
1317,64type计数,,,,1314,0,,,1,0,1,,,,,,,,,,,,,,,,,,,,
1318,64type计数2,,,,1315,0,,,,,,,,,,,,,,,,,,,,,,,,,
1319,64type影响格护盾,,,,1316,0,,,,,,,,,,,,,,,,,,,,,,,,,
1320,64type影响格火力,,,,1318,0,,,,,,,,,,,,,,,,,,,,,,,,,
1321,杰里科影响格,,,,1322,0,,,1,0,1,,,,,,,,,,,,,,,,,,,,
1322,杰里科开场影响格,,,,1313,0,,,,,,,,,,,,,,,,,,,,,,,,,
1323,P90普攻,1,0,100,"2,21,1336,8,8,8","0,0,0,10,4,7 ",,,,,,,,,,,,,,,,,,,,,,,,,
1324,HS2000,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
1325,x95技能普攻,1,0,100,"1339,21,138,8,8,8","0,0,0,10,4,7 ",,,,,,,,,,,,,,,,,,,,,,,,,
1326,p22技能,,,,"1340,1341,1342","0,0,0",,,1,0,1,,,,,,,,,,,,,,,,,,,,
1327,ksvk狙击,1,40,100,1343,40,BT_Sniper_skill_0,10,1,0,1,,,,,,,,,,,,,,,,,,,,
1328,hs20001,,,,,,,,1,0,1,,,,,,756,0,,,,,,,,,,,,,
1329,hs20002,,,,,,,,1,0,1,,,,,,757,0,,,,,,,,,,,,,
1330,hs20003,,,,,,,,1,0,1,,,,,,758,0,,,,,,,,,,,,,
1331,hs20004,,,,,,,,1,0,1,,,,,,759,0,,,,,,,,,,,,,
1332,hs20005,,,,,,,,1,0,1,,,,,,760,0,,,,,,,,,,,,,
1333,hs20006,,,,,,,,1,0,1,,,,,,708,0,,,,,,,,,,,,,
1334,hs20007,,,,,,,,1,0,1,,,,,,709,0,,,,,,,,,,,,,
1335,hs20008,,,,,,,,1,0,1,,,,,,710,0,,,,,,,,,,,,,
1336,hs20009,,,,,,,,1,0,1,,,,,,711,0,,,,,,,,,,,,,
1337,hs20010,,,,,,,,1,0,1,,,,,,712,0,,,,,,,,,,,,,
1338,qte教学1-1召唤,,,,1349,0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1339,qte召唤物炸弹教学1-1,,,,"1366,1367,1357,1358,1359","0,0,0,0,0",,,,,,50,0,35,,,,,,,,,,,,,,,,,
1340,qte点击,,,,1347,0,,,,,,,,,,,,,,,,,,,,,,,,,
1341,M4A1表演普攻,,,,1347,0,,,,,,,,,,,,,,,,,,,,,,,,,
1342,qte测试减速5秒,,,,1352,0,,,,,,70,0,19,,,,,,,,,,,,,,,,,
1343,qte突击步枪普攻,1,0,100,"3,7,21","0,2,0","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
1344,qteAR15技能,"skill,skill,skill,skill","0,4,8,12","250,250,250,250","1394,1394,1399,1394,1394,1394","0,3,0,8,11,14",,,,,,,,,,,,,,,,,,,,,,,,,
1345,qte召唤物自毁2-AR15,,,,"1360,1463,238","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1346,qte教学1-4召唤,,,,1362,0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1347,qte召唤物炸弹教学1-4,,,,"1410,1411,1376,1377,1359","0,0,0,0,0",,,,,,50,0,35,,,,,,,,,,,,,,,,,
1348,qte常速随机召唤,,,,1365,0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1349,qte常速随机炸弹,,,,"1366,1367","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1350,qte召唤物自毁1-AN94,,,,"1465,1457,238","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1351,qte常速二连召唤,,,,"1368,1368","0,25",,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1352,qte常速二连炸弹,,,,"1369,1370","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1353,qte常速三连召唤,,,,"1371,1371,1371","0,20,40",,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1354,qte常速三连炸弹,,,,"1372,1373","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1355,qte召唤物炸弹教学1-2,,,,"1406,1407,1363,1364,1359","0,0,0,0,0",,,,,,50,0,35,,,,,,,,,,,,,,,,,
1356,qte召唤物炸弹教学1-3,,,,"1412,1413,1374,1375,1359","0,0,0,0,0",,,,,,50,0,35,,,,,,,,,,,,,,,,,
1357,qte教学1-2召唤,,,,1378,0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1358,qte教学1-3召唤,,,,1379,0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1359,qte教学2-2召唤,,,,1380,0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1360,qte召唤物炸弹教学2-2,,,,"1354,1355,1357,1358,1359","0,0,0,0,0",,,,,,50,0,17,,,,,,,,,,,,,,,,,
1361,qte4连点召唤,,,,"1381,1382,1383,1384",0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1362,qte4连点教学技能1-1,,,,"1385,1386,1357,1358,1359,1395","0,0,0,0,0,0",,,,,,25,0,18,,,,,,,,,,,,,,,,,
1363,qte4连点教学技能1-2,,,,"1387,1388,1363,1364,1359,1396","0,0,0,0,0,0",,,,,,25,0,18,,,,,,,,,,,,,,,,,
1364,qte4连点教学技能1-3,,,,"1389,1390,1374,1375,1359,1397","0,0,0,0,0,0",,,,,,25,0,18,,,,,,,,,,,,,,,,,
1365,qte4连点教学技能1-4,,,,"1391,1392,1376,1377,1359,1398","0,0,0,0,0,0",,,,,,25,0,18,,,,,,,,,,,,,,,,,
1366,qteAK12技能,,,,"1401,1447,1464,237","0,0,0,1",,,,,,,,,,,,,,,,,,,,,,,,,
1367,qteAn94技能,2,0,300,1400,0,,,,,,,,,,,,,,,,,,,,,,,,,
1368,qte常速1-1召唤,,,,1402,0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1369,qte连发导弹召唤-AR15,,,,1700,0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1370,qte常速1-3召唤,,,,1404,0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1371,qte常速1-4召唤,,,,1405,0,,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1372,qteM4用召唤物技能,,,,"1357,1358","0,0",,,,,,30,0,30,,,,,,,,,,,,,,,,,
1373,qte连发导弹技能-AR15,,,,"1412,1418,1421,1424,1427,1430,1363,1364","14,12,9,6,3,0,30,30",,,,,,30,32,30,,,,,,,,,,,,,,,,,
1374,qte召唤物技能-AN94,,,,"1376,1377","10,10",,,,,,30,10,30,,,,,,,,,,,,,,,,,
1375,qte召唤物技能-AK12,,,,"1374,1375","10,10",,,,,,30,10,30,,,,,,,,,,,,,,,,,
1376,qte召唤物自毁3,,,,"1440,238","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1377,qte激光召唤,,,,"1442,1488,1489","0,4,8",,,,,,,,,,,,,,,,,,,,,,,reset,0,9999
1378,qte激光技能1,,,,1443,10,,,,,,,,,413,0,,,,,,,,,,,,,,,
1379,qte激光技能短,,,,1444,0,BT_White_Laser,0,,,,,,,,,,,,,,,,,,,,,,,
1380,qte激光技能长,,,,1445,0,BT_White_Laser,0,,,,,,,,,,,,,,,,,,,,,,,
1381,qte复位m4,wait,0,100,,,,,,,,,,,415,0,,,,,,,,,,,,,,,
1382,qte复位ar15,wait,0,100,,,,,,,,,,,416,0,,,,,,,,,,,,,,,
1383,qte复位sopmod,wait,0,100,,,,,,,,,,,417,0,,,,,,,,,,,,,,,
1384,qte复位ro,wait,0,100,,,,,,,,,,,418,0,,,,,,,,,,,,,,,
1385,qte开头技能1,skill2,0,100,"1451,1454","0,20",,,,,,,,,,,,,,,,,,,,,,,,,
1386,qte开头位移1-M4,move,0,100,,,BT_Motor_speedup,0,,,,,,,,,,,,,,,,,,,,,,,
1387,qte开头技能2,skill2,0,100,"1459,1455,1460","0,20,0",,,,,,,,,,,,,,,,,,,,,,,,,
1388,qte开头技能3,skill2,0,100,"1456,1461","20,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1389,qte开场追赶前进m4,"move,wait,wait,wait,wait","0,20,40,60,80",100,1462,9,BT_Motor_speedup,0,,,,,,,419,0,,,,,,,,,-31-specialbattletips-1,0,,,reset,0,9999
1390,m16无视防护值普攻,"attack,attack","0,20","100,100","1446,1446,1446,836,836,836","0,3,7,0,3,7",,,,,,,,,,,,,,,,,,,,,,,,,
1391,qte开场追赶前进ar15,"move,wait,wait,wait,wait","0,20,40,60,80",100,1471,0,BT_Motor_speedup,0,,,,,,,420,0,,,,,,,,,,,,,reset,0,9999
1392,qte开场追赶前进AN94,"move,wait,wait,wait,wait","0,20,40,60,80",100,1472,3,BT_Motor_speedup,0,,,,,,,421,0,,,,,,,,,,,,,reset,0,9999
1393,qte开场追赶前进AK12,"move,wait,wait,wait,wait","0,20,40,60,80",100,1473,6,BT_Motor_speedup,0,,,,,,,422,0,,,,,,,,,,,,,reset,0,9999
1394,qte减伤去除,,,,"1466,1702",60,,,,,,,,,,,,,,,,,,,,,,,,,
1395,qte多格伤害-M4,"skill2,skill2,skill2","0,50,110",100,"1467,1468,1469,1474,1475,1477,1478,1479,1480,1481,1482,1701","0,0,0,0,0,60,60,60,60,120,120,0",,,,,,,,,,,,,,,,,,,,,,,reset,110,9999
1396,qte多格伤害位移ar15,move,0,100,,,BT_Motor_speedup,0,,,,,,,423,0,,,,,,,,,,,,,,,
1397,qte多格伤害位移an94,move,0,100,,,BT_Motor_speedup,0,,,,,,,424,0,,,,,,,,,,,,,,,
1398,qte多格伤害位移ak12,move,0,100,,,BT_Motor_speedup,0,,,,,,,425,0,,,,,,,,,,,,,,,
1399,qte版伸冤者普攻[*],SPattack,0,100,"1470,2020","0,0",,"0,3",,,,,,,"433,434","0,4",,,,,,,,,,,,,,,
1400,qte多格伤害位移二m4,wait,0,100,,,,,,,,,,,426,0,,,,,,,,,,,,,,,
1401,qte多格伤害位移二ar15,move,0,100,,,,,,,,,,,427,0,,,,,,,,,,,,,,,
1402,qte多格伤害位移二an94,wait,0,100,,,,,,,,,,,428,0,,,,,,,,,,,,,,,
1403,qte多格伤害位移二ak12,move,0,100,,,,,,,,,,,429,0,,,,,,,,,,,,,,,
1404,qteM16开场,,,,1490,0,,,,,,,,,,,,,,,,,,,,,,,,,
1405,掷弹兵通用普攻,"attack,attack","0,20","100,100","835,835,835,836,836,836","0,3,7,0,3,7",,,,,,,,,,,,,,,,,,,,,,,,,
1406,qte连发导弹召唤-AR15,,,,1403,0,,,,,,,,,,,,,,,,,,,-31-specialbattletips-4,0,,,reset,0,9999
1407,qte激光召唤,,,,"1442,1405,1488,1489","2,0,4,8",,,,,,,,,,,,,,,,,,,-31-specialbattletips-5,0,,,reset,0,9999
1408,qte减伤去除,,,,"1466,1404","60,60",,,,,,,,,,,,,,,,,,,-31-specialbattletips-6,60,,,,,
1409,qte多格伤害-M4,"skill2,skill2,skill2","0,50,110",100,"1467,1468,1469,1402,1474,1475,1477,1478,1479,1480,1481,1482","0,0,0,0,0,0,60,60,60,60,120,120",,,,,,,,,,,,,,,,,,,-31-specialbattletips-3,0,,,,,
1410,qte激光技能2,,,,1443,10,,,,,,,,,430,0,,,,,,,,,,,,,,,
1411,qte激光技能3,,,,1443,10,,,,,,,,,431,0,,,,,,,,,,,,,,,
1412,AK12召唤物自毁,,,,238,40,,,,,,,,,432,30,,,,,,,,,,,,,,,
1413,qte激光技能短2,,,,1491,0,BT_White_Laser,0,,,,,,,,,,,,,,,,,,,,,,,
1414,qte激光技能长2,,,,1492,0,BT_White_Laser,0,,,,,,,,,,,,,,,,,,,,,,,
1415,qte激光技能短3,,,,1493,0,BT_White_Laser,0,,,,,,,,,,,,,,,,,,,,,,,
1416,qte激光技能长3,,,,1494,0,BT_White_Laser,0,,,,,,,,,,,,,,,,,,,,,,,
1417,qte突击步枪普攻,1,0,100,"3,7,7,21","0,2,4,0","BT_AK,BT_AK,BT_AK","0,3,6",,,0,,,,,,,,,,,,,,,,,,,,
1418,qte连发导弹技能-AR15困难,,,,"1412,1418,1421,1424,1427,1430","14,12,9,6,3,0",,,,,,,,,,,,,,,,,,,,,,,,,
1419,qte召唤物技能-M4困难,,,,"1376,1377","10,10",,,,,,,,,,,,,,,,,,,,,,,,,
1450,冬活涅托通用普攻,attack,0,100,"4220,4227","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1451,冬活涅托小兵判定,,,,"1485,4227","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1452,涅托AR用召唤物-70,spattack,0,100,,,,,3(Nyto_Silver;感召仪式-AR;Rally the Cults;Nyto),0,1,,,,,,"741,742,744","60,60,75",,,,,,,,,,,,,
1453,涅托RF用召唤物-70,spattack,0,100,,,,,3(Nyto_Silver;感召仪式-RF;Rally the Cults;Nyto),0,1,,,,,,"741,742,744","60,60,75",,,,,,,,,,,,,
1454,涅托通用用召唤物-70,spattack,0,100,,,,,3(Nyto_Silver;感召仪式-通用;Rally the Cults;Nyto),0,1,,,,,,"741,742,744","60,60,75",,,,,,,,,,,,,
1455,涅托禁锢大招,skill,0,100,"4062,4063,4222,4252,4254","4,47,0,30,35",BT_BOSS_skill,47,"3(Nyto_Silver;行星之棺;Planetary Sarcophagus;NYTO),7(redshine),7(redshine)","45,25,35","1,10,10",,,,438,30,748,75,,,,,,,,,,,,,
1456,涅托银大招伤害,,,,4229,0,,,,,,,,,,,,,,,,,,,,,,,,,
1460,涅托②随机判定,,,,4200,0,,,,,,,,,,,,,,,,,,,,,,,,,
1461,涅托激光1,"move,spattack","0,30","100,100","4201,4231,4232,4233,4234,4235,4236,4237","60,51,54,57,60,63,66,69",,,,,,,,,436,2,,,,,,,,,,,,,,,
1462,涅托激光2,"move,spattack","0,30","100,100",4204,60,,,,,,,,,436,2,,,,,,,,,,,,,,,
1463,涅托大招,"move,skill","0,22","100,100","4062,4063,4211,4252,4253,4222","20,62,105,0,0,0",BT_BOSS_skill,62,"3(Nyto_Gold;血月潮汐;Tide of Apocalyptic Moon;NYTO),7(redshine),7(redshine)","60,40,50","20,30,30",,,,439,0,,,,,,,,,,,,,,,
1464,涅托大招-召唤物禁锢,,,,"4206,4221,4223,4057","10,0,15,0",,,,,,,,,,,,,,,,,,,,,,,,,
1465,涅托大招-能量墙伤害,,,,"4207,4208,4209,4210","0,3,6,9",,,,,,,,,,,,,,,,,,,,,,,,,
1466,涅托召唤物爆炸触发buff,,,,4224,0,,,,,,,,,,,,,,,,,,,,,,,,,
1467,大招后爆炸,,,,4230,0,,,,,,,,,,,,,,,,,,,,,,,,,
1468,友方M16召唤小兵,,,,,,,,,,,,,,,,"749,750,774,775","0,0,0,0",,,,,,,,,,,,,
1469,敌方冲锋,"move,move","0,40","100,100",,,,,,,,,,,437,0,,,,,,,,,,,,,,,
1470,M16随机横排,skill,50,100,4243,0,,,,,,,,,,,,,,,,,,,,,,,,,
1471,M16随机纵排,skill,50,100,4238,0,,,,,,,,,,,,,,,,,,,,,,,,,
1472,涅托大招-125,"move,skill","0,22","100,100","4062,4063,4248,4252,4253,4222","20,62,105,0,0,0",BT_BOSS_skill,62,"3(Nyto_Gold;血月潮汐;Tide of Apocalyptic Moon;NYTO),7(redshine),7(redshine)","60,40,50","20,30,30",,,,439,0,,,,,,,,,,,,,,,
1473,涅托大招-140,"move,skill","0,22","100,100","4062,4063,4249,4252,4253,4222","20,62,105,0,0,0",BT_BOSS_skill,62,"3(Nyto_Gold;血月潮汐;Tide of Apocalyptic Moon;NYTO),7(redshine),7(redshine)","60,40,50","20,30,30",,,,439,0,,,,,,,,,,,,,,,
1474,涅托AR用召唤物-125,spattack,0,100,,,,,3(Nyto_Silver;感召仪式-AR;Rally the Cults;Nyto),0,1,,,,,,"761,762,764,746,747","60,60,75,75,75",,,,,,,,,,,,,
1475,涅托RF用召唤物-125,spattack,0,100,"4250,4255","60,60",,,3(Nyto_Silver;感召仪式-RF;Rally the Cults;Nyto),0,1,,,,,,"761,762","60,60",,,,,,,,,,,,,
1476,涅托通用用召唤物-125,spattack,0,100,4250,60,,,3(Nyto_Silver;感召仪式-通用;Rally the Cults;Nyto),0,1,,,,,,"746,747","60,60",,,,,,,,,,,,,
1477,涅托AR用召唤物-140,spattack,0,100,,,,,3(Nyto_Silver;感召仪式-AR;Rally the Cults;Nyto),0,1,,,,,,"766,768,769,770,771","60,60,75,75,75",,,,,,,,,,,,,
1478,涅托RF用召唤物-140,spattack,0,100,"4256,4257","60,60",,,3(Nyto_Silver;感召仪式-RF;Rally the Cults;Nyto),0,1,,,,,,,,,,,,,,,,,,,,
1479,涅托通用用召唤物-140,spattack,0,100,4256,60,,,3(Nyto_Silver;感召仪式-通用;Rally the Cults;Nyto),0,1,,,,,,"770,771","60,60",,,,,,,,,,,,,
1480,M16十字格子伤害,skill,50,100,"4258,4259","0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1481,敌人狙击,1,75,100,19,75,BT_Sniper_skill_0,10,,,,,,,,,,,,,,,,,,,,,,,
1482,掷弹兵命运牌,skill3,0,100,"794,4260,833","0,0,65",,,,,,,,,,,,,,,,,,,,,,,,,
1483,敌方霰弹枪普攻,1,0,100,"4263,35","0,0",BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
1484,重装索敌纠正,,,,4262,0,,,,,,,,,,,,,,,,,,,,,,,,,
1485,闪电皮肤cutin,0,-1,100,1710,0,BT_Sabotager_Ignite,0,1,0,1,,,,,,,,,,,,,,,,,,,,
1486,巨鹰攻势八黑普攻,1,0,100,"1711,1712","0,0",BT_Sniper_skill_0,"0,0",,,0,,,,,,,,,,,,,,,,,,,,
1500,普攻移动,"wait,wait","0,0",,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1501,LJSR移出屏幕,,,,,,,,,,,,,,701,0,,,,,,,,,,,,,,,
1502,召唤摩托,,,,"1501,1502,1546,1547","0,0,0,0,0",,,,,,,,,,,"703,706,707,699,698,697,696,695","0,0,0,0,0,0,0,0",,,,,,,,,,,,,
1503,左转,move,0,150,,,,,,,,,,,702,0,,,,,,,,,,,,,,,
1504,右转,move,0,150,,,,,,,,,,,703,0,,,,,,,,,,,,,,,
1505,占位符,,,,1525,0,,,,,,,,,,,704,0,,,,,,,,,,,,,
1506,添加距离标签,,,,1503,0,,,,,,,,,,,,,,,,,,,,,,,,,
1507,障碍物生成器A,,,,1505,0,,,,,,,,,,,,,,,,,,,,,,,,,
1508,XOO,"move,move,move","0,20,40",,"1512,1550","0,0",BT_drivebywhoosh,25,,,,,,,716,0,,,,,,,,,,,,,,,
1509,OXO,"move,move,move","0,20,40",,"1513,1551","0,0",BT_drivebywhoosh,25,,,,,,,"715,714","0,20",,,,,,,,,,,,,,,
1510,OOX,"move,move,move","0,20,40",,"1514,1552","0,0",BT_drivebywhoosh,25,,,,,,,716,0,,,,,,,,,,,,,,,
1511,XXO,"move,move,move","0,20,40",,"1530,1553","0,0",BT_drivebywhoosh,25,,,,,,,"711,710","0,20",,,,,,,,,,,,,,,
1512,XOX,"move,move,move","0,20,40",,"1512,1514,1554","0,0,0",BT_drivebywhoosh,25,,,,,,,717,0,,,,,,,,,,,,,,,
1513,OXX,"move,move,move","0,20,40",,"1531,1555","0,0",BT_drivebywhoosh,25,,,,,,,"712,713","0,20",,,,,,,,,,,,,,,
1516,摔倒,"dieR,move","0,20","100,100",1524,0,"BT_Motor_impact,BT_Motor_falloff","0,10",,,,,,,"704,705","0,42",,,,,,,,,,,,,,,
1517,跳跃,"sp,wait","0,20","70,100",1572,"19,23,30","BT_Motor_fly,BT_Motor_falloff","3,20",,,,,,,"706,707","5,26",,,,,,,,,,,,,,,
1518,加速,SpdUP,0,100,"1520,1541,1542,1543,1544,1545","0,0,0,0,0,0",BT_Motor_speedup,0,,,,,,,,,,,,,,,,,,,,,,,
1519,加速牵引,"move,move,move","0,20,40",,,,,,,,,,,,708,0,,,,,,,,,,,,,,,
1520,减速牵引,"move,move,move","0,20,40",,,,,,,,,,,,709,0,,,,,,,,,,,,,,,
1521,SmokeHolder,,,,1525,0,,,,,,,,,,,,,,,,,,,,,,,,,
1522,障碍物生成器B,,,,1526,0,,,,,,,,,,,,,,,,,,,,,,,,,
1523,开场加速,,,,,,,,,,,,,,718,0,,,,,,,,,,,,,,,
1524,教学：方向键,,,,"1513,1357,1512,1513,1514,1363,1363,1357","0,0,30,60,90,30,60,90",,,,,,70,2,120,"715,714","0,20",,,,,,,,,,,,,,,
1525,教学：跳跃,,,,"1560,1374","0,0,0,0",,,,,,60,2,120,,,,,,,,,,,-31-specialbattletips-fly,0,,,,,
1526,教学：加速,,,,1376,"0,0",,,,,,,,,,,,,,,,,,,-31-specialbattletips-spdup,0,,,,,
1527,InitBeakProfile,,,,1548,0,,,,,,,,,,,,,,,,,,,,,,,,,
1528,InitM4Profile,,,,1549,0,,,,,,,,,,,,,,,,,,,,,,,,,
1529,BeakProfile开场加速,,,,,,,,,,,,,,719,0,,,,,,,,,,,,,,,
1530,XOO同步位移,,,,,,,,,,,,,,720,0,,,,,,,,,,,,,,,
1531,OXO同步位移,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,OOX同步位移,,,,,,,,,,,,,,720,0,,,,,,,,,,,,,,,
1533,XXO同步位移,,,,,,,,,,,,,,"723,722","0,0",,,,,,,,,,,,,,,
1534,XOX同步位移,,,,,,,,,,,,,,721,0,,,,,,,,,,,,,,,
1535,OXX同步位移,,,,,,,,,,,,,,"724,725","0,0",,,,,,,,,,,,,,,
1536,加速同步位移,,,,1559,0,,,,,,,,,726,0,,,,,,,,,,,,,,,
1537,减速同步位移,,,,,,,,,,,,,,727,0,,,,,,,,,,,,,,,
1538,失败判定Beak,,,,1558,0,stop_BT_Motor_engine_loop,0,,,,,,,728,0,,,,,,,,,-31-specialbattletips-Lose,0,,,,,
1539,失败判定Profile,,,,,,stop_BT_Motor_engine_loop,0,,,,,,,729,0,,,,,,,,,,,,,,,
1540,XXX,"SP,wait","10,50","50,100",1560,0,,,,,,,,,"733,734","10,50",,,,,,,,,,,,,,,
1541,跳跃摔倒,"sp,dieR,move","0,11,53","100,100,100",1524,0,"BT_Motor_impact,BT_Motor_falloff","10,25",,,,,,,"730,731,732","0,11,53",,,,,,,,,,,,,,,
1542,胜利清除音效,,,,,,stop_BT_Motor_engine_loop,0,,,,,,,,,,,,,,,,,-31-specialbattletips-Victory,0,,,,,
1543,倒计时背景生成,,,,"1580,1581,1582,1583,1600,1601,1615","0,0,900,2700,3600,3600,3600","BT_Motor_engine_loop,BT_Motor_engine_loop,BT_Motor_engine_loop,BT_Motor_engine_loop","0,1799,3598,271",,,,,,,,,,,,,,,,,,,GF_EV6_Motor_Loop,"0,272",reset,0,9999
1544,倒计时Tens1,,,,"1587,1588,1589","0,300,600",,,,,,,,,,,,,,,,,,,,,,,,,
1545,倒计时Tens2,,,,"1584,1585,1586,1587,1588,1589","0,300,600,900,1200,1500",,,,,,,,,,,,,,,,,,,,,,,,,
1546,倒计时Digits,,,,"1590,1591,1592,1593,1594,1595,1596,1597,1598,1599","0,30,60,90,120,150,180,210,240,270",,,,,,,,,,,,,,,,,,,,,,,,,
1547,倒计时TensWarning,,,,"1602,1603,1604","0,300,600",,,,,,,,,,,,,,,,,,,,,,,,,
1548,倒计时DigitsWarning,,,,"1605,1606,1607,1608,1609,1610,1611,1612,1613,1614","0,30,60,90,120,150,180,210,240,270",,,,,,,,,,,,,,,,,,,,,,,,,
1599,BOSS开场音效,,,,,,BT_BossCutin,0,,,,,,,,,,,,,,,,,,,,,,,
1601,M200狙击,1,0,100,"1774,1775","0,0",skill_m200_default_shot,0,,,,,,,,,,,,,,,,,,,,,,,
1602,M200普攻,1,0,100,"1776,21,139","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1603,M200音效,,,,,,skill_m200_default_reload,0,,,,,,,,,,,,,,,,,,,,,,,
1604,M2主技能,2,0,100,"1778,5790","0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1605,M2普通攻击,2,0,100,1779,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1606,支援小队cutIn3,attack2,0,100,1782,28,BT_squad_morta,29,,,,,,,,,,,,,,,,,,,,,,,
1607,隼普攻,1,0,100,"1783,21,139","0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,
1608,隼狙击,1,40,100,2036,40,BT_Sniper_skill_0,40,1,0,1,,,,,,,,,,,,,,,,,,,,
1609,隼换弹,s,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,AT4随机,,,,1784,0,,,,,,,,,,,,,,,,,,,,,,,,,
1611,AT4主技能,2,0,100,"1785,5790","0,0",BT_squad_bazooka,0,,,,,,,,,,,,,,,,,,,,,,,
1612,AT4普通攻击,2,0,100,1790,0,BT_squad_bazooka,0,,,,,,,,,,,,,,,,,,,,,,,
