id,type,sort,item_ids,gem,mp,ammo,mre,part,bp_pay,skin,gift,gemprice,original_price,pointprice,if_cheap,quota,giftbag_name,event_code,icon,daily_quota,tips,discount,sale_starttime,sale_endtime,label,prize_id,pay_type,itemprice,on_sale_days,price_up,classification_id,description,special_daily_quota
537,8,0,"15-200,46-50,506-100",0,0,0,0,0,0,0,,498,0,0,0,2001,重装补给礼包,dailyGiftbag,Bumdle_red,7,,1.00,0,0,0,0,0,0,0,0,3002,,0
538,8,49,"7-1,41-100",0,0,0,0,0,0,0,3103-1,2588,0,0,0,2001,G36C誓约装扮礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
539,8,0,,0,0,0,0,0,0,0,,118,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_indigo,1,,1.00,0,0,0,963,0,0,0,0,3002,,0
540,8,0,"8-1,7-1,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,4月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
541,8,0,,0,9000,0,0,0,0,0,,480,960,0,0,2001,人力半价礼包,dailyGiftbag,Bumdle_Manpower,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
542,8,0,,0,0,9000,0,0,0,0,,480,960,0,0,2001,弹药半价礼包,dailyGiftbag,Bumdle_Ammunition,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
543,8,0,,0,0,0,9000,0,0,0,,480,960,0,0,2001,口粮半价礼包,dailyGiftbag,Bumdle_Ration,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
544,8,0,,0,0,0,0,3000,0,0,,480,960,0,0,2001,零件半价礼包,dailyGiftbag,Bumdle_Parts,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
545,8,0,"1-10,3-10",0,0,0,0,0,0,0,,430,860,0,0,2001,契约半价礼包,dailyGiftbag,Bumdle_black,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
546,8,0,"8-1,41-100,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,5月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
547,8,50,,0,0,0,0,0,0,0,,118,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_yellow,1,,1.00,0,0,0,965,0,0,0,0,3002,,0
548,8,48,"7-1,41-100",0,0,0,0,0,0,0,3202-1,2588,0,0,0,2001,内格夫黑石姬装扮礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
549,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：KSG,dailyGiftbag,,0,,1.00,0,0,0,40081,1,100020-1,0,0,1001,,0
550,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：塞伽12型,dailyGiftbag,,0,,1.00,0,0,0,40082,1,100020-1,0,0,1001,,0
551,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AA-12,dailyGiftbag,,0,,1.00,0,0,0,40083,1,100020-1,0,0,1001,,0
552,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：FP-6,dailyGiftbag,,0,,1.00,0,0,0,40084,1,100020-1,0,0,1001,,0
553,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：S.A.T.8,dailyGiftbag,,0,,1.00,0,0,0,40085,1,100020-1,0,0,1001,,0
554,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG5,dailyGiftbag,,0,,1.00,0,0,0,40086,1,100020-1,0,0,1001,,0
555,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：内格夫,dailyGiftbag,,0,,1.00,0,0,0,40087,1,100020-1,0,0,1001,,0
556,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG4,dailyGiftbag,,0,,1.00,0,0,0,40088,1,100020-1,0,0,1001,,0
557,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：PKP,dailyGiftbag,,0,,1.00,0,0,0,40089,1,100020-1,0,0,1001,,0
558,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：88式,dailyGiftbag,,0,,1.00,0,0,0,40090,1,100020-1,0,0,1001,,0
559,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG36,dailyGiftbag,,0,,1.00,0,0,0,40091,1,100020-1,0,0,1001,,0
560,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G41,dailyGiftbag,,0,,1.00,0,0,0,40092,1,100020-1,0,0,1001,,0
561,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：HK416,dailyGiftbag,,0,,1.00,0,0,0,40093,1,100020-1,0,0,1001,,0
562,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：FAL,dailyGiftbag,,0,,1.00,0,0,0,40094,1,100020-1,0,0,1001,,0
563,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G11,dailyGiftbag,,0,,1.00,0,0,0,40095,1,100020-1,0,0,1001,,0
564,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：95式,dailyGiftbag,,0,,1.00,0,0,0,40096,1,100020-1,0,0,1001,,0
565,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：97式,dailyGiftbag,,0,,1.00,0,0,0,40097,1,100020-1,0,0,1001,,0
566,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：RFB,dailyGiftbag,,0,,1.00,0,0,0,40098,1,100020-1,0,0,1001,,0
567,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：T91,dailyGiftbag,,0,,1.00,0,0,0,40099,1,100020-1,0,0,1001,,0
568,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：K2,dailyGiftbag,,0,,1.00,0,0,0,40100,1,100020-1,0,0,1001,,0
569,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Zas M21,dailyGiftbag,,0,,1.00,0,0,0,40101,1,100020-1,0,0,1001,,0
570,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AK-12,dailyGiftbag,,0,,1.00,0,0,0,40102,1,100020-1,0,0,1001,,0
571,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AN-94,dailyGiftbag,,0,,1.00,0,0,0,40103,1,100020-1,0,0,1001,,0
572,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MDR,dailyGiftbag,,0,,1.00,0,0,0,40104,1,100020-1,0,0,1001,,0
573,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：K11,dailyGiftbag,,0,,1.00,0,0,0,40105,1,100020-1,0,0,1001,,0
574,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：64式自,dailyGiftbag,,0,,1.00,0,0,0,40106,1,100020-1,0,0,1001,,0
575,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Kar98k,dailyGiftbag,,0,,1.00,0,0,0,40107,1,100020-1,0,0,1001,,0
576,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：WA2000,dailyGiftbag,,0,,1.00,0,0,0,40108,1,100020-1,0,0,1001,,0
577,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：李-恩菲尔德,dailyGiftbag,,0,,1.00,0,0,0,40109,1,100020-1,0,0,1001,,0
578,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：NTW-20,dailyGiftbag,,0,,1.00,0,0,0,40110,1,100020-1,0,0,1001,,0
579,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：M99,dailyGiftbag,,0,,1.00,0,0,0,40111,1,100020-1,0,0,1001,,0
580,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：IWS 2000,dailyGiftbag,,0,,1.00,0,0,0,40112,1,100020-1,0,0,1001,,0
581,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：卡尔卡诺M1891,dailyGiftbag,,0,,1.00,0,0,0,40113,1,100020-1,0,0,1001,,0
582,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：卡尔卡诺M91/38,dailyGiftbag,,0,,1.00,0,0,0,40114,1,100020-1,0,0,1001,,0
583,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：M200,dailyGiftbag,,0,,1.00,0,0,0,40115,1,100020-1,0,0,1001,,0
584,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：QBU-88,dailyGiftbag,,0,,1.00,0,0,0,40116,1,100020-1,0,0,1001,,0
585,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：汤姆森,dailyGiftbag,,0,,1.00,0,0,0,40117,1,100020-1,0,0,1001,,0
586,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：维克托,dailyGiftbag,,0,,1.00,0,0,0,40118,1,100020-1,0,0,1001,,0
587,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G36C,dailyGiftbag,,0,,1.00,0,0,0,40119,1,100020-1,0,0,1001,,0
588,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：索米,dailyGiftbag,,0,,1.00,0,0,0,40120,1,100020-1,0,0,1001,,0
589,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：79式,dailyGiftbag,,0,,1.00,0,0,0,40121,1,100020-1,0,0,1001,,0
590,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：SR-3MP,dailyGiftbag,,0,,1.00,0,0,0,40122,1,100020-1,0,0,1001,,0
591,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：C-MS,dailyGiftbag,,0,,1.00,0,0,0,40123,1,100020-1,0,0,1001,,0
592,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：樱花,dailyGiftbag,,0,,1.00,0,0,0,40124,1,100020-1,0,0,1001,,0
593,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：P90,dailyGiftbag,,0,,1.00,0,0,0,40125,1,100020-1,0,0,1001,,0
594,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MP7,dailyGiftbag,,0,,1.00,0,0,0,40126,1,100020-1,0,0,1001,,0
595,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：灰熊MkⅤ,dailyGiftbag,,0,,1.00,0,0,0,40127,1,100020-1,0,0,1001,,0
596,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：M950A,dailyGiftbag,,0,,1.00,0,0,0,40128,1,100020-1,0,0,1001,,0
597,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：维尔德MkⅡ,dailyGiftbag,,0,,1.00,0,0,0,40129,1,100020-1,0,0,1001,,0
598,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：NZ75,dailyGiftbag,,0,,1.00,0,0,0,40130,1,100020-1,0,0,1001,,0
599,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：竞争者,dailyGiftbag,,0,,1.00,0,0,0,40131,1,100020-1,0,0,1001,,0
600,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Px4 风暴,dailyGiftbag,,0,,1.00,0,0,0,40132,1,100020-1,0,0,1001,,0
601,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：PA-15,dailyGiftbag,,0,,1.00,0,0,0,40133,1,100020-1,0,0,1001,,0
602,8,0,1444-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：真核面具纪念头像·三周年,dailyGiftbag,,0,,1.00,0,0,0,0,1,100020-1,0,0,1001,,0
603,8,3,,0,9000,0,0,0,0,0,,480,960,0,0,2001,人力半价礼包,dailyGiftbag,Bumdle_Manpower,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
604,8,28,,0,0,9000,0,0,0,0,,480,960,0,0,2001,弹药半价礼包,dailyGiftbag,Bumdle_Ammunition,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
605,8,4,,0,0,0,9000,0,0,0,,480,960,0,0,2001,口粮半价礼包,dailyGiftbag,Bumdle_Ration,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
606,8,29,,0,0,0,0,3000,0,0,,480,960,0,0,2001,零件半价礼包,dailyGiftbag,Bumdle_Parts,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
607,8,5,"1-10,3-10",0,0,0,0,0,0,0,,430,860,0,0,2001,契约半价礼包,dailyGiftbag,Bumdle_black,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
608,8,6,"15-200,46-50,506-100",0,0,0,0,0,0,0,,498,0,0,0,2020,重装补给礼包,dailyGiftbag,Bumdle_orange,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
609,8,30,,0,0,0,0,0,0,0,,398,0,0,0,2001,心智升级特惠,dailyGiftbag,Bumdle_heavy,2,,1.00,0,0,0,976,0,0,0,0,3002,,0
610,8,41,41-50,0,0,0,0,0,0,0,3307-1,1299,0,0,0,2001,G28周年装扮礼包,dailyGiftbag,Bumdle_cn3year,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
611,8,40,7-1,0,0,0,0,0,0,0,3309-1,1588,0,0,0,2001,雷电周年装扮礼包,dailyGiftbag,Bumdle_cn3year,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
612,8,39,"7-1,41-100",0,0,0,0,0,0,0,3302-1,2588,0,0,0,2001,AK-12周年装扮礼包,dailyGiftbag,Bumdle_cn3year,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
613,8,38,7-1,0,0,0,0,0,0,0,3306-1,1988,0,0,0,2001,79式周年装扮礼包,dailyGiftbag,Bumdle_cn3year,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
614,8,0,"8-1,41-100,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,6月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
615,8,50,"44-200,506-200",0,0,0,0,0,0,0,,118,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_blue,1,,1.00,0,0,0,0,0,0,0,0,3002,,0
616,8,0,"7-1,41-100",0,0,0,0,0,0,0,525-1,2588,0,0,1,2001,多萝西圣诞装扮礼包,dailyGiftbag,Bumdle_VA-11Hall-A,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
617,8,11,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：多萝西·海兹,dailyGiftbag,,0,,1.00,0,0,0,980,1,100114-150,0,0,1004,,0
618,8,12,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：阿尔玛·阿玛斯,dailyGiftbag,,0,,1.00,0,0,0,981,1,100114-150,0,0,1004,,0
619,8,13,,0,0,0,0,0,0,0,,0,0,0,0,2001,达娜专属装备：加强型机械臂,dailyGiftbag,,0,,1.00,0,0,0,982,1,100114-70,0,0,1004,,0
620,8,14,,0,0,0,0,0,0,0,,0,0,0,0,2001,多萝西专属装备：MIRD5级弹药,dailyGiftbag,,0,,1.00,0,0,0,983,1,100114-70,0,0,1004,,0
621,8,15,,0,0,0,0,0,0,0,,0,0,0,0,2001,赛伊专属装备：白骑士制式装甲,dailyGiftbag,,0,,1.00,0,0,0,984,1,100114-70,0,0,1004,,0
622,8,16,,0,0,0,0,0,0,0,,0,0,0,0,2001,史黛拉专属装备：电子义眼,dailyGiftbag,,0,,1.00,0,0,0,985,1,100114-70,0,0,1004,,0
623,8,17,,0,0,0,0,0,0,0,,0,0,0,0,2001,阿尔玛专属装备：机械义手,dailyGiftbag,,0,,1.00,0,0,0,986,1,100114-70,0,0,1004,,0
624,8,18,,0,0,0,0,0,0,0,,0,0,0,0,2003,妖精：安娜格雷姆,dailyGiftbag,,0,,1.00,0,0,0,987,1,100114-80,0,0,1004,,0
625,8,19,1465-1,0,0,0,0,0,0,0,,0,0,0,0,2001,名片：欢迎来到VA-11酒吧,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-50,0,0,1004,,0
626,8,20,1459-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：啤酒浪潮,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
627,8,21,1460-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：红色铁拳大满贯,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
628,8,22,1461-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：猫咪朋友不会离开,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
629,8,23,1462-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：敬这该死的世界,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
630,8,24,1463-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：亲爱的贝基,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
631,8,25,1464-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：超级小不点队长,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
632,8,26,,0,0,0,0,0,0,0,,0,0,0,0,2001,宠物：跩柴犬,dailyGiftbag,,0,,1.00,0,0,0,996,1,100114-80,0,0,1004,,0
633,8,27,,0,0,0,0,0,0,0,200003-1,0,0,0,0,2020,打折啤酒,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-2,0,0,1004,,0
634,8,28,,0,0,0,0,0,0,0,100005-1,0,0,0,0,2020,Mulan Tea,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-2,0,0,1004,,0
635,8,29,46-1,0,0,0,0,0,0,0,,0,0,0,0,2020,特种作战报告书,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-2,0,0,1004,,0
636,8,0,"8-1,7-1,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,7月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
637,8,50,,0,0,0,0,0,0,0,,118,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_orange,1,,1.00,0,0,0,997,0,0,0,0,3002,,0
638,8,37,"7-1,41-100",0,0,0,0,0,0,0,3402-1,2588,0,0,0,2001,K11童物园装扮礼包,dailyGiftbag,Bumdle_summer,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
639,8,0,,0,0,0,0,0,0,0,3506-1,0,0,0,0,2001,装扮：谢尔久科夫-黑鸦救生员,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-150,0,0,1004,,0
640,8,1,,0,0,0,0,0,0,0,,0,0,0,0,2001,家具：海滩巡逻车,dailyGiftbag,,0,,1.00,0,0,0,516,1,100024-100,0,0,1004,,0
641,8,2,,0,0,0,0,0,0,0,,0,0,0,0,2001,家具：海滩救生椅,dailyGiftbag,,0,,1.00,0,0,0,517,1,100024-100,0,0,1004,,0
642,8,3,,0,0,0,0,0,0,0,,0,0,0,0,2001,宠物：搜救巴哥犬,dailyGiftbag,,0,,1.00,0,0,0,518,1,100024-100,0,0,1004,,0
643,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,16Lab空尖弹,dailyGiftbag,,0,,1.00,0,0,0,519,1,100024-80,0,0,1004,,0
644,8,5,1479-1,0,0,0,0,0,0,0,,0,0,0,0,2001,名片：硬核西瓜节,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-50,0,0,1004,,0
645,8,6,1478-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：夏日守护者,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-30,0,0,1004,,0
646,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2100,采购币,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-3,0,0,1004,,0
647,8,8,44-1,0,0,0,0,0,0,0,,0,0,0,0,2100,校准点券,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-1,0,0,1004,,0
648,8,9,,0,0,0,0,0,0,0,,0,0,0,0,2015,替代核心,dailyGiftbag,,0,,1.00,0,0,0,520,1,100024-10,0,0,1004,,0
649,8,10,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2050,作战报告书,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-2,0,0,1004,,0
650,8,0,,0,9000,0,0,0,0,0,,480,960,0,0,2001,人力半价礼包,dailyGiftbag,Bumdle_Manpower,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
651,8,0,,0,0,9000,0,0,0,0,,480,960,0,0,2001,弹药半价礼包,dailyGiftbag,Bumdle_Ammunition,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
652,8,0,,0,0,0,9000,0,0,0,,480,960,0,0,2001,口粮半价礼包,dailyGiftbag,Bumdle_Ration,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
653,8,0,,0,0,0,0,3000,0,0,,480,960,0,0,2001,零件半价礼包,dailyGiftbag,Bumdle_Parts,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
654,8,0,"1-10,3-10",0,0,0,0,0,0,0,,430,860,0,0,2001,契约半价礼包,dailyGiftbag,Bumdle_black,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
655,8,50,,0,0,0,0,0,0,0,,118,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_orange,1,,1.00,0,0,0,521,0,0,0,0,3002,,0
656,8,0,"8-1,41-100,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,8月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
657,8,36,"7-1,41-100",0,0,0,0,0,0,0,3502-1,2588,0,0,0,2001,刘易斯盛夏装扮礼包,dailyGiftbag,Bumdle_natsu,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
658,8,0,7-2,0,0,0,0,0,0,0,,998,1160,0,0,2005,七夕特惠礼包,dailyGiftbag,Bumdle_qixi_xique,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
667,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：KSG,dailyGiftbag,,0,,1.00,0,0,0,40081,1,100025-1,0,0,1001,,0
668,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：塞伽12型,dailyGiftbag,,0,,1.00,0,0,0,40082,1,100025-1,0,0,1001,,0
669,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AA-12,dailyGiftbag,,0,,1.00,0,0,0,40083,1,100025-1,0,0,1001,,0
670,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：FP-6,dailyGiftbag,,0,,1.00,0,0,0,40084,1,100025-1,0,0,1001,,0
671,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：S.A.T.8,dailyGiftbag,,0,,1.00,0,0,0,40085,1,100025-1,0,0,1001,,0
672,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG5,dailyGiftbag,,0,,1.00,0,0,0,40086,1,100025-1,0,0,1001,,0
673,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：内格夫,dailyGiftbag,,0,,1.00,0,0,0,40087,1,100025-1,0,0,1001,,0
674,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG4,dailyGiftbag,,0,,1.00,0,0,0,40088,1,100025-1,0,0,1001,,0
675,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：PKP,dailyGiftbag,,0,,1.00,0,0,0,40089,1,100025-1,0,0,1001,,0
676,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：88式,dailyGiftbag,,0,,1.00,0,0,0,40090,1,100025-1,0,0,1001,,0
677,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG36,dailyGiftbag,,0,,1.00,0,0,0,40091,1,100025-1,0,0,1001,,0
678,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G41,dailyGiftbag,,0,,1.00,0,0,0,40092,1,100025-1,0,0,1001,,0
679,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：HK416,dailyGiftbag,,0,,1.00,0,0,0,40093,1,100025-1,0,0,1001,,0
680,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：FAL,dailyGiftbag,,0,,1.00,0,0,0,40094,1,100025-1,0,0,1001,,0
681,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G11,dailyGiftbag,,0,,1.00,0,0,0,40095,1,100025-1,0,0,1001,,0
682,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：95式,dailyGiftbag,,0,,1.00,0,0,0,40096,1,100025-1,0,0,1001,,0
683,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：97式,dailyGiftbag,,0,,1.00,0,0,0,40097,1,100025-1,0,0,1001,,0
684,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：RFB,dailyGiftbag,,0,,1.00,0,0,0,40098,1,100025-1,0,0,1001,,0
685,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：T91,dailyGiftbag,,0,,1.00,0,0,0,40099,1,100025-1,0,0,1001,,0
686,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：K2,dailyGiftbag,,0,,1.00,0,0,0,40100,1,100025-1,0,0,1001,,0
687,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Zas M21,dailyGiftbag,,0,,1.00,0,0,0,40101,1,100025-1,0,0,1001,,0
688,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AK-12,dailyGiftbag,,0,,1.00,0,0,0,40102,1,100025-1,0,0,1001,,0
689,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AN-94,dailyGiftbag,,0,,1.00,0,0,0,40103,1,100025-1,0,0,1001,,0
690,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MDR,dailyGiftbag,,0,,1.00,0,0,0,40104,1,100025-1,0,0,1001,,0
691,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：K11,dailyGiftbag,,0,,1.00,0,0,0,40105,1,100025-1,0,0,1001,,0
692,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：64式自,dailyGiftbag,,0,,1.00,0,0,0,40106,1,100025-1,0,0,1001,,0
693,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：ADS,dailyGiftbag,,0,,1.00,0,0,0,40177,1,100025-1,0,0,1001,,0
694,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Kar98k,dailyGiftbag,,0,,1.00,0,0,0,40107,1,100025-1,0,0,1001,,0
695,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：WA2000,dailyGiftbag,,0,,1.00,0,0,0,40108,1,100025-1,0,0,1001,,0
696,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：李-恩菲尔德,dailyGiftbag,,0,,1.00,0,0,0,40109,1,100025-1,0,0,1001,,0
697,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：NTW-20,dailyGiftbag,,0,,1.00,0,0,0,40110,1,100025-1,0,0,1001,,0
698,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：M99,dailyGiftbag,,0,,1.00,0,0,0,40111,1,100025-1,0,0,1001,,0
