id,name,description,code,type,duration_type,duration_time,limit_buff,exp_buff,is_resource_buff,vision_buff,cannot_move,battle_skill_config_id,property_type,property_data_pool,special_spot_config_id,conditions_type,conditions_time,birth_effect,effect_process_star,effect_process_end,effect_process_duration,manual_ui_code,ammo_mre_reduce,free_ap_move,extra_ammo_mre,conflict_type,priority,carry_mission_skill,sangvis_chip_id
6510004,移动buff,行动力提升,ExtraAp,1,"5,1","3,1",0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,1,,6510002,3,,
6510005,护盾buff,,shield,1,"4,1","1,1",0,1,0,,,759013,0,0,0,0,0,1000092,0,0,0,,,0,,6510005,1,,
6510006,护盾buff,,shield,1,"4,1","1,1",0,1,0,,,759014,0,0,0,0,0,1000092,0,0,0,,,0,,6510006,2,,
6510007,护盾buff,,shield,1,"4,1","1,1",0,1,0,,,759015,0,0,0,0,0,1000092,0,0,0,,,0,,6510006,3,,
6510008,伤害buff,,powBuff,1,"4,1","1,1",0,1,0,,,759016,0,0,0,0,0,1000093,0,0,0,,,0,,6510008,1,,
6510009,伤害buff,,powBuff,1,"4,1","1,1",0,1,0,,,759017,0,0,0,0,0,1000093,0,0,0,,,0,,6510008,2,,
6510010,携带资料,携带资料,buff,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,CarryDataIcon#EC4702,,0,,6510010,0,6510087,
6510011,充能buff,,buff,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,6510011,0,,
6510012,携带塑胶炸弹,携带塑胶炸弹,buff,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,6510012,0,,
6510013,携带塑胶炸弹,携带塑胶炸弹,buff,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,6510013,0,6510157,
6510014,【标记】吃炮标记,,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,6510014,0,,
6510015,【标记】定身,,debuff,2,1,2,0,1,0,,1,900112,0,0,0,0,0,0,0,0,0,,,0,,6510015,0,,
6510016,【标记】4-4移动力提升,,buff,1,"5,1","3,1",0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,1,,6510016,0,,
6510017,【标记】4-1npc标记,,,1,1,99,0,1,0,,,759023,0,0,0,0,0,0,0,0,0,,,0,,6510017,0,,
6510018,【标记】4-1勋章怪标记,,,1,1,99,0,1,0,,,759026,0,0,0,0,0,0,0,0,0,,,0,,6510018,0,,
6510019,移动buff,行动力提升,ExtraAp,1,"5,1","4,1",0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,1,,6510019,3,,
6510020,【标记】忤逆判胜buff,,,1,1,99,0,1,0,,,0,0,0,6510124,51,0-1,0,0,0,0,,,0,,6510020,0,,
9100001,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100001,0,,
9100002,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100002,0,,
9100003,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100003,0,,
9100004,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100004,0,,
9100005,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100005,0,,
9100006,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100006,0,,
9100007,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100007,0,,
9100008,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100008,0,,
9100009,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100009,0,,
9100010,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100010,0,,
9100011,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100011,0,,
9100012,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100012,0,,
9100013,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100013,0,,
9100014,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100014,0,,
9100015,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100015,0,,
9100016,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100016,0,,
9100017,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100017,0,,
9100018,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100018,0,,
9100019,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100019,0,,
9100020,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100020,0,,
9100021,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100021,0,,
9100022,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100022,0,,
9100023,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100023,0,,
9100024,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100024,0,,
9100025,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100025,0,,
9100026,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100026,0,,
9100027,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100027,0,,
9100028,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100028,0,,
9100029,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100029,0,,
9100030,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100030,0,,
9100031,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100031,0,,
9100032,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100032,0,,
9100033,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100033,0,,
9100034,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100034,0,,
9100035,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100035,0,,
9100036,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100036,0,,
9100037,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100037,0,,
9100038,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100038,0,,
9100039,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100039,0,,
9100040,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100040,0,,
9100041,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100041,0,,
9100042,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100042,0,,
9100043,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100043,0,,
9100044,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100044,0,,
9100045,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100045,0,,
9100046,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100046,0,,
9100047,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100047,0,,
9100048,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100048,0,,
9100049,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100049,0,,
9100050,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100050,0,,
9100051,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100051,0,,
9100052,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100052,0,,
9100053,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100053,0,,
9100054,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100054,0,,
9100055,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100055,0,,
9100056,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100056,0,,
9100057,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100057,0,,
9100058,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100058,0,,
9100059,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100059,0,,
9100060,【标记】标记buff,,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9100060,0,,
9130601,【标记】标记buff_99回合_存活标记,,SpeedUp,1,1,99,0,1,0,0,,0,0,0,9130612,2,0-1,0,0,0,0,,,0,,9130601,0,,
9200001,【标记】标记buff_99回合,,SpeedUp,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9200001,0,,
9200002,【标记】标记buff_99回合,,SpeedUp,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9200002,0,,
9410201,【标记】提取资料,,Landmines,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9410201,-1,,
9410216,【标记】无限移动,,Racing_Fly,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,99999999,,9410216,-1,,
9410331,【标记】门卡1,,DJMAX_ArrowLeft,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9410331,-1,,
9410332,【标记】门卡2,,TurnLeft,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9410332,-1,,
9410333,【标记】门卡3,,TurnRight,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,9410333,-1,,
9411870,【标记】4章探索任务_衔尾蛇资料,,claes,1,1,99,0,1,0,0,,0,0,0,9411871,1,0-1,0,0,0,0,,,0,,9410333,-1,,
9490101,【标记】定身2回合,,Theresa_Back,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,9490101,1,,
9490102,【标记】携带杂物A,,GunBox,1,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,9490102,1,9490105,
9490103,【标记】携带杂物B,,GunBox,1,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,9490103,1,9490106,
9490201,【标记】携带礼物,,GunBox,1,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,9490201,1,,
